Date,Close,wMT
13/12/2013,78.08,-0.005364683
12/12/2013,78.5,-0.00748782
11/12/2013,79.09,0.000126446
10/12/2013,79.08,-0.010941441
09/12/2013,79.95,0.000125086
06/12/2013,79.94,0.006274334
05/12/2013,79.44,-0.009770841
04/12/2013,80.22,-0.012265532
03/12/2013,81.21,0.001232134
02/12/2013,81.11,0.001233654
29/11/2013,81.01,0.00098802
27/11/2013,80.93,0.00309387
26/11/2013,80.68,0.003103472
25/11/2013,80.43,0.007738431
22/11/2013,79.81,0.011974681
21/11/2013,78.86,-0.000507099
20/11/2013,78.9,-0.004426185
19/11/2013,79.25,0.000378621
18/11/2013,79.22,0
15/11/2013,79.22,0.001768794
14/11/2013,79.08,0.00227877
13/11/2013,78.9,0.002411016
12/11/2013,78.71,-0.003804215
11/11/2013,79.01,0.013378552
08/11/2013,77.96,0.005788914
07/11/2013,77.51,-0.008351047
06/11/2013,78.16,0.009512863
05/11/2013,77.42,0.001163167
04/11/2013,77.33,0.003367879
01/11/2013,77.07,0.004160713
31/10/2013,76.75,-0.002082521
30/10/2013,76.91,-0.001948432
29/10/2013,77.06,-0.001037614
28/10/2013,77.14,0.013836535
25/10/2013,76.08,-0.004459024
24/10/2013,76.42,0.006827758
23/10/2013,75.9,-0.005518343
22/10/2013,76.32,0.015448911
21/10/2013,75.15,-0.007424136
18/10/2013,75.71,-0.000924153
17/10/2013,75.78,0.002378122
16/10/2013,75.6,0.016403648
15/10/2013,74.37,-0.004159684
14/10/2013,74.68,-0.00187291
11/10/2013,74.82,0.000401043
10/10/2013,74.79,0.024224745
09/10/2013,73,0.001370802
08/10/2013,72.9,0.014229708
07/10/2013,71.87,-0.012857024
04/10/2013,72.8,-0.004932868
03/10/2013,73.16,-0.007625309
02/10/2013,73.72,0.001764986
01/10/2013,73.59,-0.00501526
30/09/2013,73.96,-0.005393756
27/09/2013,74.36,-0.003490405
26/09/2013,74.62,-0.000401956
25/09/2013,74.65,-0.01462792
24/09/2013,75.75,-0.008805998
23/09/2013,76.42,0.007750449
20/09/2013,75.83,-0.004998695
19/09/2013,76.21,-0.002751754
18/09/2013,76.42,0.016758326
17/09/2013,75.15,0.004935647
16/09/2013,74.78,0.005632307
13/09/2013,74.36,0.006070026
12/09/2013,73.91,-0.001892404
11/09/2013,74.05,0.001216134
10/09/2013,73.96,0.006102955
09/09/2013,73.51,0.01259428
06/09/2013,72.59,-0.001101473
05/09/2013,72.67,-0.003297159
04/09/2013,72.91,0.00315956
03/09/2013,72.68,-0.004119187
30/08/2013,72.98,0.007564853
29/08/2013,72.43,0.00069056
28/08/2013,72.38,-0.006609773
27/08/2013,72.86,-0.002330524
26/08/2013,73.03,-0.005598431
23/08/2013,73.44,-0.000272294
22/08/2013,73.46,-0.001224407
21/08/2013,73.55,0.004360274
20/08/2013,73.23,-0.004768077
19/08/2013,73.58,-0.007177226
16/08/2013,74.11,-0.004039865
15/08/2013,74.41,-0.026392355
14/08/2013,76.4,-0.006002889
13/08/2013,76.86,-0.002858258
12/08/2013,77.08,0.002337967
09/08/2013,76.9,-0.004541039
08/08/2013,77.25,-0.001552193
07/08/2013,77.37,-0.006441661
06/08/2013,77.87,-0.011491444
05/08/2013,78.77,0.000253936
02/08/2013,78.75,0.006752908
01/08/2013,78.22,0.003586069
31/07/2013,77.94,0.000641725
30/07/2013,77.89,-0.001283038
29/07/2013,77.99,-0.000128213
26/07/2013,78,-0.000128197
25/07/2013,78.01,-0.002816182
24/07/2013,78.23,-0.004082159
23/07/2013,78.55,0.008694595
22/07/2013,77.87,-0.002693173
19/07/2013,78.08,0.009522656
18/07/2013,77.34,0.001811829
17/07/2013,77.2,-0.002199652
16/07/2013,77.37,0.004404152
15/07/2013,77.03,-0.007758994
12/07/2013,77.63,0
11/07/2013,77.63,0.011140012
10/07/2013,76.77,-0.003381018
09/07/2013,77.03,0.004162878
08/07/2013,76.71,0.019747877
05/07/2013,75.21,0.006001218
03/07/2013,74.76,0.000669031
02/07/2013,74.71,0.001607502
01/07/2013,74.59,0.001341562
28/06/2013,74.49,-0.010283897
27/06/2013,75.26,0.003327347
26/06/2013,75.01,0.008568803
25/06/2013,74.37,0.002288485
24/06/2013,74.2,0.009342699
21/06/2013,73.51,0.006551136
20/06/2013,73.03,-0.019391753
19/06/2013,74.46,-0.016912315
18/06/2013,75.73,0.010353159
17/06/2013,74.95,0.001067948
14/06/2013,74.87,-0.001734837
13/06/2013,75,0.002135612
12/06/2013,74.84,-0.005463402
11/06/2013,75.25,-0.006622541
10/06/2013,75.75,-0.007627601
07/06/2013,76.33,0.009213016
06/06/2013,75.63,0.005037126
05/06/2013,75.25,-0.009127651
04/06/2013,75.94,0.003297503
03/06/2013,75.69,0.01129355
31/05/2013,74.84,-0.010500528
30/05/2013,75.63,-0.007902056
29/05/2013,76.23,-0.014197568
28/05/2013,77.32,0.000129341
24/05/2013,77.31,0.012757268
23/05/2013,76.33,-0.009128911
22/05/2013,77.03,-0.004662617
21/05/2013,77.39,-0.000129207
20/05/2013,77.4,-0.006053989
17/05/2013,77.87,-0.008057855
16/05/2013,78.5,-0.017176477
15/05/2013,79.86,0.013615944
14/05/2013,78.78,0.003560533
13/05/2013,78.5,-0.004955852
10/05/2013,78.89,0.00623055
09/05/2013,78.4,0.001915098
08/05/2013,78.25,-0.007384806
07/05/2013,78.83,0
06/05/2013,78.83,-0.005313778
03/05/2013,79.25,0.010018472
02/05/2013,78.46,0.005111179
01/05/2013,78.06,0.004365137
30/04/2013,77.72,-0.008583744
29/04/2013,78.39,-0.008257685
26/04/2013,79.04,0.004946424
25/04/2013,78.65,0.007914261
24/04/2013,78.03,-0.013493076
23/04/2013,79.09,0.014262307
22/04/2013,77.97,-0.004095744
19/04/2013,78.29,0.014538693
18/04/2013,77.16,-0.017344817
17/04/2013,78.51,-0.002162988
16/04/2013,78.68,0.002672607
15/04/2013,78.47,-0.001146278
12/04/2013,78.56,0.009849776
11/04/2013,77.79,0.00541378
10/04/2013,77.37,-0.009646997
09/04/2013,78.12,0.010681525
08/04/2013,77.29,0.011712784
05/04/2013,76.39,0.002490335
04/04/2013,76.2,0.002628122
03/04/2013,76,-0.000263123
02/04/2013,76.02,0.00779139
01/04/2013,75.43,0.0079862
28/03/2013,74.83,0.000668405
27/03/2013,74.78,0.000133735
26/03/2013,74.77,-0.001069376
25/03/2013,74.85,0.007644374
22/03/2013,74.28,0.015603057
21/03/2013,73.13,0.001916234
20/03/2013,72.99,0.007425777
19/03/2013,72.45,0.002764342
18/03/2013,72.25,-0.003454235
15/03/2013,72.5,-0.009882046
14/03/2013,73.22,-0.005855535
13/03/2013,73.65,0.000679117
12/03/2013,73.6,0.008459595
11/03/2013,72.98,-0.000684885
08/03/2013,73.03,-0.003963107
07/03/2013,73.32,-0.000817996
06/03/2013,73.38,-0.004622714
05/03/2013,73.72,0.006259375
04/03/2013,73.26,0.020966285
01/03/2013,71.74,0.013471997
28/02/2013,70.78,-0.012356237
27/02/2013,71.66,0.007704738
26/02/2013,71.11,0.00946669
25/02/2013,70.44,0.00056802
22/02/2013,70.4,0.001990616
21/02/2013,70.26,0.015057286
20/02/2013,69.21,0.00652318
19/02/2013,68.76,-0.007822726
15/02/2013,69.3,-0.02169654
14/02/2013,70.82,-0.008016357
13/02/2013,71.39,-0.000140066
12/02/2013,71.4,0
11/02/2013,71.4,-0.001119821
08/02/2013,71.48,0.003503612
07/02/2013,71.23,-0.001122492
06/02/2013,71.31,0.007601388
05/02/2013,70.77,0.016239673
04/02/2013,69.63,-0.012275347
01/02/2013,70.49,0.007690155
31/01/2013,69.95,0.00286328
30/01/2013,69.75,-0.002005157
29/01/2013,69.89,0.007756431
28/01/2013,69.35,0.005059642
25/01/2013,69,-0.011384228
24/01/2013,69.79,0.004307876
23/01/2013,69.49,-0.001294312
22/01/2013,69.58,0.005476307
18/01/2013,69.2,0.005070637
17/01/2013,68.85,-0.005215136
16/01/2013,69.21,0.003328753
15/01/2013,68.98,0.009906841
14/01/2013,68.3,-0.00481999
11/01/2013,68.63,0.003941899
10/01/2013,68.36,-0.003067263
09/01/2013,68.57,-0.00029163
08/01/2013,68.59,0.002773927
07/01/2013,68.4,-0.009602867
04/01/2013,69.06,0.003771947
03/01/2013,68.8,-0.006374985
02/01/2013,69.24,0.014694379
31/12/2012,68.23,0.00912845
28/12/2012,67.61,-0.008542025
27/12/2012,68.19,0.002937291
26/12/2012,67.99,-0.008494486
24/12/2012,68.57,-0.001166011
21/12/2012,68.65,-0.005085372
20/12/2012,69,0.006980831
19/12/2012,68.52,-0.014201079
18/12/2012,69.5,0.00432589
17/12/2012,69.2,0.006524126
14/12/2012,68.75,-0.00420931
13/12/2012,69.04,0.001449486
12/12/2012,68.94,-0.027892819
11/12/2012,70.89,-0.017617905
10/12/2012,72.15,-0.001938522
07/12/2012,72.29,0.009730408
06/12/2012,71.59,-0.000837755
05/12/2012,71.65,-0.006538244
04/12/2012,72.12,0.010874218
03/12/2012,71.34,-0.009486678
30/11/2012,72.02,0.016661218
29/11/2012,70.83,0.003819228
28/11/2012,70.56,0.015136659
27/11/2012,69.5,-0.005881948
26/11/2012,69.91,-0.004139611
23/11/2012,70.2,0.018837281
21/11/2012,68.89,-0.001595475
20/11/2012,69,-0.000289813
19/11/2012,69.02,0.014447533
16/11/2012,68.03,-0.010091493
15/11/2012,68.72,-0.036996292
14/11/2012,71.31,-0.006987172
13/11/2012,71.81,-0.00928692
12/11/2012,72.48,0.00234823
09/11/2012,72.31,-0.00234823
08/11/2012,72.48,-0.008654495
07/11/2012,73.11,-0.008851423
06/11/2012,73.76,0.008441167
05/11/2012,73.14,0.00507163
02/11/2012,72.77,-0.00930112
01/11/2012,73.45,-0.021149842
31/10/2012,75.02,-0.001198961
26/10/2012,75.11,-0.002791998
25/10/2012,75.32,0.006660475
24/10/2012,74.82,0.000802246
23/10/2012,74.76,-0.011834458
22/10/2012,75.65,0.000396642
19/10/2012,75.62,-0.012353949
18/10/2012,76.56,-0.006120209
17/10/2012,77.03,0.001559049
16/10/2012,76.91,-0.003115672
15/10/2012,77.15,0.017521369
12/10/2012,75.81,0.010608772
11/10/2012,75.01,-0.005451054
10/10/2012,75.42,0.017117294
09/10/2012,74.14,-0.014860706
08/10/2012,75.25,0.001595957
05/10/2012,75.13,0.005472152
04/10/2012,74.72,0.006983644
03/10/2012,74.2,0.006083155
02/10/2012,73.75,-0.004059545
01/10/2012,74.05,0.003381809
28/09/2012,73.8,-0.002436055
27/09/2012,73.98,-0.002834584
26/09/2012,74.19,-0.000943079
25/09/2012,74.26,-0.006442975
24/09/2012,74.74,0.003887665
21/09/2012,74.45,-0.004021453
20/09/2012,74.75,0.005096578
19/09/2012,74.37,0.005663446
18/09/2012,73.95,-0.00054076
17/09/2012,73.99,-0.006869176
14/09/2012,74.5,-0.008553915
13/09/2012,75.14,0.014342448
12/09/2012,74.07,0.000135017
11/09/2012,74.06,0.007454124
10/09/2012,73.51,-0.004208246
07/09/2012,73.82,-0.013321868
06/09/2012,74.81,0.016986119
05/09/2012,73.55,0.000543996
04/09/2012,73.51,0.01245653
31/08/2012,72.6,0.004832595
30/08/2012,72.25,-0.007171455
29/08/2012,72.77,0.004959371
28/08/2012,72.41,-0.00124215
27/08/2012,72.5,0.005393831
24/08/2012,72.11,0.007656472
23/08/2012,71.56,-0.002930303
22/08/2012,71.77,0.004748612
21/08/2012,71.43,-0.01210618
20/08/2012,72.3,0.004296909
17/08/2012,71.99,-0.002220065
16/08/2012,72.15,-0.031380474
15/08/2012,74.45,0.00592754
14/08/2012,74.01,0.008276284
13/08/2012,73.4,-0.003807456
10/08/2012,73.68,-0.002304617
09/08/2012,73.85,-0.006209523
08/08/2012,74.31,0.004315583
07/08/2012,73.99,-0.003911788
06/08/2012,74.28,-0.003628305
03/08/2012,74.55,0.0067295
02/08/2012,74.05,0.005823813
01/08/2012,73.62,-0.010942358
31/07/2012,74.43,-0.007362325
30/07/2012,74.98,0.006153866
27/07/2012,74.52,0.011471885
26/07/2012,73.67,0.021819047
25/07/2012,72.08,-0.000832062
24/07/2012,72.14,0.004028063
23/07/2012,71.85,-0.005551714
20/07/2012,72.25,0.010015385
19/07/2012,71.53,-0.018285591
18/07/2012,72.85,-0.003425834
17/07/2012,73.1,0.001642936
16/07/2012,72.98,-0.002736729
13/07/2012,73.18,0.011959727
12/07/2012,72.31,0.000691706
11/07/2012,72.26,0.002077995
10/07/2012,72.11,0.004865513
09/07/2012,71.76,0.005589729
06/07/2012,71.36,0.003931485
05/07/2012,71.08,0.004653467
03/07/2012,70.75,0.01998639
02/07/2012,69.35,-0.005321074
29/06/2012,69.72,0.020577454
28/06/2012,68.3,-0.004236985
27/06/2012,68.59,0.000145804
26/06/2012,68.58,0.00584968
25/06/2012,68.18,0.01299103
22/06/2012,67.3,-0.005925943
21/06/2012,67.7,-0.012039494
20/06/2012,68.52,0.010415997
19/06/2012,67.81,-0.004561179
18/06/2012,68.12,0.005446396
15/06/2012,67.75,0.001772788
14/06/2012,67.63,0.008314821
13/06/2012,67.07,-0.009644707
12/06/2012,67.72,0.002809614
11/06/2012,67.53,-0.010165833
08/06/2012,68.22,0.035054674
07/06/2012,65.87,-0.00091047
06/06/2012,65.93,0.00654343
05/06/2012,65.5,-0.007453073
04/06/2012,65.99,0.006690005
01/06/2012,65.55,-0.004110533
31/05/2012,65.82,0.005790051
30/05/2012,65.44,-0.003660773
29/05/2012,65.68,0.005649301
25/05/2012,65.31,0.00368155
24/05/2012,65.07,0.007558848
23/05/2012,64.58,0.013249356
22/05/2012,63.73,0.010885964
21/05/2012,63.04,0.009723516
18/05/2012,62.43,0.0120862
17/05/2012,61.68,0.041207121
16/05/2012,59.19,-0.002699512
15/05/2012,59.35,0.00472894
14/05/2012,59.07,-0.005907689
11/05/2012,59.42,0.003878261
10/05/2012,59.19,0.002706819
09/05/2012,59.03,-0.000338753
08/05/2012,59.05,-0.002368066
07/05/2012,59.19,0.008312882
04/05/2012,58.7,-0.004928211
03/05/2012,58.99,-0.000338983
02/05/2012,59.01,-0.00101626
01/05/2012,59.07,0.002712326
30/04/2012,58.91,-0.002034934
27/04/2012,59.03,0.001356162
26/04/2012,58.95,0.027342431
25/04/2012,57.36,-0.007122414
24/04/2012,57.77,-0.030178746
23/04/2012,59.54,-0.047717881
20/04/2012,62.45,0.011272261
19/04/2012,61.75,-0.005007684
18/04/2012,62.06,0.003066249
17/04/2012,61.87,0.021070604
16/04/2012,60.58,0.013460943
13/04/2012,59.77,-0.006171315
12/04/2012,60.14,0.005669517
11/04/2012,59.8,-0.002171554
10/04/2012,59.93,-0.003331671
09/04/2012,60.13,-0.008940457
05/04/2012,60.67,0.006780808
04/04/2012,60.26,-0.006451102
03/04/2012,60.65,-0.011638522
02/04/2012,61.36,0.002610968
30/03/2012,61.2,0.006228507
29/03/2012,60.82,-0.006065095
28/03/2012,61.19,0.001635591
27/03/2012,61.09,-0.001799003
26/03/2012,61.2,0.007380107
23/03/2012,60.75,0.001647447
22/03/2012,60.65,0.001485026
21/03/2012,60.56,-0.000660284
20/03/2012,60.6,-0.002307567
19/03/2012,60.74,-0.001645008
16/03/2012,60.84,-0.006389798
15/03/2012,61.23,0.002452785
14/03/2012,61.08,0.001310616
13/03/2012,61,0.00525971
12/03/2012,60.68,0.009937147
09/03/2012,60.08,0.005173145
08/03/2012,59.77,-0.00150464
07/03/2012,59.86,0.014979662
06/03/2012,58.97,-0.007265386
05/03/2012,59.4,0.006587305
02/03/2012,59.01,0.003224988
01/03/2012,58.82,-0.004410525
29/02/2012,59.08,0.002542159
28/02/2012,58.93,0.008007539
27/02/2012,58.46,-0.005629013
24/02/2012,58.79,0.004261491
23/02/2012,58.54,-0.001024415
22/02/2012,58.6,-0.024775852
21/02/2012,60.07,-0.039335957
17/02/2012,62.48,0.007067167
16/02/2012,62.04,0.004523433
15/02/2012,61.76,-0.007420586
14/02/2012,62.22,0.006934952
13/02/2012,61.79,-0.001778641
10/02/2012,61.9,-0.000968836
09/02/2012,61.96,0.005502522
08/02/2012,61.62,-0.00113535
07/02/2012,61.69,-0.003075182
06/02/2012,61.88,-0.002421113
03/02/2012,62.03,0.001451964
02/02/2012,61.94,-0.00386723
01/02/2012,62.18,0.013275248
31/01/2012,61.36,0.000978314
30/01/2012,61.3,0.009671414
27/01/2012,60.71,-0.004273511
26/01/2012,60.97,-0.008167311
25/01/2012,61.47,0.001302295
24/01/2012,61.39,0.007849591
23/01/2012,60.91,-0.00164042
20/01/2012,61.01,0.006577889
19/01/2012,60.61,0.009948681
18/01/2012,60.01,0.002669783
17/01/2012,59.85,0.005193076
13/01/2012,59.54,0.000672043
12/01/2012,59.5,0.001682086
11/01/2012,59.4,0.006079046
10/01/2012,59.04,-0.002368467
09/01/2012,59.18,0.003046203
06/01/2012,59,-0.007093426
05/01/2012,59.42,-0.004868641
04/01/2012,59.71,-0.010329982
03/01/2012,60.33,0.009492952
30/12/2011,59.76,-0.003841341
29/12/2011,59.99,0.004343475
28/12/2011,59.73,-0.001672801
27/12/2011,59.83,-0.002670674
23/12/2011,59.99,0.013425273
22/12/2011,59.19,-0.003373253
21/12/2011,59.39,0.003373253
20/12/2011,59.19,0.024109914
19/12/2011,57.78,-0.008444686
16/12/2011,58.27,0.005506811
15/12/2011,57.95,0.005190323
14/12/2011,57.65,0.000867679
13/12/2011,57.6,-0.008470964
12/12/2011,58.09,-0.003951556
09/12/2011,58.32,0.005846964
08/12/2011,57.98,-0.009099556
07/12/2011,58.51,-0.004603981
06/12/2011,58.78,0.007513697
05/12/2011,58.34,0.004294432
02/12/2011,58.09,-0.008911798
01/12/2011,58.61,-0.00493576
30/11/2011,58.9,0.012471333
29/11/2011,58.17,0.015942115
28/11/2011,57.25,0.006308064
25/11/2011,56.89,0.004404129
23/11/2011,56.64,-0.003700771
22/11/2011,56.85,0.003347726
21/11/2011,56.66,-0.010009742
18/11/2011,57.23,0.008775065
17/11/2011,56.73,0.000881757
16/11/2011,56.68,-0.013667639
15/11/2011,57.46,-0.024582243
14/11/2011,58.89,-0.005250245
11/11/2011,59.2,0.01823966
10/11/2011,58.13,0.001377174
09/11/2011,58.05,-0.021641809
08/11/2011,59.32,0.023538525
07/11/2011,57.94,0.007623045
04/11/2011,57.5,0.001392273
03/11/2011,57.42,0.009800568
02/11/2011,56.86,0.011141684
01/11/2011,56.23,-0.00867646
31/10/2011,56.72,-0.007552508
28/10/2011,57.15,-0.011482381
27/10/2011,57.81,0.007640252
26/10/2011,57.37,0.011570957
25/10/2011,56.71,-0.001233589
24/10/2011,56.78,-0.002462622
21/10/2011,56.92,0.009709671
20/10/2011,56.37,0.002131061
19/10/2011,56.25,0.006420568
18/10/2011,55.89,0.020060309
17/10/2011,54.78,-0.012336876
14/10/2011,55.46,0.007965285
13/10/2011,55.02,-0.003266198
12/10/2011,55.2,0.00873368
11/10/2011,54.72,-0.001643386
10/10/2011,54.81,0.020459658
07/10/2011,53.7,0.017849229
06/10/2011,52.75,0.001897534
05/10/2011,52.65,-0.004358957
04/10/2011,52.88,0.017551004
03/10/2011,51.96,0.001155402
30/09/2011,51.9,-0.000577868
29/09/2011,51.93,0.012010993
28/09/2011,51.31,-0.01393481
27/09/2011,52.03,0.003851343
26/09/2011,51.83,0.020072778
23/09/2011,50.8,0.010288971
22/09/2011,50.28,-0.020473156
21/09/2011,51.32,-0.018724608
20/09/2011,52.29,-0.003055187
19/09/2011,52.45,-0.003805904
16/09/2011,52.65,0.002662611
15/09/2011,52.51,0.005921133
14/09/2011,52.2,0.01175464
13/09/2011,51.59,-0.00444832
12/09/2011,51.82,0.008916516
09/09/2011,51.36,-0.016414388
08/09/2011,52.21,-0.00401415
07/09/2011,52.42,0.014217338
06/09/2011,51.68,-0.006749616
02/09/2011,52.03,-0.011845763
01/09/2011,52.65,-0.01020417
31/08/2011,53.19,0.006980502
30/08/2011,52.82,-0.006980502
29/08/2011,53.19,0.00546707
26/08/2011,52.9,0.003787883
25/08/2011,52.7,-0.012633335
24/08/2011,53.37,0.003002442
23/08/2011,53.21,0.019355443
22/08/2011,52.19,-0.002105465
19/08/2011,52.3,0.009799291
18/08/2011,51.79,0.00464487
17/08/2011,51.55,-0.007151862
16/08/2011,51.92,0.038081147
15/08/2011,49.98,0.004612462
12/08/2011,49.75,0.000402091
11/08/2011,49.73,0.026901969
10/08/2011,48.41,-0.048583574
09/08/2011,50.82,0.038103667
08/08/2011,48.92,-0.038693812
05/08/2011,50.85,0.014859114
04/08/2011,50.1,-0.023279805
03/08/2011,51.28,-0.007770047
02/08/2011,51.68,-0.018025416
01/08/2011,52.62,-0.001708915
29/07/2011,52.71,-0.005298026
28/07/2011,52.99,-0.004894588
27/07/2011,53.25,-0.006364679
26/07/2011,53.59,-0.007065853
25/07/2011,53.97,-0.01013927
22/07/2011,54.52,0.000917515
21/07/2011,54.47,0.010705159
20/07/2011,53.89,-0.001483405
19/07/2011,53.97,0.012116841
18/07/2011,53.32,-0.005797118
15/07/2011,53.63,0
14/07/2011,53.63,-0.007245735
13/07/2011,54.02,0.001482031
12/07/2011,53.94,0.001298581
11/07/2011,53.87,-0.003890695
08/07/2011,54.08,-0.007552767
07/07/2011,54.49,0.014231827
06/07/2011,53.72,0.006161909
05/07/2011,53.39,-0.00224509
01/07/2011,53.51,0.006938612
30/06/2011,53.14,0.009453653
29/06/2011,52.64,0.002091852
28/06/2011,52.53,0.004579287
27/06/2011,52.29,-0.002292265
24/06/2011,52.41,-0.016651283
23/06/2011,53.29,0.005268121
22/06/2011,53.01,-0.005268121
21/06/2011,53.29,0.00470235
20/06/2011,53.04,0.004156439
17/06/2011,52.82,-0.000189304
16/06/2011,52.83,0.009700504
15/06/2011,52.32,-0.01121365
14/06/2011,52.91,0.005496081
13/06/2011,52.62,-0.001898615
10/06/2011,52.72,-0.016927243
09/06/2011,53.62,-0.001304632
08/06/2011,53.69,-0.002604168
07/06/2011,53.83,0.001301236
06/06/2011,53.76,0.001861851
03/06/2011,53.66,0.002052048
02/06/2011,53.55,-0.01390843
01/06/2011,54.3,-0.01680098
31/05/2011,55.22,0.009461497
27/05/2011,54.7,0.001463593
26/05/2011,54.62,0.001099103
25/05/2011,54.56,-0.00402415
24/05/2011,54.78,-0.008000043
23/05/2011,55.22,-0.001266854
20/05/2011,55.29,-0.003430535
19/05/2011,55.48,0.005422027
18/05/2011,55.18,-0.006502913
17/05/2011,55.54,-0.009319064
16/05/2011,56.06,0.006083397
13/05/2011,55.72,0
12/05/2011,55.72,0.009919822
11/05/2011,55.17,-0.006504088
10/05/2011,55.53,0.007773699
09/05/2011,55.1,0.001452961
06/05/2011,55.02,-0.000908348
05/05/2011,55.07,-0.005432828
04/05/2011,55.37,-0.001624109
03/05/2011,55.46,0.007601847
02/05/2011,55.04,0.001090711
29/04/2011,54.98,0.005288605
28/04/2011,54.69,0.004949144
27/04/2011,54.42,0.009415744
26/04/2011,53.91,0.010067199
25/04/2011,53.37,-0.003927074
21/04/2011,53.58,-0.0020509
20/04/2011,53.69,0.006352787
19/04/2011,53.35,0.000750047
18/04/2011,53.31,-0.004491866
15/04/2011,53.55,0.000934143
14/04/2011,53.5,-0.002426959
13/04/2011,53.63,0.002053197
12/04/2011,53.52,0.013165509
11/04/2011,52.82,0.005315123
08/04/2011,52.54,-0.008717129
07/04/2011,53,0.00037743
06/04/2011,52.98,0.004540303
05/04/2011,52.74,0.001707942
04/04/2011,52.65,0.00992564
01/04/2011,52.13,0.001535804
31/03/2011,52.05,-0.005938146
30/03/2011,52.36,0.001911681
29/03/2011,52.26,0.001340354
28/03/2011,52.19,-0.003061032
25/03/2011,52.35,-0.00457405
24/03/2011,52.59,0.018229422
23/03/2011,51.64,-0.006947153
22/03/2011,52,0.001539646
21/03/2011,51.92,0.007733991
18/03/2011,51.52,0.002915737
17/03/2011,51.37,-0.000194647
16/03/2011,51.38,-0.013147908
15/03/2011,52.06,-0.004981808
14/03/2011,52.32,-0.00514728
11/03/2011,52.59,-0.001140251
10/03/2011,52.65,-0.000379795
09/03/2011,52.67,0.004376375
08/03/2011,52.44,0.008041399
07/03/2011,52.02,-0.000960707
04/03/2011,52.07,0.001152959
03/03/2011,52.01,0.000769379
02/03/2011,51.97,-0.001922338
01/03/2011,52.07,0.001729938
28/02/2011,51.98,0.004434597
25/02/2011,51.75,-0.00654856
24/02/2011,52.09,-0.017884799
23/02/2011,53.03,-0.011996395
22/02/2011,53.67,-0.031364332
18/02/2011,55.38,0.011441149
17/02/2011,54.75,0.003659656
16/02/2011,54.55,-0.007305969
15/02/2011,54.95,0.002733487
14/02/2011,54.8,-0.016110404
11/02/2011,55.69,0.001797269
10/02/2011,55.59,-0.020299842
09/02/2011,56.73,0.006188686
08/02/2011,56.38,0.005513576
07/02/2011,56.07,0.000713649
04/02/2011,56.03,0.001965164
03/02/2011,55.92,0.001073537
02/02/2011,55.86,-0.008378692
01/02/2011,56.33,0.004626343
31/01/2011,56.07,-0.011173301
28/01/2011,56.7,-0.015227388
27/01/2011,57.57,0.004351996
26/01/2011,57.32,0.001047303
