Date,Close,HON
12/08/2013,83.43,0.001319341
09/08/2013,83.32,-0.002277769
08/08/2013,83.51,-0.001675042
07/08/2013,83.65,-0.006078322
06/08/2013,84.16,-0.004386752
05/08/2013,84.53,-0.001772945
02/08/2013,84.68,0.001418105
01/08/2013,84.56,0.018861727
31/07/2013,82.98,-0.000240993
30/07/2013,83,0.002895755
29/07/2013,82.76,-0.001448926
26/07/2013,82.88,0.000362035
25/07/2013,82.85,-0.001929339
24/07/2013,83.01,-0.003127258
23/07/2013,83.27,0.002765921
22/07/2013,83.04,-0.006362185
19/07/2013,83.57,0.007205507
18/07/2013,82.97,0.006408341
17/07/2013,82.44,0.004985722
16/07/2013,82.03,-0.003286074
15/07/2013,82.3,-0.000850185
12/07/2013,82.37,-0.002425125
11/07/2013,82.57,0.016608026
10/07/2013,81.21,-0.002214023
09/07/2013,81.39,0.008885656
08/07/2013,80.67,0.007590405
05/07/2013,80.06,0.019550348
03/07/2013,78.51,0.008056825
02/07/2013,77.88,-0.030849475
01/07/2013,80.32,0.012276241
28/06/2013,79.34,-0.0107811
27/06/2013,80.2,0.005626773
26/06/2013,79.75,0.026685192
25/06/2013,77.65,0.012961944
24/06/2013,76.65,-0.020659224
21/06/2013,78.25,0.007439747
20/06/2013,77.67,-0.025549531
19/06/2013,79.68,-0.014576973
18/06/2013,80.85,0.014200538
17/06/2013,79.71,0.019381188
14/06/2013,78.18,-0.001661448
13/06/2013,78.31,0.012722654
12/06/2013,77.32,-0.010805353
11/06/2013,78.16,-0.006630986
10/06/2013,78.68,-0.005071005
07/06/2013,79.08,0.018119674
06/06/2013,77.66,0.012438616
05/06/2013,76.7,-0.013468217
04/06/2013,77.74,-0.014177388
03/06/2013,78.85,0.004958373
31/05/2013,78.46,-0.012413079
30/05/2013,79.44,0.008089023
29/05/2013,78.8,-0.012234497
28/05/2013,79.77,0.006035477
24/05/2013,79.29,0.000630795
23/05/2013,79.24,-0.004407235
22/05/2013,79.59,-0.007011422
21/05/2013,80.15,-0.004729907
20/05/2013,80.53,-0.002728176
17/05/2013,80.75,0.025333685
16/05/2013,78.73,-0.014626411
15/05/2013,79.89,0.009179568
14/05/2013,79.16,0.016558779
13/05/2013,77.86,0.001542417
10/05/2013,77.74,-0.000514403
09/05/2013,77.78,0.00386449
08/05/2013,77.48,0.007513962
07/05/2013,76.9,0.010720458
06/05/2013,76.08,0.011102414
03/05/2013,75.24,0.017023399
02/05/2013,73.97,0.019659336
01/05/2013,72.53,-0.013829206
30/04/2013,73.54,-0.003529256
29/04/2013,73.8,-0.001354096
26/04/2013,73.9,-0.008488901
25/04/2013,74.53,-0.004017145
24/04/2013,74.83,0.000935892
23/04/2013,74.76,0.002276533
22/04/2013,74.59,0.005511878
19/04/2013,74.18,0.037216791
18/04/2013,71.47,-0.005859392
17/04/2013,71.89,-0.017784987
16/04/2013,73.18,0.013482114
15/04/2013,72.2,-0.027997732
12/04/2013,74.25,-0.006042314
11/04/2013,74.7,0.003889751
10/04/2013,74.41,0.011760866
09/04/2013,73.54,-0.000135971
08/04/2013,73.55,0.007780016
05/04/2013,72.98,-0.010495564
04/04/2013,73.75,0.005711193
03/04/2013,73.33,-0.01192911
02/04/2013,74.21,-0.001615727
01/04/2013,74.33,-0.013629286
28/03/2013,75.35,0.00239171
27/03/2013,75.17,-0.004115505
26/03/2013,75.48,0.008248018
25/03/2013,74.86,-0.004398541
22/03/2013,75.19,0.008011793
21/03/2013,74.59,-0.001473642
20/03/2013,74.7,0.009009676
19/03/2013,74.03,0.001892916
18/03/2013,73.89,0.00583646
15/03/2013,73.46,-0.004753183
14/03/2013,73.81,-0.001894965
13/03/2013,73.95,0.004880042
12/03/2013,73.59,-0.003662262
11/03/2013,73.86,0.00216861
08/03/2013,73.7,0.020978352
07/03/2013,72.17,0.012548966
06/03/2013,71.27,0.008312834
05/03/2013,70.68,0.01396233
04/03/2013,69.7,-0.005008955
01/03/2013,70.05,-0.000713521
28/02/2013,70.1,-0.00355999
27/02/2013,70.35,0.017638659
26/02/2013,69.12,0.00246252
25/02/2013,68.95,-0.013540973
22/02/2013,69.89,0.001288568
21/02/2013,69.8,-0.007848774
20/02/2013,70.35,-0.008210692
19/02/2013,70.93,0.011628038
15/02/2013,70.11,0.000285307
14/02/2013,70.09,-0.00128324
13/02/2013,70.18,-0.003413944
12/02/2013,70.42,0.004697183
11/02/2013,70.09,-0.006258021
08/02/2013,70.53,0.002271115
07/02/2013,70.37,0.006415305
06/02/2013,69.92,0.000572246
05/02/2013,69.88,0.019070211
04/02/2013,68.56,-0.008568784
01/02/2013,69.15,0.013247155
31/01/2013,68.24,-0.006281519
30/01/2013,68.67,-0.00609758
29/01/2013,69.09,0.002463591
28/01/2013,68.92,0.008597503
25/01/2013,68.33,0.001318006
24/01/2013,68.24,-0.000439528
23/01/2013,68.27,-0.001902393
22/01/2013,68.4,0.008663148
18/01/2013,67.81,0.007400863
17/01/2013,67.31,0.008654187
16/01/2013,66.73,-0.002245342
15/01/2013,66.88,0.00179587
14/01/2013,66.76,0.006763383
11/01/2013,66.31,-0.001657501
10/01/2013,66.42,-0.001805055
09/01/2013,66.54,0.012095702
08/01/2013,65.74,-0.009386897
07/01/2013,66.36,0.000452182
04/01/2013,66.33,0.020255014
03/01/2013,65,0.003853569
02/01/2013,64.75,0.019966347
31/12/2012,63.47,0.008703275
28/12/2012,62.92,-0.012948231
27/12/2012,63.74,-0.001097609
26/12/2012,63.81,0.002196424
24/12/2012,63.67,-0.008445468
21/12/2012,64.21,-0.001245136
20/12/2012,64.29,0.008121238
19/12/2012,63.77,-0.002975028
18/12/2012,63.96,0.024852882
17/12/2012,62.39,0.013555153
14/12/2012,61.55,-0.003082166
13/12/2012,61.74,0.010420153
12/12/2012,61.1,-0.008961363
11/12/2012,61.65,-0.003400538
10/12/2012,61.86,-0.00177663
07/12/2012,61.97,0.007288072
06/12/2012,61.52,-0.000812414
05/12/2012,61.57,0.01720085
04/12/2012,60.52,-0.001155974
03/12/2012,60.59,-0.012139257
30/11/2012,61.33,-0.000163039
29/11/2012,61.34,0.001631588
28/11/2012,61.24,0.010175699
27/11/2012,60.62,-0.000659631
26/11/2012,60.66,-0.009842599
23/11/2012,61.26,0.010997238
21/11/2012,60.59,-0.000330033
20/11/2012,60.61,0.002808759
19/11/2012,60.44,0.021574547
16/11/2012,59.15,-0.00303849
15/11/2012,59.33,-0.010562593
14/11/2012,59.96,-0.021122898
13/11/2012,61.24,-0.003260518
12/11/2012,61.44,0.009978001
09/11/2012,60.83,-0.007696755
08/11/2012,61.3,-0.013288155
07/11/2012,62.12,-0.022444237
06/11/2012,63.53,0.011557162
05/11/2012,62.8,0.005909144
02/11/2012,62.43,-0.003198467
01/11/2012,62.63,0.022443826
31/10/2012,61.24,-0.004073989
26/10/2012,61.49,0.000976245
25/10/2012,61.43,0.006696636
24/10/2012,61.02,-0.008648173
23/10/2012,61.55,-0.011790494
22/10/2012,62.28,-0.003366197
19/10/2012,62.49,0.017271029
18/10/2012,61.42,-0.007623101
17/10/2012,61.89,0.005996291
16/10/2012,61.52,0.010950506
15/10/2012,60.85,0.010739467
12/10/2012,60.2,-0.0014939
11/10/2012,60.29,0.000829669
10/10/2012,60.24,-0.007277571
09/10/2012,60.68,-0.009839371
08/10/2012,61.28,-0.00244479
05/10/2012,61.43,0.002607988
04/10/2012,61.27,0.005072415
03/10/2012,60.96,-0.008005925
02/10/2012,61.45,0.010634047
01/10/2012,60.8,0.017420598
28/09/2012,59.75,-0.008167393
27/09/2012,60.24,0.013369183
26/09/2012,59.44,0.002189475
25/09/2012,59.31,-0.013730959
24/09/2012,60.13,-0.006465004
21/09/2012,60.52,-0.000495581
20/09/2012,60.55,-0.011984055
19/09/2012,61.28,-0.00179343
18/09/2012,61.39,-0.005361072
17/09/2012,61.72,0.011406348
14/09/2012,61.02,-0.001637466
13/09/2012,61.12,0.016829303
12/09/2012,60.1,0.005171419
11/09/2012,59.79,0.003854215
10/09/2012,59.56,-0.005692297
07/09/2012,59.9,0.014800136
06/09/2012,59.02,0.028354851
05/09/2012,57.37,-0.002611195
04/09/2012,57.52,-0.016038975
31/08/2012,58.45,0.005833922
30/08/2012,58.11,-0.010612903
29/08/2012,58.73,0.0028988
28/08/2012,58.56,0.002907227
27/08/2012,58.39,0.000513919
24/08/2012,58.36,-0.002054092
23/08/2012,58.48,-0.006816659
22/08/2012,58.88,-0.00389864
21/08/2012,59.11,-0.006576198
20/08/2012,59.5,0
17/08/2012,59.5,0.012514961
16/08/2012,58.76,0.004947549
15/08/2012,58.47,0.000684346
14/08/2012,58.43,-0.004780614
13/08/2012,58.71,-0.005096851
10/08/2012,59.01,0.000678081
09/08/2012,58.97,0.000678541
08/08/2012,58.93,0.006127679
07/08/2012,58.57,-0.001194437
06/08/2012,58.64,-0.004593798
03/08/2012,58.91,0.027361253
02/08/2012,57.32,-0.011793408
01/08/2012,58,-0.000861698
31/07/2012,58.05,-0.005839934
30/07/2012,58.39,-0.010562279
27/07/2012,59.01,0.021756747
26/07/2012,57.74,0.016413849
25/07/2012,56.8,0.002114911
24/07/2012,56.68,-0.01331951
23/07/2012,57.44,-0.005209249
20/07/2012,57.74,-0.003630396
19/07/2012,57.95,-0.003961083
18/07/2012,58.18,0.064607276
17/07/2012,54.54,0.001100716
16/07/2012,54.48,-0.001833853
13/07/2012,54.58,0.018118447
12/07/2012,53.6,-0.001863933
11/07/2012,53.7,-0.000186202
10/07/2012,53.71,-0.027544892
09/07/2012,55.21,0.005812914
06/07/2012,54.89,-0.021626361
05/07/2012,56.09,0.008954215
03/07/2012,55.59,0.007765276
02/07/2012,55.16,-0.012252406
29/06/2012,55.84,0.053709119
28/06/2012,52.92,-0.020202707
27/06/2012,54,0.013798466
26/06/2012,53.26,-0.008599791
25/06/2012,53.72,-0.032777813
22/06/2012,55.51,0.001442221
21/06/2012,55.43,-0.019827389
20/06/2012,56.54,-0.000707214
19/06/2012,56.58,0.012449031
18/06/2012,55.88,-0.002859187
15/06/2012,56.04,0.014740515
14/06/2012,55.22,0.00181258
13/06/2012,55.12,-0.016731523
12/06/2012,56.05,0.016550117
11/06/2012,55.13,-0.015479071
08/06/2012,55.99,0.011135173
07/06/2012,55.37,0.01290575
06/06/2012,54.66,0.025383484
05/06/2012,53.29,0.0016903
04/06/2012,53.2,-0.013813921
01/06/2012,53.94,-0.031389438
31/05/2012,55.66,-0.009655001
30/05/2012,56.2,-0.017637141
29/05/2012,57.2,0.007898242
25/05/2012,56.75,-0.00912127
24/05/2012,57.27,-0.006092803
23/05/2012,57.62,0.005918207
22/05/2012,57.28,0.004374077
21/05/2012,57.03,0.032071161
18/05/2012,55.23,-0.004516312
17/05/2012,55.48,-0.029481801
16/05/2012,57.14,-0.005932664
15/05/2012,57.48,-0.011588818
14/05/2012,58.15,-0.006855211
11/05/2012,58.55,-0.00034153
10/05/2012,58.57,0.003420561
09/05/2012,58.37,-0.016986989
08/05/2012,59.37,-0.002523342
07/05/2012,59.52,0.003534465
04/05/2012,59.31,-0.019369448
03/05/2012,60.47,-0.002807367
02/05/2012,60.64,-0.004770923
01/05/2012,60.93,0.004441162
30/04/2012,60.66,-0.010332195
27/04/2012,61.29,0.004742833
26/04/2012,61,0.008561132
25/04/2012,60.48,0.009135517
24/04/2012,59.93,0.012255673
23/04/2012,59.2,-0.00320432
20/04/2012,59.39,0.023682851
19/04/2012,58,-0.012507659
18/04/2012,58.73,-0.003399629
17/04/2012,58.93,0.015907288
16/04/2012,58,-0.001206169
13/04/2012,58.07,-0.012322593
12/04/2012,58.79,0.02951798
11/04/2012,57.08,0.008798227
10/04/2012,56.58,-0.022889092
09/04/2012,57.89,-0.027263573
05/04/2012,59.49,-0.011033211
04/04/2012,60.15,-0.007948378
03/04/2012,60.63,-0.008049325
02/04/2012,61.12,0.001145944
30/03/2012,61.05,0.005749502
29/03/2012,60.7,-0.000823384
28/03/2012,60.75,-0.009012761
27/03/2012,61.3,-0.007799845
26/03/2012,61.78,0.026572008
23/03/2012,60.16,0.006838489
22/03/2012,59.75,0.004697207
21/03/2012,59.47,-0.000168138
20/03/2012,59.48,-0.016341868
19/03/2012,60.46,0.001489697
16/03/2012,60.37,-0.007919527
15/03/2012,60.85,0.005437931
14/03/2012,60.52,0.002481596
13/03/2012,60.37,0.018557751
12/03/2012,59.26,-0.008736615
09/03/2012,59.78,0.004862926
08/03/2012,59.49,0.029858057
07/03/2012,57.74,-0.000519436
06/03/2012,57.77,-0.022761315
05/03/2012,59.1,-0.010938266
02/03/2012,59.75,-0.006173374
01/03/2012,60.12,0.009190473
29/02/2012,59.57,-0.003017099
28/02/2012,59.75,0.00083717
27/02/2012,59.7,0.007228745
24/02/2012,59.27,0.004565832
23/02/2012,59,-0.008606922
22/02/2012,59.51,-0.006365181
21/02/2012,59.89,-0.003500295
17/02/2012,60.1,0.010537858
16/02/2012,59.47,0.00793454
15/02/2012,59,-0.01413689
14/02/2012,59.84,-0.005000844
13/02/2012,60.14,0.013560097
10/02/2012,59.33,-0.009394466
09/02/2012,59.89,0.000334001
08/02/2012,59.87,-0.004832135
07/02/2012,60.16,-0.002490248
06/02/2012,60.31,-0.007104532
03/02/2012,60.74,0.02855667
02/02/2012,59.03,0.001525812
01/02/2012,58.94,0.015387549
31/01/2012,58.04,-0.002409225
30/01/2012,58.18,-0.001545728
27/01/2012,58.27,0.007579709
26/01/2012,57.83,-0.004830094
25/01/2012,58.11,0.008294501
24/01/2012,57.63,0.000173536
23/01/2012,57.62,0.004173919
20/01/2012,57.38,-0.019330944
19/01/2012,58.5,0.005313236
18/01/2012,58.19,0.017859166
17/01/2012,57.16,0.008080142
13/01/2012,56.7,-0.008604847
12/01/2012,57.19,0.012846635
11/01/2012,56.46,-0.002123143
10/01/2012,56.58,0.016753199
09/01/2012,55.64,0.008301798
06/01/2012,55.18,-0.00740276
05/01/2012,55.59,0.001079914
04/01/2012,55.53,-0.000900009
03/01/2012,55.58,0.022378811
30/12/2011,54.35,-0.008063082
29/12/2011,54.79,0.014894088
28/12/2011,53.98,-0.017810073
27/12/2011,54.95,-0.000545802
23/12/2011,54.98,0.006203267
22/12/2011,54.64,0.008269826
21/12/2011,54.19,-0.0031322
20/12/2011,54.36,0.038823441
19/12/2011,52.29,-0.01537178
16/12/2011,53.1,0.013079515
15/12/2011,52.41,0.016545202
14/12/2011,51.55,-0.014635347
13/12/2011,52.31,-0.011026728
12/12/2011,52.89,-0.020769761
09/12/2011,54,0.021147976
08/12/2011,52.87,-0.020036247
07/12/2011,53.94,-0.012161565
06/12/2011,54.6,-0.001829827
05/12/2011,54.7,0.010475149
02/12/2011,54.13,-0.000738689
01/12/2011,54.17,0.000369276
30/11/2011,54.15,0.049011795
29/11/2011,51.56,-0.00193761
28/11/2011,51.66,0.050010421
25/11/2011,49.14,-0.001016984
23/11/2011,49.19,-0.03535066
22/11/2011,50.96,-0.006649741
21/11/2011,51.3,-0.02787302
18/11/2011,52.75,0.002847653
17/11/2011,52.6,-0.013032577
16/11/2011,53.29,-0.027576468
15/11/2011,54.78,0.001278656
14/11/2011,54.71,-0.001461187
11/11/2011,54.79,0.022705175
10/11/2011,53.56,0.01372331
09/11/2011,52.83,-0.033870003
08/11/2011,54.65,0.012706183
07/11/2011,53.96,0.00018534
04/11/2011,53.95,0.000185374
03/11/2011,53.94,0.028011983
02/11/2011,52.45,0.024120803
01/11/2011,51.2,-0.023167059
31/10/2011,52.4,-0.02785276
28/10/2011,53.88,-0.003520152
27/10/2011,54.07,0.050641331
26/10/2011,51.4,0.013515043
25/10/2011,50.71,-0.020687701
24/10/2011,51.77,0.009510018
21/10/2011,51.28,0.056562097
20/10/2011,48.46,-0.00740135
19/10/2011,48.82,-0.01039235
18/10/2011,49.33,0.033601017
17/10/2011,47.7,-0.03603066
14/10/2011,49.45,0.032055344
13/10/2011,47.89,-0.012450877
12/10/2011,48.49,0.023368474
11/10/2011,47.37,0.004443041
10/10/2011,47.16,0.036053554
07/10/2011,45.49,0.009497587
06/10/2011,45.06,0.01543137
05/10/2011,44.37,0.016131214
04/10/2011,43.66,0.031172564
03/10/2011,42.32,-0.036882297
30/09/2011,43.91,-0.024520405
29/09/2011,45,0.016355243
28/09/2011,44.27,-0.019461525
27/09/2011,45.14,0.030134954
26/09/2011,43.8,0.031778158
23/09/2011,42.43,0.010900582
22/09/2011,41.97,-0.066814343
21/09/2011,44.87,-0.041044836
20/09/2011,46.75,-0.012118783
19/09/2011,47.32,0.004023298
16/09/2011,47.13,0.010451199
15/09/2011,46.64,0.026726197
14/09/2011,45.41,0.018671358
13/09/2011,44.57,0.009694586
12/09/2011,44.14,-0.013054428
09/09/2011,44.72,-0.026697669
08/09/2011,45.93,-0.023667198
07/09/2011,47.03,0.043012712
06/09/2011,45.05,-0.008839837
02/09/2011,45.45,-0.030978325
01/09/2011,46.88,-0.019643677
31/08/2011,47.81,0.010935966
30/08/2011,47.29,0.006151255
29/08/2011,47,0.032874933
26/08/2011,45.48,0.016628251
25/08/2011,44.73,-0.002010051
24/08/2011,44.82,0.014835066
23/08/2011,44.16,0.051579376
22/08/2011,41.94,-0.005943201
19/08/2011,42.19,-0.01341986
18/08/2011,42.76,-0.072820895
17/08/2011,45.99,-0.000869376
16/08/2011,46.03,-0.025735926
15/08/2011,47.23,0.007438139
12/08/2011,46.88,0.049184867
11/08/2011,44.63,0.032102928
10/08/2011,43.22,-0.078724786
09/08/2011,46.76,0.054269219
08/08/2011,44.29,-0.080025339
05/08/2011,47.98,-0.014689413
04/08/2011,48.69,-0.057854185
03/08/2011,51.59,0.007588323
02/08/2011,51.2,-0.035683817
01/08/2011,53.06,-0.00075358
29/07/2011,53.1,0.001885015
28/07/2011,53,-0.008641797
27/07/2011,53.46,-0.034562264
26/07/2011,55.34,-0.017198561
25/07/2011,56.3,-0.001774623
22/07/2011,56.4,-0.031588003
21/07/2011,58.21,0.015058701
20/07/2011,57.34,-0.001568354
19/07/2011,57.43,0.015088006
18/07/2011,56.57,-0.011948833
15/07/2011,57.25,0.004200951
14/07/2011,57.01,-0.01012225
13/07/2011,57.59,0.005397419
12/07/2011,57.28,-0.017822083
11/07/2011,58.31,-0.02087475
08/07/2011,59.54,-0.015002782
07/07/2011,60.44,0.012486635
06/07/2011,59.69,0.003860685
05/07/2011,59.46,-0.012202408
01/07/2011,60.19,0.010018451
30/06/2011,59.59,0.016411839
29/06/2011,58.62,0.00410257
28/06/2011,58.38,0.027613112
27/06/2011,56.79,0.007778013
24/06/2011,56.35,-0.002658398
23/06/2011,56.5,-0.008986053
22/06/2011,57.01,-0.01393508
21/06/2011,57.81,0.024160839
20/06/2011,56.43,0.010331406
17/06/2011,55.85,-0.008912715
16/06/2011,56.35,0.005338091
15/06/2011,56.05,-0.020134908
14/06/2011,57.19,0.026219394
13/06/2011,55.71,0.003236249
10/06/2011,55.53,-0.016609008
09/06/2011,56.46,0.006931513
08/06/2011,56.07,-0.01381531
07/06/2011,56.85,-0.010498784
06/06/2011,57.45,0.003487362
03/06/2011,57.25,-0.012152927
02/06/2011,57.95,0.007274019
01/06/2011,57.53,-0.034509745
31/05/2011,59.55,0.006063687
27/05/2011,59.19,0.011725854
26/05/2011,58.5,-0.006304869
25/05/2011,58.87,0.010587531
24/05/2011,58.25,-0.003940723
23/05/2011,58.48,-0.008683123
20/05/2011,58.99,-0.008440293
19/05/2011,59.49,-0.001008065
18/05/2011,59.55,0.009617892
17/05/2011,58.98,-0.019144161
16/05/2011,60.12,-0.006466076
13/05/2011,60.51,-0.005767504
12/05/2011,60.86,-0.006877381
11/05/2011,61.28,-0.00780238
10/05/2011,61.76,0.002269413
09/05/2011,61.62,0.010932637
06/05/2011,60.95,0.013212414
05/05/2011,60.15,-0.002822281
04/05/2011,60.32,-0.024239641
03/05/2011,61.8,0.004215995
02/05/2011,61.54,0.005050104
29/04/2011,61.23,0.00359948
28/04/2011,61.01,-0.007348772
27/04/2011,61.46,-0.008747828
26/04/2011,62,0.027470661
25/04/2011,60.32,-0.006609409
21/04/2011,60.72,0.033152207
20/04/2011,58.74,0.022031872
19/04/2011,57.46,0.006109821
18/04/2011,57.11,-0.011144117
15/04/2011,57.75,0.004338402
14/04/2011,57.5,0.003309819
13/04/2011,57.31,-0.003831422
12/04/2011,57.53,-0.012609201
11/04/2011,58.26,-0.000686342
08/04/2011,58.3,-0.003253706
07/04/2011,58.49,-0.006136034
06/04/2011,58.85,-0.003392709
05/04/2011,59.05,-0.003043628
04/04/2011,59.23,-0.000506372
01/04/2011,59.26,-0.007564968
31/03/2011,59.71,0.002011736
30/03/2011,59.59,-0.000167799
29/03/2011,59.6,0.021710486
28/03/2011,58.32,0.016075016
25/03/2011,57.39,-0.005906897
24/03/2011,57.73,0.010972852
23/03/2011,57.1,0.009855764
22/03/2011,56.54,-0.008804424
21/03/2011,57.04,0.020904216
18/03/2011,55.86,0.011704464
17/03/2011,55.21,0.016067536
16/03/2011,54.33,-0.022026921
15/03/2011,55.54,-0.008426764
14/03/2011,56.01,-0.004631287
11/03/2011,56.27,0.008566892
10/03/2011,55.79,-0.01635592
09/03/2011,56.71,-0.010350062
08/03/2011,57.3,0.019561819
07/03/2011,56.19,-0.005678809
04/03/2011,56.51,-0.013708475
03/03/2011,57.29,0.030842572
02/03/2011,55.55,-0.016071775
01/03/2011,56.45,-0.025534791
28/02/2011,57.91,0.010938559
25/02/2011,57.28,0.014064929
24/02/2011,56.48,0.014984226
23/02/2011,55.64,-0.010548055
22/02/2011,56.23,-0.03082016
18/02/2011,57.99,0.010923386
17/02/2011,57.36,0.002793298
16/02/2011,57.2,-0.00296762
15/02/2011,57.37,-0.004001049
14/02/2011,57.6,-0.006575556
11/02/2011,57.98,0.008835051
10/02/2011,57.47,0.002264612
09/02/2011,57.34,-0.000871612
08/02/2011,57.39,0.004540699
07/02/2011,57.13,0.000175055
04/02/2011,57.12,-0.000874967
03/02/2011,57.17,-0.004189219
02/02/2011,57.41,0.008220422
01/02/2011,56.94,0.016467836
31/01/2011,56.01,0.012395739
28/01/2011,55.32,-0.010787591
