Date,Close,PAYX
03/12/2013,43.73,0.003206599
02/12/2013,43.59,-0.003206599
29/11/2013,43.73,-0.000457247
27/11/2013,43.75,0.000228598
26/11/2013,43.74,0.005502077
25/11/2013,43.5,0
22/11/2013,43.5,-0.002984049
21/11/2013,43.63,0.007361432
20/11/2013,43.31,-0.006444211
19/11/2013,43.59,0.00367732
18/11/2013,43.43,0.002305211
15/11/2013,43.33,0.004858309
14/11/2013,43.12,0.008150004
13/11/2013,42.77,0.013416701
12/11/2013,42.2,0.004036572
11/11/2013,42.03,-0.004273511
08/11/2013,42.21,0.010000083
07/11/2013,41.79,-0.002867385
06/11/2013,41.91,0
05/11/2013,41.91,-0.002145156
04/11/2013,42,0.000238124
01/11/2013,41.99,-0.00664612
31/10/2013,42.27,-0.000709471
30/10/2013,42.3,-0.022672468
29/10/2013,43.27,0
28/10/2013,43.27,0.006259439
25/10/2013,43,0.003494471
24/10/2013,42.85,0.004443932
23/10/2013,42.66,-0.001405482
22/10/2013,42.72,0.010826182
21/10/2013,42.26,0.015019951
18/10/2013,41.63,0.00554018
17/10/2013,41.4,0.005571045
16/10/2013,41.17,0.010990464
15/10/2013,40.72,-0.004410691
14/10/2013,40.9,0.003919652
11/10/2013,40.74,0.013592202
10/10/2013,40.19,0.019344907
09/10/2013,39.42,-0.003545205
08/10/2013,39.56,-0.002524616
07/10/2013,39.66,0.002777429
04/10/2013,39.55,0.000758821
03/10/2013,39.52,-0.010571455
02/10/2013,39.94,-0.001001001
01/10/2013,39.98,-0.016373474
30/09/2013,40.64,0.007161409
27/09/2013,40.35,-0.011090687
26/09/2013,40.8,0.005160351
25/09/2013,40.59,-0.002952032
24/09/2013,40.71,0.000983043
23/09/2013,40.67,-0.007837415
20/09/2013,40.99,-0.002923266
19/09/2013,41.11,0.00463246
18/09/2013,40.92,0.004899569
17/09/2013,40.72,0.001720536
16/09/2013,40.65,0.007903227
13/09/2013,40.33,0.001240541
12/09/2013,40.28,-0.005199962
11/09/2013,40.49,0.012425607
10/09/2013,39.99,0.011316605
09/09/2013,39.54,0.00940167
06/09/2013,39.17,0.005632375
05/09/2013,38.95,0.002828129
04/09/2013,38.84,0.006975871
03/09/2013,38.57,-0.002847898
30/08/2013,38.68,0.002329495
29/08/2013,38.59,0.001296513
28/08/2013,38.54,0.001817946
27/08/2013,38.47,-0.017010719
26/08/2013,39.13,-0.004589503
23/08/2013,39.31,-0.003555108
22/08/2013,39.45,0.006867635
21/08/2013,39.18,-0.009146405
20/08/2013,39.54,0.004562746
19/08/2013,39.36,0.001016777
16/08/2013,39.32,-0.005579522
15/08/2013,39.54,-0.012066511
14/08/2013,40.02,-0.007220248
13/08/2013,40.31,-0.001239618
12/08/2013,40.36,-0.000990589
09/08/2013,40.4,0.003719781
08/08/2013,40.25,-0.001985605
07/08/2013,40.33,-0.00470007
06/08/2013,40.52,0.000246822
05/08/2013,40.51,-0.00639766
02/08/2013,40.77,0.008127123
01/08/2013,40.44,0.025038864
31/07/2013,39.44,0.01430055
30/07/2013,38.88,-0.009980889
29/07/2013,39.27,0
26/07/2013,39.27,0.000764234
25/07/2013,39.24,0.000509814
24/07/2013,39.22,0.000510074
23/07/2013,39.2,-0.00508907
22/07/2013,39.4,0.001269841
19/07/2013,39.35,-0.000254097
18/07/2013,39.36,0.004073325
17/07/2013,39.2,0.003577821
16/07/2013,39.06,0.00102459
15/07/2013,39.02,-0.009691481
12/07/2013,39.4,0.013028668
11/07/2013,38.89,0.010598522
10/07/2013,38.48,0.008612868
09/07/2013,38.15,0.00288752
08/07/2013,38.04,0.011368265
05/07/2013,37.61,0.012037059
03/07/2013,37.16,0.005937939
02/07/2013,36.94,0.007608732
01/07/2013,36.66,0.004100047
28/06/2013,36.51,-0.002462045
27/06/2013,36.6,-0.037274727
26/06/2013,37.99,0.009521363
25/06/2013,37.63,0.010418152
24/06/2013,37.24,0.001881468
21/06/2013,37.17,0.011635905
20/06/2013,36.74,-0.016734534
19/06/2013,37.36,-0.011708489
18/06/2013,37.8,-0.001057642
17/06/2013,37.84,0.018672188
14/06/2013,37.14,0.000808081
13/06/2013,37.11,0.014931728
12/06/2013,36.56,-0.004911333
11/06/2013,36.74,-0.009211661
10/06/2013,37.08,-0.00188603
07/06/2013,37.15,0.011642205
06/06/2013,36.72,0.001635323
05/06/2013,36.66,-0.011930727
04/06/2013,37.1,-0.007518832
03/06/2013,37.38,0.004020914
31/05/2013,37.23,-0.014135453
30/05/2013,37.76,-0.001852097
29/05/2013,37.83,-0.011302525
28/05/2013,38.26,0.010509818
24/05/2013,37.86,-0.002374358
23/05/2013,37.95,-0.000790202
22/05/2013,37.98,-0.00577581
21/05/2013,38.2,0.000523697
20/05/2013,38.18,-0.008865769
17/05/2013,38.52,0.015171622
16/05/2013,37.94,-0.018540811
15/05/2013,38.65,0.011711259
14/05/2013,38.2,0.017694902
13/05/2013,37.53,-0.005579927
10/05/2013,37.74,0.008515219
09/05/2013,37.42,0.006434339
08/05/2013,37.18,0.002693242
07/05/2013,37.08,-0.000808734
06/05/2013,37.11,-0.006981768
03/05/2013,37.37,0.012656692
02/05/2013,36.9,0.01639381
01/05/2013,36.3,-0.003025721
30/04/2013,36.41,0.007719917
29/04/2013,36.13,0.007222254
26/04/2013,35.87,-0.011365334
25/04/2013,36.28,0.006637193
24/04/2013,36.04,-0.000277431
23/04/2013,36.05,0.013685453
22/04/2013,35.56,0.004509591
19/04/2013,35.4,0.001979359
18/04/2013,35.33,-0.008455518
17/04/2013,35.63,-0.000841633
16/04/2013,35.66,0.009014146
15/04/2013,35.34,-0.022384818
12/04/2013,36.14,0.001384467
11/04/2013,36.09,0.008067925
10/04/2013,35.8,0.01633379
09/04/2013,35.22,0.004553224
08/04/2013,35.06,0.004860624
05/04/2013,34.89,-0.020426242
04/04/2013,35.61,0.004221197
03/04/2013,35.46,-0.011495991
02/04/2013,35.87,0.01516883
01/04/2013,35.33,0.007671582
28/03/2013,35.06,0.008593579
27/03/2013,34.76,-0.002298852
26/03/2013,34.84,0.014164133
25/03/2013,34.35,-0.002616661
22/03/2013,34.44,0.008163311
21/03/2013,34.16,-0.006710456
20/03/2013,34.39,0.014055868
19/03/2013,33.91,0.003545055
18/03/2013,33.79,-0.005901463
15/03/2013,33.99,-0.007620201
14/03/2013,34.25,0.003802842
13/03/2013,34.12,0.006763737
12/03/2013,33.89,-0.001768868
11/03/2013,33.95,-0.00117751
08/03/2013,33.99,-0.002057312
07/03/2013,34.06,0.008254764
06/03/2013,33.78,-0.004725348
05/03/2013,33.94,0.012451984
04/03/2013,33.52,0.005084503
01/03/2013,33.35,0.007222421
28/02/2013,33.11,-0.001810501
27/02/2013,33.17,0.005441368
26/02/2013,32.99,-0.000606061
25/02/2013,33.01,-0.003326784
22/02/2013,33.12,0.003326784
21/02/2013,33.01,-0.020983983
20/02/2013,33.71,-0.00650505
19/02/2013,33.93,-0.001178203
15/02/2013,33.97,0.007386649
14/02/2013,33.72,0.005650573
13/02/2013,33.53,0.002687772
12/02/2013,33.44,0.003594971
11/02/2013,33.32,0
08/02/2013,33.32,0.003005713
07/02/2013,33.22,-0.001503986
06/02/2013,33.27,-0.002401682
05/02/2013,33.35,0.019376931
04/02/2013,32.71,-0.004575271
01/02/2013,32.86,0.006411257
31/01/2013,32.65,0.011397012
30/01/2013,32.28,-0.00925076
29/01/2013,32.58,0.019526422
28/01/2013,31.95,0.00344882
25/01/2013,31.84,0.003145646
24/01/2013,31.74,-0.016870128
23/01/2013,32.28,-0.005868743
22/01/2013,32.47,0.002775638
18/01/2013,32.38,0.011180241
17/01/2013,32.02,0.002188527
16/01/2013,31.95,-0.004060602
15/01/2013,32.08,-0.005905223
14/01/2013,32.27,0.015300845
11/01/2013,31.78,-0.002200221
10/01/2013,31.85,-0.003447739
09/01/2013,31.96,0.00031294
08/01/2013,31.95,-0.002188527
07/01/2013,32.02,-0.004673634
04/01/2013,32.17,0.008428331
03/01/2013,31.9,0.001568628
02/01/2013,31.85,0.023829563
31/12/2012,31.1,0.007099094
28/12/2012,30.88,-0.007420586
27/12/2012,31.11,-0.001284934
26/12/2012,31.15,-0.011173301
24/12/2012,31.5,0.003179653
21/12/2012,31.4,-0.03104184
20/12/2012,32.39,-0.020171833
19/12/2012,33.05,-0.003322764
18/12/2012,33.16,-0.022660481
17/12/2012,33.92,0.006210282
14/12/2012,33.71,0
13/12/2012,33.71,-0.003257814
12/12/2012,33.82,-0.002362671
11/12/2012,33.9,0.019059541
10/12/2012,33.26,0.002106848
07/12/2012,33.19,0.001809409
06/12/2012,33.13,0.004841159
05/12/2012,32.97,0.005474466
04/12/2012,32.79,0.009499076
03/12/2012,32.48,-0.001845586
30/11/2012,32.54,0.003077873
29/11/2012,32.44,0.006184312
28/11/2012,32.24,0.004975135
27/11/2012,32.08,-0.004975135
26/11/2012,32.24,-0.006184312
23/11/2012,32.44,0.009602056
21/11/2012,32.13,0.003741819
20/11/2012,32.01,0.002502347
19/11/2012,31.93,0.005968292
16/11/2012,31.74,0.005370413
15/11/2012,31.57,0.000633714
14/11/2012,31.55,-0.0179053
13/11/2012,32.12,-0.003108489
12/11/2012,32.22,0.001863933
09/11/2012,32.16,-0.001863933
08/11/2012,32.22,-0.013257478
07/11/2012,32.65,-0.011268583
06/11/2012,33.02,0.008210476
05/11/2012,32.75,-0.005784763
02/11/2012,32.94,-0.010869672
01/11/2012,33.3,0.026781881
31/10/2012,32.42,-0.01560858
26/10/2012,32.93,0.003650749
25/10/2012,32.81,0.001219884
24/10/2012,32.77,0.000305204
23/10/2012,32.76,0.003669729
22/10/2012,32.64,0.002761161
19/10/2012,32.55,-0.012517336
18/10/2012,32.96,-0.003331822
17/10/2012,33.07,0.00302847
16/10/2012,32.97,0.003950772
15/10/2012,32.84,0.006415174
12/10/2012,32.63,-0.002142967
11/10/2012,32.7,-0.001833181
10/10/2012,32.76,-0.006389798
09/10/2012,32.97,-0.011459715
08/10/2012,33.35,-0.006575039
05/10/2012,33.57,0.005975518
04/10/2012,33.37,0.003001203
03/10/2012,33.27,0.007845544
02/10/2012,33.01,0.009129704
01/10/2012,32.71,-0.01757621
28/09/2012,33.29,0.002707176
27/09/2012,33.2,0.000904023
26/09/2012,33.17,-0.007209403
25/09/2012,33.41,-0.028619744
24/09/2012,34.38,-0.00493255
21/09/2012,34.55,0.00231817
20/09/2012,34.47,-0.000290065
19/09/2012,34.48,0.005234092
18/09/2012,34.3,0.001750803
17/09/2012,34.24,-0.00640468
14/09/2012,34.46,0.009329514
13/09/2012,34.14,0.012378584
12/09/2012,33.72,-0.011499463
11/09/2012,34.11,-0.000586166
10/09/2012,34.13,-0.002633506
07/09/2012,34.22,0
06/09/2012,34.22,0.02126483
05/09/2012,33.5,0.000895924
04/09/2012,33.47,0.006294041
31/08/2012,33.26,0.001805598
30/08/2012,33.2,-0.001204094
29/08/2012,33.24,0.000300888
28/08/2012,33.23,0
27/08/2012,33.23,0.001204457
24/08/2012,33.19,0.006347309
23/08/2012,32.98,0.003645205
22/08/2012,32.86,-0.001216545
21/08/2012,32.9,0.003959195
20/08/2012,32.77,-0.014240507
17/08/2012,33.24,-0.001202646
16/08/2012,33.28,0.013309331
15/08/2012,32.84,-0.003950772
14/08/2012,32.97,-0.005142955
13/08/2012,33.14,-0.001206273
10/08/2012,33.18,0.007866909
09/08/2012,32.92,0
08/08/2012,32.92,0.010995835
07/08/2012,32.56,0.004000621
06/08/2012,32.43,-0.005535069
03/08/2012,32.61,0.017009843
02/08/2012,32.06,-0.009931801
01/08/2012,32.38,-0.009528272
31/07/2012,32.69,-0.005795349
30/07/2012,32.88,-0.0060643
27/07/2012,33.08,0.016458768
26/07/2012,32.54,0.017046748
25/07/2012,31.99,0.000312647
24/07/2012,31.98,-0.005923634
23/07/2012,32.17,-0.008049579
20/07/2012,32.43,-0.009208168
19/07/2012,32.73,-0.013956537
18/07/2012,33.19,0.021316276
17/07/2012,32.49,0.014259386
16/07/2012,32.03,0.005007835
13/07/2012,31.87,0.011677583
12/07/2012,31.5,-0.004750603
11/07/2012,31.65,0.010162044
10/07/2012,31.33,-0.003504863
09/07/2012,31.44,0.009266722
06/07/2012,31.15,-0.01876347
05/07/2012,31.74,0.010769822
03/07/2012,31.4,0.000637146
02/07/2012,31.38,-0.000955566
29/06/2012,31.41,0.013784479
28/06/2012,30.98,-0.030204172
27/06/2012,31.93,0.00533837
26/06/2012,31.76,0.000945031
25/06/2012,31.73,-0.016565467
22/06/2012,32.26,0.004660565
21/06/2012,32.11,-0.012995232
20/06/2012,32.53,-0.001535863
19/06/2012,32.58,0.007703011
18/06/2012,32.33,0.009322628
15/06/2012,32.03,0.009725567
14/06/2012,31.72,0.021026579
13/06/2012,31.06,-0.000321906
12/06/2012,31.07,0.008078894
11/06/2012,30.82,-0.006145903
08/06/2012,31.01,0.01135086
07/06/2012,30.66,0.009503594
06/06/2012,30.37,0.02872609
05/06/2012,29.51,0.004415018
04/06/2012,29.38,0.003409482
01/06/2012,29.28,-0.023292192
31/05/2012,29.97,-0.00432829
30/05/2012,30.1,-0.010903792
29/05/2012,30.43,0.004611339
25/05/2012,30.29,-0.004282662
24/05/2012,30.42,0.007589543
23/05/2012,30.19,0.009652263
22/05/2012,29.9,0.004357305
21/05/2012,29.77,0.012166422
18/05/2012,29.41,-0.01685812
17/05/2012,29.91,-0.011633836
16/05/2012,30.26,0.006631324
15/05/2012,30.06,0.005671408
14/05/2012,29.89,-0.000668896
11/05/2012,29.91,0.001673081
10/05/2012,29.86,-0.001673081
09/05/2012,29.91,-0.006000018
08/05/2012,30.09,0.009348983
07/05/2012,29.81,-0.003683245
04/05/2012,29.92,-0.023452768
03/05/2012,30.63,-0.003584817
02/05/2012,30.74,-0.005191446
01/05/2012,30.9,-0.002585651
30/04/2012,30.98,-0.005151331
27/04/2012,31.14,0.000963855
26/04/2012,31.11,0.006773127
25/04/2012,30.9,0.013357423
24/04/2012,30.49,-0.00294744
23/04/2012,30.58,-0.005868944
20/04/2012,30.76,-0.000325045
19/04/2012,30.77,-0.006478805
18/04/2012,30.97,-0.00675787
17/04/2012,31.18,0.007727018
16/04/2012,30.94,0.003561603
13/04/2012,30.83,-0.012250314
12/04/2012,31.21,0.008042508
11/04/2012,30.96,0.010716128
10/04/2012,30.63,-0.013618888
09/04/2012,31.05,-0.015974781
05/04/2012,31.55,0.000951324
04/04/2012,31.52,-0.015738443
03/04/2012,32.02,0.008153071
02/04/2012,31.76,0.024543065
30/03/2012,30.99,-0.011549695
29/03/2012,31.35,-0.01989644
28/03/2012,31.98,-0.003745323
27/03/2012,32.1,-0.000934143
26/03/2012,32.13,0.012212458
23/03/2012,31.74,-0.007532992
22/03/2012,31.98,0.000938527
21/03/2012,31.95,0.004077158
20/03/2012,31.82,-0.001570106
19/03/2012,31.87,0.001255887
16/03/2012,31.83,0.001886793
15/03/2012,31.77,0.000629723
14/03/2012,31.75,-0.004399756
13/03/2012,31.89,0.010718892
12/03/2012,31.55,0.001903554
09/03/2012,31.49,0.006051938
08/03/2012,31.3,0.005767398
07/03/2012,31.12,0.002896221
06/03/2012,31.03,-0.012808372
05/03/2012,31.43,0.004144753
02/03/2012,31.3,-0.009222517
01/03/2012,31.59,0.009222517
29/02/2012,31.3,-0.003826535
28/02/2012,31.42,0.006065462
27/02/2012,31.23,-0.006065462
24/02/2012,31.42,0.003187762
23/02/2012,31.32,0.0015977
22/02/2012,31.27,-0.001278364
21/02/2012,31.31,-0.005414888
17/02/2012,31.48,-0.003804697
16/02/2012,31.6,0.013380257
15/02/2012,31.18,-0.001282051
14/02/2012,31.22,-0.00287862
13/02/2012,31.31,0
10/02/2012,31.31,-0.011748032
09/02/2012,31.68,0.000947418
08/02/2012,31.65,-0.001578532
07/02/2012,31.7,-0.000945925
06/02/2012,31.73,-0.006909575
03/02/2012,31.95,0.01101506
02/02/2012,31.6,-0.006623585
01/02/2012,31.81,0.00947575
31/01/2012,31.51,-0.001902347
30/01/2012,31.57,-0.019448543
27/01/2012,32.19,-0.011428696
26/01/2012,32.56,0.003075979
25/01/2012,32.46,0.003703708
24/01/2012,32.34,0.002786811
23/01/2012,32.25,-0.001858737
20/01/2012,32.31,-0.000618812
19/01/2012,32.33,0.020625731
18/01/2012,31.67,0.014951766
17/01/2012,31.2,0.006753523
13/01/2012,30.99,-0.004186128
12/01/2012,31.12,0
11/01/2012,31.12,0.00064288
10/01/2012,31.1,-0.000964165
09/01/2012,31.13,0.010982023
06/01/2012,30.79,0.000974817
05/01/2012,30.76,0.017380336
04/01/2012,30.23,-0.006594155
03/01/2012,30.43,0.010571621
30/12/2011,30.11,-0.002322111
29/12/2011,30.18,0.009655477
28/12/2011,29.89,-0.006004021
27/12/2011,30.07,0.007343157
23/12/2011,29.85,0.012472773
22/12/2011,29.48,0.000678656
21/12/2011,29.46,-0.02613214
20/12/2011,30.24,0.02139119
19/12/2011,29.6,0.000337895
16/12/2011,29.59,0.00814392
15/12/2011,29.35,0.003071151
14/12/2011,29.26,-0.008168868
13/12/2011,29.5,-0.008774947
12/12/2011,29.76,-0.010030174
09/12/2011,30.06,0.021860632
08/12/2011,29.41,-0.007452609
07/12/2011,29.63,-0.002359684
06/12/2011,29.7,0
05/12/2011,29.7,0.016293639
02/12/2011,29.22,0.001712622
01/12/2011,29.17,0.002059026
30/11/2011,29.11,0.036380367
29/11/2011,28.07,0.006791804
28/11/2011,27.88,0.019924586
25/11/2011,27.33,0.003665693
23/11/2011,27.23,-0.018916534
22/11/2011,27.75,-0.005032361
21/11/2011,27.89,-0.011762745
18/11/2011,28.22,-0.003537322
17/11/2011,28.32,-0.014373604
16/11/2011,28.73,-0.023052801
15/11/2011,29.4,0.009569451
14/11/2011,29.12,-0.009569451
11/11/2011,29.4,0.021661497
10/11/2011,28.77,0.005576871
09/11/2011,28.61,-0.03334215
08/11/2011,29.58,0.002708194
07/11/2011,29.5,0.003055511
04/11/2011,29.41,-0.005087344
03/11/2011,29.56,0.029524973
02/11/2011,28.7,0.008748962
01/11/2011,28.45,-0.02396364
31/10/2011,29.14,-0.007521403
28/10/2011,29.36,-0.018893949
27/10/2011,29.92,0.034339597
26/10/2011,28.91,0.010431249
25/10/2011,28.61,-0.019727236
24/10/2011,29.18,0.013802842
21/10/2011,28.78,0.01752586
20/10/2011,28.28,0.006029456
19/10/2011,28.11,-0.015881753
18/10/2011,28.56,0.017662063
17/10/2011,28.06,-0.015559013
14/10/2011,28.5,0.009164675
13/10/2011,28.24,-0.001768973
12/10/2011,28.29,0.015675419
11/10/2011,27.85,0.003597126
10/10/2011,27.75,0.023333177
07/10/2011,27.11,0.012620806
06/10/2011,26.77,0.019996893
05/10/2011,26.24,0.013041995
04/10/2011,25.9,0.013605652
03/10/2011,25.55,-0.031589684
30/09/2011,26.37,-0.027675663
29/09/2011,27.11,0.007033159
28/09/2011,26.92,0.008580541
27/09/2011,26.69,0.00412991
26/09/2011,26.58,0.013636575
23/09/2011,26.22,0.01227951
22/09/2011,25.9,-0.018363179
21/09/2011,26.38,-0.029139155
20/09/2011,27.16,-0.00183925
19/09/2011,27.21,0.004789105
16/09/2011,27.08,-0.004053811
15/09/2011,27.19,0.029106532
14/09/2011,26.41,0.005315123
13/09/2011,26.27,0.003049945
12/09/2011,26.19,0.009977059
09/09/2011,25.93,-0.0266378
08/09/2011,26.63,-0.008227421
07/09/2011,26.85,0.041054796
06/09/2011,25.77,-0.011574203
02/09/2011,26.07,-0.026123007
01/09/2011,26.76,-0.008187616
31/08/2011,26.98,0.00483003
30/08/2011,26.85,0.014253805
29/08/2011,26.47,0.009108222
26/08/2011,26.23,0.013433324
25/08/2011,25.88,-0.016858637
24/08/2011,26.32,0.014157497
23/08/2011,25.95,0.026553688
22/08/2011,25.27,-0.003160809
19/08/2011,25.35,-0.016820267
18/08/2011,25.78,-0.040294315
17/08/2011,26.84,-0.007054048
16/08/2011,27.03,-0.007371946
15/08/2011,27.23,0.021154992
12/08/2011,26.66,0.006774584
11/08/2011,26.48,0.037319199
10/08/2011,25.51,-0.04709004
09/08/2011,26.74,0.038502945
08/08/2011,25.73,-0.05150703
05/08/2011,27.09,0.014126629
04/08/2011,26.71,-0.024409496
03/08/2011,27.37,0.02291305
02/08/2011,26.75,-0.042092215
01/08/2011,27.9,-0.011758553
29/07/2011,28.23,-0.003536072
28/07/2011,28.33,-0.016106791
27/07/2011,28.79,-0.025378591
26/07/2011,29.53,-0.008766071
25/07/2011,29.79,-0.00335121
22/07/2011,29.89,0.000669344
21/07/2011,29.87,0.011786632
20/07/2011,29.52,-0.007761132
19/07/2011,29.75,0.011834458
18/07/2011,29.4,-0.022533323
15/07/2011,30.07,-0.014526502
14/07/2011,30.51,-0.006208156
13/07/2011,30.7,-0.006817102
12/07/2011,30.91,-0.001616293
11/07/2011,30.96,-0.011880056
08/07/2011,31.33,-0.009529932
07/07/2011,31.63,0.0092108
06/07/2011,31.34,0.012199188
05/07/2011,30.96,-0.00290276
01/07/2011,31.05,0.0106849
30/06/2011,30.72,0.013106348
29/06/2011,30.32,-0.000988957
28/06/2011,30.35,0.007607115
27/06/2011,30.12,0.00432541
24/06/2011,29.99,-0.019155143
23/06/2011,30.57,0.028535446
22/06/2011,29.71,-0.008713192
21/06/2011,29.97,0.010060447
20/06/2011,29.67,0.001349073
17/06/2011,29.63,0.003719362
16/06/2011,29.52,0.009530365
15/06/2011,29.24,-0.033297174
14/06/2011,30.23,0.011980177
13/06/2011,29.87,0.005370943
10/06/2011,29.71,-0.017351119
09/06/2011,30.23,-0.003961709
08/06/2011,30.35,-0.001974984
07/06/2011,30.41,0.002304528
06/06/2011,30.34,-0.006570326
03/06/2011,30.54,-0.022341872
02/06/2011,31.23,-0.010511325
01/06/2011,31.56,-0.023176734
31/05/2011,32.3,0.011208087
27/05/2011,31.94,0.000939702
26/05/2011,31.91,0.006602759
25/05/2011,31.7,0.002526849
24/05/2011,31.62,0.00253325
23/05/2011,31.54,-0.011662859
20/05/2011,31.91,-0.000939702
19/05/2011,31.94,0.000939702
18/05/2011,31.91,0
17/05/2011,31.91,0.004082279
16/05/2011,31.78,-0.019938355
13/05/2011,32.42,-0.011043057
12/05/2011,32.78,0.004892976
11/05/2011,32.62,0.000613309
10/05/2011,32.6,0.009864445
09/05/2011,32.28,0.009024489
06/05/2011,31.99,-0.00530009
05/05/2011,32.16,-0.017568644
04/05/2011,32.73,-0.007609229
03/05/2011,32.98,0.003645205
02/05/2011,32.86,0.004575271
29/04/2011,32.71,-0.008523644
28/04/2011,32.99,-0.015340954
27/04/2011,33.5,0.012314317
26/04/2011,33.09,0.012467852
25/04/2011,32.68,0.001837673
21/04/2011,32.62,-0.001531628
20/04/2011,32.67,0.023224453
19/04/2011,31.92,-0.001252348
18/04/2011,31.96,-0.013364612
15/04/2011,32.39,-0.00030869
14/04/2011,32.4,0.001544402
13/04/2011,32.35,0.002476015
12/04/2011,32.27,-0.000929224
11/04/2011,32.3,0.010582109
08/04/2011,31.96,-0.007481332
07/04/2011,32.2,0.002487563
06/04/2011,32.12,0.004680926
05/04/2011,31.97,-0.003123051
04/04/2011,32.07,0.007511772
01/04/2011,31.83,0.01391987
31/03/2011,31.39,0.002551836
30/03/2011,31.31,0.004802314
29/03/2011,31.16,0.007408634
28/03/2011,30.93,-0.002905571
25/03/2011,31.02,0.001936109
24/03/2011,30.96,-0.040511869
23/03/2011,32.24,0.009661911
22/03/2011,31.93,-0.007488335
21/03/2011,32.17,0.017877221
18/03/2011,31.6,0.003169575
17/03/2011,31.5,-0.000951928
16/03/2011,31.53,-0.015421234
15/03/2011,32.02,-0.029843778
14/03/2011,32.99,-0.00664655
11/03/2011,33.21,-0.00779848
10/03/2011,33.47,-0.008627155
09/03/2011,33.76,0.002669437
08/03/2011,33.67,0.018585667
07/03/2011,33.05,-0.007535831
04/03/2011,33.3,-0.00449439
03/03/2011,33.45,0.013847301
02/03/2011,32.99,0.003948373
01/03/2011,32.86,-0.023162413
28/02/2011,33.63,0.016791999
25/02/2011,33.07,0.016156425
24/02/2011,32.54,0.001537752
23/02/2011,32.49,-0.013451747
22/02/2011,32.93,-0.020141971
18/02/2011,33.6,0.00447428
17/02/2011,33.45,0.010518504
16/02/2011,33.1,-0.00120773
15/02/2011,33.14,-0.000904841
14/02/2011,33.17,-0.004812039
11/02/2011,33.33,0.000900495
10/02/2011,33.3,0.009049836
09/02/2011,33,-0.012347695
08/02/2011,33.41,0.003598205
07/02/2011,33.29,0.000901578
04/02/2011,33.26,0.007544928
03/02/2011,33.01,0.003945976
02/02/2011,32.88,0.004266998
01/02/2011,32.74,0.022861669
31/01/2011,32,0.009734729
28/01/2011,31.69,-0.028924423
27/01/2011,32.62,-0.00580775
26/01/2011,32.81,-0.006380092
25/01/2011,33.02,-0.003325778
