Date,Close,COG
04/12/2012,47.57,-0.011079867
03/12/2012,48.1,0.021009176
30/11/2012,47.1,-0.013706066
29/11/2012,47.75,-0.003136437
28/11/2012,47.9,0.002089865
27/11/2012,47.8,-0.006048616
26/11/2012,48.09,-0.036545866
23/11/2012,49.88,0.008455859
21/11/2012,49.46,0.004254894
20/11/2012,49.25,0.00325402
19/11/2012,49.09,0.023079533
16/11/2012,47.97,0.006903071
15/11/2012,47.64,-0.007319911
14/11/2012,47.99,-0.007473566
13/11/2012,48.35,0.01102226
12/11/2012,47.82,0.005662173
09/11/2012,47.55,-0.001050972
08/11/2012,47.6,-0.011072922
07/11/2012,48.13,-0.013619691
06/11/2012,48.79,0.015075144
05/11/2012,48.06,0.010668441
02/11/2012,47.55,-0.009627534
01/11/2012,48.01,0.021687343
31/10/2012,46.98,-0.010165272
26/10/2012,47.46,0.095204833
25/10/2012,43.15,0.004878625
24/10/2012,42.94,-0.018230573
23/10/2012,43.73,-0.002512277
22/10/2012,43.84,-0.014493007
19/10/2012,44.48,-0.012733334
18/10/2012,45.05,-0.015637363
17/10/2012,45.76,0.003502631
16/10/2012,45.6,0.029148799
15/10/2012,44.29,0.009756175
12/10/2012,43.86,-0.011109966
11/10/2012,44.35,0.008605126
10/10/2012,43.97,-0.004085344
09/10/2012,44.15,0.005678607
08/10/2012,43.9,-0.008618788
05/10/2012,44.28,0.000451773
04/10/2012,44.26,0.009991
03/10/2012,43.82,-0.026572156
02/10/2012,45,-0.015435808
01/10/2012,45.7,0.017660503
28/09/2012,44.9,-0.002669041
27/09/2012,45.02,0.022689955
26/09/2012,44.01,0.008213599
25/09/2012,43.65,-0.006166515
24/09/2012,43.92,-0.025403187
21/09/2012,45.05,0.019048195
20/09/2012,44.2,-0.009905529
19/09/2012,44.64,-0.006920443
18/09/2012,44.95,-0.002887928
17/09/2012,45.08,-0.017154588
14/09/2012,45.86,0.002401486
13/09/2012,45.75,0.004600731
12/09/2012,45.54,0.022877178
11/09/2012,44.51,0.055428641
10/09/2012,42.11,-0.001423826
07/09/2012,42.17,0.014089785
06/09/2012,41.58,0.024343948
05/09/2012,40.58,-0.022418093
04/09/2012,41.5,0.00217103
31/08/2012,41.41,0.021233257
30/08/2012,40.54,-0.01420548
29/08/2012,41.12,-0.013526776
28/08/2012,41.68,-0.013346242
27/08/2012,42.24,0.009036922
24/08/2012,41.86,0.029577914
23/08/2012,40.64,-0.033154882
22/08/2012,42.01,0.005968742
21/08/2012,41.76,-0.007395954
20/08/2012,42.07,-0.021632633
17/08/2012,42.99,-0.007185105
16/08/2012,43.3,0.026443567
15/08/2012,42.17,-0.008500642
14/08/2012,42.53,0.011588163
13/08/2012,42.04,-0.019783971
10/08/2012,42.88,-0.013895545
09/08/2012,43.48,0.025860498
08/08/2012,42.37,-0.011964952
07/08/2012,42.88,0.049968563
06/08/2012,40.79,-0.009515748
03/08/2012,41.18,0.013199898
02/08/2012,40.64,-0.033154882
01/08/2012,42.01,-0.004275541
31/07/2012,42.19,-0.018784304
30/07/2012,42.99,0.022583881
27/07/2012,42.03,0.005965893
26/07/2012,41.78,0.061193237
25/07/2012,39.3,-0.005076153
24/07/2012,39.5,-0.013578283
23/07/2012,40.04,-0.003988041
20/07/2012,40.2,0.020608922
19/07/2012,39.38,-0.013368846
18/07/2012,39.91,-0.003002254
17/07/2012,40.03,-0.006722296
16/07/2012,40.3,-0.007170262
13/07/2012,40.59,0.040729612
12/07/2012,38.97,-0.011734829
11/07/2012,39.43,0.009172039
10/07/2012,39.07,-0.030251866
09/07/2012,40.27,0.01905297
06/07/2012,39.51,-0.00881951
05/07/2012,39.86,-0.007000029
03/07/2012,40.14,0.010266774
02/07/2012,39.73,0.008340754
29/06/2012,39.4,-0.023081807
28/06/2012,40.32,-0.022561035
27/06/2012,41.24,0.085777679
26/06/2012,37.85,0.025690468
25/06/2012,36.89,0.013371737
22/06/2012,36.4,0.043802623
21/06/2012,34.84,-0.043802623
20/06/2012,36.4,0.003026553
19/06/2012,36.29,-0.014498955
18/06/2012,36.82,0.016982057
15/06/2012,36.2,0.032568853
14/06/2012,35.04,0.082662193
13/06/2012,32.26,-0.040400331
12/06/2012,33.59,0.04755544
11/06/2012,32.03,-0.029531522
08/06/2012,32.99,0.00577597
07/06/2012,32.8,-0.017228777
06/06/2012,33.37,0.04192139
05/06/2012,32,0.027563918
04/06/2012,31.13,-0.000642261
01/06/2012,31.15,-0.043655857
31/05/2012,32.54,-0.008567984
30/05/2012,32.82,-0.05425964
29/05/2012,34.65,-0.00345722
25/05/2012,34.77,-0.008591118
24/05/2012,35.07,-0.035572999
23/05/2012,36.34,0.013854475
22/05/2012,35.84,0.007562002
21/05/2012,35.57,0.03723225
18/05/2012,34.27,0.017069278
17/05/2012,33.69,-0.02953863
16/05/2012,34.7,0.020379162
15/05/2012,34,-0.035253578
14/05/2012,35.22,-0.008200244
11/05/2012,35.51,-0.018415699
10/05/2012,36.17,0.005266817
09/05/2012,35.98,0.053079506
08/05/2012,34.12,0.007944723
07/05/2012,33.85,-0.015245092
04/05/2012,34.37,-0.006091389
03/05/2012,34.58,-0.004904092
02/05/2012,34.75,-0.033393029
01/05/2012,35.93,0.022232518
30/04/2012,35.14,0.039175182
27/04/2012,33.79,0.023657339
26/04/2012,33,0.069642433
25/04/2012,30.78,0.039090767
24/04/2012,29.6,-0.012088797
23/04/2012,29.96,-0.005990035
20/04/2012,30.14,-0.027488642
19/04/2012,30.98,0.014959629
18/04/2012,30.52,-0.001636929
17/04/2012,30.57,0.034273859
16/04/2012,29.54,-0.035254732
13/04/2012,30.6,-0.002610968
12/04/2012,30.68,0.028767069
11/04/2012,29.81,-0.027136013
10/04/2012,30.63,-0.024190826
09/04/2012,31.38,-0.017688395
05/04/2012,31.94,0.021519818
04/04/2012,31.26,-0.007965631
03/04/2012,31.51,-0.016680166
02/04/2012,32.04,0.027529028
30/03/2012,31.17,0.029959909
29/03/2012,30.25,-0.04965559
28/03/2012,31.79,-0.008145408
27/03/2012,32.05,-0.018547672
26/03/2012,32.65,0.003989571
23/03/2012,32.52,0.03123302
22/03/2012,31.52,-0.062712617
21/03/2012,33.56,0.011990551
20/03/2012,33.16,-0.025310269
19/03/2012,34.01,0.017500076
16/03/2012,33.42,0.011435575
15/03/2012,33.04,-0.01023797
14/03/2012,33.38,-0.016047893
13/03/2012,33.92,0.005320734
12/03/2012,33.74,-0.034089244
09/03/2012,34.91,-0.004002292
08/03/2012,35.05,0.016106187
07/03/2012,34.49,0.019025892
06/03/2012,33.84,-0.014958484
05/03/2012,34.35,-0.003197212
02/03/2012,34.46,-0.042886027
01/03/2012,35.97,0.030771659
29/02/2012,34.88,-0.015927527
28/02/2012,35.44,-0.001691571
27/02/2012,35.5,-0.005337841
24/02/2012,35.69,0.007311619
23/02/2012,35.43,0.011068653
22/02/2012,35.04,-0.027306412
21/02/2012,36.01,-0.017343862
17/02/2012,36.64,0.032171382
16/02/2012,35.48,0.023094398
15/02/2012,34.67,-0.009758975
14/02/2012,35.01,0.028097431
13/02/2012,34.04,0.013903493
10/02/2012,33.57,0.030855442
09/02/2012,32.55,-0.015244198
08/02/2012,33.05,-0.029808466
07/02/2012,34.05,0.015091276
06/02/2012,33.54,0.033038313
03/02/2012,32.45,0.008666102
02/02/2012,32.17,-0.012664262
01/02/2012,32.58,0.021092593
31/01/2012,31.9,-0.017402552
30/01/2012,32.46,-0.012856008
27/01/2012,32.88,0.013472341
26/01/2012,32.44,-0.719612604
25/01/2012,66.62,0.039496945
24/01/2012,64.04,-0.016109394
23/01/2012,65.08,0.062778137
20/01/2012,61.12,-0.031723134
19/01/2012,63.09,-0.066824304
18/01/2012,67.45,0.016292117
17/01/2012,66.36,-0.011536573
13/01/2012,67.13,-0.000297885
12/01/2012,67.15,-0.036122959
11/01/2012,69.62,-0.118389319
10/01/2012,78.37,-0.016326377
09/01/2012,79.66,-0.012351227
06/01/2012,80.65,-0.025221709
05/01/2012,82.71,0.004726422
04/01/2012,82.32,0.069409451
03/01/2012,76.8,0.011787956
30/12/2011,75.9,-0.013739176
29/12/2011,76.95,0.009663173
28/12/2011,76.21,-0.0223183
27/12/2011,77.93,-0.000769625
23/12/2011,77.99,0.001283038
22/12/2011,77.89,0.006956998
21/12/2011,77.35,0.002977927
20/12/2011,77.12,0.068002328
19/12/2011,72.05,-0.028999433
16/12/2011,74.17,0.028305711
15/12/2011,72.1,-0.016233676
14/12/2011,73.28,-0.037760545
13/12/2011,76.1,-0.019905686
12/12/2011,77.63,-0.044714961
09/12/2011,81.18,0.006922154
08/12/2011,80.62,-0.010733556
07/12/2011,81.49,-0.051538693
06/12/2011,85.8,-0.001048401
05/12/2011,85.89,-0.006036002
02/12/2011,86.41,0.007317531
01/12/2011,85.78,-0.032233105
30/11/2011,88.59,0.064094627
29/11/2011,83.09,0.037647754
28/11/2011,80.02,0.042505282
25/11/2011,76.69,0.018556826
23/11/2011,75.28,-0.061936507
22/11/2011,80.09,-0.001871141
21/11/2011,80.24,-0.023402965
18/11/2011,82.14,0.015211284
17/11/2011,80.9,-0.051670232
16/11/2011,85.19,-0.00713495
15/11/2011,85.8,-0.00592646
14/11/2011,86.31,-0.020072934
11/11/2011,88.06,0.017296119
10/11/2011,86.55,0.074454653
09/11/2011,80.34,-0.032572979
08/11/2011,83,-0.008039883
07/11/2011,83.67,0.000358616
04/11/2011,83.64,0.018705668
03/11/2011,82.09,0.020553305
02/11/2011,80.42,0.035051352
01/11/2011,77.65,-0.000901075
31/10/2011,77.72,-0.03141089
28/10/2011,80.2,0.035149212
27/10/2011,77.43,0.147072599
26/10/2011,66.84,0.010830431
25/10/2011,66.12,-0.065842118
24/10/2011,70.62,0.004683849
21/10/2011,70.29,0.020408872
20/10/2011,68.87,0.009189766
19/10/2011,68.24,-0.019877332
18/10/2011,69.61,0.01010693
17/10/2011,68.91,0.008598756
14/10/2011,68.32,0.050584806
13/10/2011,64.95,0.00850411
12/10/2011,64.4,-0.021658169
11/10/2011,65.81,-0.020603782
10/10/2011,67.18,0.054447698
07/10/2011,63.62,-0.029580167
06/10/2011,65.53,0.018792913
05/10/2011,64.31,0.049894801
04/10/2011,61.18,0.043426997
03/10/2011,58.58,-0.055288376
30/09/2011,61.91,-0.035230556
29/09/2011,64.13,0.00767007
28/09/2011,63.64,-0.040645989
27/09/2011,66.28,0.021040569
26/09/2011,64.9,0.060172105
23/09/2011,61.11,-0.057394754
22/09/2011,64.72,-0.078853449
21/09/2011,70.03,-0.019374148
20/09/2011,71.4,-0.018868484
19/09/2011,72.76,0.030702942
16/09/2011,70.56,0.014992785
15/09/2011,69.51,-0.00859481
14/09/2011,70.11,0.004574704
13/09/2011,69.79,0.000860092
12/09/2011,69.73,-0.00657521
09/09/2011,70.19,-0.056905101
08/09/2011,74.3,-0.037251699
07/09/2011,77.12,0.026542092
06/09/2011,75.1,0.01151747
02/09/2011,74.24,-0.014177046
01/09/2011,75.3,-0.007409401
31/08/2011,75.86,-0.010620961
30/08/2011,76.67,0.035715711
29/08/2011,73.98,0.027823353
26/08/2011,71.95,0.034644681
25/08/2011,69.5,-0.010733556
24/08/2011,70.25,0.000569557
23/08/2011,70.21,0.06017073
22/08/2011,66.11,-0.007234395
19/08/2011,66.59,-0.020512015
18/08/2011,67.97,-0.058987613
17/08/2011,72.1,0.002916871
16/08/2011,71.89,-0.02892792
15/08/2011,74,0.024348077
12/08/2011,72.22,0.014224197
11/08/2011,71.2,0.065287865
10/08/2011,66.7,0.016019687
09/08/2011,65.64,0.10157596
08/08/2011,59.3,-0.12014113
05/08/2011,66.87,-0.009525299
04/08/2011,67.51,-0.080099678
03/08/2011,73.14,-0.00477393
02/08/2011,73.49,-0.023799443
01/08/2011,75.26,0.015803195
29/07/2011,74.08,-0.023348402
28/07/2011,75.83,0.066377655
27/07/2011,70.96,-0.028753978
26/07/2011,73.03,0.009907883
25/07/2011,72.31,0.005269008
22/07/2011,71.93,0.007955936
21/07/2011,71.36,0.015392523
20/07/2011,70.27,-0.011461038
19/07/2011,71.08,0.035805056
18/07/2011,68.58,0.002189622
15/07/2011,68.43,0.089046047
14/07/2011,62.6,-0.028814085
13/07/2011,64.43,0.017378128
12/07/2011,63.32,-0.001262626
11/07/2011,63.4,-0.047437289
08/07/2011,66.48,-0.001653266
07/07/2011,66.59,0.001502856
06/07/2011,66.49,-0.010026272
05/07/2011,67.16,-0.000744214
01/07/2011,67.21,0.013481331
30/06/2011,66.31,0.00589883
29/06/2011,65.92,0.002582215
28/06/2011,65.75,0.048934661
27/06/2011,62.61,0.018701174
24/06/2011,61.45,-0.000650724
23/06/2011,61.49,-0.013247367
22/06/2011,62.31,0.007248159
21/06/2011,61.86,0.022726393
20/06/2011,60.47,0.002152141
17/06/2011,60.34,-0.001490437
16/06/2011,60.43,0.037084985
15/06/2011,58.23,-0.012119291
14/06/2011,58.94,0.054387749
13/06/2011,55.82,-0.035375444
10/06/2011,57.83,-0.025607408
09/06/2011,59.33,0.017341475
08/06/2011,58.31,0.04203035
07/06/2011,55.91,0.0160465
06/06/2011,55.02,-0.027605266
03/06/2011,56.56,0.005495981
02/06/2011,56.25,0.002670229
01/06/2011,56.1,-0.04615534
31/05/2011,58.75,0.010781314
27/05/2011,58.12,0.000688468
26/05/2011,58.08,0.014393728
25/05/2011,57.25,0.068306893
24/05/2011,53.47,0.008074403
23/05/2011,53.04,-0.030085835
20/05/2011,54.66,0.010852677
19/05/2011,54.07,-0.021588837
18/05/2011,55.25,0.03237362
17/05/2011,53.49,0.01298353
16/05/2011,52.8,-0.002648006
13/05/2011,52.94,-0.005650797
12/05/2011,53.24,0.006217637
11/05/2011,52.91,-0.059078072
10/05/2011,56.13,0.01706986
09/05/2011,55.18,0.053795421
06/05/2011,52.29,0.005176888
05/05/2011,52.02,-0.012037979
04/05/2011,52.65,-0.032881722
03/05/2011,54.41,-0.032190845
02/05/2011,56.19,-0.001600427
29/04/2011,56.28,0.011077476
28/04/2011,55.66,-0.000538842
27/04/2011,55.69,0.002517082
26/04/2011,55.55,0.017616001
25/04/2011,54.58,-0.001647598
21/04/2011,54.67,0.026129533
20/04/2011,53.26,0.0279885
19/04/2011,51.79,-0.00903418
18/04/2011,52.26,-0.023450394
15/04/2011,53.5,0.01772628
14/04/2011,52.56,0.013022015
13/04/2011,51.88,0.01828489
12/04/2011,50.94,-0.027685439
11/04/2011,52.37,-0.014407832
08/04/2011,53.13,-0.004319661
07/04/2011,53.36,0.002627136
06/04/2011,53.22,-0.010653311
05/04/2011,53.79,-0.00148616
04/04/2011,53.87,-0.002965711
01/04/2011,54.03,0.019813732
31/03/2011,52.97,-0.007897747
30/03/2011,53.39,0.051303152
29/03/2011,50.72,0.014297305
28/03/2011,50,-0.027809701
25/03/2011,51.41,0.026210979
24/03/2011,50.08,0.01104318
23/03/2011,49.53,0.004857326
22/03/2011,49.29,-0.002836307
21/03/2011,49.43,0.019612477
18/03/2011,48.47,0.006208629
17/03/2011,48.17,0.025227321
16/03/2011,46.97,0.006193293
15/03/2011,46.68,0.009903203
14/03/2011,46.22,0.048768529
11/03/2011,44.02,0.022746529
10/03/2011,43.03,-0.029989657
09/03/2011,44.34,-0.004275915
08/03/2011,44.53,-0.017585317
07/03/2011,45.32,-0.021393525
04/03/2011,46.3,0.010639553
03/03/2011,45.81,0.019841921
02/03/2011,44.91,0.010070579
01/03/2011,44.46,-0.026632733
28/02/2011,45.66,-0.002843086
25/02/2011,45.79,0.021857587
24/02/2011,44.8,0.000446528
23/02/2011,44.78,0.117141214
22/02/2011,39.83,-0.0257759
18/02/2011,40.87,0.001959344
17/02/2011,40.79,-0.006597458
16/02/2011,41.06,0.022411971
15/02/2011,40.15,-0.013114131
14/02/2011,40.68,0.006659292
11/02/2011,40.41,-0.010094878
10/02/2011,40.82,0.009600074
09/02/2011,40.43,-0.012046857
08/02/2011,40.92,-0.003658987
07/02/2011,41.07,-0.007519744
04/02/2011,41.38,-0.007703456
03/02/2011,41.7,-0.013339883
02/02/2011,42.26,0.012141561
01/02/2011,41.75,0.00287839
31/01/2011,41.63,0.045708202
