Date,Close,REGN
04/02/2013,170.68,-0.012807254
01/02/2013,172.88,-0.0061127
31/01/2013,173.94,-0.004703192
30/01/2013,174.76,-0.001143772
29/01/2013,174.96,0.023478786
28/01/2013,170.9,-0.020731532
25/01/2013,174.48,0.007709606
24/01/2013,173.14,-0.017292157
23/01/2013,176.16,0.006206779
22/01/2013,175.07,0.041400502
18/01/2013,167.97,-0.009598367
17/01/2013,169.59,-0.002591133
16/01/2013,170.03,-0.027896378
15/01/2013,174.84,-0.02574668
14/01/2013,179.4,-0.000334392
11/01/2013,179.46,-0.023732634
10/01/2013,183.77,0.002015416
09/01/2013,183.4,0.037612411
08/01/2013,176.63,-0.032857394
07/01/2013,182.53,0.008030846
04/01/2013,181.07,0.00199016
03/01/2013,180.71,-0.002707857
02/01/2013,181.2,0.057528564
31/12/2012,171.07,0.018287437
28/12/2012,167.97,-0.004751449
27/12/2012,168.77,-0.007320418
26/12/2012,170.01,-0.017665523
24/12/2012,173.04,-0.002539537
21/12/2012,173.48,0.003696008
20/12/2012,172.84,-0.016127068
19/12/2012,175.65,-0.024574577
18/12/2012,180.02,0.003450006
17/12/2012,179.4,-0.001726491
14/12/2012,179.71,0.003735196
13/12/2012,179.04,-0.022095464
12/12/2012,183.04,-0.008486614
11/12/2012,184.6,-0.000487422
10/12/2012,184.69,0.020900203
07/12/2012,180.87,-0.005128641
06/12/2012,181.8,-0.01852914
05/12/2012,185.2,0.024598125
04/12/2012,180.7,0
03/12/2012,180.7,0.023234075
30/11/2012,176.55,-0.061453905
29/11/2012,187.74,0.070786471
28/11/2012,174.91,0.001201339
27/11/2012,174.7,0.001776047
26/11/2012,174.39,-0.009644267
23/11/2012,176.08,0.008727204
21/11/2012,174.55,0.009671367
20/11/2012,172.87,0.074619826
19/11/2012,160.44,0.01728896
16/11/2012,157.69,0.101499629
15/11/2012,142.47,-0.03503565
14/11/2012,147.55,-0.003585567
13/11/2012,148.08,0.021708819
12/11/2012,144.9,0.029129633
09/11/2012,140.74,0.02212734
08/11/2012,137.66,-0.004132088
07/11/2012,138.23,-0.043599008
06/11/2012,144.39,-0.003180752
05/11/2012,144.85,0.009363689
02/11/2012,143.5,-0.019802627
01/11/2012,146.37,0.028200157
31/10/2012,142.3,-0.047685247
26/10/2012,149.25,-0.039285136
25/10/2012,155.23,-0.046938661
24/10/2012,162.69,0.06147399
23/10/2012,152.99,-0.063070846
22/10/2012,162.95,0.029330537
19/10/2012,158.24,-0.015550853
18/10/2012,160.72,-0.021604164
17/10/2012,164.23,0.039242634
16/10/2012,157.91,0.021895881
15/10/2012,154.49,0.024639213
12/10/2012,150.73,-0.019512494
11/10/2012,153.7,0.006003672
10/10/2012,152.78,0.001965538
09/10/2012,152.48,-0.018196499
08/10/2012,155.28,-0.023674263
05/10/2012,159,-0.014361783
04/10/2012,161.3,0.020228012
03/10/2012,158.07,0.006664787
02/10/2012,157.02,0.016697023
01/10/2012,154.42,0.011462937
28/09/2012,152.66,0.009609763
27/09/2012,151.2,0.055968646
26/09/2012,142.97,-0.020971804
25/09/2012,146,0.012682828
24/09/2012,144.16,-0.006430446
21/09/2012,145.09,-0.007758097
20/09/2012,146.22,0.002122344
19/09/2012,145.91,-0.007918671
18/09/2012,147.07,-0.017791426
17/09/2012,149.71,0.000200407
14/09/2012,149.68,0.018815675
13/09/2012,146.89,0.008614849
12/09/2012,145.63,-0.021265111
11/09/2012,148.76,-0.010232492
10/09/2012,150.29,-0.01492565
07/09/2012,152.55,0.000655738
06/09/2012,152.45,0.019807875
05/09/2012,149.46,-0.004672594
04/09/2012,150.16,0.014151338
31/08/2012,148.05,0.017305242
30/08/2012,145.51,0.000206193
29/08/2012,145.48,-0.008828116
28/08/2012,146.77,0.00875938
27/08/2012,145.49,0.002753116
24/08/2012,145.09,0.016049255
23/08/2012,142.78,0.028991657
22/08/2012,138.7,0.029857333
21/08/2012,134.62,-0.013355668
20/08/2012,136.43,-0.011876711
17/08/2012,138.06,0.004209921
16/08/2012,137.48,-0.000727114
15/08/2012,137.58,0.011991954
14/08/2012,135.94,0.004275716
13/08/2012,135.36,-0.010874464
10/08/2012,136.84,-0.007063565
09/08/2012,137.81,-0.013120142
08/08/2012,139.63,0.001074845
07/08/2012,139.48,0.014661007
06/08/2012,137.45,0.003571302
03/08/2012,136.96,0.003584102
02/08/2012,136.47,0.018190386
01/08/2012,134.01,-0.004764395
31/07/2012,134.65,-0.006071394
30/07/2012,135.47,-0.010500519
27/07/2012,136.9,0.009246415
26/07/2012,135.64,0.051432993
25/07/2012,128.84,0.059151011
24/07/2012,121.44,-0.008690716
23/07/2012,122.5,0.006962961
20/07/2012,121.65,0.00858587
19/07/2012,120.61,-0.02715469
18/07/2012,123.93,0.015531924
17/07/2012,122.02,0.027417186
16/07/2012,118.72,0.009138666
13/07/2012,117.64,0.005284253
12/07/2012,117.02,0.036994514
11/07/2012,112.77,-0.027204827
10/07/2012,115.88,-0.009618762
09/07/2012,117,-0.021477109
06/07/2012,119.54,-0.010319665
05/07/2012,120.78,-0.012506334
03/07/2012,122.3,0.012671938
02/07/2012,120.76,0.055678692
29/06/2012,114.22,0.031663976
28/06/2012,110.66,-0.027100963
27/06/2012,113.7,-0.020802352
26/06/2012,116.09,0.018605997
25/06/2012,113.95,-0.016967995
22/06/2012,115.9,0.010756523
21/06/2012,114.66,-0.004872117
20/06/2012,115.22,-0.006660636
19/06/2012,115.99,-0.008071485
18/06/2012,116.93,0.026693673
15/06/2012,113.85,0.026343074
14/06/2012,110.89,-0.008888149
13/06/2012,111.88,-0.133430833
12/06/2012,127.85,0.007615944
11/06/2012,126.88,-0.021365335
08/06/2012,129.62,0.004872211
07/06/2012,128.99,-0.030764611
06/06/2012,133.02,0.030299567
05/06/2012,129.05,0.024394323
04/06/2012,125.94,0.016088713
01/06/2012,123.93,-0.090361149
31/05/2012,135.65,-0.00073692
30/05/2012,135.75,-0.001839927
29/05/2012,136,0.028565913
25/05/2012,132.17,0.018787783
24/05/2012,129.71,0.016792745
23/05/2012,127.55,0.011671136
22/05/2012,126.07,-0.000792896
21/05/2012,126.17,0.048223629
18/05/2012,120.23,-0.044809708
17/05/2012,125.74,-0.041896651
16/05/2012,131.12,0.000152544
15/05/2012,131.1,-0.003882613
14/05/2012,131.61,-0.018668212
11/05/2012,134.09,0.022245761
10/05/2012,131.14,0.013357073
09/05/2012,129.4,-0.011754447
08/05/2012,130.93,0.004900094
07/05/2012,130.29,-0.008483371
04/05/2012,131.4,-0.018996501
03/05/2012,133.92,-0.024998537
02/05/2012,137.31,0.021569536
01/05/2012,134.38,-0.006527245
30/04/2012,135.26,-0.034514996
27/04/2012,140.01,0.010121762
26/04/2012,138.6,0.086539233
25/04/2012,127.11,0.036615346
24/04/2012,122.54,-0.030222522
23/04/2012,126.3,-0.000633212
20/04/2012,126.38,0.003090703
19/04/2012,125.99,0.01519543
18/04/2012,124.09,0.005170893
17/04/2012,123.45,0.007398708
16/04/2012,122.54,-0.000489516
13/04/2012,122.6,-0.003257332
12/04/2012,123,0.013011108
11/04/2012,121.41,0.036828387
10/04/2012,117.02,-0.034519489
09/04/2012,121.13,-0.018890859
05/04/2012,123.44,0.011324411
04/04/2012,122.05,-0.019794595
03/04/2012,124.49,0.035068369
02/04/2012,120.2,0.030236236
30/03/2012,116.62,0.017124002
29/03/2012,114.64,-0.01291347
28/03/2012,116.13,-0.000516529
27/03/2012,116.19,-0.031931572
26/03/2012,119.96,0.006523399
23/03/2012,119.18,0.009950331
22/03/2012,118,0.004842213
21/03/2012,117.43,0.008294545
20/03/2012,116.46,0.009576882
19/03/2012,115.35,0.0001734
16/03/2012,115.33,-0.003635109
15/03/2012,115.75,0.044337887
14/03/2012,110.73,-0.01202887
13/03/2012,112.07,0.017280603
12/03/2012,110.15,0.027053545
09/03/2012,107.21,0.009465419
08/03/2012,106.2,0.012221269
07/03/2012,104.91,0.006694746
06/03/2012,104.21,-0.042275692
05/03/2012,108.71,-0.000827548
02/03/2012,108.8,0.011462503
01/03/2012,107.56,0.026090484
29/02/2012,104.79,-0.003619741
28/02/2012,105.17,-0.007294808
27/02/2012,105.94,0.026010263
24/02/2012,103.22,-0.000968336
23/02/2012,103.32,0.03676921
22/02/2012,99.59,0.003319088
21/02/2012,99.26,-0.039701076
17/02/2012,103.28,-0.024390287
16/02/2012,105.83,-0.026205631
15/02/2012,108.64,-0.01334938
14/02/2012,110.1,-0.040494966
13/02/2012,114.65,0.11612719
10/02/2012,102.08,-0.01478051
09/02/2012,103.6,0.008725213
08/02/2012,102.7,0.023247698
07/02/2012,100.34,-0.007941277
06/02/2012,101.14,0.043239059
03/02/2012,96.86,0.019284488
02/02/2012,95.01,0.027530548
01/02/2012,92.43,0.017131741
31/01/2012,90.86,0.022032715
30/01/2012,88.88,0.038303043
27/01/2012,85.54,0.044095799
26/01/2012,81.85,-0.012746758
25/01/2012,82.9,0.043010757
24/01/2012,79.41,0.01088894
23/01/2012,78.55,0.002804693
20/01/2012,78.33,-0.018091454
19/01/2012,79.76,0.010587444
18/01/2012,78.92,0.011854068
17/01/2012,77.99,-0.011854068
13/01/2012,78.92,0.008398064
12/01/2012,78.26,0.011566766
11/01/2012,77.36,0.038476419
10/01/2012,74.44,0.128248679
09/01/2012,65.48,-0.004723099
06/01/2012,65.79,0.076578078
05/01/2012,60.94,0.052382101
04/01/2012,57.83,0.02450674
03/01/2012,56.43,0.017879969
30/12/2011,55.43,-0.015573572
29/12/2011,56.3,0.017017876
28/12/2011,55.35,-0.007917983
27/12/2011,55.79,0.003951155
23/12/2011,55.57,0.029400456
22/12/2011,53.96,-0.008488702
21/12/2011,54.42,-0.011146758
20/12/2011,55.03,0.033820095
19/12/2011,53.2,0.003766483
16/12/2011,53,0.020010196
15/12/2011,51.95,0.003470887
14/12/2011,51.77,0.002707932
13/12/2011,51.63,-0.026943447
12/12/2011,53.04,-0.006389798
09/12/2011,53.38,0.037992543
08/12/2011,51.39,-0.034426808
07/12/2011,53.19,-0.023228769
06/12/2011,54.44,-0.011324322
05/12/2011,55.06,-0.056835482
02/12/2011,58.28,-0.03257947
01/12/2011,60.21,0.013207581
30/11/2011,59.42,0.063036228
29/11/2011,55.79,-0.027752554
28/11/2011,57.36,0.064445545
25/11/2011,53.78,-0.024066561
23/11/2011,55.09,-0.02933496
22/11/2011,56.73,0.030969986
21/11/2011,55,0.099117418
18/11/2011,49.81,-0.026155642
17/11/2011,51.13,0.007656855
16/11/2011,50.74,-0.042444643
15/11/2011,52.94,-0.019639647
14/11/2011,53.99,0.019828558
11/11/2011,52.93,-0.009963425
10/11/2011,53.46,-0.01116083
09/11/2011,54.06,-0.014142949
08/11/2011,54.83,0.004386774
07/11/2011,54.59,-0.03297299
04/11/2011,56.42,0.027674722
03/11/2011,54.88,-0.015010681
02/11/2011,55.71,0.013554016
01/11/2011,54.96,-0.006167261
31/10/2011,55.3,-0.006488848
28/10/2011,55.66,-0.013739176
27/10/2011,56.43,-0.021736176
26/10/2011,57.67,0.010108138
25/10/2011,57.09,-0.06180884
24/10/2011,60.73,-0.023434758
21/10/2011,62.17,0.021953886
20/10/2011,60.82,0.011908841
19/10/2011,60.1,-0.006468221
18/10/2011,60.49,-0.066200637
17/10/2011,64.63,0.010577171
14/10/2011,63.95,-0.017823021
13/10/2011,65.1,0.032789823
12/10/2011,63,-0.021202208
11/10/2011,64.35,-0.025317808
10/10/2011,66,0.046202606
07/10/2011,63.02,-0.026772636
06/10/2011,64.73,0.089641126
05/10/2011,59.18,0.027929512
04/10/2011,57.55,0.037533172
03/10/2011,55.43,-0.048764391
30/09/2011,58.2,-0.029458707
29/09/2011,59.94,-0.019004125
28/09/2011,61.09,-0.032214092
27/09/2011,63.09,-0.018375075
26/09/2011,64.26,-0.02959204
23/09/2011,66.19,-0.003619368
22/09/2011,66.43,-0.056338502
21/09/2011,70.28,0.088150329
20/09/2011,64.35,-0.008818809
19/09/2011,64.92,0.07548339
16/09/2011,60.2,-0.029945787
15/09/2011,62.03,-0.023579235
14/09/2011,63.51,-0.032987892
13/09/2011,65.64,0.001372056
12/09/2011,65.55,-0.001067317
09/09/2011,65.62,-0.095421005
08/09/2011,72.19,0.012826051
07/09/2011,71.27,0.038912076
06/09/2011,68.55,0.056566492
02/09/2011,64.78,0.085693096
01/09/2011,59.46,0.007258028
31/08/2011,59.03,-0.007258028
30/08/2011,59.46,0.014227882
29/08/2011,58.62,0.04912287
26/08/2011,55.81,-0.008563835
25/08/2011,56.29,-0.009019426
24/08/2011,56.8,-0.012248622
23/08/2011,57.5,0.073786953
22/08/2011,53.41,-0.017814537
19/08/2011,54.37,0.021754135
18/08/2011,53.2,-0.049863702
17/08/2011,55.92,-0.026470577
16/08/2011,57.42,-0.012977083
15/08/2011,58.17,0.071057921
12/08/2011,54.18,0.077891707
11/08/2011,50.12,0.062147129
10/08/2011,47.1,-0.023915551
09/08/2011,48.24,0.070415347
08/08/2011,44.96,-0.04032365
05/08/2011,46.81,-0.019253742
04/08/2011,47.72,-0.085123595
03/08/2011,51.96,-0.006522179
02/08/2011,52.3,-0.006859783
01/08/2011,52.66,-0.007567195
29/07/2011,53.06,0.008137049
28/07/2011,52.63,-0.000379939
27/07/2011,52.65,-0.016389177
26/07/2011,53.52,-0.039026662
25/07/2011,55.65,-0.032180995
22/07/2011,57.47,0.000870398
21/07/2011,57.42,-0.017094433
20/07/2011,58.41,-0.01275853
19/07/2011,59.16,0.058471768
18/07/2011,55.8,0.00377054
15/07/2011,55.59,-0.009845242
14/07/2011,56.14,-0.00798372
13/07/2011,56.59,-0.009847099
12/07/2011,57.15,-0.007148492
11/07/2011,57.56,-0.035498608
08/07/2011,59.64,-0.017781939
07/07/2011,60.71,0.018788482
06/07/2011,59.58,-0.002849244
05/07/2011,59.75,0.034045841
01/07/2011,57.75,0.018172787
30/06/2011,56.71,0.019227938
29/06/2011,55.63,0.009572908
28/06/2011,55.1,0.037726367
27/06/2011,53.06,0.003209064
24/06/2011,52.89,-0.00678352
23/06/2011,53.25,0.008107898
22/06/2011,52.82,-0.003402007
21/06/2011,53,-0.003954435
20/06/2011,53.21,-0.015108
17/06/2011,54.02,-0.048772534
16/06/2011,56.72,-0.019207854
15/06/2011,57.82,0.049456246
14/06/2011,55.03,0.020191582
13/06/2011,53.93,-0.011980606
10/06/2011,54.58,-0.021568575
09/06/2011,55.77,-0.017595762
08/06/2011,56.76,-0.026941753
07/06/2011,58.31,0.034191365
06/06/2011,56.35,-0.029550188
03/06/2011,58.04,-0.017421448
02/06/2011,59.06,0.018973307
01/06/2011,57.95,-0.03509727
31/05/2011,60.02,0.029590459
27/05/2011,58.27,-0.006500194
26/05/2011,58.65,0.005985482
25/05/2011,58.3,0.022024648
24/05/2011,57.03,0.028997851
23/05/2011,55.4,-0.026891479
20/05/2011,56.91,0.037051218
19/05/2011,54.84,-0.014482512
18/05/2011,55.64,0.038846951
17/05/2011,53.52,0.005997019
16/05/2011,53.2,0.003200605
13/05/2011,53.03,0.006621914
12/05/2011,52.68,0.010687125
11/05/2011,52.12,-0.004976087
10/05/2011,52.38,0.006512185
09/05/2011,52.04,0.035002107
06/05/2011,50.25,0.065799681
05/05/2011,47.05,-0.019990145
04/05/2011,48,-0.062779162
03/05/2011,51.11,-0.049619031
02/05/2011,53.71,0.050989565
29/04/2011,51.04,-0.235759559
28/04/2011,64.61,-0.037069412
27/04/2011,67.05,0.251506201
26/04/2011,52.14,0.04471333
25/04/2011,49.86,0.002208614
21/04/2011,49.75,0.001206758
20/04/2011,49.69,0.038778066
19/04/2011,47.8,-0.017626169
18/04/2011,48.65,0.059494736
15/04/2011,45.84,0.022056474
14/04/2011,44.84,0.002232642
13/04/2011,44.74,0.043162311
12/04/2011,42.85,-0.02443644
11/04/2011,43.91,0.027943164
08/04/2011,42.7,-0.02085823
07/04/2011,43.6,-0.03093845
06/04/2011,44.97,-0.02590136
05/04/2011,46.15,0.015724281
04/04/2011,45.43,0.00374904
01/04/2011,45.26,0.007095373
31/03/2011,44.94,0.005802293
30/03/2011,44.68,0.027454929
29/03/2011,43.47,0.040611143
28/03/2011,41.74,0.009629347
25/03/2011,41.34,0.005822433
24/03/2011,41.1,0.039960646
23/03/2011,39.49,-0.011581197
22/03/2011,39.95,0.000751221
21/03/2011,39.92,0.028199506
18/03/2011,38.81,-0.000515198
17/03/2011,38.83,0.008275196
16/03/2011,38.51,-0.000259639
15/03/2011,38.52,-0.011357892
14/03/2011,38.96,0.007212808
11/03/2011,38.68,-0.015901848
10/03/2011,39.3,-0.013646914
09/03/2011,39.84,0.026708951
08/03/2011,38.79,0.019261397
07/03/2011,38.05,0.001314925
04/03/2011,38,0.013511929
03/03/2011,37.49,0.031705677
02/03/2011,36.32,0.003585716
01/03/2011,36.19,-0.002208116
28/02/2011,36.27,-0.019926959
25/02/2011,37,0.028788828
24/02/2011,35.95,0.033086575
23/02/2011,34.78,-0.051278918
22/02/2011,36.61,-0.02348603
18/02/2011,37.48,-0.005056564
17/02/2011,37.67,-0.000796073
16/02/2011,37.7,0.015773619
15/02/2011,37.11,-0.016038836
14/02/2011,37.71,0.065759101
11/02/2011,35.31,-0.032872041
10/02/2011,36.49,0.057529253
09/02/2011,34.45,-0.014409471
08/02/2011,34.95,0.015861904
07/02/2011,34.4,-0.002032816
04/02/2011,34.47,-0.006938449
03/02/2011,34.71,0.004041576
02/02/2011,34.57,0.025488417
01/02/2011,33.7,0.000593648
31/01/2011,33.68,0.006852403
28/01/2011,33.45,-0.041575074
