Date,Close,REGN
04/04/2014,285.34,-0.045423433
03/04/2014,298.6,-0.027384492
02/04/2014,306.89,3.25855E-05
01/04/2014,306.88,0.021741419
31/03/2014,300.28,0.000632943
28/03/2014,300.09,-0.038471939
27/03/2014,311.86,0.011059456
26/03/2014,308.43,-0.001425563
25/03/2014,308.87,0.008126955
24/03/2014,306.37,-0.014323921
21/03/2014,310.79,-0.055997614
20/03/2014,328.69,-0.00194523
19/03/2014,329.33,-0.011502534
18/03/2014,333.14,0.015274861
17/03/2014,328.09,-0.004288393
14/03/2014,329.5,0.004349354
13/03/2014,328.07,-0.034983053
12/03/2014,339.75,0.032851635
11/03/2014,328.77,-0.001307051
10/03/2014,329.2,0.003316551
07/03/2014,328.11,-0.031027453
06/03/2014,338.45,-0.020587328
05/03/2014,345.49,-0.000347272
04/03/2014,345.61,0.01780757
03/03/2014,339.51,0.020863542
28/02/2014,332.5,-0.018002394
27/02/2014,338.54,0.006103542
26/02/2014,336.48,-0.009995056
25/02/2014,339.86,-0.022576161
24/02/2014,347.62,0.037039101
21/02/2014,334.98,0.022216428
20/02/2014,327.62,0.01000039
19/02/2014,324.36,-0.025627601
18/02/2014,332.78,0.02676896
14/02/2014,323.99,-0.009186356
13/02/2014,326.98,0.020391216
12/02/2014,320.38,-0.018983411
11/02/2014,326.52,0.071463501
10/02/2014,304,0.013945472
07/02/2014,299.79,0.04349549
06/02/2014,287.03,0.018034342
05/02/2014,281.9,-0.01873089
04/02/2014,287.23,0.011978288
03/02/2014,283.81,-0.016701996
31/01/2014,288.59,-0.015063219
30/01/2014,292.97,0.039795681
29/01/2014,281.54,0.010246247
28/01/2014,278.67,0.028869335
27/01/2014,270.74,-0.032236824
24/01/2014,279.61,-0.041952931
23/01/2014,291.59,-0.012913957
22/01/2014,295.38,-0.001082764
21/01/2014,295.7,0.012591625
17/01/2014,292,0.005219075
16/01/2014,290.48,0.01034665
15/01/2014,287.49,-0.043660496
14/01/2014,300.32,0.111327492
13/01/2014,268.68,-0.020992926
10/01/2014,274.38,0.024945943
09/01/2014,267.62,-0.021733558
08/01/2014,273.5,-0.002081926
07/01/2014,274.07,0.01919275
06/01/2014,268.86,-0.010691728
03/01/2014,271.75,-0.01039655
02/01/2014,274.59,-0.002364368
31/12/2013,275.24,-0.010265398
30/12/2013,278.08,0.003746942
27/12/2013,277.04,-0.005758726
26/12/2013,278.64,0.01064358
24/12/2013,275.69,-0.008380038
23/12/2013,278.01,-0.002442969
20/12/2013,278.69,0.029643129
19/12/2013,270.55,-0.0043152
18/12/2013,271.72,0.036885741
17/12/2013,261.88,-0.024778293
16/12/2013,268.45,-0.004237609
13/12/2013,269.59,-0.01622582
12/12/2013,274,0.014632076
11/12/2013,270.02,-0.027324903
10/12/2013,277.5,-0.007145581
09/12/2013,279.49,-0.011561234
06/12/2013,282.74,-0.001625614
05/12/2013,283.2,-0.014234367
04/12/2013,287.26,-0.000835131
03/12/2013,287.5,-0.031464962
02/12/2013,296.69,0.009584359
29/11/2013,293.86,0.003340495
27/11/2013,292.88,-0.007619084
26/11/2013,295.12,0.003462208
25/11/2013,294.1,0.001429106
22/11/2013,293.68,0.060605468
21/11/2013,276.41,0.006278487
20/11/2013,274.68,0.003245395
19/11/2013,273.79,-0.002116171
18/11/2013,274.37,-0.020312043
15/11/2013,280,-0.031048677
14/11/2013,288.83,0.041099012
13/11/2013,277.2,-0.0343596
12/11/2013,286.89,0.027170496
11/11/2013,279.2,-0.013765846
08/11/2013,283.07,0.021712812
07/11/2013,276.99,-0.039916137
06/11/2013,288.27,-0.047588518
05/11/2013,302.32,0.070643384
04/11/2013,281.7,-0.0144146
01/11/2013,285.79,-0.00631335
31/10/2013,287.6,-0.012336663
30/10/2013,291.17,-0.024963141
29/10/2013,298.53,-0.014730353
28/10/2013,302.96,0.00237938
25/10/2013,302.24,-0.007186923
24/10/2013,304.42,0.015326097
23/10/2013,299.79,-0.015556016
22/10/2013,304.49,0.03203584
21/10/2013,294.89,-0.028976879
18/10/2013,303.56,-0.01406585
17/10/2013,307.86,0.000682361
16/10/2013,307.65,0.05760019
15/10/2013,290.43,-0.017746089
14/10/2013,295.63,0.018193801
11/10/2013,290.3,-0.012936968
10/10/2013,294.08,0.04350627
09/10/2013,281.56,-0.021503183
08/10/2013,287.68,-0.038427584
07/10/2013,298.95,-0.031769605
04/10/2013,308.6,0.016433714
03/10/2013,303.57,-0.032729251
02/10/2013,313.67,-0.009392422
01/10/2013,316.63,0.011946131
30/09/2013,312.87,0.023347112
27/09/2013,305.65,0.000392683
26/09/2013,305.53,0.04450681
25/09/2013,292.23,-0.009807005
24/09/2013,295.11,-0.002200146
23/09/2013,295.76,-0.016897277
20/09/2013,300.8,-0.020760398
19/09/2013,307.11,-0.006685298
18/09/2013,309.17,0.041439429
17/09/2013,296.62,0.00764835
16/09/2013,294.36,0.015026039
13/09/2013,289.97,0.058110284
12/09/2013,273.6,-0.011808658
11/09/2013,276.85,0.000758821
10/09/2013,276.64,-0.000578202
09/09/2013,276.8,0.033914009
06/09/2013,267.57,-0.003990979
05/09/2013,268.64,0.001601938
04/09/2013,268.21,0.034363211
03/09/2013,259.15,0.067189147
30/08/2013,242.31,-0.005227533
29/08/2013,243.58,0.002095963
28/08/2013,243.07,0.016174872
27/08/2013,239.17,-0.02412443
26/08/2013,245.01,0.025463286
23/08/2013,238.85,0.006299895
22/08/2013,237.35,0.021204916
21/08/2013,232.37,-0.00399425
20/08/2013,233.3,0.024515817
19/08/2013,227.65,-0.014521765
16/08/2013,230.98,-0.012220462
15/08/2013,233.82,-0.03136505
14/08/2013,241.27,-0.012848672
13/08/2013,244.39,-0.006403611
12/08/2013,245.96,-0.016331996
09/08/2013,250.01,-0.009870727
08/08/2013,252.49,-0.002926523
07/08/2013,253.23,-0.005002669
06/08/2013,254.5,-0.062781084
05/08/2013,270.99,-0.005152943
02/08/2013,272.39,-0.021428873
01/08/2013,278.29,0.030019579
31/07/2013,270.06,-0.013278844
30/07/2013,273.67,0.016468403
29/07/2013,269.2,-3.71464E-05
26/07/2013,269.21,0.005139293
25/07/2013,267.83,-0.000373301
24/07/2013,267.93,-0.001529081
23/07/2013,268.34,-0.035330309
22/07/2013,277.99,0.011323265
19/07/2013,274.86,0.02721708
18/07/2013,267.48,-0.007597802
17/07/2013,269.52,0.025591837
16/07/2013,262.71,-0.022321431
15/07/2013,268.64,0.009875885
12/07/2013,266,0.070591894
11/07/2013,247.87,0.046110899
10/07/2013,236.7,0.003300752
09/07/2013,235.92,0.029683429
08/07/2013,229.02,-0.019287084
05/07/2013,233.48,0.002358441
03/07/2013,232.93,0.007800923
02/07/2013,231.12,0.004249237
01/07/2013,230.14,0.023120893
28/06/2013,224.88,-0.042187124
27/06/2013,234.57,0.025168063
26/06/2013,228.74,0.038186012
25/06/2013,220.17,0.008163311
24/06/2013,218.38,0.013414976
21/06/2013,215.47,-0.019031557
20/06/2013,219.61,-0.052208135
19/06/2013,231.38,-0.04801192
18/06/2013,242.76,0.042280258
17/06/2013,232.71,-0.017971696
14/06/2013,236.93,-0.010872182
13/06/2013,239.52,0.008511403
12/06/2013,237.49,-0.046845335
11/06/2013,248.88,-0.015746474
10/06/2013,252.83,-0.018302394
07/06/2013,257.5,0.020916257
06/06/2013,252.17,0.093590598
05/06/2013,229.64,-0.014010434
04/06/2013,232.88,-0.013605072
03/06/2013,236.07,-0.024313364
31/05/2013,241.88,-0.041701383
30/05/2013,252.18,0.017884411
29/05/2013,247.71,-0.014985456
28/05/2013,251.45,0.004544013
24/05/2013,250.31,-0.018053462
23/05/2013,254.87,-0.029192662
22/05/2013,262.42,0.009418501
21/05/2013,259.96,-0.014056763
20/05/2013,263.64,-0.012551756
17/05/2013,266.97,0.008690309
16/05/2013,264.66,-0.035083502
15/05/2013,274.11,-0.031210448
14/05/2013,282.8,0.008130559
13/05/2013,280.51,0.025307753
10/05/2013,273.5,0.043147976
09/05/2013,261.95,-0.006810124
08/05/2013,263.74,0.005894338
07/05/2013,262.19,-0.002133578
06/05/2013,262.75,-0.012894622
03/05/2013,266.16,0.068131784
02/05/2013,248.63,0.046682826
01/05/2013,237.29,0.097994043
30/04/2013,215.14,-0.001579119
29/04/2013,215.48,-0.005184237
26/04/2013,216.6,-0.000692281
25/04/2013,216.75,0.028689054
24/04/2013,210.62,-0.01053213
23/04/2013,212.85,-0.004500078
22/04/2013,213.81,0.005769382
19/04/2013,212.58,0.028243457
18/04/2013,206.66,-0.030592751
17/04/2013,213.08,-0.017123069
16/04/2013,216.76,0.036217293
15/04/2013,209.05,-0.031963935
12/04/2013,215.84,0.035318035
11/04/2013,208.35,0.035267893
10/04/2013,201.13,0.051259277
09/04/2013,191.08,0.013753345
08/04/2013,188.47,0.016369254
05/04/2013,185.41,0.001727396
04/04/2013,185.09,0.013051466
03/04/2013,182.69,-0.012565098
02/04/2013,185,0.035711203
01/04/2013,178.51,0.011890478
28/03/2013,176.4,0.031675553
27/03/2013,170.9,0.006987492
26/03/2013,169.71,-0.00253053
25/03/2013,170.14,-0.013195731
22/03/2013,172.4,0.006225837
21/03/2013,171.33,-0.0241045
20/03/2013,175.51,0.001311326
19/03/2013,175.28,0.029939409
18/03/2013,170.11,-0.010118525
15/03/2013,171.84,-0.000523606
14/03/2013,171.93,-0.005278894
13/03/2013,172.84,0.003767793
12/03/2013,172.19,0.002558587
11/03/2013,171.75,-0.007078238
08/03/2013,172.97,0.00597259
07/03/2013,171.94,-0.015065655
06/03/2013,174.55,-0.000515479
05/03/2013,174.64,0.011460288
04/03/2013,172.65,0.005342948
01/03/2013,171.73,0.027929664
28/02/2013,167,0.013261195
27/02/2013,164.8,0.019422845
26/02/2013,161.63,0.01408123
25/02/2013,159.37,-0.006317457
22/02/2013,160.38,0.00669401
21/02/2013,159.31,0.005602256
20/02/2013,158.42,-0.012545642
19/02/2013,160.42,-0.027725766
15/02/2013,164.93,-0.025796684
14/02/2013,169.24,-0.006419906
13/02/2013,170.33,0.012702897
12/02/2013,168.18,-0.01282031
11/02/2013,170.35,0.026590509
08/02/2013,165.88,0.011459185
07/02/2013,163.99,-0.021953719
06/02/2013,167.63,-0.013686264
05/02/2013,169.94,-0.004345025
