Date,Close,HUM
07/12/2012,66.65,0.022148964
06/12/2012,65.19,0.001996162
05/12/2012,65.06,-0.001228879
04/12/2012,65.14,0.001228879
03/12/2012,65.06,-0.005365231
30/11/2012,65.41,-0.00488029
29/11/2012,65.73,0.009016642
28/11/2012,65.14,0.011580458
27/11/2012,64.39,-0.026512931
26/11/2012,66.12,-0.008583744
23/11/2012,66.69,0.00195122
21/11/2012,66.56,-0.001501276
20/11/2012,66.66,-0.004340999
19/11/2012,66.95,0.021895929
16/11/2012,65.5,-0.009269879
15/11/2012,66.11,-0.007684811
14/11/2012,66.62,-0.02475851
13/11/2012,68.29,-0.012659318
12/11/2012,69.16,0.005655057
09/11/2012,68.77,-0.005221187
08/11/2012,69.13,-0.014789558
07/11/2012,70.16,-0.082058042
06/11/2012,76.16,0.008438869
05/11/2012,75.52,0.004113321
02/11/2012,75.21,-0.009659354
01/11/2012,75.94,0.022236453
31/10/2012,74.27,-0.002689258
26/10/2012,74.47,-0.014398329
25/10/2012,75.55,0.002650764
24/10/2012,75.35,0.008663833
23/10/2012,74.7,-0.019881371
22/10/2012,76.2,0.016140051
19/10/2012,74.98,-0.009820915
18/10/2012,75.72,0.01209076
17/10/2012,74.81,-0.00400214
16/10/2012,75.11,0.005072088
15/10/2012,74.73,-0.001203611
12/10/2012,74.82,-0.006793233
11/10/2012,75.33,0.010408421
10/10/2012,74.55,-0.003214145
09/10/2012,74.79,0.007650531
08/10/2012,74.22,0.002293115
05/10/2012,74.05,-0.01074557
04/10/2012,74.85,0.010340521
03/10/2012,74.08,0.018666664
02/10/2012,72.71,0.019302134
01/10/2012,71.32,0.016540986
28/09/2012,70.15,-0.003557457
27/09/2012,70.4,0.010423454
26/09/2012,69.67,-0.015665373
25/09/2012,70.77,0.006663383
24/09/2012,70.3,0.000284535
21/09/2012,70.28,0.005135532
20/09/2012,69.92,0.001574465
19/09/2012,69.81,-0.000286451
18/09/2012,69.83,-0.011391267
17/09/2012,70.63,-0.006913608
14/09/2012,71.12,0.024337642
13/09/2012,69.41,0.008245978
12/09/2012,68.84,-0.018137823
11/09/2012,70.1,0
10/09/2012,70.1,-0.029932678
07/09/2012,72.23,0.007783222
06/09/2012,71.67,0.017594936
05/09/2012,70.42,0.009990093
04/09/2012,69.72,-0.005150226
31/08/2012,70.08,0.016400886
30/08/2012,68.94,-0.02563325
29/08/2012,70.73,0.011661111
28/08/2012,69.91,-0.001572215
27/08/2012,70.02,0.001000214
24/08/2012,69.95,0.010346406
23/08/2012,69.23,0.004923265
22/08/2012,68.89,0.009480126
21/08/2012,68.24,0
20/08/2012,68.24,0.006468708
17/08/2012,67.8,-0.001915568
16/08/2012,67.93,0.003096206
15/08/2012,67.72,0.015326541
14/08/2012,66.69,-0.003891055
13/08/2012,66.95,-0.009957725
10/08/2012,67.62,0.011602094
09/08/2012,66.84,-0.01189782
08/08/2012,67.64,0.044902109
07/08/2012,64.67,0.022202288
06/08/2012,63.25,0.00873368
03/08/2012,62.7,-0.0028667
02/08/2012,62.88,-0.016247696
01/08/2012,63.91,0.036813973
31/07/2012,61.6,-0.135659808
30/07/2012,70.55,0.000425321
27/07/2012,70.52,0.033451793
26/07/2012,68.2,-0.027050178
25/07/2012,70.07,-0.028281871
24/07/2012,72.08,-0.00498202
23/07/2012,72.44,-0.016158095
20/07/2012,73.62,0.00135925
19/07/2012,73.52,0.001497312
18/07/2012,73.41,-0.00122524
17/07/2012,73.5,-0.013513719
16/07/2012,74.5,-0.012140767
13/07/2012,75.41,0.024159006
12/07/2012,73.61,-0.012018239
11/07/2012,74.5,-0.017826733
10/07/2012,75.84,-0.006178133
09/07/2012,76.31,-0.002225277
06/07/2012,76.48,0.002749593
05/07/2012,76.27,-0.00991528
03/07/2012,77.03,0.000649309
02/07/2012,76.98,-0.005957795
29/06/2012,77.44,-0.027008011
28/06/2012,79.56,0.000251414
27/06/2012,79.54,0.014691247
26/06/2012,78.38,-0.008511771
25/06/2012,79.05,-0.006682241
22/06/2012,79.58,0.01391899
21/06/2012,78.48,-0.019057812
20/06/2012,79.99,0.002002253
19/06/2012,79.83,0.00640907
18/06/2012,79.32,0.007847148
15/06/2012,78.7,-0.00405783
14/06/2012,79.02,0.007877058
13/06/2012,78.4,-0.004327358
12/06/2012,78.74,0.002543236
11/06/2012,78.54,-0.011016256
08/06/2012,79.41,0.029780461
07/06/2012,77.08,-0.024477419
06/06/2012,78.99,0.015565509
05/06/2012,77.77,0.008393102
04/06/2012,77.12,0.015945966
01/06/2012,75.9,-0.006435113
31/05/2012,76.39,-0.005613225
30/05/2012,76.82,-0.010746527
29/05/2012,77.65,0.00477636
25/05/2012,77.28,-0.000388123
24/05/2012,77.31,0.004407578
23/05/2012,76.97,0.001820547
22/05/2012,76.83,0.014156744
21/05/2012,75.75,0.016236715
18/05/2012,74.53,-0.015312196
17/05/2012,75.68,-0.005008578
16/05/2012,76.06,-0.012023145
15/05/2012,76.98,-0.010210105
14/05/2012,77.77,-0.007047246
11/05/2012,78.32,-0.01369537
10/05/2012,79.4,0.003659079
09/05/2012,79.11,-0.028413126
08/05/2012,81.39,0.002090893
07/05/2012,81.22,0.012264012
04/05/2012,80.23,-0.014354906
03/05/2012,81.39,-0.03108808
02/05/2012,83.96,-0.004397179
01/05/2012,84.33,0.044246961
30/04/2012,80.68,-0.084798552
27/04/2012,87.82,-0.015255395
26/04/2012,89.17,0.004946609
25/04/2012,88.73,-0.001238948
24/04/2012,88.84,-0.004492371
23/04/2012,89.24,-0.008480301
20/04/2012,90,0.002781643
19/04/2012,89.75,0.014816749
18/04/2012,88.43,0.0007919
17/04/2012,88.36,0.010237833
16/04/2012,87.46,-0.013063172
13/04/2012,88.61,-0.013896895
12/04/2012,89.85,0.005804236
11/04/2012,89.33,0.0168204
10/04/2012,87.84,-0.015476163
09/04/2012,89.21,-0.022829006
05/04/2012,91.27,0.005052735
04/04/2012,90.81,-0.002090095
03/04/2012,91,-0.009297305
02/04/2012,91.85,-0.006835593
30/03/2012,92.48,0.01021637
29/03/2012,91.54,0.032192812
28/03/2012,88.64,0.00611069
27/03/2012,88.1,0.001249361
26/03/2012,87.99,0.023922935
23/03/2012,85.91,0.007125782
22/03/2012,85.3,0
21/03/2012,85.3,-0.000468823
20/03/2012,85.34,-0.021216957
19/03/2012,87.17,0.006098632
16/03/2012,86.64,-0.004376375
15/03/2012,87.02,-0.003212486
14/03/2012,87.3,0.00390222
13/03/2012,86.96,0.008082252
12/03/2012,86.26,-0.009231545
09/03/2012,87.06,-0.008463965
08/03/2012,87.8,0.015610969
07/03/2012,86.44,0.008481027
06/03/2012,85.71,-0.020440691
05/03/2012,87.48,0.002747254
02/03/2012,87.24,-0.005486982
01/03/2012,87.72,0.00709304
29/02/2012,87.1,-0.016736316
28/02/2012,88.57,-0.000902833
27/02/2012,88.65,-0.003940337
24/02/2012,89,0.013802685
23/02/2012,87.78,-0.015598824
22/02/2012,89.16,-0.010931509
21/02/2012,90.14,0.017119299
17/02/2012,88.61,0.009297119
16/02/2012,87.79,0.003308806
15/02/2012,87.5,-0.012493064
14/02/2012,88.6,0.019488907
13/02/2012,86.89,0.01332349
10/02/2012,85.74,0.006787621
09/02/2012,85.16,0.000117433
08/02/2012,85.15,-0.011907682
07/02/2012,86.17,0.010733973
06/02/2012,85.25,-0.055553999
03/02/2012,90.12,-0.001773836
02/02/2012,90.28,-0.015061022
01/02/2012,91.65,0.029115911
31/01/2012,89.02,0.009367486
30/01/2012,88.19,-0.000793426
27/01/2012,88.26,0.013115316
26/01/2012,87.11,-0.027625441
25/01/2012,89.55,-0.014082397
24/01/2012,90.82,-0.010514883
23/01/2012,91.78,-0.004023275
20/01/2012,92.15,-0.029827429
19/01/2012,94.94,0.004433661
18/01/2012,94.52,-0.010314795
17/01/2012,95.5,0.008306656
13/01/2012,94.71,0.008695707
12/01/2012,93.89,-0.006687568
11/01/2012,94.52,0.002224224
10/01/2012,94.31,0.01130317
09/01/2012,93.25,0.010781776
06/01/2012,92.25,0.00619803
05/01/2012,91.68,0.019272663
04/01/2012,89.93,0.017951789
03/01/2012,88.33,0.008184654
30/12/2011,87.61,-0.007278549
29/12/2011,88.25,0.007050291
28/12/2011,87.63,-0.02479559
27/12/2011,89.83,0.002563675
23/12/2011,89.6,0.014955021
22/12/2011,88.27,0.003859256
21/12/2011,87.93,0.014894867
20/12/2011,86.63,0.022884828
19/12/2011,84.67,-0.000944399
16/12/2011,84.75,0.00188969
15/12/2011,84.59,0.000591261
14/12/2011,84.54,-0.017122501
13/12/2011,86,-0.006259439
12/12/2011,86.54,-0.003575758
09/12/2011,86.85,0.017187742
08/12/2011,85.37,-0.016842259
07/12/2011,86.82,0.002999195
06/12/2011,86.56,-0.003574933
05/12/2011,86.87,-0.025458813
02/12/2011,89.11,0.00089817
01/12/2011,89.03,0.003939007
30/11/2011,88.68,0.036751954
29/11/2011,85.48,0.015562681
28/11/2011,84.16,0.039629542
25/11/2011,80.89,-0.013750984
23/11/2011,82.01,-0.029200032
22/11/2011,84.44,0.005938965
21/11/2011,83.94,-0.013959768
18/11/2011,85.12,0.003884414
17/11/2011,84.79,-0.002826524
16/11/2011,85.03,-0.041804694
15/11/2011,88.66,0.010658906
14/11/2011,87.72,-0.00443611
11/11/2011,88.11,0.017632699
10/11/2011,86.57,0.003007869
09/11/2011,86.31,-0.009685306
08/11/2011,87.15,0
07/11/2011,87.15,0.00656193
04/11/2011,86.58,-0.000461894
03/11/2011,86.62,0.008114105
02/11/2011,85.92,0.025461064
01/11/2011,83.76,-0.013400734
31/10/2011,84.89,0.054964209
28/10/2011,80.35,-0.007192491
27/10/2011,80.93,0.004830628
26/10/2011,80.54,0.01048437
25/10/2011,79.7,-0.002881666
24/10/2011,79.93,0.046609384
21/10/2011,76.29,0.026565515
20/10/2011,74.29,0.002695783
19/10/2011,74.09,0.007179171
18/10/2011,73.56,-0.008932256
17/10/2011,74.22,-0.01271856
14/10/2011,75.17,0.015416888
13/10/2011,74.02,-0.010081408
12/10/2011,74.77,0.040392993
11/10/2011,71.81,-0.007491711
10/10/2011,72.35,0.031450016
07/10/2011,70.11,-0.003843695
06/10/2011,70.38,0.012007005
05/10/2011,69.54,0.016090802
04/10/2011,68.43,-0.010611336
03/10/2011,69.16,-0.050331293
30/09/2011,72.73,-0.031667057
29/09/2011,75.07,-0.016645034
28/09/2011,76.33,-0.039558259
27/09/2011,79.41,0.009870999
26/09/2011,78.63,0.019909462
23/09/2011,77.08,0.010564167
22/09/2011,76.27,0.016791563
21/09/2011,75,-0.02462757
20/09/2011,76.87,-0.030365538
19/09/2011,79.24,-0.002017146
16/09/2011,79.4,0.014461751
15/09/2011,78.26,0.005638149
14/09/2011,77.82,0.015801391
13/09/2011,76.6,0.041311671
12/09/2011,73.5,0.014250721
09/09/2011,72.46,-0.040302953
08/09/2011,75.44,-0.01369163
07/09/2011,76.48,0.032558852
06/09/2011,74.03,-0.002024156
02/09/2011,74.18,-0.02883346
01/09/2011,76.35,-0.016754727
31/08/2011,77.64,0.010878118
30/08/2011,76.8,0.02518427
29/08/2011,74.89,0.021596196
26/08/2011,73.29,0.034706426
25/08/2011,70.79,-0.026210897
24/08/2011,72.67,0.011069713
23/08/2011,71.87,0.031232667
22/08/2011,69.66,-0.001434515
19/08/2011,69.76,-0.032160741
18/08/2011,72.04,-0.030754833
17/08/2011,74.29,-0.003225376
16/08/2011,74.53,0.006596241
15/08/2011,74.04,-0.002293424
12/08/2011,74.21,0.001618342
11/08/2011,74.09,0.060936791
10/08/2011,69.71,-0.028844075
09/08/2011,71.75,0.088850254
08/08/2011,65.65,-0.07721488
05/08/2011,70.92,0.011772351
04/08/2011,70.09,-0.044371118
03/08/2011,73.27,0.002733362
02/08/2011,73.07,0.009764225
01/08/2011,72.36,-0.030218714
29/07/2011,74.58,-0.005615739
28/07/2011,75,0.003071379
27/07/2011,74.77,-0.05629614
26/07/2011,79.1,0
25/07/2011,79.1,-0.006175582
22/07/2011,79.59,-0.003010917
21/07/2011,79.83,0.004771481
20/07/2011,79.45,-0.003643449
19/07/2011,79.74,-0.009113102
18/07/2011,80.47,-0.000993665
15/07/2011,80.55,-0.005324101
14/07/2011,80.98,0.000988387
13/07/2011,80.9,0.006199648
12/07/2011,80.4,0.006613863
11/07/2011,79.87,-0.011824147
08/07/2011,80.82,-0.011319018
07/07/2011,81.74,-0.021901777
06/07/2011,83.55,0.006363712
05/07/2011,83.02,-0.001203804
01/07/2011,83.12,0.031531391
30/06/2011,80.54,-0.012707592
29/06/2011,81.57,-0.011942623
28/06/2011,82.55,0.019943158
27/06/2011,80.92,0.006695623
24/06/2011,80.38,-0.013346713
23/06/2011,81.46,-0.001962228
22/06/2011,81.62,-0.000245008
21/06/2011,81.64,0.017047973
20/06/2011,80.26,0.034864405
17/06/2011,77.51,-0.008862687
16/06/2011,78.2,-0.00089474
15/06/2011,78.27,-0.018230661
14/06/2011,79.71,0.018869679
13/06/2011,78.22,0.000383607
10/06/2011,78.19,-0.022759865
09/06/2011,79.99,0.028917678
08/06/2011,77.71,0.005419368
07/06/2011,77.29,0.002331607
06/06/2011,77.11,-0.01173223
03/06/2011,78.02,-0.025186423
02/06/2011,80.01,0.001250625
01/06/2011,79.91,-0.007728784
31/05/2011,80.53,0.014131418
27/05/2011,79.4,0.001512478
26/05/2011,79.28,0.022449922
25/05/2011,77.52,-0.006172859
24/05/2011,78,-0.015772395
23/05/2011,79.24,-0.006916961
20/05/2011,79.79,0.004396164
19/05/2011,79.44,-0.00764942
18/05/2011,80.05,0.030311115
17/05/2011,77.66,-0.011267725
16/05/2011,78.54,0.002677378
13/05/2011,78.33,-0.002167953
12/05/2011,78.5,0
11/05/2011,78.5,0.004084764
10/05/2011,78.18,0.01404029
09/05/2011,77.09,0.00181771
06/05/2011,76.95,0.022472856
05/05/2011,75.24,-0.000265781
04/05/2011,75.26,-0.002123707
03/05/2011,75.42,-0.013956777
02/05/2011,76.48,0.004718226
29/04/2011,76.12,-0.016029535
28/04/2011,77.35,0.019978467
27/04/2011,75.82,-0.011409212
26/04/2011,76.69,0.053705078
25/04/2011,72.68,0.004689017
21/04/2011,72.34,0.013079357
20/04/2011,71.4,0.011976191
19/04/2011,70.55,0.013269796
18/04/2011,69.62,-0.016524593
15/04/2011,70.78,-0.005775884
14/04/2011,71.19,0.006765353
13/04/2011,70.71,0.001840187
12/04/2011,70.58,0.017580671
11/04/2011,69.35,-0.011184516
08/04/2011,70.13,0.004286946
07/04/2011,69.83,0.002868208
06/04/2011,69.63,-0.010713623
05/04/2011,70.38,-0.008489015
04/04/2011,70.98,0.014045773
01/04/2011,69.99,0.000714643
31/03/2011,69.94,0.016870128
30/03/2011,68.77,0.02996313
29/03/2011,66.74,0.009635726
28/03/2011,66.1,0.000302618
25/03/2011,66.08,-0.003323768
24/03/2011,66.3,0.007722046
23/03/2011,65.79,0.015316581
22/03/2011,64.79,-0.006921507
21/03/2011,65.24,0.005071083
18/03/2011,64.91,0.012245367
17/03/2011,64.12,0.019369159
16/03/2011,62.89,-0.017652153
15/03/2011,64.01,0.007684504
14/03/2011,63.52,-0.014534912
11/03/2011,64.45,0.010293291
10/03/2011,63.79,-0.013391667
09/03/2011,64.65,0.02300031
08/03/2011,63.18,0.00221835
07/03/2011,63.04,-0.023825578
04/03/2011,64.56,0.003413502
03/03/2011,64.34,0.016138227
02/03/2011,63.31,0.000790077
01/03/2011,63.26,-0.027287886
28/02/2011,65.01,0.037775826
25/02/2011,62.6,-0.001915098
24/02/2011,62.72,-0.003183702
23/02/2011,62.92,-0.01623745
22/02/2011,63.95,0.040040439
18/02/2011,61.44,-0.005518599
17/02/2011,61.78,0.020110217
16/02/2011,60.55,0.018165652
15/02/2011,59.46,0.012523433
14/02/2011,58.72,0.007006779
11/02/2011,58.31,-0.004619736
10/02/2011,58.58,0.000170721
09/02/2011,58.57,0.004449015
08/02/2011,58.31,-0.007347321
07/02/2011,58.74,-0.030183378
04/02/2011,60.54,-0.011006271
03/02/2011,61.21,0.037620948
02/02/2011,58.95,-0.009958729
01/02/2011,59.54,0.02672272
31/01/2011,57.97,-0.003616018
28/01/2011,58.18,-0.032135354
27/01/2011,60.08,0.024942311
26/01/2011,58.6,0.010464115
