Date,Close,HUM
04/04/2014,112.21,-0.016615495
03/04/2014,114.09,0.016972033
02/04/2014,112.17,-0.009758772
01/04/2014,113.27,0.004867482
31/03/2014,112.72,-0.003188665
28/03/2014,113.08,0.009061091
27/03/2014,112.06,-0.007733716
26/03/2014,112.93,-0.011183139
25/03/2014,114.2,0.003596653
24/03/2014,113.79,-0.027733817
21/03/2014,116.99,-0.015184582
20/03/2014,118.78,0.015441047
19/03/2014,116.96,0.030469785
18/03/2014,113.45,0.01697894
17/03/2014,111.54,0.01855005
14/03/2014,109.49,-0.001186619
13/03/2014,109.62,-0.012420268
12/03/2014,110.99,0.005692358
11/03/2014,110.36,-0.004700786
10/03/2014,110.88,-0.000360685
07/03/2014,110.92,-0.004946276
06/03/2014,111.47,-0.004386168
05/03/2014,111.96,-0.003477334
04/03/2014,112.35,0.001157768
03/03/2014,112.22,-0.002136373
28/02/2014,112.46,0.016496698
27/02/2014,110.62,0.002806321
26/02/2014,110.31,-0.001630435
25/02/2014,110.49,-0.028550427
24/02/2014,113.69,0.10049556
21/02/2014,102.82,0.005656896
20/02/2014,102.24,0.002546275
19/02/2014,101.98,-0.003230704
18/02/2014,102.31,0.020539875
14/02/2014,100.23,0.032550402
13/02/2014,97.02,0.014848931
12/02/2014,95.59,-0.017422405
11/02/2014,97.27,0.008258538
10/02/2014,96.47,0.005196437
07/02/2014,95.97,-0.007164024
06/02/2014,96.66,0.00987688
05/02/2014,95.71,-0.018221852
04/02/2014,97.47,0.011453461
03/02/2014,96.36,-0.009707811
31/01/2014,97.3,-0.008901681
30/01/2014,98.17,0.016950429
29/01/2014,96.52,0.005193738
28/01/2014,96.02,-0.000208268
27/01/2014,96.04,0.00041658
24/01/2014,96,-0.001977211
23/01/2014,96.19,0.00051994
22/01/2014,96.14,0.005005224
21/01/2014,95.66,-0.009467896
17/01/2014,96.57,0.004254663
16/01/2014,96.16,-0.010036817
15/01/2014,97.13,0.003506604
14/01/2014,96.79,0.007883041
13/01/2014,96.03,-0.00963788
10/01/2014,96.96,-0.020720313
09/01/2014,98.99,-0.004133279
08/01/2014,99.4,-0.011503003
07/01/2014,100.55,-0.002086335
06/01/2014,100.76,-0.009875648
03/01/2014,101.76,-0.010557283
02/01/2014,102.84,-0.00368825
31/12/2013,103.22,0.007194975
30/12/2013,102.48,-0.00554665
27/12/2013,103.05,-0.004647118
26/12/2013,103.53,0.002611346
24/12/2013,103.26,0.00184171
23/12/2013,103.07,0.011514569
20/12/2013,101.89,0.00196483
19/12/2013,101.69,0.0094853
18/12/2013,100.73,0.016616999
17/12/2013,99.07,-0.01044291
16/12/2013,100.11,0.001999801
13/12/2013,99.91,-0.005589395
12/12/2013,100.47,-0.014427128
11/12/2013,101.93,-0.01654056
10/12/2013,103.63,-0.007594365
09/12/2013,104.42,0.004030329
06/12/2013,104,0.020300828
05/12/2013,101.91,-0.017990469
04/12/2013,103.76,-0.00959148
03/12/2013,104.76,-0.004666453
02/12/2013,105.25,0.012043732
29/11/2013,103.99,0.002021467
27/11/2013,103.78,-0.001059373
26/11/2013,103.89,0.00395429
25/11/2013,103.48,0.021785651
22/11/2013,101.25,0.015226447
21/11/2013,99.72,-0.005600015
20/11/2013,100.28,0.016489414
19/11/2013,98.64,0
18/11/2013,98.64,0.003758066
15/11/2013,98.27,0.008276755
14/11/2013,97.46,0.009173903
13/11/2013,96.57,0.001969423
12/11/2013,96.38,0.002389239
11/11/2013,96.15,0.010034578
08/11/2013,95.19,-0.003041907
07/11/2013,95.48,-0.004076306
06/11/2013,95.87,0.020230381
05/11/2013,93.95,-0.00191408
04/11/2013,94.13,0.011969791
01/11/2013,93.01,0.00928933
31/10/2013,92.15,0.010253144
30/10/2013,91.21,-0.004812434
29/10/2013,91.65,0.000545703
28/10/2013,91.6,0.000655236
25/10/2013,91.54,0.002296715
24/10/2013,91.33,-0.005895214
23/10/2013,91.87,-0.0102876
22/10/2013,92.82,0.014323162
21/10/2013,91.5,0.002955182
18/10/2013,91.23,-0.028313973
17/10/2013,93.85,-0.029191489
16/10/2013,96.63,0.018908895
15/10/2013,94.82,-0.008924412
14/10/2013,95.67,0.000209074
11/10/2013,95.65,-0.001149365
10/10/2013,95.76,0.026990049
09/10/2013,93.21,0.002255519
08/10/2013,93,-0.018220098
07/10/2013,94.71,-0.019137839
04/10/2013,96.54,0.022628244
03/10/2013,94.38,-0.005178347
02/10/2013,94.87,-0.005046799
01/10/2013,95.35,0.021412732
30/09/2013,93.33,-0.005875771
27/09/2013,93.88,0.001065757
26/09/2013,93.78,-0.010184684
25/09/2013,94.74,-0.013211894
24/09/2013,96,0.007423318
23/09/2013,95.29,-0.002515461
20/09/2013,95.53,0.008620743
19/09/2013,94.71,-0.02337579
18/09/2013,96.95,-0.026966783
17/09/2013,99.6,0.000401687
16/09/2013,99.56,0.013347013
13/09/2013,98.24,0.00520489
12/09/2013,97.73,-0.002452735
11/09/2013,97.97,0.009022926
10/09/2013,97.09,0.017140606
09/09/2013,95.44,-0.002093365
06/09/2013,95.64,-0.006461721
05/09/2013,96.26,0.016338864
04/09/2013,94.7,0.003702728
03/09/2013,94.35,0.024353507
30/08/2013,92.08,-0.011982655
29/08/2013,93.19,0.003978286
28/08/2013,92.82,0.001293661
27/08/2013,92.7,-0.01232929
26/08/2013,93.85,-0.00510151
23/08/2013,94.33,0.009051763
22/08/2013,93.48,0.021299254
21/08/2013,91.51,-0.001965066
20/08/2013,91.69,-0.000218103
19/08/2013,91.71,0.001964637
16/08/2013,91.53,0.001530724
15/08/2013,91.39,-0.014016636
14/08/2013,92.68,-0.007417395
13/08/2013,93.37,0.000749987
12/08/2013,93.3,-0.000964165
09/08/2013,93.39,-0.004273967
08/08/2013,93.79,0.020901429
07/08/2013,91.85,0.000762403
06/08/2013,91.78,0.005791417
05/08/2013,91.25,0.015016292
02/08/2013,89.89,-0.01567361
01/08/2013,91.31,0.000547735
31/07/2013,91.26,0.022159116
30/07/2013,89.26,-0.015342158
29/07/2013,90.64,0.009979016
26/07/2013,89.74,-0.006885091
25/07/2013,90.36,-0.013302016
24/07/2013,91.57,0.010759875
23/07/2013,90.59,0.006645279
22/07/2013,89.99,0.010163711
19/07/2013,89.08,0.008341836
18/07/2013,88.34,0.033495679
17/07/2013,85.43,0.003165487
16/07/2013,85.16,0.000704804
15/07/2013,85.1,-0.005040156
12/07/2013,85.53,-0.007802986
11/07/2013,86.2,0.01484279
10/07/2013,84.93,-0.002939277
09/07/2013,85.18,0.010740735
08/07/2013,84.27,0.007025929
05/07/2013,83.68,0.007557164
03/07/2013,83.05,0.001445958
02/07/2013,82.93,-0.026887178
01/07/2013,85.19,0.009553649
28/06/2013,84.38,-0.009318852
27/06/2013,85.17,0.01192951
26/06/2013,84.16,-0.002966129
25/06/2013,84.41,-0.002248389
24/06/2013,84.6,-0.003657605
21/06/2013,84.91,0.015189565
20/06/2013,83.63,-0.006317442
19/06/2013,84.16,0.006676229
18/06/2013,83.6,0.016401718
17/06/2013,82.24,0.016057218
14/06/2013,80.93,-0.006527519
13/06/2013,81.46,0.006774676
12/06/2013,80.91,-0.00591499
11/06/2013,81.39,-0.004658013
10/06/2013,81.77,0.00921439
07/06/2013,81.02,0.012919434
06/06/2013,79.98,0.009800305
05/06/2013,79.2,-0.012297808
04/06/2013,80.18,-0.005596681
03/06/2013,80.63,-0.001858621
31/05/2013,80.78,-0.027472578
30/05/2013,83.03,0.022040466
29/05/2013,81.22,0.008283413
28/05/2013,80.55,0.020316726
24/05/2013,78.93,-0.011463248
23/05/2013,79.84,0.008427193
22/05/2013,79.17,-0.004411123
21/05/2013,79.52,-0.001256755
20/05/2013,79.62,-0.010370556
17/05/2013,80.45,0.013767426
16/05/2013,79.35,-0.001888575
15/05/2013,79.5,0.000125794
14/05/2013,79.49,-0.003516266
13/05/2013,79.77,-0.004003508
10/05/2013,80.09,0.025673241
09/05/2013,78.06,-0.008546515
08/05/2013,78.73,0.023778513
07/05/2013,76.88,0.018245568
06/05/2013,75.49,0.020881498
03/05/2013,73.93,-0.018494229
02/05/2013,75.31,-0.029438902
01/05/2013,77.56,0.045501354
30/04/2013,74.11,0.013448549
29/04/2013,73.12,-0.005047415
26/04/2013,73.49,0.006005204
25/04/2013,73.05,0.013090094
24/04/2013,72.1,-0.010760209
23/04/2013,72.88,0.007713537
22/04/2013,72.32,-0.010043422
19/04/2013,73.05,0.011565598
18/04/2013,72.21,-0.031891501
17/04/2013,74.55,-0.022547374
16/04/2013,76.25,0.004073861
15/04/2013,75.94,-0.021108276
12/04/2013,77.56,-0.016114941
11/04/2013,78.82,-0.000126863
10/04/2013,78.83,0.010200267
09/04/2013,78.03,0.004624286
08/04/2013,77.67,-0.007695305
05/04/2013,78.27,-0.016849705
04/04/2013,79.6,-0.002634717
03/04/2013,79.81,0.008809521
02/04/2013,79.11,0.053084544
01/04/2013,75.02,0.082055307
28/03/2013,69.11,0.00565916
27/03/2013,68.72,0.029835325
26/03/2013,66.7,0
25/03/2013,66.7,-0.005979091
22/03/2013,67.1,-0.018603814
21/03/2013,68.36,-0.015819211
20/03/2013,69.45,-0.011737896
19/03/2013,70.27,-0.001279955
18/03/2013,70.36,0.008134187
15/03/2013,69.79,0.008056438
14/03/2013,69.23,0.005649323
13/03/2013,68.84,0.004367455
12/03/2013,68.54,0.003068608
11/03/2013,68.33,0.004400124
08/03/2013,68.03,0.009452145
07/03/2013,67.39,0.00580402
06/03/2013,67,-0.006545694
05/03/2013,67.44,0.00878701
04/03/2013,66.85,-0.015290137
01/03/2013,67.88,-0.005582503
28/02/2013,68.26,-0.013821417
27/02/2013,69.21,0.003618734
26/02/2013,68.96,-0.010099639
25/02/2013,69.66,-0.013545513
22/02/2013,70.61,-0.028481612
21/02/2013,72.65,0.000688468
20/02/2013,72.6,-0.005631496
19/02/2013,73.01,-0.065984195
15/02/2013,77.99,0.002053652
14/02/2013,77.83,-0.003335047
13/02/2013,78.09,-0.014114291
12/02/2013,79.2,-0.012297808
11/02/2013,80.18,-0.014486726
08/02/2013,81.35,-0.002087555
07/02/2013,81.52,0.003440652
06/02/2013,81.24,0.007536948
05/02/2013,80.63,0.02219666
04/02/2013,78.86,0.045530203
01/02/2013,75.35,0.013225762
31/01/2013,74.36,-0.000134472
30/01/2013,74.37,-0.002014911
29/01/2013,74.52,-0.003215437
28/01/2013,74.76,-0.002271362
25/01/2013,74.93,0.014382935
24/01/2013,73.86,0.017482008
23/01/2013,72.58,0.008995978
22/01/2013,71.93,0.007395555
18/01/2013,71.4,-0.001539431
17/01/2013,71.51,0.010543431
16/01/2013,70.76,-0.011521836
15/01/2013,71.58,0.018897756
14/01/2013,70.24,0.00972826
11/01/2013,69.56,0.004610959
10/01/2013,69.24,0.034230298
09/01/2013,66.91,0.013542187
08/01/2013,66.01,-0.01905677
07/01/2013,67.28,-0.002820039
04/01/2013,67.47,0.01824759
03/01/2013,66.25,-0.032521984
02/01/2013,68.44,-0.002772308
31/12/2012,68.63,0.016454022
28/12/2012,67.51,-0.00723197
27/12/2012,68,-0.005865119
26/12/2012,68.4,0.004101969
24/12/2012,68.12,-0.003955759
21/12/2012,68.39,0.002342264
20/12/2012,68.23,0.006174674
19/12/2012,67.81,-0.007639232
18/12/2012,68.33,0.022645828
17/12/2012,66.8,0.010383059
14/12/2012,66.11,-0.011430415
13/12/2012,66.87,-0.010857547
12/12/2012,67.6,-0.003101694
11/12/2012,67.81,0.012017057
10/12/2012,67,0.005237573
