Date,Close,SPLS
17/09/2013,14.96,0.013459153
16/09/2013,14.76,0.022611446
13/09/2013,14.43,-0.009655247
12/09/2013,14.57,-0.01092161
11/09/2013,14.73,0.012295237
10/09/2013,14.55,0.020834087
09/09/2013,14.25,0.012712036
06/09/2013,14.07,0.002134473
05/09/2013,14.04,0.011461444
04/09/2013,13.88,0.003608809
03/09/2013,13.83,-0.00576786
30/08/2013,13.91,-0.01001439
29/08/2013,14.05,-0.004969836
28/08/2013,14.12,0.007820872
27/08/2013,14.01,-0.02537134
26/08/2013,14.37,0.011900735
23/08/2013,14.2,0.009197093
22/08/2013,14.07,-0.01411456
21/08/2013,14.27,-0.165597577
20/08/2013,16.84,0.025866104
19/08/2013,16.41,-0.025866104
16/08/2013,16.84,0.006553494
15/08/2013,16.73,-0.02596016
14/08/2013,17.17,-0.000582242
13/08/2013,17.18,-0.003486349
12/08/2013,17.24,0.016964431
09/08/2013,16.95,0.005323881
08/08/2013,16.86,0.004160481
07/08/2013,16.79,-0.017124717
06/08/2013,17.08,-0.008163311
05/08/2013,17.22,0.012858155
02/08/2013,17,-0.011114475
01/08/2013,17.19,0.009938696
31/07/2013,17.02,0.007075501
30/07/2013,16.9,0.02213671
29/07/2013,16.53,-0.000604778
26/07/2013,16.54,0.002421309
25/07/2013,16.5,0.023299644
24/07/2013,16.12,-0.026929412
23/07/2013,16.56,-0.002412546
22/07/2013,16.6,0.007862151
19/07/2013,16.47,-0.007862151
18/07/2013,16.6,0.003016594
17/07/2013,16.55,0.002419844
16/07/2013,16.51,-0.007843177
15/07/2013,16.64,-0.00539408
12/07/2013,16.73,0.003592818
11/07/2013,16.67,0.018771366
10/07/2013,16.36,0.003060915
09/07/2013,16.31,0.01856489
08/07/2013,16.01,0.001875587
05/07/2013,15.98,0.005018831
03/07/2013,15.9,-0.024845999
02/07/2013,16.3,0.016079505
01/07/2013,16.04,0.010655068
28/06/2013,15.87,0.008225292
27/06/2013,15.74,0.003819228
26/06/2013,15.68,-0.009520859
25/06/2013,15.83,0.028188926
24/06/2013,15.39,-0.012911735
21/06/2013,15.59,-0.001282051
20/06/2013,15.61,-0.027797115
19/06/2013,16.05,-0.026438675
18/06/2013,16.48,0.003038592
17/06/2013,16.43,0.02402333
14/06/2013,16.04,0.022062036
13/06/2013,15.69,0.009606222
12/06/2013,15.54,0.00128783
11/06/2013,15.52,0.000644538
10/06/2013,15.51,0.001936109
07/06/2013,15.48,0.030166222
06/06/2013,15.02,0.023578054
05/06/2013,14.67,-0.029552184
04/06/2013,15.11,0.02275868
03/06/2013,14.77,-0.016118549
31/05/2013,15.01,0.002000668
30/05/2013,14.98,-0.001334223
29/05/2013,15,0.004008021
28/05/2013,14.94,0
24/05/2013,14.94,-0.006671139
23/05/2013,15.04,-0.008606475
22/05/2013,15.17,0.028076711
21/05/2013,14.75,0.005438491
20/05/2013,14.67,0.010966525
17/05/2013,14.51,0.015278075
16/05/2013,14.29,-0.011134423
15/05/2013,14.45,-0.002073972
14/05/2013,14.48,0.020935866
13/05/2013,14.18,0.00778765
10/05/2013,14.07,0.007132698
09/05/2013,13.97,0.002149768
08/05/2013,13.94,0.00143575
07/05/2013,13.92,0.003598421
06/05/2013,13.87,0.025558164
03/05/2013,13.52,0.028509058
02/05/2013,13.14,0.004576667
01/05/2013,13.08,-0.011402632
30/04/2013,13.23,0.02371048
29/04/2013,12.92,0.007770047
26/04/2013,12.82,-0.004669269
25/04/2013,12.88,0.026752185
24/04/2013,12.54,0.011227063
23/04/2013,12.4,-0.045713239
22/04/2013,12.98,0.003086422
19/04/2013,12.94,0.018721296
18/04/2013,12.7,0.006319136
17/04/2013,12.62,-0.035801489
16/04/2013,13.08,-0.010646488
15/04/2013,13.22,-0.035664998
12/04/2013,13.7,-0.006547859
11/04/2013,13.79,-0.002896454
10/04/2013,13.83,0.029349135
09/04/2013,13.43,0.005225842
08/04/2013,13.36,0.019652938
05/04/2013,13.1,-0.020401161
04/04/2013,13.37,0.022693863
03/04/2013,13.07,0
02/04/2013,13.07,-0.007621988
01/04/2013,13.17,-0.018804616
28/03/2013,13.42,0.004480963
27/03/2013,13.36,0.003749536
26/03/2013,13.31,-0.011949358
25/03/2013,13.47,-0.004444452
22/03/2013,13.53,0.004444452
21/03/2013,13.47,-0.002965162
20/03/2013,13.51,0.003707828
19/03/2013,13.46,0.001486989
18/03/2013,13.44,0.002980628
15/03/2013,13.4,-0.006693963
14/03/2013,13.49,-0.006649452
13/03/2013,13.58,0.042111485
12/03/2013,13.02,-0.008413052
11/03/2013,13.13,0.013031997
08/03/2013,12.96,0.015552413
07/03/2013,12.76,0.033469259
06/03/2013,12.34,-0.074165854
05/03/2013,13.29,0.018223739
04/03/2013,13.05,0.004608303
01/03/2013,12.99,-0.013761685
28/02/2013,13.17,-0.006056037
27/02/2013,13.25,0.002266718
26/02/2013,13.22,-0.023917433
25/02/2013,13.54,0.020142419
22/02/2013,13.27,-0.001506024
21/02/2013,13.29,-0.02305792
20/02/2013,13.6,-0.074370543
19/02/2013,14.65,0.123344547
15/02/2013,12.95,0.005420067
14/02/2013,12.88,0.000776699
13/02/2013,12.87,-0.013122535
12/02/2013,13.04,-0.009919959
11/02/2013,13.17,0.014531804
08/02/2013,12.98,-0.013772215
07/02/2013,13.16,-0.022540398
06/02/2013,13.46,-0.005925943
05/02/2013,13.54,0.015631133
04/02/2013,13.33,-0.013413018
01/02/2013,13.51,0.001481482
31/01/2013,13.49,0.000741565
30/01/2013,13.48,-0.013264749
29/01/2013,13.66,0.021458463
28/01/2013,13.37,0.030374393
25/01/2013,12.97,0.009295187
24/01/2013,12.85,-0.006979478
23/01/2013,12.94,-0.01609847
22/01/2013,13.15,0.011472401
18/01/2013,13,0.015504187
17/01/2013,12.8,0.01733692
16/01/2013,12.58,0.017642799
15/01/2013,12.36,0.016313575
14/01/2013,12.16,0.014913284
11/01/2013,11.98,0.020236778
10/01/2013,11.74,0.002558637
09/01/2013,11.71,-0.006808537
08/01/2013,11.79,-0.016821254
07/01/2013,11.99,0.019369027
04/01/2013,11.76,0.000850702
03/01/2013,11.75,0.02324685
02/01/2013,11.48,0.006993035
31/12/2012,11.4,0.026668247
28/12/2012,11.1,-0.010752792
27/12/2012,11.22,0.001784122
26/12/2012,11.2,-0.007117468
24/12/2012,11.28,-0.021921088
21/12/2012,11.53,-0.018900906
20/12/2012,11.75,-0.030178317
19/12/2012,12.11,0.002480365
18/12/2012,12.08,0.025148014
17/12/2012,11.78,0.007669403
14/12/2012,11.69,-0.009365756
13/12/2012,11.8,0.00851069
12/12/2012,11.7,0.002567396
11/12/2012,11.67,0.029567371
10/12/2012,11.33,-0.00615928
07/12/2012,11.4,-0.006121576
06/12/2012,11.47,0.015817553
05/12/2012,11.29,-0.00441892
04/12/2012,11.34,-0.00790518
03/12/2012,11.43,-0.023347364
30/11/2012,11.7,-0.005115101
29/11/2012,11.76,-0.014352294
28/11/2012,11.93,0.011804522
27/11/2012,11.79,0
26/11/2012,11.79,-0.010126669
23/11/2012,11.91,0.009278852
21/11/2012,11.8,0.005097717
20/11/2012,11.74,-0.039253474
19/11/2012,12.21,0.040105625
16/11/2012,11.73,-0.016067999
15/11/2012,11.92,0.031532225
14/11/2012,11.55,0.026317308
13/11/2012,11.25,0.014324327
12/11/2012,11.09,-0.005395697
09/11/2012,11.15,-0.01247788
08/11/2012,11.29,-0.036525799
07/11/2012,11.71,-0.001706485
06/11/2012,11.73,0.013734121
05/11/2012,11.57,0.00868061
02/11/2012,11.47,-0.020708246
01/11/2012,11.71,0.016358522
31/10/2012,11.52,0.006968669
26/10/2012,11.44,0.002625822
25/10/2012,11.41,0.016792264
24/10/2012,11.22,-0.00798939
23/10/2012,11.31,-0.007926065
22/10/2012,11.4,0.015024587
19/10/2012,11.23,-0.028096668
18/10/2012,11.55,-0.00345722
17/10/2012,11.59,0.025339932
16/10/2012,11.3,0.008888947
15/10/2012,11.2,0.00896867
12/10/2012,11.1,-0.030170878
11/10/2012,11.44,-0.001746725
10/10/2012,11.46,-0.019015266
09/10/2012,11.68,-0.001710864
08/10/2012,11.7,0.006000875
05/10/2012,11.63,0.008635632
04/10/2012,11.53,0.016616036
03/10/2012,11.34,-0.009653432
02/10/2012,11.45,-0.013877066
01/10/2012,11.61,0.00778214
28/09/2012,11.52,-0.013793322
27/09/2012,11.68,0.023387814
26/09/2012,11.41,-0.033609368
25/09/2012,11.8,-0.045556532
24/09/2012,12.35,-0.000809389
21/09/2012,12.36,0.001619434
20/09/2012,12.34,0.015516849
19/09/2012,12.15,0.017435062
18/09/2012,11.94,-0.001673641
17/09/2012,11.96,-0.02068754
14/09/2012,12.21,0.02068754
13/09/2012,11.96,0.035748487
12/09/2012,11.54,0.014840953
11/09/2012,11.37,0.010610179
10/09/2012,11.25,-0.034079314
07/09/2012,11.64,0.014712511
06/09/2012,11.47,0.032789823
05/09/2012,11.1,0.021858794
04/09/2012,10.86,-0.005509656
31/08/2012,10.92,0.011049836
30/08/2012,10.8,-0.007380107
29/08/2012,10.88,0.020427823
28/08/2012,10.66,-0.003745323
27/08/2012,10.7,-0.013921339
24/08/2012,10.85,-0.011910356
23/08/2012,10.98,-0.012669853
22/08/2012,11.12,-0.008060948
21/08/2012,11.21,-0.002672607
20/08/2012,11.24,-0.008857454
17/08/2012,11.34,-0.00352113
16/08/2012,11.38,-0.009619663
15/08/2012,11.49,-0.158245232
14/08/2012,13.46,0.007457156
13/08/2012,13.36,-0.003735529
10/08/2012,13.41,0.007485065
09/08/2012,13.31,-0.001501502
08/08/2012,13.33,0.002253099
07/08/2012,13.3,0.016679689
06/08/2012,13.08,0.011534153
03/08/2012,12.93,0.032222827
02/08/2012,12.52,-0.011909629
01/08/2012,12.67,-0.005509656
31/07/2012,12.74,0
30/07/2012,12.74,0.02142089
27/07/2012,12.47,0.004017683
26/07/2012,12.42,0.021978907
25/07/2012,12.15,-0.01308277
24/07/2012,12.31,-0.012913819
23/07/2012,12.47,0
20/07/2012,12.47,-0.022989518
19/07/2012,12.76,-0.002348338
18/07/2012,12.79,0.012588679
17/07/2012,12.63,0.007949167
16/07/2012,12.53,0.00962317
13/07/2012,12.41,-0.002414488
12/07/2012,12.44,-0.023044325
11/07/2012,12.73,-0.018677586
10/07/2012,12.97,-0.005382558
09/07/2012,13.04,-0.013709278
06/07/2012,13.22,0.003789319
05/07/2012,13.17,0
03/07/2012,13.17,0.011454879
02/07/2012,13.02,-0.002301497
29/06/2012,13.05,0.035885286
28/06/2012,12.59,-0.005544569
27/06/2012,12.66,0.004750603
26/06/2012,12.6,0.028987537
25/06/2012,12.24,-0.040821995
22/06/2012,12.75,0.008664883
21/06/2012,12.64,-0.030388002
20/06/2012,13.03,0.00307456
19/06/2012,12.99,0.019433181
18/06/2012,12.74,0.005509656
15/06/2012,12.67,0.003162058
14/06/2012,12.63,0.007151401
13/06/2012,12.54,-0.017391743
12/06/2012,12.76,0.015002255
11/06/2012,12.57,-0.022808696
08/06/2012,12.86,0.00624027
07/06/2012,12.78,-0.010895049
06/06/2012,12.92,0.014029848
05/06/2012,12.74,-0.001568628
04/06/2012,12.76,0
01/06/2012,12.76,-0.029345735
31/05/2012,13.14,-0.017352378
30/05/2012,13.37,-0.017056402
29/05/2012,13.6,0.014069095
25/05/2012,13.41,-0.005947973
24/05/2012,13.49,-0.011790851
23/05/2012,13.65,0.002934705
22/05/2012,13.61,0.019288432
21/05/2012,13.35,0.021196857
18/05/2012,13.07,-0.011411307
17/05/2012,13.22,-0.050877172
16/05/2012,13.91,-0.058635077
15/05/2012,14.75,-0.02278919
14/05/2012,15.09,0.011329678
11/05/2012,14.92,-0.002677378
10/05/2012,14.96,0.002007361
09/05/2012,14.93,-0.00467759
08/05/2012,15,0.010723963
07/05/2012,14.84,-0.001346802
04/05/2012,14.86,-0.017345331
03/05/2012,15.12,-0.009216655
02/05/2012,15.26,0.007234494
01/05/2012,15.15,-0.016366977
30/04/2012,15.4,-0.023107575
27/04/2012,15.76,0.013414446
26/04/2012,15.55,0.010342691
25/04/2012,15.39,0.009138445
24/04/2012,15.25,-0.002619517
23/04/2012,15.29,-0.023910671
20/04/2012,15.66,0
19/04/2012,15.66,-0.019602272
18/04/2012,15.97,-0.000625978
17/04/2012,15.98,0.019589884
16/04/2012,15.67,0.008974419
13/04/2012,15.53,-0.008336053
12/04/2012,15.66,0.001917546
11/04/2012,15.63,0.009643276
10/04/2012,15.48,-0.028027312
09/04/2012,15.92,-0.008755528
05/04/2012,16.06,-0.000622471
04/04/2012,16.07,-0.026406201
03/04/2012,16.5,0
02/04/2012,16.5,0.018966613
30/03/2012,16.19,-0.020178
29/03/2012,16.52,-0.000605144
28/03/2012,16.53,-0.005429878
27/03/2012,16.62,-0.013150219
26/03/2012,16.84,0.015559859
23/03/2012,16.58,-0.009603915
22/03/2012,16.74,0.00599163
21/03/2012,16.64,-0.00778214
20/03/2012,16.77,0.018658381
19/03/2012,16.46,0.002433091
16/03/2012,16.42,-0.004254033
15/03/2012,16.49,0.033295307
14/03/2012,15.95,0.026041484
13/03/2012,15.54,0.009049836
12/03/2012,15.4,0
09/03/2012,15.4,0.001299545
08/03/2012,15.38,-0.001948685
07/03/2012,15.41,0.002599092
06/03/2012,15.37,0.021039566
05/03/2012,15.05,-0.020388737
02/03/2012,15.36,-0.001301236
01/03/2012,15.38,0.047945268
29/02/2012,14.66,-0.087466026
28/02/2012,16,0.048665172
27/02/2012,15.24,-0.002621233
24/02/2012,15.28,-0.005221944
23/02/2012,15.36,0.006531702
22/02/2012,15.26,0.005915232
21/02/2012,15.17,0.001319261
17/02/2012,15.15,0.000660284
16/02/2012,15.14,0.006626929
15/02/2012,15.04,0.009352106
14/02/2012,14.9,0.000671366
13/02/2012,14.89,0.008769028
10/02/2012,14.76,0.003393285
09/02/2012,14.71,-0.012162312
08/02/2012,14.89,-0.004690126
07/02/2012,14.96,0.005361943
06/02/2012,14.88,0.007419933
03/02/2012,14.77,0.01913934
02/02/2012,14.49,-0.013708234
01/02/2012,14.69,0.004092775
31/01/2012,14.63,-0.040192952
30/01/2012,15.23,-0.04994636
27/01/2012,16.01,0.003754698
26/01/2012,15.95,-0.014934938
25/01/2012,16.19,0.008684918
24/01/2012,16.05,0.015066198
23/01/2012,15.81,-0.011946071
20/01/2012,16,0.003129893
19/01/2012,15.95,0.031849826
18/01/2012,15.45,0.029558802
17/01/2012,15,0.007360354
13/01/2012,14.89,-0.012016166
12/01/2012,15.07,0.003323366
11/01/2012,15.02,0
10/01/2012,15.02,0.01273049
09/01/2012,14.83,0.021814089
06/01/2012,14.51,0.006221935
05/01/2012,14.42,-0.002078283
04/01/2012,14.45,0.01604499
03/01/2012,14.22,0.023480268
30/12/2011,13.89,-0.002875631
29/12/2011,13.93,0
28/12/2011,13.93,-0.0163763
27/12/2011,14.16,-0.001411433
23/12/2011,14.18,0.008498635
22/12/2011,14.06,0
21/12/2011,14.06,-0.01272102
20/12/2011,14.24,0.031386314
19/12/2011,13.8,-0.020086759
16/12/2011,14.08,0.004270469
15/12/2011,14.02,-0.012757083
14/12/2011,14.2,-0.009113277
13/12/2011,14.33,-0.025492252
12/12/2011,14.7,0.002042902
09/12/2011,14.67,0.00890112
08/12/2011,14.54,-0.023114557
07/12/2011,14.88,0
06/12/2011,14.88,-0.016661498
05/12/2011,15.13,0.054324286
02/12/2011,14.33,0.00069808
01/12/2011,14.32,-0.006265248
30/11/2011,14.41,0.011867504
29/11/2011,14.24,0.011299555
28/11/2011,14.08,0.028820439
25/11/2011,13.68,-0.01235032
23/11/2011,13.85,-0.019306999
22/11/2011,14.12,0.008534902
21/11/2011,14,-0.007117468
18/11/2011,14.1,0.001419447
17/11/2011,14.08,-0.022472856
16/11/2011,14.4,-0.028074422
15/11/2011,14.81,-0.037114929
14/11/2011,15.37,-0.003896109
11/11/2011,15.43,0.059410194
10/11/2011,14.54,-0.00890112
09/11/2011,14.67,-0.041394428
08/11/2011,15.29,0.026509173
07/11/2011,14.89,0.001344086
04/11/2011,14.87,0.003368141
03/11/2011,14.82,0.030139268
02/11/2011,14.38,0.007678921
01/11/2011,14.27,-0.047220541
31/10/2011,14.96,0.008053735
28/10/2011,14.84,0.000674082
27/10/2011,14.83,0.01152946
26/10/2011,14.66,0.013045156
25/10/2011,14.47,-0.041954732
24/10/2011,15.09,0.013342426
21/10/2011,14.89,0.010803616
20/10/2011,14.73,0.008864702
19/10/2011,14.6,-0.012253387
18/10/2011,14.78,0.03022208
17/10/2011,14.34,-0.036292925
14/10/2011,14.87,0.008102678
13/10/2011,14.75,-0.003384098
12/10/2011,14.8,0.027398974
11/10/2011,14.4,-0.013793322
10/10/2011,14.6,0.027075587
07/10/2011,14.21,-0.007711219
06/10/2011,14.32,0.034094211
05/10/2011,13.84,0.042810965
04/10/2011,13.26,0.036088369
03/10/2011,12.79,-0.03910042
30/09/2011,13.3,-0.034001797
29/09/2011,13.76,0.001454546
28/09/2011,13.74,0.002915454
27/09/2011,13.7,0.019160498
26/09/2011,13.44,0.016504501
23/09/2011,13.22,0.007593051
22/09/2011,13.12,-0.024841323
21/09/2011,13.45,-0.049321091
20/09/2011,14.13,-0.02515856
19/09/2011,14.49,-0.024541109
16/09/2011,14.85,-0.006042314
15/09/2011,14.94,0.023020651
14/09/2011,14.6,0.035556203
13/09/2011,14.09,0.015016371
12/09/2011,13.88,0.022587481
09/09/2011,13.57,-0.026183314
08/09/2011,13.93,-0.026913806
07/09/2011,14.31,0.048685348
06/09/2011,13.63,-0.013119722
02/09/2011,13.81,-0.043223164
01/09/2011,14.42,-0.021948755
31/08/2011,14.74,0.012286844
30/08/2011,14.56,-0.020394997
29/08/2011,14.86,0.025904652
26/08/2011,14.48,0.01250885
25/08/2011,14.3,-0.015267472
24/08/2011,14.52,0.017367578
23/08/2011,14.27,0.032766464
22/08/2011,13.81,0.0197447
19/08/2011,13.54,-0.002213206
18/08/2011,13.57,-0.051698518
17/08/2011,14.29,0.004910568
16/08/2011,14.22,0.037253592
15/08/2011,13.7,0.016188727
12/08/2011,13.48,0.028594875
11/08/2011,13.1,0.047683906
10/08/2011,12.49,-0.056045794
09/08/2011,13.21,0.005313105
08/08/2011,13.14,-0.087391822
05/08/2011,14.34,-0.015911785
04/08/2011,14.57,-0.053452937
03/08/2011,15.37,0.010464451
02/08/2011,15.21,-0.004591677
01/08/2011,15.28,-0.049786925
29/07/2011,16.06,0.003118182
28/07/2011,16.01,0.003127935
27/07/2011,15.96,-0.022305758
26/07/2011,16.32,0.02293252
25/07/2011,15.95,0.013253586
22/07/2011,15.74,0
21/07/2011,15.74,0.012144604
20/07/2011,15.55,0.002575661
19/07/2011,15.51,0.024805449
18/07/2011,15.13,-0.0046159
15/07/2011,15.2,0
14/07/2011,15.2,-0.018899227
13/07/2011,15.49,0.003880988
12/07/2011,15.43,0.010423547
11/07/2011,15.27,-0.019455867
08/07/2011,15.57,-0.020973123
07/07/2011,15.9,0.010113866
06/07/2011,15.74,-0.007594973
05/07/2011,15.86,-0.003775964
01/07/2011,15.92,0.00756624
30/06/2011,15.8,0.012739026
29/06/2011,15.6,0.001282874
28/06/2011,15.58,0.015524245
27/06/2011,15.34,0.001957586
24/06/2011,15.31,0.001961426
23/06/2011,15.28,-0.012357881
22/06/2011,15.47,0.000646621
21/06/2011,15.46,0.003888534
20/06/2011,15.4,0.003252035
17/06/2011,15.35,0.019737483
16/06/2011,15.05,0.003994679
15/06/2011,14.99,-0.017196191
14/06/2011,15.25,0.018531305
13/06/2011,14.97,0.012096922
10/06/2011,14.79,-0.026027495
09/06/2011,15.18,0.013930574
08/06/2011,14.97,-0.026369359
07/06/2011,15.37,-0.005191446
06/06/2011,15.45,-0.023665959
03/06/2011,15.82,-0.037225142
02/06/2011,16.42,-0.006676808
01/06/2011,16.53,-0.017391743
31/05/2011,16.82,0.015578506
27/05/2011,16.56,0.007272759
26/05/2011,16.44,-0.00847976
25/05/2011,16.58,-0.022660481
24/05/2011,16.96,0.014850288
23/05/2011,16.71,0.020556951
20/05/2011,16.37,-0.013952304
19/05/2011,16.6,-0.001805598
18/05/2011,16.63,-0.166869045
17/05/2011,19.65,-0.013646914
16/05/2011,19.92,-0.016430541
13/05/2011,20.25,-0.007380107
12/05/2011,20.4,0.007380107
11/05/2011,20.25,-0.006889791
10/05/2011,20.39,0.006396086
09/05/2011,20.26,-0.030622077
06/05/2011,20.89,-0.001435064
05/05/2011,20.92,-0.002387206
04/05/2011,20.97,-0.015614228
03/05/2011,21.3,0.002820876
02/05/2011,21.24,0.004719216
29/04/2011,21.14,0.002842257
28/04/2011,21.08,-0.011789809
27/04/2011,21.33,0.015592095
26/04/2011,21,0.02996841
25/04/2011,20.38,-0.013645436
21/04/2011,20.66,-0.00048391
20/04/2011,20.67,0.023991359
19/04/2011,20.18,0.004469836
18/04/2011,20.09,0.005490406
15/04/2011,19.98,-0.002000001
14/04/2011,20.02,0.002000001
13/04/2011,19.98,0.000500626
12/04/2011,19.97,-0.013923646
11/04/2011,20.25,0
08/04/2011,20.25,-0.023909409
07/04/2011,20.74,0.006773127
06/04/2011,20.6,0.00779731
05/04/2011,20.44,0.003921574
04/04/2011,20.36,0.014844409
01/04/2011,20.06,0.03242432
31/03/2011,19.42,-0.016850028
30/03/2011,19.75,0.00915571
29/03/2011,19.57,-0.012693747
28/03/2011,19.82,-0.010040245
25/03/2011,20.02,0.006514681
24/03/2011,19.89,0.01264879
23/03/2011,19.64,-0.010635704
22/03/2011,19.85,-0.007028141
21/03/2011,19.99,0.004512417
18/03/2011,19.9,0.021331434
17/03/2011,19.48,0.007730005
16/03/2011,19.33,-0.025537649
15/03/2011,19.83,-0.019476271
14/03/2011,20.22,-0.002962965
11/03/2011,20.28,0.002468528
10/03/2011,20.23,-0.006405541
09/03/2011,20.36,0.005417398
08/03/2011,20.25,0.006440448
07/03/2011,20.12,-0.015290064
04/03/2011,20.43,-0.029896151
03/03/2011,21.05,0.007151401
02/03/2011,20.9,0.001915709
01/03/2011,20.86,-0.020873623
28/02/2011,21.3,0.017045867
25/02/2011,20.94,0.01104453
24/02/2011,20.71,-0.010088964
23/02/2011,20.92,-0.013295542
22/02/2011,21.2,-0.013121088
18/02/2011,21.48,-0.001395674
17/02/2011,21.51,-0.019337619
16/02/2011,21.93,-0.012687075
15/02/2011,22.21,0.006323418
14/02/2011,22.07,-0.008122788
11/02/2011,22.25,0.009936848
10/02/2011,22.03,-0.004528993
09/02/2011,22.13,-0.005407855
08/02/2011,22.25,-0.011173301
07/02/2011,22.5,-0.003106282
04/02/2011,22.57,0.00979527
03/02/2011,22.35,0.000895255
02/02/2011,22.33,-0.018194422
01/02/2011,22.74,0.01909048
31/01/2011,22.31,-0.000448129
28/01/2011,22.32,-0.02346798
27/01/2011,22.85,0.005705523
26/01/2011,22.72,-0.031198371
25/01/2011,23.44,-0.003407158
24/01/2011,23.52,0.006397974
21/01/2011,23.37,0.005148017
