Date,Close,WY
04/02/2011,24.3,0.030077455
03/02/2011,23.58,0.000424178
02/02/2011,23.57,-0.013485244
01/02/2011,23.89,0.030170123
31/01/2011,23.18,0.022247373
28/01/2011,22.67,-0.01488644
27/01/2011,23.01,0.007853444
26/01/2011,22.83,-0.007418755
25/01/2011,23,0.009611258
24/01/2011,22.78,0.012812192
21/01/2011,22.49,0.040377451
20/01/2011,21.6,0.013516869
19/01/2011,21.31,-0.019057049
18/01/2011,21.72,0.004152255
14/01/2011,21.63,0.013497994
13/01/2011,21.34,-0.009792571
12/01/2011,21.55,0.019681985
11/01/2011,21.13,0.015740845
10/01/2011,20.8,0.011119283
07/01/2011,20.57,0.02710193
06/01/2011,20.02,-0.006968669
05/01/2011,20.16,0.030725157
04/01/2011,19.55,-0.010684406
03/01/2011,19.76,0.042911727
31/12/2010,18.93,-0.001055966
30/12/2010,18.95,-0.002635048
29/12/2010,19,0.00845671
28/12/2010,18.84,0.006924129
27/12/2010,18.71,0.008049413
23/12/2010,18.56,0.006486509
22/12/2010,18.44,0.001628223
21/12/2010,18.41,-0.003795071
20/12/2010,18.48,0.017467693
17/12/2010,18.16,0.009405325
16/12/2010,17.99,0.011741818
15/12/2010,17.78,-0.007843177
14/12/2010,17.92,0.001116695
13/12/2010,17.9,0.007851975
10/12/2010,17.76,0.00451468
09/12/2010,17.68,0.022884294
08/12/2010,17.28,-0.031893364
07/12/2010,17.84,0.007878488
06/12/2010,17.7,0
03/12/2010,17.7,0.009080653
02/12/2010,17.54,0.028333783
01/12/2010,17.05,0.021340466
30/11/2010,16.69,-0.008353271
29/11/2010,16.83,-0.011813486
26/11/2010,17.03,-0.015151805
24/11/2010,17.29,0.019270669
23/11/2010,16.96,-0.011723464
22/11/2010,17.16,-0.001164822
19/11/2010,17.18,-0.005224976
18/11/2010,17.27,0.009892429
17/11/2010,17.1,0.011173301
16/11/2010,16.91,-0.038856729
15/11/2010,17.58,0.007422244
12/11/2010,17.45,-0.017045867
11/11/2010,17.75,0.00678352
10/11/2010,17.63,0.017162893
09/11/2010,17.33,-0.026759354
08/11/2010,17.8,0.016997576
05/11/2010,17.5,0.028987537
04/11/2010,17,0.03471324
03/11/2010,16.42,0.000609199
02/11/2010,16.41,0.003663008
01/11/2010,16.35,0.007982849
29/10/2010,16.22,0.033221482
28/10/2010,15.69,-0.007619084
27/10/2010,15.81,0.001265823
26/10/2010,15.79,-0.012586699
25/10/2010,15.99,0.01702974
22/10/2010,15.72,0.012804272
21/10/2010,15.52,0.014276686
20/10/2010,15.3,0.004585661
19/10/2010,15.23,-0.005891997
18/10/2010,15.32,-0.01297035
15/10/2010,15.52,-0.01534557
14/10/2010,15.76,-0.015738443
13/10/2010,16.01,0.010675141
12/10/2010,15.84,0.005698021
11/10/2010,15.75,-0.004434597
08/10/2010,15.82,-0.007556711
07/10/2010,15.94,-0.007500035
06/10/2010,16.06,-0.004349184
05/10/2010,16.13,0.021937577
04/10/2010,15.78,-0.019454646
01/10/2010,16.09,0.020722877
30/09/2010,15.76,-0.023205808
29/09/2010,16.13,-0.015380186
28/09/2010,16.38,0
27/09/2010,16.38,0.003057171
24/09/2010,16.33,0.032993967
23/09/2010,15.8,0.000633112
22/09/2010,15.79,0.025009319
21/09/2010,15.4,-0.012903405
20/09/2010,15.6,-0.023441048
17/09/2010,15.97,0.008173576
16/09/2010,15.84,-0.005665738
15/09/2010,15.93,-0.009993837
14/09/2010,16.09,-0.016029936
13/09/2010,16.35,0.004290537
10/09/2010,16.28,0.006161449
09/09/2010,16.18,0.011812385
08/09/2010,15.99,0.007532992
07/09/2010,15.87,-0.032240858
03/09/2010,16.39,0
02/09/2010,16.39,0.001832062
01/09/2010,16.36,0.041178619
31/08/2010,15.7,0.009600074
30/08/2010,15.55,-0.014682677
27/08/2010,15.78,0.019194447
26/08/2010,15.48,-0.011560822
25/08/2010,15.66,0.011560822
24/08/2010,15.48,-0.020461072
23/08/2010,15.8,-0.02191011
20/08/2010,16.15,-0.001237624
19/08/2010,16.17,-0.035240585
18/08/2010,16.75,-0.010098096
17/08/2010,16.92,0.040403445
16/08/2010,16.25,-0.006746422
13/08/2010,16.36,-0.006093864
12/08/2010,16.46,0.006093864
11/08/2010,16.36,-0.052392934
10/08/2010,17.24,-0.009812489
09/08/2010,17.41,0.013881079
06/08/2010,17.17,-0.00406859
05/08/2010,17.24,-0.014968616
04/08/2010,17.5,0.0301647
03/08/2010,16.98,0.004131018
02/08/2010,16.91,0.041660114
30/07/2010,16.22,-0.016509088
29/07/2010,16.49,-0.006045968
28/07/2010,16.59,-0.022057526
27/07/2010,16.96,-0.005292573
26/07/2010,17.05,0.024941911
23/07/2010,16.63,0.031768096
22/07/2010,16.11,0.038600173
21/07/2010,15.5,-0.027991649
20/07/2010,15.94,-0.964782112
19/07/2010,41.83,0.032311811
16/07/2010,40.5,-0.003450829
15/07/2010,40.64,0.019128642
14/07/2010,39.87,-0.008740223
13/07/2010,40.22,0.03439894
12/07/2010,38.86,0.080900856
09/07/2010,35.84,0.005595986
08/07/2010,35.64,0.006474336
07/07/2010,35.41,0.031557409
06/07/2010,34.31,-0.00523257
02/07/2010,34.49,-0.018670656
01/07/2010,35.14,-0.001706
30/06/2010,35.2,-0.005665738
29/06/2010,35.4,-0.039329356
28/06/2010,36.82,-0.012952151
25/06/2010,37.3,0
24/06/2010,37.3,-0.039684619
23/06/2010,38.81,0.019514084
22/06/2010,38.06,-0.035870185
21/06/2010,39.45,0.005082603
18/06/2010,39.25,-0.004575504
17/06/2010,39.43,-0.013101724
16/06/2010,39.95,-0.019827167
15/06/2010,40.75,0.007636446
14/06/2010,40.44,-0.013996545
11/06/2010,41.01,0.019948944
10/06/2010,40.2,0.031588223
09/06/2010,38.95,-0.014528101
08/06/2010,39.52,0.013758179
07/06/2010,38.98,-0.028826269
04/06/2010,40.12,-0.045080114
03/06/2010,41.97,-0.011371835
02/06/2010,42.45,0.026012683
01/06/2010,41.36,-0.029070429
28/05/2010,42.58,-0.013065981
27/05/2010,43.14,0.037071888
26/05/2010,41.57,0.000962696
25/05/2010,41.53,-0.003365388
24/05/2010,41.67,-0.030953446
21/05/2010,42.98,0.024494866
20/05/2010,41.94,-0.045674295
19/05/2010,43.9,-0.012450642
18/05/2010,44.45,-0.028389576
17/05/2010,45.73,-0.007841469
14/05/2010,46.09,-0.020827377
13/05/2010,47.06,-0.027456404
12/05/2010,48.37,0.025545778
11/05/2010,47.15,-0.005920931
10/05/2010,47.43,0.059952805
07/05/2010,44.67,-0.01643021
06/05/2010,45.41,-0.052129765
05/05/2010,47.84,-0.017406158
04/05/2010,48.68,-0.041840375
03/05/2010,50.76,0.024732014
30/04/2010,49.52,-0.023943682
29/04/2010,50.72,0.028396229
28/04/2010,49.3,-0.016496049
27/04/2010,50.12,-0.04027915
26/04/2010,52.18,-0.021237051
23/04/2010,53.3,0.027967199
22/04/2010,51.83,0.016143499
21/04/2010,51,0.023810649
20/04/2010,49.8,0.030583423
19/04/2010,48.3,0.009151478
16/04/2010,47.86,0.020475649
15/04/2010,46.89,-0.004043849
14/04/2010,47.08,0.027564191
13/04/2010,45.8,-0.007396162
12/04/2010,46.14,-0.022501753
09/04/2010,47.19,0.029243107
08/04/2010,45.83,-0.003050111
07/04/2010,45.97,-0.007584823
06/04/2010,46.32,0.004327138
05/04/2010,46.12,0.011338979
01/04/2010,45.6,0.007263155
31/03/2010,45.27,0.000441891
30/03/2010,45.25,0.008210409
29/03/2010,44.88,0.013007584
26/03/2010,44.3,0.003165275
25/03/2010,44.16,-0.018843088
24/03/2010,45,-0.007085946
23/03/2010,45.32,0.007975231
22/03/2010,44.96,0.01320964
19/03/2010,44.37,-0.010090903
18/03/2010,44.82,-0.011093968
17/03/2010,45.32,0.015118118
16/03/2010,44.64,0.02886236
15/03/2010,43.37,-0.007122374
12/03/2010,43.68,-0.002515149
11/03/2010,43.79,0.018205365
10/03/2010,43,-0.012709588
09/03/2010,43.55,-0.000918063
08/03/2010,43.59,0.004829261
05/03/2010,43.38,0.019788796
04/03/2010,42.53,-0.005627213
03/03/2010,42.77,0.008216973
02/03/2010,42.42,0.016639319
01/03/2010,41.72,0.032150845
26/02/2010,40.4,-0.020336362
25/02/2010,41.23,-0.019455399
24/02/2010,42.04,0.024561793
23/02/2010,41.02,-0.006802747
22/02/2010,41.3,0.00024216
19/02/2010,41.29,0.016852273
18/02/2010,40.6,0.006920443
17/02/2010,40.32,-0.003960401
16/02/2010,40.48,0.023495207
12/02/2010,39.54,-0.002021224
11/02/2010,39.62,0.009382597
10/02/2010,39.25,-0.01366418
09/02/2010,39.79,0.01366418
08/02/2010,39.25,-0.005082603
05/02/2010,39.45,-0.023548182
04/02/2010,40.39,-0.033356714
03/02/2010,41.76,-0.016623513
02/02/2010,42.46,0.03499039
01/02/2010,41,0.027195743
29/01/2010,39.9,-0.014431701
28/01/2010,40.48,-0.018843088
27/01/2010,41.25,-0.007487053
26/01/2010,41.56,0.002650285
25/01/2010,41.45,0.004594374
22/01/2010,41.26,-0.01706157
21/01/2010,41.97,-0.046779908
20/01/2010,43.98,-0.016685844
19/01/2010,44.72,0.025593063
15/01/2010,43.59,-0.006174977
14/01/2010,43.86,-0.009530365
13/01/2010,44.28,0.009074472
12/01/2010,43.88,-0.011780834
11/01/2010,44.4,0.006552955
08/01/2010,44.11,-0.009252012
07/01/2010,44.52,-0.004482302
06/01/2010,44.72,-0.011118638
05/01/2010,45.22,0.021006359
04/01/2010,44.28,0.026082467
31/12/2009,43.14,-0.016552102
30/12/2009,43.86,-0.002959592
29/12/2009,43.99,0.006385426
28/12/2009,43.71,-0.010016018
24/12/2009,44.15,0.006590184
23/12/2009,43.86,0.005716261
22/12/2009,43.61,0.011531493
21/12/2009,43.11,0.007216886
18/12/2009,42.8,-0.004429428
17/12/2009,42.99,-0.022994805
16/12/2009,43.99,0.020207347
15/12/2009,43.11,0.014015646
14/12/2009,42.51,0.011117796
11/12/2009,42.04,0.016549125
10/12/2009,41.35,-0.012497159
09/12/2009,41.87,0.008153522
08/12/2009,41.53,-0.016477985
07/12/2009,42.22,-0.007550767
04/12/2009,42.54,0.009210125
03/12/2009,42.15,0.016988086
02/12/2009,41.44,0.023191568
01/12/2009,40.49,0.03903303
30/11/2009,38.94,0.032627193
27/11/2009,37.69,-0.030055836
25/11/2009,38.84,0.013217764
24/11/2009,38.33,-0.020145309
23/11/2009,39.11,0.032483043
20/11/2009,37.86,-0.024009504
19/11/2009,38.78,-0.016368652
18/11/2009,39.42,-0.004050638
17/11/2009,39.58,-0.000252621
16/11/2009,39.59,0.031561311
13/11/2009,38.36,0.006276171
12/11/2009,38.12,-0.020255172
11/11/2009,38.9,0.002574004
10/11/2009,38.8,-0.000515331
09/11/2009,38.82,0.031399754
06/11/2009,37.62,-0.004244038
05/11/2009,37.78,0.033098676
04/11/2009,36.55,-0.005457039
03/11/2009,36.75,0.002451983
02/11/2009,36.66,0.008767179
30/10/2009,36.34,-0.031955061
29/10/2009,37.52,0.0355388
28/10/2009,36.21,-0.052976495
27/10/2009,38.18,-0.006526586
26/10/2009,38.43,-0.02695581
23/10/2009,39.48,-0.033622891
22/10/2009,40.83,0.014058685
21/10/2009,40.26,-0.009886388
20/10/2009,40.66,-0.000245912
19/10/2009,40.67,0.01386504
16/10/2009,40.11,0.002746226
15/10/2009,40,0.019437694
14/10/2009,39.23,0.039251302
13/10/2009,37.72,0.023877727
12/10/2009,36.83,0.013118526
09/10/2009,36.35,-0.003569961
08/10/2009,36.48,0.044850566
07/10/2009,34.88,-0.021835548
06/10/2009,35.65,0.009299771
05/10/2009,35.32,0.006818208
02/10/2009,35.08,-0.01695914
01/10/2009,35.68,-0.026823121
30/09/2009,36.65,-0.019722374
29/09/2009,37.38,0.00080289
28/09/2009,37.35,0.010767264
25/09/2009,36.95,0.014996873
24/09/2009,36.4,-0.046432599
23/09/2009,38.13,-0.018706703
22/09/2009,38.85,0.008790129
21/09/2009,38.51,-0.029173
18/09/2009,39.65,0.024509779
17/09/2009,38.69,-0.030042993
16/09/2009,39.87,0.012366088
15/09/2009,39.38,-0.005318488
14/09/2009,39.59,0.059851367
11/09/2009,37.29,0.007807282
10/09/2009,37,0.006235617
09/09/2009,36.77,0.003541756
08/09/2009,36.64,-0.012206852
04/09/2009,37.09,0.009209166
03/09/2009,36.75,0.018954008
02/09/2009,36.06,0.005840651
01/09/2009,35.85,-0.042059722
31/08/2009,37.39,-0.010641228
28/08/2009,37.79,0.012247224
27/08/2009,37.33,0.014571224
26/08/2009,36.79,0.0090103
25/08/2009,36.46,0.003847216
24/08/2009,36.32,-0.019089753
21/08/2009,37.02,0.033510414
20/08/2009,35.8,0.005040616
19/08/2009,35.62,0.015846398
18/08/2009,35.06,0.008881307
17/08/2009,34.75,-0.034227638
14/08/2009,35.96,-0.033363773
13/08/2009,37.18,0.00864403
12/08/2009,36.86,0.03534327
11/08/2009,35.58,-0.037240547
10/08/2009,36.93,-0.03668673
07/08/2009,38.31,0.029671051
06/08/2009,37.19,-0.006699744
05/08/2009,37.44,0.022418224
04/08/2009,36.61,0.002461371
03/08/2009,36.52,0.04136979
31/07/2009,35.04,-0.016417012
30/07/2009,35.62,0.026744126
29/07/2009,34.68,-0.005176888
28/07/2009,34.86,-0.015936592
27/07/2009,35.42,0.01909706
24/07/2009,34.75,-0.005166487
23/07/2009,34.93,0.076422967
22/07/2009,32.36,0.012750911
21/07/2009,31.95,0.005649733
20/07/2009,31.77,0.036216103
17/07/2009,30.64,0.003269045
16/07/2009,30.54,0.003937013
15/07/2009,30.42,0.046426097
14/07/2009,29.04,-0.001720283
13/07/2009,29.09,0.039261965
10/07/2009,27.97,0.003222921
09/07/2009,27.88,0.007199455
08/07/2009,27.68,-0.006481838
07/07/2009,27.86,-0.073672024
06/07/2009,29.99,0.016134804
02/07/2009,29.51,-0.041811
01/07/2009,30.77,0.011111225
30/06/2009,30.43,-0.005571045
29/06/2009,30.6,0.014483466
26/06/2009,30.16,-0.015463378
25/06/2009,30.63,0.015794998
24/06/2009,30.15,0.047895043
23/06/2009,28.74,0.029663192
22/06/2009,27.9,-0.034868826
19/06/2009,28.89,-0.005867144
18/06/2009,29.06,-0.005832921
17/06/2009,29.23,-0.065863336
16/06/2009,31.22,-0.046316163
15/06/2009,32.7,-0.0442656
12/06/2009,34.18,-0.010477395
11/06/2009,34.54,0.009892429
10/06/2009,34.2,0.004101969
09/06/2009,34.06,-0.001173709
08/06/2009,34.1,-0.004681109
05/06/2009,34.26,-0.031602745
04/06/2009,35.36,0.009090972
03/06/2009,35.04,-0.021736918
02/06/2009,35.81,0.007005773
01/06/2009,35.56,0.057290759
29/05/2009,33.58,0.005674198
28/05/2009,33.39,0.034428381
27/05/2009,32.26,-0.04426306
26/05/2009,33.72,0.038698904
22/05/2009,32.44,0.018982988
21/05/2009,31.83,-0.020830848
20/05/2009,32.5,-0.029110606
19/05/2009,33.46,0.009006365
18/05/2009,33.16,0.052945347
15/05/2009,31.45,-0.005390849
14/05/2009,31.62,0.01113066
13/05/2009,31.27,-0.082818611
12/05/2009,33.97,0.007979945
11/05/2009,33.7,-0.056531775
08/05/2009,35.66,0.067271735
07/05/2009,33.34,-0.079257941
06/05/2009,36.09,-0.018666477
05/05/2009,36.77,0.020607956
04/05/2009,36.02,0.035031831
01/05/2009,34.78,-0.013706668
30/04/2009,35.26,0.010262348
29/04/2009,34.9,0.009500575
28/04/2009,34.57,-0.048555967
27/04/2009,36.29,-0.036525093
24/04/2009,37.64,0.037352109
23/04/2009,36.26,0.037655474
22/04/2009,34.92,0.021419053
21/04/2009,34.18,0.047942075
20/04/2009,32.58,-0.055810394
17/04/2009,34.45,0.060733481
16/04/2009,32.42,0.048990678
15/04/2009,30.87,0.023268295
14/04/2009,30.16,-0.06731153
13/04/2009,32.26,0.023523117
09/04/2009,31.51,0.104267985
08/04/2009,28.39,-0.033936775
07/04/2009,29.37,-0.0520761
06/04/2009,30.94,-0.003870973
03/04/2009,31.06,0.035390325
02/04/2009,29.98,0.06014525
01/04/2009,28.23,0.023657017
31/03/2009,27.57,0.012041744
30/03/2009,27.24,-0.05673003
27/03/2009,28.83,-0.036776361
26/03/2009,29.91,0.028486158
25/03/2009,29.07,0.023317569
24/03/2009,28.4,-0.000352051
23/03/2009,28.41,0.068842031
20/03/2009,26.52,-0.054305345
19/03/2009,28,0.005371544
18/03/2009,27.85,0.041794939
17/03/2009,26.71,0.06896613
16/03/2009,24.93,0.045546334
13/03/2009,23.82,0.038079467
12/03/2009,22.93,0.053292215
11/03/2009,21.74,0.014362072
10/03/2009,21.43,0.09591699
09/03/2009,19.47,0.005665738
06/03/2009,19.36,-0.004637988
05/03/2009,19.45,-0.074291576
04/03/2009,20.95,0.008147661
03/03/2009,20.78,-0.055686901
02/03/2009,21.97,-0.095020487
27/02/2009,24.16,-0.042145621
26/02/2009,25.2,-0.024692613
25/02/2009,25.83,-0.00963213
24/02/2009,26.08,0.07937192
23/02/2009,24.09,-0.033873877
20/02/2009,24.92,0.010488196
19/02/2009,24.66,-0.024435424
18/02/2009,25.27,0.000791766
17/02/2009,25.25,-0.033875149
13/02/2009,26.12,-0.02046301
12/02/2009,26.66,0.015117446
11/02/2009,26.26,-0.010982879
10/02/2009,26.55,-0.076821532
09/02/2009,28.67,0.022575915
06/02/2009,28.03,0.024193272
05/02/2009,27.36,-0.032011365
04/02/2009,28.25,0.022915432
03/02/2009,27.61,0.039901858
02/02/2009,26.53,-0.030074663
30/01/2009,27.34,-0.048546291
29/01/2009,28.7,-0.057216484
28/01/2009,30.39,0.056868113
27/01/2009,28.71,0.022900419
26/01/2009,28.06,0.000713013
23/01/2009,28.04,0.010756647
22/01/2009,27.74,-0.007183939
21/01/2009,27.94,0.046895039
20/01/2009,26.66,-0.097149856
16/01/2009,29.38,0.014743967
15/01/2009,28.95,0.048116816
14/01/2009,27.59,-0.05087639
13/01/2009,29.03,-0.031533381
12/01/2009,29.96,-0.033478676
09/01/2009,30.98,-0.032394068
08/01/2009,32,0.023396578
07/01/2009,31.26,-0.024333639
06/01/2009,32.03,0.003126957
05/01/2009,31.93,
