Date,Close,PPL
01/04/2011,25.7,0.015686596
31/03/2011,25.3,0.006344193
30/03/2011,25.14,0.01361655
29/03/2011,24.8,0.011354542
28/03/2011,24.52,-0.002037075
25/03/2011,24.57,0.004487056
24/03/2011,24.46,0.002455998
23/03/2011,24.4,-0.002864745
22/03/2011,24.47,-0.008545322
21/03/2011,24.68,0.003653343
18/03/2011,24.59,0.006937388
17/03/2011,24.42,0.002870619
16/03/2011,24.35,-0.009401255
15/03/2011,24.58,-0.026496934
14/03/2011,25.24,-0.000792079
11/03/2011,25.26,-0.007100622
10/03/2011,25.44,-0.013276259
09/03/2011,25.78,0.009353147
08/03/2011,25.54,-0.017850687
07/03/2011,26,0.017067909
04/03/2011,25.56,-0.00624027
03/03/2011,25.72,-0.000777303
02/03/2011,25.74,0.033178399
01/03/2011,24.9,-0.021061776
28/02/2011,25.43,0.024682782
25/02/2011,24.81,-0.00241546
24/02/2011,24.87,-0.005213567
23/02/2011,25,-0.00079968
22/02/2011,25.02,-0.0003996
18/02/2011,25.03,0.000799361
17/02/2011,25.01,0.006417992
16/02/2011,24.85,0.004032264
15/02/2011,24.75,0.006079046
14/02/2011,24.6,-0.006079046
11/02/2011,24.75,-0.003227111
10/02/2011,24.83,-0.007223145
09/02/2011,25.01,0.004809629
08/02/2011,24.89,0.003219319
07/02/2011,24.81,-0.010823918
04/02/2011,25.08,-0.029465891
03/02/2011,25.83,0.002713706
02/02/2011,25.76,-0.001939112
01/02/2011,25.81,0.000775194
31/01/2011,25.79,0.014844023
28/01/2011,25.41,-0.012903405
27/01/2011,25.74,0.006626413
26/01/2011,25.57,-0.010116818
25/01/2011,25.83,-0.001547389
24/01/2011,25.87,0.001547389
21/01/2011,25.83,-0.006559931
20/01/2011,26,0.007334524
19/01/2011,25.81,0.006608382
18/01/2011,25.64,-0.00038994
14/01/2011,25.65,-0.003114055
13/01/2011,25.73,-0.033253589
12/01/2011,26.6,0.008684215
11/01/2011,26.37,0.000758725
10/01/2011,26.35,-0.001516876
07/01/2011,26.39,-0.009428695
06/01/2011,26.64,-0.007106819
05/01/2011,26.83,-0.0029773
04/01/2011,26.91,0.012338911
03/01/2011,26.58,0.009829947
31/12/2010,26.32,0.003044142
30/12/2010,26.24,-0.003803732
29/12/2010,26.34,-0.00265403
28/12/2010,26.41,0.004173787
27/12/2010,26.3,-0.003795071
23/12/2010,26.4,0.002655037
22/12/2010,26.33,0.005331315
21/12/2010,26.19,0.001146132
20/12/2010,26.16,0.004981808
17/12/2010,26.03,0.01353724
16/12/2010,25.68,0.016094557
15/12/2010,25.27,-0.009060531
14/12/2010,25.5,-0.001958864
13/12/2010,25.55,0.011811161
10/12/2010,25.25,0.002379065
09/12/2010,25.19,-0.004357305
08/12/2010,25.3,-0.016075626
07/12/2010,25.71,-0.009676871
06/12/2010,25.96,0.001927897
03/12/2010,25.91,0.005806093
02/12/2010,25.76,0.007012105
01/12/2010,25.58,0.006667999
30/11/2010,25.41,-0.001965796
29/11/2010,25.46,0.006304197
26/11/2010,25.3,-0.005125184
24/11/2010,25.43,-0.00509905
23/11/2010,25.56,-0.009345862
22/11/2010,25.8,0.003494471
19/11/2010,25.71,-0.006203975
18/11/2010,25.87,0.002709504
17/11/2010,25.8,0.001939865
16/11/2010,25.75,-0.011966945
