Date,Close,COL
13/12/2013,71.31,0.00070141
12/12/2013,71.26,-0.004480545
11/12/2013,71.58,-0.01813575
10/12/2013,72.89,-0.00697248
09/12/2013,73.4,-0.001361471
06/12/2013,73.5,0.014940995
05/12/2013,72.41,-0.003446615
04/12/2013,72.66,0.002618344
03/12/2013,72.47,-0.002618344
02/12/2013,72.66,-0.000962927
29/11/2013,72.73,-0.007260803
27/11/2013,73.26,0.004926118
26/11/2013,72.9,0.00481266
25/11/2013,72.55,-0.006183462
22/11/2013,73,0.000959364
21/11/2013,72.93,0.012139755
20/11/2013,72.05,0.000694203
19/11/2013,72,-0.002358328
18/11/2013,72.17,0.014796473
15/11/2013,71.11,0.00521679
14/11/2013,70.74,0.002973033
13/11/2013,70.53,0.002555368
12/11/2013,70.35,-0.008774469
11/11/2013,70.97,0.000986819
08/11/2013,70.9,0.012775191
07/11/2013,70,-0.017980239
06/11/2013,71.27,0.00859584
05/11/2013,70.66,0.001274517
04/11/2013,70.57,0.006824995
01/11/2013,70.09,0.003716414
31/10/2013,69.83,-0.002860005
30/10/2013,70.03,-0.002282129
29/10/2013,70.19,0.000997791
28/10/2013,70.12,-0.00809606
25/10/2013,70.69,-0.021689789
24/10/2013,72.24,0.00291121
23/10/2013,72.03,0.018495693
22/10/2013,70.71,0.012380094
21/10/2013,69.84,-0.009973013
18/10/2013,70.54,0.005259056
17/10/2013,70.17,0.016814365
16/10/2013,69,0.013716836
15/10/2013,68.06,-0.012556743
14/10/2013,68.92,0.005528895
11/10/2013,68.54,0.003947085
10/10/2013,68.27,0.025817458
09/10/2013,66.53,0.009514532
08/10/2013,65.9,-0.014611995
07/10/2013,66.87,-0.001792918
04/10/2013,66.99,0.002241651
03/10/2013,66.84,-0.013079854
02/10/2013,67.72,-0.022341588
01/10/2013,69.25,0.020276386
30/09/2013,67.86,-0.010699992
27/09/2013,68.59,-0.004944745
26/09/2013,68.93,-0.00087007
25/09/2013,68.99,-0.006069383
24/09/2013,69.41,0.010572913
23/09/2013,68.68,-0.019037206
20/09/2013,70,-0.059346494
19/09/2013,74.28,0.003911788
18/09/2013,73.99,-0.006869176
17/09/2013,74.5,0.011203465
16/09/2013,73.67,0.008725345
13/09/2013,73.03,0.003291733
12/09/2013,72.79,0.002889181
11/09/2013,72.58,0.008440036
10/09/2013,71.97,0.007951496
09/09/2013,71.4,0.004491866
06/09/2013,71.08,-0.000562588
05/09/2013,71.12,-0.001826228
04/09/2013,71.25,0.008032172
03/09/2013,70.68,-0.001272535
30/08/2013,70.77,-0.009282767
29/08/2013,71.43,0.005756422
28/08/2013,71.02,0.005081886
27/08/2013,70.66,-0.018925356
26/08/2013,72.01,-0.000277701
23/08/2013,72.03,0.003476813
22/08/2013,71.78,0.008394006
21/08/2013,71.18,-0.011454239
20/08/2013,72,-0.001803927
19/08/2013,72.13,-0.005943759
16/08/2013,72.56,-0.00549754
15/08/2013,72.96,-0.016852804
14/08/2013,74.2,-0.001212203
13/08/2013,74.29,0.013006551
12/08/2013,73.33,-0.014754921
09/08/2013,74.42,-0.002951834
08/08/2013,74.64,-0.000669658
07/08/2013,74.69,0.007525906
06/08/2013,74.13,-0.000539447
05/08/2013,74.17,0.002564969
02/08/2013,73.98,0.010462763
01/08/2013,73.21,0.028260642
31/07/2013,71.17,0.007616398
30/07/2013,70.63,0.003545852
29/07/2013,70.38,-0.005667343
26/07/2013,70.78,-0.002680778
25/07/2013,70.97,-0.001970721
24/07/2013,71.11,0.006065326
23/07/2013,70.68,-0.001413827
22/07/2013,70.78,0.005099161
19/07/2013,70.42,0.02735164
18/07/2013,68.52,0.003215907
17/07/2013,68.3,0.00661038
16/07/2013,67.85,-0.002061249
15/07/2013,67.99,0.003683788
12/07/2013,67.74,0.002660755
11/07/2013,67.56,0.013111034
10/07/2013,66.68,0.003455273
09/07/2013,66.45,0.020064513
08/07/2013,65.13,0.011582247
05/07/2013,64.38,0.012661365
03/07/2013,63.57,0.007420891
02/07/2013,63.1,-0.007578186
01/07/2013,63.58,0.002677378
28/06/2013,63.41,0.00759858
27/06/2013,62.93,0.002227172
26/06/2013,62.79,0.016863806
25/06/2013,61.74,0.000161983
24/06/2013,61.73,-0.017821777
21/06/2013,62.84,0.007667769
20/06/2013,62.36,-0.022358816
19/06/2013,63.77,-0.014478341
18/06/2013,64.7,0.004026643
17/06/2013,64.44,-0.00062054
14/06/2013,64.48,-0.006030169
13/06/2013,64.87,0.003706568
12/06/2013,64.63,-0.003860711
11/06/2013,64.88,-0.001694002
10/06/2013,64.99,-0.007969391
07/06/2013,65.51,0.01213253
06/06/2013,64.72,0.012594429
05/06/2013,63.91,-0.015679899
04/06/2013,64.92,-0.003075979
03/06/2013,65.12,0.005698021
31/05/2013,64.75,-0.018059873
30/05/2013,65.93,-0.00604871
29/05/2013,66.33,-0.006911085
28/05/2013,66.79,0.009175066
24/05/2013,66.18,0.001966272
23/05/2013,66.05,0.001970145
22/05/2013,65.92,-0.012662213
21/05/2013,66.76,0.000899146
20/05/2013,66.7,0.00360469
17/05/2013,66.46,0.012110351
16/05/2013,65.66,-0.012561648
15/05/2013,66.49,0.011191889
14/05/2013,65.75,0.00717396
13/05/2013,65.28,-0.001530691
10/05/2013,65.38,0.001071237
09/05/2013,65.31,-0.000918274
08/05/2013,65.37,0.000305998
07/05/2013,65.35,0.007063911
06/05/2013,64.89,0.007424628
03/05/2013,64.41,0.015805039
02/05/2013,63.4,0.015257766
01/05/2013,62.44,-0.007657983
30/04/2013,62.92,0.010705543
29/04/2013,62.25,0.005638356
26/04/2013,61.9,-0.00032305
25/04/2013,61.92,0.00404564
24/04/2013,61.67,0.005202418
23/04/2013,61.35,0.004901971
22/04/2013,61.05,-0.000818666
19/04/2013,61.1,0.02351491
18/04/2013,59.68,0.001509181
17/04/2013,59.59,-0.02992206
16/04/2013,61.4,0.004407091
15/04/2013,61.13,-0.028225404
12/04/2013,62.88,-0.012799416
11/04/2013,63.69,0
10/04/2013,63.69,0.015347188
09/04/2013,62.72,0.005916704
08/04/2013,62.35,0.004178727
05/04/2013,62.09,-0.005140574
04/04/2013,62.41,0.005301643
03/04/2013,62.08,0.00306526
02/04/2013,61.89,-0.007244659
01/04/2013,62.34,-0.012434402
28/03/2013,63.12,0.008591938
27/03/2013,62.58,-0.001915709
26/03/2013,62.7,0.002715006
25/03/2013,62.53,-0.003352761
22/03/2013,62.74,-0.004611601
21/03/2013,63.03,-0.012455817
20/03/2013,63.82,0.004239623
19/03/2013,63.55,0.002678643
18/03/2013,63.38,-0.000473223
15/03/2013,63.41,0.003317277
14/03/2013,63.2,-0.002528446
13/03/2013,63.36,0.024767584
12/03/2013,61.81,0.005027989
11/03/2013,61.5,0.008983319
08/03/2013,60.95,0.004274916
07/03/2013,60.69,0.008605051
06/03/2013,60.17,-0.000498463
05/03/2013,60.2,0.012200369
04/03/2013,59.47,-0.009372454
01/03/2013,60.03,-0.00133178
28/02/2013,60.11,0.003165878
27/02/2013,59.92,0.023983585
26/02/2013,58.5,0.009964006
25/02/2013,57.92,-0.015419185
22/02/2013,58.82,0.015937275
21/02/2013,57.89,-0.015086863
20/02/2013,58.77,-0.005937756
19/02/2013,59.12,0.000338352
15/02/2013,59.1,-0.000507485
14/02/2013,59.13,-0.000169105
13/02/2013,59.14,-0.005900717
12/02/2013,59.49,-0.012196292
11/02/2013,60.22,-0.004473539
08/02/2013,60.49,0.005137991
07/02/2013,60.18,0.011363759
06/02/2013,59.5,-0.002517836
05/02/2013,59.65,0.021349506
04/02/2013,58.39,-0.008356832
01/02/2013,58.88,0
31/01/2013,58.88,-0.005926696
30/01/2013,59.23,0.000337724
29/01/2013,59.21,0.003044657
28/01/2013,59.03,-0.006585081
25/01/2013,59.42,-0.005370943
24/01/2013,59.74,0.00033484
23/01/2013,59.72,0.003354582
22/01/2013,59.52,0.008944453
18/01/2013,58.99,-0.019473504
17/01/2013,60.15,0.016764852
16/01/2013,59.15,-0.009757816
15/01/2013,59.73,0.004026176
14/01/2013,59.49,0.004886689
11/01/2013,59.2,-0.005558845
10/01/2013,59.53,-0.002013761
09/01/2013,59.65,0.007403702
08/01/2013,59.21,-0.007068357
07/01/2013,59.63,0.001510448
04/01/2013,59.54,-0.001678134
03/01/2013,59.64,0.005717184
02/01/2013,59.3,0.019239548
31/12/2012,58.17,0.011410912
28/12/2012,57.51,-0.010895049
27/12/2012,58.14,-0.002061856
26/12/2012,58.26,-0.003255936
24/12/2012,58.45,-0.002563009
21/12/2012,58.6,0.003418807
20/12/2012,58.4,-0.001197912
19/12/2012,58.47,0.003598051
18/12/2012,58.26,0.023971966
17/12/2012,56.88,0.008651948
14/12/2012,56.39,-0.003363728
13/12/2012,56.58,-0.006693701
12/12/2012,56.96,-0.000702001
11/12/2012,57,0.000877578
10/12/2012,56.95,0.010236588
07/12/2012,56.37,0.008372722
06/12/2012,55.9,-0.001965866
05/12/2012,56.01,0.001965866
04/12/2012,55.9,-0.002501341
03/12/2012,56.04,-0.020138465
30/11/2012,57.18,0.004908846
29/11/2012,56.9,0.00652387
28/11/2012,56.53,0.007992228
27/11/2012,56.08,-0.007284389
26/11/2012,56.49,-0.001415178
23/11/2012,56.57,0.00977004
21/11/2012,56.02,0.007705441
20/11/2012,55.59,0.010488342
19/11/2012,55.01,0.016126426
16/11/2012,54.13,-0.0051594
15/11/2012,54.41,0.012762589
14/11/2012,53.72,-0.006124172
13/11/2012,54.05,-0.005902987
12/11/2012,54.37,0.014636667
09/11/2012,53.58,0.002803478
08/11/2012,53.43,-0.008015701
07/11/2012,53.86,-0.027649843
06/11/2012,55.37,0.016938753
05/11/2012,54.44,0.011825711
02/11/2012,53.8,-0.008698121
01/11/2012,54.27,0.012795724
31/10/2012,53.58,-0.013348363
26/10/2012,54.3,0.018400296
25/10/2012,53.31,0.010560158
24/10/2012,52.75,-0.002650513
23/10/2012,52.89,-0.018545066
22/10/2012,53.88,-0.002965162
19/10/2012,54.04,-0.014148146
18/10/2012,54.81,0.004388378
17/10/2012,54.57,0.000183268
16/10/2012,54.56,0.010502169
15/10/2012,53.99,0.013613264
12/10/2012,53.26,0.008106369
11/10/2012,52.83,0.004553224
10/10/2012,52.59,-0.017342565
09/10/2012,53.51,-0.009485796
08/10/2012,54.02,-0.009213258
05/10/2012,54.52,0.017018539
04/10/2012,53.6,0.000933271
03/10/2012,53.55,-0.004099894
02/10/2012,53.77,-0.008887302
01/10/2012,54.25,0.011307934
28/09/2012,53.64,-0.009278226
27/09/2012,54.14,0.0271476
26/09/2012,52.69,0.006473747
25/09/2012,52.35,-0.005904217
24/09/2012,52.66,-0.004736203
21/09/2012,52.91,0.009876623
20/09/2012,52.39,-0.003049364
19/09/2012,52.55,-0.004556682
18/09/2012,52.79,0.001516588
17/09/2012,52.71,-0.007560044
14/09/2012,53.11,0.002450751
13/09/2012,52.98,0.004350711
12/09/2012,52.75,0.026314781
11/09/2012,51.38,0.004877583
10/09/2012,51.13,-0.000391083
07/09/2012,51.15,0.027149195
06/09/2012,49.78,0.022345029
05/09/2012,48.68,0.000410931
04/09/2012,48.66,-0.004306374
31/08/2012,48.87,0.004511903
30/08/2012,48.65,-0.005943249
29/08/2012,48.94,-0.002856562
28/08/2012,49.08,-0.004472461
27/08/2012,49.3,-0.002228752
24/08/2012,49.41,0.000607349
23/08/2012,49.38,-0.015672412
22/08/2012,50.16,-0.013072082
21/08/2012,50.82,-0.004319661
20/08/2012,51.04,0.018987912
17/08/2012,50.08,0.001198801
16/08/2012,50.02,0.01389051
15/08/2012,49.33,0.002029221
14/08/2012,49.23,-0.011310967
13/08/2012,49.79,-0.003208344
10/08/2012,49.95,-0.007181359
09/08/2012,50.31,-0.011659059
08/08/2012,50.9,-0.000785546
07/08/2012,50.94,0.005906692
06/08/2012,50.64,-0.003154577
03/08/2012,50.8,0.024914094
02/08/2012,49.55,-0.012235636
01/08/2012,50.16,-0.008140619
31/07/2012,50.57,-0.001975504
30/07/2012,50.67,0.007527769
27/07/2012,50.29,0.013613824
26/07/2012,49.61,0.017282122
25/07/2012,48.76,0.031881021
24/07/2012,47.23,-0.040457753
23/07/2012,49.18,-0.002031282
20/07/2012,49.28,-0.027025967
19/07/2012,50.63,0.03476689
18/07/2012,48.9,0.021079516
17/07/2012,47.88,0.002509412
16/07/2012,47.76,-0.017023454
13/07/2012,48.58,0.012844593
12/07/2012,47.96,-0.005821222
11/07/2012,48.24,0.000207318
10/07/2012,48.23,-0.006200929
09/07/2012,48.53,0.006200929
06/07/2012,48.23,-0.018081446
05/07/2012,49.11,-0.007303745
03/07/2012,49.47,0.005879388
02/07/2012,49.18,-0.003450729
29/06/2012,49.35,0.032958699
28/06/2012,47.75,0.001676798
27/06/2012,47.67,0.015858245
26/06/2012,46.92,-0.014598799
25/06/2012,47.61,-0.014181677
22/06/2012,48.29,0.00062144
21/06/2012,48.26,-0.022537319
20/06/2012,49.36,-0.016476161
19/06/2012,50.18,0.005795959
18/06/2012,49.89,0.016572732
15/06/2012,49.07,-0.020174176
14/06/2012,50.07,0.006411563
13/06/2012,49.75,-0.012583807
12/06/2012,50.38,0.009372887
11/06/2012,49.91,-0.007982481
08/06/2012,50.31,-0.002778882
07/06/2012,50.45,0
06/06/2012,50.45,0.001586987
05/06/2012,50.37,0.025740412
04/06/2012,49.09,-0.003660028
01/06/2012,49.27,-0.022080383
31/05/2012,50.37,-0.000198511
30/05/2012,50.38,-0.000198472
29/05/2012,50.39,0.004774228
25/05/2012,50.15,-0.009328241
24/05/2012,50.62,-0.013733785
23/05/2012,51.32,0.004687509
22/05/2012,51.08,0.002744562
21/05/2012,50.94,0.015629955
18/05/2012,50.15,-0.004774228
17/05/2012,50.39,-0.009873698
16/05/2012,50.89,-0.010360761
15/05/2012,51.42,-0.008327733
14/05/2012,51.85,-0.002696458
11/05/2012,51.99,-0.005179868
10/05/2012,52.26,-0.015380537
09/05/2012,53.07,-0.006011666
08/05/2012,53.39,-0.002618782
07/05/2012,53.53,0.001121495
04/05/2012,53.47,-0.020729967
03/05/2012,54.59,-0.008391147
02/05/2012,55.05,-0.009581561
01/05/2012,55.58,-0.005562049
30/04/2012,55.89,-0.00677606
27/04/2012,56.27,0.011438909
26/04/2012,55.63,0.010480761
25/04/2012,55.05,-0.005073394
24/04/2012,55.33,-0.001083815
23/04/2012,55.39,-0.003064446
20/04/2012,55.56,-0.005206008
19/04/2012,55.85,-0.049088538
18/04/2012,58.66,0.001876974
17/04/2012,58.55,0.018096142
16/04/2012,57.5,0.00873368
13/04/2012,57,-0.00367744
12/04/2012,57.21,0.020127798
11/04/2012,56.07,0.01817741
10/04/2012,55.06,-0.010478867
09/04/2012,55.64,-0.009836438
05/04/2012,56.19,-0.013259277
04/04/2012,56.94,-0.018444929
03/04/2012,58,-0.005330595
02/04/2012,58.31,0.012945723
30/03/2012,57.56,-0.000347403
29/03/2012,57.58,-0.00502383
28/03/2012,57.87,-0.012535581
27/03/2012,58.6,-0.002386229
26/03/2012,58.74,0.020466791
23/03/2012,57.55,0.004528047
22/03/2012,57.29,-0.00730438
21/03/2012,57.71,0.000866777
20/03/2012,57.66,-0.016512243
19/03/2012,58.62,-0.00204499
16/03/2012,58.74,-0.002720165
15/03/2012,58.9,0.001869318
14/03/2012,58.79,0.000850847
13/03/2012,58.74,-0.002380549
12/03/2012,58.88,0.000509641
09/03/2012,58.85,0.003574776
08/03/2012,58.64,0.010801648
07/03/2012,58.01,0.010396905
06/03/2012,57.41,-0.020174837
05/03/2012,58.58,-0.00340832
02/03/2012,58.78,-0.014189427
01/03/2012,59.62,0.005550431
29/02/2012,59.29,0.004733737
28/02/2012,59.01,-0.008941435
27/02/2012,59.54,-0.005694204
24/02/2012,59.88,0.008048333
23/02/2012,59.4,0.003034904
22/02/2012,59.22,0.001690046
21/02/2012,59.12,-0.005566346
17/02/2012,59.45,0.011504103
16/02/2012,58.77,0.004946705
15/02/2012,58.48,-0.01913853
14/02/2012,59.61,-0.00485316
13/02/2012,59.9,0.014630716
10/02/2012,59.03,0.000677851
09/02/2012,58.99,-0.001862986
08/02/2012,59.1,0.001693481
07/02/2012,59,0.006290933
06/02/2012,58.63,-0.011868569
03/02/2012,59.33,0.00948356
02/02/2012,58.77,-0.005937756
01/02/2012,59.12,0.021024619
31/01/2012,57.89,-0.001035912
30/01/2012,57.95,-0.004820116
27/01/2012,58.23,-0.006675249
26/01/2012,58.62,-0.017418213
25/01/2012,59.65,0.006559606
24/01/2012,59.26,0.001350895
23/01/2012,59.18,-0.011591898
20/01/2012,59.87,-0.001502128
19/01/2012,59.96,0.05343737
18/01/2012,56.84,0.000703978
17/01/2012,56.8,-0.006143065
13/01/2012,57.15,-0.006105558
12/01/2012,57.5,0.005231049
11/01/2012,57.2,0
10/01/2012,57.2,0.003502631
09/01/2012,57,0.007926065
06/01/2012,56.55,0.002301497
05/01/2012,56.42,-0.000531585
04/01/2012,56.45,0.005328609
03/01/2012,56.15,0.01398875
30/12/2011,55.37,0.000361272
29/12/2011,55.35,0.009256804
28/12/2011,54.84,-0.014302769
27/12/2011,55.63,-0.000179743
23/12/2011,55.64,-0.000359389
22/12/2011,55.66,0.010838256
21/12/2011,55.06,-0.002177069
20/12/2011,55.18,0.03673016
19/12/2011,53.19,-0.009542593
16/12/2011,53.7,0.002050518
15/12/2011,53.59,0.007680098
14/12/2011,53.18,-0.008799083
13/12/2011,53.65,0
12/12/2011,53.65,-0.005390849
09/12/2011,53.94,0.016072108
08/12/2011,53.08,-0.026400492
07/12/2011,54.5,-0.002016314
06/12/2011,54.61,-0.007661475
05/12/2011,55.03,0.012617887
02/12/2011,54.34,-0.019679935
01/12/2011,55.42,0.009427191
30/11/2011,54.9,0.031830963
29/11/2011,53.18,-0.001127608
28/11/2011,53.24,0.032257783
25/11/2011,51.55,0.007594234
23/11/2011,51.16,-0.023375932
22/11/2011,52.37,-0.003431189
21/11/2011,52.55,-0.021834107
18/11/2011,53.71,0.010669264
17/11/2011,53.14,-0.022514673
16/11/2011,54.35,-0.014068013
15/11/2011,55.12,0.00199764
14/11/2011,55.01,-0.004534333
11/11/2011,55.26,0.005625639
10/11/2011,54.95,0.014296431
09/11/2011,54.17,-0.038034284
08/11/2011,56.27,0.015220994
07/11/2011,55.42,0.016739838
04/11/2011,54.5,-0.011856044
03/11/2011,55.15,0.01940742
02/11/2011,54.09,0.011341574
01/11/2011,53.48,-0.043003607
31/10/2011,55.83,0.000358295
28/10/2011,55.81,-0.00553919
27/10/2011,56.12,0.035734282
26/10/2011,54.15,-0.008825209
25/10/2011,54.63,-0.0208322
24/10/2011,55.78,0.011177329
21/10/2011,55.16,0.023849966
20/10/2011,53.86,0.005585567
19/10/2011,53.56,-0.017031141
18/10/2011,54.48,0.012746086
17/10/2011,53.79,-0.032735848
14/10/2011,55.58,-0.00717106
13/10/2011,55.98,-0.009069147
12/10/2011,56.49,-0.006528475
11/10/2011,56.86,0.016133671
10/10/2011,55.95,0.019856248
07/10/2011,54.85,-0.001457461
06/10/2011,54.93,0.014855844
05/10/2011,54.12,0.024692613
04/10/2011,52.8,0.032922407
03/10/2011,51.09,-0.032164545
30/09/2011,52.76,-0.015235882
29/09/2011,53.57,0.013531498
28/09/2011,52.85,-0.007540092
27/09/2011,53.25,0.001127396
26/09/2011,53.19,0.031318198
23/09/2011,51.55,-0.003098976
22/09/2011,51.71,-0.016874801
21/09/2011,52.59,-0.024418944
20/09/2011,53.89,0.000371195
19/09/2011,53.87,-0.04252094
16/09/2011,56.21,0.075162269
15/09/2011,52.14,0.043110124
14/09/2011,49.94,0.023706915
13/09/2011,48.77,0.021345749
12/09/2011,47.74,-0.003345884
09/09/2011,47.9,-0.020661892
08/09/2011,48.9,-0.001838799
07/09/2011,48.99,0.046588059
06/09/2011,46.76,-0.005119465
02/09/2011,47,-0.038402048
01/09/2011,48.84,-0.032631294
31/08/2011,50.46,-0.001386276
30/08/2011,50.53,0.033608153
29/08/2011,48.86,0.028650496
26/08/2011,47.48,0.016136231
25/08/2011,46.72,-0.010645193
24/08/2011,47.22,0.005947341
23/08/2011,46.94,0.023276913
22/08/2011,45.86,0.013390607
19/08/2011,45.25,0.00731954
18/08/2011,44.92,-0.055214803
17/08/2011,47.47,-0.001263158
16/08/2011,47.53,-0.003150932
15/08/2011,47.68,0.023555466
12/08/2011,46.57,0.02941709
11/08/2011,45.22,0.007324414
10/08/2011,44.89,-0.074664734
09/08/2011,48.37,0.029796581
08/08/2011,46.95,-0.078616279
05/08/2011,50.79,-0.008235341
04/08/2011,51.21,-0.038123571
03/08/2011,53.2,0.005466039
02/08/2011,52.91,-0.027220174
01/08/2011,54.37,-0.01315568
29/07/2011,55.09,0.008934329
28/07/2011,54.6,-0.008026311
27/07/2011,55.04,-0.03446462
26/07/2011,56.97,-0.007170997
25/07/2011,57.38,-0.000522694
22/07/2011,57.41,-0.050770601
21/07/2011,60.4,0.022265924
20/07/2011,59.07,0.010209379
19/07/2011,58.47,0.009451054
18/07/2011,57.92,-0.013036205
15/07/2011,58.68,-0.009666827
14/07/2011,59.25,-0.015408109
13/07/2011,60.17,-0.004477248
12/07/2011,60.44,-0.004951322
11/07/2011,60.74,-0.01843295
08/07/2011,61.87,-0.01125052
07/07/2011,62.57,0.008829016
06/07/2011,62.02,0.001290739
05/07/2011,61.94,-0.010119755
01/07/2011,62.57,0.014164087
30/06/2011,61.69,0.013874376
29/06/2011,60.84,0.005769405
28/06/2011,60.49,0.009467723
27/06/2011,59.92,-0.004495886
24/06/2011,60.19,-0.005467663
23/06/2011,60.52,-0.009537977
22/06/2011,61.1,-0.001145007
21/06/2011,61.17,0.006725196
20/06/2011,60.76,0.008429105
17/06/2011,60.25,0.010679227
16/06/2011,59.61,0.008592421
15/06/2011,59.1,-0.004558124
14/06/2011,59.37,0.012542537
13/06/2011,58.63,-0.000682012
10/06/2011,58.67,-0.017068433
09/06/2011,59.68,0.007906509
08/06/2011,59.21,-0.006061645
07/06/2011,59.57,0.001848274
06/06/2011,59.46,-0.003190331
03/06/2011,59.65,-0.005683733
02/06/2011,59.99,0.006354536
01/06/2011,59.61,-0.025179399
31/05/2011,61.13,0.015330392
27/05/2011,60.2,0.00232829
26/05/2011,60.06,-0.001331115
25/05/2011,60.14,0.000831739
24/05/2011,60.09,-0.005642232
23/05/2011,60.43,-0.020149752
20/05/2011,61.66,-0.003399987
19/05/2011,61.87,0.005835646
18/05/2011,61.51,0.004562498
17/05/2011,61.23,-0.012658397
16/05/2011,62.01,-0.009629347
13/05/2011,62.61,-0.014901988
12/05/2011,63.55,-0.000314663
11/05/2011,63.57,-0.009549975
10/05/2011,64.18,0.003902901
09/05/2011,63.93,-0.000156409
06/05/2011,63.94,0.01735333
05/05/2011,62.84,-0.007451481
04/05/2011,63.31,-0.008493288
03/05/2011,63.85,0.007703835
02/05/2011,63.36,0.004111978
29/04/2011,63.1,0.011796725
28/04/2011,62.36,0.004339099
27/04/2011,62.09,-0.002894824
26/04/2011,62.27,0.006282743
25/04/2011,61.88,-0.016825972
21/04/2011,62.93,-0.013416664
20/04/2011,63.78,0.016918737
19/04/2011,62.71,0.006398998
18/04/2011,62.31,-0.01449878
15/04/2011,63.22,0.017230803
14/04/2011,62.14,-0.012474174
13/04/2011,62.92,-0.009018335
12/04/2011,63.49,-0.009873915
11/04/2011,64.12,0.00767127
08/04/2011,63.63,-0.013580167
07/04/2011,64.5,0.001862198
06/04/2011,64.38,-0.000310607
05/04/2011,64.4,-0.002171554
04/04/2011,64.54,-0.009560597
01/04/2011,65.16,0.005077325
31/03/2011,64.83,0.013354236
30/03/2011,63.97,0.007374318
29/03/2011,63.5,0.000945329
28/03/2011,63.44,-0.000787836
25/03/2011,63.49,-0.000314961
24/03/2011,63.51,0.00204902
23/03/2011,63.38,-0.00204902
22/03/2011,63.51,-0.004242288
21/03/2011,63.78,0.01580311
18/03/2011,62.78,0.015409615
17/03/2011,61.82,0.013189152
16/03/2011,61.01,-0.022046605
15/03/2011,62.37,-0.01116083
14/03/2011,63.07,-0.009939342
11/03/2011,63.7,0.008830079
10/03/2011,63.14,-0.023169477
09/03/2011,64.62,0.001083843
08/03/2011,64.55,0.016400211
07/03/2011,63.5,-0.01360778
04/03/2011,64.37,-0.004185728
03/03/2011,64.64,0.023003909
02/03/2011,63.17,0.000633413
01/03/2011,63.13,-0.020538466
28/02/2011,64.44,-0.004953571
25/02/2011,64.76,0.007906405
24/02/2011,64.25,0.010954726
23/02/2011,63.55,-0.016077768
22/02/2011,64.58,-0.034845671
18/02/2011,66.87,0.019327191
17/02/2011,65.59,-0.007745502
16/02/2011,66.1,-0.000151274
15/02/2011,66.11,-0.006483249
14/02/2011,66.54,-0.005246209
11/02/2011,66.89,-0.004623768
10/02/2011,67.2,0.002980628
09/02/2011,67,0.000597193
08/02/2011,66.96,0.007043866
07/02/2011,66.49,0.006639529
04/02/2011,66.05,0.001060365
03/02/2011,65.98,0.007912397
02/02/2011,65.46,0.004440029
01/02/2011,65.17,0.015931046
31/01/2011,64.14,0.005158276
28/01/2011,63.81,-0.016937706
27/01/2011,64.9,0.009754664
