Date,Close,ADM
14/02/2013,31.4,0.007672672
13/02/2013,31.16,0.011295908
12/02/2013,30.81,0.017351884
11/02/2013,30.28,0.001983472
08/02/2013,30.22,-0.001983472
07/02/2013,30.28,-0.00296785
06/02/2013,30.37,0.033141108
05/02/2013,29.38,0.032517566
04/02/2013,28.44,-0.008054675
01/02/2013,28.67,0.004895115
31/01/2013,28.53,-0.005592465
30/01/2013,28.69,0.002442856
29/01/2013,28.62,-0.000698568
28/01/2013,28.64,-0.01145647
25/01/2013,28.97,-0.002068966
24/01/2013,29.03,0.012827356
23/01/2013,28.66,-0.015579335
22/01/2013,29.11,0.016277416
18/01/2013,28.64,-0.004876359
17/01/2013,28.78,0.013643731
16/01/2013,28.39,-0.001056152
15/01/2013,28.42,-0.004914015
14/01/2013,28.56,0.007732903
11/01/2013,28.34,0
10/01/2013,28.34,-0.004927852
09/01/2013,28.48,0.004927852
08/01/2013,28.34,0.011712645
07/01/2013,28.01,-0.042291817
04/01/2013,29.22,0.027056801
03/01/2013,28.44,-0.008054675
02/01/2013,28.67,0.045673297
31/12/2012,27.39,0.012121361
28/12/2012,27.06,-0.015765679
27/12/2012,27.49,0.000727802
26/12/2012,27.47,-0.009780915
24/12/2012,27.74,-0.001440922
21/12/2012,27.78,-0.008959028
20/12/2012,28.03,0.005007164
19/12/2012,27.89,-0.006789378
18/12/2012,28.08,0.024879596
17/12/2012,27.39,0.011013327
14/12/2012,27.09,-0.00221239
13/12/2012,27.15,-0.002574951
12/12/2012,27.22,0.001838574
11/12/2012,27.17,0.007388286
10/12/2012,26.97,-0.007756272
07/12/2012,27.18,0.01706906
06/12/2012,26.72,0
05/12/2012,26.72,0.000374322
04/12/2012,26.71,-0.002990656
03/12/2012,26.79,0.003365118
30/11/2012,26.7,-0.00224467
29/11/2012,26.76,0.005997019
28/11/2012,26.6,0.006411487
27/11/2012,26.43,-0.010538299
26/11/2012,26.71,-0.001122545
23/11/2012,26.74,0.013175421
21/11/2012,26.39,0.001896454
20/11/2012,26.34,0.03045138
19/11/2012,25.55,0.023362773
16/11/2012,24.96,0.019418086
15/11/2012,24.48,-0.002040401
14/11/2012,24.53,-0.014569258
13/11/2012,24.89,-0.014756001
12/11/2012,25.26,-0.005133279
09/11/2012,25.39,-0.003145893
08/11/2012,25.47,-0.020595249
07/11/2012,26,-0.023941862
06/11/2012,26.63,0.001127184
05/11/2012,26.6,-0.009354605
02/11/2012,26.85,-0.009267907
01/11/2012,27.1,0.009640416
31/10/2012,26.84,-0.007793693
26/10/2012,27.05,0.002220578
25/10/2012,26.99,0.00222552
24/10/2012,26.93,-0.013279428
23/10/2012,27.29,-0.027111727
22/10/2012,28.04,-0.016973533
19/10/2012,28.52,-0.019101119
18/10/2012,29.07,-0.00103146
17/10/2012,29.1,0.012796301
16/10/2012,28.73,0.022172297
15/10/2012,28.1,0.001780944
12/10/2012,28.05,0.000713267
11/10/2012,28.03,-0.002138276
10/10/2012,28.09,-0.007448164
09/10/2012,28.3,-0.000706464
08/10/2012,28.32,0.003891744
05/10/2012,28.21,0.00212917
04/10/2012,28.15,0.006772437
03/10/2012,27.96,0.002865331
02/10/2012,27.88,0.003953285
01/10/2012,27.77,0.021474893
28/09/2012,27.18,-0.013884037
27/09/2012,27.56,0.002906979
26/09/2012,27.48,-0.006528859
25/09/2012,27.66,0.005437751
24/09/2012,27.51,0.017602215
21/09/2012,27.03,0.000370028
20/09/2012,27.02,-0.005536091
19/09/2012,27.17,-0.002205883
18/09/2012,27.23,0.001102333
17/09/2012,27.2,0.000367715
14/09/2012,27.19,-0.007328725
13/09/2012,27.39,0.007328725
12/09/2012,27.19,-0.005135741
11/09/2012,27.33,0.003298519
10/09/2012,27.24,-0.001833853
07/09/2012,27.29,-0.002561758
06/09/2012,27.36,0.027043693
05/09/2012,26.63,-0.009344116
04/09/2012,26.88,0.004848042
31/08/2012,26.75,0.008258305
30/08/2012,26.53,-0.001882885
29/08/2012,26.58,0.007932053
28/08/2012,26.37,-0.001894299
27/08/2012,26.42,0.001515152
24/08/2012,26.38,0.00646513
23/08/2012,26.21,-0.002286586
22/08/2012,26.27,-0.001901503
21/08/2012,26.32,-0.007192914
20/08/2012,26.51,0.012908304
17/08/2012,26.17,-0.00571539
16/08/2012,26.32,0.002663117
15/08/2012,26.25,0.016516604
14/08/2012,25.82,-0.004251214
13/08/2012,25.93,-0.000385579
10/08/2012,25.94,-0.020225837
09/08/2012,26.47,-0.000377715
08/08/2012,26.48,0.02950971
07/08/2012,25.71,0.003116481
06/08/2012,25.63,0.00351769
03/08/2012,25.54,0.016183499
02/08/2012,25.13,-0.021650127
01/08/2012,25.68,-0.01583962
31/07/2012,26.09,-0.052270203
30/07/2012,27.49,-0.001817191
27/07/2012,27.54,0.013158085
26/07/2012,27.18,0.017443382
25/07/2012,26.71,0.000749064
24/07/2012,26.69,-0.006721459
23/07/2012,26.87,-0.004826443
20/07/2012,27,-0.010683469
19/07/2012,27.29,-0.011295438
18/07/2012,27.6,0.012762252
17/07/2012,27.25,0.012555556
16/07/2012,26.91,-0.017680019
13/07/2012,27.39,0.002925048
12/07/2012,27.31,-0.012734391
11/07/2012,27.66,0.003259101
10/07/2012,27.57,0.000725689
09/07/2012,27.55,-0.030034435
06/07/2012,28.39,-0.003867117
05/07/2012,28.5,-0.017046856
03/07/2012,28.99,-0.001723247
02/07/2012,29.04,-0.01639381
29/06/2012,29.52,0.012956199
28/06/2012,29.14,0.009308807
27/06/2012,28.87,0.008347875
26/06/2012,28.63,-0.005572986
25/06/2012,28.79,-0.016876584
22/06/2012,29.28,-0.003409482
21/06/2012,29.38,-0.01687519
20/06/2012,29.88,-0.008995563
19/06/2012,30.15,-0.037113635
18/06/2012,31.29,-0.005100425
15/06/2012,31.45,0.006059658
14/06/2012,31.26,0
13/06/2012,31.26,-0.021206682
12/06/2012,31.93,0.007544833
11/06/2012,31.69,-0.005036208
08/06/2012,31.85,-0.008752791
07/06/2012,32.13,-0.001244168
06/06/2012,32.17,0.027096806
05/06/2012,31.31,0.01382881
04/06/2012,30.88,-0.001294499
01/06/2012,30.92,-0.03057563
31/05/2012,31.88,-0.008433597
30/05/2012,32.15,-0.010827639
29/05/2012,32.5,0.007722046
25/05/2012,32.25,0.004662013
24/05/2012,32.1,0.005623258
23/05/2012,31.92,-0.007490672
22/05/2012,32.16,-0.000310897
21/05/2012,32.17,0.010939318
18/05/2012,31.82,-0.01218194
17/05/2012,32.21,-0.002790267
16/05/2012,32.3,-0.005249356
15/05/2012,32.47,-0.01770498
14/05/2012,33.05,0.006069821
11/05/2012,32.85,-0.019593694
10/05/2012,33.5,0.025394351
09/05/2012,32.66,-0.00975023
08/05/2012,32.98,0.011895824
07/05/2012,32.59,0.01048745
04/05/2012,32.25,-0.009566498
03/05/2012,32.56,-0.01190672
02/05/2012,32.95,-0.002122178
01/05/2012,33.02,0.068625197
30/04/2012,30.83,-0.008076284
27/04/2012,31.08,0.001610047
26/04/2012,31.03,0.004521972
25/04/2012,30.89,-0.001617338
24/04/2012,30.94,0.016949558
23/04/2012,30.42,-0.009488048
20/04/2012,30.71,0.000977358
19/04/2012,30.68,-0.00811561
18/04/2012,30.93,-0.008691508
17/04/2012,31.2,0.013228133
16/04/2012,30.79,0.001299968
13/04/2012,30.75,-0.011317825
12/04/2012,31.1,0.003543247
11/04/2012,30.99,0.005500742
10/04/2012,30.82,-0.000648719
09/04/2012,30.84,-0.015444322
05/04/2012,31.32,-0.00350598
04/04/2012,31.43,-0.017347857
03/04/2012,31.98,-0.010884884
02/04/2012,32.33,0.020941537
30/03/2012,31.66,0.012714729
29/03/2012,31.26,-0.000319846
28/03/2012,31.27,-0.019005957
27/03/2012,31.87,-0.005319994
26/03/2012,32.04,0.005633818
23/03/2012,31.86,0.003773589
22/03/2012,31.74,-0.005968292
21/03/2012,31.93,0.001880878
20/03/2012,31.87,0.005663955
19/03/2012,31.69,-0.003465116
16/03/2012,31.8,-0.000628733
15/03/2012,31.82,0.005356874
14/03/2012,31.65,-0.015985296
13/03/2012,32.16,0.026147339
12/03/2012,31.33,0.006404121
09/03/2012,31.13,0.000642674
08/03/2012,31.11,0.001930503
07/03/2012,31.05,0.021485201
06/03/2012,30.39,-0.040624542
05/03/2012,31.65,0.000316006
02/03/2012,31.64,0.003799878
01/03/2012,31.52,0.01020417
29/02/2012,31.2,-0.012105914
28/02/2012,31.58,-0.00410808
27/02/2012,31.71,-0.007853032
24/02/2012,31.96,0.006907406
23/02/2012,31.74,0.006004126
22/02/2012,31.55,0.005721567
21/02/2012,31.37,0.000637755
17/02/2012,31.35,0.003835096
16/02/2012,31.23,0.006102476
15/02/2012,31.04,-0.00353755
14/02/2012,31.15,0.007087659
13/02/2012,30.93,0.011707451
10/02/2012,30.57,-0.005870858
09/02/2012,30.75,0.010789707
08/02/2012,30.42,0.020591893
07/02/2012,29.8,0.006734032
06/02/2012,29.6,0.001690617
03/02/2012,29.55,0.01294296
02/02/2012,29.17,-0.000685401
01/02/2012,29.19,0.019371066
31/01/2012,28.63,-0.03702857
30/01/2012,29.71,-0.00369562
27/01/2012,29.82,-0.000670466
26/01/2012,29.84,-0.008010724
25/01/2012,30.08,0.00868119
24/01/2012,29.82,-0.002344667
23/01/2012,29.89,-0.005005851
20/01/2012,30.04,0.020855112
19/01/2012,29.42,0.006821309
18/01/2012,29.22,0.015172705
17/01/2012,28.78,-0.013460082
13/01/2012,29.17,0.001028983
12/01/2012,29.14,0.007232682
11/01/2012,28.93,0.005198418
10/01/2012,28.78,-0.004506855
09/01/2012,28.91,-0.005519159
06/01/2012,29.07,-0.00583092
05/01/2012,29.24,-0.00443611
04/01/2012,29.37,0.016478231
03/01/2012,28.89,0.010088797
30/12/2011,28.6,-0.004883163
29/12/2011,28.74,0.012957632
28/12/2011,28.37,-0.023341941
27/12/2011,29.04,-0.000688468
23/12/2011,29.06,0.012465535
22/12/2011,28.7,0.001045843
21/12/2011,28.67,0.01122425
20/12/2011,28.35,0.038839833
19/12/2011,27.27,-0.015645216
16/12/2011,27.7,-0.009342504
15/12/2011,27.96,0.019137612
14/12/2011,27.43,-0.014836531
13/12/2011,27.84,-0.017800399
12/12/2011,28.34,-0.027150989
09/12/2011,29.12,0.013135343
08/12/2011,28.74,-0.027793863
07/12/2011,29.55,-0.001690617
06/12/2011,29.6,-0.012088797
05/12/2011,29.96,-0.001000834
02/12/2011,29.99,-0.007639964
01/12/2011,30.22,0.003314554
30/11/2011,30.12,0.035826745
29/11/2011,29.06,0.005521063
28/11/2011,28.9,0.035214906
25/11/2011,27.9,0.003950445
23/11/2011,27.79,-0.022064952
22/11/2011,28.41,0.004232811
21/11/2011,28.29,-0.02133321
18/11/2011,28.9,0.006596101
17/11/2011,28.71,-0.007979227
16/11/2011,28.94,-0.023900079
15/11/2011,29.64,-0.004712227
14/11/2011,29.78,0.003026738
11/11/2011,29.69,0.027660975
10/11/2011,28.88,0.012543718
09/11/2011,28.52,-0.045579244
08/11/2011,29.85,0.015530359
07/11/2011,29.39,0.011635997
04/11/2011,29.05,-0.010955262
03/11/2011,29.37,0.028667133
02/11/2011,28.54,0.028431197
01/11/2011,27.74,-0.042349306
31/10/2011,28.94,-0.047242253
28/10/2011,30.34,0.00462505
27/10/2011,30.2,0.044000329
26/10/2011,28.9,0.026294241
25/10/2011,28.15,-0.027677367
24/10/2011,28.94,0.012167715
21/10/2011,28.59,0.029100705
20/10/2011,27.77,0.012683627
19/10/2011,27.42,-0.017712373
18/10/2011,27.91,0.032407715
17/10/2011,27.02,-0.026658508
14/10/2011,27.75,0.023333177
13/10/2011,27.11,0.001107215
12/10/2011,27.08,0.026947738
11/10/2011,26.36,0.01336663
10/10/2011,26.01,0.021765336
07/10/2011,25.45,-0.017913252
06/10/2011,25.91,0.028976185
05/10/2011,25.17,0.022499945
04/10/2011,24.61,0.018454491
03/10/2011,24.16,-0.026548425
30/09/2011,24.81,-0.037964227
29/09/2011,25.77,0.025944851
28/09/2011,25.11,-0.025944851
27/09/2011,25.77,0.009356793
26/09/2011,25.53,0.013407141
23/09/2011,25.19,-0.008695707
22/09/2011,25.41,-0.067338611
21/09/2011,27.18,-0.030793956
20/09/2011,28.03,0.007879697
19/09/2011,27.81,-0.028710106
16/09/2011,28.62,0.015138469
15/09/2011,28.19,0.028059395
14/09/2011,27.41,0.011374182
13/09/2011,27.1,0.002956395
12/09/2011,27.02,-0.003325331
09/09/2011,27.11,-0.016099872
08/09/2011,27.55,-0.013340742
07/09/2011,27.92,0.02980955
06/09/2011,27.1,-0.012103577
02/09/2011,27.43,-0.029810072
01/09/2011,28.26,-0.007754709
31/08/2011,28.48,-0.008739786
30/08/2011,28.73,-0.000348008
29/08/2011,28.74,0.03325386
26/08/2011,27.8,0.005410293
25/08/2011,27.65,-0.027819198
24/08/2011,28.43,0.006351468
23/08/2011,28.25,0.035306261
22/08/2011,27.27,-0.009125816
19/08/2011,27.52,0.000363438
18/08/2011,27.51,-0.029371739
17/08/2011,28.33,0.010289252
16/08/2011,28.04,-0.008876323
15/08/2011,28.29,0.036354552
12/08/2011,27.28,-0.009122486
11/08/2011,27.53,0.050662603
10/08/2011,26.17,-0.057179642
09/08/2011,27.71,0.05260472
08/08/2011,26.29,-0.085615703
05/08/2011,28.64,0.02081571
04/08/2011,28.05,-0.055136168
03/08/2011,29.64,0.035718083
02/08/2011,28.6,-0.063664013
01/08/2011,30.48,0.003286234
29/07/2011,30.38,-0.014054815
28/07/2011,30.81,-0.006470421
27/07/2011,31.01,-0.018847387
26/07/2011,31.6,-0.007252121
25/07/2011,31.83,-0.009069648
22/07/2011,32.12,-0.004659117
21/07/2011,32.27,0.030519909
20/07/2011,31.3,0.023926133
19/07/2011,30.56,0.030904603
18/07/2011,29.63,-0.022360351
15/07/2011,30.3,0.013623736
14/07/2011,29.89,-0.018233557
13/07/2011,30.44,-0.011432429
12/07/2011,30.79,0.009135463
11/07/2011,30.51,-0.017222197
08/07/2011,31.04,0.019190701
07/07/2011,30.45,-0.009804
06/07/2011,30.75,-0.008419739
05/07/2011,31.01,0.005821491
01/07/2011,30.83,0.022303319
30/06/2011,30.15,-0.005292768
29/06/2011,30.31,0.02370333
28/06/2011,29.6,-0.000675448
27/06/2011,29.62,0.010862293
24/06/2011,29.3,-0.007141673
23/06/2011,29.51,-0.026418524
22/06/2011,30.3,-0.008871423
21/06/2011,30.57,0.004261603
20/06/2011,30.44,0.00890948
17/06/2011,30.17,0.021780053
16/06/2011,29.52,-0.002030458
15/06/2011,29.58,-0.023719168
14/06/2011,30.29,0.016309232
13/06/2011,29.8,0.008763116
10/06/2011,29.54,-0.018447614
09/06/2011,30.09,0.011363759
08/06/2011,29.75,-0.012692221
07/06/2011,30.13,-0.004305355
06/06/2011,30.26,-0.004286899
03/06/2011,30.39,-0.009823262
02/06/2011,30.69,-0.013592442
01/06/2011,31.11,-0.040937706
31/05/2011,32.41,0.006190054
27/05/2011,32.21,0.027381726
26/05/2011,31.34,0.009940758
25/05/2011,31.03,0.00225843
24/05/2011,30.96,-0.000322945
23/05/2011,30.97,-0.009320331
20/05/2011,31.26,-0.00733071
19/05/2011,31.49,-0.008537601
18/05/2011,31.76,-0.001573069
17/05/2011,31.81,-0.006267648
16/05/2011,32.01,-0.005918099
13/05/2011,32.2,-0.003100778
12/05/2011,32.3,-0.008631373
11/05/2011,32.58,-0.025156653
10/05/2011,33.41,-0.02073534
09/05/2011,34.11,0.004112814
06/05/2011,33.97,-0.00323292
05/05/2011,34.08,-0.018605188
04/05/2011,34.72,0.006066753
03/05/2011,34.51,-0.069668776
02/05/2011,37,-0.000540395
29/04/2011,37.02,0.018539244
28/04/2011,36.34,0.000825878
27/04/2011,36.31,-0.001101019
26/04/2011,36.35,0.018323666
25/04/2011,35.69,-0.010036326
21/04/2011,36.05,0.00667968
20/04/2011,35.81,0.024022633
19/04/2011,34.96,0.014695553
18/04/2011,34.45,-0.010970087
15/04/2011,34.83,-0.006011182
14/04/2011,35.04,-0.002849817
13/04/2011,35.14,-0.01131874
12/04/2011,35.54,-0.000843763
11/04/2011,35.57,0.008469842
08/04/2011,35.27,-0.033457261
07/04/2011,36.47,-0.002464742
06/04/2011,36.56,-0.012503561
05/04/2011,37.02,0.008136741
04/04/2011,36.72,0.006557401
01/04/2011,36.48,0.012967488
31/03/2011,36.01,0.001945796
30/03/2011,35.94,0.006140125
29/03/2011,35.72,0.010412364
28/03/2011,35.35,0.001415428
25/03/2011,35.3,-0.021578531
24/03/2011,36.07,-0.00110834
23/03/2011,36.11,0.001940403
22/03/2011,36.04,0.004449396
21/03/2011,35.88,0.025975486
18/03/2011,34.96,0.006024979
17/03/2011,34.75,0.008960892
16/03/2011,34.44,-0.030314017
15/03/2011,35.5,-0.008415197
14/03/2011,35.8,-0.008067925
11/03/2011,36.09,0.017892566
10/03/2011,35.45,-0.031924987
09/03/2011,36.6,-0.010599365
08/03/2011,36.99,0.006781526
07/03/2011,36.74,-0.005699568
04/03/2011,36.95,-0.009159547
03/03/2011,37.29,0.014042899
02/03/2011,36.77,0.004087756
01/03/2011,36.62,-0.015176443
28/02/2011,37.18,0.008101584
25/02/2011,36.88,0.012276788
24/02/2011,36.43,0.015491319
23/02/2011,35.87,-0.030475934
22/02/2011,36.98,-0.017955728
18/02/2011,37.65,0.004525497
17/02/2011,37.48,0.009651549
16/02/2011,37.12,0.017940139
15/02/2011,36.46,-0.005197659
14/02/2011,36.65,0.011801976
11/02/2011,36.22,0.021770327
10/02/2011,35.44,-0.016233214
09/02/2011,36.02,-0.001941479
08/02/2011,36.09,0.003886734
07/02/2011,35.95,-0.003886734
04/02/2011,36.09,0.017892566
03/02/2011,35.45,0.003390792
02/02/2011,35.33,0.017992774
01/02/2011,34.7,0.060282461
31/01/2011,32.67,-0.002751033
28/01/2011,32.76,-0.020245441
27/01/2011,33.43,0.000299177
