Date,Close,BDX
29/10/2013,106.5,0.001409444
28/10/2013,106.35,0.007550767
25/10/2013,105.55,-0.004348655
24/10/2013,106.01,-0.005268617
23/10/2013,106.57,0.010659975
22/10/2013,105.44,0.003991263
21/10/2013,105.02,0.002001621
18/10/2013,104.81,0.006893278
17/10/2013,104.09,0.011692649
16/10/2013,102.88,0.017848861
15/10/2013,101.06,-0.016681772
14/10/2013,102.76,-0.000486452
11/10/2013,102.81,0.016179203
10/10/2013,101.16,0.02057398
09/10/2013,99.1,0.007800273
08/10/2013,98.33,-0.01112471
07/10/2013,99.43,-0.009907512
04/10/2013,100.42,0.009203746
03/10/2013,99.5,-0.011491508
02/10/2013,100.65,-0.002678972
01/10/2013,100.92,0.008957958
30/09/2013,100.02,0.001300585
27/09/2013,99.89,-0.010258543
26/09/2013,100.92,0.006661058
25/09/2013,100.25,-0.008344143
24/09/2013,101.09,-0.007784441
23/09/2013,101.88,-0.001765226
20/09/2013,102.06,-0.00790518
19/09/2013,102.87,0.005360898
18/09/2013,102.32,0.014966802
17/09/2013,100.8,0.000694686
16/09/2013,100.73,0.007373489
13/09/2013,99.99,0.003406134
12/09/2013,99.65,-0.007099675
11/09/2013,100.36,0.00669835
10/09/2013,99.69,-0.000300888
09/09/2013,99.72,0.003415372
06/09/2013,99.38,0.005650873
05/09/2013,98.82,0.001012453
04/09/2013,98.72,0.014385801
03/09/2013,97.31,-0.000719092
30/08/2013,97.38,-0.002051704
29/08/2013,97.58,-0.000102475
28/08/2013,97.59,0.003490047
27/08/2013,97.25,-0.018844459
26/08/2013,99.1,0.000807591
23/08/2013,99.02,0.0017183
22/08/2013,98.85,0.006291882
21/08/2013,98.23,0.000509139
20/08/2013,98.18,0.004696282
19/08/2013,97.72,0.003793515
16/08/2013,97.35,-0.004918547
15/08/2013,97.83,-0.017227828
14/08/2013,99.53,-0.003310099
13/08/2013,99.86,-0.001400981
12/08/2013,100,0.00060018
09/08/2013,99.94,-0.003695385
08/08/2013,100.31,0.003095205
07/08/2013,100,-0.001698557
06/08/2013,100.17,-0.00597195
05/08/2013,100.77,-0.007316624
02/08/2013,101.51,-0.015639064
01/08/2013,103.11,-0.005898581
31/07/2013,103.72,0.007063065
30/07/2013,102.99,-0.001164483
29/07/2013,103.11,-0.001356852
26/07/2013,103.25,-0.002611599
25/07/2013,103.52,-0.002026539
24/07/2013,103.73,-0.005575865
23/07/2013,104.31,-0.001819837
22/07/2013,104.5,0.008263716
19/07/2013,103.64,0.006388561
18/07/2013,102.98,0.009954215
17/07/2013,101.96,0.000588639
16/07/2013,101.9,-0.002646152
15/07/2013,102.17,0.001567245
12/07/2013,102.01,0.019800667
11/07/2013,100.01,0.00914074
10/07/2013,99.1,0.003436777
09/07/2013,98.76,-0.006056954
08/07/2013,99.36,0.006968669
05/07/2013,98.67,0.008856372
03/07/2013,97.8,0.00677134
02/07/2013,97.14,-0.021488683
01/07/2013,99.25,0.004240717
28/06/2013,98.83,0.000809799
27/06/2013,98.75,-0.004143303
26/06/2013,99.16,0.011767228
25/06/2013,98,0.003168279
24/06/2013,97.69,0.017138557
21/06/2013,96.03,-0.002288331
20/06/2013,96.25,-0.026047412
19/06/2013,98.79,-0.016165822
18/06/2013,100.4,0.002293465
17/06/2013,100.17,0.015391884
14/06/2013,98.64,0.000405597
13/06/2013,98.6,0.009476812
12/06/2013,97.67,-0.006531302
11/06/2013,98.31,-0.002133822
10/06/2013,98.52,-0.001724051
07/06/2013,98.69,0.009570425
06/06/2013,97.75,0.008527303
05/06/2013,96.92,-0.014849984
04/06/2013,98.37,-0.008402135
03/06/2013,99.2,0.005863933
31/05/2013,98.62,-0.022062668
30/05/2013,100.82,9.91916E-05
29/05/2013,100.81,-0.010950635
28/05/2013,101.92,0.010752261
24/05/2013,100.83,0.006567188
23/05/2013,100.17,0.001498577
22/05/2013,100.02,-0.009849356
21/05/2013,101.01,-0.001088409
20/05/2013,101.12,-0.006505691
17/05/2013,101.78,0.012655894
16/05/2013,100.5,-0.008323473
15/05/2013,101.34,-0.004234165
14/05/2013,101.77,0.014250612
13/05/2013,100.33,0.007202192
10/05/2013,99.61,0.018849362
09/05/2013,97.75,0.001740644
08/05/2013,97.58,0.001127916
07/05/2013,97.47,0.005761926
06/05/2013,96.91,-0.005351459
03/05/2013,97.43,0.013120701
02/05/2013,96.16,0.027196785
01/05/2013,93.58,-0.007664504
30/04/2013,94.3,-0.005393699
29/04/2013,94.81,0.002006019
26/04/2013,94.62,-0.018533592
25/04/2013,96.39,0.014946711
24/04/2013,94.96,-0.009224384
23/04/2013,95.84,0.007120449
22/04/2013,95.16,0.006325132
19/04/2013,94.56,0.009670125
18/04/2013,93.65,-0.009564366
17/04/2013,94.55,-0.009159405
16/04/2013,95.42,0.006096939
15/04/2013,94.84,-0.015899917
12/04/2013,96.36,-0.003005028
11/04/2013,96.65,0.002486275
10/04/2013,96.41,0.003845159
09/04/2013,96.04,0.00605746
08/04/2013,95.46,-0.006786057
05/04/2013,96.11,-0.004671208
04/04/2013,96.56,0.001554646
03/04/2013,96.41,-0.00176175
02/04/2013,96.58,0.009048894
01/04/2013,95.71,0.001045369
28/03/2013,95.61,0.004717732
27/03/2013,95.16,0.013222809
26/03/2013,93.91,0.015885276
25/03/2013,92.43,-0.003132598
22/03/2013,92.72,0.008556781
21/03/2013,91.93,-0.011464543
20/03/2013,92.99,0.013533471
19/03/2013,91.74,-0.001198322
18/03/2013,91.85,-0.00488733
15/03/2013,92.3,-0.002164503
14/03/2013,92.5,0.015580203
13/03/2013,91.07,0.010264424
12/03/2013,90.14,0.005897096
11/03/2013,89.61,0.008629922
08/03/2013,88.84,0.006776624
07/03/2013,88.24,0.001360853
06/03/2013,88.12,-0.012069404
05/03/2013,89.19,0.005960096
04/03/2013,88.66,-0.001014599
01/03/2013,88.75,0.007805028
28/02/2013,88.06,-0.001248369
27/02/2013,88.17,0.014969142
26/02/2013,86.86,0.000115134
25/02/2013,86.85,-0.012131071
22/02/2013,87.91,0.01236138
21/02/2013,86.83,-0.006771905
20/02/2013,87.42,-0.01306911
19/02/2013,88.57,0.000903649
15/02/2013,88.49,0.00113071
14/02/2013,88.39,-0.00090467
13/02/2013,88.47,-0.000903853
12/02/2013,88.55,0.002714013
11/02/2013,88.31,0.000679656
08/02/2013,88.25,0.003973891
07/02/2013,87.9,0.000227557
06/02/2013,87.88,0.002392482
05/02/2013,87.67,0.029047926
04/02/2013,85.16,0.000117433
01/02/2013,85.15,0.013121531
31/01/2013,84.04,-0.000951475
30/01/2013,84.12,-0.001900238
29/01/2013,84.28,0.002613759
28/01/2013,84.06,-0.006285227
25/01/2013,84.59,0.009144414
24/01/2013,83.82,0.001671642
23/01/2013,83.68,-0.00071676
22/01/2013,83.74,-0.002385497
18/01/2013,83.94,0.012949821
17/01/2013,82.86,-0.001688171
16/01/2013,83,0.003621006
15/01/2013,82.7,0.004848494
14/01/2013,82.3,0.006582981
11/01/2013,81.76,0.000978953
10/01/2013,81.68,0.001592845
09/01/2013,81.55,0.002578429
08/01/2013,81.34,0.008891143
07/01/2013,80.62,0.003354666
04/01/2013,80.35,-0.000497698
03/01/2013,80.39,0.011761897
02/01/2013,79.45,0.015986131
31/12/2012,78.19,0.010930476
28/12/2012,77.34,-0.012080856
27/12/2012,78.28,0.003326938
26/12/2012,78.02,-0.00689746
24/12/2012,78.56,-0.003811464
21/12/2012,78.86,-0.003417941
20/12/2012,79.13,0.007611352
19/12/2012,78.53,-0.003939765
18/12/2012,78.84,0.001396205
17/12/2012,78.73,0.012911653
14/12/2012,77.72,-0.009603762
13/12/2012,78.47,-0.001782532
12/12/2012,78.61,0.004973548
11/12/2012,78.22,0.009505531
10/12/2012,77.48,-0.001934112
07/12/2012,77.63,0.00685067
06/12/2012,77.1,-0.003754293
05/12/2012,77.39,0.005441838
04/12/2012,76.97,0.009529476
03/12/2012,76.24,-0.005624238
30/11/2012,76.67,-0.003905238
29/11/2012,76.97,-0.008280549
28/11/2012,77.61,0.005944706
27/11/2012,77.15,-0.007875581
26/11/2012,77.76,0.000385877
23/11/2012,77.73,0.01177626
21/11/2012,76.82,0.008366062
20/11/2012,76.18,0.005132603
19/11/2012,75.79,0.002642359
16/11/2012,75.59,0.001853814
15/11/2012,75.45,0.010927614
14/11/2012,74.63,-0.003344261
13/11/2012,74.88,0.003344261
12/11/2012,74.63,-0.008007516
09/11/2012,75.23,0.001995876
08/11/2012,75.08,-0.005975717
07/11/2012,75.53,-0.038186458
06/11/2012,78.47,0.024249866
05/11/2012,76.59,0.012084739
02/11/2012,75.67,-0.008029
01/11/2012,76.28,0.007896856
31/10/2012,75.68,0.004502722
26/10/2012,75.34,0.000663878
25/10/2012,75.29,0.000398539
24/10/2012,75.26,-0.00185849
23/10/2012,75.4,-0.006609409
22/10/2012,75.9,0.003299244
19/10/2012,75.65,-0.016258389
18/10/2012,76.89,-0.002468015
17/10/2012,77.08,-0.002332514
16/10/2012,77.26,0.009754906
15/10/2012,76.51,-0.001436688
12/10/2012,76.62,-0.005336817
11/10/2012,77.03,0.00821226
10/10/2012,76.4,-0.010805286
09/10/2012,77.23,-0.028465768
08/10/2012,79.46,0.000125857
05/10/2012,79.45,0.003151594
04/10/2012,79.2,0.005444085
03/10/2012,78.77,-0.005444085
02/10/2012,79.2,0.003161558
01/10/2012,78.95,0.004952077
28/09/2012,78.56,-0.002288621
27/09/2012,78.74,0.005092957
26/09/2012,78.34,-0.008389524
25/09/2012,79,-0.001391437
24/09/2012,79.11,-0.002651015
21/09/2012,79.32,0.001261511
20/09/2012,79.22,0.000378764
19/09/2012,79.19,-0.003781199
18/09/2012,79.49,0.001006923
17/09/2012,79.41,0.003153184
14/09/2012,79.16,0.006845001
13/09/2012,78.62,0.007789096
12/09/2012,78.01,-0.003071806
11/09/2012,78.25,0.007568505
10/09/2012,77.66,-0.002828856
07/09/2012,77.88,0.008769723
06/09/2012,77.2,0.009239444
05/09/2012,76.49,-0.001175933
04/09/2012,76.58,0.007865798
31/08/2012,75.98,0.002239938
30/08/2012,75.81,0.003832688
29/08/2012,75.52,-0.001719918
28/08/2012,75.65,-0.00211277
27/08/2012,75.81,-0.001581653
24/08/2012,75.93,0.008730214
23/08/2012,75.27,-0.009520104
22/08/2012,75.99,-0.002234638
21/08/2012,76.16,-0.005499556
20/08/2012,76.58,0.000391824
17/08/2012,76.55,0.008659199
16/08/2012,75.89,-0.003682761
15/08/2012,76.17,0.001445182
14/08/2012,76.06,-0.001970185
13/08/2012,76.21,0.004207764
10/08/2012,75.89,0.005152267
09/08/2012,75.5,-0.000662032
08/08/2012,75.55,0.001059462
07/08/2012,75.47,0.009318491
06/08/2012,74.77,0.005633062
03/08/2012,74.35,-0.00094105
02/08/2012,74.42,-0.010160515
01/08/2012,75.18,-0.007025014
31/07/2012,75.71,-0.006582436
30/07/2012,76.21,0.003549133
27/07/2012,75.94,0.019278667
26/07/2012,74.49,0.010390755
25/07/2012,73.72,0.007488632
24/07/2012,73.17,-0.011684916
23/07/2012,74.03,-0.01021377
20/07/2012,74.79,-0.015391043
19/07/2012,75.95,0.007002737
18/07/2012,75.42,0.002788291
17/07/2012,75.21,0.009619313
16/07/2012,74.49,0.000940165
13/07/2012,74.42,0.00094105
12/07/2012,74.35,-0.008837765
11/07/2012,75.01,0.002669872
10/07/2012,74.81,-0.002003072
09/07/2012,74.96,-0.002398402
06/07/2012,75.14,-0.002658162
05/07/2012,75.34,-0.004634849
03/07/2012,75.69,0.004236733
02/07/2012,75.37,0.008260106
29/06/2012,74.75,0.0217738
28/06/2012,73.14,-0.004637848
27/06/2012,73.48,0.009709478
26/06/2012,72.77,-0.003703454
25/06/2012,73.04,-0.012922713
22/06/2012,73.99,0.003520177
21/06/2012,73.73,-0.012668633
20/06/2012,74.67,-0.001070807
19/06/2012,74.75,0.017816641
18/06/2012,73.43,-0.002176575
15/06/2012,73.59,0.006133734
14/06/2012,73.14,0.002052967
13/06/2012,72.99,0.002057191
12/06/2012,72.84,0.004264985
11/06/2012,72.53,-0.010014488
08/06/2012,73.26,0.004926118
07/06/2012,72.9,0.002334685
06/06/2012,72.73,0.001926783
05/06/2012,72.59,0.005664172
04/06/2012,72.18,-0.000277047
01/06/2012,72.2,-0.012798633
31/05/2012,73.13,-0.004230067
30/05/2012,73.44,-0.011507607
29/05/2012,74.29,-0.00174837
25/05/2012,74.42,-0.004023071
24/05/2012,74.72,0.004157453
23/05/2012,74.41,-0.004960128
22/05/2012,74.78,-0.008124171
21/05/2012,75.39,0.01604527
18/05/2012,74.19,-0.008054816
17/05/2012,74.79,-0.0155227
16/05/2012,75.96,-0.000394867
15/05/2012,75.99,-0.006427516
14/05/2012,76.48,-0.003654402
11/05/2012,76.76,0.001825532
10/05/2012,76.62,0.007861676
09/05/2012,76.02,-0.009296303
08/05/2012,76.73,0.000130336
07/05/2012,76.72,0.000391109
04/05/2012,76.69,-0.012440228
03/05/2012,77.65,0.001933613
02/05/2012,77.5,0.000129041
01/05/2012,77.49,-0.012312583
30/04/2012,78.45,0.006137342
27/04/2012,77.97,0.008371483
26/04/2012,77.32,0.005576825
25/04/2012,76.89,0.010853327
24/04/2012,76.06,0.005405062
23/04/2012,75.65,-0.010257849
20/04/2012,76.43,0.003013827
19/04/2012,76.2,-0.000918213
18/04/2012,76.27,-0.004186844
17/04/2012,76.59,0.020711775
16/04/2012,75.02,0.003070558
13/04/2012,74.79,-0.019726595
12/04/2012,76.28,0.003019762
11/04/2012,76.05,0.000526108
10/04/2012,76.01,-0.008906411
09/04/2012,76.69,-0.012440228
05/04/2012,77.65,-0.001415611
04/04/2012,77.76,-0.004746946
03/04/2012,78.13,0.002819792
02/04/2012,77.91,0.003342765
30/03/2012,77.65,0.007108269
29/03/2012,77.1,-0.005690652
28/03/2012,77.54,-0.002833228
27/03/2012,77.76,0.001158078
26/03/2012,77.67,0.016486386
23/03/2012,76.4,-0.006263068
22/03/2012,76.88,0.000650576
21/03/2012,76.83,-0.003378382
20/03/2012,77.09,-0.009810328
19/03/2012,77.85,-0.003334191
16/03/2012,78.11,0.000256082
15/03/2012,78.09,0.00629458
14/03/2012,77.6,-0.002574004
13/03/2012,77.8,0.014109353
12/03/2012,76.71,-0.001432945
09/03/2012,76.82,0.002867946
08/03/2012,76.6,0.015126892
07/03/2012,75.45,0.000132547
06/03/2012,75.44,-0.007527272
05/03/2012,76.01,-0.008645587
02/03/2012,76.67,0.003789616
01/03/2012,76.38,0.002096986
29/02/2012,76.22,-0.013034595
28/02/2012,77.22,0.001295841
27/02/2012,77.12,-0.00207254
24/02/2012,77.28,0.010798258
23/02/2012,76.45,-0.004958257
22/02/2012,76.83,-0.003637785
21/02/2012,77.11,-0.003753807
17/02/2012,77.4,-0.002709504
16/02/2012,77.61,0.004519928
15/02/2012,77.26,0.007274649
14/02/2012,76.7,-0.002083877
13/02/2012,76.86,0.005741143
10/02/2012,76.42,-0.005611028
09/02/2012,76.85,0.00052063
08/02/2012,76.81,-0.00907212
07/02/2012,77.51,-0.038222826
06/02/2012,80.53,0.007728784
03/02/2012,79.91,0.006654554
02/02/2012,79.38,-0.001510574
01/02/2012,79.5,0.013805551
31/01/2012,78.41,-0.007369792
30/01/2012,78.99,-0.001265182
27/01/2012,79.09,-0.003534019
26/01/2012,79.37,0.00151305
25/01/2012,79.25,0.012187532
24/01/2012,78.29,0.008981328
23/01/2012,77.59,-0.007191504
20/01/2012,78.15,0.003075743
19/01/2012,77.91,0.018525046
18/01/2012,76.48,0.016213365
17/01/2012,75.25,0.004528511
13/01/2012,74.91,0.002941179
12/01/2012,74.69,-0.00066921
11/01/2012,74.74,0.006981768
10/01/2012,74.22,0.011791151
09/01/2012,73.35,0.004372189
06/01/2012,73.03,0.004666492
05/01/2012,72.69,-0.006718336
04/01/2012,73.18,-0.0172056
03/01/2012,74.45,-0.003620035
30/12/2011,74.72,0.002277753
29/12/2011,74.55,0.01011131
28/12/2011,73.8,-0.013459153
27/12/2011,74.8,0.004824453
23/12/2011,74.44,0.009176853
22/12/2011,73.76,0.001764028
21/12/2011,73.63,0.008319175
20/12/2011,73.02,0.032853734
19/12/2011,70.66,0.000141533
16/12/2011,70.65,-0.007052215
15/12/2011,71.15,-0.005186806
14/12/2011,71.52,-0.003907345
13/12/2011,71.8,-0.00997791
12/12/2011,72.52,-0.005500564
09/12/2011,72.92,0.00536268
08/12/2011,72.53,-0.021685132
07/12/2011,74.12,0.00337861
06/12/2011,73.87,-0.00728355
05/12/2011,74.41,0.010401985
02/12/2011,73.64,-0.006766841
01/12/2011,74.14,0.004867506
30/11/2011,73.78,0.027621131
29/11/2011,71.77,-0.003060659
28/11/2011,71.99,0.012299247
25/11/2011,71.11,0.004792792
23/11/2011,70.77,-0.018896216
22/11/2011,72.12,0.003889974
21/11/2011,71.84,-0.018070703
18/11/2011,73.15,-0.007897645
17/11/2011,73.73,-0.008642863
16/11/2011,74.37,-0.016932609
15/11/2011,75.64,0.017739712
14/11/2011,74.31,0.002560131
11/11/2011,74.12,0.007584002
10/11/2011,73.56,0.012998746
09/11/2011,72.61,-0.028511299
08/11/2011,74.71,0.003754866
07/11/2011,74.43,0.023792843
04/11/2011,72.68,0.004136225
03/11/2011,72.38,-0.003034904
02/11/2011,72.6,-0.04721474
01/11/2011,76.11,-0.027473543
31/10/2011,78.23,-0.017863273
28/10/2011,79.64,0.012254591
27/10/2011,78.67,0.025099458
26/10/2011,76.72,0
25/10/2011,76.72,-0.019490775
24/10/2011,78.23,0.023277916
21/10/2011,76.43,0.03949813
20/10/2011,73.47,-0.00529425
19/10/2011,73.86,0.005022067
18/10/2011,73.49,0.009570759
17/10/2011,72.79,-0.02039777
14/10/2011,74.29,0.005669562
13/10/2011,73.87,-0.004457359
12/10/2011,74.2,0.010567772
11/10/2011,73.42,-0.013931381
10/10/2011,74.45,0.021587968
07/10/2011,72.86,-0.004792232
06/10/2011,73.21,0.003969074
05/10/2011,72.92,0.007985723
04/10/2011,72.34,0.020953414
03/10/2011,70.84,-0.03440961
30/09/2011,73.32,-0.013815742
29/09/2011,74.34,0.014770917
28/09/2011,73.25,-0.038826831
27/09/2011,76.15,0.027424509
26/09/2011,74.09,0.004735178
23/09/2011,73.74,0.004621457
22/09/2011,73.4,-0.004078864
21/09/2011,73.7,-0.023334839
20/09/2011,75.44,-0.001589404
19/09/2011,75.56,-0.022119873
16/09/2011,77.25,-0.003231021
15/09/2011,77.5,0.003101579
14/09/2011,77.26,0.010670238
13/09/2011,76.44,0.000785238
12/09/2011,76.38,0.004724418
09/09/2011,76.02,-0.032484254
08/09/2011,78.53,-0.019045792
07/09/2011,80.04,0.020320002
06/09/2011,78.43,-0.000764721
02/09/2011,78.49,-0.024540337
01/09/2011,80.44,-0.011617978
31/08/2011,81.38,0.008019289
30/08/2011,80.73,-0.001361639
29/08/2011,80.84,0.013825966
26/08/2011,79.73,0.019887919
25/08/2011,78.16,-0.018758471
24/08/2011,79.64,0.007056481
23/08/2011,79.08,0.028604528
22/08/2011,76.85,-0.000910451
19/08/2011,76.92,-0.007124844
18/08/2011,77.47,-0.029758045
17/08/2011,79.81,-0.005871714
16/08/2011,80.28,-0.010162437
15/08/2011,81.1,0.010162437
12/08/2011,80.28,0.020258636
11/08/2011,78.67,0.029017446
10/08/2011,76.42,-0.03079545
09/08/2011,78.81,0.03079545
08/08/2011,76.42,-0.036110573
05/08/2011,79.23,0.02065873
04/08/2011,77.61,-0.032577822
03/08/2011,80.18,0.002497504
02/08/2011,79.98,-0.028594504
01/08/2011,82.3,-0.015792022
29/07/2011,83.61,0.008045675
28/07/2011,82.94,-0.006609409
27/07/2011,83.49,-0.017453693
26/07/2011,84.96,-0.019350178
25/07/2011,86.62,-0.006214774
22/07/2011,87.16,-0.020553724
21/07/2011,88.97,0.014605411
20/07/2011,87.68,-0.002392209
19/07/2011,87.89,0.013978229
18/07/2011,86.67,-0.004834264
15/07/2011,87.09,-0.005153765
14/07/2011,87.54,-0.002623925
13/07/2011,87.77,0.002281283
12/07/2011,87.57,0.002286499
11/07/2011,87.37,-0.021849514
08/07/2011,89.3,-0.004915113
07/07/2011,89.74,0.005139102
06/07/2011,89.28,0.001232838
05/07/2011,89.17,-0.001456828
01/07/2011,89.3,0.035679399
30/06/2011,86.17,0.003836991
29/06/2011,85.84,-0.00314045
28/06/2011,86.11,0.010037433
27/06/2011,85.25,0.004820986
24/06/2011,84.84,-0.009852296
23/06/2011,85.68,-0.008252502
22/06/2011,86.39,-0.001619246
21/06/2011,86.53,0.006609103
20/06/2011,85.96,0.009702572
17/06/2011,85.13,0.002941006
16/06/2011,84.88,-0.000353378
15/06/2011,84.91,-0.015658184
14/06/2011,86.25,0.013893166
13/06/2011,85.06,0.001647253
10/06/2011,84.92,-0.016119961
09/06/2011,86.3,0.00919627
08/06/2011,85.51,0.006335075
07/06/2011,84.97,-0.002820545
06/06/2011,85.21,-0.006433899
03/06/2011,85.76,-0.006740293
02/06/2011,86.34,-0.009223031
01/06/2011,87.14,-0.004694038
31/05/2011,87.55,0.005842276
27/05/2011,87.04,0.004721607
26/05/2011,86.63,-0.001384243
25/05/2011,86.75,0.00011528
24/05/2011,86.74,-0.008380739
23/05/2011,87.47,-0.016216265
20/05/2011,88.9,-0.007619938
19/05/2011,89.58,0.001228707
18/05/2011,89.47,0.016566559
17/05/2011,88,0.000909504
16/05/2011,87.92,-0.002158724
13/05/2011,88.11,-0.006786589
12/05/2011,88.71,0.00724067
11/05/2011,88.07,0.00364009
10/05/2011,87.75,0.009158622
09/05/2011,86.95,0.00611411
06/05/2011,86.42,0.005569752
05/05/2011,85.94,-0.005569752
04/05/2011,86.42,-0.004733054
03/05/2011,86.83,-0.000230309
02/05/2011,86.85,0.010533114
29/04/2011,85.94,0.004431494
28/04/2011,85.56,0.000701508
27/04/2011,85.5,0.007160075
26/04/2011,84.89,0.011492337
25/04/2011,83.92,-0.000952835
21/04/2011,84,0.000238124
20/04/2011,83.98,0.007530066
19/04/2011,83.35,0.003364983
18/04/2011,83.07,-0.004564024
15/04/2011,83.45,0.019848165
14/04/2011,81.81,-0.000733138
13/04/2011,81.87,0.006125969
12/04/2011,81.37,-0.001596366
11/04/2011,81.5,0.009121227
08/04/2011,80.76,-0.002473412
07/04/2011,80.96,-0.000370485
06/04/2011,80.99,0.0074359
05/04/2011,80.39,-0.007806247
04/04/2011,81.02,0.005569666
01/04/2011,80.57,0.011861054
31/03/2011,79.62,0.00163409
30/03/2011,79.49,0
29/03/2011,79.49,0.011005108
28/03/2011,78.62,-0.00038151
25/03/2011,78.65,0.008555246
24/03/2011,77.98,0.004627258
23/03/2011,77.62,-0.005524521
22/03/2011,78.05,0.001795333
21/03/2011,77.91,0.013048438
18/03/2011,76.9,0.005084425
17/03/2011,76.51,-0.00026137
16/03/2011,76.53,-0.005602986
15/03/2011,76.96,-0.009183276
14/03/2011,77.67,-0.015331845
11/03/2011,78.87,0.006870256
10/03/2011,78.33,-0.016711365
09/03/2011,79.65,-0.003634317
08/03/2011,79.94,0.006652048
07/03/2011,79.41,-0.01002389
04/03/2011,80.21,-0.010664784
03/03/2011,81.07,0.019933387
02/03/2011,79.47,0.003403293
01/03/2011,79.2,-0.010050336
28/02/2011,80,-0.002122745
25/02/2011,80.17,0.013689382
24/02/2011,79.08,-0.000126446
23/02/2011,79.09,-0.007432169
22/02/2011,79.68,-0.019881371
18/02/2011,81.28,0.012628619
17/02/2011,80.26,0.00324473
16/02/2011,80,-0.00548493
15/02/2011,80.44,-0.014195141
14/02/2011,81.59,0.003683698
11/02/2011,81.29,0.001107761
10/02/2011,81.2,-0.002214295
09/02/2011,81.38,0.004310086
08/02/2011,81.03,-0.055333007
07/02/2011,85.64,0.013400929
04/02/2011,84.5,0.004031785
03/02/2011,84.16,0.005241851
02/02/2011,83.72,-0.001193745
01/02/2011,83.82,0.010433626
31/01/2011,82.95,0.004712715
28/01/2011,82.56,-0.011919953
27/01/2011,83.55,-0.006917967
26/01/2011,84.13,-0.005689241
