Date,Close,ICE
12/04/2010,108.58,0.014284632
09/04/2010,107.04,9.34274E-05
08/04/2010,107.03,0.008067586
07/04/2010,106.17,-0.008441243
06/04/2010,107.07,-0.030536724
05/04/2010,110.39,-0.020532393
01/04/2010,112.68,0.004447219
31/03/2010,112.18,0.016356975
30/03/2010,110.36,-0.009020447
29/03/2010,111.36,0.002517534
26/03/2010,111.08,0.010679801
25/03/2010,109.9,-0.005354158
24/03/2010,110.49,0.00580922
23/03/2010,109.85,-0.000273062
22/03/2010,109.88,0.016239634
19/03/2010,108.11,-0.013140552
18/03/2010,109.54,0.000821955
17/03/2010,109.45,0.006784038
16/03/2010,108.71,-0.001654412
15/03/2010,108.89,-0.012230894
12/03/2010,110.23,-0.012889448
11/03/2010,111.66,0.014978174
10/03/2010,110,0.002639845
09/03/2010,109.71,-0.004637848
08/03/2010,110.22,0.007101915
05/03/2010,109.44,0.004487392
04/03/2010,108.95,0.014887695
03/03/2010,107.34,-0.007887574
02/03/2010,108.19,0.000924727
01/03/2010,108.09,0.007428765
26/02/2010,107.29,0.020718323
25/02/2010,105.09,0.008504997
24/02/2010,104.2,0.019576165
23/02/2010,102.18,-0.005660208
22/02/2010,102.76,-0.00717544
19/02/2010,103.5,0.011075601
18/02/2010,102.36,-0.004386613
17/02/2010,102.81,-0.013045554
16/02/2010,104.16,0.035670953
12/02/2010,100.51,0.010200088
11/02/2010,99.49,0.039047846
10/02/2010,95.68,-0.032796566
09/02/2010,98.87,0.018682591
08/02/2010,97.04,-0.014628669
05/02/2010,98.47,0.02989297
04/02/2010,95.57,-0.043409415
03/02/2010,99.81,0.00774457
02/02/2010,99.04,0.011270871
01/02/2010,97.93,0.025336136
29/01/2010,95.48,0.001467352
28/01/2010,95.34,-0.017879894
27/01/2010,97.06,0.018194607
26/01/2010,95.31,-0.057193387
25/01/2010,100.92,0.007559216
22/01/2010,100.16,-0.033382248
21/01/2010,103.56,-0.038641171
20/01/2010,107.64,-0.013289232
19/01/2010,109.08,0.018972389
15/01/2010,107.03,-0.023819442
14/01/2010,109.61,0.018322107
13/01/2010,107.62,0.017717829
12/01/2010,105.73,-0.025861498
11/01/2010,108.5,0.000184349
08/01/2010,108.48,0.00313914
07/01/2010,108.14,0.026898206
06/01/2010,105.27,-0.031327074
05/01/2010,108.62,-0.038381161
04/01/2010,112.87,0.005062852
31/12/2009,112.3,-0.009130055
30/12/2009,113.33,0.006462201
29/12/2009,112.6,0.000710732
28/12/2009,112.52,0.025472778
24/12/2009,109.69,0.007320007
