Date,Close,SCHW
04/12/2013,24.62,-0.00202881
03/12/2013,24.67,-0.006464669
02/12/2013,24.83,0.014196142
29/11/2013,24.48,-0.012180419
27/11/2013,24.78,0.004448946
26/11/2013,24.67,-0.000405268
25/11/2013,24.68,-0.009677495
22/11/2013,24.92,-0.003205131
21/11/2013,25,0.021836695
20/11/2013,24.46,-0.001633987
19/11/2013,24.5,0.003270649
18/11/2013,24.42,0
15/11/2013,24.42,0.007398307
14/11/2013,24.24,0.010784012
13/11/2013,23.98,0.01132325
12/11/2013,23.71,-0.01215693
11/11/2013,24,-0.000832986
08/11/2013,24.02,0.053882207
07/11/2013,22.76,-0.019578611
06/11/2013,23.21,-0.003440864
05/11/2013,23.29,0.002579537
04/11/2013,23.23,0.004746503
01/11/2013,23.12,0.020538192
31/10/2013,22.65,-0.009228806
30/10/2013,22.86,-0.010443959
29/10/2013,23.1,0.003903713
28/10/2013,23.01,-0.023621455
25/10/2013,23.56,0.006814336
24/10/2013,23.4,0.004282662
23/10/2013,23.3,-0.002143624
22/10/2013,23.35,-0.008953375
21/10/2013,23.56,-0.008873923
18/10/2013,23.77,0.006330471
17/10/2013,23.62,0.008076558
16/10/2013,23.43,0.017219539
15/10/2013,23.03,0.045300818
14/10/2013,22.01,0.010504778
11/10/2013,21.78,0.018068594
10/10/2013,21.39,0.030377276
09/10/2013,20.75,0.008712543
08/10/2013,20.57,-0.024016524
07/10/2013,21.07,-0.023916732
04/10/2013,21.58,0.020127054
03/10/2013,21.15,-0.006597573
02/10/2013,21.29,-0.004218427
01/10/2013,21.38,0.011288925
30/09/2013,21.14,-0.002362392
27/09/2013,21.19,-0.00658516
26/09/2013,21.33,0.004228336
25/09/2013,21.24,0.004719216
24/09/2013,21.14,0.014292764
23/09/2013,20.84,-0.020423412
20/09/2013,21.27,0.010872241
19/09/2013,21.04,-0.015094626
18/09/2013,21.36,-0.058198239
17/09/2013,22.64,0.025046032
16/09/2013,22.08,0.002267061
13/09/2013,22.03,-0.001814059
12/09/2013,22.07,-0.007673249
11/09/2013,22.24,-0.005828306
10/09/2013,22.37,0.024893795
09/09/2013,21.82,0.011060021
06/09/2013,21.58,-0.011976191
05/09/2013,21.84,-0.000915332
04/09/2013,21.86,0.033018577
03/09/2013,21.15,0.012848142
30/08/2013,20.88,-0.019445716
29/08/2013,21.29,0.015621619
28/08/2013,20.96,0.010551657
27/08/2013,20.74,-0.041091968
26/08/2013,21.61,0.003708859
23/08/2013,21.53,0.004188975
22/08/2013,21.44,-0.001863933
21/08/2013,21.48,-0.009729055
20/08/2013,21.69,0.012993222
19/08/2013,21.41,-0.006981643
16/08/2013,21.56,0.007448824
15/08/2013,21.4,-0.027651531
14/08/2013,22,-0.012646962
13/08/2013,22.28,0.023615993
12/08/2013,21.76,-0.024064725
09/08/2013,22.29,-0.000896861
08/08/2013,22.31,-0.0102565
07/08/2013,22.54,0.005338091
06/08/2013,22.42,-0.011970881
05/08/2013,22.69,0.001764447
02/08/2013,22.65,-0.000882613
01/08/2013,22.67,0.025917447
31/07/2013,22.09,-0.00451672
30/07/2013,22.19,0.009053932
29/07/2013,21.99,-0.005894372
26/07/2013,22.12,-0.007207238
25/07/2013,22.28,0.00765942
24/07/2013,22.11,-0.01659603
23/07/2013,22.48,0.020674894
22/07/2013,22.02,0.015560955
19/07/2013,21.68,0.010199439
18/07/2013,21.46,0.024052091
17/07/2013,20.95,-0.002383791
16/07/2013,21,-0.033250546
15/07/2013,21.71,0.000921659
12/07/2013,21.69,0.010194713
11/07/2013,21.47,-0.021654843
10/07/2013,21.94,-0.011780834
09/07/2013,22.2,0.000450552
08/07/2013,22.19,0.008144841
05/07/2013,22.01,0.028105974
03/07/2013,21.4,0.004683849
02/07/2013,21.3,-0.003748833
01/07/2013,21.38,0.00704063
28/06/2013,21.23,0.01375407
27/06/2013,20.94,-0.000954654
26/06/2013,20.96,-0.003809528
25/06/2013,21.04,0.019194447
24/06/2013,20.64,0
21/06/2013,20.64,0.00778214
20/06/2013,20.48,0.0004884
19/06/2013,20.47,-0.003413805
18/06/2013,20.54,0.010768582
17/06/2013,20.32,0.030479502
14/06/2013,19.71,-0.016604155
13/06/2013,20.04,0.022711044
12/06/2013,19.59,-0.006614117
11/06/2013,19.72,-0.025038864
10/06/2013,20.22,0.004957868
07/06/2013,20.12,0.033353268
06/06/2013,19.46,0.02339592
05/06/2013,19.01,-0.029543481
04/06/2013,19.58,-0.005094255
03/06/2013,19.68,-0.009104767
31/05/2013,19.86,-0.014992785
30/05/2013,20.16,0.012478325
29/05/2013,19.91,0.007056481
28/05/2013,19.77,0.031340865
24/05/2013,19.16,0.008912248
23/05/2013,18.99,-0.003679373
22/05/2013,19.06,-0.005754659
21/05/2013,19.17,-0.00208442
20/05/2013,19.21,-0.006744513
17/05/2013,19.34,0.022484607
16/05/2013,18.91,-0.003694911
15/05/2013,18.98,0.012192041
14/05/2013,18.75,0.032523192
13/05/2013,18.15,0.003311261
10/05/2013,18.09,0.032587153
09/05/2013,17.51,0.007452026
08/05/2013,17.38,-0.003446299
07/05/2013,17.44,-0.006287531
06/05/2013,17.55,0.004568826
03/05/2013,17.47,0.060767735
02/05/2013,16.44,0.014089054
01/05/2013,16.21,-0.045229295
30/04/2013,16.96,0.001179941
29/04/2013,16.94,0.012474174
26/04/2013,16.73,-0.001194743
25/04/2013,16.75,0.006588823
24/04/2013,16.64,0.003009331
23/04/2013,16.59,0.0103
22/04/2013,16.42,0.001828711
19/04/2013,16.39,0
18/04/2013,16.39,-0.004869151
17/04/2013,16.47,-0.029317086
16/04/2013,16.96,0.020250841
15/04/2013,16.62,-0.038942974
12/04/2013,17.28,-0.014934224
11/04/2013,17.54,0.008588659
10/04/2013,17.39,0.024448249
09/04/2013,16.97,0.008878425
08/04/2013,16.82,0.016182553
05/04/2013,16.55,-0.010219506
04/04/2013,16.72,-0.001792651
03/04/2013,16.75,-0.032886111
02/04/2013,17.31,-0.004035751
01/04/2013,17.38,-0.017679388
28/03/2013,17.69,0.010798627
27/03/2013,17.5,-0.007401115
26/03/2013,17.63,0.006258911
25/03/2013,17.52,-0.001140901
22/03/2013,17.54,0.004571437
21/03/2013,17.46,-0.016472966
20/03/2013,17.75,0.011331566
19/03/2013,17.55,-0.006248245
18/03/2013,17.66,-0.01126138
15/03/2013,17.86,-0.006696454
14/03/2013,17.98,-0.007204243
13/03/2013,18.11,0.020642295
12/03/2013,17.74,0.001692525
11/03/2013,17.71,0.002827257
08/03/2013,17.66,0.004540303
07/03/2013,17.58,0.013169386
06/03/2013,17.35,0.021556326
05/03/2013,16.98,0.01184848
04/03/2013,16.78,0.022906366
01/03/2013,16.4,0.009804
28/02/2013,16.24,-0.01041357
27/02/2013,16.41,0.012262569
26/02/2013,16.21,-0.006763014
25/02/2013,16.32,-0.024812165
22/02/2013,16.73,0.021753124
21/02/2013,16.37,-0.019359346
20/02/2013,16.69,-0.024268726
19/02/2013,17.1,0.011764842
15/02/2013,16.9,-0.001182732
14/02/2013,16.92,0
13/02/2013,16.92,0.003552402
12/02/2013,16.86,0.007740438
11/02/2013,16.73,-0.009518216
08/02/2013,16.89,-0.012941357
07/02/2013,17.11,0.018879617
06/02/2013,16.79,0.008373255
05/02/2013,16.65,0.015738824
04/02/2013,16.39,-0.021726866
01/02/2013,16.75,0.013221346
31/01/2013,16.53,0.001210654
30/01/2013,16.51,0.002425714
29/01/2013,16.47,0.022721272
28/01/2013,16.1,0.003110422
25/01/2013,16.05,0.015066198
24/01/2013,15.81,0.010810916
23/01/2013,15.64,-0.004465717
22/01/2013,15.71,0.016688449
18/01/2013,15.45,0.0130295
17/01/2013,15.25,0.013201512
16/01/2013,15.05,-0.015821029
15/01/2013,15.29,0.001308901
14/01/2013,15.27,-0.007827829
11/01/2013,15.39,0.003906255
10/01/2013,15.33,0.013132165
09/01/2013,15.13,-0.005930825
08/01/2013,15.22,-0.003279767
07/01/2013,15.27,-0.012365924
04/01/2013,15.46,0.026213821
03/01/2013,15.06,-0.00132714
02/01/2013,15.08,0.048922799
31/12/2012,14.36,0.015438903
28/12/2012,14.14,-0.004938282
27/12/2012,14.21,-0.003512473
26/12/2012,14.26,-0.004896827
24/12/2012,14.33,0.00069808
21/12/2012,14.32,-0.009729055
20/12/2012,14.46,-0.000691324
19/12/2012,14.47,0.018131599
18/12/2012,14.21,0.024217708
17/12/2012,13.87,0.012332401
14/12/2012,13.7,-0.003642991
13/12/2012,13.75,0.005835173
12/12/2012,13.67,0
11/12/2012,13.67,0.02219026
10/12/2012,13.37,-0.00373274
07/12/2012,13.42,0.027192008
06/12/2012,13.06,0.010003931
05/12/2012,12.93,0.003874472
04/12/2012,12.88,-0.00850411
03/12/2012,12.99,-0.0084324
30/11/2012,13.1,0.00076365
29/11/2012,13.09,-0.003812433
28/11/2012,13.14,0.008406622
27/11/2012,13.03,-0.009167367
26/11/2012,13.15,-0.00606522
23/11/2012,13.23,0.012932854
21/11/2012,13.06,0.006915126
20/11/2012,12.97,0.006187181
19/11/2012,12.89,0.008570368
16/11/2012,12.78,0.003920036
15/11/2012,12.73,0.018232768
14/11/2012,12.5,-0.014297305
13/11/2012,12.68,-0.021069839
12/11/2012,12.95,-0.008458336
09/11/2012,13.06,-0.010662706
08/11/2012,13.2,-0.009049836
07/11/2012,13.32,-0.041902492
06/11/2012,13.89,0
05/11/2012,13.89,0.01085787
02/11/2012,13.74,0.007304634
01/11/2012,13.64,0.00440853
31/10/2012,13.58,0.008133132
26/10/2012,13.47,-0.002965162
25/10/2012,13.51,0.014163487
24/10/2012,13.32,0.007535831
23/10/2012,13.22,-0.00978555
22/10/2012,13.35,0.00224972
19/10/2012,13.32,-0.023739987
18/10/2012,13.64,0.001467352
17/10/2012,13.62,0.022272636
16/10/2012,13.32,0.022012274
15/10/2012,13.03,0.006158603
12/10/2012,12.95,-0.016845728
11/10/2012,13.17,0.015302517
10/10/2012,12.97,0.003088806
09/10/2012,12.93,-0.016871566
08/10/2012,13.15,-0.007575794
05/10/2012,13.25,0.012148973
04/10/2012,13.09,0.025533302
03/10/2012,12.76,-0.010912033
02/10/2012,12.9,0.001551591
01/10/2012,12.88,0.007012105
28/09/2012,12.79,-0.007012105
27/09/2012,12.88,-0.001551591
26/09/2012,12.9,0.000775494
25/09/2012,12.89,-0.041039194
24/09/2012,13.43,-0.011107112
21/09/2012,13.58,0.010362787
20/09/2012,13.44,-0.015504187
19/09/2012,13.65,-0.021022884
18/09/2012,13.94,-0.017775086
17/09/2012,14.19,-0.016771882
14/09/2012,14.43,0.008350779
13/09/2012,14.31,0.021187233
12/09/2012,14.01,0.006444705
11/09/2012,13.92,0
10/09/2012,13.92,-0.007871239
07/09/2012,14.03,0.005001797
06/09/2012,13.96,0.045429057
05/09/2012,13.34,0.000749906
04/09/2012,13.33,-0.011931536
31/08/2012,13.49,0.005202539
30/08/2012,13.42,0.002237972
29/08/2012,13.39,0.018847147
28/08/2012,13.14,0.003048783
27/08/2012,13.1,-0.012893618
24/08/2012,13.27,0.020556491
23/08/2012,13,-0.009188426
22/08/2012,13.12,-0.006079046
21/08/2012,13.2,0.004555817
20/08/2012,13.14,-0.004555817
17/08/2012,13.2,-0.008298803
16/08/2012,13.31,0.019727499
15/08/2012,13.05,0.015444322
14/08/2012,12.85,-0.0038835
13/08/2012,12.9,0.001551591
10/08/2012,12.88,-0.010042572
09/08/2012,13.01,-0.000768344
08/08/2012,13.02,-0.013730193
07/08/2012,13.2,0.024541109
06/08/2012,12.88,0.00623055
03/08/2012,12.8,0.046371217
02/08/2012,12.22,-0.018646669
01/08/2012,12.45,-0.014354313
31/07/2012,12.63,-0.011806513
30/07/2012,12.78,-0.010895049
27/07/2012,12.92,0.023493641
26/07/2012,12.62,0.024058899
25/07/2012,12.32,0.014718172
24/07/2012,12.14,-0.006568168
23/07/2012,12.22,-0.02185437
20/07/2012,12.49,-0.034621869
19/07/2012,12.93,-0.005399165
18/07/2012,13,-0.000768935
17/07/2012,13.01,0.026481298
16/07/2012,12.67,-0.001577287
13/07/2012,12.69,0.023924586
12/07/2012,12.39,-0.014423327
11/07/2012,12.57,0.012810423
10/07/2012,12.41,-0.007226045
09/07/2012,12.5,-0.011137744
06/07/2012,12.64,-0.014140063
05/07/2012,12.82,-0.01624794
03/07/2012,13.03,0.007704198
02/07/2012,12.93,0
29/06/2012,12.93,0.030626658
28/06/2012,12.54,0.011227063
27/06/2012,12.4,0.015441184
26/06/2012,12.21,0.011532253
25/06/2012,12.07,-0.024551151
22/06/2012,12.37,0.009748249
21/06/2012,12.25,-0.038435476
20/06/2012,12.73,0.002359419
19/06/2012,12.7,0.009493742
18/06/2012,12.58,-0.007128743
15/06/2012,12.67,0.024771542
14/06/2012,12.36,0.017959666
13/06/2012,12.14,-0.008203491
12/06/2012,12.24,0.008203491
11/06/2012,12.14,-0.013093477
08/06/2012,12.3,0.004073325
07/06/2012,12.25,-0.01378214
06/06/2012,12.42,0.022802291
05/06/2012,12.14,0.025867108
04/06/2012,11.83,-0.022566775
01/06/2012,12.1,-0.029318061
31/05/2012,12.46,-0.004803852
30/05/2012,12.52,-0.037621992
29/05/2012,13,0.015504187
25/05/2012,12.8,0.013370235
24/05/2012,12.63,0.001584786
23/05/2012,12.61,-0.009471263
22/05/2012,12.73,0.005513996
21/05/2012,12.66,0.0264121
18/05/2012,12.33,-0.019277705
17/05/2012,12.57,-0.014218249
16/05/2012,12.75,-0.00936775
15/05/2012,12.87,-0.003103183
14/05/2012,12.91,-0.015373093
11/05/2012,13.11,0.005353741
10/05/2012,13.04,-0.008400202
09/05/2012,13.15,-0.015094626
08/05/2012,13.35,-0.012653686
07/05/2012,13.52,-0.000739372
04/05/2012,13.53,-0.012486391
03/05/2012,13.7,-0.001458789
02/05/2012,13.72,-0.030153038
01/05/2012,14.14,-0.009852296
30/04/2012,14.28,-0.002098637
27/04/2012,14.31,-0.002094242
26/04/2012,14.34,0.017587509
25/04/2012,14.09,0.017180093
24/04/2012,13.85,0.002168414
23/04/2012,13.82,-0.014368063
20/04/2012,14.02,0.002857145
19/04/2012,13.98,-0.002143624
18/04/2012,14.01,0.001428572
17/04/2012,13.99,0.017303965
16/04/2012,13.75,-0.00868941
13/04/2012,13.87,-0.026326672
12/04/2012,14.24,0.025605951
11/04/2012,13.88,0.009410131
10/04/2012,13.75,-0.023716527
09/04/2012,14.08,-0.012001556
05/04/2012,14.25,-0.015320634
04/04/2012,14.47,-0.019843279
03/04/2012,14.76,0.014329826
02/04/2012,14.55,0.012448294
30/03/2012,14.37,0.006983269
29/03/2012,14.27,-0.014608955
28/03/2012,14.48,-0.029934208
27/03/2012,14.92,-0.020564572
26/03/2012,15.23,0.013884521
23/03/2012,15.02,0.009364617
22/03/2012,14.88,-0.025216996
21/03/2012,15.26,-0.007832938
20/03/2012,15.38,0.004561754
19/03/2012,15.31,-0.000652955
16/03/2012,15.32,0.001306336
15/03/2012,15.3,0.04409532
14/03/2012,14.64,0.004792888
13/03/2012,14.57,0.032789823
12/03/2012,14.1,-0.002125399
09/03/2012,14.13,0.014973542
08/03/2012,13.92,0.008658063
07/03/2012,13.8,0.016807118
06/03/2012,13.57,-0.018978672
05/03/2012,13.83,0.000723327
02/03/2012,13.82,-0.006491188
01/03/2012,13.91,0.002159051
29/02/2012,13.88,0.010137668
28/02/2012,13.74,0.019104181
27/02/2012,13.48,-0.002962965
24/02/2012,13.52,0.023195952
23/02/2012,13.21,0.033875448
22/02/2012,12.77,-0.004687509
21/02/2012,12.83,-0.003112843
17/02/2012,12.87,0.010152371
16/02/2012,12.74,0.029472464
15/02/2012,12.37,0.002428168
14/02/2012,12.34,0.00162206
13/02/2012,12.32,0.011428696
10/02/2012,12.18,-0.01467019
09/02/2012,12.36,-0.007255171
08/02/2012,12.45,0.008874604
07/02/2012,12.34,-0.028755975
06/02/2012,12.7,-0.008624122
03/02/2012,12.81,0.055369135
02/02/2012,12.12,0.017478597
01/02/2012,11.91,0.022072203
31/01/2012,11.65,0.000858738
30/01/2012,11.64,-0.002574004
27/01/2012,11.67,0.005154651
26/01/2012,11.61,-0.04463899
25/01/2012,12.14,-0.027621577
24/01/2012,12.48,-0.012739026
23/01/2012,12.64,-0.013359727
20/01/2012,12.81,0.027702603
19/01/2012,12.46,0.035951584
18/01/2012,12.02,-0.010757241
17/01/2012,12.15,-0.000822707
13/01/2012,12.16,-0.025173883
12/01/2012,12.47,0.000802246
11/01/2012,12.46,0.012111573
10/01/2012,12.31,0.01555496
09/01/2012,12.12,0.006622541
06/01/2012,12.04,0.010016778
05/01/2012,11.92,0.016067999
04/01/2012,11.73,0.001706485
03/01/2012,11.71,0.039186555
30/12/2011,11.26,-0.003546103
29/12/2011,11.3,0.006213957
28/12/2011,11.23,-0.025495887
27/12/2011,11.52,-0.001734606
23/12/2011,11.54,0.008703275
22/12/2011,11.44,0.022095464
21/12/2011,11.19,-0.012433553
20/12/2011,11.33,0.04976151
19/12/2011,10.78,-0.006472515
16/12/2011,10.85,-0.001841621
15/12/2011,10.87,-0.009157573
14/12/2011,10.97,-0.04978806
13/12/2011,11.53,-0.01634445
12/12/2011,11.72,-0.021106735
09/12/2011,11.97,0.024525542
08/12/2011,11.68,-0.043557974
07/12/2011,12.2,-0.001638002
06/12/2011,12.22,-0.000817996
05/12/2011,12.23,0.046870503
02/12/2011,11.67,-0.02203479
01/12/2011,11.93,-0.002511512
30/11/2011,11.96,0.077329002
29/11/2011,11.07,-0.020563979
28/11/2011,11.3,0.048038235
25/11/2011,10.77,0.001858737
23/11/2011,10.75,-0.003714025
22/11/2011,10.79,-0.015632502
21/11/2011,10.96,-0.027004341
18/11/2011,11.26,-0.011479155
17/11/2011,11.39,-0.022570403
16/11/2011,11.65,-0.03292826
15/11/2011,12.04,-0.009917437
14/11/2011,12.16,-0.016313575
11/11/2011,12.36,0.021259999
10/11/2011,12.1,0.012474174
09/11/2011,11.95,-0.074944442
08/11/2011,12.88,0.012500163
07/11/2011,12.72,0.004728141
04/11/2011,12.66,-0.018779895
03/11/2011,12.9,0.048441388
02/11/2011,12.29,0.044932683
01/11/2011,11.75,-0.044118682
31/10/2011,12.28,-0.046149796
28/10/2011,12.86,-0.041878978
27/10/2011,13.41,0.096205435
26/10/2011,12.18,-0.000820681
25/10/2011,12.19,-0.046482727
24/10/2011,12.77,0.04075674
21/10/2011,12.26,0.021435281
20/10/2011,12,0.004175371
19/10/2011,11.95,-0.019884665
18/10/2011,12.19,0.020721836
17/10/2011,11.94,-0.065637164
14/10/2011,12.75,0.007874056
13/10/2011,12.65,0.005548964
12/10/2011,12.58,0.028216302
11/10/2011,12.23,-0.003265309
10/10/2011,12.27,0.052709816
07/10/2011,11.64,-0.033786998
06/10/2011,12.04,0.023530497
05/10/2011,11.76,0.033725635
04/10/2011,11.37,0.039467006
03/10/2011,10.93,-0.030633026
30/09/2011,11.27,-0.031443638
29/09/2011,11.63,0.026133891
28/09/2011,11.33,-0.021825397
27/09/2011,11.58,-0.002587324
26/09/2011,11.61,0.020009367
23/09/2011,11.38,0.031238595
22/09/2011,11.03,-0.020637789
21/09/2011,11.26,-0.052757586
20/09/2011,11.87,-0.005042027
19/09/2011,11.93,-0.033789782
16/09/2011,12.34,0.007320081
15/09/2011,12.25,0.029828226
14/09/2011,11.89,0.022969959
13/09/2011,11.62,0.01386504
12/09/2011,11.46,0.016718383
09/09/2011,11.27,-0.030583423
08/09/2011,11.62,-0.019600116
07/09/2011,11.85,0.044873793
06/09/2011,11.33,-0.018365186
02/09/2011,11.54,-0.042415179
01/09/2011,12.04,-0.025421623
31/08/2011,12.35,-0.000809389
30/08/2011,12.36,-0.012861914
29/08/2011,12.52,0.04158773
26/08/2011,12.01,0.021886396
25/08/2011,11.75,-0.034298636
24/08/2011,12.16,0.015748357
23/08/2011,11.97,0.059372273
22/08/2011,11.28,0.009799633
19/08/2011,11.17,-0.054867918
18/08/2011,11.8,-0.061621134
17/08/2011,12.55,0.007197152
16/08/2011,12.46,-0.00160385
15/08/2011,12.48,0.015341439
12/08/2011,12.29,0.012280138
11/08/2011,12.14,0.007441126
10/08/2011,12.05,-0.043043591
09/08/2011,12.58,0.013605652
08/08/2011,12.41,-0.095969255
05/08/2011,13.66,-0.037360667
04/08/2011,14.18,-0.056884125
03/08/2011,15.01,0.031125652
02/08/2011,14.55,-0.033786998
01/08/2011,15.05,0.00800538
29/07/2011,14.93,0.001340483
28/07/2011,14.91,-0.000670466
27/07/2011,14.92,-0.025150234
26/07/2011,15.3,-0.000653381
25/07/2011,15.31,-0.008455335
22/07/2011,15.44,-0.012870191
21/07/2011,15.64,0.023286951
20/07/2011,15.28,0.003934431
19/07/2011,15.22,0.016562154
18/07/2011,14.97,-0.002668447
15/07/2011,15.01,-0.012578782
14/07/2011,15.2,-0.015666117
13/07/2011,15.44,0.001944895
12/07/2011,15.41,0.00064914
11/07/2011,15.4,-0.012903405
08/07/2011,15.6,-0.032789823
07/07/2011,16.12,0.020683909
06/07/2011,15.79,-0.040340561
05/07/2011,16.44,-0.016888218
01/07/2011,16.72,0.01628013
30/06/2011,16.45,0.004875086
29/06/2011,16.37,0.024112451
28/06/2011,15.98,0.010695289
27/06/2011,15.81,0.001899336
24/06/2011,15.78,-0.015718651
23/06/2011,16.03,-0.003114297
22/06/2011,16.08,-0.02092384
21/06/2011,16.42,0.019680832
20/06/2011,16.1,0.01187143
17/06/2011,15.91,0.000628733
16/06/2011,15.9,-0.010012599
15/06/2011,16.06,-0.015446708
14/06/2011,16.31,0.01856489
13/06/2011,16.01,-0.001872075
10/06/2011,16.04,-0.013622502
09/06/2011,16.26,0.02427757
08/06/2011,15.87,-0.016870128
07/06/2011,16.14,-0.013538668
06/06/2011,16.36,-0.024155764
03/06/2011,16.76,-0.017741447
02/06/2011,17.06,-0.002926546
01/06/2011,17.11,-0.051264071
31/05/2011,18.01,0.026443172
27/05/2011,17.54,0.006865016
26/05/2011,17.42,-0.00458191
25/05/2011,17.5,0.009761777
24/05/2011,17.33,0.008111284
23/05/2011,17.19,-0.007534084
20/05/2011,17.32,-0.017172717
19/05/2011,17.62,-0.002833666
18/05/2011,17.67,0.017699577
17/05/2011,17.36,-0.005170939
16/05/2011,17.45,-0.010829402
13/05/2011,17.64,-0.019090978
12/05/2011,17.98,-0.009410532
11/05/2011,18.15,-0.010413906
10/05/2011,18.34,0.023167059
09/05/2011,17.92,-0.00778214
06/05/2011,18.06,0.013378126
05/05/2011,17.82,-0.003361348
04/05/2011,17.88,-0.008908745
03/05/2011,18.04,-0.008830079
02/05/2011,18.2,-0.006025765
29/04/2011,18.31,-0.014100017
28/04/2011,18.57,-0.002688896
27/04/2011,18.62,0.000537201
26/04/2011,18.61,0.007010004
25/04/2011,18.48,-0.011834458
21/04/2011,18.7,0.005899722
20/04/2011,18.59,0.038941032
19/04/2011,17.88,-0.008908745
18/04/2011,18.04,-0.031107556
15/04/2011,18.61,0.021179179
14/04/2011,18.22,0.002197803
13/04/2011,18.18,-0.003842991
12/04/2011,18.25,-0.005464494
11/04/2011,18.35,0
08/04/2011,18.35,-0.00651822
07/04/2011,18.47,-0.013444677
06/04/2011,18.72,0.002674513
05/04/2011,18.67,0.009687912
04/04/2011,18.49,-0.001081081
01/04/2011,18.51,0.026274089
31/03/2011,18.03,-0.015956322
30/03/2011,18.32,0.02487003
29/03/2011,17.87,-0.004466786
28/03/2011,17.95,-0.007769184
25/03/2011,18.09,0.001106195
24/03/2011,18.07,0.010011207
23/03/2011,17.89,0.005605396
22/03/2011,17.79,0.007900718
21/03/2011,17.65,0.005112195
18/03/2011,17.56,0.003422707
17/03/2011,17.5,0.019619787
16/03/2011,17.16,-0.039422414
15/03/2011,17.85,-0.035767224
14/03/2011,18.5,-0.010217889
11/03/2011,18.69,0.011299555
10/03/2011,18.48,-0.022472856
09/03/2011,18.9,-0.011049836
08/03/2011,19.11,0.029203031
07/03/2011,18.56,-0.005373468
04/03/2011,18.66,-0.015949301
03/03/2011,18.96,0.021861708
02/03/2011,18.55,-0.005912406
01/03/2011,18.66,-0.016476589
28/02/2011,18.97,0.003167901
25/02/2011,18.91,0.007963939
24/02/2011,18.76,0.000533191
23/02/2011,18.75,-0.005319161
22/02/2011,18.85,-0.031334156
18/02/2011,19.45,0.001543607
17/02/2011,19.42,0.003611043
16/02/2011,19.35,-0.001549187
15/02/2011,19.38,0.011416834
14/02/2011,19.16,-0.004686288
11/02/2011,19.25,0.008346423
10/02/2011,19.09,0.017970885
09/02/2011,18.75,-0.015348277
08/02/2011,19.04,0.02607224
07/02/2011,18.55,0.023453488
04/02/2011,18.12,0.015573173
03/02/2011,17.84,-0.032536645
02/02/2011,18.43,-0.004331355
01/02/2011,18.51,0.025165442
31/01/2011,18.05,0.014509183
28/01/2011,17.79,-0.019482943
27/01/2011,18.14,0.00552793
26/01/2011,18.04,-0.00221484
