Date,Close,WHR
27/08/2013,128.74,-0.033305859
26/08/2013,133.1,-0.008975378
23/08/2013,134.3,-0.018882402
22/08/2013,136.86,0.038431897
21/08/2013,131.7,-0.019177125
20/08/2013,134.25,0.018342242
19/08/2013,131.81,-0.01393777
16/08/2013,133.66,0.007132966
15/08/2013,132.71,0.001885583
14/08/2013,132.46,-0.014688513
13/08/2013,134.42,-0.004749898
12/08/2013,135.06,0.013417017
09/08/2013,133.26,0.001877794
08/08/2013,133.01,0.001806005
07/08/2013,132.77,0.007256816
06/08/2013,131.81,-0.038984331
05/08/2013,137.05,-0.004876816
02/08/2013,137.72,0.007653377
01/08/2013,136.67,0.020177322
31/07/2013,133.94,0.017169096
30/07/2013,131.66,0.008389951
29/07/2013,130.56,0.001302932
26/07/2013,130.39,0.00700353
25/07/2013,129.48,-0.002622447
24/07/2013,129.82,-0.009353744
23/07/2013,131.04,-0.004872117
22/07/2013,131.68,0.02126025
19/07/2013,128.91,0.076886573
18/07/2013,119.37,-0.010251371
17/07/2013,120.6,-0.0039722
16/07/2013,121.08,-0.030501328
15/07/2013,124.83,0.011926969
12/07/2013,123.35,-8.10668E-05
11/07/2013,123.36,0.030786858
10/07/2013,119.62,0.045580974
09/07/2013,114.29,0.006143604
08/07/2013,113.59,-0.007979349
05/07/2013,114.5,-0.004270345
03/07/2013,114.99,-0.011757722
02/07/2013,116.35,0.003875139
01/07/2013,115.9,0.013376383
28/06/2013,114.36,-0.009312918
27/06/2013,115.43,0.025266718
26/06/2013,112.55,-0.012800881
25/06/2013,114,0.01975526
24/06/2013,111.77,-0.013772487
21/06/2013,113.32,-0.059772948
20/06/2013,120.3,-0.052622419
19/06/2013,126.8,-0.021918899
18/06/2013,129.61,0.002549347
17/06/2013,129.28,0.000309454
14/06/2013,129.24,0.011048117
13/06/2013,127.82,0.039658925
12/06/2013,122.85,-0.010123593
11/06/2013,124.1,-0.017413971
10/06/2013,126.28,0.013794422
07/06/2013,124.55,0.013498972
06/06/2013,122.88,0.026052586
05/06/2013,119.72,-0.024016009
04/06/2013,122.63,-0.030438005
03/06/2013,126.42,-0.010543807
31/05/2013,127.76,-0.009116118
30/05/2013,128.93,0.009037849
29/05/2013,127.77,-0.014298169
28/05/2013,129.61,0.003245752
24/05/2013,129.19,-0.010701877
23/05/2013,130.58,0.014346563
22/05/2013,128.72,-0.017328787
21/05/2013,130.97,0.011055775
20/05/2013,129.53,-0.009068614
17/05/2013,130.71,0.02016992
16/05/2013,128.1,-0.012181553
15/05/2013,129.67,0.005180357
14/05/2013,129,0.01350159
13/05/2013,127.27,-0.004937895
10/05/2013,127.9,0.025257667
09/05/2013,124.71,0.008940497
08/05/2013,123.6,0.007715774
07/05/2013,122.65,0.030211278
06/05/2013,119,0.004885866
03/05/2013,118.42,0.020647436
02/05/2013,116,0.02708772
01/05/2013,112.9,-0.012149106
30/04/2013,114.28,-0.01554188
29/04/2013,116.07,-0.001119387
26/04/2013,116.2,-0.010018494
25/04/2013,117.37,-0.015890792
24/04/2013,119.25,-0.022798915
23/04/2013,122,0.033166943
22/04/2013,118.02,0.007569673
19/04/2013,117.13,0.041754442
18/04/2013,112.34,-0.036618763
17/04/2013,116.53,-0.002143072
16/04/2013,116.78,0.031842621
15/04/2013,113.12,-0.050674291
12/04/2013,119,-0.004945733
11/04/2013,119.59,0.013723642
10/04/2013,117.96,0.023415453
09/04/2013,115.23,0.006704714
08/04/2013,114.46,0.009304026
05/04/2013,113.4,0.011708489
04/04/2013,112.08,-0.00471762
03/04/2013,112.61,-0.020914646
02/04/2013,114.99,-0.009348289
01/04/2013,116.07,-0.020381893
28/03/2013,118.46,0.019004364
27/03/2013,116.23,0.016831909
26/03/2013,114.29,0.004648112
25/03/2013,113.76,-0.005522696
22/03/2013,114.39,0.004819709
21/03/2013,113.84,-0.021207122
20/03/2013,116.28,0.009591778
19/03/2013,115.17,0.002869442
18/03/2013,114.84,-0.003129893
15/03/2013,115.2,-0.019683475
14/03/2013,117.49,-0.005432489
13/03/2013,118.13,-0.006160617
12/03/2013,118.86,-0.003611173
11/03/2013,119.29,0.01299377
08/03/2013,117.75,0.014284124
07/03/2013,116.08,-0.020717737
06/03/2013,118.51,-0.003117236
05/03/2013,118.88,0.012868447
04/03/2013,117.36,0.025982213
01/03/2013,114.35,0.012318678
28/02/2013,112.95,0.017054746
27/02/2013,111.04,0.008501453
26/02/2013,110.1,0.0275327
25/02/2013,107.11,-0.022524722
22/02/2013,109.55,0.022524722
21/02/2013,107.11,-0.004285455
20/02/2013,107.57,-0.045788723
19/02/2013,112.61,0.011431758
15/02/2013,111.33,0.002968562
14/02/2013,111,0.000180196
13/02/2013,110.98,0.001532982
12/02/2013,110.81,0.039953768
11/02/2013,106.47,-0.00795177
08/02/2013,107.32,0.002986191
07/02/2013,107,-0.012999255
06/02/2013,108.4,-0.02271063
05/02/2013,110.89,-0.006471933
04/02/2013,111.61,-0.010073631
01/02/2013,112.74,-0.023146746
31/01/2013,115.38,0.059455259
30/01/2013,108.72,-0.005869423
29/01/2013,109.36,0.028473985
28/01/2013,106.29,-0.031395828
25/01/2013,109.68,-0.003095132
24/01/2013,110.02,0.021312583
23/01/2013,107.7,0.035728212
22/01/2013,103.92,0.015613952
18/01/2013,102.31,-0.048552762
17/01/2013,107.4,0.043774829
16/01/2013,102.8,-0.015731637
15/01/2013,104.43,-0.009530235
14/01/2013,105.43,0.003610798
11/01/2013,105.05,-0.006925038
10/01/2013,105.78,-0.000283567
09/01/2013,105.81,0.007589449
08/01/2013,105.01,0.006113306
07/01/2013,104.37,-0.015402472
04/01/2013,105.99,-0.008549068
03/01/2013,106.9,-0.002522541
02/01/2013,107.17,0.051897534
31/12/2012,101.75,0.027196974
28/12/2012,99.02,-0.021381572
27/12/2012,101.16,0.014136622
26/12/2012,99.74,-0.008585458
24/12/2012,100.6,-0.007723575
21/12/2012,101.38,-0.009327052
20/12/2012,102.33,0.001760564
19/12/2012,102.15,-0.005564519
18/12/2012,102.72,0.013426967
17/12/2012,101.35,0.012410187
14/12/2012,100.1,-0.010138244
13/12/2012,101.12,-0.001778481
12/12/2012,101.3,0.019336793
11/12/2012,99.36,-0.003014775
10/12/2012,99.66,0.016694879
07/12/2012,98.01,0.004192021
06/12/2012,97.6,-0.010396587
05/12/2012,98.62,-0.01808731
04/12/2012,100.42,-0.005363008
03/12/2012,100.96,-0.008678555
30/11/2012,101.84,-0.006654947
29/11/2012,102.52,-0.000682561
28/11/2012,102.59,0.023672079
27/11/2012,100.19,-0.007953119
26/11/2012,100.99,-0.017082685
23/11/2012,102.73,0.016686685
21/11/2012,101.03,0.001188472
20/11/2012,100.91,0.028037811
19/11/2012,98.12,0.020177749
16/11/2012,96.16,0.023144311
15/11/2012,93.96,-0.012480331
14/11/2012,95.14,-0.018845891
13/11/2012,96.95,0.004859649
12/11/2012,96.48,-0.001346523
09/11/2012,96.61,-0.007630476
08/11/2012,97.35,-0.004611845
07/11/2012,97.8,-0.003572344
06/11/2012,98.15,-0.00010188
05/11/2012,98.16,0.00010188
02/11/2012,98.15,-0.024257644
01/11/2012,100.56,0.029057734
31/10/2012,97.68,0.024771956
26/10/2012,95.29,0.004311938
25/10/2012,94.88,-0.003787086
24/10/2012,95.24,0.015128561
23/10/2012,93.81,0.083325994
22/10/2012,86.31,-0.0085372
19/10/2012,87.05,-0.001606979
18/10/2012,87.19,0.000917958
17/10/2012,87.11,0.026286696
16/10/2012,84.85,0.008878425
15/10/2012,84.1,0.00620231
12/10/2012,83.58,-0.014727107
11/10/2012,84.82,0.008524797
10/10/2012,84.1,-0.001307112
09/10/2012,84.21,-0.027408603
08/10/2012,86.55,0.011387527
05/10/2012,85.57,0.006683498
04/10/2012,85,0.00094162
03/10/2012,84.92,0.012799416
02/10/2012,83.84,0.015263802
01/10/2012,82.57,-0.004109264
28/09/2012,82.91,-0.0068514
27/09/2012,83.48,0.019840961
26/09/2012,81.84,-0.018162504
25/09/2012,83.34,-0.0276908
24/09/2012,85.68,0.005383278
21/09/2012,85.22,0.008484614
20/09/2012,84.5,-0.006017362
19/09/2012,85.01,0.025375118
18/09/2012,82.88,-0.00541485
17/09/2012,83.33,-0.000119998
14/09/2012,83.34,0.029344042
13/09/2012,80.93,0.00545163
12/09/2012,80.49,0.010490917
11/09/2012,79.65,0.014416031
10/09/2012,78.51,0.006260801
07/09/2012,78.02,0.003338044
06/09/2012,77.76,0.032811257
05/09/2012,75.25,-0.010443614
04/09/2012,76.04,0.007656803
31/08/2012,75.46,0.015357182
30/08/2012,74.31,-0.004966787
29/08/2012,74.68,0.009417532
28/08/2012,73.98,-0.000810701
27/08/2012,74.04,-0.004178185
24/08/2012,74.35,0.004583454
23/08/2012,74.01,-0.008342352
22/08/2012,74.63,0.01621
21/08/2012,73.43,-0.002991571
20/08/2012,73.65,-0.021757506
17/08/2012,75.27,0.019451951
16/08/2012,73.82,0.028163136
15/08/2012,71.77,0.003489431
14/08/2012,71.52,-0.002931939
13/08/2012,71.73,-0.001532354
10/08/2012,71.84,0.008667746
09/08/2012,71.22,-0.006298572
08/08/2012,71.67,0.011366151
07/08/2012,70.86,0.011925184
06/08/2012,70.02,0.006878789
03/08/2012,69.54,0.039450823
02/08/2012,66.85,-0.008193714
01/08/2012,67.4,-0.002371074
31/07/2012,67.56,-0.009868259
30/07/2012,68.23,-0.005553946
27/07/2012,68.61,0.02523933
26/07/2012,66.9,0.03482977
25/07/2012,64.61,0.037210662
24/07/2012,62.25,-0.078150279
23/07/2012,67.31,-0.004447087
20/07/2012,67.61,-0.012493732
19/07/2012,68.46,0.051247168
18/07/2012,65.04,0.024907888
17/07/2012,63.44,0.023282825
16/07/2012,61.98,-0.013461742
13/07/2012,62.82,0.017989563
12/07/2012,61.7,-0.003236249
11/07/2012,61.9,0.020235677
10/07/2012,60.66,-0.020235677
09/07/2012,61.9,-0.014753314
06/07/2012,62.82,-0.006979724
05/07/2012,63.26,0.005071326
03/07/2012,62.94,0.022657031
02/07/2012,61.53,0.00603148
29/06/2012,61.16,0.062752456
28/06/2012,57.44,0.010324705
27/06/2012,56.85,0.025114865
26/06/2012,55.44,0.010516869
25/06/2012,54.86,-0.033518686
22/06/2012,56.73,-0.024894662
21/06/2012,58.16,-0.060705531
20/06/2012,61.8,-0.00548654
19/06/2012,62.14,0.031219337
18/06/2012,60.23,0.018770452
15/06/2012,59.11,0.018267687
14/06/2012,58.04,-0.003439976
13/06/2012,58.24,-0.02308317
12/06/2012,59.6,0.013003645
11/06/2012,58.83,-0.033431159
08/06/2012,60.83,0.013571873
07/06/2012,60.01,-0.012914087
06/06/2012,60.79,0.032263559
05/06/2012,58.86,0.027384816
04/06/2012,57.27,-0.009384845
01/06/2012,57.81,-0.068035255
31/05/2012,61.88,-0.019999067
30/05/2012,63.13,0.004763426
29/05/2012,62.83,0.036798057
25/05/2012,60.56,0.034095166
24/05/2012,58.53,-0.007319805
23/05/2012,58.96,0.006465906
22/05/2012,58.58,0.000341472
21/05/2012,58.56,0.014621401
18/05/2012,57.71,-0.012912291
17/05/2012,58.46,-0.051994383
16/05/2012,61.58,0.010119231
15/05/2012,60.96,-0.000983768
14/05/2012,61.02,-0.02252384
11/05/2012,62.41,0.020722775
10/05/2012,61.13,0.000327225
09/05/2012,61.11,-0.008310974
08/05/2012,61.62,-0.005825259
07/05/2012,61.98,0.003393943
04/05/2012,61.77,-0.016537264
03/05/2012,62.8,-0.032584336
02/05/2012,64.88,0.001388139
01/05/2012,64.79,0.011955736
30/04/2012,64.02,-0.007779719
27/04/2012,64.52,-0.022073244
26/04/2012,65.96,-0.043462532
25/04/2012,68.89,0.037868746
24/04/2012,66.33,0.009086841
23/04/2012,65.73,0.024019631
20/04/2012,64.17,-0.004974361
19/04/2012,64.49,-0.026321336
18/04/2012,66.21,-0.026676196
17/04/2012,68,-0.043594618
16/04/2012,71.03,-0.000985014
13/04/2012,71.1,-0.012162029
12/04/2012,71.97,0.000416927
11/04/2012,71.94,0.020787265
10/04/2012,70.46,-0.05293118
09/04/2012,74.29,-0.012573734
05/04/2012,75.23,0.013381706
04/04/2012,74.23,-0.003630744
03/04/2012,74.5,-0.016903311
02/04/2012,75.77,-0.014283149
30/03/2012,76.86,0.00954318
29/03/2012,76.13,0.003948413
28/03/2012,75.83,-0.010364147
27/03/2012,76.62,-0.018107065
26/03/2012,78.02,0.016021015
23/03/2012,76.78,0.00313071
22/03/2012,76.54,-0.012722488
21/03/2012,77.52,0.001290822
20/03/2012,77.42,-0.004382015
19/03/2012,77.76,0.011901822
16/03/2012,76.84,-0.025441434
15/03/2012,78.82,0.004068147
14/03/2012,78.5,0.005620863
13/03/2012,78.06,0.038257815
12/03/2012,75.13,-0.002260188
09/03/2012,75.3,0.025011388
08/03/2012,73.44,-0.001768588
07/03/2012,73.57,0.010521379
06/03/2012,72.8,-0.014320054
05/03/2012,73.85,-0.003919189
02/03/2012,74.14,-0.004575435
01/03/2012,74.48,-0.014528746
29/02/2012,75.57,-0.0076457
28/02/2012,76.15,0.000656814
27/02/2012,76.1,0.065151937
24/02/2012,71.3,0.005625894
23/02/2012,70.9,0.011632987
22/02/2012,70.08,-0.007534331
21/02/2012,70.61,-0.005930545
17/02/2012,71.03,0.005222681
16/02/2012,70.66,0.018713495
15/02/2012,69.35,-0.038471722
14/02/2012,72.07,0.001805431
13/02/2012,71.94,0.026765931
10/02/2012,70.04,0.007308193
09/02/2012,69.53,-0.009589997
08/02/2012,70.2,-0.007097262
07/02/2012,70.7,-0.000565611
06/02/2012,70.74,0.029844396
03/02/2012,68.66,0.064674466
02/02/2012,64.36,0.043181312
01/02/2012,61.64,0.126418527
31/01/2012,54.32,0.010548816
30/01/2012,53.75,-0.015690216
27/01/2012,54.6,0.003302149
26/01/2012,54.42,-0.008599449
25/01/2012,54.89,0.009702593
24/01/2012,54.36,0.007385558
23/01/2012,53.96,-0.004253358
20/01/2012,54.19,-0.022624574
19/01/2012,55.43,0.028732876
18/01/2012,53.86,0.076567506
17/01/2012,49.89,-0.020042342
13/01/2012,50.9,-0.021573084
12/01/2012,52.01,0.003466876
11/01/2012,51.83,0
10/01/2012,51.83,0.026193835
09/01/2012,50.49,0.020206749
06/01/2012,49.48,-0.016834065
05/01/2012,50.32,0.027194747
04/01/2012,48.97,0.009437903
03/01/2012,48.51,0.022093437
30/12/2011,47.45,0.002743486
29/12/2011,47.32,0.020280341
28/12/2011,46.37,-0.005376935
27/12/2011,46.62,-0.093514567
23/12/2011,51.19,0.012383451
22/12/2011,50.56,0.028487383
21/12/2011,49.14,0.020144566
20/12/2011,48.16,0.059677707
19/12/2011,45.37,-0.027607448
16/12/2011,46.64,0.000214431
15/12/2011,46.63,-0.002784026
14/12/2011,46.76,-0.023251946
13/12/2011,47.86,-0.03187275
12/12/2011,49.41,-0.007661328
09/12/2011,49.79,0.019264511
08/12/2011,48.84,-0.016247311
07/12/2011,49.64,0.01154911
06/12/2011,49.07,-0.013762614
05/12/2011,49.75,0.006048406
02/12/2011,49.45,0.00914176
01/12/2011,49,-0.001223741
30/11/2011,49.06,0.04844371
29/11/2011,46.74,-0.025141284
28/11/2011,47.93,0.04001385
25/11/2011,46.05,-0.006709256
23/11/2011,46.36,-0.032469696
22/11/2011,47.89,-0.012450877
21/11/2011,48.49,-0.044173764
18/11/2011,50.68,0.007327491
17/11/2011,50.31,-0.03015107
16/11/2011,51.85,-0.030391703
15/11/2011,53.45,-0.006340939
14/11/2011,53.79,-0.01476314
11/11/2011,54.59,0.024665135
10/11/2011,53.26,0.011709293
09/11/2011,52.64,-0.012460044
08/11/2011,53.3,0.01702974
07/11/2011,52.4,0.014610025
04/11/2011,51.64,0.002326484
03/11/2011,51.52,0.013286635
02/11/2011,50.84,0.019263827
01/11/2011,49.87,-0.018673566
31/10/2011,50.81,-0.019296964
28/10/2011,51.8,-0.154757225
27/10/2011,60.47,0.032437093
26/10/2011,58.54,0.022806794
25/10/2011,57.22,-0.032665789
24/10/2011,59.12,0.029524973
21/10/2011,57.4,0.041257629
20/10/2011,55.08,-0.005070637
19/10/2011,55.36,0.002713215
18/10/2011,55.21,0.004174614
17/10/2011,54.98,-0.051920599
14/10/2011,57.91,0.018649778
13/10/2011,56.84,-0.014843545
12/10/2011,57.69,0.029910745
11/10/2011,55.99,0.006630255
10/10/2011,55.62,0.038113811
07/10/2011,53.54,-0.030715058
06/10/2011,55.21,0.02030991
05/10/2011,54.1,0.040359994
04/10/2011,51.96,0.069116601
03/10/2011,48.49,-0.028863792
30/09/2011,49.91,-0.0233674
29/09/2011,51.09,0.013399215
28/09/2011,50.41,-0.054620425
27/09/2011,53.24,0.017622436
26/09/2011,52.31,0.045164552
23/09/2011,50,0.040613683
22/09/2011,48.01,-0.041013603
21/09/2011,50.02,-0.028964689
20/09/2011,51.49,-0.028715602
19/09/2011,52.99,-0.011445852
16/09/2011,53.6,-0.017568644
15/09/2011,54.55,0.007913909
14/09/2011,54.12,0.015830482
13/09/2011,53.27,0.017421384
12/09/2011,52.35,-0.003622847
09/09/2011,52.54,-0.02759443
08/09/2011,54.01,-0.051247006
07/09/2011,56.85,0.018283992
06/09/2011,55.82,-0.044498496
02/09/2011,58.36,-0.039971736
01/09/2011,60.74,-0.031599486
31/08/2011,62.69,-0.008418762
30/08/2011,63.22,0.017874718
29/08/2011,62.1,0.055795319
26/08/2011,58.73,0.032886314
25/08/2011,56.83,-0.026395003
24/08/2011,58.35,0.020779968
23/08/2011,57.15,0.025519726
22/08/2011,55.71,-0.01354986
19/08/2011,56.47,-0.012844375
18/08/2011,57.2,-0.049622319
17/08/2011,60.11,-0.016499302
16/08/2011,61.11,-0.037734267
15/08/2011,63.46,0.013804265
12/08/2011,62.59,0.023275659
11/08/2011,61.15,0.062937187
10/08/2011,57.42,-0.041281659
09/08/2011,59.84,0.016852438
08/08/2011,58.84,-0.12027257
05/08/2011,66.36,0.026415766
04/08/2011,64.63,-0.034819177
03/08/2011,66.92,0.027112604
02/08/2011,65.13,-0.040766719
01/08/2011,67.84,-0.020282303
29/07/2011,69.23,-0.016048489
28/07/2011,70.35,-0.014534935
27/07/2011,71.38,-0.003496263
26/07/2011,71.63,-0.002091905
25/07/2011,71.78,-0.009842736
22/07/2011,72.49,-0.003992571
21/07/2011,72.78,-0.038544052
20/07/2011,75.64,0.007564232
19/07/2011,75.07,-0.007035272
18/07/2011,75.6,-0.00303771
15/07/2011,75.83,-0.010494652
14/07/2011,76.63,-0.019513445
13/07/2011,78.14,-0.000511771
12/07/2011,78.18,-0.007010417
11/07/2011,78.73,-0.029165344
08/07/2011,81.06,-0.011529626
07/07/2011,82,0.013134664
06/07/2011,80.93,-0.010814902
05/07/2011,81.81,-0.011787001
01/07/2011,82.78,0.017794498
30/06/2011,81.32,0.010259036
29/06/2011,80.49,0.014516586
28/06/2011,79.33,0.029810945
27/06/2011,77,0.003121751
24/06/2011,76.76,-0.013200658
23/06/2011,77.78,0.007225838
22/06/2011,77.22,-0.010563025
21/06/2011,78.04,0.004366258
20/06/2011,77.7,0.021464239
17/06/2011,76.05,0.010043695
16/06/2011,75.29,0.023245924
15/06/2011,73.56,-0.010951235
14/06/2011,74.37,0.009592724
13/06/2011,73.66,0.00927448
10/06/2011,72.98,-0.021418739
09/06/2011,74.56,-0.000134111
08/06/2011,74.57,-0.005749832
07/06/2011,75,-0.000266631
06/06/2011,75.02,-0.025790903
03/06/2011,76.98,-0.050286032
02/06/2011,80.95,-0.014836885
01/06/2011,82.16,-0.019764442
31/05/2011,83.8,0.010074444
27/05/2011,82.96,0.008595174
26/05/2011,82.25,0.00280027
25/05/2011,82.02,0.020571028
24/05/2011,80.35,-0.002361863
23/05/2011,80.54,-0.017477368
20/05/2011,81.96,-0.012850219
19/05/2011,83.02,-0.010305663
18/05/2011,83.88,-0.00570615
17/05/2011,84.36,-0.00873368
16/05/2011,85.1,-0.018165381
13/05/2011,86.66,0.014763418
12/05/2011,85.39,0.016888503
11/05/2011,83.96,-0.0068843
10/05/2011,84.54,0.01177954
09/05/2011,83.55,-0.011306279
06/05/2011,84.5,0.007245118
05/05/2011,83.89,-0.000119197
04/05/2011,83.9,-0.004993471
03/05/2011,84.32,-0.018797546
02/05/2011,85.92,-0.003021501
29/04/2011,86.18,-0.014400341
28/04/2011,87.43,-0.013857559
27/04/2011,88.65,0.008951394
26/04/2011,87.86,0.007310976
25/04/2011,87.22,-0.001031341
21/04/2011,87.31,0.012330897
20/04/2011,86.24,0.001624696
19/04/2011,86.1,0.014270917
18/04/2011,84.88,-0.009614331
15/04/2011,85.7,0.01126508
14/04/2011,84.74,0.001180777
13/04/2011,84.64,0.00355072
12/04/2011,84.34,0.013849314
11/04/2011,83.18,0.007239414
08/04/2011,82.58,-0.019308629
07/04/2011,84.19,-0.003557035
06/04/2011,84.49,-0.003190549
05/04/2011,84.76,-0.004708107
04/04/2011,85.16,-0.010164233
01/04/2011,86.03,0.007818466
31/03/2011,85.36,0.013801458
30/03/2011,84.19,0.031982452
29/03/2011,81.54,0.001718424
28/03/2011,81.4,-0.008440933
25/03/2011,82.09,0.009301254
24/03/2011,81.33,0.006785542
23/03/2011,80.78,0.007330591
22/03/2011,80.19,-0.009926871
21/03/2011,80.99,0.011049836
18/03/2011,80.1,0.006638717
17/03/2011,79.57,-0.001757911
16/03/2011,79.71,-0.021103067
15/03/2011,81.41,-0.007221132
14/03/2011,82,-0.016209379
11/03/2011,83.34,0.012922105
10/03/2011,82.27,-0.019022967
09/03/2011,83.85,0.00586091
08/03/2011,83.36,0.036527606
07/03/2011,80.37,-0.007067167
04/03/2011,80.94,-0.017270317
03/03/2011,82.35,0.02508431
02/03/2011,80.31,0.001370631
01/03/2011,80.2,-0.028274778
28/02/2011,82.5,0.011949904
25/02/2011,81.52,0.010233737
24/02/2011,80.69,-0.003957952
23/02/2011,81.01,-0.007501726
22/02/2011,81.62,-0.022053481
18/02/2011,83.44,0.001919386
17/02/2011,83.28,0.000720721
16/02/2011,83.22,-0.008495415
15/02/2011,83.93,-0.017948291
14/02/2011,85.45,-0.014522474
11/02/2011,86.7,-0.004488183
10/02/2011,87.09,0.01492306
09/02/2011,85.8,-0.003141912
08/02/2011,86.07,-0.003826757
07/02/2011,86.4,0.004989278
04/02/2011,85.97,0.003378972
03/02/2011,85.68,0.024575906
02/02/2011,83.6,-0.021536745
01/02/2011,85.42,-0.000936111
31/01/2011,85.5,-0.05040401
28/01/2011,89.92,-0.015011319
