Date,Close,NTAP
07/11/2013,39.45,0.017387296
06/11/2013,38.77,0.006728804
05/11/2013,38.51,-0.006212808
04/11/2013,38.75,-0.010014206
01/11/2013,39.14,0.008467017
31/10/2013,38.81,-0.003087216
30/10/2013,38.93,-0.021347698
29/10/2013,39.77,0.002013592
28/10/2013,39.69,0.00758729
25/10/2013,39.39,0.002541943
24/10/2013,39.29,0.005871108
23/10/2013,39.06,-0.041374837
22/10/2013,40.71,-0.022827606
21/10/2013,41.65,0.006745388
18/10/2013,41.37,0.017803177
17/10/2013,40.64,0.004933409
16/10/2013,40.44,-0.006408698
15/10/2013,40.7,-0.024992202
14/10/2013,41.73,0.003841541
11/10/2013,41.57,-0.000721414
10/10/2013,41.6,0.00457777
09/10/2013,41.41,-0.005778971
08/10/2013,41.65,-0.006461671
07/10/2013,41.92,-0.008314575
04/10/2013,42.27,0.004029874
03/10/2013,42.1,-0.017424505
02/10/2013,42.84,-0.004889985
01/10/2013,43.05,0.010038604
30/09/2013,42.62,0.000938967
27/09/2013,42.58,-0.012834151
26/09/2013,43.13,0.009317561
25/09/2013,42.73,-0.003504267
24/09/2013,42.88,-0.008822904
23/09/2013,43.26,0.001387925
20/09/2013,43.2,-0.025595547
19/09/2013,44.32,0.007473707
18/09/2013,43.99,0.003872001
17/09/2013,43.82,0.006180631
16/09/2013,43.55,-0.005038948
13/09/2013,43.77,0.002745369
12/09/2013,43.65,0.005052836
11/09/2013,43.43,0.007859495
10/09/2013,43.09,0.007687865
09/09/2013,42.76,0.012235447
06/09/2013,42.24,0.003082397
05/09/2013,42.11,0.000950345
04/09/2013,42.07,0.005960204
03/09/2013,41.82,0.006717876
30/08/2013,41.54,-0.001443349
29/08/2013,41.6,0.004094911
28/08/2013,41.43,-0.000965018
27/08/2013,41.47,-0.009121523
26/08/2013,41.85,-0.002386636
23/08/2013,41.95,0.003103739
22/08/2013,41.82,0.006717876
21/08/2013,41.54,-0.005042633
20/08/2013,41.75,-0.003347684
19/08/2013,41.89,-0.007373086
16/08/2013,42.2,0.004036572
15/08/2013,42.03,-0.007112406
14/08/2013,42.33,0.000945403
13/08/2013,42.29,-0.005659058
12/08/2013,42.53,0.000235156
09/08/2013,42.52,0.001647641
08/08/2013,42.45,0.017825784
07/08/2013,41.7,0.004807702
06/08/2013,41.5,-0.00432797
05/08/2013,41.68,0.010612738
02/08/2013,41.24,-0.005802724
01/08/2013,41.48,0.008716762
31/07/2013,41.12,0.001216693
30/07/2013,41.07,0.005126339
29/07/2013,40.86,-0.011920832
26/07/2013,41.35,-0.004584397
25/07/2013,41.54,0.006520975
24/07/2013,41.27,0.008761312
23/07/2013,40.91,-0.009003589
22/07/2013,41.28,-0.001210507
19/07/2013,41.33,0.008504486
18/07/2013,40.98,0.011288463
17/07/2013,40.52,0.011167755
16/07/2013,40.07,-0.00074841
15/07/2013,40.1,0.020151815
12/07/2013,39.3,0.006893938
11/07/2013,39.03,0.007199825
10/07/2013,38.75,0.00206665
09/07/2013,38.67,0.003626947
08/07/2013,38.53,-0.006209593
05/07/2013,38.77,0.011935793
03/07/2013,38.31,0.000522193
02/07/2013,38.29,0.011822021
01/07/2013,37.84,0.001586882
28/06/2013,37.78,-0.004753112
27/06/2013,37.96,0.003430535
26/06/2013,37.83,0.010095729
25/06/2013,37.45,0.001603421
24/06/2013,37.39,-0.015393085
21/06/2013,37.97,-0.008914584
20/06/2013,38.31,-0.017337735
19/06/2013,38.98,-0.010463283
18/06/2013,39.39,0.020000667
17/06/2013,38.61,0.018560198
14/06/2013,37.9,-0.014407584
13/06/2013,38.45,0.002864958
12/06/2013,38.34,0.004443871
11/06/2013,38.17,0.000786267
10/06/2013,38.14,0.004467226
07/06/2013,37.97,0.009526402
06/06/2013,37.61,0.008008585
05/06/2013,37.31,0.000536193
04/06/2013,37.29,-0.009342121
03/06/2013,37.64,0.002926702
31/05/2013,37.53,-0.01270867
30/05/2013,38.01,0.007658825
29/05/2013,37.72,0.000265146
28/05/2013,37.71,0.033983853
24/05/2013,36.45,-0.011999053
23/05/2013,36.89,-0.010516478
22/05/2013,37.28,0.017589413
21/05/2013,36.63,-0.015172331
20/05/2013,37.19,-0.017326836
17/05/2013,37.84,-0.016251996
16/05/2013,38.46,0.060007288
15/05/2013,36.22,0.012222374
14/05/2013,35.78,-0.008626741
13/05/2013,36.09,-0.00166113
10/05/2013,36.15,0.011686277
09/05/2013,35.73,-0.002515725
08/05/2013,35.82,0.007284986
07/05/2013,35.56,0.001970444
06/05/2013,35.49,0.016764137
03/05/2013,34.9,0.029957162
02/05/2013,33.87,-0.008232919
01/05/2013,34.15,-0.021437669
30/04/2013,34.89,0.010371744
29/04/2013,34.53,-0.009798349
26/04/2013,34.87,0.001722159
25/04/2013,34.81,-0.001435338
24/04/2013,34.86,-0.002578429
23/04/2013,34.95,0.024034746
22/04/2013,34.12,0.033679237
19/04/2013,32.99,-0.023664426
18/04/2013,33.78,-0.027446978
17/04/2013,34.72,-0.030911294
16/04/2013,35.81,0.030623317
15/04/2013,34.73,-0.020801434
12/04/2013,35.46,0.057755785
11/04/2013,33.47,-0.004471613
10/04/2013,33.62,-0.016226938
09/04/2013,34.17,0.007048487
08/04/2013,33.93,-0.002060946
05/04/2013,34,-0.016625729
04/04/2013,34.57,0.003767574
03/04/2013,34.44,-0.007521007
02/04/2013,34.7,0.018616012
01/04/2013,34.06,-0.002931694
28/03/2013,34.16,0.013557532
27/03/2013,33.7,0.011640185
26/03/2013,33.31,0.003609026
25/03/2013,33.19,-0.010490131
22/03/2013,33.54,-0.006834078
21/03/2013,33.77,-0.011189752
20/03/2013,34.15,0.005873732
19/03/2013,33.95,-0.004701742
18/03/2013,34.11,-0.013106348
15/03/2013,34.56,0.001447807
14/03/2013,34.51,0.009315933
13/03/2013,34.19,0.005572679
12/03/2013,34,-0.019802627
11/03/2013,34.68,0.013645153
08/03/2013,34.21,-0.002044095
07/03/2013,34.28,-0.007845456
06/03/2013,34.55,0.011937833
05/03/2013,34.14,0.016241314
04/03/2013,33.59,-0.01066045
01/03/2013,33.95,0.003245319
28/02/2013,33.84,-0.017284743
27/02/2013,34.43,0.018763377
26/02/2013,33.79,0.006234249
25/02/2013,33.58,-0.023544348
22/02/2013,34.38,-0.004643073
21/02/2013,34.54,-0.02854075
20/02/2013,35.54,-0.026105342
19/02/2013,36.48,-0.001917021
15/02/2013,36.55,0.019058718
14/02/2013,35.86,0.001116072
13/02/2013,35.82,0.011512131
12/02/2013,35.41,0.001413028
11/02/2013,35.36,-0.010969031
08/02/2013,35.75,0.005328858
07/02/2013,35.56,-0.015348425
06/02/2013,36.11,0.003606607
05/02/2013,35.98,0.008372921
04/02/2013,35.68,-0.015849074
01/02/2013,36.25,0.006920443
31/01/2013,36,-0.014888612
30/01/2013,36.54,0.01683495
29/01/2013,35.93,-0.012446572
28/01/2013,36.38,0.006342224
25/01/2013,36.15,0.01898968
24/01/2013,35.47,0.021371379
23/01/2013,34.72,-0.002014099
22/01/2013,34.79,0.012436892
18/01/2013,34.36,-0.003196283
17/01/2013,34.47,0.006986928
16/01/2013,34.23,0.022154207
15/01/2013,33.48,0.007194276
14/01/2013,33.24,0.005429878
11/01/2013,33.06,0.019548576
10/01/2013,32.42,0.006498553
09/01/2013,32.21,-0.008963126
08/01/2013,32.5,-0.022513881
07/01/2013,33.24,-0.024956732
04/01/2013,34.08,-0.002637364
03/01/2013,34.17,-0.003797288
02/01/2013,34.3,0.022108491
31/12/2012,33.55,0.021998778
28/12/2012,32.82,-0.018116438
27/12/2012,33.42,-0.00388234
26/12/2012,33.55,-0.004460974
24/12/2012,33.7,-0.003554506
21/12/2012,33.82,-0.007364888
20/12/2012,34.07,-0.007019625
19/12/2012,34.31,0.001458364
18/12/2012,34.26,0.032031208
17/12/2012,33.18,0.0057428
14/12/2012,32.99,-0.001514463
13/12/2012,33.04,-0.006335818
12/12/2012,33.25,-0.017884232
11/12/2012,33.85,0.008306188
10/12/2012,33.57,0.004179111
07/12/2012,33.43,0.015373325
06/12/2012,32.92,0.003347029
05/12/2012,32.81,0.023436164
04/12/2012,32.05,-0.002804177
03/12/2012,32.14,0.013469272
30/11/2012,31.71,-0.005346765
29/11/2012,31.88,0.016445658
28/11/2012,31.36,0.00159566
27/11/2012,31.31,-0.00159566
26/11/2012,31.36,0.00671895
23/11/2012,31.15,0.022728251
21/11/2012,30.45,-0.005240759
20/11/2012,30.61,-0.009105754
19/11/2012,30.89,0.020605799
16/11/2012,30.26,0.001984784
15/11/2012,30.2,0.107570461
14/11/2012,27.12,0.02956249
13/11/2012,26.33,-0.018438904
12/11/2012,26.82,-0.019202953
09/11/2012,27.34,0.001097896
08/11/2012,27.31,-0.015261924
07/11/2012,27.73,-0.014677192
06/11/2012,28.14,0.005702082
05/11/2012,27.98,0.008614554
02/11/2012,27.74,-0.012894161
01/11/2012,28.1,0.043271612
31/10/2012,26.91,-0.035411621
26/10/2012,27.88,-0.008927037
25/10/2012,28.13,-0.001775884
24/10/2012,28.18,-0.020720671
23/10/2012,28.77,-0.038525303
22/10/2012,29.9,-0.001670844
19/10/2012,29.95,-0.010627798
18/10/2012,30.27,0.012298643
17/10/2012,29.9,0.004357305
16/10/2012,29.77,0.01967499
15/10/2012,29.19,0.008947066
12/10/2012,28.93,-0.008947066
11/10/2012,29.19,-0.00410257
10/10/2012,29.31,-0.030244241
09/10/2012,30.21,-0.010209211
08/10/2012,30.52,-0.002290952
05/10/2012,30.59,-0.014603537
04/10/2012,31.04,-0.010575327
03/10/2012,31.37,-0.033848421
02/10/2012,32.45,-0.014987282
01/10/2012,32.94,0.001823155
28/09/2012,32.88,-0.010588512
27/09/2012,33.23,0.007855025
26/09/2012,32.97,-0.043039734
25/09/2012,34.42,-0.028074029
24/09/2012,35.4,-0.024003385
21/09/2012,36.26,0.020900858
20/09/2012,35.51,-0.006456163
19/09/2012,35.74,0.007865209
18/09/2012,35.46,0.001411035
17/09/2012,35.41,-0.011232918
14/09/2012,35.81,0.014910953
13/09/2012,35.28,0.002270149
12/09/2012,35.2,0.000568343
11/09/2012,35.18,0.002846572
10/09/2012,35.08,-0.020316726
07/09/2012,35.8,0.006726483
06/09/2012,35.56,0.02881386
05/09/2012,34.55,-0.002024
04/09/2012,34.62,0.002892684
31/08/2012,34.52,0.011362103
30/08/2012,34.13,-0.023169296
29/08/2012,34.93,0.007182907
28/08/2012,34.68,-0.006610169
27/08/2012,34.91,0.003730812
24/08/2012,34.78,0.040486609
23/08/2012,33.4,0.000299446
22/08/2012,33.39,0.007515442
21/08/2012,33.14,0.001812142
20/08/2012,33.08,-0.011421825
17/08/2012,33.46,0.014752638
16/08/2012,32.97,0.037705332
15/08/2012,31.75,0.010448093
14/08/2012,31.42,-0.012336073
13/08/2012,31.81,-0.023917897
10/08/2012,32.58,0.01390843
09/08/2012,32.13,-0.026111144
08/08/2012,32.98,-0.014150469
07/08/2012,33.45,0.042442639
06/08/2012,32.06,-0.008695707
03/08/2012,32.34,0.022831328
02/08/2012,31.61,-0.015070929
01/08/2012,32.09,-0.01791277
31/07/2012,32.67,0.005524876
30/07/2012,32.49,-0.012844213
27/07/2012,32.91,0.025232108
26/07/2012,32.09,0.019509744
25/07/2012,31.47,0.007335386
24/07/2012,31.24,0.020699316
23/07/2012,30.6,-0.019097522
20/07/2012,31.19,0.002246831
19/07/2012,31.12,0.028023991
18/07/2012,30.26,0.058520096
17/07/2012,28.54,-0.002799162
16/07/2012,28.62,0.000699056
13/07/2012,28.6,0.008074469
12/07/2012,28.37,-0.013653284
11/07/2012,28.76,-0.002430979
10/07/2012,28.83,-0.010695289
09/07/2012,29.14,-0.021053409
06/07/2012,29.76,-0.044685489
05/07/2012,31.12,0.00064288
03/07/2012,31.1,0.00483482
02/07/2012,30.95,-0.027722024
29/06/2012,31.82,0.062571047
28/06/2012,29.89,-0.023149182
27/06/2012,30.59,0.030873821
26/06/2012,29.66,-0.012064489
25/06/2012,30.02,-0.004652717
22/06/2012,30.16,0.020432799
21/06/2012,29.55,-0.04693525
20/06/2012,30.97,0.00226281
19/06/2012,30.9,0.003891055
18/06/2012,30.78,0.001625752
15/06/2012,30.73,0.021046486
14/06/2012,30.09,-0.002986563
13/06/2012,30.18,-0.002647255
12/06/2012,30.26,0.020364583
11/06/2012,29.65,-0.022675196
08/06/2012,30.33,-0.031800214
07/06/2012,31.31,-0.023983478
06/06/2012,32.07,0.029427847
05/06/2012,31.14,0.040634686
04/06/2012,29.9,0.015504187
01/06/2012,29.44,-0.010810916
31/05/2012,29.76,0.005390849
30/05/2012,29.6,-0.003709328
29/05/2012,29.71,0.037727382
25/05/2012,28.61,-0.007313284
24/05/2012,28.82,-0.131186522
23/05/2012,32.86,-0.012099361
22/05/2012,33.26,-0.007786802
21/05/2012,33.52,0.013818183
18/05/2012,33.06,-0.035946243
17/05/2012,34.27,-0.010738748
16/05/2012,34.64,-0.015184363
15/05/2012,35.17,-0.017475078
14/05/2012,35.79,-0.00807017
11/05/2012,36.08,0.010588006
10/05/2012,35.7,-0.056629173
09/05/2012,37.78,-0.000793756
08/05/2012,37.81,-0.004749349
07/05/2012,37.99,-0.01125519
04/05/2012,38.42,-0.001560468
03/05/2012,38.48,-0.020831408
02/05/2012,39.29,-0.034766538
01/05/2012,40.68,0.046543427
30/04/2012,38.83,-0.005137437
27/04/2012,39.03,-0.00968901
26/04/2012,39.41,0.003813402
25/04/2012,39.26,0.014883518
24/04/2012,38.68,0
23/04/2012,38.68,-0.001549987
20/04/2012,38.74,-0.023722577
19/04/2012,39.67,-0.011030445
18/04/2012,40.11,-0.008193714
17/04/2012,40.44,0.01620377
16/04/2012,39.79,-0.00850856
13/04/2012,40.13,-0.019983396
12/04/2012,40.94,0.001711283
11/04/2012,40.87,-0.027749398
10/04/2012,42.02,-0.017691227
09/04/2012,42.77,-0.021968741
05/04/2012,43.72,-0.022391527
04/04/2012,44.71,-0.016855578
03/04/2012,45.47,0.009279784
02/04/2012,45.05,0.006234712
30/03/2012,44.77,0.002236137
29/03/2012,44.67,-0.013784122
28/03/2012,45.29,-0.016858637
27/03/2012,46.06,-0.005844805
26/03/2012,46.33,0.015443483
23/03/2012,45.62,0.009470393
22/03/2012,45.19,-0.018200261
21/03/2012,46.02,0.015548326
20/03/2012,45.31,0.027975417
19/03/2012,44.06,0.015323342
16/03/2012,43.39,0.001383764
15/03/2012,43.33,0.010672955
14/03/2012,42.87,-0.014818516
13/03/2012,43.51,0.022781087
12/03/2012,42.53,-0.009594083
09/03/2012,42.94,0.025950973
08/03/2012,41.84,0.006233537
07/03/2012,41.58,0.015267472
06/03/2012,40.95,-0.032907977
05/03/2012,42.32,-0.028649916
02/03/2012,43.55,0.005526148
01/03/2012,43.31,0.00718344
29/02/2012,43,-0.013398214
28/02/2012,43.58,0.007369909
27/02/2012,43.26,0.004169568
24/02/2012,43.08,-0.004631782
23/02/2012,43.28,0.015132404
22/02/2012,42.63,-0.008641885
21/02/2012,43,0.018779895
17/02/2012,42.2,-0.012715029
16/02/2012,42.74,0.069260305
15/02/2012,39.88,0.0192411
14/02/2012,39.12,0.003585151
13/02/2012,38.98,-0.018050573
10/02/2012,39.69,-0.035152134
09/02/2012,41.11,0.032887127
08/02/2012,39.78,0.009344682
07/02/2012,39.41,-0.01310833
06/02/2012,39.93,-0.010463474
03/02/2012,40.35,0.023064447
02/02/2012,39.43,0.000761132
01/02/2012,39.4,0.043045276
31/01/2012,37.74,0.008248018
30/01/2012,37.43,0.004015532
27/01/2012,37.28,-0.007482665
26/01/2012,37.56,-0.006369448
25/01/2012,37.8,0.003710579
24/01/2012,37.66,0.011215071
23/01/2012,37.24,0.010527834
20/01/2012,36.85,-0.017751945
19/01/2012,37.51,0.079309838
18/01/2012,34.65,0.026910077
17/01/2012,33.73,-0.007384467
13/01/2012,33.98,-0.013156161
12/01/2012,34.43,-0.009251295
11/01/2012,34.75,-0.010875894
10/01/2012,35.13,0.0025652
09/01/2012,35.04,-0.008242195
06/01/2012,35.33,0.018857702
05/01/2012,34.67,-0.027593843
04/01/2012,35.64,-0.031485617
03/01/2012,36.78,0.013963266
30/12/2011,36.27,-0.001102232
29/12/2011,36.31,0.010242304
28/12/2011,35.94,-0.011343323
27/12/2011,36.35,-0.004391992
23/12/2011,36.51,0.0118475
22/12/2011,36.08,0.024124592
21/12/2011,35.22,-0.025509442
20/12/2011,36.13,0.027214472
19/12/2011,35.16,-0.015521689
16/12/2011,35.71,-0.015835864
15/12/2011,36.28,-0.023158643
14/12/2011,37.13,-0.021053409
13/12/2011,37.92,0.021053409
12/12/2011,37.13,-0.023424015
09/12/2011,38.01,0.024232313
08/12/2011,37.1,-0.016573488
07/12/2011,37.72,0.011733468
06/12/2011,37.28,-0.006950041
05/12/2011,37.54,0.02699948
02/12/2011,36.54,-0.010345859
01/12/2011,36.92,0.002440679
30/11/2011,36.83,0.033124751
29/11/2011,35.63,-0.002522776
28/11/2011,35.72,0.042024191
25/11/2011,34.25,-0.01189972
23/11/2011,34.66,-0.015175667
22/11/2011,35.19,0.009995799
21/11/2011,34.84,0.002874391
18/11/2011,34.74,-0.028098911
17/11/2011,35.73,-0.131219739
16/11/2011,40.74,-0.028075416
15/11/2011,41.9,-0.009264825
14/11/2011,42.29,0.002841584
11/11/2011,42.17,0.006661933
10/11/2011,41.89,-0.003336514
09/11/2011,42.03,-0.044441418
08/11/2011,43.94,0.025352821
07/11/2011,42.84,0.004914015
04/11/2011,42.63,0.015841447
03/11/2011,41.96,0.04160678
02/11/2011,40.25,0.012751767
01/11/2011,39.74,-0.030237744
31/10/2011,40.96,-0.015263773
28/10/2011,41.59,-0.002881154
27/10/2011,41.71,0.078006901
26/10/2011,38.58,0.010684141
25/10/2011,38.17,-0.024839569
24/10/2011,39.13,0.026675154
21/10/2011,38.1,0.010023824
20/10/2011,37.72,-0.02072749
19/10/2011,38.51,-0.024116099
18/10/2011,39.45,0.036132963
17/10/2011,38.05,-0.030540676
14/10/2011,39.23,0.014894985
13/10/2011,38.65,-0.006190373
12/10/2011,38.89,0.006190373
11/10/2011,38.65,0.008835816
10/10/2011,38.31,0.026985765
07/10/2011,37.29,-0.001339944
06/10/2011,37.34,0.030177633
05/10/2011,36.23,0.039408421
04/10/2011,34.83,0.034763249
03/10/2011,33.64,-0.008583744
30/09/2011,33.93,-0.030190972
29/09/2011,34.97,0.000286
28/09/2011,34.96,-0.030424882
27/09/2011,36.04,0.006402249
26/09/2011,35.81,0.019456415
23/09/2011,35.12,0.002280503
22/09/2011,35.04,-0.023968439
21/09/2011,35.89,0.017709528
20/09/2011,35.26,-0.030445027
19/09/2011,36.35,-0.038850313
16/09/2011,37.79,-0.007382053
15/09/2011,38.07,0.037194923
14/09/2011,36.68,-0.002994422
13/09/2011,36.79,0.013408328
12/09/2011,36.3,0.017227434
09/09/2011,35.68,-0.021625462
08/09/2011,36.46,0.004122584
07/09/2011,36.31,0.029060441
06/09/2011,35.27,-0.01519444
02/09/2011,35.81,-0.038350358
01/09/2011,37.21,-0.010958282
31/08/2011,37.62,0.006132535
30/08/2011,37.39,0.001873913
29/08/2011,37.32,0.021121825
26/08/2011,36.54,-0.008448068
25/08/2011,36.85,-0.030993664
24/08/2011,38.01,0.005804766
23/08/2011,37.79,0.054375993
22/08/2011,35.79,-0.004460559
19/08/2011,35.95,0.0039019
18/08/2011,35.81,-0.151314252
17/08/2011,41.66,-0.032356111
16/08/2011,43.03,-0.029312838
15/08/2011,44.31,0.020290221
12/08/2011,43.42,0.017189738
11/08/2011,42.68,0.041134446
10/08/2011,40.96,-0.018384649
09/08/2011,41.72,0.059501691
08/08/2011,39.31,-0.063090641
05/08/2011,41.87,-0.034275656
04/08/2011,43.33,-0.057837723
03/08/2011,45.91,0.021354692
02/08/2011,44.94,-0.028733197
01/08/2011,46.25,-0.027089211
29/07/2011,47.52,-0.008173576
28/07/2011,47.91,0.013236878
27/07/2011,47.28,-0.059529168
26/07/2011,50.18,0.007601557
25/07/2011,49.8,-0.025378047
22/07/2011,51.08,0.026382568
21/07/2011,49.75,-0.006012042
20/07/2011,50.05,-0.034367644
19/07/2011,51.8,0.031773608
18/07/2011,50.18,-0.009520104
15/07/2011,50.66,0.020541155
14/07/2011,49.63,-0.031729808
13/07/2011,51.23,-0.014341331
12/07/2011,51.97,-0.011288745
11/07/2011,52.56,-0.017352378
08/07/2011,53.48,-0.007822726
07/07/2011,53.9,0.007635757
06/07/2011,53.49,-0.008377597
05/07/2011,53.94,-0.007020166
01/07/2011,54.32,0.028760152
30/06/2011,52.78,0.054909646
29/06/2011,49.96,-0.015097625
28/06/2011,50.72,0.005932388
27/06/2011,50.42,0.024087877
24/06/2011,49.22,-0.040610676
23/06/2011,51.26,0.010787591
22/06/2011,50.71,-0.003936238
21/06/2011,50.91,0.023853248
20/06/2011,49.71,0.007268354
17/06/2011,49.35,-0.006060625
16/06/2011,49.65,-0.017964555
15/06/2011,50.55,0.013543326
14/06/2011,49.87,0.02086997
13/06/2011,48.84,-0.00347471
10/06/2011,49.01,-0.023990668
09/06/2011,50.2,0.004392101
08/06/2011,49.98,-0.013316305
07/06/2011,50.65,0.005146488
06/06/2011,50.39,-0.030296464
03/06/2011,51.94,-0.026034725
02/06/2011,53.31,0.001689665
01/06/2011,53.22,-0.028708333
31/05/2011,54.77,-0.010172658
27/05/2011,55.33,0.000361533
26/05/2011,55.31,0.06691584
25/05/2011,51.73,0.00503877
24/05/2011,51.47,-0.025890793
23/05/2011,52.82,-0.016523095
20/05/2011,53.7,-0.013869848
19/05/2011,54.45,0.015547232
18/05/2011,53.61,0.025121729
17/05/2011,52.28,-0.015563039
16/05/2011,53.1,-0.016621916
13/05/2011,53.99,0
12/05/2011,53.99,0.000370508
11/05/2011,53.97,-0.004437057
10/05/2011,54.21,0.019371066
09/05/2011,53.17,-0.002442004
06/05/2011,53.3,0.034354524
05/05/2011,51.5,-0.007351552
04/05/2011,51.88,-0.003271436
03/05/2011,52.05,0.006747014
02/05/2011,51.7,-0.007899087
29/04/2011,52.11,-0.005740544
28/04/2011,52.41,-0.002857961
27/04/2011,52.56,0.005341485
26/04/2011,52.28,0.006524683
25/04/2011,51.94,0.017871494
21/04/2011,51.02,0.040397415
20/04/2011,49,0.031090587
19/04/2011,47.5,-0.012760345
18/04/2011,48.11,-0.009310091
15/04/2011,48.56,0.002887195
14/04/2011,48.42,-0.003298972
13/04/2011,48.58,0.015558866
12/04/2011,47.83,0.014743317
11/04/2011,47.13,0.007240236
08/04/2011,46.79,0.002567945
07/04/2011,46.67,-0.000642605
06/04/2011,46.7,0.014016402
05/04/2011,46.05,0.007629465
04/04/2011,45.7,-0.053260723
01/04/2011,48.2,0.001037883
31/03/2011,48.15,0.002911816
30/03/2011,48.01,-0.005400927
29/03/2011,48.27,0.013557409
28/03/2011,47.62,-0.02057643
25/03/2011,48.61,-0.006970098
24/03/2011,48.95,0.020640568
23/03/2011,47.95,-0.003331254
22/03/2011,48.11,-0.009516001
21/03/2011,48.57,-0.002467614
18/03/2011,48.69,0.035751691
17/03/2011,46.98,0.004480007
16/03/2011,46.77,0.005359644
15/03/2011,46.52,0.003013996
14/03/2011,46.38,-0.024282343
11/03/2011,47.52,-0.018555729
10/03/2011,48.41,-0.062651801
09/03/2011,51.54,-0.00213199
08/03/2011,51.65,0.010118786
07/03/2011,51.13,-0.017833386
04/03/2011,52.05,-0.007846179
03/03/2011,52.46,0.026657943
02/03/2011,51.08,0.008848745
01/03/2011,50.63,-0.020139502
28/02/2011,51.66,-0.01555779
25/02/2011,52.47,0.031558131
24/02/2011,50.84,0.003941668
23/02/2011,50.64,-0.023420274
22/02/2011,51.84,-0.023072813
18/02/2011,53.05,-0.031907734
17/02/2011,54.77,-0.066567682
16/02/2011,58.54,0.001709694
15/02/2011,58.44,-0.019990501
14/02/2011,59.62,-0.016303805
11/02/2011,60.6,0.000990589
10/02/2011,60.54,0.012800441
09/02/2011,59.77,0.007725937
08/02/2011,59.31,0.011360868
07/02/2011,58.64,0.012181672
04/02/2011,57.93,0.016008694
03/02/2011,57.01,-0.001752542
02/02/2011,57.11,0.010384675
01/02/2011,56.52,0.032182553
31/01/2011,54.73,0.012872557
