Date,Close,QCOM
04/04/2014,78.53,-0.025397392
03/04/2014,80.55,0.005103004
02/04/2014,80.14,0.000499251
01/04/2014,80.1,0.015601726
31/03/2014,78.86,-0.005311762
28/03/2014,79.28,0.002905326
27/03/2014,79.05,0.009405255
26/03/2014,78.31,-0.003187355
25/03/2014,78.56,0.010492739
24/03/2014,77.74,-0.005771837
21/03/2014,78.19,0.001151705
20/03/2014,78.1,0.016655217
19/03/2014,76.81,-0.008297727
18/03/2014,77.45,0.005567438
17/03/2014,77.02,0.030049704
14/03/2014,74.74,-0.011837606
13/03/2014,75.63,-0.017562706
12/03/2014,76.97,0.003383658
11/03/2014,76.71,-0.004682022
10/03/2014,77.07,0.003639676
07/03/2014,76.79,-0.002730999
06/03/2014,77,0.004294924
05/03/2014,76.67,0.007330835
04/03/2014,76.11,0.033127111
03/03/2014,73.63,-0.022294772
28/02/2014,75.29,0.00132908
27/02/2014,75.19,0.001863685
26/02/2014,75.05,0.001867165
25/02/2014,74.91,-0.006917681
24/02/2014,75.43,-0.002383476
21/02/2014,75.61,-0.004486679
20/02/2014,75.95,0.002372793
19/02/2014,75.77,0.002246153
18/02/2014,75.6,-0.008954498
14/02/2014,76.28,-0.002095339
13/02/2014,76.44,0.000261677
12/02/2014,76.42,0.010523644
11/02/2014,75.62,0.012374584
10/02/2014,74.69,0.003755873
07/02/2014,74.41,0.015848622
06/02/2014,73.24,0.011949871
05/02/2014,72.37,-0.001932635
04/02/2014,72.51,-0.01110894
03/02/2014,73.32,-0.012200233
31/01/2014,74.22,0.013018898
30/01/2014,73.26,0.029646166
29/01/2014,71.12,-0.012158629
28/01/2014,71.99,-0.0166682
27/01/2014,73.2,-0.011950169
24/01/2014,74.08,-0.023875759
23/01/2014,75.87,0.001186944
22/01/2014,75.78,0.004231691
21/01/2014,75.46,0.009721097
17/01/2014,74.73,0.000133824
16/01/2014,74.72,0.002814449
15/01/2014,74.51,0.015145658
14/01/2014,73.39,0.002319079
13/01/2014,73.22,-0.008838184
10/01/2014,73.87,-0.000541345
09/01/2014,73.91,0.003116745
08/01/2014,73.68,0.005989672
07/01/2014,73.24,0.007400335
06/01/2014,72.7,-0.002610071
03/01/2014,72.89,-0.005881968
02/01/2014,73.32,-0.012604355
31/12/2013,74.25,0.009200444
30/12/2013,73.57,-0.003121398
27/12/2013,73.8,0.004345471
26/12/2013,73.48,0.006006024
24/12/2013,73.04,0.002741981
23/12/2013,72.84,-0.000960549
20/12/2013,72.91,0.006605226
19/12/2013,72.43,-0.010301581
18/12/2013,73.18,0.00355921
17/12/2013,72.92,0.001784367
16/12/2013,72.79,0.002889181
13/12/2013,72.58,-0.002064552
12/12/2013,72.73,-0.003842464
11/12/2013,73.01,-0.005055001
10/12/2013,73.38,0.000136286
09/12/2013,73.37,-0.005301447
06/12/2013,73.76,0.007211406
05/12/2013,73.23,0.000683013
04/12/2013,73.18,-0.001774866
03/12/2013,73.31,-0.001771721
02/12/2013,73.44,-0.001904503
29/11/2013,73.58,0.00027185
27/11/2013,73.56,-0.001222743
26/11/2013,73.65,0.015875522
25/11/2013,72.49,-0.006462724
22/11/2013,72.96,0.017281138
21/11/2013,71.71,0.009527885
20/11/2013,71.03,-0.011339101
19/11/2013,71.84,-0.001391014
18/11/2013,71.94,-0.003192009
15/11/2013,72.17,0.013250769
14/11/2013,71.22,0.016849956
13/11/2013,70.03,0.021944002
12/11/2013,68.51,0.013075923
11/11/2013,67.62,0.002517215
08/11/2013,67.45,0.005351581
07/11/2013,67.09,-0.03873904
06/11/2013,69.74,0.01052262
05/11/2013,69.01,-0.008082018
04/11/2013,69.57,-0.004732209
01/11/2013,69.9,0.005882792
31/10/2013,69.49,0.006496811
30/10/2013,69.04,0.00159455
29/10/2013,68.93,0.00567398
28/10/2013,68.54,0.003947085
25/10/2013,68.27,0.019673736
24/10/2013,66.94,-0.00149276
23/10/2013,67.04,-0.027656955
22/10/2013,68.92,0.002178808
21/10/2013,68.77,0.005394779
18/10/2013,68.4,-0.004376375
17/10/2013,68.7,-0.00247147
16/10/2013,68.87,0.010216084
15/10/2013,68.17,0.006180126
14/10/2013,67.75,0.002956395
11/10/2013,67.55,0.010566361
10/10/2013,66.84,0.017050583
09/10/2013,65.71,-0.00969264
08/10/2013,66.35,-0.012580666
07/10/2013,67.19,-0.012277353
04/10/2013,68.02,0.013468715
03/10/2013,67.11,-0.008457651
02/10/2013,67.68,0.002811277
01/10/2013,67.49,0.002522069
30/09/2013,67.32,-0.000890869
27/09/2013,67.38,-0.021872432
26/09/2013,68.87,0.001743933
25/09/2013,68.75,0.003497017
24/09/2013,68.51,-0.006836887
23/09/2013,68.98,-0.001159084
20/09/2013,69.06,-0.005775355
19/09/2013,69.46,-0.002588068
18/09/2013,69.64,0.003164104
17/09/2013,69.42,0.019344651
16/09/2013,68.09,-0.007170588
13/09/2013,68.58,-0.003348136
12/09/2013,68.81,0.010518724
11/09/2013,68.09,-0.028949771
10/09/2013,70.09,0.011335224
09/09/2013,69.3,0.018643127
06/09/2013,68.02,0.002797205
05/09/2013,67.83,0.008141559
04/09/2013,67.28,0.007908718
03/09/2013,66.75,0.007066105
30/08/2013,66.28,-0.006466674
29/08/2013,66.71,0.00225107
28/08/2013,66.56,0.00814607
27/08/2013,66.02,-0.013988346
26/08/2013,66.95,-0.002982851
23/08/2013,67.15,0.000297885
22/08/2013,67.13,0.008377012
21/08/2013,66.57,-0.002100841
20/08/2013,66.71,0.005712583
19/08/2013,66.33,-0.008556684
16/08/2013,66.9,-0.000747105
15/08/2013,66.95,-0.000149354
14/08/2013,66.96,-0.004321592
13/08/2013,67.25,0.011816756
12/08/2013,66.46,0.002862957
09/08/2013,66.27,-0.001206455
08/08/2013,66.35,0.017330929
07/08/2013,65.21,-0.005810414
06/08/2013,65.59,-0.01001222
05/08/2013,66.25,-0.007518832
02/08/2013,66.75,0.022421785
01/08/2013,65.27,0.010937489
31/07/2013,64.56,0.000774773
30/07/2013,64.51,0.004194181
29/07/2013,64.24,-0.005743128
26/07/2013,64.61,0.018589928
25/07/2013,63.42,0.032532314
24/07/2013,61.39,-0.01471447
23/07/2013,62.3,0.001445667
22/07/2013,62.21,0.012129202
19/07/2013,61.46,0.005547412
18/07/2013,61.12,-0.024724536
17/07/2013,62.65,0.012851583
16/07/2013,61.85,0.009258573
15/07/2013,61.28,-0.012003388
12/07/2013,62.02,0.011677071
11/07/2013,61.3,0.014128706
10/07/2013,60.44,0.017525275
09/07/2013,59.39,-0.01005202
08/07/2013,59.99,-0.015875974
05/07/2013,60.95,0.000656491
03/07/2013,60.91,-0.000164163
02/07/2013,60.92,-0.000656383
01/07/2013,60.96,-0.002130275
28/06/2013,61.09,0.000163706
27/06/2013,61.08,-0.003105846
26/06/2013,61.27,-0.008774837
25/06/2013,61.81,0.031722604
24/06/2013,59.88,-0.013106782
21/06/2013,60.67,-0.004112186
20/06/2013,60.92,-0.01612019
19/06/2013,61.91,-0.007562994
18/06/2013,62.38,0.004981931
17/06/2013,62.07,0.011178731
14/06/2013,61.38,-0.009404966
13/06/2013,61.96,0.013813497
12/06/2013,61.11,-0.008959904
11/06/2013,61.66,-0.005982717
10/06/2013,62.03,-0.00112785
07/06/2013,62.1,-0.013912434
06/06/2013,62.97,-0.002854426
05/06/2013,63.15,-0.008828687
04/06/2013,63.71,0.007562664
03/06/2013,63.23,-0.003946024
31/05/2013,63.48,-0.01096674
30/05/2013,64.18,0.001091278
29/05/2013,64.11,0.000624122
28/05/2013,64.07,-0.002961118
24/05/2013,64.26,0.00546151
23/05/2013,63.91,-0.020443642
22/05/2013,65.23,-0.008092265
21/05/2013,65.76,-0.005156996
20/05/2013,66.1,-0.00768597
17/05/2013,66.61,0.01466945
16/05/2013,65.64,0.001524623
15/05/2013,65.54,0.003362375
14/05/2013,65.32,0.00768407
13/05/2013,64.82,0.002780784
10/05/2013,64.64,0.008233056
09/05/2013,64.11,-0.00015597
08/05/2013,64.12,0.002342104
07/05/2013,63.97,0.001721036
06/05/2013,63.86,0.001410327
03/05/2013,63.77,0.013895692
02/05/2013,62.89,0.015543939
01/05/2013,61.92,0.005181359
30/04/2013,61.6,-0.000162324
29/04/2013,61.61,0.00146187
26/04/2013,61.52,-0.01484377
25/04/2013,62.44,-0.055448646
24/04/2013,66,0.009897302
23/04/2013,65.35,0.011852675
22/04/2013,64.58,0.010116031
19/04/2013,63.93,0.004546531
18/04/2013,63.64,-0.009228188
17/04/2013,64.23,-0.024301411
16/04/2013,65.81,0.004874343
15/04/2013,65.49,-0.018007599
12/04/2013,66.68,-0.005235222
11/04/2013,67.03,-0.003871357
10/04/2013,67.29,0.01996314
09/04/2013,65.96,0.001517221
08/04/2013,65.86,0.010685493
05/04/2013,65.16,-0.009926019
04/04/2013,65.81,-0.002428291
03/04/2013,65.97,-0.004235372
02/04/2013,66.25,0.003780723
01/04/2013,66,-0.014141954
28/03/2013,66.94,0.003891638
27/03/2013,66.68,0.000900225
26/03/2013,66.62,0.014362633
25/03/2013,65.67,-0.003799685
22/03/2013,65.92,0.008684446
21/03/2013,65.35,-0.005950128
20/03/2013,65.74,0.015637295
19/03/2013,64.72,0.002475249
18/03/2013,64.56,-0.006330601
15/03/2013,64.97,-0.024328401
14/03/2013,66.57,-0.002700272
13/03/2013,66.75,-0.004335159
12/03/2013,67.04,0.005084503
11/03/2013,66.7,0.000749906
08/03/2013,66.65,-0.002098322
07/03/2013,66.79,0.001798292
06/03/2013,66.67,-0.019311355
05/03/2013,67.97,0.019911505
04/03/2013,66.63,0.004965029
01/03/2013,66.3,0.010004631
28/02/2013,65.64,0
27/02/2013,65.64,0.005652754
26/02/2013,65.27,0.007226909
25/02/2013,64.8,-0.002158163
22/02/2013,64.94,0.001849569
21/02/2013,64.82,-0.006918315
20/02/2013,65.27,-0.006109688
19/02/2013,65.67,0.003661331
15/02/2013,65.43,-0.001527184
14/02/2013,65.53,0.001221561
13/02/2013,65.45,-0.006700193
12/02/2013,65.89,-0.019388899
11/02/2013,67.18,0.003429512
08/02/2013,66.95,0.006142802
07/02/2013,66.54,-0.009572314
06/02/2013,67.18,0.003429512
05/02/2013,66.95,0.019760806
04/02/2013,65.64,-0.016469361
01/02/2013,66.73,0.0106969
31/01/2013,66.02,0.038445491
30/01/2013,63.53,0.001260041
29/01/2013,63.45,-0.0034613
28/01/2013,63.67,0.000157072
25/01/2013,63.66,-0.011557211
24/01/2013,64.4,-0.007579896
23/01/2013,64.89,0.003241494
22/01/2013,64.68,0
18/01/2013,64.68,-0.007086765
17/01/2013,65.14,0.005387529
16/01/2013,64.79,0.005416712
15/01/2013,64.44,0.003108489
14/01/2013,64.24,-0.010221554
11/01/2013,64.9,0.00185071
10/01/2013,64.78,-0.001542496
09/01/2013,64.88,0.015063566
08/01/2013,63.91,-0.001563477
07/01/2013,64.01,0.007999415
04/01/2013,63.5,-0.014849823
03/01/2013,64.45,-0.004643971
02/01/2013,64.75,0.045659933
31/12/2012,61.86,0.019919026
28/12/2012,60.64,-0.014245022
27/12/2012,61.51,-0.001299756
26/12/2012,61.59,-0.00502066
24/12/2012,61.9,0.004695985
21/12/2012,61.61,-0.020085836
20/12/2012,62.86,0.004943794
19/12/2012,62.55,-0.012866511
18/12/2012,63.36,0.021053409
17/12/2012,62.04,0.036272131
14/12/2012,59.83,-0.04781072
13/12/2012,62.76,-0.011564485
12/12/2012,63.49,-0.013454521
11/12/2012,64.35,0.006548199
10/12/2012,63.93,0.001095547
07/12/2012,63.86,-0.005310023
06/12/2012,64.2,0.008918153
05/12/2012,63.63,0.002517704
04/12/2012,63.47,0.00157679
03/12/2012,63.37,-0.003937323
30/11/2012,63.62,0.00425298
29/11/2012,63.35,0.011111225
28/11/2012,62.65,0.006244516
27/11/2012,62.26,-0.003687379
26/11/2012,62.49,-0.010189548
23/11/2012,63.13,0.015806188
21/11/2012,62.14,0
20/11/2012,62.14,0.000804959
19/11/2012,62.09,0.00258023
16/11/2012,61.93,0.01055119
15/11/2012,61.28,-0.007316511
14/11/2012,61.73,-0.006458928
13/11/2012,62.13,0.008242471
12/11/2012,61.62,0
09/11/2012,61.62,0.015537151
08/11/2012,60.67,0.042939503
07/11/2012,58.12,-0.037982454
06/11/2012,60.37,-0.000993378
05/11/2012,60.43,0.018876364
02/11/2012,59.3,-0.007225101
01/11/2012,59.73,0.018929076
31/10/2012,58.61,-0.00730985
26/10/2012,59.04,0.027648365
25/10/2012,57.43,-0.003476451
24/10/2012,57.63,-0.01173034
23/10/2012,58.31,-0.006325348
22/10/2012,58.68,-0.0011922
19/10/2012,58.75,-0.02038652
18/10/2012,59.96,-0.016868268
17/10/2012,60.98,0.010219308
16/10/2012,60.36,0.017885976
15/10/2012,59.29,0.006769361
12/10/2012,58.89,-0.00541915
11/10/2012,59.21,-0.00958071
10/10/2012,59.78,-0.010152371
09/10/2012,60.39,-0.016586307
08/10/2012,61.4,-0.019994217
05/10/2012,62.64,-0.00015963
04/10/2012,62.65,0.009300901
03/10/2012,62.07,0.004521241
02/10/2012,61.79,-0.001940178
01/10/2012,61.91,-0.009004724
28/09/2012,62.47,-0.016195972
27/09/2012,63.49,0.018600012
26/09/2012,62.32,-0.006557401
25/09/2012,62.73,-0.014873692
24/09/2012,63.67,-0.009379465
21/09/2012,64.27,-0.001243975
20/09/2012,64.35,-0.011280348
19/09/2012,65.08,0
18/09/2012,65.08,0.00415737
17/09/2012,64.81,-0.001079497
14/09/2012,64.88,0.016002827
13/09/2012,63.85,0.022330487
12/09/2012,62.44,0.009493997
11/09/2012,61.85,0.009095401
10/09/2012,61.29,-0.010388017
07/09/2012,61.93,-0.011080001
06/09/2012,62.62,0.031470561
05/09/2012,60.68,-0.002140095
04/09/2012,60.81,-0.010632308
31/08/2012,61.46,0.004239367
30/08/2012,61.2,-0.014759817
29/08/2012,62.11,0.001611344
28/08/2012,62.01,-0.005788728
27/08/2012,62.37,-0.000961539
24/08/2012,62.43,0.006266591
23/08/2012,62.04,-0.00209323
22/08/2012,62.17,0.001448692
21/08/2012,62.08,-0.011531198
20/08/2012,62.8,-0.007772265
17/08/2012,63.29,0.011441409
16/08/2012,62.57,0.000799424
15/08/2012,62.52,0.002081499
14/08/2012,62.39,0.004659017
13/08/2012,62.1,0.001934237
10/08/2012,61.98,-0.000322633
09/08/2012,62,0.008910549
08/08/2012,61.45,0.001791677
07/08/2012,61.34,0.019923274
06/08/2012,60.13,-0.001827698
03/08/2012,60.24,0.022835109
02/08/2012,58.88,-0.010810916
01/08/2012,59.52,-0.002684565
31/07/2012,59.68,0.008920365
30/07/2012,59.15,-0.003207024
27/07/2012,59.34,0.019226454
26/07/2012,58.21,0.016105639
25/07/2012,57.28,0.008591269
24/07/2012,56.79,-0.009289349
23/07/2012,57.32,-0.00626089
20/07/2012,57.68,-0.013090094
19/07/2012,58.44,0.041756437
18/07/2012,56.05,0.028777662
17/07/2012,54.46,0.001837898
16/07/2012,54.36,-0.011340893
13/07/2012,54.98,0.022997978
12/07/2012,53.73,-0.011841026
11/07/2012,54.37,-0.014606796
10/07/2012,55.17,-0.00271518
09/07/2012,55.32,0.000180783
06/07/2012,55.31,-0.016852317
05/07/2012,56.25,-0.000177762
03/07/2012,56.26,0.010542401
02/07/2012,55.67,-0.000179614
29/06/2012,55.68,0.025096789
28/06/2012,54.3,-0.011171254
27/06/2012,54.91,0.018194015
26/06/2012,53.92,0.006698946
25/06/2012,53.56,-0.038099846
22/06/2012,55.64,0.009208334
21/06/2012,55.13,-0.033357235
20/06/2012,57,-0.000350816
19/06/2012,57.02,0.004394066
18/06/2012,56.77,0.004767379
15/06/2012,56.5,-0.005119616
14/06/2012,56.79,-0.037159723
13/06/2012,58.94,-0.007774249
12/06/2012,59.4,0.027478476
11/06/2012,57.79,-0.016645601
08/06/2012,58.76,0.013018341
07/06/2012,58,-0.006872879
06/06/2012,58.4,0.021111703
05/06/2012,57.18,0.023534661
04/06/2012,55.85,0.013156899
01/06/2012,55.12,-0.038962502
31/05/2012,57.31,-0.002439876
30/05/2012,57.45,-0.016229638
29/05/2012,58.39,0.018495039
25/05/2012,57.32,0.002970213
24/05/2012,57.15,-0.017174505
23/05/2012,58.14,0.00361851
22/05/2012,57.93,0.012331897
21/05/2012,57.22,0.021909004
18/05/2012,55.98,-0.020859869
17/05/2012,57.16,-0.033545762
16/05/2012,59.11,-0.038660974
15/05/2012,61.44,-0.000325468
14/05/2012,61.46,-0.006487211
11/05/2012,61.86,-0.009972738
10/05/2012,62.48,0.007550843
09/05/2012,62.01,-0.010587202
08/05/2012,62.67,0.012039635
07/05/2012,61.92,0.000161512
04/05/2012,61.91,-0.02614528
03/05/2012,63.55,-0.010799072
02/05/2012,64.24,0.009383866
01/05/2012,63.64,-0.002981096
30/04/2012,63.83,-0.005468336
27/04/2012,64.18,0.004215792
26/04/2012,63.91,0.010222626
25/04/2012,63.26,0.022379451
24/04/2012,61.86,0.004861458
23/04/2012,61.56,-0.011146226
20/04/2012,62.25,-0.004967561
19/04/2012,62.56,-0.068417258
18/04/2012,66.99,-0.003576222
17/04/2012,67.23,0.014684112
16/04/2012,66.25,-0.006319612
13/04/2012,66.67,-0.024593832
12/04/2012,68.33,0.031366377
11/04/2012,66.22,0
10/04/2012,66.22,-0.004219416
09/04/2012,66.5,-0.010322479
05/04/2012,67.19,-0.002972212
04/04/2012,67.39,-0.010921006
03/04/2012,68.13,-0.002784905
02/04/2012,68.32,0.00381288
30/03/2012,68.06,0.001911906
29/03/2012,67.93,-0.002793093
28/03/2012,68.12,-0.005416893
27/03/2012,68.49,-0.001459002
26/03/2012,68.59,0.028241694
23/03/2012,66.68,0.005866002
22/03/2012,66.29,-0.002109705
21/03/2012,66.43,-0.004805536
20/03/2012,66.75,0
19/03/2012,66.75,0.020279145
16/03/2012,65.41,0.003062321
15/03/2012,65.21,0.001534684
14/03/2012,65.11,0.004001236
13/03/2012,64.85,0.015540328
12/03/2012,63.85,-0.001252152
09/03/2012,63.93,0.0095875
08/03/2012,63.32,0.009520859
07/03/2012,62.72,0.018668067
06/03/2012,61.56,-0.008894698
05/03/2012,62.11,-0.005138923
02/03/2012,62.43,-0.002879081
01/03/2012,62.61,0.006891605
29/02/2012,62.18,-0.008009013
28/02/2012,62.68,-0.010000877
27/02/2012,63.31,-0.002051283
24/02/2012,63.44,-0.001102796
23/02/2012,63.51,0.015231137
22/02/2012,62.55,-0.003670315
21/02/2012,62.78,0.004150046
17/02/2012,62.52,0.004006737
16/02/2012,62.27,0.011142626
15/02/2012,61.58,-0.00210885
14/02/2012,61.71,-0.000486027
13/02/2012,61.74,0.000161983
10/02/2012,61.73,-0.003396138
09/02/2012,61.94,0.007616924
08/02/2012,61.47,-0.001300602
07/02/2012,61.55,0.007829105
06/02/2012,61.07,0.00016376
03/02/2012,61.06,0.005419177
02/02/2012,60.73,0.019453602
01/02/2012,59.56,0.012502275
31/01/2012,58.82,0.003235422
30/01/2012,58.63,0.014430761
27/01/2012,57.79,-0.000346021
26/01/2012,57.81,-0.020206167
25/01/2012,58.99,0.005268985
24/01/2012,58.68,0.009073074
23/01/2012,58.15,0.00724891
