Date,Close,VZ
04/04/2014,48.04,-0.001663894
03/04/2014,48.12,0.006253929
02/04/2014,47.82,0.001464895
01/04/2014,47.75,0.003776756
31/03/2014,47.57,0.00315823
28/03/2014,47.42,-0.005677652
27/03/2014,47.69,0.014361387
26/03/2014,47.01,-0.004457187
25/03/2014,47.22,0.004457187
24/03/2014,47.01,0.002129473
21/03/2014,46.91,-0.006374862
20/03/2014,47.21,0.018168716
19/03/2014,46.36,-0.007307146
18/03/2014,46.7,0.008386244
17/03/2014,46.31,0.004978904
14/03/2014,46.08,0.001085659
13/03/2014,46.03,-0.007143661
12/03/2014,46.36,-0.007307146
11/03/2014,46.7,-0.007041531
10/03/2014,47.03,-0.002548313
07/03/2014,47.15,-0.006553242
06/03/2014,47.46,0.001687052
05/03/2014,47.38,-0.010915306
04/03/2014,47.9,0.012393815
03/03/2014,47.31,-0.005690815
28/02/2014,47.58,0.001682794
27/02/2014,47.5,0.024508419
26/02/2014,46.35,0.001295337
25/02/2014,46.29,0.001297017
24/02/2014,46.23,-0.022246907
21/02/2014,47.27,-0.017822046
20/02/2014,48.12,0.033600625
19/02/2014,46.53,0.011890747
18/02/2014,45.98,-0.011460824
14/02/2014,46.51,-0.017054346
13/02/2014,47.31,-0.001267427
12/02/2014,47.37,0.003383382
11/02/2014,47.21,0.006374862
10/02/2014,46.91,0.002134017
07/02/2014,46.81,0.002781048
06/02/2014,46.68,-0.000214202
05/02/2014,46.69,-0.002780453
04/02/2014,46.82,0.008795509
03/02/2014,46.41,-0.034102638
31/01/2014,48.02,0.008154776
30/01/2014,47.63,-0.001258917
29/01/2014,47.69,0.006943742
28/01/2014,47.36,-0.006943742
27/01/2014,47.69,0.001258917
24/01/2014,47.63,-0.004817268
23/01/2014,47.86,0.011135739
22/01/2014,47.33,-0.007787054
21/01/2014,47.7,-0.013534824
17/01/2014,48.35,-0.003715942
16/01/2014,48.53,0.005371914
15/01/2014,48.27,0.024961967
14/01/2014,47.08,0.001062586
13/01/2014,47.03,-0.015193371
10/01/2014,47.75,0.005249356
09/01/2014,47.5,-0.020834087
08/01/2014,48.5,-0.016360283
07/01/2014,49.3,0.012450411
06/01/2014,48.69,0.005560719
03/01/2014,48.42,-0.011907347
02/01/2014,49,-0.002853069
31/12/2013,49.14,-0.00020348
30/12/2013,49.15,-0.000406835
27/12/2013,49.17,-0.000203355
26/12/2013,49.18,0.004074985
24/12/2013,48.98,0.008200128
23/12/2013,48.58,0.010345633
20/12/2013,48.08,-0.007253166
19/12/2013,48.43,-0.000825593
18/12/2013,48.47,0.018952978
17/12/2013,47.56,-0.014610988
16/12/2013,48.26,0.008740951
13/12/2013,47.84,-0.006043574
12/12/2013,48.13,-0.007451908
11/12/2013,48.49,-0.011482595
10/12/2013,49.05,-0.010545626
09/12/2013,49.57,0.001817265
06/12/2013,49.48,0.011586673
05/12/2013,48.91,-0.009361078
04/12/2013,49.37,-0.004647881
03/12/2013,49.6,0.006878441
02/12/2013,49.26,-0.007281586
29/11/2013,49.62,-0.006228046
27/11/2013,49.93,-0.002400481
26/11/2013,50.05,0.00079952
25/11/2013,50.01,-0.004190368
22/11/2013,50.22,-0.003180917
21/11/2013,50.38,-0.000396904
20/11/2013,50.4,-0.007511401
19/11/2013,50.78,0.000393933
18/11/2013,50.76,0.008904778
15/11/2013,50.31,0.000795387
14/11/2013,50.27,0.005585492
13/11/2013,49.99,-0.003394911
12/11/2013,50.16,0.003995211
11/11/2013,49.96,-0.004792341
08/11/2013,50.2,0.000597788
07/11/2013,50.17,-0.008731947
06/11/2013,50.61,0.010128177
05/11/2013,50.1,-0.019372023
04/11/2013,51.08,0.011617734
01/11/2013,50.49,-0.00039604
31/10/2013,50.51,-0.000395883
30/10/2013,50.53,-0.011021564
29/10/2013,51.09,0.010230268
28/10/2013,50.57,-0.002764615
25/10/2013,50.71,0.005735208
24/10/2013,50.42,-0.007902056
23/10/2013,50.82,-0.006276992
22/10/2013,51.14,0.011010729
21/10/2013,50.58,0.011333256
18/10/2013,50.01,0.022445589
17/10/2013,48.9,0.034324743
16/10/2013,47.25,0.019878821
15/10/2013,46.32,-0.010523022
14/10/2013,46.81,-0.005963809
11/10/2013,47.09,0.004896231
10/10/2013,46.86,0.014184635
09/10/2013,46.2,0.003252035
08/10/2013,46.05,-0.026571094
07/10/2013,47.29,0.004025856
04/10/2013,47.1,0.001912656
03/10/2013,47.01,0.00469084
02/10/2013,46.79,-0.004265308
01/10/2013,46.99,0.006833253
30/09/2013,46.67,-0.007046042
27/09/2013,47,-0.014154668
26/09/2013,47.67,0.015219064
25/09/2013,46.95,-0.006792639
24/09/2013,47.27,-0.014908413
23/09/2013,47.98,0.004177116
20/09/2013,47.78,-0.01516282
19/09/2013,48.51,-0.004319661
18/09/2013,48.72,0.003083567
17/09/2013,48.57,0.005574496
16/09/2013,48.3,0.011243092
13/09/2013,47.76,0.008621649
12/09/2013,47.35,0.017684492
11/09/2013,46.52,0.001075385
10/09/2013,46.47,0.012123985
09/09/2013,45.91,-0.009322561
06/09/2013,46.34,-0.006453023
05/09/2013,46.64,-0.002997219
04/09/2013,46.78,0.016596997
03/09/2013,46.01,-0.029341435
30/08/2013,47.38,-0.009243763
29/08/2013,47.82,0.026702159
28/08/2013,46.56,-0.008341402
27/08/2013,46.95,0.000213015
26/08/2013,46.94,-0.014172633
23/08/2013,47.61,0.01246978
22/08/2013,47.02,-0.005302802
21/08/2013,47.27,-0.013448406
20/08/2013,47.91,0.00859454
19/08/2013,47.5,-0.004411308
16/08/2013,47.71,-0.017247181
15/08/2013,48.54,-0.007184676
14/08/2013,48.89,-0.00530397
13/08/2013,49.15,-0.010121544
12/08/2013,49.65,0.006668712
09/08/2013,49.32,-0.0060643
08/08/2013,49.62,-0.006228046
07/08/2013,49.93,-0.003199363
06/08/2013,50.09,-0.002392823
05/08/2013,50.21,-0.000796337
02/08/2013,50.25,0.004787562
01/08/2013,50.01,0.010654438
31/07/2013,49.48,-0.018819374
30/07/2013,50.42,-0.020999692
29/07/2013,51.49,0.009169901
26/07/2013,51.02,0.006094583
25/07/2013,50.71,0.006528859
24/07/2013,50.38,0.000397062
23/07/2013,50.36,0.001788731
22/07/2013,50.27,0.006385973
19/07/2013,49.95,-0.00040032
18/07/2013,49.97,-0.015291729
17/07/2013,50.74,0.00910717
16/07/2013,50.28,0.006384698
15/07/2013,49.96,-0.008966883
12/07/2013,50.41,-0.015745257
11/07/2013,51.21,0.013169724
10/07/2013,50.54,-0.008275909
09/07/2013,50.96,-0.004112412
08/07/2013,51.17,-0.002537329
05/07/2013,51.3,0.00566906
03/07/2013,51.01,0.007477406
02/07/2013,50.63,0.005347077
01/07/2013,50.36,0.000397219
28/06/2013,50.34,-0.013025643
27/06/2013,51,0.006688988
26/06/2013,50.66,0.004352133
25/06/2013,50.44,0.026518227
24/06/2013,49.12,-0.008110345
21/06/2013,49.52,0.01137299
20/06/2013,48.96,-0.022018868
19/06/2013,50.05,-0.029529705
18/06/2013,51.55,0.016429081
17/06/2013,50.71,-0.007074111
14/06/2013,51.07,0.008455463
13/06/2013,50.64,0.014720775
12/06/2013,49.9,-0.005595538
11/06/2013,50.18,-0.006950678
10/06/2013,50.53,0.005755697
07/06/2013,50.24,0.005388697
06/06/2013,49.97,0.033991265
05/06/2013,48.3,-0.011118089
04/06/2013,48.84,0.003692312
03/06/2013,48.66,0.003705996
31/05/2013,48.48,-0.012300278
30/05/2013,49.08,-0.009934192
29/05/2013,49.57,-0.024904166
28/05/2013,50.82,-0.011153623
24/05/2013,51.39,-0.009682492
23/05/2013,51.89,0.00812698
22/05/2013,51.47,-0.011589854
21/05/2013,52.07,-0.012785214
20/05/2013,52.74,-0.011499797
17/05/2013,53.35,0.002815581
16/05/2013,53.2,-0.007490672
15/05/2013,53.6,0.008054741
14/05/2013,53.17,0.01172923
13/05/2013,52.55,-0.006449188
10/05/2013,52.89,0.003409094
09/05/2013,52.71,-0.007560044
08/05/2013,53.11,0.003583895
07/05/2013,52.92,0.016576544
06/05/2013,52.05,-0.012031082
03/05/2013,52.68,0.002851442
02/05/2013,52.53,0.002477844
01/05/2013,52.4,-0.028409398
30/04/2013,53.91,0.008382279
29/04/2013,53.46,-0.003174902
26/04/2013,53.63,0.007674347
25/04/2013,53.22,0.027044116
24/04/2013,51.8,-0.009988558
23/04/2013,52.32,0.002487801
22/04/2013,52.19,-0.001148985
19/04/2013,52.25,0.025980523
18/04/2013,50.91,0.027278944
17/04/2013,49.54,-0.018400519
16/04/2013,50.46,-0.003560835
15/04/2013,50.64,-0.004334982
12/04/2013,50.86,0.006905424
11/04/2013,50.51,0.012952258
10/04/2013,49.86,0.010078698
09/04/2013,49.36,-0.001417148
08/04/2013,49.43,-0.002626529
05/04/2013,49.56,0.005259976
04/04/2013,49.3,0.006307885
03/04/2013,48.99,-0.010356474
02/04/2013,49.5,0.005672625
01/04/2013,49.22,0.001423198
28/03/2013,49.15,0.004281789
