Date,Close,STT
07/01/2014,75.24,0.00733679
06/01/2014,74.69,-0.000133878
03/01/2014,74.7,0.020831269
02/01/2014,73.16,-0.003138863
31/12/2013,73.39,0.00999666
30/12/2013,72.66,-0.004120319
27/12/2013,72.96,0.003157392
26/12/2013,72.73,0.006898482
24/12/2013,72.23,0.000276932
23/12/2013,72.21,0.009182034
20/12/2013,71.55,0.007294183
19/12/2013,71.03,-0.005615626
18/12/2013,71.43,0.02609707
17/12/2013,69.59,-0.006160037
16/12/2013,70.02,0.004150274
13/12/2013,69.73,-0.00686011
12/12/2013,70.21,-0.002276285
11/12/2013,70.37,-0.013830308
10/12/2013,71.35,-0.006565645
09/12/2013,71.82,0.008248911
06/12/2013,71.23,0.01513573
05/12/2013,70.16,-0.009504292
04/12/2013,70.83,-0.00941481
03/12/2013,71.5,-0.019254006
02/12/2013,72.89,0.003848802
29/11/2013,72.61,0.003725427
27/11/2013,72.34,-0.002898753
26/11/2013,72.55,0.006083248
25/11/2013,72.11,-0.008148654
22/11/2013,72.7,0.008981062
21/11/2013,72.05,0.013554319
20/11/2013,71.08,0.00253557
19/11/2013,70.9,-0.001268589
18/11/2013,70.99,0.004942466
15/11/2013,70.64,0.000283166
14/11/2013,70.62,-0.003674916
13/11/2013,70.88,0.013922657
12/11/2013,69.9,-0.026958093
11/11/2013,71.81,-0.00069604
08/11/2013,71.86,0.028369696
07/11/2013,69.85,-0.018861794
06/11/2013,71.18,0.005352879
05/11/2013,70.8,-0.001693481
04/11/2013,70.92,0.008069698
01/11/2013,70.35,0.003988041
31/10/2013,70.07,-0.002280828
30/10/2013,70.23,-0.000427077
29/10/2013,70.26,0.0242017
28/10/2013,68.58,-0.002330324
25/10/2013,68.74,0.011706309
24/10/2013,67.94,0.004425439
23/10/2013,67.64,0.001479509
22/10/2013,67.54,-0.033057251
21/10/2013,69.81,0.000573148
18/10/2013,69.77,0.003589637
17/10/2013,69.52,0.014342875
16/10/2013,68.53,0.022131325
15/10/2013,67.03,-0.003574092
14/10/2013,67.27,0.00074355
11/10/2013,67.22,0.001637758
10/10/2013,67.11,0.03533615
09/10/2013,64.78,0.001081165
08/10/2013,64.71,-0.01898113
07/10/2013,65.95,-0.007101337
04/10/2013,66.42,0.010138545
03/10/2013,65.75,-0.002885567
02/10/2013,65.94,-0.011459715
01/10/2013,66.7,0.014345282
30/09/2013,65.75,-0.006971838
27/09/2013,66.21,-0.011413249
26/09/2013,66.97,0.003590131
25/09/2013,66.73,0.003603067
24/09/2013,66.49,-0.001502856
23/09/2013,66.59,-0.015645108
20/09/2013,67.64,-0.014530233
19/09/2013,68.63,-0.005811436
18/09/2013,69.03,-0.001013538
17/09/2013,69.1,0.003915034
16/09/2013,68.83,0.011396967
13/09/2013,68.05,0.003680534
12/09/2013,67.8,-0.007201148
11/09/2013,68.29,-0.005257789
10/09/2013,68.65,0.007897087
09/09/2013,68.11,0.007072374
06/09/2013,67.63,-0.010004497
05/09/2013,68.31,0.000732225
04/09/2013,68.26,0.010307852
03/09/2013,67.56,0.012511334
30/08/2013,66.72,-0.007168489
29/08/2013,67.2,0.006119879
28/08/2013,66.79,-0.001197067
27/08/2013,66.87,-0.038864045
26/08/2013,69.52,-0.002155328
23/08/2013,69.67,-0.000860832
22/08/2013,69.73,0.02203946
21/08/2013,68.21,-0.000732762
20/08/2013,68.26,0.012382234
19/08/2013,67.42,-0.006357676
16/08/2013,67.85,0.000737191
15/08/2013,67.8,-0.021305344
14/08/2013,69.26,0.000433244
13/08/2013,69.23,0.009870889
12/08/2013,68.55,-0.011170059
09/08/2013,69.32,-0.002737162
08/08/2013,69.51,0.002448687
07/08/2013,69.34,-0.018716169
06/08/2013,70.65,0.004255326
05/08/2013,70.35,-0.003122341
02/08/2013,70.57,-0.001840448
01/08/2013,70.7,0.014675764
31/07/2013,69.67,0.014894354
30/07/2013,68.64,0.00160385
29/07/2013,68.53,-0.006109999
26/07/2013,68.95,-0.005784543
25/07/2013,69.35,-0.004603662
24/07/2013,69.67,-0.021723009
23/07/2013,71.2,0.016711903
22/07/2013,70.02,0.010624651
19/07/2013,69.28,-0.01176653
18/07/2013,70.1,0.010035927
17/07/2013,69.4,0.010283239
16/07/2013,68.69,-0.008119517
15/07/2013,69.25,0.004341541
12/07/2013,68.95,0.006547859
11/07/2013,68.5,-0.001167202
10/07/2013,68.58,-0.003638749
09/07/2013,68.83,0.01493002
08/07/2013,67.81,0.000737626
05/07/2013,67.76,0.029200248
03/07/2013,65.81,-0.0009113
02/07/2013,65.87,0.001671352
01/07/2013,65.76,0.008398919
28/06/2013,65.21,-0.005200379
27/06/2013,65.55,0.008579798
26/06/2013,64.99,0.002310715
25/06/2013,64.84,0.011634351
24/06/2013,64.09,-0.013329398
21/06/2013,64.95,-0.01558235
20/06/2013,65.97,-0.010704965
19/06/2013,66.68,-0.009552311
18/06/2013,67.32,0.007006066
17/06/2013,66.85,0.011887884
14/06/2013,66.06,-0.005284228
13/06/2013,66.41,0.022845953
12/06/2013,64.91,-0.018469578
11/06/2013,66.12,-0.018580097
10/06/2013,67.36,-0.001186944
07/06/2013,67.44,0.028730261
06/06/2013,65.53,0.009968643
05/06/2013,64.88,-0.019385481
04/06/2013,66.15,-0.002415825
03/06/2013,66.31,0.001962413
31/05/2013,66.18,-0.015146124
30/05/2013,67.19,0.005073123
29/05/2013,66.85,-0.004477619
28/05/2013,67.15,0.04041875
24/05/2013,64.49,-0.001704238
23/05/2013,64.6,-0.008631373
22/05/2013,65.16,0.001074856
21/05/2013,65.09,-0.001535155
20/05/2013,65.19,0.000460299
17/05/2013,65.16,0.020935866
16/05/2013,63.81,0.003139227
15/05/2013,63.61,0.000314465
14/05/2013,63.59,0.030658636
13/05/2013,61.67,0.021968097
10/05/2013,60.33,0.001824969
09/05/2013,60.22,-0.005630086
08/05/2013,60.56,0.014637653
07/05/2013,59.68,0.002516569
06/05/2013,59.53,0.001344764
03/05/2013,59.45,0.031613055
02/05/2013,57.6,0.002259495
01/05/2013,57.47,-0.01725073
30/04/2013,58.47,0.005487923
29/04/2013,58.15,0.004999579
26/04/2013,57.86,-0.007575794
25/04/2013,58.3,0.000514712
24/04/2013,58.27,0.00017163
23/04/2013,58.26,0.017488109
22/04/2013,57.25,0.005605199
19/04/2013,56.93,0.007404829
18/04/2013,56.51,-0.013708475
17/04/2013,57.29,-0.017647517
16/04/2013,58.31,0.011209913
15/04/2013,57.66,-0.035605499
12/04/2013,59.75,-0.012143541
11/04/2013,60.48,0.00896867
10/04/2013,59.94,0.024659246
09/04/2013,58.48,0.008931698
08/04/2013,57.96,0.006751519
05/04/2013,57.57,0.006972313
04/04/2013,57.17,0.004558213
03/04/2013,56.91,-0.031138997
02/04/2013,58.71,0.008209384
01/04/2013,58.23,-0.01466102
28/03/2013,59.09,-0.005400857
27/03/2013,59.41,-0.005873978
26/03/2013,59.76,0.007390024
25/03/2013,59.32,-0.007557346
22/03/2013,59.77,0.012966419
21/03/2013,59,-0.025601666
20/03/2013,60.53,0.021204568
19/03/2013,59.26,-0.000843384
18/03/2013,59.31,-0.012066511
15/03/2013,60.03,0.001333556
14/03/2013,59.95,0.00233801
13/03/2013,59.81,0.011434461
12/03/2013,59.13,-0.00421906
11/03/2013,59.38,0.003035927
08/03/2013,59.2,0.009163478
07/03/2013,58.66,0
06/03/2013,58.66,0.019973116
05/03/2013,57.5,0.006980831
04/03/2013,57.1,0.013931977
01/03/2013,56.31,-0.004960152
28/02/2013,56.59,-0.006692522
27/02/2013,56.97,0.001229472
26/02/2013,56.9,0.012378584
25/02/2013,56.2,-0.017462301
22/02/2013,57.19,0.019421514
21/02/2013,56.09,-0.011345628
20/02/2013,56.73,-0.014177187
19/02/2013,57.54,0.005227403
15/02/2013,57.24,0.000699056
14/02/2013,57.2,0.002275314
13/02/2013,57.07,0.002456142
12/02/2013,56.93,0.005813458
11/02/2013,56.6,0.000883783
08/02/2013,56.55,0.00567478
07/02/2013,56.23,-0.002664063
06/02/2013,56.38,0.003731679
05/02/2013,56.17,0.004103119
04/02/2013,55.94,-0.007479999
01/02/2013,56.36,0.012677609
31/01/2013,55.65,-0.00484002
30/01/2013,55.92,-0.002143624
29/01/2013,56.04,-0.006226116
28/01/2013,56.39,-0.001063453
25/01/2013,56.45,0.016611974
24/01/2013,55.52,0.003428059
23/01/2013,55.33,0.001446917
22/01/2013,55.25,0.034806939
18/01/2013,53.36,0.057467131
17/01/2013,50.38,0.010575775
16/01/2013,49.85,-0.018877858
15/01/2013,50.8,-0.004125337
14/01/2013,51.01,0.008465451
11/01/2013,50.58,0.006545694
10/01/2013,50.25,0.014835878
09/01/2013,49.51,0.008111989
08/01/2013,49.11,-0.006697133
07/01/2013,49.44,0.001011839
04/01/2013,49.39,0.027297744
03/01/2013,48.06,-0.005395323
02/01/2013,48.32,0.027485209
31/12/2012,47.01,0.020632582
28/12/2012,46.05,-0.005846071
27/12/2012,46.32,-0.00323311
26/12/2012,46.47,0.001938611
24/12/2012,46.38,-0.000646621
21/12/2012,46.41,-0.00301205
20/12/2012,46.55,0.001074691
19/12/2012,46.5,-0.010056787
18/12/2012,46.97,0.011563298
17/12/2012,46.43,0.021332981
14/12/2012,45.45,0.002202644
13/12/2012,45.35,-0.001322169
12/12/2012,45.41,0.001322169
11/12/2012,45.35,0.00908191
10/12/2012,44.94,-0.004662013
07/12/2012,45.15,0.012929293
06/12/2012,44.57,-0.001345292
05/12/2012,44.63,0.005166809
04/12/2012,44.4,-0.006957721
03/12/2012,44.71,0.006057225
30/11/2012,44.44,-0.003593894
29/11/2012,44.6,-0.001344387
28/11/2012,44.66,0.002690585
27/11/2012,44.54,-0.008050133
26/11/2012,44.9,-0.01940952
23/11/2012,45.78,0.008335209
21/11/2012,45.4,0.002425847
20/11/2012,45.29,0
19/11/2012,45.29,0.02413525
16/11/2012,44.21,0.001584607
15/11/2012,44.14,0.003631416
14/11/2012,43.98,-0.006798123
13/11/2012,44.28,-0.002481111
12/11/2012,44.39,0.001803834
09/11/2012,44.31,-0.001578532
08/11/2012,44.38,-0.007631911
07/11/2012,44.72,-0.035368871
06/11/2012,46.33,0.008671201
05/11/2012,45.93,0.026697669
02/11/2012,44.72,-0.007352155
01/11/2012,45.05,0.010711997
31/10/2012,44.57,0.004272069
26/10/2012,44.38,-0.006960845
25/10/2012,44.69,0.009668428
24/10/2012,44.26,0.007711537
23/10/2012,43.92,-0.017827393
22/10/2012,44.71,0.001118944
19/10/2012,44.66,-0.006027477
18/10/2012,44.93,0.00535596
17/10/2012,44.69,0.026299407
16/10/2012,43.53,0.045831073
15/10/2012,41.58,0.00482161
12/10/2012,41.38,-0.015348023
11/10/2012,42.02,0.013416588
10/10/2012,41.46,-0.000723327
09/10/2012,41.49,-0.011025999
08/10/2012,41.95,-0.000953062
05/10/2012,41.99,-0.007119157
04/10/2012,42.29,0.008310626
03/10/2012,41.94,-0.003332543
02/10/2012,42.08,0.000237671
01/10/2012,42.07,0.002618114
28/09/2012,41.96,-0.001904762
27/09/2012,42.04,0.007880638
26/09/2012,41.71,-0.015463613
25/09/2012,42.36,-0.024024479
24/09/2012,43.39,-0.007347909
21/09/2012,43.71,0.006426462
20/09/2012,43.43,-0.000460405
19/09/2012,43.45,-0.005508391
18/09/2012,43.69,-0.005022842
17/09/2012,43.91,-0.000227713
14/09/2012,43.92,-0.003863202
13/09/2012,44.09,0.020855574
12/09/2012,43.18,0.001854428
11/09/2012,43.1,0.004651171
10/09/2012,42.9,-0.00232829
07/09/2012,43,0.003261126
06/09/2012,42.86,0.021460557
05/09/2012,41.95,0.005497803
04/09/2012,41.72,0.002880463
31/08/2012,41.6,0.010147466
30/08/2012,41.18,-0.001213445
29/08/2012,41.23,0.003158025
28/08/2012,41.1,0
27/08/2012,41.1,-0.008238476
24/08/2012,41.44,0.005323022
23/08/2012,41.22,-0.011097822
22/08/2012,41.68,-0.004070399
21/08/2012,41.85,-0.001432665
20/08/2012,41.91,0
17/08/2012,41.91,0.008145709
16/08/2012,41.57,0.005306332
15/08/2012,41.35,0.003148846
14/08/2012,41.22,-0.013733501
13/08/2012,41.79,-0.00143472
10/08/2012,41.85,0.000956252
09/08/2012,41.81,0.010337873
08/08/2012,41.38,0.001693071
07/08/2012,41.31,0.020049571
06/08/2012,40.49,-0.005173062
03/08/2012,40.7,0.028409586
02/08/2012,39.56,-0.017043019
01/08/2012,40.24,-0.003473087
31/07/2012,40.38,0.004965253
30/07/2012,40.18,-0.004717575
27/07/2012,40.37,0.016987668
26/07/2012,39.69,0.013188119
25/07/2012,39.17,-0.006362154
24/07/2012,39.42,-0.007581537
23/07/2012,39.72,-0.009022618
20/07/2012,40.08,-0.035779362
19/07/2012,41.54,-0.001683705
18/07/2012,41.61,0.006751894
17/07/2012,41.33,-0.065777772
16/07/2012,44.14,0.000679887
13/07/2012,44.11,0.030148412
12/07/2012,42.8,-0.009302393
11/07/2012,43.2,0.00046307
10/07/2012,43.18,-0.011283942
09/07/2012,43.67,-0.008436944
06/07/2012,44.04,-0.017109828
05/07/2012,44.8,-0.002452348
03/07/2012,44.91,0.004239658
02/07/2012,44.72,0.001790511
29/06/2012,44.64,0.033484509
28/06/2012,43.17,0.004178279
27/06/2012,42.99,0.011463455
26/06/2012,42.5,0
25/06/2012,42.5,-0.032638009
22/06/2012,43.91,0.017691444
21/06/2012,43.14,-0.017463679
20/06/2012,43.9,-0.011775498
19/06/2012,44.42,0.018403337
18/06/2012,43.61,-0.005488237
15/06/2012,43.85,0.012622084
14/06/2012,43.3,-0.000461787
13/06/2012,43.32,-0.002305742
12/06/2012,43.42,0.014615734
11/06/2012,42.79,0.014832526
08/06/2012,42.16,0.007380107
07/06/2012,41.85,0.017597176
06/06/2012,41.12,0.031121306
05/06/2012,39.86,0.008566442
04/06/2012,39.52,-0.009068072
01/06/2012,39.88,-0.032806
31/05/2012,41.21,-0.010140116
30/05/2012,41.63,-0.022328719
29/05/2012,42.57,0.018732024
25/05/2012,41.78,0.001197462
24/05/2012,41.73,-0.004065532
23/05/2012,41.9,0.011039229
22/05/2012,41.44,-0.004814646
21/05/2012,41.64,0.013053122
18/05/2012,41.1,-0.009685306
17/05/2012,41.5,-0.007202912
16/05/2012,41.8,-0.023174364
15/05/2012,42.78,0.00797939
14/05/2012,42.44,-0.026277526
11/05/2012,43.57,-0.00754548
10/05/2012,43.9,0.005481969
09/05/2012,43.66,-0.024435605
08/05/2012,44.74,-0.011776605
07/05/2012,45.27,0.001768738
04/05/2012,45.19,-0.019286156
03/05/2012,46.07,-0.001951643
02/05/2012,46.16,-0.008413382
01/05/2012,46.55,0.007114399
30/04/2012,46.22,-0.002161228
27/04/2012,46.32,-0.000863185
26/04/2012,46.36,0.00888317
25/04/2012,45.95,0.016014382
24/04/2012,45.22,0.01447848
23/04/2012,44.57,-0.01226462
20/04/2012,45.12,0.001996673
19/04/2012,45.03,0.002000668
18/04/2012,44.94,0.008716113
17/04/2012,44.55,0.019721822
16/04/2012,43.68,0.011281344
13/04/2012,43.19,-0.022663211
12/04/2012,44.18,0.019657776
11/04/2012,43.32,0.007414306
10/04/2012,43,-0.018890218
09/04/2012,43.82,-0.016746261
05/04/2012,44.56,-0.000897263
04/04/2012,44.6,-0.028731258
03/04/2012,45.9,0.000435825
02/04/2012,45.88,0.008316966
30/03/2012,45.5,0.009717391
29/03/2012,45.06,-0.009057833
28/03/2012,45.47,-0.000439754
27/03/2012,45.49,-0.017433433
26/03/2012,46.29,0.01436056
23/03/2012,45.63,0.013680708
22/03/2012,45.01,-0.011486762
21/03/2012,45.53,-0.008093668
20/03/2012,45.9,-0.001306336
19/03/2012,45.96,0.004361106
16/03/2012,45.76,-0.001746725
15/03/2012,45.84,0.021164811
14/03/2012,44.88,0.022761546
13/03/2012,43.87,0.051209318
12/03/2012,41.68,-0.010026343
09/03/2012,42.1,0.008108797
08/03/2012,41.76,0.008175088
07/03/2012,41.42,0.012144915
06/03/2012,40.92,-0.020320002
05/03/2012,41.76,-0.005254371
02/03/2012,41.98,-0.010426635
01/03/2012,42.42,0.00448908
29/02/2012,42.23,0.004985174
28/02/2012,42.02,0.013416588
27/02/2012,41.46,0.022686666
24/02/2012,40.53,-0.008109149
23/02/2012,40.86,0.030817548
22/02/2012,39.62,-0.009795382
21/02/2012,40.01,-0.005980581
17/02/2012,40.25,-0.002729192
16/02/2012,40.36,0.021032323
15/02/2012,39.52,0.001519372
14/02/2012,39.46,-0.019325485
13/02/2012,40.23,-0.010631822
10/02/2012,40.66,-0.010763313
09/02/2012,41.1,-0.017127424
08/02/2012,41.81,0.004074302
07/02/2012,41.64,-0.004552542
06/02/2012,41.83,-0.017535994
03/02/2012,42.57,0.038065637
02/02/2012,40.98,0.019217147
01/02/2012,40.2,0.025700583
31/01/2012,39.18,0.008973269
30/01/2012,38.83,-0.005905782
27/01/2012,39.06,0.007194276
26/01/2012,38.78,-0.028722269
25/01/2012,39.91,-0.034477682
24/01/2012,41.31,-0.011552475
23/01/2012,41.79,0.006963649
20/01/2012,41.5,0.010659016
19/01/2012,41.06,0.027405739
18/01/2012,39.95,-0.067740523
17/01/2012,42.75,-0.004434597
13/01/2012,42.94,-0.015482689
12/01/2012,43.61,0.012924251
11/01/2012,43.05,-0.002783579
10/01/2012,43.17,0.032967431
09/01/2012,41.77,0.000239435
06/01/2012,41.76,0
05/01/2012,41.76,0.011076444
04/01/2012,41.3,-0.012512194
03/01/2012,41.82,0.036775117
30/12/2011,40.31,-0.011592188
29/12/2011,40.78,0.011840296
28/12/2011,40.3,-0.021601233
27/12/2011,41.18,-0.005086604
23/12/2011,41.39,0.007274523
22/12/2011,41.09,0.011504227
21/12/2011,40.62,0.003452531
20/12/2011,40.48,0.036477444
19/12/2011,39.03,-0.025548373
16/12/2011,40.04,0.023500766
15/12/2011,39.11,-0.003063571
14/12/2011,39.23,-0.008123934
13/12/2011,39.55,-0.01306223
12/12/2011,40.07,-0.021235366
09/12/2011,40.93,0.027745153
08/12/2011,39.81,-0.037712417
07/12/2011,41.34,0.026223779
06/12/2011,40.27,0.002486326
05/12/2011,40.17,0.004741119
02/12/2011,39.98,0.019192508
01/12/2011,39.22,-0.010904127
30/11/2011,39.65,0.078950408
29/11/2011,36.64,-0.007341977
28/11/2011,36.91,0.018319036
25/11/2011,36.24,-0.002480365
23/11/2011,36.33,-0.025008099
22/11/2011,37.25,0.001612037
21/11/2011,37.19,-0.034618333
18/11/2011,38.5,-0.001038422
17/11/2011,38.54,-0.035431258
16/11/2011,39.93,-0.026444146
15/11/2011,41,0.002442004
14/11/2011,40.9,-0.008278596
11/11/2011,41.24,0.027782979
10/11/2011,40.11,0.01684515
09/11/2011,39.44,-0.056679372
08/11/2011,41.74,0.027691835
07/11/2011,40.6,0.015138644
04/11/2011,39.99,-0.009457512
03/11/2011,40.37,0.003473949
02/11/2011,40.23,0.037224199
01/11/2011,38.76,-0.041193443
31/10/2011,40.39,-0.039325456
28/10/2011,42.01,0.00286055
27/10/2011,41.89,0.075081691
26/10/2011,38.86,0.002834688
25/10/2011,38.75,-0.016635061
24/10/2011,39.4,0.015861166
21/10/2011,38.78,0.015592832
20/10/2011,38.18,0.033829301
19/10/2011,36.91,-0.015591714
18/10/2011,37.49,0.101544564
17/10/2011,33.87,-0.000885348
14/10/2011,33.9,0.02026291
13/10/2011,33.22,-0.017308698
12/10/2011,33.8,0.02092752
11/10/2011,33.1,-0.0039198
10/10/2011,33.23,0.050612468
07/10/2011,31.59,-0.032084982
06/10/2011,32.62,0.004609011
05/10/2011,32.47,0.012707439
04/10/2011,32.06,0.05382465
03/10/2011,30.38,-0.056938947
30/09/2011,32.16,-0.027903083
29/09/2011,33.07,0.026039149
28/09/2011,32.22,-0.037763318
27/09/2011,33.46,0.037763318
26/09/2011,32.22,0.040537533
23/09/2011,30.94,-0.00900907
22/09/2011,31.22,-0.008293508
21/09/2011,31.48,-0.037104802
20/09/2011,32.67,-0.003666365
19/09/2011,32.79,-0.048804686
16/09/2011,34.43,-0.000870954
15/09/2011,34.46,0.036647127
14/09/2011,33.22,0.013943845
13/09/2011,32.76,0.011049836
12/09/2011,32.4,0.010861239
09/09/2011,32.05,-0.038260214
08/09/2011,33.3,-0.026668247
07/09/2011,34.2,0.048527041
06/09/2011,32.58,-0.022759289
02/09/2011,33.33,-0.043159494
01/09/2011,34.8,-0.020478531
31/08/2011,35.52,0.011894788
30/08/2011,35.1,-0.006531331
29/08/2011,35.33,0.037196158
26/08/2011,34.04,0.0133079
25/08/2011,33.59,-0.014482298
24/08/2011,34.08,0.030084175
23/08/2011,33.07,0.040104079
22/08/2011,31.77,-0.004396992
19/08/2011,31.91,-0.023537785
18/08/2011,32.67,-0.063447476
17/08/2011,34.81,0.006340079
16/08/2011,34.59,-0.007488514
15/08/2011,34.85,0.004889985
12/08/2011,34.68,-0.02562053
11/08/2011,35.58,0.068029712
10/08/2011,33.24,-0.070275642
09/08/2011,35.66,0.02326346
08/08/2011,34.84,-0.106106506
05/08/2011,38.74,0.003879482
04/08/2011,38.59,-0.057158414
03/08/2011,40.86,0.007862448
02/08/2011,40.54,-0.020266839
01/08/2011,41.37,-0.002414294
29/07/2011,41.47,-0.006968669
28/07/2011,41.76,0.003598421
27/07/2011,41.61,-0.019279426
26/07/2011,42.42,-0.004938282
25/07/2011,42.63,0.000234604
22/07/2011,42.62,-0.019057049
21/07/2011,43.44,0.019526422
20/07/2011,42.6,0.013708558
19/07/2011,42.02,-0.021890953
18/07/2011,42.95,-0.020281866
15/07/2011,43.83,-0.008406275
14/07/2011,44.2,-0.009905529
13/07/2011,44.64,0.003815514
12/07/2011,44.47,-0.002470523
11/07/2011,44.58,-0.038720191
08/07/2011,46.34,-0.01073202
07/07/2011,46.84,0.017009776
06/07/2011,46.05,0.020180549
05/07/2011,45.13,-0.018006635
01/07/2011,45.95,0.018893356
30/06/2011,45.09,-0.001551247
29/06/2011,45.16,0.025794858
28/06/2011,44.01,-0.004760295
27/06/2011,44.22,0.02079362
24/06/2011,43.31,-0.018756268
23/06/2011,44.13,0.002041511
22/06/2011,44.04,-0.00430498
21/06/2011,44.23,0.018713463
20/06/2011,43.41,0
17/06/2011,43.41,0.006007412
16/06/2011,43.15,0.01118632
15/06/2011,42.67,-0.033417097
14/06/2011,44.12,0.025945664
13/06/2011,42.99,0.006534446
10/06/2011,42.71,-0.015565421
09/06/2011,43.38,0.028763821
08/06/2011,42.15,-0.012027029
07/06/2011,42.66,-0.008868203
06/06/2011,43.04,-0.010631022
03/06/2011,43.5,-0.011201397
02/06/2011,43.99,0.010052632
01/06/2011,43.55,-0.049719151
31/05/2011,45.77,0.012753031
27/05/2011,45.19,-0.003313822
26/05/2011,45.34,0.003535134
25/05/2011,45.18,0.004881305
24/05/2011,44.96,-0.015230401
23/05/2011,45.65,-0.025733932
20/05/2011,46.84,-0.013360394
19/05/2011,47.47,0.00824965
18/05/2011,47.08,0.014333329
17/05/2011,46.41,0.013449227
16/05/2011,45.79,0.005255103
13/05/2011,45.55,-0.021071704
12/05/2011,46.52,-0.007708818
11/05/2011,46.88,-0.004257137
10/05/2011,47.08,0.012611047
09/05/2011,46.49,-0.001289768
06/05/2011,46.55,0.014497711
05/05/2011,45.88,-0.010623406
04/05/2011,46.37,-0.007091466
03/05/2011,46.7,-0.004060268
02/05/2011,46.89,0.007277429
29/04/2011,46.55,0.000644676
28/04/2011,46.52,-0.000859476
27/04/2011,46.56,-0.008980176
26/04/2011,46.98,0.021950526
25/04/2011,45.96,-0.00780238
21/04/2011,46.32,0.006497749
20/04/2011,46.02,0.007196629
19/04/2011,45.69,0.02257732
18/04/2011,44.67,-0.01643021
15/04/2011,45.41,0.005742065
14/04/2011,45.15,-0.009478744
13/04/2011,45.58,-0.012644598
12/04/2011,46.16,-0.000649702
11/04/2011,46.19,0.00281843
08/04/2011,46.06,-0.006707804
07/04/2011,46.37,0
06/04/2011,46.37,0.012586972
05/04/2011,45.79,0.003281202
04/04/2011,45.64,0.003731757
01/04/2011,45.47,0.011724501
31/03/2011,44.94,-0.00288857
30/03/2011,45.07,0.021983837
29/03/2011,44.09,0.007969984
28/03/2011,43.74,-0.006835297
25/03/2011,44.04,-0.000907853
24/03/2011,44.08,0.007057514
23/03/2011,43.77,0.003203664
22/03/2011,43.63,-0.00662481
21/03/2011,43.92,-0.010193768
18/03/2011,44.37,0.022104124
17/03/2011,43.4,0.009957243
16/03/2011,42.97,0.005600948
15/03/2011,42.73,-0.014866708
14/03/2011,43.37,0.000691962
11/03/2011,43.34,-0.001153004
10/03/2011,43.39,-0.025709527
09/03/2011,44.52,-0.001571092
08/03/2011,44.59,0.016962976
07/03/2011,43.84,0.000684541
04/03/2011,43.81,-0.0079573
03/03/2011,44.16,0.002948182
02/03/2011,44.03,-0.007241489
01/03/2011,44.35,-0.00830812
28/02/2011,44.72,-0.001787311
25/02/2011,44.8,0.011900893
24/02/2011,44.27,0.000903955
23/02/2011,44.23,-0.006535235
22/02/2011,44.52,-0.035308169
18/02/2011,46.12,0.001736112
17/02/2011,46.04,-0.003469214
16/02/2011,46.2,0.0108815
15/02/2011,45.7,-0.019287628
14/02/2011,46.59,-0.008336053
11/02/2011,46.98,-0.016885163
10/02/2011,47.78,0.013273133
09/02/2011,47.15,-0.003387681
08/02/2011,47.31,-0.000211349
07/02/2011,47.32,0.020280341
04/02/2011,46.37,-0.003659459
03/02/2011,46.54,-0.015563687
02/02/2011,47.27,-0.008006785
01/02/2011,47.65,0.019710292
31/01/2011,46.72,0.006657385
28/01/2011,46.41,-0.024897552
27/01/2011,47.58,0.003579328
