Date,Close,GPC
21/12/2012,64.11,-0.008697057
20/12/2012,64.67,0.010414332
19/12/2012,64,0.005326662
18/12/2012,63.66,0.005355187
17/12/2012,63.32,0.012874691
14/12/2012,62.51,-0.007808182
13/12/2012,63,-0.002378122
12/12/2012,63.15,-0.005212047
11/12/2012,63.48,-0.002674429
10/12/2012,63.65,-0.006264703
07/12/2012,64.05,0.000937207
06/12/2012,63.99,-0.00374357
05/12/2012,64.23,-0.006363023
04/12/2012,64.64,-0.000154691
03/12/2012,64.65,-0.006782822
30/11/2012,65.09,0.010812586
29/11/2012,64.39,0.008578388
28/11/2012,63.84,0.017221375
27/11/2012,62.75,-0.000318674
26/11/2012,62.77,-0.002704639
23/11/2012,62.94,0.011023356
21/11/2012,62.25,0.006446437
20/11/2012,61.85,0.008442979
19/11/2012,61.33,0.016273886
16/11/2012,60.34,-0.00115942
15/11/2012,60.41,0.00115942
14/11/2012,60.34,-0.008580911
13/11/2012,60.86,-0.008182013
12/11/2012,61.36,-0.00682153
09/11/2012,61.78,0.000323782
08/11/2012,61.76,-0.017654126
07/11/2012,62.86,-0.01672227
06/11/2012,63.92,0.012594625
05/11/2012,63.12,0.004764182
02/11/2012,62.82,-0.012339976
01/11/2012,63.6,0.016167732
31/10/2012,62.58,0.021645167
26/10/2012,61.24,0.005895857
25/10/2012,60.88,0.004774851
24/10/2012,60.59,-0.014256694
23/10/2012,61.46,0.008496783
22/10/2012,60.94,-0.009960079
19/10/2012,61.55,-0.005185557
18/10/2012,61.87,-0.003066249
17/10/2012,62.06,0.001451262
16/10/2012,61.97,0.00989224
15/10/2012,61.36,0.00114146
12/10/2012,61.29,-0.000815461
11/10/2012,61.34,0.000326105
10/10/2012,61.32,-0.00844435
09/10/2012,61.84,-0.009335333
08/10/2012,62.42,-0.002400193
05/10/2012,62.57,0.000159834
04/10/2012,62.56,0.025252232
03/10/2012,61,0.000163948
02/10/2012,60.99,0.002955667
01/10/2012,60.81,-0.003611297
28/09/2012,61.03,0.00065563
27/09/2012,60.99,-0.007839335
26/09/2012,61.47,-0.006647775
25/09/2012,61.88,-0.007406249
24/09/2012,62.34,0.003535276
21/09/2012,62.12,-0.006578443
20/09/2012,62.53,0.003043167
19/09/2012,62.34,0.006760045
18/09/2012,61.92,-0.002741716
17/09/2012,62.09,-0.017086244
14/09/2012,63.16,0.002377745
13/09/2012,63.01,0.008126887
12/09/2012,62.5,0.004168677
11/09/2012,62.24,-0.002407126
10/09/2012,62.39,0.002407126
07/09/2012,62.24,-0.002086511
06/09/2012,62.37,0.020572524
05/09/2012,61.1,-0.014299886
04/09/2012,61.98,-0.018859437
31/08/2012,63.16,-0.002372105
30/08/2012,63.31,0.004591158
29/08/2012,63.02,-0.007745237
28/08/2012,63.51,0.001891254
27/08/2012,63.39,-0.005035416
24/08/2012,63.71,0.000628042
23/08/2012,63.67,-0.002509805
22/08/2012,63.83,-0.004533028
21/08/2012,64.12,-0.005288549
20/08/2012,64.46,-0.006648652
17/08/2012,64.89,0.013497994
16/08/2012,64.02,0.00894334
15/08/2012,63.45,0.001419447
14/08/2012,63.36,-0.011143488
13/08/2012,64.07,-0.000936038
10/08/2012,64.13,-0.001713796
09/08/2012,64.24,-0.008216464
08/08/2012,64.77,0.00077226
07/08/2012,64.72,0.007599881
06/08/2012,64.23,-0.009298068
03/08/2012,64.83,0.023567224
02/08/2012,63.32,0.001264223
01/08/2012,63.24,-0.012414711
31/07/2012,64.03,-0.004829798
30/07/2012,64.34,-0.003723244
27/07/2012,64.58,0.01560581
26/07/2012,63.58,0.013299753
25/07/2012,62.74,-0.001910829
24/07/2012,62.86,-0.006817307
23/07/2012,63.29,-0.008809244
20/07/2012,63.85,-0.008111104
19/07/2012,64.37,0.023896751
18/07/2012,62.85,0.01992674
17/07/2012,61.61,0.007494333
16/07/2012,61.15,-0.002286835
13/07/2012,61.29,0.02863249
12/07/2012,59.56,0.001848585
11/07/2012,59.45,0.002357697
10/07/2012,59.31,-0.019204064
09/07/2012,60.46,-0.008399951
06/07/2012,60.97,-0.00849262
05/07/2012,61.49,0.015074839
03/07/2012,60.57,0.006625832
02/07/2012,60.17,-0.001328683
29/06/2012,60.25,0.010008424
28/06/2012,59.65,0.018954705
27/06/2012,58.53,-0.027301999
26/06/2012,60.15,-0.003485191
25/06/2012,60.36,-0.021308789
22/06/2012,61.66,0.010597637
21/06/2012,61.01,-0.023488567
20/06/2012,62.46,-0.001439885
19/06/2012,62.55,0.011415833
18/06/2012,61.84,0.006326568
15/06/2012,61.45,0.010963049
14/06/2012,60.78,0.00032911
13/06/2012,60.76,-0.011780241
12/06/2012,61.48,0.010464451
11/06/2012,60.84,-0.012414403
08/06/2012,61.6,0.013894788
07/06/2012,60.75,-0.001809062
06/06/2012,60.86,0.011568465
05/06/2012,60.16,-0.016158637
04/06/2012,61.14,0.000981836
01/06/2012,61.08,-0.030950246
31/05/2012,63,0.00700863
30/05/2012,62.56,-0.011917198
29/05/2012,63.31,0.022361577
25/05/2012,61.91,-0.000807298
24/05/2012,61.96,-0.005632911
23/05/2012,62.31,0.006117212
22/05/2012,61.93,0.00664239
21/05/2012,61.52,0.022354646
18/05/2012,60.16,-0.010746569
17/05/2012,60.81,-0.046587287
16/05/2012,63.71,0.006140301
15/05/2012,63.32,-0.006924799
14/05/2012,63.76,-0.014635167
11/05/2012,64.7,0.000309167
10/05/2012,64.68,0.002166848
09/05/2012,64.54,-0.009100086
08/05/2012,65.13,-0.002453613
07/05/2012,65.29,0.004605473
04/05/2012,64.99,-0.011778339
03/05/2012,65.76,-0.009384056
02/05/2012,66.38,0.009536135
01/05/2012,65.75,0.014862757
30/04/2012,64.78,-0.013949793
27/04/2012,65.69,0.016422747
26/04/2012,64.62,0.012614043
25/04/2012,63.81,0.016432666
24/04/2012,62.77,0.00047805
23/04/2012,62.74,-0.016283658
20/04/2012,63.77,0.005030666
19/04/2012,63.45,-0.017187923
18/04/2012,64.55,0.004191576
17/04/2012,64.28,0.013626963
16/04/2012,63.41,0.007439686
13/04/2012,62.94,-0.000635324
12/04/2012,62.98,0.017297036
11/04/2012,61.9,0.026353927
10/04/2012,60.29,-0.029579736
09/04/2012,62.1,-0.020086759
05/04/2012,63.36,0.008400081
04/04/2012,62.83,-0.009346603
03/04/2012,63.42,0.002209946
02/04/2012,63.28,0.008410745
30/03/2012,62.75,0.004152034
29/03/2012,62.49,-0.006221604
28/03/2012,62.88,0.005741643
27/03/2012,62.52,0.005131506
26/03/2012,62.2,0.011968443
23/03/2012,61.46,-0.009553955
22/03/2012,62.05,-0.013287636
21/03/2012,62.88,-0.001112612
20/03/2012,62.95,-0.002221518
19/03/2012,63.09,0.002221518
16/03/2012,62.95,-0.008069026
15/03/2012,63.46,-0.004716248
14/03/2012,63.76,0.003141693
13/03/2012,63.56,0.01442066
12/03/2012,62.65,-0.003823487
09/03/2012,62.89,-0.001112436
08/03/2012,62.96,0.012627036
07/03/2012,62.17,-0.001446597
06/03/2012,62.26,-0.008317386
05/03/2012,62.78,0
02/03/2012,62.78,-0.003021871
01/03/2012,62.97,0.004616005
29/02/2012,62.68,0.001277139
28/02/2012,62.6,0.00624952
27/02/2012,62.21,-0.00032144
24/02/2012,62.23,-0.00064257
23/02/2012,62.27,-0.010384309
22/02/2012,62.92,-0.01404584
21/02/2012,63.81,-0.027360854
17/02/2012,65.58,-0.000152474
16/02/2012,65.59,0.026260391
15/02/2012,63.89,-0.012598347
14/02/2012,64.7,-0.001852996
13/02/2012,64.82,-0.001079331
10/02/2012,64.89,0.003086899
09/02/2012,64.69,0.003251532
08/02/2012,64.48,-0.001394808
07/02/2012,64.57,0.001084683
06/02/2012,64.5,0.005129412
03/02/2012,64.17,0.002652728
02/02/2012,64,-0.00389864
01/02/2012,64.25,0.007342062
31/01/2012,63.78,-0.007497692
30/01/2012,64.26,-0.001710332
27/01/2012,64.37,-0.004495086
26/01/2012,64.66,0.002632599
25/01/2012,64.49,-0.001704238
24/01/2012,64.6,0.005121451
23/01/2012,64.27,0.001868868
20/01/2012,64.15,-0.011315319
19/01/2012,64.88,0.013343875
18/01/2012,64.02,0.017649371
17/01/2012,62.9,0.003184716
13/01/2012,62.7,-0.003979313
12/01/2012,62.95,0.001271658
11/01/2012,62.87,0.000954806
10/01/2012,62.81,0.012173785
09/01/2012,62.05,0.004360824
06/01/2012,61.78,-0.003554698
05/01/2012,62,0.004364349
04/01/2012,61.73,0.000324044
03/01/2012,61.71,0.008298803
30/12/2011,61.2,-0.012341826
29/12/2011,61.96,0.008427927
28/12/2011,61.44,-0.007620629
27/12/2011,61.91,0.005506979
23/12/2011,61.57,0.017531374
22/12/2011,60.5,0.008798928
21/12/2011,59.97,0.012416267
20/12/2011,59.23,0.026170997
19/12/2011,57.7,-0.008628181
16/12/2011,58.2,0.011057473
15/12/2011,57.56,0.006623695
14/12/2011,57.18,-0.014066395
13/12/2011,57.99,-0.013020571
12/12/2011,58.75,-0.00119078
09/12/2011,58.82,0.009737841
08/12/2011,58.25,-0.018708029
07/12/2011,59.35,-0.013056764
06/12/2011,60.13,-0.006630225
05/12/2011,60.53,0.016826719
02/12/2011,59.52,0.007927848
01/12/2011,59.05,0.009357788
30/11/2011,58.5,0.047252885
29/11/2011,55.8,0.004310352
28/11/2011,55.56,0.025151681
25/11/2011,54.18,-0.002396535
23/11/2011,54.31,-0.021674649
22/11/2011,55.5,0.007233305
21/11/2011,55.1,-0.026859269
18/11/2011,56.6,-0.008269599
17/11/2011,57.07,-0.009591145
16/11/2011,57.62,-0.014301958
15/11/2011,58.45,0.004630035
14/11/2011,58.18,-0.010260008
11/11/2011,58.78,0.015948207
10/11/2011,57.85,0.017261347
09/11/2011,56.86,-0.031336417
08/11/2011,58.67,0.009418684
07/11/2011,58.12,-0.004463527
04/11/2011,58.38,-0.00903749
03/11/2011,58.91,0.025269931
02/11/2011,57.44,0.025567821
01/11/2011,55.99,-0.025393712
31/10/2011,57.43,-0.016920293
28/10/2011,58.41,-0.005463561
27/10/2011,58.73,0.031655328
26/10/2011,56.9,0.001055038
25/10/2011,56.84,-0.023645052
24/10/2011,58.2,0.011752641
21/10/2011,57.52,0.033410089
20/10/2011,55.63,-0.002692758
19/10/2011,55.78,-0.00963433
18/10/2011,56.32,0.038184319
17/10/2011,54.21,-0.021353124
14/10/2011,55.38,0.018589928
13/10/2011,54.36,-0.0086089
12/10/2011,54.83,0.004569974
11/10/2011,54.58,0.005327467
10/10/2011,54.29,0.043096329
07/10/2011,52,-0.009378957
06/10/2011,52.49,0.020401015
05/10/2011,51.43,0.015677374
04/10/2011,50.63,0.026214608
03/10/2011,49.32,-0.029566676
30/09/2011,50.8,-0.030819379
29/09/2011,52.39,0.024735561
28/09/2011,51.11,-0.011864381
27/09/2011,51.72,0.017554576
26/09/2011,50.82,0.028137145
23/09/2011,49.41,0.014473803
22/09/2011,48.7,-0.029339484
21/09/2011,50.15,-0.039680765
20/09/2011,52.18,-0.012379931
19/09/2011,52.83,-0.000756859
16/09/2011,52.87,-0.028344243
15/09/2011,54.39,0.008122622
14/09/2011,53.95,0.010621548
13/09/2011,53.38,0.018338731
12/09/2011,52.41,0.005740544
09/09/2011,52.11,-0.026137852
08/09/2011,53.49,-0.008748311
07/09/2011,53.96,0.021921253
06/09/2011,52.79,-0.012050607
02/09/2011,53.43,-0.036207208
01/09/2011,55.4,0.006882838
31/08/2011,55.02,0.008395742
30/08/2011,54.56,0.004592641
29/08/2011,54.31,0.028386593
26/08/2011,52.79,0.022606327
25/08/2011,51.61,-0.014045445
24/08/2011,52.34,0.004404028
23/08/2011,52.11,0.038338355
22/08/2011,50.15,0.027493141
19/08/2011,48.79,-0.011412392
18/08/2011,49.35,-0.031121602
17/08/2011,50.91,0.008680268
16/08/2011,50.47,-0.006320384
15/08/2011,50.79,0.013279355
12/08/2011,50.12,0.016496049
11/08/2011,49.3,0.047563736
10/08/2011,47.01,-0.0459397
09/08/2011,49.22,0.051913688
08/08/2011,46.73,-0.061819763
05/08/2011,49.71,0.007065741
04/08/2011,49.36,-0.03503543
03/08/2011,51.12,0.002938586
02/08/2011,50.97,-0.030527873
01/08/2011,52.55,-0.011541137
29/07/2011,53.16,-0.002817697
28/07/2011,53.31,-0.000375094
27/07/2011,53.33,-0.021334637
26/07/2011,54.48,-0.03072716
25/07/2011,56.18,-0.002843941
22/07/2011,56.34,-0.001064396
21/07/2011,56.4,-0.000886132
20/07/2011,56.45,-0.010923294
19/07/2011,57.07,0.015183908
18/07/2011,56.21,-0.01570944
15/07/2011,57.1,0.03529149
14/07/2011,55.12,0.000725953
13/07/2011,55.08,-0.005251257
12/07/2011,55.37,-0.002525254
11/07/2011,55.51,-0.030864458
08/07/2011,57.25,-0.002093876
07/07/2011,57.37,0.006294828
06/07/2011,57.01,0.025403267
05/07/2011,55.58,0.002161384
01/07/2011,55.46,0.019297886
30/06/2011,54.4,0.01016175
29/06/2011,53.85,0.002975639
28/06/2011,53.69,0.015958285
27/06/2011,52.84,0.012185985
24/06/2011,52.2,-0.006111555
23/06/2011,52.52,0.007069868
22/06/2011,52.15,-0.006307963
21/06/2011,52.48,0.013235064
20/06/2011,51.79,0.010676603
17/06/2011,51.24,0.009411834
16/06/2011,50.76,0.005135307
15/06/2011,50.5,-0.009460063
14/06/2011,50.98,0.018610713
13/06/2011,50.04,0.004406176
10/06/2011,49.82,-0.018889119
09/06/2011,50.77,0.005332293
08/06/2011,50.5,-0.011615447
07/06/2011,51.09,-0.008381298
06/06/2011,51.52,-0.002907261
03/06/2011,51.67,-0.011162549
02/06/2011,52.25,-0.007816263
01/06/2011,52.66,-0.03983404
31/05/2011,54.8,0.017302107
27/05/2011,53.86,0.003161323
26/05/2011,53.69,0.002237555
25/05/2011,53.57,-0.005584527
24/05/2011,53.87,-0.000556741
23/05/2011,53.9,-0.009601255
20/05/2011,54.42,-0.015317586
19/05/2011,55.26,-0.002169198
18/05/2011,55.38,0.007430936
17/05/2011,54.97,-0.004899747
16/05/2011,55.24,-0.004335267
13/05/2011,55.48,-0.007541785
12/05/2011,55.9,0.013326327
11/05/2011,55.16,-0.001087154
10/05/2011,55.22,0.015696617
09/05/2011,54.36,0.013892971
06/05/2011,53.61,0.009935408
05/05/2011,53.08,-0.001506024
04/05/2011,53.16,-0.005066152
03/05/2011,53.43,-0.007458547
02/05/2011,53.83,0.002417931
29/04/2011,53.7,-0.000744602
28/04/2011,53.74,0.012922738
27/04/2011,53.05,0.007188832
26/04/2011,52.67,0.011265036
25/04/2011,52.08,-0.00402415
21/04/2011,52.29,-0.010841761
20/04/2011,52.86,0.021802355
19/04/2011,51.72,-0.001931621
18/04/2011,51.82,-0.006156233
15/04/2011,52.14,-0.035236806
14/04/2011,54.01,0.006687746
13/04/2011,53.65,-0.005390849
12/04/2011,53.94,-0.005546326
11/04/2011,54.24,0.018233063
08/04/2011,53.26,-0.011573771
07/04/2011,53.88,-0.002780096
06/04/2011,54.03,-0.001294738
05/04/2011,54.1,-0.007366516
04/04/2011,54.5,0.007551376
01/04/2011,54.09,0.008354267
31/03/2011,53.64,0.002239643
30/03/2011,53.52,0.012219346
29/03/2011,52.87,0.007594493
28/03/2011,52.47,-0.005890753
25/03/2011,52.78,0.003036055
24/03/2011,52.62,0.004762367
23/03/2011,52.37,0.001337537
22/03/2011,52.3,-0.00837781
21/03/2011,52.74,0.01856335
18/03/2011,51.77,0.010876005
17/03/2011,51.21,0.009023208
16/03/2011,50.75,-0.013893189
15/03/2011,51.46,-0.002329194
14/03/2011,51.58,-0.007725029
11/03/2011,51.98,-0.00230592
10/03/2011,52.1,-0.012398824
09/03/2011,52.75,-0.005859576
08/03/2011,53.06,0.018450357
07/03/2011,52.09,-0.012211562
04/03/2011,52.73,-0.021760378
03/03/2011,53.89,0.020433741
02/03/2011,52.8,0.012770592
01/03/2011,52.13,-0.010685085
28/02/2011,52.69,0.006855864
25/02/2011,52.33,0.010565846
24/02/2011,51.78,-0.000965158
23/02/2011,51.83,-0.014366687
22/02/2011,52.58,-0.049532521
18/02/2011,55.25,0.02047978
17/02/2011,54.13,0.002589717
16/02/2011,53.99,0.003339521
15/02/2011,53.81,-0.000557362
14/02/2011,53.84,-0.003707828
11/02/2011,54.04,0.005939141
10/02/2011,53.72,0.005600164
09/02/2011,53.42,-0.005413996
08/02/2011,53.71,0.011233969
07/02/2011,53.11,0.01021962
04/02/2011,52.57,0.012056409
03/02/2011,51.94,0.001155847
02/02/2011,51.88,-0.018145852
01/02/2011,52.83,0.020654779
31/01/2011,51.75,0.006202772
28/01/2011,51.43,-0.0087117
27/01/2011,51.88,0.008906158
