Date,Close,DE
04/04/2014,91.83,-0.002501497
03/04/2014,92.06,0.001739509
02/04/2014,91.9,0.005564966
01/04/2014,91.39,0.006476778
31/03/2014,90.8,0.022835857
28/03/2014,88.75,0.01007879
27/03/2014,87.86,-0.005335162
26/03/2014,88.33,-0.008679534
25/03/2014,89.1,0.006643794
24/03/2014,88.51,-0.01491477
21/03/2014,89.84,0.025591837
20/03/2014,87.57,0.003202565
19/03/2014,87.29,-0.004343857
18/03/2014,87.67,0.002055264
17/03/2014,87.49,0.00332017
14/03/2014,87.2,-0.008905185
13/03/2014,87.98,-0.009727483
12/03/2014,88.84,-0.003034563
11/03/2014,89.11,0.006643046
10/03/2014,88.52,-0.003158135
07/03/2014,88.8,0.006439609
06/03/2014,88.23,0.014958886
05/03/2014,86.92,0.003341979
04/03/2014,86.63,-0.003802067
03/03/2014,86.96,0.011915231
28/02/2014,85.93,0.011234758
27/02/2014,84.97,0.007323444
26/02/2014,84.35,0.003562949
25/02/2014,84.05,-0.008883683
24/02/2014,84.8,0.001298012
21/02/2014,84.69,-0.005064495
20/02/2014,85.12,0.009798792
19/02/2014,84.29,-0.009563802
18/02/2014,85.1,-0.008658063
14/02/2014,85.84,-0.000116489
13/02/2014,85.85,-0.012156445
12/02/2014,86.9,-0.006423514
11/02/2014,87.46,0.001144034
10/02/2014,87.36,0.009199697
07/02/2014,86.56,0.013140488
06/02/2014,85.43,0.008581726
05/02/2014,84.7,-0.004828936
04/02/2014,85.11,0.003884872
03/02/2014,84.78,-0.013822406
31/01/2014,85.96,-0.00718677
30/01/2014,86.58,0.007535831
29/01/2014,85.93,-0.007651324
28/01/2014,86.59,0.006720767
27/01/2014,86.01,0.005362568
24/01/2014,85.55,-0.026871247
23/01/2014,87.88,-0.008836582
22/01/2014,88.66,-0.008088114
21/01/2014,89.38,0.000335702
17/01/2014,89.35,-0.005357754
16/01/2014,89.83,0.00033402
15/01/2014,89.8,0.001114206
14/01/2014,89.7,0.002120418
13/01/2014,89.51,-0.002789091
10/01/2014,89.76,0.008727816
09/01/2014,88.98,-0.004037691
08/01/2014,89.34,-0.01079888
07/01/2014,90.31,0.004439026
06/01/2014,89.91,-0.008307076
03/01/2014,90.66,0.004421851
02/01/2014,90.26,-0.011784926
31/12/2013,91.33,0.005599795
30/12/2013,90.82,0.001322169
27/12/2013,90.7,-0.004619962
26/12/2013,91.12,0.002857459
24/12/2013,90.86,0.002424244
23/12/2013,90.64,0.006197452
20/12/2013,90.08,0.007465632
19/12/2013,89.41,0
18/12/2013,89.41,0.012492425
17/12/2013,88.3,-0.00643452
16/12/2013,88.87,0.019199681
13/12/2013,87.18,0.003907602
12/12/2013,86.84,-0.005053997
11/12/2013,87.28,-0.008669915
10/12/2013,88.04,0.009586926
09/12/2013,87.2,0.021795437
06/12/2013,85.32,0.005406054
05/12/2013,84.86,-0.006109042
04/12/2013,85.38,0.031771368
03/12/2013,82.71,-0.013927467
02/12/2013,83.87,-0.004401887
29/11/2013,84.24,0.00523686
27/11/2013,83.8,-0.000477213
26/11/2013,83.84,-0.009969226
25/11/2013,84.68,-0.00106226
22/11/2013,84.77,0.010912218
21/11/2013,83.85,-0.007958704
20/11/2013,84.52,0.020439366
19/11/2013,82.81,-0.010212139
18/11/2013,83.66,0.009970651
15/11/2013,82.83,-0.000241429
14/11/2013,82.85,0.000120707
13/11/2013,82.84,0.008729444
12/11/2013,82.12,0.003171121
11/11/2013,81.86,0.004407451
08/11/2013,81.5,-0.000735925
07/11/2013,81.56,-0.002938298
06/11/2013,81.8,0
05/11/2013,81.8,0.000122257
04/11/2013,81.79,0.001835649
01/11/2013,81.64,-0.002446784
31/10/2013,81.84,-0.004510828
30/10/2013,82.21,-0.005337875
29/10/2013,82.65,-0.009872462
28/10/2013,83.47,-0.000957969
25/10/2013,83.55,-0.008699334
24/10/2013,84.28,0.002375862
23/10/2013,84.08,-0.005456069
22/10/2013,84.54,0.004386232
21/10/2013,84.17,-0.000237586
18/10/2013,84.19,0.006434722
17/10/2013,83.65,0.008162331
16/10/2013,82.97,0.007379215
15/10/2013,82.36,-0.00894482
14/10/2013,83.1,0.009552095
11/10/2013,82.31,-0.007383681
10/10/2013,82.92,0.003866607
09/10/2013,82.6,0.004732731
08/10/2013,82.21,-0.003036378
07/10/2013,82.46,-0.001090843
04/10/2013,82.55,0.005587964
03/10/2013,82.09,-0.002554901
02/10/2013,82.3,0.000972526
01/10/2013,82.22,0.010146166
30/09/2013,81.39,-0.011968878
27/09/2013,82.37,-0.008582706
26/09/2013,83.08,-0.018602969
25/09/2013,84.64,0.004499712
24/09/2013,84.26,0.002971417
23/09/2013,84.01,0.002264197
20/09/2013,83.82,-0.015155393
19/09/2013,85.1,0.006957165
18/09/2013,84.51,0.009511426
17/09/2013,83.71,0.002032886
16/09/2013,83.54,0.012648485
13/09/2013,82.49,-0.008450074
12/09/2013,83.19,-0.013373334
11/09/2013,84.31,0.001543119
10/09/2013,84.18,0.003570157
09/09/2013,83.88,0.015256467
06/09/2013,82.61,0.000726568
05/09/2013,82.55,-0.02311065
04/09/2013,84.48,0.00498399
03/09/2013,84.06,0.005008955
30/08/2013,83.64,-0.001911133
29/08/2013,83.8,-0.003811343
28/08/2013,84.12,0.007637269
27/08/2013,83.48,-0.015334624
26/08/2013,84.77,0.015095075
23/08/2013,83.5,0.002998503
22/08/2013,83.25,0.008928631
21/08/2013,82.51,-0.008928631
20/08/2013,83.25,-0.015140064
19/08/2013,84.52,0.004862727
16/08/2013,84.11,-0.00296789
15/08/2013,84.36,0.024236339
14/08/2013,82.34,-0.01888778
13/08/2013,83.91,0.006336323
12/08/2013,83.38,0.019864994
09/08/2013,81.74,-0.007070613
08/08/2013,82.32,0.016288401
07/08/2013,80.99,-0.002589557
06/08/2013,81.2,-0.019512814
05/08/2013,82.8,-0.007220248
02/08/2013,83.4,0.004205473
01/08/2013,83.05,-0.00024079
31/07/2013,83.07,0.001084011
30/07/2013,82.98,-0.000481928
29/07/2013,83.02,0.002532716
26/07/2013,82.81,-0.001086235
25/07/2013,82.9,0.003746454
24/07/2013,82.59,-0.015737006
23/07/2013,83.9,-0.010434052
22/07/2013,84.78,0.008647806
19/07/2013,84.05,0.004650894
18/07/2013,83.66,0.000717446
17/07/2013,83.6,-0.004296975
16/07/2013,83.96,-0.005463845
15/07/2013,84.42,0.005702082
12/07/2013,83.94,-0.003686311
11/07/2013,84.25,0.016515454
10/07/2013,82.87,-0.012471681
09/07/2013,83.91,0.030983962
08/07/2013,81.35,-0.001105719
05/07/2013,81.44,0.005540863
03/07/2013,80.99,0.001111866
02/07/2013,80.9,-0.005055186
01/07/2013,81.31,0.000738189
28/06/2013,81.25,-0.020707195
27/06/2013,82.95,0.009691172
26/06/2013,82.15,-0.003645205
25/06/2013,82.45,0.017742894
24/06/2013,81,-0.017985436
21/06/2013,82.47,-0.005079837
20/06/2013,82.89,-0.026077563
19/06/2013,85.08,0.000940734
18/06/2013,85,0.002237796
17/06/2013,84.81,-0.000825034
14/06/2013,84.88,-0.008446789
13/06/2013,85.6,0.015066198
12/06/2013,84.32,-0.010851722
11/06/2013,85.24,-0.01119937
10/06/2013,86.2,-0.007051645
07/06/2013,86.81,0.008328562
06/06/2013,86.09,0.002209432
05/06/2013,85.9,-0.014446943
04/06/2013,87.15,-0.013675427
03/06/2013,88.35,0.014134511
31/05/2013,87.11,-0.003438005
30/05/2013,87.41,0.000686656
29/05/2013,87.35,0.011630046
28/05/2013,86.34,0.000579274
24/05/2013,86.29,-0.01026123
23/05/2013,87.18,0.004022763
22/05/2013,86.83,-0.008714652
21/05/2013,87.59,-0.00512442
20/05/2013,88.04,0.012228025
17/05/2013,86.97,-0.027445587
16/05/2013,89.39,-0.00279283
15/05/2013,89.64,-0.045043326
14/05/2013,93.77,0.01277184
13/05/2013,92.58,0.003028994
10/05/2013,92.3,0.001192477
09/05/2013,92.19,-0.001734042
08/05/2013,92.35,0.006736227
07/05/2013,91.73,0.006562421
06/05/2013,91.13,0.006495317
03/05/2013,90.54,0.011106289
02/05/2013,89.54,0.019965696
01/05/2013,87.77,-0.017281731
