Date,Close,GRMN
12/06/2012,39.51,0.033718289
11/06/2012,38.2,-0.089342863
08/06/2012,41.77,0.016900451
07/06/2012,41.07,-0.020007899
06/06/2012,41.9,-0.00523686
05/06/2012,42.12,0.012903405
04/06/2012,41.58,-0.000480885
01/06/2012,41.6,-0.032169283
31/05/2012,42.96,-0.008344972
30/05/2012,43.32,-0.013299898
29/05/2012,43.9,0.016305333
25/05/2012,43.19,-0.012196676
24/05/2012,43.72,-0.002056439
23/05/2012,43.81,-0.000456413
22/05/2012,43.83,0.000913034
21/05/2012,43.79,0.01867059
18/05/2012,42.98,-0.01615544
17/05/2012,43.68,-0.024201113
16/05/2012,44.75,0.003806117
15/05/2012,44.58,0.004947165
14/05/2012,44.36,-0.018537661
11/05/2012,45.19,-0.004415993
10/05/2012,45.39,0.000220337
09/05/2012,45.38,-0.011829273
08/05/2012,45.92,-0.023672291
07/05/2012,47.02,0.004476188
04/05/2012,46.81,-0.027808828
03/05/2012,48.13,-0.024626732
02/05/2012,49.33,0.038013253
01/05/2012,47.49,0.007609422
30/04/2012,47.13,0.006812886
27/04/2012,46.81,-0.009990518
26/04/2012,47.28,0.034645746
25/04/2012,45.67,0.025952438
24/04/2012,44.5,0.007896262
23/04/2012,44.15,-0.008794735
20/04/2012,44.54,-0.006043667
19/04/2012,44.81,-0.008001821
18/04/2012,45.17,-0.002432284
17/04/2012,45.28,0.015355815
16/04/2012,44.59,-0.007150868
13/04/2012,44.91,-0.008646545
12/04/2012,45.3,0.008646545
11/04/2012,44.91,0.009845683
10/04/2012,44.47,-0.023117278
09/04/2012,45.51,-0.015480523
05/04/2012,46.22,-0.004748552
04/04/2012,46.44,-0.022779058
03/04/2012,47.51,0.00442992
02/04/2012,47.3,0.006788316
30/03/2012,46.98,-0.007633625
29/03/2012,47.34,0.000422565
28/03/2012,47.32,-0.0100926
27/03/2012,47.8,0.000418498
26/03/2012,47.78,0.003144327
23/03/2012,47.63,0.002101724
22/03/2012,47.53,0.006543559
21/03/2012,47.22,0.004882719
20/03/2012,46.99,-0.008265386
19/03/2012,47.38,0.010395766
16/03/2012,46.89,-0.00468086
15/03/2012,47.11,-0.016212588
14/03/2012,47.88,0.00649557
13/03/2012,47.57,0.002315059
12/03/2012,47.46,-0.001052964
09/03/2012,47.51,0.001685275
08/03/2012,47.43,0.009107338
07/03/2012,47,0.001277411
06/03/2012,46.94,-0.005311815
05/03/2012,47.19,0.011080446
02/03/2012,46.67,-0.010232449
01/03/2012,47.15,-0.000847997
29/02/2012,47.19,-0.012843634
28/02/2012,47.8,0.005664549
27/02/2012,47.53,-0.010881045
24/02/2012,48.05,-0.004982364
23/02/2012,48.29,-0.011734566
22/02/2012,48.86,0.089209303
21/02/2012,44.69,0.011477565
17/02/2012,44.18,0
16/02/2012,44.18,0.004992068
15/02/2012,43.96,0.001138045
14/02/2012,43.91,-0.00091054
13/02/2012,43.95,0.008224858
10/02/2012,43.59,0.002526704
09/02/2012,43.48,0.005766364
08/02/2012,43.23,-0.011728317
07/02/2012,43.74,0.000457352
06/02/2012,43.72,-0.008654119
03/02/2012,44.1,0.013009427
02/02/2012,43.53,0.024416979
01/02/2012,42.48,0.018532248
31/01/2012,41.7,0.020594307
30/01/2012,40.85,-0.012407409
27/01/2012,41.36,-0.008906064
26/01/2012,41.73,-0.003349285
25/01/2012,41.87,0.007912762
24/01/2012,41.54,-0.00408409
23/01/2012,41.71,-0.00692871
20/01/2012,42,-0.005224424
19/01/2012,42.22,0.026885921
18/01/2012,41.1,0.00732604
17/01/2012,40.8,0.003191361
13/01/2012,40.67,-0.003191361
12/01/2012,40.8,-0.006595847
11/01/2012,41.07,0.00757672
10/01/2012,40.76,0.024588349
09/01/2012,39.77,0.009093268
06/01/2012,39.41,-0.005819118
05/01/2012,39.64,0.007088637
04/01/2012,39.36,-0.006079046
03/01/2012,39.6,-0.005289019
30/12/2011,39.81,-0.014464093
29/12/2011,40.39,0.016979184
28/12/2011,39.71,-0.011766314
27/12/2011,40.18,0.004739937
23/12/2011,39.99,0.013595376
22/12/2011,39.45,-0.002784459
21/12/2011,39.56,0.014513304
20/12/2011,38.99,0.025192866
19/12/2011,38.02,0.000526177
16/12/2011,38,0.017521022
15/12/2011,37.34,-0.003475475
14/12/2011,37.47,-0.023995878
13/12/2011,38.38,0.011003517
12/12/2011,37.96,0.001581862
09/12/2011,37.9,0.017299167
08/12/2011,37.25,0.005113724
07/12/2011,37.06,0.000539811
06/12/2011,37.04,-0.005653535
05/12/2011,37.25,0.003496037
02/12/2011,37.12,0.015201161
01/12/2011,36.56,-0.000820232
30/11/2011,36.59,0.027429341
29/11/2011,35.6,0.012436565
28/11/2011,35.16,0.018080561
25/11/2011,34.53,-0.001446969
23/11/2011,34.58,-0.004328387
22/11/2011,34.73,-0.006886684
21/11/2011,34.97,-0.004564915
18/11/2011,35.13,-0.001990616
17/11/2011,35.2,-0.005383212
16/11/2011,35.39,-0.007319853
15/11/2011,35.65,0.019830678
14/11/2011,34.95,0.002291608
11/11/2011,34.87,-0.00286369
10/11/2011,34.97,-0.005134067
09/11/2011,35.15,-0.037687642
08/11/2011,36.5,0.004393198
07/11/2011,36.34,0.017768374
04/11/2011,35.7,-0.005029348
03/11/2011,35.88,0.004749276
02/11/2011,35.71,0.043497558
01/11/2011,34.19,-0.005832621
31/10/2011,34.39,-0.020150365
28/10/2011,35.09,0.008298803
27/10/2011,34.8,0.0028777
26/10/2011,34.7,0.002308137
25/10/2011,34.62,-0.020583917
24/10/2011,35.34,0.020872809
21/10/2011,34.61,0.005504867
20/10/2011,34.42,-0.002321533
19/10/2011,34.5,-0.00404976
18/10/2011,34.64,0.011614532
17/10/2011,34.24,0.001168907
14/10/2011,34.2,0.015321455
13/10/2011,33.68,0.006254674
12/10/2011,33.47,-0.005660674
11/10/2011,33.66,0.008053735
10/10/2011,33.39,0.027939868
07/10/2011,32.47,0.000308024
06/10/2011,32.46,-0.005836294
05/10/2011,32.65,0.01418901
04/10/2011,32.19,0.050655836
03/10/2011,30.6,-0.037522439
30/09/2011,31.77,-0.001886793
29/09/2011,31.83,0.011692344
28/09/2011,31.46,-0.01764381
27/09/2011,32.02,0.003441267
26/09/2011,31.91,0.037354702
23/09/2011,30.74,-0.017414178
22/09/2011,31.28,-0.040412704
21/09/2011,32.57,-0.019459416
20/09/2011,33.21,-0.006901753
19/09/2011,33.44,-0.008634861
16/09/2011,33.73,0.002671814
15/09/2011,33.64,0.0128648
14/09/2011,33.21,0.011508304
13/09/2011,32.83,-0.016314561
12/09/2011,33.37,0.017228777
09/09/2011,32.8,-0.014528101
08/09/2011,33.28,0.009661911
07/09/2011,32.96,0.027061922
06/09/2011,32.08,0.00249688
02/09/2011,32,-0.013656326
01/09/2011,32.44,-0.033048331
31/08/2011,33.53,0.000895122
30/08/2011,33.5,0.004487666
29/08/2011,33.35,0.0184602
26/08/2011,32.74,0.034175429
25/08/2011,31.64,-0.016301301
24/08/2011,32.16,0.001867414
23/08/2011,32.1,0.015066198
22/08/2011,31.62,0.019802627
19/08/2011,31,0.003878479
18/08/2011,30.88,-0.035314629
17/08/2011,31.99,-0.007474342
16/08/2011,32.23,0.016896522
15/08/2011,31.69,0.011744303
12/08/2011,31.32,0.013500687
11/08/2011,30.9,0.012373977
10/08/2011,30.52,-0.047041148
09/08/2011,31.99,0.031436149
08/08/2011,31,-0.030184976
05/08/2011,31.95,0.058318988
04/08/2011,30.14,-0.023607654
03/08/2011,30.86,-0.021478627
02/08/2011,31.53,-0.020716372
01/08/2011,32.19,-0.013576265
29/07/2011,32.63,0.01637608
28/07/2011,32.1,-0.001556421
27/07/2011,32.15,-0.021843662
26/07/2011,32.86,0.009171571
25/07/2011,32.56,-0.004901971
22/07/2011,32.72,0.00030567
21/07/2011,32.71,0.021944939
20/07/2011,32,-0.007161793
19/07/2011,32.23,0.004664913
18/07/2011,32.08,-0.004664913
15/07/2011,32.23,-0.006802747
14/07/2011,32.45,-0.015594262
13/07/2011,32.96,-0.002424244
12/07/2011,33.04,-0.011734752
11/07/2011,33.43,-0.005072367
08/07/2011,33.6,-0.00415801
07/07/2011,33.74,0.015531973
06/07/2011,33.22,-0.000902663
05/07/2011,33.25,-0.009875885
01/07/2011,33.58,0.016514412
30/06/2011,33.03,0.030119056
29/06/2011,32.05,0.004064411
28/06/2011,31.92,-0.009354605
27/06/2011,32.22,-0.037464409
24/06/2011,33.45,-0.016602812
23/06/2011,34.01,0.001176817
22/06/2011,33.97,-0.000294334
21/06/2011,33.98,0.009164883
20/06/2011,33.67,0.000297044
17/06/2011,33.66,0.020105704
16/06/2011,32.99,0.009135265
15/06/2011,32.69,-0.004578064
14/06/2011,32.84,0.008869916
13/06/2011,32.55,-0.029961388
10/06/2011,33.54,-0.005055773
09/06/2011,33.71,0.011636712
08/06/2011,33.32,0.005115101
07/06/2011,33.15,-0.004214335
06/06/2011,33.29,-0.001800721
03/06/2011,33.35,-0.008955284
02/06/2011,33.65,-0.012110619
01/06/2011,34.06,-0.000587027
31/05/2011,34.08,0.019556179
27/05/2011,33.42,0.002996706
26/05/2011,33.32,0.002704735
25/05/2011,33.23,-0.005402174
24/05/2011,33.41,-0.02249281
23/05/2011,34.17,-0.023428403
20/05/2011,34.98,-0.006837633
19/05/2011,35.22,0.006837633
18/05/2011,34.98,0.004010318
17/05/2011,34.84,0.005468426
16/05/2011,34.65,-0.013473043
13/05/2011,35.12,-0.003411032
12/05/2011,35.24,0.004835737
11/05/2011,35.07,-0.006820146
10/05/2011,35.31,0.00938974
09/05/2011,34.98,-0.004563613
06/05/2011,35.14,0.004277776
05/05/2011,34.99,-0.008253925
04/05/2011,35.28,0.052069344
03/05/2011,33.49,-0.015407712
02/05/2011,34.01,-0.006447854
29/04/2011,34.23,-0.00087604
28/04/2011,34.26,-0.012472968
27/04/2011,34.69,0.000576701
26/04/2011,34.67,0.006365762
25/04/2011,34.45,0.008746411
21/04/2011,34.15,0.005579225
20/04/2011,33.96,0.010954958
19/04/2011,33.59,-0.004455673
18/04/2011,33.74,-0.004730937
15/04/2011,33.9,0.004138345
14/04/2011,33.76,0.005941788
13/04/2011,33.56,-0.005941788
12/04/2011,33.76,-0.007377929
11/04/2011,34.01,0.007674182
08/04/2011,33.75,0
07/04/2011,33.75,-0.005319161
06/04/2011,33.93,0.004430667
05/04/2011,33.78,0
04/04/2011,33.78,0.000888494
01/04/2011,33.75,-0.003253959
31/03/2011,33.86,-0.00353774
30/03/2011,33.98,-0.00499047
29/03/2011,34.15,0.007937716
28/03/2011,33.88,-0.007058853
25/03/2011,34.12,0.006468708
24/03/2011,33.9,0.00384218
23/03/2011,33.77,0.000296165
22/03/2011,33.76,-0.001775674
21/03/2011,33.82,0
18/03/2011,33.82,0.009805457
17/03/2011,33.49,-0.009213916
16/03/2011,33.8,-0.016141216
15/03/2011,34.35,0.014072352
14/03/2011,33.87,-0.007940051
11/03/2011,34.14,0.005580863
10/03/2011,33.95,-0.004994869
09/03/2011,34.12,0.001173021
08/03/2011,34.08,-0.010217575
07/03/2011,34.43,-0.009826669
04/03/2011,34.77,0.016529302
03/03/2011,34.2,0.024568351
02/03/2011,33.37,0.005107417
01/03/2011,33.2,-0.022338978
28/02/2011,33.95,0.023243001
25/02/2011,33.17,0.021637291
24/02/2011,32.46,0.00308547
23/02/2011,32.36,0.006821732
22/02/2011,32.14,-0.027012078
18/02/2011,33.02,-0.012340262
17/02/2011,33.43,0.034696116
16/02/2011,32.29,-0.0070977
15/02/2011,32.52,0.000615195
14/02/2011,32.5,-0.017688781
11/02/2011,33.08,0.015230267
10/02/2011,32.58,0.01142164
09/02/2011,32.21,-0.00742348
08/02/2011,32.45,0.014277089
07/02/2011,31.99,0.001564211
04/02/2011,31.94,0.040248166
03/02/2011,30.68,0.003264776
02/02/2011,30.58,-0.006843761
01/02/2011,30.79,-0.00129828
31/01/2011,30.83,0.000648929
28/01/2011,30.81,-0.023100161
27/01/2011,31.53,-0.000317108
