Date,Close,GRMN
04/04/2014,55.71,-0.02901318
03/04/2014,57.35,0.007877502
02/04/2014,56.9,0.022213263
01/04/2014,55.65,0.007032758
31/03/2014,55.26,-0.005594168
28/03/2014,55.57,-0.008065283
27/03/2014,56.02,0.011851459
26/03/2014,55.36,0.016390824
25/03/2014,54.46,-0.008957194
24/03/2014,54.95,-0.002726035
21/03/2014,55.1,0.008383501
20/03/2014,54.64,0.003299728
19/03/2014,54.46,0.002205883
18/03/2014,54.34,0.018011814
17/03/2014,53.37,0.022357885
14/03/2014,52.19,-0.00573177
13/03/2014,52.49,-0.029656828
12/03/2014,54.07,0.012281509
11/03/2014,53.41,0.005444489
10/03/2014,53.12,-0.009182113
07/03/2014,53.61,-0.005951292
06/03/2014,53.93,-0.010513792
05/03/2014,54.5,-0.008768781
04/03/2014,54.98,0.025420415
03/03/2014,53.6,-0.001118777
28/02/2014,53.66,0.002052048
27/02/2014,53.55,0.026491615
26/02/2014,52.15,0.003072789
25/02/2014,51.99,0.005593611
24/02/2014,51.7,-0.005208848
21/02/2014,51.97,0.007920451
20/02/2014,51.56,-0.002324681
19/02/2014,51.68,0.091312762
18/02/2014,47.17,0.023379081
14/02/2014,46.08,-0.00389864
13/02/2014,46.26,0.005201572
12/02/2014,46.02,0.016652444
11/02/2014,45.26,0.016485114
10/02/2014,44.52,-0.022432923
07/02/2014,45.53,0.008824236
06/02/2014,45.13,0.024448902
05/02/2014,44.04,-0.001361471
04/02/2014,44.1,0.010714795
03/02/2014,43.63,-0.032027997
31/01/2014,45.05,-0.016511107
30/01/2014,45.8,0.022075952
29/01/2014,44.8,-0.018795468
28/01/2014,45.65,0.008359046
27/01/2014,45.27,0.00132626
24/01/2014,45.21,-0.021661497
23/01/2014,46.2,-0.009693129
22/01/2014,46.65,0.00171637
21/01/2014,46.57,-0.00193071
17/01/2014,46.66,-0.006195939
16/01/2014,46.95,-0.00255265
15/01/2014,47.07,0.016277935
14/01/2014,46.31,0.019625575
13/01/2014,45.41,0.007959361
10/01/2014,45.05,0.004003564
09/01/2014,44.87,-0.011742685
08/01/2014,45.4,-0.00614846
07/01/2014,45.68,-0.015854388
06/01/2014,46.41,-0.003656311
03/01/2014,46.58,0.035620504
02/01/2014,44.95,-0.027212564
31/12/2013,46.19,-0.010123942
30/12/2013,46.66,-0.000214293
27/12/2013,46.67,0.01228861
26/12/2013,46.1,-0.002166848
24/12/2013,46.2,0.001299545
23/12/2013,46.14,0.002386895
20/12/2013,46.03,0.00719506
19/12/2013,45.7,-0.002185793
18/12/2013,45.8,-0.016672466
17/12/2013,46.57,0.001289214
16/12/2013,46.51,-0.001503921
13/12/2013,46.58,-0.011526275
12/12/2013,47.12,-0.022661482
11/12/2013,48.2,-0.015440348
10/12/2013,48.95,-0.001429009
09/12/2013,49.02,0.0038835
06/12/2013,48.83,0.019646997
05/12/2013,47.88,0.015151805
04/12/2013,47.16,-0.013479564
03/12/2013,47.8,-0.011854147
02/12/2013,48.37,-0.00392036
29/11/2013,48.56,-0.003699901
27/11/2013,48.74,-0.001640017
26/11/2013,48.82,0.00988069
25/11/2013,48.34,0.005393085
22/11/2013,48.08,-0.001662511
21/11/2013,48.16,0.006248719
20/11/2013,47.86,0.003348685
19/11/2013,47.7,0.009902114
18/11/2013,47.23,-0.011368543
15/11/2013,47.77,0.030608128
14/11/2013,46.33,0.009542471
13/11/2013,45.89,0.00087203
12/11/2013,45.85,-0.001089918
11/11/2013,45.9,-0.007596347
08/11/2013,46.25,-0.002159828
07/11/2013,46.35,-0.033937509
06/11/2013,47.95,-0.000833855
05/11/2013,47.99,0.001668405
04/11/2013,47.91,0.027509141
01/11/2013,46.61,-0.002999145
31/10/2013,46.75,-0.031995994
30/10/2013,48.27,0.004151968
29/10/2013,48.07,0.005632642
28/10/2013,47.8,-0.022751757
25/10/2013,48.9,0.001432518
24/10/2013,48.83,0.001229508
23/10/2013,48.77,-0.011417046
22/10/2013,49.33,0.005896124
21/10/2013,49.04,0.003677226
18/10/2013,48.86,0.006570866
17/10/2013,48.54,-0.003496148
16/10/2013,48.71,0.031066816
15/10/2013,47.22,-0.00927494
14/10/2013,47.66,0.001049648
11/10/2013,47.61,0.001050751
10/10/2013,47.56,0.032047177
09/10/2013,46.06,-0.000217085
08/10/2013,46.07,-0.015293782
07/10/2013,46.78,-0.00745398
04/10/2013,47.13,0.001273886
03/10/2013,47.07,-0.002758037
02/10/2013,47.2,0.019035972
01/10/2013,46.31,0.024482097
30/09/2013,45.19,0
27/09/2013,45.19,-0.005076713
26/09/2013,45.42,0.005519387
25/09/2013,45.17,0.025334838
24/09/2013,44.04,0.011188609
23/09/2013,43.55,-0.001376779
20/09/2013,43.61,-0.030931465
19/09/2013,44.98,0.005573529
18/09/2013,44.73,0.006954599
17/09/2013,44.42,0.029702892
16/09/2013,43.12,0.009788006
13/09/2013,42.7,0.007050558
12/09/2013,42.4,-0.019386336
11/09/2013,43.23,0.013507425
10/09/2013,42.65,0.012029866
09/09/2013,42.14,0.00881903
06/09/2013,41.77,-0.010004848
05/09/2013,42.19,-0.00260386
04/09/2013,42.3,0.020057979
03/09/2013,41.46,0.01678259
30/08/2013,40.77,-0.01121963
29/08/2013,41.23,0.042612342
28/08/2013,39.51,-0.005552765
27/08/2013,39.73,-0.017218142
26/08/2013,40.42,-0.004443355
23/08/2013,40.6,-0.000984737
22/08/2013,40.64,0.008897735
21/08/2013,40.28,0.046496372
20/08/2013,38.45,0.009932126
19/08/2013,38.07,0.007646708
16/08/2013,37.78,-0.013147705
15/08/2013,38.28,-0.015295178
14/08/2013,38.87,-0.004107836
13/08/2013,39.03,-0.011970091
12/08/2013,39.5,0.015820692
09/08/2013,38.88,-0.003338044
08/08/2013,39.01,0.001796024
07/08/2013,38.94,-0.007674635
06/08/2013,39.24,-0.011150648
05/08/2013,39.68,-0.003522016
02/08/2013,39.82,-0.003009029
01/08/2013,39.94,-0.003499129
31/07/2013,40.08,0.072957092
30/07/2013,37.26,0.010793413
29/07/2013,36.86,0.000814222
26/07/2013,36.83,-0.010264812
25/07/2013,37.21,0.008095025
24/07/2013,36.91,-0.015858416
23/07/2013,37.5,-0.001598721
22/07/2013,37.56,0.023162899
19/07/2013,36.7,0.004916699
18/07/2013,36.52,0.004665852
17/07/2013,36.35,-0.002198407
16/07/2013,36.43,-0.01281894
15/07/2013,36.9,0.016118366
12/07/2013,36.31,0.006908968
11/07/2013,36.06,0.00779514
10/07/2013,35.78,0.017195632
09/07/2013,35.17,0.005988896
08/07/2013,34.96,-0.010810916
05/07/2013,35.34,0.007384299
03/07/2013,35.08,-0.003414915
02/07/2013,35.2,-0.030771659
01/07/2013,36.3,0.003587695
28/06/2013,36.17,-0.001105278
27/06/2013,36.21,0.020930023
26/06/2013,35.46,0.014486832
25/06/2013,34.95,0.011221525
24/06/2013,34.56,-0.003754517
21/06/2013,34.69,0.01305691
20/06/2013,34.24,-0.02081
19/06/2013,34.96,-0.0226254
18/06/2013,35.76,0.023197646
17/06/2013,34.94,0.035541172
14/06/2013,33.72,-0.026051525
13/06/2013,34.61,0.015138571
12/06/2013,34.09,-0.007597933
11/06/2013,34.35,-0.015884811
10/06/2013,34.9,0.001720677
07/06/2013,34.84,0.014746545
06/06/2013,34.33,0.011130753
05/06/2013,33.95,-0.023578446
04/06/2013,34.76,-0.005451168
03/06/2013,34.95,0.00057241
31/05/2013,34.93,-0.019561219
30/05/2013,35.62,0.014421288
29/05/2013,35.11,-0.011046706
28/05/2013,35.5,0.010761928
24/05/2013,35.12,-0.006527624
23/05/2013,35.35,-0.007889587
22/05/2013,35.63,-0.028771002
21/05/2013,36.67,0.00027274
20/05/2013,36.66,-0.005983156
17/05/2013,36.88,0.013375387
16/05/2013,36.39,0.014113974
15/05/2013,35.88,0.010647341
14/05/2013,35.5,0.000845428
13/05/2013,35.47,-0.01815946
10/05/2013,36.12,0.022114267
09/05/2013,35.33,-0.010418227
08/05/2013,35.7,0.004491866
07/05/2013,35.54,0.007342592
06/05/2013,35.28,0.013411529
03/05/2013,34.81,0.008655565
02/05/2013,34.51,0.024344948
01/05/2013,33.68,-0.040726978
30/04/2013,35.08,-0.004550634
29/04/2013,35.24,0.014865911
26/04/2013,34.72,-0.01685032
25/04/2013,35.31,0.030479645
24/04/2013,34.25,0.019458161
23/04/2013,33.59,0.027465134
22/04/2013,32.68,-0.008834787
19/04/2013,32.97,-0.012957843
18/04/2013,33.4,0.008720548
17/04/2013,33.11,-0.017662486
16/04/2013,33.7,0.001187649
15/04/2013,33.66,-0.031005701
12/04/2013,34.72,0.007516659
11/04/2013,34.46,0.001742667
10/04/2013,34.4,0.022043508
09/04/2013,33.65,-0.003263614
08/04/2013,33.76,0.005048266
05/04/2013,33.59,0.004774703
04/04/2013,33.43,0
03/04/2013,33.43,-0.024232864
02/04/2013,34.25,0.049374276
01/04/2013,32.6,-0.013709278
28/03/2013,33.05,0.002423509
27/03/2013,32.97,-0.009658995
26/03/2013,33.29,-0.004495737
25/03/2013,33.44,0.005698021
22/03/2013,33.25,0.00301205
21/03/2013,33.15,-0.009606799
20/03/2013,33.47,-0.004174127
19/03/2013,33.61,-0.022069455
18/03/2013,34.36,-0.005803847
15/03/2013,34.56,-0.009789885
14/03/2013,34.9,0.006323677
13/03/2013,34.68,-0.028987537
12/03/2013,35.7,-0.000560067
11/03/2013,35.72,0.003084259
08/03/2013,35.61,0.01670717
07/03/2013,35.02,-0.007963637
06/03/2013,35.3,0.001133787
05/03/2013,35.26,-0.004245089
04/03/2013,35.41,0.007654183
01/03/2013,35.14,0.022446986
28/02/2013,34.36,-0.009270055
27/02/2013,34.68,0.010726295
26/02/2013,34.31,0.003211213
25/02/2013,34.2,-0.023122417
22/02/2013,35,-0.000571265
21/02/2013,35.02,-0.014739496
20/02/2013,35.54,-0.099037812
19/02/2013,39.24,0.002551673
15/02/2013,39.14,0.004352843
14/02/2013,38.97,0.01057665
13/02/2013,38.56,0.02308602
12/02/2013,37.68,-0.005029792
11/02/2013,37.87,-0.005529968
08/02/2013,38.08,-0.002098637
07/02/2013,38.16,0.005518343
06/02/2013,37.95,0.006609409
05/02/2013,37.7,-0.007399611
04/02/2013,37.98,-0.013598536
01/02/2013,38.5,0.015971016
31/01/2013,37.89,-0.003951013
30/01/2013,38.04,-0.01409577
29/01/2013,38.58,0.000259235
28/01/2013,38.57,-0.005171979
25/01/2013,38.77,0.004653576
24/01/2013,38.59,0.007543279
23/01/2013,38.3,-0.015287252
22/01/2013,38.89,-0.016069725
18/01/2013,39.52,-0.002274739
17/01/2013,39.61,-0.005538786
16/01/2013,39.83,-0.005008776
15/01/2013,40.03,0.003002254
14/01/2013,39.91,0.007797801
11/01/2013,39.6,0.005317141
10/01/2013,39.39,0.002541943
09/01/2013,39.29,-0.07263432
08/01/2013,42.25,0.004031785
07/01/2013,42.08,-0.000237614
04/01/2013,42.09,0
03/01/2013,42.09,-0.001424502
02/01/2013,42.15,0.033778845
31/12/2012,40.75,0.018576386
28/12/2012,40,-0.032225147
27/12/2012,41.31,0.014630839
26/12/2012,40.71,0.001228954
24/12/2012,40.66,-0.01003312
21/12/2012,41.07,-0.008727328
20/12/2012,41.43,-0.01485413
19/12/2012,42.05,-0.01346424
18/12/2012,42.62,0.028559771
17/12/2012,41.42,0.018027285
14/12/2012,40.68,-0.01173034
13/12/2012,41.16,0.001945526
12/12/2012,41.08,-0.031626977
11/12/2012,42.4,0.005676458
10/12/2012,42.16,0.010970775
07/12/2012,41.7,-0.006930366
06/12/2012,41.99,0.05582845
05/12/2012,39.71,-0.004773279
04/12/2012,39.9,0.000501379
03/12/2012,39.88,0.025137797
30/11/2012,38.89,0.002832498
29/11/2012,38.78,0.001031992
28/11/2012,38.74,0.022185433
27/11/2012,37.89,-0.013109784
26/11/2012,38.39,-0.005714301
23/11/2012,38.61,0.014610226
21/11/2012,38.05,-0.001837994
20/11/2012,38.12,0.010283545
19/11/2012,37.73,0.014684552
16/11/2012,37.18,0.000807211
15/11/2012,37.15,0.028117043
14/11/2012,36.12,-0.007722046
13/11/2012,36.4,-0.003291281
12/11/2012,36.52,-0.013328091
09/11/2012,37.01,0.016344684
08/11/2012,36.41,-0.02173408
07/11/2012,37.21,-0.01837357
06/11/2012,37.9,0.010610179
05/11/2012,37.5,0
02/11/2012,37.5,-0.015873349
01/11/2012,38.1,0.002628122
31/10/2012,38,-0.025719043
26/10/2012,38.99,-0.006900986
25/10/2012,39.26,-0.000763845
24/10/2012,39.29,0.002038217
23/10/2012,39.21,-0.004326257
22/10/2012,39.38,0.011492912
19/10/2012,38.93,-0.020844679
18/10/2012,39.75,0.003780723
17/10/2012,39.6,-0.009300054
16/10/2012,39.97,-0.003496507
15/10/2012,40.11,-0.001494769
12/10/2012,40.17,-0.006698946
11/10/2012,40.44,0.009441064
10/10/2012,40.06,-0.016341042
09/10/2012,40.72,-0.04042899
08/10/2012,42.4,-0.007752887
05/10/2012,42.73,0.00375147
04/10/2012,42.57,0.021128382
03/10/2012,41.68,0.002642644
02/10/2012,41.57,-0.005039003
01/10/2012,41.78,0.000957854
28/09/2012,41.74,-0.005971593
27/09/2012,41.99,0.027524673
26/09/2012,40.85,-0.004884015
25/09/2012,41.05,-0.025019347
24/09/2012,42.09,0.003570157
21/09/2012,41.94,0.00310448
20/09/2012,41.81,-0.005961625
19/09/2012,42.06,0.004050035
18/09/2012,41.89,-0.009739951
17/09/2012,42.3,-0.003539827
14/09/2012,42.45,0.024563057
13/09/2012,41.42,0.010435721
12/09/2012,40.99,0.017224835
11/09/2012,40.29,-0.001488096
10/09/2012,40.35,-0.028583844
07/09/2012,41.52,0.018964828
06/09/2012,40.74,0.018580988
05/09/2012,39.99,0.003507018
04/09/2012,39.85,-0.012468989
31/08/2012,40.35,0.009462222
30/08/2012,39.97,-0.017115635
29/08/2012,40.66,0.003942834
28/08/2012,40.5,0.005446906
27/08/2012,40.28,-0.005446906
24/08/2012,40.5,-0.005417398
23/08/2012,40.72,-0.021140382
22/08/2012,41.59,-0.001681682
21/08/2012,41.66,-0.004311384
20/08/2012,41.84,0.015900118
17/08/2012,41.18,0.000728774
16/08/2012,41.15,0.004383836
15/08/2012,40.97,-0.002681294
14/08/2012,41.08,-0.008483871
13/08/2012,41.43,-0.008891083
10/08/2012,41.8,0.008649742
09/08/2012,41.44,0.011162455
08/08/2012,40.98,0.006119221
07/08/2012,40.73,0.017085967
06/08/2012,40.04,-0.005479466
03/08/2012,40.26,-0.002232975
02/08/2012,40.35,0.02458729
01/08/2012,39.37,0.019492795
31/07/2012,38.61,0.001295841
30/07/2012,38.56,-0.00207254
27/07/2012,38.64,0.033419766
26/07/2012,37.37,-0.003472689
25/07/2012,37.5,0.012612538
24/07/2012,37.03,0.032663807
23/07/2012,35.84,-0.028062364
20/07/2012,36.86,-0.011330038
19/07/2012,37.28,-0.000268204
18/07/2012,37.29,0.022509425
17/07/2012,36.46,0.006880445
16/07/2012,36.21,-0.00303323
13/07/2012,36.32,0.007184336
12/07/2012,36.06,-0.015956322
11/07/2012,36.64,-0.001908658
10/07/2012,36.71,-0.0202245
09/07/2012,37.46,0.002137895
06/07/2012,37.38,-0.014342875
05/07/2012,37.92,-0.018809332
03/07/2012,38.64,0.008577051
02/07/2012,38.31,0.000522193
29/06/2012,38.29,0.040778468
28/06/2012,36.76,-0.013241647
27/06/2012,37.25,0.011067733
26/06/2012,36.84,0.000543036
25/06/2012,36.82,-0.00433605
22/06/2012,36.98,-0.011293478
21/06/2012,37.4,-0.024823033
20/06/2012,38.34,-0.015528262
19/06/2012,38.94,0.018924738
18/06/2012,38.21,0.011317399
15/06/2012,37.78,0.008773152
14/06/2012,37.45,-0.024269194
13/06/2012,38.37,-0.0292779
