Date,Close,PPG
11/07/2013,158.03,0.012672504
10/07/2013,156.04,-0.0031353
09/07/2013,156.53,0.021307624
08/07/2013,153.23,0.005300192
05/07/2013,152.42,0.01874165
03/07/2013,149.59,0.003415144
02/07/2013,149.08,0.004302238
01/07/2013,148.44,0.013769931
28/06/2013,146.41,-0.017736723
27/06/2013,149.03,0.000201322
26/06/2013,149,0.007883341
25/06/2013,147.83,0.007809622
24/06/2013,146.68,-0.015021596
21/06/2013,148.9,-0.007893546
20/06/2013,150.08,-0.026887404
19/06/2013,154.17,-0.015447305
18/06/2013,156.57,0.002942307
17/06/2013,156.11,0.01471279
14/06/2013,153.83,-0.00931744
13/06/2013,155.27,0.028216881
12/06/2013,150.95,-0.006273753
11/06/2013,151.9,-0.015481904
10/06/2013,154.27,-0.004204541
07/06/2013,154.92,0.023842535
06/06/2013,151.27,0.008497694
05/06/2013,149.99,-0.023522745
04/06/2013,153.56,-0.010236565
03/06/2013,155.14,0.009911012
31/05/2013,153.61,-0.017424292
30/05/2013,156.31,-0.00504133
29/05/2013,157.1,-0.001462965
28/05/2013,157.33,0.003183094
24/05/2013,156.83,-0.000191272
23/05/2013,156.86,-0.00438918
22/05/2013,157.55,-0.008783904
21/05/2013,158.94,0.011898875
20/05/2013,157.06,-0.011269508
17/05/2013,158.84,0.020930183
16/05/2013,155.55,-0.005897075
15/05/2013,156.47,-0.002170583
14/05/2013,156.81,0.023225352
13/05/2013,153.21,-0.005986873
10/05/2013,154.13,0.001363415
09/05/2013,153.92,-0.007894948
08/05/2013,155.14,0.012453138
07/05/2013,153.22,0.009574471
06/05/2013,151.76,-0.003420606
03/05/2013,152.28,0.025270662
02/05/2013,148.48,0.022338167
01/05/2013,145.2,-0.013272412
30/04/2013,147.14,0.000815883
29/04/2013,147.02,0.014317765
26/04/2013,144.93,-0.013569287
25/04/2013,146.91,0.013224353
24/04/2013,144.98,0.001242322
23/04/2013,144.8,0.008670073
22/04/2013,143.55,0.013747849
19/04/2013,141.59,0.006661022
18/04/2013,140.65,0.060446891
17/04/2013,132.4,-0.016108234
16/04/2013,134.55,0.023385403
15/04/2013,131.44,-0.03594096
12/04/2013,136.25,-0.009932164
11/04/2013,137.61,0.021670514
10/04/2013,134.66,0.015039003
09/04/2013,132.65,0.009087529
08/04/2013,131.45,-0.002127822
05/04/2013,131.73,-0.016338879
04/04/2013,133.9,0.008851607
03/04/2013,132.72,-0.007282041
02/04/2013,133.69,-0.003509431
01/04/2013,134.16,0.001641179
28/03/2013,133.94,0.003889891
27/03/2013,133.42,-0.004636216
26/03/2013,134.04,0.001119696
25/03/2013,133.89,-0.015415706
22/03/2013,135.97,-0.009661204
21/03/2013,137.29,-0.026735333
20/03/2013,141.01,0.000993331
19/03/2013,140.87,-0.00163138
18/03/2013,141.1,-0.001416431
15/03/2013,141.3,-0.006560176
14/03/2013,142.23,0.005004416
13/03/2013,141.52,0.016960429
12/03/2013,139.14,0.00982241
11/03/2013,137.78,0.003198607
08/03/2013,137.34,0.01370939
07/03/2013,135.47,0.000147645
06/03/2013,135.45,-0.005668657
05/03/2013,136.22,0.004635599
04/03/2013,135.59,0.005769247
01/03/2013,134.81,0.001113297
28/02/2013,134.66,0
27/02/2013,134.66,0.014812869
26/02/2013,132.68,0.01810073
25/02/2013,130.3,-0.015383747
22/02/2013,132.32,0.017073585
21/02/2013,130.08,-0.010933249
20/02/2013,131.51,-0.031437362
19/02/2013,135.71,-0.026755504
15/02/2013,139.39,0.002801827
14/02/2013,139,-0.000791054
13/02/2013,139.11,0.01930674
12/02/2013,136.45,-0.021030507
11/02/2013,139.35,0.003378503
08/02/2013,138.88,0.006573981
07/02/2013,137.97,-0.002605865
06/02/2013,138.33,-0.000289122
05/02/2013,138.37,-0.004110929
04/02/2013,138.94,-0.011592259
01/02/2013,140.56,0.019323232
31/01/2013,137.87,-0.01697272
30/01/2013,140.23,-0.0059014
29/01/2013,141.06,0.007542909
28/01/2013,140,-0.029628148
25/01/2013,144.21,0.00159617
24/01/2013,143.98,0.00396674
23/01/2013,143.41,0.004472717
22/01/2013,142.77,0.00028021
18/01/2013,142.73,0.005268531
17/01/2013,141.98,0.020277455
16/01/2013,139.13,-0.007233175
15/01/2013,140.14,-0.006330711
14/01/2013,141.03,-0.007558401
11/01/2013,142.1,0.002325009
10/01/2013,141.77,0.002613273
09/01/2013,141.4,0.008308822
08/01/2013,140.23,0.014147961
07/01/2013,138.26,-0.008713554
04/01/2013,139.47,0.012409076
03/01/2013,137.75,-0.005790823
02/01/2013,138.55,0.023367255
31/12/2012,135.35,0.019773075
28/12/2012,132.7,-0.003160036
27/12/2012,133.12,-0.012096018
26/12/2012,134.74,-0.003703982
24/12/2012,135.24,0.014748871
21/12/2012,133.26,-0.008443913
20/12/2012,134.39,0.023946927
19/12/2012,131.21,-0.009557112
18/12/2012,132.47,0.017284475
17/12/2012,130.2,0.002075886
14/12/2012,129.93,0.037003516
13/12/2012,125.21,0.005285086
12/12/2012,124.55,-0.003926444
11/12/2012,125.04,0.009643276
10/12/2012,123.84,0.020146679
07/12/2012,121.37,-0.015046486
06/12/2012,123.21,0.030908629
05/12/2012,119.46,-0.007090158
04/12/2012,120.31,-0.00522281
03/12/2012,120.94,-0.027162063
30/11/2012,124.27,0.013203383
29/11/2012,122.64,0.006052198
28/11/2012,121.9,-0.004011631
27/11/2012,122.39,-0.005052985
26/11/2012,123.01,-0.002922317
23/11/2012,123.37,0.013218208
21/11/2012,121.75,0.001644061
20/11/2012,121.55,0.012417378
19/11/2012,120.05,0.037599371
16/11/2012,115.62,0.00320527
15/11/2012,115.25,-0.009155358
14/11/2012,116.31,-0.009753671
13/11/2012,117.45,-0.000170271
12/11/2012,117.47,0.000766447
09/11/2012,117.38,-0.001957531
08/11/2012,117.61,-0.025436838
07/11/2012,120.64,-0.020916975
06/11/2012,123.19,0.011511741
05/11/2012,121.78,0.015391284
02/11/2012,119.92,-0.015555501
01/11/2012,121.8,0.039522893
31/10/2012,117.08,0.008233323
26/10/2012,116.12,0.000861549
25/10/2012,116.02,-0.009863282
24/10/2012,117.17,0.014009081
23/10/2012,115.54,-0.018522224
22/10/2012,117.7,-0.000254853
19/10/2012,117.73,-0.011485643
18/10/2012,119.09,0.001008149
17/10/2012,118.97,0.009713324
16/10/2012,117.82,0.014361676
15/10/2012,116.14,0.0165824
12/10/2012,114.23,-0.01071019
11/10/2012,115.46,0.000866476
10/10/2012,115.36,-0.003029387
09/10/2012,115.71,-0.017221862
08/10/2012,117.72,-0.001867097
05/10/2012,117.94,0.00783116
04/10/2012,117.02,0.003509827
03/10/2012,116.61,0.017125483
02/10/2012,114.63,-0.007993787
01/10/2012,115.55,0.006163481
28/09/2012,114.84,-0.003390276
27/09/2012,115.23,0.005482327
26/09/2012,114.6,-0.00374516
25/09/2012,115.03,-0.015355719
24/09/2012,116.81,-0.006655315
21/09/2012,117.59,-0.006611314
20/09/2012,118.37,0.009592196
19/09/2012,117.24,-0.001789595
18/09/2012,117.45,-0.008900249
17/09/2012,118.5,-0.00286509
14/09/2012,118.84,0.002190212
13/09/2012,118.58,0.023982374
12/09/2012,115.77,-0.000863409
11/09/2012,115.87,0.000690667
10/09/2012,115.79,0.023152216
07/09/2012,113.14,0.001238171
06/09/2012,113,0.038152258
05/09/2012,108.77,0.005531497
04/09/2012,108.17,-0.016958104
31/08/2012,110.02,0.014004165
30/08/2012,108.49,-0.011182518
29/08/2012,109.71,0.007502322
28/08/2012,108.89,-0.00448986
27/08/2012,109.38,0.002104975
24/08/2012,109.15,0.001466948
23/08/2012,108.99,-0.018724415
22/08/2012,111.05,0.032768811
21/08/2012,107.47,-0.015602957
20/08/2012,109.16,-0.009935818
17/08/2012,110.25,0.001906578
16/08/2012,110.04,0.005558861
15/08/2012,109.43,0.008719251
14/08/2012,108.48,-0.01518646
13/08/2012,110.14,-0.00615498
10/08/2012,110.82,-0.004950728
09/08/2012,111.37,0.00233729
08/08/2012,111.11,-0.003683245
07/08/2012,111.52,0.014633086
06/08/2012,109.9,0.006389798
03/08/2012,109.2,0.014388737
02/08/2012,107.64,-0.003894303
01/08/2012,108.06,-0.012872557
31/07/2012,109.46,-0.013880921
30/07/2012,110.99,0.00514883
27/07/2012,110.42,0.020032685
26/07/2012,108.23,0.006860772
25/07/2012,107.49,-0.009905196
24/07/2012,108.56,-0.019972393
23/07/2012,110.75,-0.027606384
20/07/2012,113.85,0.016740128
19/07/2012,111.96,0.071925509
18/07/2012,104.19,0.000576037
17/07/2012,104.13,0.019393607
16/07/2012,102.13,-0.011778011
13/07/2012,103.34,0.026276022
12/07/2012,100.66,-0.00218319
11/07/2012,100.88,-0.01241273
10/07/2012,102.14,-0.011970363
09/07/2012,103.37,-0.021059455
06/07/2012,105.57,0.000758078
05/07/2012,105.49,0.005799322
03/07/2012,104.88,0.001717722
02/07/2012,104.7,-0.013471411
29/06/2012,106.12,0.024998917
28/06/2012,103.5,0.000193255
27/06/2012,103.48,0.006203975
26/06/2012,102.84,0.014791865
25/06/2012,101.33,-0.027833638
22/06/2012,104.19,0.017134149
21/06/2012,102.42,-0.034734375
20/06/2012,106.04,-0.001319386
19/06/2012,106.18,0.013272853
18/06/2012,104.78,0.006126766
15/06/2012,104.14,0.023119048
14/06/2012,101.76,-0.001472971
13/06/2012,101.91,-0.021742097
12/06/2012,104.15,0.021251588
11/06/2012,101.96,-0.016728653
08/06/2012,103.68,0.010666251
07/06/2012,102.58,0.007534651
06/06/2012,101.81,0.028089496
05/06/2012,98.99,0.012401053
04/06/2012,97.77,-0.012097947
01/06/2012,98.96,-0.044276006
31/05/2012,103.44,0.011473145
30/05/2012,102.26,-0.027393688
29/05/2012,105.1,0.018437242
25/05/2012,103.18,-0.009837094
24/05/2012,104.2,0.033173774
23/05/2012,100.8,0.015395685
22/05/2012,99.26,-0.002816903
21/05/2012,99.54,0.020092
18/05/2012,97.56,-0.013135976
17/05/2012,98.85,-0.028915275
16/05/2012,101.75,-0.00421714
15/05/2012,102.18,-0.009157395
14/05/2012,103.12,-0.01987488
11/05/2012,105.19,-0.005120436
10/05/2012,105.73,-0.001984221
09/05/2012,105.94,-0.005365981
08/05/2012,106.51,-0.003654941
07/05/2012,106.9,0.011572788
04/05/2012,105.67,-0.014375218
03/05/2012,107.2,9.32879E-05
02/05/2012,107.19,0.001400364
01/05/2012,107.04,0.01695914
30/04/2012,105.24,-0.003982936
27/04/2012,105.66,0.004172995
26/04/2012,105.22,0.010029216
25/04/2012,104.17,0.021051367
24/04/2012,102,0.009753291
23/04/2012,101.01,-0.002768168
20/04/2012,101.29,0.002867173
19/04/2012,101,0.025368584
18/04/2012,98.47,0.001321071
17/04/2012,98.34,0.014751343
16/04/2012,96.9,0.012252256
13/04/2012,95.72,-0.011529601
12/04/2012,96.83,0.023933838
11/04/2012,94.54,0.026256666
10/04/2012,92.09,-0.023184467
09/04/2012,94.25,-0.021413645
05/04/2012,96.29,0.024921115
04/04/2012,93.92,-0.018565934
03/04/2012,95.68,-0.02068754
02/04/2012,97.68,0.019434145
30/03/2012,95.8,0.001148885
29/03/2012,95.69,0.009555383
28/03/2012,94.78,-0.010077767
27/03/2012,95.74,0.003452789
26/03/2012,95.41,0.018618966
23/03/2012,93.65,0.007395136
22/03/2012,92.96,-0.012613743
21/03/2012,94.14,0.002233212
20/03/2012,93.93,-0.00562664
19/03/2012,94.46,0.009252924
16/03/2012,93.59,-0.000534102
15/03/2012,93.64,-0.000427077
14/03/2012,93.68,-0.006702509
13/03/2012,94.31,0.013020461
12/03/2012,93.09,0.003443455
09/03/2012,92.77,-0.001830812
08/03/2012,92.94,0.026051939
07/03/2012,90.55,0.001547304
06/03/2012,90.41,-0.013294708
05/03/2012,91.62,-0.009559056
02/03/2012,92.5,-0.001728235
01/03/2012,92.66,0.015333888
29/02/2012,91.25,-0.018243529
28/02/2012,92.93,-0.000107602
27/02/2012,92.94,0.013758952
24/02/2012,91.67,-0.005764959
23/02/2012,92.2,0.004347833
22/02/2012,91.8,-0.001850139
21/02/2012,91.97,-0.001629638
17/02/2012,92.12,0.007846596
16/02/2012,91.4,0.016102697
15/02/2012,89.94,-0.006428039
14/02/2012,90.52,-0.00616742
13/02/2012,91.08,0.002748614
10/02/2012,90.83,-0.013124983
09/02/2012,92.03,0.004574175
08/02/2012,91.61,0.003718289
07/02/2012,91.27,0.004282192
06/02/2012,90.88,-0.003734216
03/02/2012,91.22,0.015689196
02/02/2012,89.8,-0.011734885
01/02/2012,90.86,0.01418778
31/01/2012,89.58,0.001228707
30/01/2012,89.47,0.004593074
27/01/2012,89.06,0.002585869
26/01/2012,88.83,-0.00661994
25/01/2012,89.42,0.010341819
24/01/2012,88.5,0.001922751
23/01/2012,88.33,-0.006657288
20/01/2012,88.92,0.013131273
19/01/2012,87.76,-0.024092126
18/01/2012,89.9,0.020906685
17/01/2012,88.04,0.005923918
13/01/2012,87.52,-0.005469476
12/01/2012,88,0.016036999
11/01/2012,86.6,0.005325936
10/01/2012,86.14,0.021236206
09/01/2012,84.33,-0.00508606
06/01/2012,84.76,0.002598938
05/01/2012,84.54,-0.008949659
04/01/2012,85.3,0.002112429
03/01/2012,85.12,0.019335161
30/12/2011,83.49,-0.00597088
29/12/2011,83.99,0.014390463
28/12/2011,82.79,-0.014033214
27/12/2011,83.96,0.00537411
23/12/2011,83.51,0.013866503
22/12/2011,82.36,0.002431317
21/12/2011,82.16,0.016939155
20/12/2011,80.78,0.020637341
19/12/2011,79.13,-0.021750857
16/12/2011,80.87,0.009317416
15/12/2011,80.12,-0.000998004
14/12/2011,80.2,-0.014360237
13/12/2011,81.36,-0.014156936
12/12/2011,82.52,-0.01706157
09/12/2011,83.94,0.015729447
08/12/2011,82.63,-0.024388537
07/12/2011,84.67,-0.009053028
06/12/2011,85.44,0.003165116
05/12/2011,85.17,0.003528585
02/12/2011,84.87,-0.019601608
01/12/2011,86.55,-0.013769581
30/11/2011,87.75,0.053965929
29/11/2011,83.14,0.007121763
28/11/2011,82.55,0.038276277
25/11/2011,79.45,-0.001509244
23/11/2011,79.57,-0.021139807
22/11/2011,81.27,-0.00686698
21/11/2011,81.83,-0.021399596
18/11/2011,83.6,0.010703006
17/11/2011,82.71,-0.026486874
16/11/2011,84.93,-0.028095649
15/11/2011,87.35,0.000687128
14/11/2011,87.29,-0.009350125
11/11/2011,88.11,0.021683865
10/11/2011,86.22,0.009321904
09/11/2011,85.42,-0.045316678
08/11/2011,89.38,0.005384801
07/11/2011,88.9,0.004396603
04/11/2011,88.51,-0.001693289
03/11/2011,88.66,0.022354946
02/11/2011,86.7,0.024519617
01/11/2011,84.6,-0.021169143
31/10/2011,86.41,-0.033681646
28/10/2011,89.37,0.004935512
27/10/2011,88.93,0.046846704
26/10/2011,84.86,0.027840976
25/10/2011,82.53,-0.022405538
24/10/2011,84.4,0.008567401
21/10/2011,83.68,0.036509287
20/10/2011,80.68,0.023070231
19/10/2011,78.84,-0.023689771
18/10/2011,80.73,0.036454816
17/10/2011,77.84,-0.023739611
14/10/2011,79.71,0.025925966
13/10/2011,77.67,-0.001158078
12/10/2011,77.76,0.020134472
11/10/2011,76.21,-0.003013432
10/10/2011,76.44,0.039492859
07/10/2011,73.48,-0.003125215
06/10/2011,73.71,0.012972122
05/10/2011,72.76,0.029145199
04/10/2011,70.67,0.028563119
03/10/2011,68.68,-0.028421606
30/09/2011,70.66,-0.023635811
29/09/2011,72.35,0.011818003
28/09/2011,71.5,-0.041370096
27/09/2011,74.52,0.028308913
26/09/2011,72.44,0.051264233
23/09/2011,68.82,-0.018428394
22/09/2011,70.1,-0.047906682
21/09/2011,73.54,-0.052706492
20/09/2011,77.52,-0.002576657
19/09/2011,77.72,-0.011767851
16/09/2011,78.64,0.015635331
15/09/2011,77.42,0.018511805
14/09/2011,76,0.017387126
13/09/2011,74.69,0.021244287
12/09/2011,73.12,0.00027356
09/09/2011,73.1,-0.023524135
08/09/2011,74.84,-0.002268937
07/09/2011,75.01,0.024426017
06/09/2011,73.2,-0.005041913
02/09/2011,73.57,-0.0196507
01/09/2011,75.03,-0.020578486
31/08/2011,76.59,0.001437251
30/08/2011,76.48,0.013029072
29/08/2011,75.49,0.042622971
26/08/2011,72.34,0.017571223
25/08/2011,71.08,-0.01133117
24/08/2011,71.89,0.010487406
23/08/2011,71.14,0.031413205
22/08/2011,68.94,0.000870701
19/08/2011,68.88,-0.021969438
18/08/2011,70.41,-0.067144836
17/08/2011,75.3,0.001328904
16/08/2011,75.2,-0.018706908
15/08/2011,76.62,0.020570346
12/08/2011,75.06,0.002000401
11/08/2011,74.91,0.025006372
10/08/2011,73.06,-0.056542292
09/08/2011,77.31,0.058049038
08/08/2011,72.95,-0.065394906
05/08/2011,77.88,0.002571357
04/08/2011,77.68,-0.061896001
03/08/2011,82.64,0.011195055
02/08/2011,81.72,-0.026326844
01/08/2011,83.9,-0.003569308
29/07/2011,84.2,-0.004148154
28/07/2011,84.55,-0.005308181
27/07/2011,85,-0.018533079
26/07/2011,86.59,-0.022383029
25/07/2011,88.55,-0.004394621
22/07/2011,88.94,-0.011625438
21/07/2011,89.98,0.007026182
20/07/2011,89.35,0.001231872
19/07/2011,89.24,0.005956747
18/07/2011,88.71,-0.010763642
15/07/2011,89.67,0.013698844
14/07/2011,88.45,-0.016594169
13/07/2011,89.93,0.000889977
12/07/2011,89.85,-0.004663566
11/07/2011,90.27,-0.020286896
08/07/2011,92.12,-0.01347802
07/07/2011,93.37,0.009253348
06/07/2011,92.51,0.01108707
05/07/2011,91.49,-0.003927135
01/07/2011,91.85,0.011607664
30/06/2011,90.79,0.01834098
29/06/2011,89.14,0.007657695
28/06/2011,88.46,0.01710223
27/06/2011,86.96,-0.002297267
24/06/2011,87.16,0.001722455
23/06/2011,87.01,-0.008354841
22/06/2011,87.74,0.00011398
21/06/2011,87.73,0.026566589
20/06/2011,85.43,0.007991581
17/06/2011,84.75,0.00758028
16/06/2011,84.11,0.001665874
15/06/2011,83.97,-0.018056784
14/06/2011,85.5,0.019606155
13/06/2011,83.84,-0.003215245
10/06/2011,84.11,-0.013579945
09/06/2011,85.26,0.009545768
08/06/2011,84.45,-0.014459783
07/06/2011,85.68,0.018612859
06/06/2011,84.1,-0.009820821
03/06/2011,84.93,-0.014494701
02/06/2011,86.17,-0.006823597
01/06/2011,86.76,-0.022114203
31/05/2011,88.7,0.010198389
27/05/2011,87.8,0.008004617
26/05/2011,87.1,-0.002637163
25/05/2011,87.33,0.016161035
24/05/2011,85.93,-0.008459405
23/05/2011,86.66,-0.015912419
20/05/2011,88.05,-0.009944708
19/05/2011,88.93,-0.001685299
18/05/2011,89.08,0.018810753
17/05/2011,87.42,-0.013633476
16/05/2011,88.62,0.001694054
13/05/2011,88.47,-0.013918734
12/05/2011,89.71,-0.003116307
11/05/2011,89.99,-0.019695856
10/05/2011,91.78,0.005462703
09/05/2011,91.28,0.009798064
06/05/2011,90.39,0.001660854
05/05/2011,90.24,-0.001660854
04/05/2011,90.39,-0.018741301
03/05/2011,92.1,-0.021801862
02/05/2011,94.13,-0.005720355
29/04/2011,94.67,0.005614124
28/04/2011,94.14,0.005752652
27/04/2011,93.6,-0.003945199
26/04/2011,93.97,0.00576309
25/04/2011,93.43,-0.012867727
21/04/2011,94.64,0.001057194
20/04/2011,94.54,0.014919288
19/04/2011,93.14,0.018967674
18/04/2011,91.39,-0.013692889
15/04/2011,92.65,0.001728422
14/04/2011,92.49,0.002381469
13/04/2011,92.27,-0.016019264
12/04/2011,93.76,-0.012506787
11/04/2011,94.94,-0.004204337
08/04/2011,95.34,-0.007627643
07/04/2011,96.07,-0.003532838
06/04/2011,96.41,0.000622536
05/04/2011,96.35,-0.001451981
04/04/2011,96.49,0.014510406
01/04/2011,95.1,-0.001156009
31/03/2011,95.21,-0.007533781
30/03/2011,95.93,0.057274927
29/03/2011,90.59,0.013446888
28/03/2011,89.38,-0.000671066
25/03/2011,89.44,0.008533625
24/03/2011,88.68,0.004520803
23/03/2011,88.28,0.002154562
22/03/2011,88.09,-0.005321269
21/03/2011,88.56,0.012498742
18/03/2011,87.46,0.003436036
17/03/2011,87.16,0.018995243
16/03/2011,85.52,-0.014856355
15/03/2011,86.8,-0.011910356
14/03/2011,87.84,0.003878184
11/03/2011,87.5,0.012072581
10/03/2011,86.45,-0.018338623
09/03/2011,88.05,-0.008819596
08/03/2011,88.83,0.014857092
07/03/2011,87.52,-0.011925861
04/03/2011,88.57,-0.013123401
03/03/2011,89.74,0.019466156
02/03/2011,88.01,0.003072549
01/03/2011,87.74,-0.007267804
28/02/2011,88.38,0.010807227
25/02/2011,87.43,0.017072741
24/02/2011,85.95,-0.00695655
23/02/2011,86.55,-0.005875255
22/02/2011,87.06,-0.034766481
18/02/2011,90.14,0.007684207
17/02/2011,89.45,0.008419921
16/02/2011,88.7,0.003953691
15/02/2011,88.35,-0.001583353
14/02/2011,88.49,0.001243852
11/02/2011,88.38,0.009778361
10/02/2011,87.52,0.011838538
09/02/2011,86.49,-0.002771044
08/02/2011,86.73,0.007406584
07/02/2011,86.09,0.002791673
04/02/2011,85.85,0.002916304
03/02/2011,85.6,0.005270876
02/02/2011,85.15,-0.010049161
01/02/2011,86.01,0.02031898
31/01/2011,84.28,0.012536729
28/01/2011,83.23,-0.008256104
27/01/2011,83.92,-0.010313647
