Date,Close,NSC
23/05/2013,77.45,-0.004894394
22/05/2013,77.83,-0.027249642
21/05/2013,79.98,-0.003370159
20/05/2013,80.25,0.000249252
17/05/2013,80.23,0.011281142
16/05/2013,79.33,-0.012900173
15/05/2013,80.36,0.003865101
14/05/2013,80.05,0.020827512
13/05/2013,78.4,-0.007750499
10/05/2013,79.01,0.005329962
09/05/2013,78.59,-0.00646841
08/05/2013,79.1,0.008761405
07/05/2013,78.41,0.007553003
06/05/2013,77.82,0.00012851
03/05/2013,77.81,0.017371451
02/05/2013,76.47,0.016747276
01/05/2013,75.2,-0.029093914
30/04/2013,77.42,0.010648068
29/04/2013,76.6,0.013670034
26/04/2013,75.56,-0.003698815
25/04/2013,75.84,0.01220498
24/04/2013,74.92,-0.01220498
23/04/2013,75.84,0.010338064
22/04/2013,75.06,0.004138581
19/04/2013,74.75,0.011977803
18/04/2013,73.86,0.002032934
17/04/2013,73.71,-0.028882874
16/04/2013,75.87,0.023470873
15/04/2013,74.11,-0.035784364
12/04/2013,76.81,0.00810462
11/04/2013,76.19,0.004736228
10/04/2013,75.83,0.019306904
09/04/2013,74.38,-0.013089542
08/04/2013,75.36,0.011209085
05/04/2013,74.52,0.008896136
04/04/2013,73.86,-0.017447765
03/04/2013,75.16,-0.014398241
02/04/2013,76.25,0.001706373
01/04/2013,76.12,-0.012532801
28/03/2013,77.08,0.010433063
27/03/2013,76.28,0.006972336
26/03/2013,75.75,0.018251356
25/03/2013,74.38,-0.003623435
22/03/2013,74.65,-0.002809178
21/03/2013,74.86,-0.015376761
20/03/2013,76.02,0.007526278
19/03/2013,75.45,0.00451648
18/03/2013,75.11,-0.006767093
15/03/2013,75.62,0.007433005
14/03/2013,75.06,0.010176842
13/03/2013,74.3,-0.002419681
12/03/2013,74.48,-0.007224112
11/03/2013,75.02,0.00333801
08/03/2013,74.77,0.018629048
07/03/2013,73.39,-0.013668255
06/03/2013,74.4,-0.011891382
05/03/2013,75.29,0.013640222
04/03/2013,74.27,0.007026106
01/03/2013,73.75,0.009536857
28/02/2013,73.05,0.004802754
27/02/2013,72.7,0.018884205
26/02/2013,71.34,-0.001400757
25/02/2013,71.44,-0.02310722
22/02/2013,73.11,0.02156865
21/02/2013,71.55,-0.009735821
20/02/2013,72.25,-0.013063094
19/02/2013,73.2,0.023497971
15/02/2013,71.5,-0.006551916
14/02/2013,71.97,0.001251304
13/02/2013,71.88,0.003344485
12/02/2013,71.64,0.015048452
11/02/2013,70.57,0.02249862
08/02/2013,69,0.0031935
07/02/2013,68.78,-0.005365053
06/02/2013,69.15,0.0042026
05/02/2013,68.86,0.00349142
04/02/2013,68.62,-0.01418053
01/02/2013,69.6,0.010543898
31/01/2013,68.87,-0.00029036
30/01/2013,68.89,-0.026358781
29/01/2013,70.73,0.01108911
28/01/2013,69.95,0.003723866
25/01/2013,69.69,-0.002006881
24/01/2013,69.83,0.020544704
23/01/2013,68.41,0.021722317
22/01/2013,66.94,0.003591743
18/01/2013,66.7,0.011308074
17/01/2013,65.95,0.007610387
16/01/2013,65.45,-0.000152777
15/01/2013,65.46,0.009054002
14/01/2013,64.87,0.012877379
11/01/2013,64.04,-0.009789527
10/01/2013,64.67,-0.001236285
09/01/2013,64.75,0.011806879
08/01/2013,63.99,-0.013041638
07/01/2013,64.83,-0.008294978
04/01/2013,65.37,0.029653651
03/01/2013,63.46,0.002682447
02/01/2013,63.29,0.023176935
31/12/2012,61.84,0.012529657
28/12/2012,61.07,-0.002453186
27/12/2012,61.22,-0.006187937
26/12/2012,61.6,-0.006311211
24/12/2012,61.99,-0.008993155
21/12/2012,62.55,-0.006692186
20/12/2012,62.97,0.013107605
19/12/2012,62.15,-0.004655278
18/12/2012,62.44,0.013219602
17/12/2012,61.62,0.004228336
14/12/2012,61.36,0.001957586
13/12/2012,61.24,-0.00472429
12/12/2012,61.53,-0.000324992
11/12/2012,61.55,-0.008574023
10/12/2012,62.08,0.009224113
07/12/2012,61.51,0.002115714
06/12/2012,61.38,-0.003415471
05/12/2012,61.59,0.022661068
04/12/2012,60.21,0.013039302
03/12/2012,59.43,-0.015858775
30/11/2012,60.38,-0.001654808
29/11/2012,60.48,0.012813221
28/11/2012,59.71,0.012979533
27/11/2012,58.94,0.011775885
26/11/2012,58.25,0.008447598
23/11/2012,57.76,0.012719049
21/11/2012,57.03,0.002106373
20/11/2012,56.91,-0.019489046
19/11/2012,58.03,0.029555356
16/11/2012,56.34,-0.011997321
15/11/2012,57.02,-0.008556762
14/11/2012,57.51,-0.017238834
13/11/2012,58.51,0.007720721
12/11/2012,58.06,0.001033948
09/11/2012,58,-0.019464504
08/11/2012,59.14,-0.014103659
07/11/2012,59.98,-0.025026001
06/11/2012,61.5,0.008327259
05/11/2012,60.99,-0.002292828
02/11/2012,61.13,-0.010415066
01/11/2012,61.77,0.006822639
31/10/2012,61.35,-0.022882081
26/10/2012,62.77,0.003191322
25/10/2012,62.57,0.023937743
24/10/2012,61.09,-0.077458059
23/10/2012,66.01,-0.012345836
22/10/2012,66.83,0.017966815
19/10/2012,65.64,-0.016019687
18/10/2012,66.7,-0.007617093
17/10/2012,67.21,-0.007411834
16/10/2012,67.71,0.001477978
15/10/2012,67.61,0.004892885
12/10/2012,67.28,0.019814518
11/10/2012,65.96,-0.006648559
10/10/2012,66.4,-0.008249016
09/10/2012,66.95,-0.004916944
08/10/2012,67.28,0.005664049
05/10/2012,66.9,0.010820665
04/10/2012,66.18,0.008802607
03/10/2012,65.6,0.008880781
02/10/2012,65.02,0.008805185
01/10/2012,64.45,0.012804672
28/09/2012,63.63,-0.008606578
27/09/2012,64.18,-0.006058271
26/09/2012,64.57,-0.007713707
25/09/2012,65.07,-0.018424579
24/09/2012,66.28,0.019500923
21/09/2012,65,-0.016932751
20/09/2012,66.11,-0.094883802
19/09/2012,72.69,-0.016914876
18/09/2012,73.93,-0.004049682
17/09/2012,74.23,-0.006177833
14/09/2012,74.69,0.002144485
13/09/2012,74.53,0.006866402
12/09/2012,74.02,0.006777849
11/09/2012,73.52,0.015351179
10/09/2012,72.4,0.006651909
07/09/2012,71.92,-0.001389468
06/09/2012,72.02,0.027306412
05/09/2012,70.08,-0.013887144
04/09/2012,71.06,-0.019510095
31/08/2012,72.46,-0.002481049
30/08/2012,72.64,-0.013944177
29/08/2012,73.66,0
28/08/2012,73.66,0.003944778
27/08/2012,73.37,-0.003129893
24/08/2012,73.6,0.000271776
23/08/2012,73.58,-0.014705155
22/08/2012,74.67,-0.002808427
21/08/2012,74.88,0.000667958
20/08/2012,74.83,-0.003601685
17/08/2012,75.1,0.005474344
16/08/2012,74.69,-0.00040158
15/08/2012,74.72,0.008467223
14/08/2012,74.09,-0.002561166
13/08/2012,74.28,-0.003762434
10/08/2012,74.56,0.011737066
09/08/2012,73.69,-0.015084461
08/08/2012,74.81,-0.002136468
07/08/2012,74.97,0.00334024
06/08/2012,74.72,-0.002939999
03/08/2012,74.94,0.020763858
02/08/2012,73.4,0.00122691
01/08/2012,73.31,-0.010043515
31/07/2012,74.05,-0.001754031
30/07/2012,74.18,-0.006851642
27/07/2012,74.69,0.022886773
26/07/2012,73,0.017968694
25/07/2012,71.7,-0.003619661
24/07/2012,71.96,-0.003191123
23/07/2012,72.19,-0.011020913
20/07/2012,72.99,-0.016172127
19/07/2012,74.18,0.00513584
18/07/2012,73.8,-0.001218769
17/07/2012,73.89,0.001896506
16/07/2012,73.75,0.00081389
13/07/2012,73.69,0.025425681
12/07/2012,71.84,0.007965942
11/07/2012,71.27,0.003936459
10/07/2012,70.99,-0.015098847
09/07/2012,72.07,-0.001802177
06/07/2012,72.2,0.004024709
05/07/2012,71.91,0
03/07/2012,71.91,0.006837395
02/07/2012,71.42,-0.004888619
29/06/2012,71.77,0.023971819
28/06/2012,70.07,0.004433963
27/06/2012,69.76,0.006471584
26/06/2012,69.31,0.008257925
25/06/2012,68.74,-0.018163971
22/06/2012,70,-0.016154524
21/06/2012,71.14,-0.007701501
20/06/2012,71.69,0.005314698
19/06/2012,71.31,0.003371263
18/06/2012,71.07,0.029993679
15/06/2012,68.97,0.011227063
14/06/2012,68.2,0.015217846
13/06/2012,67.17,-0.000297708
12/06/2012,67.19,0.019082541
11/06/2012,65.92,-0.007857399
08/06/2012,66.44,0.006644543
07/06/2012,66,0.006841532
06/06/2012,65.55,0.029099716
05/06/2012,63.67,-0.00031407
04/06/2012,63.69,-0.009376534
01/06/2012,64.29,-0.018951341
31/05/2012,65.52,0.002751033
30/05/2012,65.34,-0.017597541
29/05/2012,66.5,0.001053186
25/05/2012,66.43,-0.015089552
24/05/2012,67.44,-0.009592046
23/05/2012,68.09,0.011967344
22/05/2012,67.28,-0.001930359
21/05/2012,67.41,0.031188969
18/05/2012,65.34,-0.013227103
17/05/2012,66.21,-0.025793454
16/05/2012,67.94,0.000736214
15/05/2012,67.89,-0.001766005
14/05/2012,68.01,-0.006302696
11/05/2012,68.44,0.003952864
10/05/2012,68.17,-0.00322203
09/05/2012,68.39,-0.026548955
08/05/2012,70.23,-0.02475165
07/05/2012,71.99,0.00501324
04/05/2012,71.63,-0.018534417
03/05/2012,72.97,-0.010225735
02/05/2012,73.72,-0.009316209
01/05/2012,74.41,0.020090264
30/04/2012,72.93,-0.006015056
27/04/2012,73.37,0.00190996
26/04/2012,73.23,0.004379369
25/04/2012,72.91,0.037592633
24/04/2012,70.22,0.011746303
23/04/2012,69.4,-0.001871447
20/04/2012,69.53,0.012009115
19/04/2012,68.7,-0.01402061
18/04/2012,69.67,0.008938929
17/04/2012,69.05,0.011799977
16/04/2012,68.24,0.011792589
13/04/2012,67.44,-0.006944985
12/04/2012,67.91,0.025956111
11/04/2012,66.17,0.01292892
10/04/2012,65.32,-0.021056599
09/04/2012,66.71,-0.016649708
05/04/2012,67.83,0.012610508
04/04/2012,66.98,0.010505875
03/04/2012,66.28,-0.01110289
02/04/2012,67.02,0.017915421
30/03/2012,65.83,-0.005151527
29/03/2012,66.17,0.004088747
28/03/2012,65.9,-0.006051456
27/03/2012,66.3,0.002567396
26/03/2012,66.13,0.025732772
23/03/2012,64.45,-0.003871472
22/03/2012,64.7,-0.037912046
21/03/2012,67.2,0.003727175
20/03/2012,66.95,-0.019963694
19/03/2012,68.3,-0.009906841
16/03/2012,68.98,0.006545002
15/03/2012,68.53,0.053653862
14/03/2012,64.95,-0.031820867
13/03/2012,67.05,0.01442116
12/03/2012,66.09,-0.005883701
09/03/2012,66.48,-0.004352727
08/03/2012,66.77,0.022721365
07/03/2012,65.27,-0.010364367
06/03/2012,65.95,-0.025893836
05/03/2012,67.68,-0.006186498
02/03/2012,68.1,-0.012694414
01/03/2012,68.97,0.001015449
29/02/2012,68.9,-0.009677262
28/02/2012,69.57,-0.014555051
27/02/2012,70.59,0.00796477
24/02/2012,70.03,0.010334526
23/02/2012,69.31,0.012485644
22/02/2012,68.45,-0.003936726
21/02/2012,68.72,-0.001308806
17/02/2012,68.81,0.005391634
16/02/2012,68.44,0.008805458
15/02/2012,67.84,-0.037041272
14/02/2012,70.4,-0.009190591
13/02/2012,71.05,-0.006733088
10/02/2012,71.53,-0.011122039
09/02/2012,72.33,-0.003036998
08/02/2012,72.55,0.002898753
07/02/2012,72.34,0.002768551
06/02/2012,72.14,-0.020172211
03/02/2012,73.61,0.016850868
02/02/2012,72.38,-0.004136225
01/02/2012,72.68,0.006626198
31/01/2012,72.2,-0.013482114
30/01/2012,73.18,-0.010331794
27/01/2012,73.94,-0.012499323
26/01/2012,74.87,-0.003998939
25/01/2012,75.17,-0.004115505
24/01/2012,75.48,-0.006207509
23/01/2012,75.95,-0.017101128
20/01/2012,77.26,-0.008762943
19/01/2012,77.94,0.020873254
18/01/2012,76.33,0.000262055
17/01/2012,76.31,-0.00248675
13/01/2012,76.5,-0.022490285
12/01/2012,78.24,0.003072199
11/01/2012,78,0.003596202
10/01/2012,77.72,0.016606505
09/01/2012,76.44,0.014893191
06/01/2012,75.31,-0.005957521
05/01/2012,75.76,0.009415891
04/01/2012,75.05,0.016931337
03/01/2012,73.79,0.012683429
30/12/2011,72.86,0.000137259
29/12/2011,72.85,0.014796647
28/12/2011,71.78,-0.013560468
27/12/2011,72.76,0
23/12/2011,72.76,0.006618888
22/12/2011,72.28,0.00973176
21/12/2011,71.58,0.010109606
20/12/2011,70.86,0.023849756
19/12/2011,69.19,-0.009064158
16/12/2011,69.82,0.002294237
15/12/2011,69.66,-0.005154651
14/12/2011,70.02,-0.019657
13/12/2011,71.41,-0.023116816
12/12/2011,73.08,-0.00966849
09/12/2011,73.79,0.010215985
08/12/2011,73.04,-0.023008188
07/12/2011,74.74,-0.001604278
06/12/2011,74.86,-0.011818742
05/12/2011,75.75,0.009817006
02/12/2011,75.01,0.003070968
01/12/2011,74.78,-0.010111848
30/11/2011,75.54,0.034750972
29/11/2011,72.96,-0.001095891
28/11/2011,73.04,0.036245953
25/11/2011,70.44,0.0012785
23/11/2011,70.35,-0.018310371
22/11/2011,71.65,-0.000837054
21/11/2011,71.71,-0.021793966
18/11/2011,73.29,0.008495529
17/11/2011,72.67,-0.019216946
16/11/2011,74.08,-0.01713104
15/11/2011,75.36,0.004655192
14/11/2011,75.01,-0.009024613
11/11/2011,75.69,0.02542283
10/11/2011,73.79,0.025251788
09/11/2011,71.95,-0.033215655
08/11/2011,74.38,0.007421935
07/11/2011,73.83,0.003935677
04/11/2011,73.54,-0.004883352
03/11/2011,73.9,0.013349878
02/11/2011,72.92,0.003021565
01/11/2011,72.7,-0.017588564
31/10/2011,73.99,-0.013291462
28/10/2011,74.98,-0.002397763
27/10/2011,75.16,0.074415057
26/10/2011,69.77,0.005605476
25/10/2011,69.38,-0.017148177
24/10/2011,70.58,-0.004523615
21/10/2011,70.9,0.030212048
20/10/2011,68.79,0.020710148
19/10/2011,67.38,-0.015901395
18/10/2011,68.46,0.030853827
17/10/2011,66.38,-0.026608779
14/10/2011,68.17,0.016715129
13/10/2011,67.04,-0.005948858
12/10/2011,67.44,0.003416268
11/10/2011,67.21,-0.003564537
10/10/2011,67.45,0.039001315
07/10/2011,64.87,-0.008901225
06/10/2011,65.45,0.033085257
05/10/2011,63.32,0.02510726
04/10/2011,61.75,0.028582761
03/10/2011,60.01,-0.016690464
30/09/2011,61.02,-0.039365674
29/09/2011,63.47,0.033483304
28/09/2011,61.38,-0.033798364
27/09/2011,63.49,0.013797697
26/09/2011,62.62,0.017559855
23/09/2011,61.53,0.017873723
22/09/2011,60.44,-0.024353578
21/09/2011,61.93,-0.0867153
20/09/2011,67.54,-0.010017762
19/09/2011,68.22,-0.031739537
16/09/2011,70.42,0.009990093
15/09/2011,69.72,0.020577454
14/09/2011,68.3,0.021009798
13/09/2011,66.88,0.03221184
12/09/2011,64.76,-0.00108033
09/09/2011,64.83,-0.025132691
08/09/2011,66.48,-0.00569973
07/09/2011,66.86,0.027752179
06/09/2011,65.03,-0.00138302
02/09/2011,65.12,-0.026219582
01/09/2011,66.85,-0.012339412
31/08/2011,67.68,0.001034814
30/08/2011,67.61,0.017155638
29/08/2011,66.46,0.01944759
26/08/2011,65.18,0.014682282
25/08/2011,64.23,-0.018510478
24/08/2011,65.43,0.014315645
23/08/2011,64.5,0.030539128
22/08/2011,62.56,-0.007960558
19/08/2011,63.06,-0.018539416
18/08/2011,64.24,-0.061283697
17/08/2011,68.3,0.00117199
16/08/2011,68.22,-0.015851419
15/08/2011,69.31,0.016584611
12/08/2011,68.17,0.00249688
11/08/2011,68,0.019152838
10/08/2011,66.71,-0.017386574
09/08/2011,67.88,0.044739745
08/08/2011,64.91,-0.063854648
05/08/2011,69.19,0.004780886
04/08/2011,68.86,-0.042644324
03/08/2011,71.86,-0.015191564
02/08/2011,72.96,-0.030771659
01/08/2011,75.24,-0.006095156
29/07/2011,75.7,-0.010643291
28/07/2011,76.51,0.005110409
27/07/2011,76.12,0.007516354
26/07/2011,75.55,-0.011842244
25/07/2011,76.45,0.003144245
22/07/2011,76.21,-0.005756918
21/07/2011,76.65,0.020562211
20/07/2011,75.09,0.006144823
19/07/2011,74.63,0.016073825
18/07/2011,73.44,-0.00637939
15/07/2011,73.91,-0.001757351
14/07/2011,74.04,-0.007669059
13/07/2011,74.61,0.009291119
12/07/2011,73.92,-0.010094978
11/07/2011,74.67,-0.01343552
08/07/2011,75.68,-0.017161619
07/07/2011,76.99,0.007300254
06/07/2011,76.43,0.006168403
05/07/2011,75.96,-0.012689032
01/07/2011,76.93,0.026341573
30/06/2011,74.93,0.009655432
29/06/2011,74.21,0.016028596
28/06/2011,73.03,0.012538917
27/06/2011,72.12,0.006259148
24/06/2011,71.67,-0.009719599
23/06/2011,72.37,-0.011403572
22/06/2011,73.2,0.000273261
21/06/2011,73.18,0.021687431
20/06/2011,71.61,0.008977476
17/06/2011,70.97,0.010766502
16/06/2011,70.21,-0.011329961
15/06/2011,71.01,-0.015372019
14/06/2011,72.11,0.02130424
13/06/2011,70.59,0.003121455
10/06/2011,70.37,-0.015090901
09/06/2011,71.44,0.012819785
08/06/2011,70.53,-0.010577632
07/06/2011,71.28,0.012848747
06/06/2011,70.37,-0.004961382
03/06/2011,70.72,-0.012645946
02/06/2011,71.62,0.011656617
01/06/2011,70.79,-0.034979277
31/05/2011,73.31,0.010145412
27/05/2011,72.57,0.007746615
26/05/2011,72.01,-0.001803677
25/05/2011,72.14,0.013396795
24/05/2011,71.18,-0.008394006
23/05/2011,71.78,-0.00666484
20/05/2011,72.26,-0.006208201
19/05/2011,72.71,0.008286196
18/05/2011,72.11,0.017627765
17/05/2011,70.85,-0.007312647
16/05/2011,71.37,-0.002798379
13/05/2011,71.57,-0.019509439
12/05/2011,72.98,-0.000684885
11/05/2011,73.03,-0.01616334
10/05/2011,74.22,0.014658243
09/05/2011,73.14,0.002601138
06/05/2011,72.95,0.010057259
05/05/2011,72.22,-0.001245416
04/05/2011,72.31,-0.031848092
03/05/2011,74.65,0.000535978
02/05/2011,74.61,-0.000937772
29/04/2011,74.68,0.010905527
28/04/2011,73.87,0.076787779
27/04/2011,68.41,-0.000146167
26/04/2011,68.42,0.020375723
25/04/2011,67.04,0.01155215
21/04/2011,66.27,-0.006167752
20/04/2011,66.68,-0.008511961
19/04/2011,67.25,0.005218051
18/04/2011,66.9,-0.01247788
15/04/2011,67.74,0.01128278
14/04/2011,66.98,-0.012610508
13/04/2011,67.83,0.000884956
12/04/2011,67.77,0.001624456
11/04/2011,67.66,-0.000443295
08/04/2011,67.69,-0.006479186
07/04/2011,68.13,-0.00745781
06/04/2011,68.64,-0.001601281
05/04/2011,68.75,-0.012000433
04/04/2011,69.58,0.003743705
01/04/2011,69.32,0.000721553
31/03/2011,69.27,0.004050345
30/03/2011,68.99,-0.008228123
29/03/2011,69.56,0.011422086
28/03/2011,68.77,0.001309567
25/03/2011,68.68,0.013633576
24/03/2011,67.75,0.015919402
23/03/2011,66.68,-0.009255179
22/03/2011,67.3,-0.00754944
21/03/2011,67.81,0.022821484
18/03/2011,66.28,0.006660636
17/03/2011,65.84,0.023201471
16/03/2011,64.33,-0.018939668
15/03/2011,65.56,-0.005627819
14/03/2011,65.93,-0.009059401
11/03/2011,66.53,0.024035231
10/03/2011,64.95,-0.006904515
09/03/2011,65.4,-0.003967654
08/03/2011,65.66,0.012567215
07/03/2011,64.84,-0.007069339
04/03/2011,65.3,-0.006563406
03/03/2011,65.73,0.008709659
02/03/2011,65.16,0.00554018
01/03/2011,64.8,-0.011965168
28/02/2011,65.58,0.014127999
25/02/2011,64.66,0.008542414
24/02/2011,64.11,0.006415795
23/02/2011,63.7,-0.010929071
22/02/2011,64.4,-0.009273637
18/02/2011,65,-0.003072199
17/02/2011,65.2,0.004457774
16/02/2011,64.91,0.006956819
15/02/2011,64.46,0.000465513
14/02/2011,64.43,0.005134999
11/02/2011,64.1,0.016674918
10/02/2011,63.04,0.014701447
09/02/2011,62.12,0.008406128
08/02/2011,61.6,0.001624696
07/02/2011,61.5,0.007016428
04/02/2011,61.07,0.003937659
03/02/2011,60.83,-0.001150086
02/02/2011,60.9,-0.019834824
01/02/2011,62.12,0.015084221
31/01/2011,61.19,0.013325853
28/01/2011,60.38,-0.031464002
27/01/2011,62.31,-0.006717876
