Date,Close,TROW
13/11/2013,78.83,0.005214638
12/11/2013,78.42,-0.004707088
11/11/2013,78.79,-0.000126912
08/11/2013,78.8,0.028054858
07/11/2013,76.62,-0.012838146
06/11/2013,77.61,0.008410479
05/11/2013,76.96,-0.006734032
04/11/2013,77.48,-0.001934112
01/11/2013,77.63,0.002837979
31/10/2013,77.41,-0.009514086
30/10/2013,78.15,0.001152295
29/10/2013,78.06,0.003593433
28/10/2013,77.78,0.026445884
25/10/2013,75.75,0.00383573
24/10/2013,75.46,-0.031052723
23/10/2013,77.84,0.007220248
22/10/2013,77.28,0.005709852
21/10/2013,76.84,0.000130149
18/10/2013,76.83,0.006398142
17/10/2013,76.34,0.01119685
16/10/2013,75.49,0.017101285
15/10/2013,74.21,-0.003631721
14/10/2013,74.48,-0.002413841
11/10/2013,74.66,0.010096337
10/10/2013,73.91,0.031054983
09/10/2013,71.65,0.009395007
08/10/2013,70.98,-0.011347043
07/10/2013,71.79,-0.012733736
04/10/2013,72.71,0.010090624
03/10/2013,71.98,0
02/10/2013,71.98,-0.001804428
01/10/2013,72.11,0.002499307
30/09/2013,71.93,-0.007203245
27/09/2013,72.45,-0.001654945
26/09/2013,72.57,-0.003164342
25/09/2013,72.8,-0.0012355
24/09/2013,72.89,-0.003834046
23/09/2013,73.17,-0.010738906
20/09/2013,73.96,-0.009286117
19/09/2013,74.65,0.025094569
18/09/2013,72.8,0.000137372
17/09/2013,72.79,0.00247593
16/09/2013,72.61,0.014566395
13/09/2013,71.56,-0.00069847
12/09/2013,71.61,0.000419024
11/09/2013,71.58,-0.006405815
10/09/2013,72.04,0.012431196
09/09/2013,71.15,0.006061906
06/09/2013,70.72,-0.003106031
05/09/2013,70.94,0.00155181
04/09/2013,70.83,0.001837067
03/09/2013,70.7,0.007952328
30/08/2013,70.14,-0.008800625
29/08/2013,70.76,0.003681159
28/08/2013,70.5,0.002840911
27/08/2013,70.3,-0.020973392
26/08/2013,71.79,-0.010944211
23/08/2013,72.58,-0.000550964
22/08/2013,72.62,0.012052511
21/08/2013,71.75,-0.011363759
20/08/2013,72.57,0.011503141
19/08/2013,71.74,-0.013980434
16/08/2013,72.75,0.000412456
15/08/2013,72.72,-0.015690342
14/08/2013,73.87,-0.009565583
13/08/2013,74.58,0.007942426
12/08/2013,73.99,-0.00928237
09/08/2013,74.68,-0.007470686
08/08/2013,75.24,0.010018116
07/08/2013,74.49,-0.012540186
06/08/2013,75.43,-0.005816275
05/08/2013,75.87,-0.006306682
02/08/2013,76.35,-0.005225355
01/08/2013,76.75,0.019870382
31/07/2013,75.24,0.008944723
30/07/2013,74.57,-0.00080429
29/07/2013,74.63,-0.021474844
26/07/2013,76.25,0.006843032
25/07/2013,75.73,0.001585834
24/07/2013,75.61,-0.051299907
23/07/2013,79.59,-0.00526317
22/07/2013,80.01,0.010427885
19/07/2013,79.18,0.010537773
18/07/2013,78.35,0.002300027
17/07/2013,78.17,0.00757628
16/07/2013,77.58,-0.004757933
15/07/2013,77.95,0.006435029
12/07/2013,77.45,0.000129124
11/07/2013,77.44,0.0245764
10/07/2013,75.56,-0.013147705
09/07/2013,76.56,0.008789824
08/07/2013,75.89,0.006875606
05/07/2013,75.37,0.017533742
03/07/2013,74.06,0.000945627
02/07/2013,73.99,0.004334288
01/07/2013,73.67,0.00640024
28/06/2013,73.2,-0.00626449
27/06/2013,73.66,0.006401111
26/06/2013,73.19,0.011681573
25/06/2013,72.34,0.024913815
24/06/2013,70.56,-0.021174457
21/06/2013,72.07,-0.008428375
20/06/2013,72.68,-0.027547708
19/06/2013,74.71,-0.012106846
18/06/2013,75.62,0.014921673
17/06/2013,74.5,0.01487519
14/06/2013,73.4,-0.012859737
13/06/2013,74.35,0.025748987
12/06/2013,72.46,-0.020354504
11/06/2013,73.95,-0.020213525
10/06/2013,75.46,-0.00291121
07/06/2013,75.68,0.022583976
06/06/2013,73.99,0.009915192
05/06/2013,73.26,-0.02653533
04/06/2013,75.23,-0.00992006
03/06/2013,75.98,0.00092172
31/05/2013,75.91,-0.020858532
30/05/2013,77.51,0.003748469
29/05/2013,77.22,-0.009537384
28/05/2013,77.96,0.013429954
24/05/2013,76.92,0.000910451
23/05/2013,76.85,-0.011385813
22/05/2013,77.73,-0.011384837
21/05/2013,78.62,0.003312527
20/05/2013,78.36,0
17/05/2013,78.36,0.014266677
16/05/2013,77.25,-0.004262746
15/05/2013,77.58,0.012060057
14/05/2013,76.65,0.019231362
13/05/2013,75.19,0
10/05/2013,75.19,0.009890484
09/05/2013,74.45,-0.005491943
08/05/2013,74.86,0.017654255
07/05/2013,73.55,0.003677727
06/05/2013,73.28,0.000409472
03/05/2013,73.25,0.012224587
02/05/2013,72.36,0.009023453
01/05/2013,71.71,-0.010956354
30/04/2013,72.5,0.014168872
29/04/2013,71.48,0.006456163
26/04/2013,71.02,-0.009250241
25/04/2013,71.68,-0.014817137
24/04/2013,72.75,-0.047512962
23/04/2013,76.29,0.017187097
22/04/2013,74.99,0.006153042
19/04/2013,74.53,0.014052386
18/04/2013,73.49,-0.014723032
17/04/2013,74.58,-0.019781594
16/04/2013,76.07,0.022735806
15/04/2013,74.36,-0.032286477
12/04/2013,76.8,-0.001171189
11/04/2013,76.89,0.010853327
10/04/2013,76.06,0.021529071
09/04/2013,74.44,0.003364062
08/04/2013,74.19,0.012614613
05/04/2013,73.26,-0.008562743
04/04/2013,73.89,0.008699253
03/04/2013,73.25,-0.021607863
02/04/2013,74.85,0.007913662
01/04/2013,74.26,-0.008180827
28/03/2013,74.87,0.009663208
27/03/2013,74.15,-0.008192914
26/03/2013,74.76,0.011840827
25/03/2013,73.88,-0.003243246
22/03/2013,74.12,0.005546926
21/03/2013,73.71,-0.014545711
20/03/2013,74.79,0.006438654
19/03/2013,74.31,-0.00536842
18/03/2013,74.71,-0.011313091
15/03/2013,75.56,0.001589404
14/03/2013,75.44,0.00518308
13/03/2013,75.05,0.00574599
12/03/2013,74.62,-0.007609676
11/03/2013,75.19,-0.000132988
08/03/2013,75.2,0.005199665
07/03/2013,74.81,0.00791791
06/03/2013,74.22,0.003914956
05/03/2013,73.93,0.018429298
04/03/2013,72.58,0.01164093
01/03/2013,71.74,0.007696113
28/02/2013,71.19,-0.00741729
27/02/2013,71.72,0.017440667
26/02/2013,70.48,0.005263544
25/02/2013,70.11,-0.0253499
22/02/2013,71.91,0.006977422
21/02/2013,71.41,-0.009616129
20/02/2013,72.1,-0.023440179
19/02/2013,73.81,0.009255544
15/02/2013,73.13,-0.009661911
14/02/2013,73.84,-0.004998322
13/02/2013,74.21,0.006217917
12/02/2013,73.75,0.008442316
11/02/2013,73.13,-0.001912569
08/02/2013,73.27,0.005062609
07/02/2013,72.9,-0.001233806
06/02/2013,72.99,0.01060543
05/02/2013,72.22,0.009460282
04/02/2013,71.54,-0.021297998
01/02/2013,73.08,0.023116816
31/01/2013,71.41,0.006321578
30/01/2013,70.96,-0.009118391
29/01/2013,71.61,-0.00792827
28/01/2013,72.18,0.001247661
25/01/2013,72.09,0.005424591
24/01/2013,71.7,0.001675042
23/01/2013,71.58,-0.004877719
22/01/2013,71.93,0.011184235
18/01/2013,71.13,0.022750875
17/01/2013,69.53,0.004179584
16/01/2013,69.24,-0.006621587
15/01/2013,69.7,0.005034171
14/01/2013,69.35,-0.00273598
11/01/2013,69.54,0.019310945
10/01/2013,68.21,0.011352868
09/01/2013,67.44,-0.006061073
08/01/2013,67.85,-0.007049523
07/01/2013,68.33,-0.000146338
04/01/2013,68.34,0.019951892
03/01/2013,66.99,0.000149287
02/01/2013,66.98,0.028162346
31/12/2012,65.12,0.018442987
28/12/2012,63.93,-0.01736747
27/12/2012,65.05,-0.002609965
26/12/2012,65.22,-0.010372271
24/12/2012,65.9,0.000151757
21/12/2012,65.89,-0.009215263
20/12/2012,66.5,0.007698732
19/12/2012,65.99,-0.002421675
18/12/2012,66.15,0.004697334
17/12/2012,65.84,0.028657022
14/12/2012,63.98,-0.001405701
13/12/2012,64.07,-0.014257176
12/12/2012,64.99,-0.007511341
11/12/2012,65.48,0.021924608
10/12/2012,64.06,-0.012102553
07/12/2012,64.84,-0.000154214
06/12/2012,64.85,0.007895389
05/12/2012,64.34,0.009996959
04/12/2012,63.7,-0.006103783
03/12/2012,64.09,-0.00900907
30/11/2012,64.67,0.003873272
29/11/2012,64.42,0.008574376
28/11/2012,63.87,-0.008574376
27/11/2012,64.42,-0.008193599
26/11/2012,64.95,-0.011481182
23/11/2012,65.7,0.012251302
21/11/2012,64.9,-0.000770119
20/11/2012,64.95,0.00803838
19/11/2012,64.43,0.018484236
16/11/2012,63.25,-0.002684142
15/11/2012,63.42,0.002842257
14/11/2012,63.24,-0.013039223
13/11/2012,64.07,0.005791673
12/11/2012,63.7,0.005351815
09/11/2012,63.36,-0.00126183
08/11/2012,63.44,-0.008163311
07/11/2012,63.96,-0.035479418
06/11/2012,66.27,0.010771552
05/11/2012,65.56,0.008732342
02/11/2012,64.99,-0.01284225
01/11/2012,65.83,0.014536252
31/10/2012,64.88,0.000770951
26/10/2012,64.83,0.001389211
25/10/2012,64.74,0.008999285
24/10/2012,64.16,-0.008381238
23/10/2012,64.7,-0.0050875
22/10/2012,65.03,-0.004908738
19/10/2012,65.35,-0.016090207
18/10/2012,66.41,0.008468219
17/10/2012,65.85,0.012376963
16/10/2012,65.04,0.01471412
15/10/2012,64.09,0.007674875
12/10/2012,63.6,-0.010168253
11/10/2012,64.25,0.008911182
10/10/2012,63.68,-0.005012542
09/10/2012,64,-0.00405427
08/10/2012,64.26,0.007340915
05/10/2012,63.79,0.003454777
04/10/2012,63.57,0.012027364
03/10/2012,62.81,0.002391011
02/10/2012,62.66,-0.008422775
01/10/2012,63.19,-0.001739268
28/09/2012,63.3,0.000316006
27/09/2012,63.28,0.011283393
26/09/2012,62.57,-0.00605483
25/09/2012,62.95,-0.018571513
24/09/2012,64.13,0.000311915
21/09/2012,64.11,-0.004047328
20/09/2012,64.37,-0.00139719
19/09/2012,64.46,-0.00124031
18/09/2012,64.54,-0.008178427
17/09/2012,65.07,-0.011308189
14/09/2012,65.81,0.023523262
13/09/2012,64.28,0.014257978
12/09/2012,63.37,0.004745343
11/09/2012,63.07,-0.002849907
10/09/2012,63.25,-0.002368734
07/09/2012,63.4,0.001736523
06/09/2012,63.29,0.031621285
05/09/2012,61.32,-0.010867028
04/09/2012,61.99,0.008911993
31/08/2012,61.44,0.00097704
30/08/2012,61.38,0
29/08/2012,61.38,-0.01101761
28/08/2012,62.06,0.003227892
27/08/2012,61.86,-0.013966035
24/08/2012,62.73,0.017366572
23/08/2012,61.65,-0.008238476
22/08/2012,62.16,-0.001125493
21/08/2012,62.23,0.002252253
20/08/2012,62.09,-0.004499445
17/08/2012,62.37,-0.004479291
16/08/2012,62.65,0.016901811
15/08/2012,61.6,0.009296324
14/08/2012,61.03,-0.000655201
13/08/2012,61.07,0.002295083
10/08/2012,60.93,-0.001476015
09/08/2012,61.02,0.003940892
08/08/2012,60.78,-0.014212442
07/08/2012,61.65,0.016188727
06/08/2012,60.66,-0.002469747
03/08/2012,60.81,0.028184972
02/08/2012,59.12,-0.017604613
01/08/2012,60.17,-0.009593193
31/07/2012,60.75,0.008762559
30/07/2012,60.22,-0.016959326
27/07/2012,61.25,0.024794659
26/07/2012,59.75,0.013140351
25/07/2012,58.97,-0.028585314
24/07/2012,60.68,-0.00722499
23/07/2012,61.12,-0.005710106
20/07/2012,61.47,-0.019812197
19/07/2012,62.7,-0.003979313
18/07/2012,62.95,0.013916885
17/07/2012,62.08,0.003711777
16/07/2012,61.85,-0.015083726
13/07/2012,62.79,0.039303532
12/07/2012,60.37,-0.009233371
11/07/2012,60.93,0.010061941
10/07/2012,60.32,-0.023268295
09/07/2012,61.74,-0.001294918
06/07/2012,61.82,-0.0096588
05/07/2012,62.42,-0.01115194
03/07/2012,63.12,0.001426873
02/07/2012,63.03,0.001111199
29/06/2012,62.96,0.035897144
28/06/2012,60.74,0.001317957
27/06/2012,60.66,0.015282689
26/06/2012,59.74,0.00553925
25/06/2012,59.41,-0.02230452
22/06/2012,60.75,0.021295099
21/06/2012,59.47,-0.039401784
20/06/2012,61.86,0.002751924
19/06/2012,61.69,0.017167102
18/06/2012,60.64,-0.00247056
15/06/2012,60.79,0.017088761
14/06/2012,59.76,0.018919483
13/06/2012,58.64,-0.004593798
12/06/2012,58.91,0.013328974
11/06/2012,58.13,-0.011459973
08/06/2012,58.8,0.008539762
07/06/2012,58.3,0.01034492
06/06/2012,57.7,0.037613686
05/06/2012,55.57,0.006318281
04/06/2012,55.22,0.00018111
01/06/2012,55.21,-0.042204845
31/05/2012,57.59,0.004176098
30/05/2012,57.35,-0.016600762
29/05/2012,58.31,0.019219707
25/05/2012,57.2,-0.015095281
24/05/2012,58.07,0.008126612
23/05/2012,57.6,-0.008643096
22/05/2012,58.1,-0.000860215
21/05/2012,58.15,0.0219063
18/05/2012,56.89,-0.019495831
17/05/2012,58.01,-0.019630228
16/05/2012,59.16,-0.004216925
15/05/2012,59.41,-0.001345669
14/05/2012,59.49,-0.010700654
11/05/2012,60.13,0.00433334
10/05/2012,59.87,0.002341138
09/05/2012,59.73,-0.004510155
08/05/2012,60,-0.00415801
07/05/2012,60.25,-0.003314005
04/05/2012,60.45,-0.017057983
03/05/2012,61.49,-0.01212332
02/05/2012,62.24,-0.010866198
01/05/2012,62.92,-0.003173598
30/04/2012,63.12,-0.001741196
27/04/2012,63.23,-0.002684989
26/04/2012,63.4,0.003476066
25/04/2012,63.18,0.019660187
24/04/2012,61.95,0.015289823
23/04/2012,61.01,-0.014159241
20/04/2012,61.88,0.00194112
19/04/2012,61.76,-0.01095019
18/04/2012,62.44,-0.01683381
17/04/2012,63.5,0.021006501
16/04/2012,62.18,0.002092893
13/04/2012,62.05,-0.016304709
12/04/2012,63.07,0.020341856
11/04/2012,61.8,-0.000808734
10/04/2012,61.85,-0.028058592
09/04/2012,63.61,-0.019768719
05/04/2012,64.88,0.005254223
04/04/2012,64.54,-0.01766152
03/04/2012,65.69,0
02/04/2012,65.69,0.005954671
30/03/2012,65.3,0.018547672
29/03/2012,64.1,-0.006065809
28/03/2012,64.49,-0.004641097
27/03/2012,64.79,-0.003235999
26/03/2012,65,0.015191735
23/03/2012,64.02,0.001250391
22/03/2012,63.94,-0.008565029
21/03/2012,64.49,-0.000155051
20/03/2012,64.5,-0.003405049
19/03/2012,64.72,-0.00077226
16/03/2012,64.77,0.000926784
15/03/2012,64.71,0.014789715
14/03/2012,63.76,-0.003131853
13/03/2012,63.96,0.024852882
12/03/2012,62.39,-0.011474229
09/03/2012,63.11,0.016938724
08/03/2012,62.05,0.01739457
07/03/2012,60.98,0.01320587
06/03/2012,60.18,-0.016480268
05/03/2012,61.18,-0.007652891
02/03/2012,61.65,-0.00952465
01/03/2012,62.24,0.01049836
29/02/2012,61.59,0.005698949
28/02/2012,61.24,-0.000163279
27/02/2012,61.25,0.003598303
24/02/2012,61.03,-0.007509013
23/02/2012,61.49,0.005708244
22/02/2012,61.14,-0.009117614
21/02/2012,61.7,-0.019421203
17/02/2012,62.91,0.011028642
16/02/2012,62.22,0.03466665
15/02/2012,60.1,0.00249896
14/02/2012,59.95,-0.00249896
13/02/2012,60.1,0.016102327
10/02/2012,59.14,-0.006908781
09/02/2012,59.55,0.017276852
08/02/2012,58.53,-0.00221862
07/02/2012,58.66,-0.001703288
06/02/2012,58.76,-0.009147955
03/02/2012,59.3,0.024755852
02/02/2012,57.85,-0.013222482
01/02/2012,58.62,0.013395357
31/01/2012,57.84,-0.007063515
30/01/2012,58.25,-0.026595961
27/01/2012,59.82,-0.020189334
26/01/2012,61.04,0.000983445
25/01/2012,60.98,0.007241638
24/01/2012,60.54,0.005964232
23/01/2012,60.18,0.002162523
20/01/2012,60.05,-0.000166514
19/01/2012,60.06,0.00534225
18/01/2012,59.74,0.01790286
17/01/2012,58.68,-0.005438491
13/01/2012,59,-0.006251604
12/01/2012,59.37,0.000673968
11/01/2012,59.33,-0.018039574
10/01/2012,60.41,0.037269299
09/01/2012,58.2,-0.008724715
06/01/2012,58.71,0.007179518
05/01/2012,58.29,0.013993491
04/01/2012,57.48,-0.00191188
03/01/2012,57.59,0.011175252
30/12/2011,56.95,-0.007173506
29/12/2011,57.36,0.018830297
28/12/2011,56.29,-0.019875775
27/12/2011,57.42,-0.001218345
23/12/2011,57.49,0.011546664
22/12/2011,56.83,0.004762334
21/12/2011,56.56,0.001946731
20/12/2011,56.45,0.050314798
19/12/2011,53.68,-0.011115342
16/12/2011,54.28,0.005171788
15/12/2011,54,-0.002404514
14/12/2011,54.13,-0.01648993
13/12/2011,55.03,-0.021571931
12/12/2011,56.23,-0.030302695
09/12/2011,57.96,0.016877304
08/12/2011,56.99,-0.040576307
07/12/2011,59.35,0.025771543
06/12/2011,57.84,-0.002934832
05/12/2011,58.01,0.008830462
02/12/2011,57.5,0.016129382
01/12/2011,56.58,-0.003176286
30/11/2011,56.76,0.064585504
29/11/2011,53.21,0.007356442
28/11/2011,52.82,0.062697481
25/11/2011,49.61,0.003432613
23/11/2011,49.44,-0.030477411
22/11/2011,50.97,-0.005673497
21/11/2011,51.26,-0.023902449
18/11/2011,52.5,-0.00038088
17/11/2011,52.52,-0.0179267
16/11/2011,53.47,-0.023108524
15/11/2011,54.72,0.008257685
14/11/2011,54.27,-0.001104972
11/11/2011,54.33,0.040952379
10/11/2011,52.15,0.01409698
09/11/2011,51.42,-0.055049359
08/11/2011,54.33,0.024595986
07/11/2011,53.01,0.004727247
04/11/2011,52.76,-0.000947239
03/11/2011,52.81,0.031547144
02/11/2011,51.17,0.030356462
01/11/2011,49.64,-0.062471519
31/10/2011,52.84,-0.067679873
28/10/2011,56.54,-0.004764014
27/10/2011,56.81,0.107494654
26/10/2011,51.02,-0.001175318
25/10/2011,51.08,-0.091780072
24/10/2011,55.99,0.020388618
21/10/2011,54.86,0.038652154
20/10/2011,52.78,0.001706647
19/10/2011,52.69,-0.023446633
18/10/2011,53.94,0.041447886
17/10/2011,51.75,-0.034751432
14/10/2011,53.58,0.023414967
13/10/2011,52.34,-0.021359852
12/10/2011,53.47,0.032503099
11/10/2011,51.76,-0.00057943
10/10/2011,51.79,0.054153042
07/10/2011,49.06,-0.026947136
06/10/2011,50.4,0.027354883
05/10/2011,49.04,0.011897576
04/10/2011,48.46,0.054491487
03/10/2011,45.89,-0.040150599
30/09/2011,47.77,-0.039405878
29/09/2011,49.69,0.025890754
28/09/2011,48.42,-0.022261718
27/09/2011,49.51,0.02536442
26/09/2011,48.27,0.028579377
23/09/2011,46.91,-0.001278228
22/09/2011,46.97,-0.038835778
21/09/2011,48.83,-0.049540787
20/09/2011,51.31,-0.002919142
19/09/2011,51.46,-0.030052984
16/09/2011,53.03,0.000565878
15/09/2011,53,0.038858515
14/09/2011,50.98,0.01223619
13/09/2011,50.36,0.011583912
12/09/2011,49.78,0.00705577
09/09/2011,49.43,-0.022405418
08/09/2011,50.55,-0.02152725
07/09/2011,51.65,0.044944712
06/09/2011,49.38,-0.015871755
02/09/2011,50.17,-0.039282041
01/09/2011,52.18,-0.024608473
31/08/2011,53.48,0.010526413
30/08/2011,52.92,-0.001321877
29/08/2011,52.99,0.044374564
26/08/2011,50.69,0.024968839
25/08/2011,49.44,-0.018040177
24/08/2011,50.34,0.019052015
23/08/2011,49.39,0.051943541
22/08/2011,46.89,0.009643276
19/08/2011,46.44,-0.013687126
18/08/2011,47.08,-0.079585117
17/08/2011,50.98,-0.004306133
16/08/2011,51.2,-0.014349674
15/08/2011,51.94,0.019048195
12/08/2011,50.96,-0.014029848
11/08/2011,51.68,0.052434568
10/08/2011,49.04,-0.058415101
09/08/2011,51.99,0.096022108
08/08/2011,47.23,-0.08674668
05/08/2011,51.51,-0.011772789
04/08/2011,52.12,-0.059947222
03/08/2011,55.34,0.008346991
02/08/2011,54.88,-0.032095987
01/08/2011,56.67,-0.002291356
29/07/2011,56.8,0.006889878
28/07/2011,56.41,0.007830615
27/07/2011,55.97,-0.07052823
26/07/2011,60.06,0.001499625
25/07/2011,59.97,-0.005819287
22/07/2011,60.32,0.001659201
21/07/2011,60.22,0.041188773
20/07/2011,57.79,-0.008957855
19/07/2011,58.31,0.018345963
18/07/2011,57.25,-0.018860322
15/07/2011,58.34,-0.001712622
14/07/2011,58.44,-0.007840504
13/07/2011,58.9,0.002720165
12/07/2011,58.74,0.003410645
11/07/2011,58.54,-0.039687084
08/07/2011,60.91,-0.015638045
07/07/2011,61.87,0.014161545
06/07/2011,61,0.003777618
05/07/2011,60.77,-0.003777618
01/07/2011,61,0.01087863
30/06/2011,60.34,0.017723253
29/06/2011,59.28,0.012732538
28/06/2011,58.53,0.01462895
27/06/2011,57.68,0.020492879
24/06/2011,56.51,-0.010036179
23/06/2011,57.08,-0.007852758
22/06/2011,57.53,-0.020644119
21/06/2011,58.73,0.018213562
20/06/2011,57.67,0.007658871
17/06/2011,57.23,0.007717983
16/06/2011,56.79,0.002291759
15/06/2011,56.66,-0.019401115
14/06/2011,57.77,0.019048195
13/06/2011,56.68,-0.000529147
10/06/2011,56.71,-0.02473132
09/06/2011,58.13,0.018052912
08/06/2011,57.09,-0.023884832
07/06/2011,58.47,0.007381374
06/06/2011,58.04,-0.015896412
03/06/2011,58.97,-0.015814596
02/06/2011,59.91,0.006531046
01/06/2011,59.52,-0.061572939
31/05/2011,63.3,0.013679234
27/05/2011,62.44,0.005138097
26/05/2011,62.12,0
25/05/2011,62.12,-0.001608493
24/05/2011,62.22,0.004671777
23/05/2011,61.93,-0.015700419
20/05/2011,62.91,-0.012950276
19/05/2011,63.73,0.007086086
18/05/2011,63.28,0.017535919
17/05/2011,62.18,0.004997995
16/05/2011,61.87,-0.002098976
13/05/2011,62,-0.012502166
12/05/2011,62.78,0.009763983
11/05/2011,62.17,-0.017696755
10/05/2011,63.28,0.010324927
09/05/2011,62.63,0.001757891
06/05/2011,62.52,0.000800064
05/05/2011,62.47,-0.00495011
04/05/2011,62.78,-0.003339432
03/05/2011,62.99,-0.014656318
02/05/2011,63.92,-0.005149422
29/04/2011,64.25,-0.005742237
28/04/2011,64.62,-0.004939806
27/04/2011,64.94,0.019279204
26/04/2011,63.7,0.006141268
25/04/2011,63.31,-0.012089008
21/04/2011,64.08,-0.035112844
20/04/2011,66.37,0.004984528
19/04/2011,66.04,0.005618419
18/04/2011,65.67,-0.020199662
15/04/2011,67.01,0.006738065
14/04/2011,66.56,-0.00778214
13/04/2011,67.08,0.008383283
12/04/2011,66.52,-0.011657582
11/04/2011,67.3,-0.00813915
08/04/2011,67.85,-0.001031156
07/04/2011,67.92,0
06/04/2011,67.92,0.008427639
05/04/2011,67.35,0.000594089
04/04/2011,67.31,-0.008579934
01/04/2011,67.89,0.021890532
31/03/2011,66.42,0.003468822
30/03/2011,66.19,0.015530154
29/03/2011,65.17,0.011419877
28/03/2011,64.43,-0.00988425
25/03/2011,65.07,0.00879839
24/03/2011,64.5,0.011539189
23/03/2011,63.76,0.011515231
22/03/2011,63.03,-0.010259738
21/03/2011,63.68,0.022872662
18/03/2011,62.24,0.004024798
17/03/2011,61.99,0.018889993
16/03/2011,60.83,-0.018405927
15/03/2011,61.96,-0.027538549
14/03/2011,63.69,-0.016042708
11/03/2011,64.72,0.005267247
10/03/2011,64.38,-0.035251991
09/03/2011,66.69,-0.013257065
08/03/2011,67.58,0.024566844
07/03/2011,65.94,-0.012059236
04/03/2011,66.74,-0.013099324
03/03/2011,67.62,0.031548358
02/03/2011,65.52,0.002597999
01/03/2011,65.35,-0.024636627
28/02/2011,66.98,-0.002087995
25/02/2011,67.12,0.012292165
24/02/2011,66.3,0.000754432
23/02/2011,66.25,-0.020616207
22/02/2011,67.63,-0.050035665
18/02/2011,71.1,0.010888886
17/02/2011,70.33,-0.002272405
16/02/2011,70.49,0.018614512
15/02/2011,69.19,-0.001877121
14/02/2011,69.32,0.004916857
11/02/2011,68.98,0.01328002
10/02/2011,68.07,0.01390555
09/02/2011,67.13,-0.001785981
08/02/2011,67.25,0.003575156
07/02/2011,67.01,0.013975733
04/02/2011,66.08,-0.000605144
03/02/2011,66.12,-0.006031381
02/02/2011,66.52,-0.010319392
01/02/2011,67.21,0.01938016
31/01/2011,65.92,0.001062457
28/01/2011,65.85,-0.033157159
27/01/2011,68.07,0.01152495
26/01/2011,67.29,0.006859556
