Date,Close,AON
09/08/2013,69.08,0.000868936
08/08/2013,69.02,0.005520862
07/08/2013,68.64,-0.004796172
06/08/2013,68.97,0.000580131
05/08/2013,68.93,-0.002173756
02/08/2013,69.08,0.006244121
01/08/2013,68.65,0.016893534
31/07/2013,67.5,0.001185888
30/07/2013,67.42,0.013288736
29/07/2013,66.53,-0.01491897
26/07/2013,67.53,-0.000296121
25/07/2013,67.55,0.009968096
24/07/2013,66.88,-0.002687772
23/07/2013,67.06,-0.006687994
22/07/2013,67.51,0.000444477
19/07/2013,67.48,-0.000444477
18/07/2013,67.51,0.001927497
17/07/2013,67.38,0.003270406
16/07/2013,67.16,-0.003863878
15/07/2013,67.42,0.005950627
12/07/2013,67.02,-0.00208675
11/07/2013,67.16,0.028085796
10/07/2013,65.3,-0.001071401
09/07/2013,65.37,-0.000917431
08/07/2013,65.43,-0.003509043
05/07/2013,65.66,0.016120715
03/07/2013,64.61,-0.00740173
02/07/2013,65.09,-0.004139523
01/07/2013,65.36,0.015573517
28/06/2013,64.35,-0.009434762
27/06/2013,64.96,0.008037138
26/06/2013,64.44,0.011706994
25/06/2013,63.69,0.013435751
24/06/2013,62.84,-0.006661404
21/06/2013,63.26,0.006343187
20/06/2013,62.86,-0.016252823
19/06/2013,63.89,-0.026870054
18/06/2013,65.63,0.003816507
17/06/2013,65.38,0.007522873
14/06/2013,64.89,-0.009814524
13/06/2013,65.53,0.010585356
12/06/2013,64.84,-0.005536772
11/06/2013,65.2,0.000460229
10/06/2013,65.17,-0.00581397
07/06/2013,65.55,0.023461487
06/06/2013,64.03,0.01764659
05/06/2013,62.91,-0.002698629
04/06/2013,63.08,-0.010094723
03/06/2013,63.72,0.000784991
31/05/2013,63.67,-0.042134154
30/05/2013,66.41,0.00165775
29/05/2013,66.3,0.004080713
28/05/2013,66.03,0.004553742
24/05/2013,65.73,0.007176151
23/05/2013,65.26,-0.00748038
22/05/2013,65.75,-0.006518631
21/05/2013,66.18,0.001058281
20/05/2013,66.11,-0.002719035
17/05/2013,66.29,0.001056524
16/05/2013,66.22,-0.003316753
15/05/2013,66.44,0.007857399
14/05/2013,65.92,0.005781242
13/05/2013,65.54,0.015995419
10/05/2013,64.5,0.000465224
09/05/2013,64.47,-0.005105604
08/05/2013,64.8,0.016964067
07/05/2013,63.71,0.00330163
06/05/2013,63.5,0.002996611
03/05/2013,63.31,0.013837199
02/05/2013,62.44,0.018426253
01/05/2013,61.3,0.015618895
30/04/2013,60.35,0.011331566
29/04/2013,59.67,0.011291938
26/04/2013,59,-0.038079254
25/04/2013,61.29,0.002123316
24/04/2013,61.16,0.000490637
23/04/2013,61.13,0.008707851
22/04/2013,60.6,0.007453451
19/04/2013,60.15,0.008012061
18/04/2013,59.67,-0.01661996
17/04/2013,60.67,-0.023457665
16/04/2013,62.11,0.010032447
15/04/2013,61.49,-0.018210156
12/04/2013,62.62,-0.00063857
11/04/2013,62.66,0.018198425
10/04/2013,61.53,0.010291686
09/04/2013,60.9,0.004773279
08/04/2013,60.61,0.005625428
05/04/2013,60.27,-0.006614874
04/04/2013,60.67,0.003632765
03/04/2013,60.45,-0.016244512
02/04/2013,61.44,0.005549223
01/04/2013,61.1,-0.006525309
28/03/2013,61.5,0
27/03/2013,61.5,-0.005189762
26/03/2013,61.82,0.010733556
25/03/2013,61.16,0.014658914
22/03/2013,60.27,0.013698844
21/03/2013,59.45,-0.004363887
20/03/2013,59.71,0.011792589
19/03/2013,59.01,0.000847673
18/03/2013,58.96,-0.015817257
15/03/2013,59.9,-0.002167932
14/03/2013,60.03,0.005512417
13/03/2013,59.7,0.001005531
12/03/2013,59.64,-0.007683352
11/03/2013,60.1,-0.00182861
08/03/2013,60.21,-0.001327801
07/03/2013,60.29,-0.000828981
06/03/2013,60.34,-0.006771848
05/03/2013,60.75,0.00428902
04/03/2013,60.49,-0.006590896
01/03/2013,60.89,-0.003279229
28/02/2013,61.09,0.004265098
27/02/2013,60.83,0.01290554
26/02/2013,60.05,0.010041925
25/02/2013,59.45,-0.022289679
22/02/2013,60.79,0.022794432
21/02/2013,59.42,0.006754501
20/02/2013,59.02,0.018986288
19/02/2013,57.91,0.015838813
15/02/2013,57,-0.005249356
14/02/2013,57.3,0.000349101
13/02/2013,57.28,0.010177312
12/02/2013,56.7,0.000705716
11/02/2013,56.66,0.002297024
08/02/2013,56.53,0.009241224
07/02/2013,56.01,0.00590923
06/02/2013,55.68,-0.001077006
05/02/2013,55.74,0.015184674
04/02/2013,54.9,-0.02215708
01/02/2013,56.13,-0.028279745
31/01/2013,57.74,0.00034644
30/01/2013,57.72,0.001734004
29/01/2013,57.62,0.002606657
28/01/2013,57.47,-0.002606657
25/01/2013,57.62,-0.010187432
24/01/2013,58.21,0.00689539
23/01/2013,57.81,-0.002763864
22/01/2013,57.97,0.014946403
18/01/2013,57.11,-0.000700158
17/01/2013,57.15,0.000174993
16/01/2013,57.14,-0.006975961
15/01/2013,57.54,0.003133162
14/01/2013,57.36,-0.006776153
11/01/2013,57.75,-0.005698021
10/01/2013,58.08,0.022461117
09/01/2013,56.79,0.002997974
08/01/2013,56.62,-0.003174046
07/01/2013,56.8,-0.005793047
04/01/2013,57.13,0.00035014
03/01/2013,57.11,-0.005587582
02/01/2013,57.43,0.032203774
31/12/2012,55.61,0.00198002
28/12/2012,55.5,-0.012177801
27/12/2012,56.18,-0.007624826
26/12/2012,56.61,-0.000353232
24/12/2012,56.63,0
21/12/2012,56.63,-0.007564466
20/12/2012,57.06,0.008271055
19/12/2012,56.59,-0.003704035
18/12/2012,56.8,-0.00456702
17/12/2012,57.06,0.015186589
14/12/2012,56.2,-0.003906949
13/12/2012,56.42,-0.000531585
12/12/2012,56.45,-0.000885348
11/12/2012,56.5,0.00177148
10/12/2012,56.4,-0.003539827
07/12/2012,56.6,-0.003703381
06/12/2012,56.81,0.002820379
05/12/2012,56.65,-0.001058575
04/12/2012,56.71,-0.000352609
03/12/2012,56.73,-0.001233154
30/11/2012,56.8,-0.00105578
29/11/2012,56.86,-0.000175855
28/11/2012,56.87,0.007412671
27/11/2012,56.45,-0.013198608
26/11/2012,57.2,-0.009396276
23/11/2012,57.74,0.00869722
21/11/2012,57.24,0.005079265
20/11/2012,56.95,0.010591449
19/11/2012,56.35,0.002843435
16/11/2012,56.19,0.004101655
15/11/2012,55.96,0.001251677
14/11/2012,55.89,-0.004997333
13/11/2012,56.17,0.00285256
12/11/2012,56.01,0.006807622
09/11/2012,55.63,0.007759671
08/11/2012,55.2,-0.005239871
07/11/2012,55.49,-0.014491711
06/11/2012,56.3,0.021907861
05/11/2012,55.08,0.00363769
02/11/2012,54.88,0.001458789
01/11/2012,54.8,0.015632502
31/10/2012,53.95,0.002041006
26/10/2012,53.84,0.028064748
25/10/2012,52.35,0.005170939
24/10/2012,52.08,-0.003641595
23/10/2012,52.27,-0.008192863
22/10/2012,52.7,0.002850358
19/10/2012,52.55,-0.019970521
18/10/2012,53.61,-0.009283394
17/10/2012,54.11,0.011711259
16/10/2012,53.48,0.002996257
15/10/2012,53.32,0.002441087
12/10/2012,53.19,0.000564175
11/10/2012,53.16,0.004902895
10/10/2012,52.9,-0.008658063
09/10/2012,53.36,-0.00988353
08/10/2012,53.89,-0.004443629
05/10/2012,54.13,0.007789357
04/10/2012,53.71,0.007850508
03/10/2012,53.29,0.003006956
02/10/2012,53.13,-0.003006956
01/10/2012,53.29,0.018943548
28/09/2012,52.29,-0.003626996
27/09/2012,52.48,0.014007712
26/09/2012,51.75,-0.002701661
25/09/2012,51.89,-0.009971319
24/09/2012,52.41,-0.005138464
21/09/2012,52.68,0.001139601
20/09/2012,52.62,-0.000569963
19/09/2012,52.65,-0.003412973
18/09/2012,52.83,0.001515439
17/09/2012,52.75,-0.006613156
14/09/2012,53.1,0.010031313
13/09/2012,52.57,0.012826825
12/09/2012,51.9,0.00077101
11/09/2012,51.86,0.003863992
10/09/2012,51.66,-0.005790404
07/09/2012,51.96,-0.004033425
06/09/2012,52.17,0.013508503
05/09/2012,51.47,-0.006004861
04/09/2012,51.78,-0.003470217
31/08/2012,51.96,0.004823005
30/08/2012,51.71,-0.005977074
29/08/2012,52.02,-0.002304148
28/08/2012,52.14,-0.000766871
27/08/2012,52.18,-0.003634629
24/08/2012,52.37,0.0044015
23/08/2012,52.14,-0.011062482
22/08/2012,52.72,0.001708591
21/08/2012,52.63,-0.00851391
20/08/2012,53.08,-0.003948487
17/08/2012,53.29,0.004513831
16/08/2012,53.05,0.010421695
15/08/2012,52.5,0.004964685
14/08/2012,52.24,0.006529695
13/08/2012,51.9,0.001349658
10/08/2012,51.83,0.00735867
09/08/2012,51.45,0.00291971
08/08/2012,51.3,0.009794398
07/08/2012,50.8,0.009295034
06/08/2012,50.33,-0.003173976
03/08/2012,50.49,0.022837531
02/08/2012,49.35,-0.003640781
01/08/2012,49.53,0.006684923
31/07/2012,49.2,-0.012322144
30/07/2012,49.81,0.009886089
27/07/2012,49.32,0.059307566
26/07/2012,46.48,0.00734186
25/07/2012,46.14,-0.000866551
24/07/2012,46.18,-0.010554756
23/07/2012,46.67,-0.006620419
20/07/2012,46.98,-0.008689257
19/07/2012,47.39,-0.009032726
18/07/2012,47.82,0.002931939
17/07/2012,47.68,0.005889794
16/07/2012,47.4,-0.004840586
13/07/2012,47.63,0.010553074
12/07/2012,47.13,-0.000212157
11/07/2012,47.14,0.008949559
10/07/2012,46.72,-0.005975263
09/07/2012,47,-0.005939771
06/07/2012,47.28,-0.016570909
05/07/2012,48.07,0.007307685
03/07/2012,47.72,0.007572607
02/07/2012,47.36,0.012322229
29/06/2012,46.78,0.022919922
28/06/2012,45.72,-0.007843177
27/06/2012,46.08,0.012227227
26/06/2012,45.52,0.002199253
25/06/2012,45.42,-0.016594267
22/06/2012,46.18,0.002167788
21/06/2012,46.08,-0.019768585
20/06/2012,47,-0.002549938
19/06/2012,47.12,0.005746531
18/06/2012,46.85,-0.003196593
15/06/2012,47,0.0122018
14/06/2012,46.43,0.003884338
13/06/2012,46.25,-0.010752792
12/06/2012,46.75,0.014435239
11/06/2012,46.08,-0.015076745
08/06/2012,46.78,0.00385522
07/06/2012,46.6,-0.011521356
06/06/2012,47.14,0.035189815
05/06/2012,45.51,0.003742437
04/06/2012,45.34,0.005085694
01/06/2012,45.11,-0.030348361
31/05/2012,46.5,0.003231021
30/05/2012,46.35,-0.023665959
29/05/2012,47.46,0.001476015
25/05/2012,47.39,0.000844416
24/05/2012,47.35,0.011469964
23/05/2012,46.81,0.010307156
22/05/2012,46.33,0.001295897
21/05/2012,46.27,0.012395505
18/05/2012,45.7,-0.009581955
17/05/2012,46.14,-0.011421307
16/05/2012,46.67,-0.021829838
15/05/2012,47.7,-0.00272166
14/05/2012,47.83,-0.006668081
11/05/2012,48.15,-0.000207663
10/05/2012,48.16,0.001454546
09/05/2012,48.09,0.002081599
08/05/2012,47.99,-0.001873634
07/05/2012,48.08,-0.006426891
04/05/2012,48.39,-0.059371756
03/05/2012,51.35,-0.006405923
02/05/2012,51.68,-0.008669739
01/05/2012,52.13,0.00635045
30/04/2012,51.8,0.003480955
27/04/2012,51.62,-0.006757435
26/04/2012,51.97,0.011028457
25/04/2012,51.4,0.015291417
24/04/2012,50.62,0.01232375
23/04/2012,50,0.004008021
20/04/2012,49.8,0.001808864
19/04/2012,49.71,0.017451742
18/04/2012,48.85,-0.001636327
17/04/2012,48.93,0.008414621
16/04/2012,48.52,0.001237369
13/04/2012,48.46,-0.000825083
12/04/2012,48.5,0.011613569
11/04/2012,47.94,0.014709238
10/04/2012,47.24,-0.016376599
09/04/2012,48.02,-0.008088813
05/04/2012,48.41,-0.004945405
04/04/2012,48.65,-0.011851385
03/04/2012,49.23,0.000203149
02/04/2012,49.22,0.003256006
30/03/2012,49.06,0.001836173
29/03/2012,48.97,-0.004075816
28/03/2012,49.17,0.011248713
27/03/2012,48.62,-0.007785329
26/03/2012,49,0.006962961
23/03/2012,48.66,0.006391115
22/03/2012,48.35,-0.004539834
21/03/2012,48.57,-0.002262212
20/03/2012,48.68,-0.00655203
19/03/2012,49,0.000612432
16/03/2012,48.97,-0.00122449
15/03/2012,49.03,0.000612058
14/03/2012,49,0.004294924
13/03/2012,48.79,0.012166353
12/03/2012,48.2,0.002700739
09/03/2012,48.07,0.011507607
08/03/2012,47.52,0.006756782
07/03/2012,47.2,0.001484152
06/03/2012,47.13,-0.00486825
05/03/2012,47.36,0.001690617
02/03/2012,47.28,0
01/03/2012,47.28,0.009990518
29/02/2012,46.81,-0.000427168
28/02/2012,46.83,-0.016308738
27/02/2012,47.6,0.001471671
24/02/2012,47.53,-0.01337533
23/02/2012,48.17,0.0089668
22/02/2012,47.74,0.003146966
21/02/2012,47.59,-0.000630186
17/02/2012,47.62,0.001260769
16/02/2012,47.56,-0.009208939
15/02/2012,48,-0.006023489
14/02/2012,48.29,-0.008043768
13/02/2012,48.68,0.002468121
10/02/2012,48.56,-0.001851662
09/02/2012,48.65,0.001439885
08/02/2012,48.58,0.011386108
07/02/2012,48.03,0.001041558
06/02/2012,47.98,-0.001665973
03/02/2012,48.06,-0.026892722
02/02/2012,49.37,0
01/02/2012,49.37,0.019223496
31/01/2012,48.43,0.009543641
30/01/2012,47.97,-0.003537617
27/01/2012,48.14,0.010230802
26/01/2012,47.65,0.003152919
25/01/2012,47.5,0.009944015
24/01/2012,47.03,-0.00276038
23/01/2012,47.16,-0.006973087
20/01/2012,47.49,-0.000210548
19/01/2012,47.5,0.011646505
18/01/2012,46.95,0.010061093
17/01/2012,46.48,0.00431221
13/01/2012,46.28,-0.008391658
12/01/2012,46.67,0.005155758
11/01/2012,46.43,-0.006654527
10/01/2012,46.74,0.010322672
09/01/2012,46.26,0.002597404
06/01/2012,46.14,-0.00777206
05/01/2012,46.5,0.005607088
04/01/2012,46.24,-0.016940472
03/01/2012,47.03,0.004902493
30/12/2011,46.8,-0.001494609
29/12/2011,46.87,0.002563556
28/12/2011,46.75,-0.007883284
27/12/2011,47.12,0.005533106
23/12/2011,46.86,-0.002983169
22/12/2011,47,0.015005641
21/12/2011,46.3,0.011076234
20/12/2011,45.79,0.026780399
19/12/2011,44.58,-0.006261201
16/12/2011,44.86,-0.007771772
15/12/2011,45.21,0.003323366
14/12/2011,45.06,0.012281052
13/12/2011,44.51,-0.018255182
12/12/2011,45.33,-0.02095689
09/12/2011,46.29,0.010641864
08/12/2011,45.8,-0.009344847
07/12/2011,46.23,0.000865614
06/12/2011,46.19,-0.00129814
05/12/2011,46.25,0.0052027
02/12/2011,46.01,0.003047456
01/12/2011,45.87,-0.002177701
30/11/2011,45.97,0.033399101
29/11/2011,44.46,-0.005159854
28/11/2011,44.69,0.010346471
25/11/2011,44.23,0.01251296
23/11/2011,43.68,-0.007526549
22/11/2011,44.01,-0.017791259
21/11/2011,44.8,-0.021639175
18/11/2011,45.78,-0.013883086
17/11/2011,46.42,-0.001721912
16/11/2011,46.5,-0.018536804
15/11/2011,47.37,-0.001687408
14/11/2011,47.45,-0.01339773
11/11/2011,48.09,0.014663019
10/11/2011,47.39,-0.002318475
09/11/2011,47.5,-0.01670185
08/11/2011,48.3,0.01838748
07/11/2011,47.42,0.000210904
04/11/2011,47.41,0.002322881
03/11/2011,47.3,0.008279423
02/11/2011,46.91,0.029200734
01/11/2011,45.56,-0.022999495
31/10/2011,46.62,-0.028963022
28/10/2011,47.99,-0.059655814
27/10/2011,50.94,0.024241203
26/10/2011,49.72,0.012751919
25/10/2011,49.09,-0.021961193
24/10/2011,50.18,0.017084126
21/10/2011,49.33,0.041810726
20/10/2011,47.31,0.015335764
19/10/2011,46.59,0.013179406
18/10/2011,45.98,0.034066555
17/10/2011,44.44,-0.015185642
14/10/2011,45.12,0.008904778
13/10/2011,44.72,-0.003348591
12/10/2011,44.87,0.012333378
11/10/2011,44.32,-0.002028627
10/10/2011,44.41,0.025312034
07/10/2011,43.3,-0.01558235
06/10/2011,43.98,0.016275431
05/10/2011,43.27,0.02622487
04/10/2011,42.15,0.036974128
03/10/2011,40.62,-0.032932758
30/09/2011,41.98,-0.007357337
29/09/2011,42.29,0.054421978
28/09/2011,40.05,-0.028552272
27/09/2011,41.21,0.011470535
26/09/2011,40.74,0.018330957
23/09/2011,40,-0.01069263
22/09/2011,40.43,-0.017165699
21/09/2011,41.13,-0.04585671
20/09/2011,43.06,-0.009476553
19/09/2011,43.47,-0.012573031
16/09/2011,44.02,0.005695425
15/09/2011,43.77,0.020076825
14/09/2011,42.9,0.00139958
13/09/2011,42.84,-0.012987196
12/09/2011,43.4,-0.004368325
09/09/2011,43.59,-0.032279069
08/09/2011,45.02,-0.015866353
07/09/2011,45.74,0.030635026
06/09/2011,44.36,-0.010539396
02/09/2011,44.83,-0.029452678
01/09/2011,46.17,-0.01205612
31/08/2011,46.73,0.000642192
30/08/2011,46.7,-0.009589844
29/08/2011,47.15,0.023823425
26/08/2011,46.04,0.019520304
25/08/2011,45.15,-0.005081199
24/08/2011,45.38,-0.001981288
23/08/2011,45.47,0.043143065
22/08/2011,43.55,-0.016623405
19/08/2011,44.28,0.000677736
18/08/2011,44.25,-0.047659582
17/08/2011,46.41,0.008004369
16/08/2011,46.04,-0.007142115
15/08/2011,46.37,0.020039878
12/08/2011,45.45,-0.002197803
11/08/2011,45.55,0.049273267
10/08/2011,43.36,-0.046855417
09/08/2011,45.44,0.083735698
08/08/2011,41.79,-0.071557976
05/08/2011,44.89,-0.024861032
04/08/2011,46.02,-0.03060044
03/08/2011,47.45,0.007828243
02/08/2011,47.08,-0.016222836
01/08/2011,47.85,-0.005626773
29/07/2011,48.12,-0.026050083
28/07/2011,49.39,-0.01087405
27/07/2011,49.93,-0.012934217
26/07/2011,50.58,0.005749991
25/07/2011,50.29,-0.00158951
22/07/2011,50.37,-0.000595415
21/07/2011,50.4,0.016000341
20/07/2011,49.6,0.011150648
19/07/2011,49.05,0.003471871
18/07/2011,48.88,-0.019850763
15/07/2011,49.86,-0.007990454
14/07/2011,50.26,-0.008321823
13/07/2011,50.68,-0.01157443
12/07/2011,51.27,0.010982656
11/07/2011,50.71,-0.018754212
08/07/2011,51.67,-0.00309179
07/07/2011,51.83,0.006775749
06/07/2011,51.48,-0.00097078
05/07/2011,51.53,-0.003487024
01/07/2011,51.71,0.007960434
30/06/2011,51.3,0.0119621
29/06/2011,50.69,0.01912028
28/06/2011,49.73,0.008887152
27/06/2011,49.29,0.003454937
24/06/2011,49.12,-0.003049093
23/06/2011,49.27,-0.00586868
22/06/2011,49.56,-0.013030153
21/06/2011,50.21,0.012626683
20/06/2011,49.58,0.003839552
17/06/2011,49.39,-0.002426695
16/06/2011,49.51,-0.012245461
15/06/2011,50.12,-0.017209405
14/06/2011,50.99,0.010250435
13/06/2011,50.47,0.005364074
10/06/2011,50.2,-0.011881328
09/06/2011,50.8,0.004933409
08/06/2011,50.55,-0.021139953
07/06/2011,51.63,0.002715285
06/06/2011,51.49,-0.00038835
03/06/2011,51.51,-0.000970214
02/06/2011,51.56,0.001747064
01/06/2011,51.47,-0.013125068
31/05/2011,52.15,0.015069837
27/05/2011,51.37,-0.011034862
26/05/2011,51.94,0.004824867
25/05/2011,51.69,0.007768538
24/05/2011,51.29,-0.010473331
23/05/2011,51.83,-0.00768791
20/05/2011,52.23,-0.007249173
19/05/2011,52.61,0.002664638
18/05/2011,52.47,0.001907669
17/05/2011,52.37,-0.014031326
16/05/2011,53.11,0.005096755
13/05/2011,52.84,-0.004154869
12/05/2011,53.06,0.006997664
11/05/2011,52.69,-0.007186113
10/05/2011,53.07,0.009466182
09/05/2011,52.57,0.000951565
06/05/2011,52.52,0.005154159
05/05/2011,52.25,-0.011228589
04/05/2011,52.84,0.000378573
03/05/2011,52.82,0.004554088
02/05/2011,52.58,0.007828202
29/04/2011,52.17,-0.021053409
28/04/2011,53.28,0.010755835
27/04/2011,52.71,-0.00056899
26/04/2011,52.74,0.010674901
25/04/2011,52.18,0
21/04/2011,52.18,0.005573186
20/04/2011,51.89,0.009487921
19/04/2011,51.4,-0.001749442
18/04/2011,51.49,-0.018853964
15/04/2011,52.47,0.004393093
14/04/2011,52.24,-0.005155143
13/04/2011,52.51,0.00572958
12/04/2011,52.21,-0.021974743
11/04/2011,53.37,0.001875469
08/04/2011,53.27,-0.016753929
07/04/2011,54.17,0.009645781
06/04/2011,53.65,0.00392194
05/04/2011,53.44,-0.006713938
04/04/2011,53.8,0.000743771
01/04/2011,53.76,0.014992785
31/03/2011,52.96,0.007962127
30/03/2011,52.54,-0.000190313
29/03/2011,52.55,0.002667685
28/03/2011,52.41,0.00267482
25/03/2011,52.27,0.002681994
24/03/2011,52.13,0.012158791
23/03/2011,51.5,-0.002521091
22/03/2011,51.63,-0.010979596
21/03/2011,52.2,0.004415866
18/03/2011,51.97,0.003083448
17/03/2011,51.81,0.007555979
16/03/2011,51.42,-0.018306706
15/03/2011,52.37,0.008052191
14/03/2011,51.95,0.0135661
11/03/2011,51.25,0.026494235
10/03/2011,49.91,-0.025713442
09/03/2011,51.21,-0.008361741
08/03/2011,51.64,0.009143143
07/03/2011,51.17,-0.005651384
04/03/2011,51.46,-0.009284399
03/03/2011,51.94,0.017871494
02/03/2011,51.02,-0.016908381
01/03/2011,51.89,-0.014350194
28/02/2011,52.64,0.002853612
25/02/2011,52.49,0.010918603
24/02/2011,51.92,-0.000962557
23/02/2011,51.97,-0.005181856
22/02/2011,52.24,-0.013121801
18/02/2011,52.93,0.019266213
17/02/2011,51.92,0.002313923
16/02/2011,51.8,0.00930961
15/02/2011,51.32,0.008807181
14/02/2011,50.87,0.019452777
11/02/2011,49.89,0.005829748
10/02/2011,49.6,0.007690789
09/02/2011,49.22,0.000609694
08/02/2011,49.19,0.010011321
07/02/2011,48.7,0.011150229
04/02/2011,48.16,0.042415179
03/02/2011,46.16,-0.004539076
02/02/2011,46.37,0.002375042
01/02/2011,46.26,0.011304468
31/01/2011,45.74,0.009224752
28/01/2011,45.32,-0.012934522
27/01/2011,45.91,0.003054104
26/01/2011,45.77,0.004598716
