Date,Close,PBI
11/05/2010,24.63,-0.011304117
10/05/2010,24.91,0.056993127
07/05/2010,23.53,-0.010989122
06/05/2010,23.79,-0.036322606
05/05/2010,24.67,-0.005658867
04/05/2010,24.81,-0.042223672
03/05/2010,25.88,0.018721296
30/04/2010,25.4,-0.017561427
29/04/2010,25.85,0.008156969
28/04/2010,25.64,0.001170732
27/04/2010,25.61,-0.008940779
26/04/2010,25.84,0.002712654
23/04/2010,25.77,0.008182395
22/04/2010,25.56,0.014978601
21/04/2010,25.18,0
20/04/2010,25.18,0.009577088
19/04/2010,24.94,0.007243492
16/04/2010,24.76,-0.018804315
15/04/2010,25.23,0.005564402
14/04/2010,25.09,0.010014103
13/04/2010,24.84,0.002014911
12/04/2010,24.79,0.002827713
09/04/2010,24.72,0.00486619
08/04/2010,24.6,-0.004461577
07/04/2010,24.71,-0.003232326
06/04/2010,24.79,0.00040347
05/04/2010,24.78,0.01340666
01/04/2010,24.45,0
31/03/2010,24.45,-0.008552282
30/03/2010,24.66,0.008961363
29/03/2010,24.44,0.006568168
26/03/2010,24.28,-0.004110158
25/03/2010,24.38,-0.004909993
24/03/2010,24.5,-0.007320081
23/03/2010,24.68,0.001216299
22/03/2010,24.65,0.005287789
19/03/2010,24.52,0.006546668
18/03/2010,24.36,-0.004914015
17/03/2010,24.48,0.016059641
16/03/2010,24.09,0.006663915
15/03/2010,23.93,-0.002920928
12/03/2010,24,0.017654935
11/03/2010,23.58,0.020133471
10/03/2010,23.11,0.013066388
09/03/2010,22.81,-0.005247061
08/03/2010,22.93,-0.00087184
05/03/2010,22.95,0.005680592
04/03/2010,22.82,0.002193464
03/03/2010,22.77,-0.001755156
02/03/2010,22.81,-0.016522115
01/03/2010,23.19,0.012584241
26/02/2010,22.9,-0.001745201
25/02/2010,22.94,0.000436015
24/02/2010,22.93,0.014938766
23/02/2010,22.59,-0.004857594
22/02/2010,22.7,-0.00614846
19/02/2010,22.84,0.004387896
18/02/2010,22.74,0.006618158
17/02/2010,22.59,-0.012318678
16/02/2010,22.87,0.022105233
12/02/2010,22.37,-0.004460311
11/02/2010,22.47,0.002227669
10/02/2010,22.42,0.006264003
09/02/2010,22.28,0.008564398
08/02/2010,22.09,-0.011253776
05/02/2010,22.34,0.047671721
04/02/2010,21.3,-0.011204599
03/02/2010,21.54,0.006053569
02/02/2010,21.41,0.013164271
01/02/2010,21.13,0.009988192
29/01/2010,20.92,-0.012351701
28/01/2010,21.18,-0.000943842
27/01/2010,21.2,0.001888575
26/01/2010,21.16,-0.005655057
25/01/2010,21.28,0.002352389
22/01/2010,21.23,-0.013102668
21/01/2010,21.51,-0.019337619
20/01/2010,21.93,-0.006363658
19/01/2010,22.07,0.006363658
15/01/2010,21.93,-0.014935783
