Date,Close,ZMH
12/07/2013,78.95,0.009928798
11/07/2013,78.17,0.012486485
10/07/2013,77.2,0.004153692
09/07/2013,76.88,-0.002598079
08/07/2013,77.08,0.009908816
05/07/2013,76.32,0.011862535
03/07/2013,75.42,-0.008712926
02/07/2013,76.08,0.014297305
01/07/2013,75,0.00080032
28/06/2013,74.94,-0.000266845
27/06/2013,74.96,0.000266845
26/06/2013,74.94,-0.00040024
25/06/2013,74.97,-0.003993616
24/06/2013,75.27,-0.014639233
21/06/2013,76.38,0.012383243
20/06/2013,75.44,-0.032601662
19/06/2013,77.94,-0.023458883
18/06/2013,79.79,0.001756147
17/06/2013,79.65,0.022729694
14/06/2013,77.86,-0.007421659
13/06/2013,78.44,0.018398718
12/06/2013,77.01,-0.00492229
11/06/2013,77.39,-0.014241052
10/06/2013,78.5,-0.002925652
07/06/2013,78.73,0.005476674
06/06/2013,78.3,0.014536823
05/06/2013,77.17,-0.005556647
04/06/2013,77.6,-0.015726208
03/06/2013,78.83,0.00406763
31/05/2013,78.51,-0.018050348
30/05/2013,79.94,0.011701927
29/05/2013,79.01,-0.022154983
28/05/2013,80.78,0.011329097
24/05/2013,79.87,-0.001001126
23/05/2013,79.95,0.001126338
22/05/2013,79.86,-0.014297502
21/05/2013,81.01,0.002471884
20/05/2013,80.81,0.005833091
17/05/2013,80.34,-0.003479129
16/05/2013,80.62,-0.004578933
15/05/2013,80.99,0.001235483
14/05/2013,80.89,0.011438643
13/05/2013,79.97,0.007279149
10/05/2013,79.39,0.014080273
09/05/2013,78.28,0.00115038
08/05/2013,78.19,0.011447807
07/05/2013,77.3,0.004408149
06/05/2013,76.96,-0.000519615
03/05/2013,77,0.017291497
02/05/2013,75.68,0.00503379
01/05/2013,75.3,-0.015156798
30/04/2013,76.45,0.003669248
29/04/2013,76.17,0.015879651
26/04/2013,74.97,-0.006912164
25/04/2013,75.49,0.012798468
24/04/2013,74.53,0.00093966
23/04/2013,74.46,0.01488324
22/04/2013,73.36,-0.007739872
19/04/2013,73.93,0.013070302
18/04/2013,72.97,-0.002873762
17/04/2013,73.18,-0.004363247
16/04/2013,73.5,-0.002581699
15/04/2013,73.69,-0.02373561
12/04/2013,75.46,-0.011070224
11/04/2013,76.3,0.005915232
10/04/2013,75.85,0.006348388
09/04/2013,75.37,0.014163786
08/04/2013,74.31,0.003775116
05/04/2013,74.03,-0.016345487
04/04/2013,75.25,0.010553835
03/04/2013,74.46,-0.011616393
02/04/2013,75.33,0.002658515
01/04/2013,75.13,-0.001197207
28/03/2013,75.22,0.013383497
27/03/2013,74.22,0.000134744
26/03/2013,74.21,0.017535962
25/03/2013,72.92,-0.007241953
22/03/2013,73.45,0.014674884
21/03/2013,72.38,-0.011402006
20/03/2013,73.21,0.002872583
19/03/2013,73,-0.003282279
18/03/2013,73.24,-0.009917886
15/03/2013,73.97,-0.011826505
14/03/2013,74.85,-0.016036392
13/03/2013,76.06,-0.00183896
12/03/2013,76.2,0.00605504
11/03/2013,75.74,0.004499147
08/03/2013,75.4,0.006786905
07/03/2013,74.89,-0.005326954
06/03/2013,75.29,-0.007146669
05/03/2013,75.83,0.01287429
04/03/2013,74.86,-0.001735069
01/03/2013,74.99,0.000400133
28/02/2013,74.96,0.006826879
27/02/2013,74.45,0.012434273
26/02/2013,73.53,0.0062756
25/02/2013,73.07,-0.014537312
22/02/2013,74.14,0.003648406
21/02/2013,73.87,-0.019306137
20/02/2013,75.31,-0.010566734
19/02/2013,76.11,0.002762978
15/02/2013,75.9,-0.005780363
14/02/2013,76.34,0.004463707
13/02/2013,76,0.007395702
12/02/2013,75.44,-0.002779802
11/02/2013,75.65,-0.002640266
08/02/2013,75.85,0.010469912
07/02/2013,75.06,-0.000665912
06/02/2013,75.11,0.01407813
05/02/2013,74.06,0.008134535
04/02/2013,73.46,-0.000136119
01/02/2013,73.47,-0.015263348
31/01/2013,74.6,0.002281421
30/01/2013,74.43,-0.013213405
29/01/2013,75.42,0.005184458
28/01/2013,75.03,-0.001198801
25/01/2013,75.12,0.009227749
24/01/2013,74.43,0.00430861
23/01/2013,74.11,-0.001887302
22/01/2013,74.25,0.008656892
18/01/2013,73.61,0.008321445
17/01/2013,73,0.015044104
16/01/2013,71.91,0.011890747
15/01/2013,71.06,0.000140736
14/01/2013,71.05,-0.001687527
11/01/2013,71.17,0.006484376
10/01/2013,70.71,0.001981881
09/01/2013,70.57,0.018304529
08/01/2013,69.29,0.001444252
07/01/2013,69.19,0.002460026
04/01/2013,69.02,0.005083895
03/01/2013,68.67,0.014226243
02/01/2013,67.7,0.015481107
31/12/2012,66.66,0.01694443
28/12/2012,65.54,-0.017993984
27/12/2012,66.73,0.002250395
26/12/2012,66.58,-0.007779812
24/12/2012,67.1,-0.00801548
21/12/2012,67.64,-0.017004221
20/12/2012,68.8,0.008172842
19/12/2012,68.24,-0.007009374
18/12/2012,68.72,0.008769422
17/12/2012,68.12,0.012705149
14/12/2012,67.26,-0.001337197
13/12/2012,67.35,-0.002965162
12/12/2012,67.55,0.007280323
11/12/2012,67.06,0.023537598
10/12/2012,65.5,0.000152683
07/12/2012,65.49,-0.003353662
06/12/2012,65.71,0.001218212
05/12/2012,65.63,-0.003194648
04/12/2012,65.84,0.005941064
03/12/2012,65.45,-0.007913601
30/11/2012,65.97,-0.005894372
29/11/2012,66.36,0.003925718
28/11/2012,66.1,0.00121102
27/11/2012,66.02,-0.001967164
26/11/2012,66.15,-0.010376813
23/11/2012,66.84,0.01219252
21/11/2012,66.03,-0.004080713
20/11/2012,66.3,0.007266154
19/11/2012,65.82,0.021189185
16/11/2012,64.44,0.002952835
15/11/2012,64.25,-0.001399798
14/11/2012,64.34,-0.001553036
13/11/2012,64.44,-0.004026643
12/11/2012,64.7,0.000154571
09/11/2012,64.69,0.000309215
08/11/2012,64.67,-0.002471044
07/11/2012,64.83,-0.018037787
06/11/2012,66.01,0.005011781
05/11/2012,65.68,0.00963826
02/11/2012,65.05,-0.007657005
01/11/2012,65.55,0.020654248
31/10/2012,64.21,0.010331964
26/10/2012,63.55,-0.006743537
25/10/2012,63.98,0.026930188
24/10/2012,62.28,0.002250443
23/10/2012,62.14,-0.021177449
22/10/2012,63.47,0.012365408
19/10/2012,62.69,-0.019430356
18/10/2012,63.92,0.00031294
17/10/2012,63.9,0.002193327
16/10/2012,63.76,0.00929653
15/10/2012,63.17,0.01451034
12/10/2012,62.26,-0.010226999
11/10/2012,62.9,0.004621154
10/10/2012,62.61,-0.018044174
09/10/2012,63.75,-0.047033253
08/10/2012,66.82,-0.000897532
05/10/2012,66.88,-0.005814403
04/10/2012,67.27,-0.000297265
03/10/2012,67.29,-0.000445732
02/10/2012,67.32,-0.008136741
01/10/2012,67.87,0.003690313
28/09/2012,67.62,0.006825965
27/09/2012,67.16,0.010176682
26/09/2012,66.48,-0.005550153
25/09/2012,66.85,-0.010268711
24/09/2012,67.54,0.001333432
21/09/2012,67.45,0.010282484
20/09/2012,66.76,-0.005675893
19/09/2012,67.14,-0.000744435
18/09/2012,67.19,0.00387713
17/09/2012,66.93,0.00044833
14/09/2012,66.9,0.004044041
13/09/2012,66.63,0.017562904
12/09/2012,65.47,-0.00061078
11/09/2012,65.51,0.008277178
10/09/2012,64.97,-0.003840545
07/09/2012,65.22,0.018102142
06/09/2012,64.05,0.02289875
05/09/2012,62.6,-0.006369448
04/09/2012,63,0.019555039
31/08/2012,61.78,-0.00210203
30/08/2012,61.91,-0.001775196
29/08/2012,62.02,0.012003388
28/08/2012,61.28,0.003596538
27/08/2012,61.06,-0.003433339
24/08/2012,61.27,0.00392478
23/08/2012,61.03,-0.009783218
22/08/2012,61.63,-0.007919233
21/08/2012,62.12,-0.006098558
20/08/2012,62.5,0.009161842
17/08/2012,61.93,0.001130948
16/08/2012,61.86,0.000161668
15/08/2012,61.85,0.00600018
14/08/2012,61.48,0.001627869
13/08/2012,61.38,0.000162933
10/08/2012,61.37,0.007687942
09/08/2012,60.9,-0.003115012
08/08/2012,61.09,0.00098264
07/08/2012,61.03,0.02069439
06/08/2012,59.78,0.012794787
03/08/2012,59.02,0.0182958
02/08/2012,57.95,-0.020665068
01/08/2012,59.16,0.003895339
31/07/2012,58.93,0.003910572
30/07/2012,58.7,-0.002382169
27/07/2012,58.84,0.002041511
26/07/2012,58.72,-0.03809348
25/07/2012,61,0.002626397
24/07/2012,60.84,-0.01743425
23/07/2012,61.91,-0.011722334
20/07/2012,62.64,-0.026466573
19/07/2012,64.32,-0.005736005
18/07/2012,64.69,0.003251532
17/07/2012,64.48,0.023537883
16/07/2012,62.98,-0.005857691
13/07/2012,63.35,0.00856061
12/07/2012,62.81,-0.007138921
11/07/2012,63.26,-0.001105933
10/07/2012,63.33,-0.00770747
09/07/2012,63.82,0.017386245
06/07/2012,62.72,-0.016916062
05/07/2012,63.79,-0.014010192
03/07/2012,64.69,0.003096457
02/07/2012,64.49,0.002017851
29/06/2012,64.36,0.031407932
28/06/2012,62.37,-0.003041706
27/06/2012,62.56,0.014490674
26/06/2012,61.66,-0.003399987
25/06/2012,61.87,-0.020794095
22/06/2012,63.17,0.022897486
21/06/2012,61.74,-0.021313202
20/06/2012,63.07,-0.003640108
19/06/2012,63.3,0.008726751
18/06/2012,62.75,-0.007145723
15/06/2012,63.2,0.041514481
14/06/2012,60.63,0.011112147
13/06/2012,59.96,-0.008469701
12/06/2012,60.47,0.007469534
11/06/2012,60.02,-0.015540071
08/06/2012,60.96,0.013044022
07/06/2012,60.17,0.003663008
06/06/2012,59.95,0.006862526
05/06/2012,59.54,0.01352743
04/06/2012,58.74,-0.003229373
01/06/2012,58.93,-0.028769337
31/05/2012,60.65,-0.007064845
30/05/2012,61.08,-0.019455867
29/05/2012,62.28,0.003861009
25/05/2012,62.04,0.002259159
24/05/2012,61.9,0.031175617
23/05/2012,60,-0.002330615
22/05/2012,60.14,-0.000498712
21/05/2012,60.17,0.022012146
18/05/2012,58.86,-0.01081457
17/05/2012,59.5,-0.020955365
16/05/2012,60.76,-0.000822571
15/05/2012,60.81,-0.009003908
14/05/2012,61.36,-0.008762023
11/05/2012,61.9,-0.003708784
10/05/2012,62.13,0.000805088
09/05/2012,62.08,-0.010894052
08/05/2012,62.76,-0.011564485
07/05/2012,63.49,0.005369564
04/05/2012,63.15,-0.013682686
03/05/2012,64.02,0.003912674
02/05/2012,63.77,-0.011227313
01/05/2012,64.49,0.024487175
30/04/2012,62.93,-0.001429139
27/04/2012,63.02,0.015189356
26/04/2012,62.07,-0.021674155
25/04/2012,63.43,0.01653193
24/04/2012,62.39,0.004176042
23/04/2012,62.13,-0.015174798
20/04/2012,63.08,0.000317108
19/04/2012,63.06,-0.019317444
18/04/2012,64.29,-0.005584007
17/04/2012,64.65,0.022525589
16/04/2012,63.21,-0.002528047
13/04/2012,63.37,-0.013324125
12/04/2012,64.22,0.016168628
11/04/2012,63.19,0.000633212
10/04/2012,63.15,-0.015711242
09/04/2012,64.15,-0.008846182
05/04/2012,64.72,0.002320366
04/04/2012,64.57,-0.008481815
03/04/2012,65.12,-0.001994325
02/04/2012,65.25,0.014977505
30/03/2012,64.28,0.015521202
29/03/2012,63.29,-0.005200548
28/03/2012,63.62,-0.009853837
27/03/2012,64.25,-0.002797639
26/03/2012,64.43,0.01469695
23/03/2012,63.49,0.005211224
22/03/2012,63.16,-0.007256697
21/03/2012,63.62,-0.003608696
20/03/2012,63.85,-0.007334042
19/03/2012,64.32,0.003426261
16/03/2012,64.1,0.003594596
15/03/2012,63.87,0.018009965
14/03/2012,62.73,-0.004136182
13/03/2012,62.99,0.024589427
12/03/2012,61.46,-0.001625752
09/03/2012,61.56,0.009958453
08/03/2012,60.95,0.010224363
07/03/2012,60.33,0.008155159
06/03/2012,59.84,-0.009976804
05/03/2012,60.44,0.003314554
02/03/2012,60.24,-0.002155709
01/03/2012,60.37,-0.006274789
29/02/2012,60.75,-0.010968433
28/02/2012,61.42,-0.009560147
27/02/2012,62.01,-0.003220096
24/02/2012,62.21,0.013105923
23/02/2012,61.4,0.00637205
22/02/2012,61.01,-0.003926064
21/02/2012,61.25,-0.004561011
17/02/2012,61.53,-0.000162509
16/02/2012,61.54,-0.000324939
15/02/2012,61.56,-0.00372923
14/02/2012,61.79,0.00877769
13/02/2012,61.25,0.006716382
10/02/2012,60.84,-0.003118079
09/02/2012,61.03,-0.023320895
08/02/2012,62.47,0.001762397
07/02/2012,62.36,-0.003681477
06/02/2012,62.59,0.001278977
03/02/2012,62.51,0.018568387
02/02/2012,61.36,0.008346338
01/02/2012,60.85,0.001644737
31/01/2012,60.75,-0.003286774
30/01/2012,60.95,0.007410491
27/01/2012,60.5,0.01482002
26/01/2012,59.61,0.031699996
25/01/2012,57.75,0.020998147
24/01/2012,56.55,0.008702657
23/01/2012,56.06,0.000178396
20/01/2012,56.05,-0.001604421
19/01/2012,56.14,0.010565055
18/01/2012,55.55,0.006501739
17/01/2012,55.19,0.002721584
13/01/2012,55.04,-0.000363306
12/01/2012,55.06,-0.004349409
11/01/2012,55.3,-0.003970408
10/01/2012,55.52,0.020746877
09/01/2012,54.38,0.007382832
06/01/2012,53.98,0.002596922
05/01/2012,53.84,0.011770337
04/01/2012,53.21,-0.013625969
03/01/2012,53.94,0.00968711
30/12/2011,53.42,-0.000374322
29/12/2011,53.44,0.005253295
28/12/2011,53.16,-0.002254792
27/12/2011,53.28,0.001314678
23/12/2011,53.21,0.003200003
22/12/2011,53.04,0.023077214
21/12/2011,51.83,0.022043222
20/12/2011,50.7,0.060994513
19/12/2011,47.7,0.003780723
16/12/2011,47.52,-0.004618946
15/12/2011,47.74,0.005671688
14/12/2011,47.47,-0.005252665
13/12/2011,47.72,-0.011459652
12/12/2011,48.27,-0.020302143
09/12/2011,49.26,0.024246102
08/12/2011,48.08,-0.02058533
07/12/2011,49.08,-0.012352086
06/12/2011,49.69,0.001611279
05/12/2011,49.61,0.014006115
02/12/2011,48.92,-0.038890449
01/12/2011,50.86,0.006113815
30/11/2011,50.55,0.05113713
29/11/2011,48.03,-0.008293641
28/11/2011,48.43,0.02128628
25/11/2011,47.41,-0.003369134
23/11/2011,47.57,-0.006077772
22/11/2011,47.86,-0.00583335
21/11/2011,48.14,-0.006212486
18/11/2011,48.44,-0.031697087
17/11/2011,50,-0.022934971
16/11/2011,51.16,-0.020316071
15/11/2011,52.21,-0.005539122
14/11/2011,52.5,0
11/11/2011,52.5,0.015935827
10/11/2011,51.67,0
09/11/2011,51.67,-0.045032202
08/11/2011,54.05,0.022262635
07/11/2011,52.86,0.029956157
04/11/2011,51.3,-0.026734932
03/11/2011,52.69,0.016263632
02/11/2011,51.84,0.020068866
01/11/2011,50.81,-0.035193114
31/10/2011,52.63,-0.031237928
28/10/2011,54.3,0.002396977
27/10/2011,54.17,0.002772901
26/10/2011,54.02,0.008178484
25/10/2011,53.58,-0.026157321
24/10/2011,55,0.00656697
21/10/2011,54.64,0.028024475
20/10/2011,53.13,0.00207254
19/10/2011,53.02,0.008713827
18/10/2011,52.56,0.011481182
17/10/2011,51.96,-0.01906272
14/10/2011,52.96,-0.000566305
13/10/2011,52.99,-0.015170251
12/10/2011,53.8,0
11/10/2011,53.8,0.000185891
10/10/2011,53.79,0.019523804
07/10/2011,52.75,-0.005671093
06/10/2011,53.05,0.019222211
05/10/2011,52.04,0.010042572
04/10/2011,51.52,0.008185585
03/10/2011,51.1,-0.045523255
30/09/2011,53.48,-0.039954004
29/09/2011,55.66,0.012292273
28/09/2011,54.98,-0.027801988
27/09/2011,56.53,0.019289757
26/09/2011,55.45,0.035426298
23/09/2011,53.52,0.001121705
22/09/2011,53.46,-0.036728329
21/09/2011,55.46,-0.032464048
20/09/2011,57.29,0.01388545
19/09/2011,56.5,-0.007757444
16/09/2011,56.94,0.0038712
15/09/2011,56.72,0.015278322
14/09/2011,55.86,0.014970069
13/09/2011,55.03,0.024093119
12/09/2011,53.72,-0.001859774
09/09/2011,53.82,-0.055650196
08/09/2011,56.9,-0.007877502
07/09/2011,57.35,0.04584768
06/09/2011,54.78,-0.002552417
02/09/2011,54.92,-0.026591578
01/09/2011,56.4,-0.00865042
31/08/2011,56.89,0.019883488
30/08/2011,55.77,0.003412666
29/08/2011,55.58,0.025511588
26/08/2011,54.18,0.020511627
25/08/2011,53.08,-0.007507543
24/08/2011,53.48,0.012607186
23/08/2011,52.81,0.033699155
22/08/2011,51.06,0.001568013
19/08/2011,50.98,0.010054299
18/08/2011,50.47,-0.04513209
17/08/2011,52.8,-0.004723674
16/08/2011,53.05,-0.006201279
15/08/2011,53.38,0.002813997
12/08/2011,53.23,0.009058375
11/08/2011,52.75,0.02437039
10/08/2011,51.48,-0.054251231
09/08/2011,54.35,0.008314136
08/08/2011,53.9,-0.065697404
05/08/2011,57.56,0.018587244
04/08/2011,56.5,-0.01823972
03/08/2011,57.54,0.00435427
02/08/2011,57.29,-0.021584193
01/08/2011,58.54,-0.024967559
29/07/2011,60.02,-0.003658743
28/07/2011,60.24,-0.009910884
27/07/2011,60.84,-0.012089675
26/07/2011,61.58,-0.010660737
25/07/2011,62.24,-0.016729459
22/07/2011,63.29,-0.02265191
21/07/2011,64.74,0.013686061
20/07/2011,63.86,0.005495813
19/07/2011,63.51,0.004576667
18/07/2011,63.22,-0.007249835
15/07/2011,63.68,-0.002822646
14/07/2011,63.86,-0.000782656
13/07/2011,63.91,0.005334183
12/07/2011,63.57,0.012664409
11/07/2011,62.77,-0.027498001
08/07/2011,64.52,-0.018580189
07/07/2011,65.73,0.018115325
06/07/2011,64.55,0.002015973
05/07/2011,64.42,-0.010346784
01/07/2011,65.09,0.029466626
30/06/2011,63.2,0.00874062
29/06/2011,62.65,-0.00334635
28/06/2011,62.86,0.011842033
27/06/2011,62.12,0.010030823
24/06/2011,61.5,-0.008258488
23/06/2011,62.01,-0.002255156
22/06/2011,62.15,-0.021174078
21/06/2011,63.48,0.019727016
20/06/2011,62.24,0.003057368
17/06/2011,62.05,-0.007386032
16/06/2011,62.51,-0.004469281
15/06/2011,62.79,-0.015800613
14/06/2011,63.79,0.006132577
13/06/2011,63.4,0.00855383
10/06/2011,62.86,-0.018753997
09/06/2011,64.05,0.009727093
08/06/2011,63.43,-0.016263064
07/06/2011,64.47,-0.009878148
06/06/2011,65.11,-0.010845596
03/06/2011,65.82,-0.00771854
02/06/2011,66.33,-0.00301069
01/06/2011,66.53,-0.018319077
31/05/2011,67.76,-0.006179216
27/05/2011,68.18,0.002202482
26/05/2011,68.03,0.012722065
25/05/2011,67.17,0.002981961
24/05/2011,66.97,-0.000447861
23/05/2011,67,-0.010393561
20/05/2011,67.7,-0.008530718
19/05/2011,68.28,-0.008603772
18/05/2011,68.87,0.001016925
17/05/2011,68.8,-0.001162115
16/05/2011,68.88,-0.000145169
13/05/2011,68.89,-0.009391097
12/05/2011,69.54,0.005624068
11/05/2011,69.15,-0.007778777
10/05/2011,69.69,0.025431873
09/05/2011,67.94,0.006497365
06/05/2011,67.5,0.017636087
05/05/2011,66.32,0.002264323
04/05/2011,66.17,0.00045348
03/05/2011,66.14,0.003787023
02/05/2011,65.89,0.009760639
29/04/2011,65.25,-0.007785705
28/04/2011,65.76,0.044306617
27/04/2011,62.91,0.001909308
26/04/2011,62.79,0.021734736
25/04/2011,61.44,-0.012936791
21/04/2011,62.24,0.01131051
20/04/2011,61.54,-0.028513865
19/04/2011,63.32,0.030628547
18/04/2011,61.41,-0.009561697
15/04/2011,62,0.029960496
14/04/2011,60.17,0.004998344
13/04/2011,59.87,0.003513766
12/04/2011,59.66,-0.012658397
11/04/2011,60.42,0.00847674
08/04/2011,59.91,-0.013100262
07/04/2011,60.7,0
06/04/2011,60.7,0.005285774
05/04/2011,60.38,-0.007260758
04/04/2011,60.82,-0.007534843
01/04/2011,61.28,0.012314416
31/03/2011,60.53,-0.006914746
30/03/2011,60.95,-0.000164055
29/03/2011,60.96,0.00641819
28/03/2011,60.57,-0.002802739
25/03/2011,60.74,0.012257897
24/03/2011,60,-0.001665279
23/03/2011,60.1,-0.010757241
22/03/2011,60.75,-0.009991075
21/03/2011,61.36,0.01726023
18/03/2011,60.31,0.009998417
17/03/2011,59.71,0.005036948
16/03/2011,59.41,-0.02098678
15/03/2011,60.67,-0.005752337
14/03/2011,61.02,-0.01075805
11/03/2011,61.68,0.006669403
10/03/2011,61.27,-0.028003117
09/03/2011,63.01,0.003656893
08/03/2011,62.78,0.014601142
07/03/2011,61.87,-0.014123168
04/03/2011,62.75,-0.007462129
03/03/2011,63.22,0.016104948
02/03/2011,62.21,0.016041825
01/03/2011,61.22,-0.018129341
28/02/2011,62.34,0.005468889
25/02/2011,62,0.0160966
24/02/2011,61.01,-0.007348772
23/02/2011,61.46,-0.008747828
22/02/2011,62,-0.027521024
18/02/2011,63.73,0.023496874
17/02/2011,62.25,0.015215574
16/02/2011,61.31,0.01049362
15/02/2011,60.67,-0.001811446
14/02/2011,60.78,0.002470967
11/02/2011,60.63,0.009612272
10/02/2011,60.05,0.0113885
09/02/2011,59.37,-0.009888625
08/02/2011,59.96,-0.000500208
07/02/2011,59.99,-0.010941754
04/02/2011,60.65,0.00247627
03/02/2011,60.5,-0.000330524
02/02/2011,60.52,0.005135437
01/02/2011,60.21,0.017592814
31/01/2011,59.16,0.009852296
28/01/2011,58.58,-0.008499116
27/01/2011,59.08,0.066481278
26/01/2011,55.28,-0.019703306
