Date,Close,BLL
11/01/2013,45.4,-0.004614886
10/01/2013,45.61,0
09/01/2013,45.61,0.004394646
08/01/2013,45.41,-0.014863662
07/01/2013,46.09,-0.008856306
04/01/2013,46.5,0.001291156
03/01/2013,46.44,0.008433394
02/01/2013,46.05,0.028636318
31/12/2012,44.75,0.010332527
28/12/2012,44.29,-0.0078714
27/12/2012,44.64,-0.006030169
26/12/2012,44.91,-0.002446348
24/12/2012,45.02,0.004898696
21/12/2012,44.8,-0.014624679
20/12/2012,45.46,0.019771831
19/12/2012,44.57,0.008336198
18/12/2012,44.2,0
17/12/2012,44.2,-0.001130582
14/12/2012,44.25,-0.006756782
13/12/2012,44.55,0.001797349
12/12/2012,44.47,-0.00627664
11/12/2012,44.75,0.004703783
10/12/2012,44.54,0.008794735
07/12/2012,44.15,-0.000905592
06/12/2012,44.19,0.013212037
05/12/2012,43.61,-0.00206162
04/12/2012,43.7,-0.005476965
03/12/2012,43.94,-0.016924696
30/11/2012,44.69,-0.001118193
29/11/2012,44.74,0
28/11/2012,44.74,0.002461677
27/11/2012,44.63,-0.003355333
26/11/2012,44.78,-0.006455226
23/11/2012,45.07,0.010258788
21/11/2012,44.61,-0.003133396
20/11/2012,44.75,0.002237137
19/11/2012,44.65,0.029778311
16/11/2012,43.34,0.002310003
15/11/2012,43.24,0.005565877
14/11/2012,43,-0.008567842
13/11/2012,43.37,-0.007580144
12/11/2012,43.7,-0.003426617
09/11/2012,43.85,0.007324363
08/11/2012,43.53,-0.009829774
07/11/2012,43.96,-0.00159109
06/11/2012,44.03,0.01879927
05/11/2012,43.21,-0.003926555
02/11/2012,43.38,-0.001151941
01/11/2012,43.43,0.013911655
31/10/2012,42.83,0.000467071
26/10/2012,42.81,0.007267644
25/10/2012,42.5,0.013502515
24/10/2012,41.93,-0.001668057
23/10/2012,42,-0.016295082
22/10/2012,42.69,0.000702988
19/10/2012,42.66,-0.006774935
18/10/2012,42.95,-0.001860898
17/10/2012,43.03,0.014985061
16/10/2012,42.39,0.014734107
15/10/2012,41.77,0.011073777
12/10/2012,41.31,-0.004829761
11/10/2012,41.51,-0.000963159
10/10/2012,41.55,-0.016943491
09/10/2012,42.26,-0.009655085
08/10/2012,42.67,-0.002808333
05/10/2012,42.79,0.000935235
04/10/2012,42.75,0.00445435
03/10/2012,42.56,0.008731619
02/10/2012,42.19,-0.006614718
01/10/2012,42.47,0.00377448
28/09/2012,42.31,-0.000944956
27/09/2012,42.35,0.001181335
26/09/2012,42.3,0.001893044
25/09/2012,42.22,-0.008960211
24/09/2012,42.6,0.002114911
21/09/2012,42.51,-0.003991084
20/09/2012,42.68,-0.006771771
19/09/2012,42.97,-0.003484729
18/09/2012,43.12,-0.000695491
17/09/2012,43.15,-0.003008217
14/09/2012,43.28,-0.005989421
13/09/2012,43.54,0.011782509
12/09/2012,43.03,0.001860898
11/09/2012,42.95,0.006071948
10/09/2012,42.69,-0.002106003
07/09/2012,42.78,0.002106003
06/09/2012,42.69,0.012018526
05/09/2012,42.18,0.009528419
04/09/2012,41.78,-0.009291312
31/08/2012,42.17,0.008573522
30/08/2012,41.81,-0.001672841
29/08/2012,41.88,0
28/08/2012,41.88,-0.001670047
27/08/2012,41.95,-0.004281643
24/08/2012,42.13,-0.000948992
23/08/2012,42.17,-0.013894018
22/08/2012,42.76,0.007747427
21/08/2012,42.43,-0.01124924
20/08/2012,42.91,-0.003489593
17/08/2012,43.06,-0.001856149
16/08/2012,43.14,0.011423367
15/08/2012,42.65,0.015119589
14/08/2012,42.01,-0.00023801
13/08/2012,42.02,0.00023801
10/08/2012,42.01,0.006687391
09/08/2012,41.73,0.007456439
08/08/2012,41.42,-0.002892962
07/08/2012,41.54,0.006763311
06/08/2012,41.26,0.003885386
03/08/2012,41.1,0.037179003
02/08/2012,39.6,-0.020990276
01/08/2012,40.44,-0.027318772
31/07/2012,41.56,-0.008147661
30/07/2012,41.9,0.000238692
27/07/2012,41.89,0.022451154
26/07/2012,40.96,0.01055354
25/07/2012,40.53,-0.007374665
24/07/2012,40.83,-0.012413449
23/07/2012,41.34,-0.010347824
20/07/2012,41.77,-0.012845086
19/07/2012,42.31,0.019089103
18/07/2012,41.51,0.00313669
17/07/2012,41.38,0.009225606
16/07/2012,41,-0.00559408
13/07/2012,41.23,0.029037473
12/07/2012,40.05,-0.008205939
11/07/2012,40.38,-0.009857152
10/07/2012,40.78,0.00738374
09/07/2012,40.48,-0.002467309
06/07/2012,40.58,-0.005651815
05/07/2012,40.81,-0.005863686
03/07/2012,41.05,0.012995157
02/07/2012,40.52,-0.012995157
29/06/2012,41.05,0.011761959
28/06/2012,40.57,0.010157402
27/06/2012,40.16,0.003242302
26/06/2012,40.03,-0.009448106
25/06/2012,40.41,-0.029983965
22/06/2012,41.64,0.00384986
21/06/2012,41.48,-0.02287993
20/06/2012,42.44,-0.006341771
19/06/2012,42.71,0.005164331
18/06/2012,42.49,-0.006100441
15/06/2012,42.75,0.028231029
14/06/2012,41.56,0.011130045
13/06/2012,41.1,-0.001701714
12/06/2012,41.17,0.010008627
11/06/2012,40.76,-0.009522719
08/06/2012,41.15,0.019880395
07/06/2012,40.34,-0.005438827
06/06/2012,40.56,0.021683092
05/06/2012,39.69,0.003786449
04/06/2012,39.54,0.005325231
01/06/2012,39.33,-0.016141586
31/05/2012,39.97,-0.000750281
30/05/2012,40,-0.008959741
29/05/2012,40.36,0.01196425
25/05/2012,39.88,0.00050163
24/05/2012,39.86,0.008313437
23/05/2012,39.53,0.011960952
22/05/2012,39.06,-0.005361943
21/05/2012,39.27,0.015655395
18/05/2012,38.66,-0.005931674
17/05/2012,38.89,-0.025639176
16/05/2012,39.9,-0.010967209
15/05/2012,40.34,-0.003464492
14/05/2012,40.48,-0.011787956
11/05/2012,40.96,-0.007297527
10/05/2012,41.26,0.008518976
09/05/2012,40.91,-0.000244409
08/05/2012,40.92,0
07/05/2012,40.92,0.003917733
04/05/2012,40.76,-0.016786673
03/05/2012,41.45,-0.000482393
02/05/2012,41.47,-0.008643511
01/05/2012,41.83,0.001674842
30/04/2012,41.76,-0.000478813
27/04/2012,41.78,0.003596695
26/04/2012,41.63,-0.032379054
25/04/2012,43,0.000930665
24/04/2012,42.96,0.00209717
23/04/2012,42.87,-0.015048322
20/04/2012,43.52,0.005067968
19/04/2012,43.3,0.006255088
18/04/2012,43.03,-0.002784871
17/04/2012,43.15,0.008611714
16/04/2012,42.78,0.000233781
13/04/2012,42.77,-0.000934798
12/04/2012,42.81,0.001870471
11/04/2012,42.73,0.006574337
10/04/2012,42.45,-0.022823534
09/04/2012,43.43,-0.003218394
05/04/2012,43.57,-0.001146921
04/04/2012,43.62,0.001606057
03/04/2012,43.55,0.010386706
02/04/2012,43.1,0.00511748
30/03/2012,42.88,0.003036321
29/03/2012,42.75,0.007277882
28/03/2012,42.44,0.002122893
27/03/2012,42.35,0.019552363
26/03/2012,41.53,0.010651275
23/03/2012,41.09,0.006347678
22/03/2012,40.83,-0.00610428
21/03/2012,41.08,-0.004614459
20/03/2012,41.27,-0.002903462
19/03/2012,41.39,0
16/03/2012,41.39,0.018532596
15/03/2012,40.63,0.008155241
14/03/2012,40.3,-0.001983144
13/03/2012,40.38,0.017235346
12/03/2012,39.69,-0.000755572
09/03/2012,39.72,-0.003769322
08/03/2012,39.87,0.010336661
07/03/2012,39.46,0.004572017
06/03/2012,39.28,-0.010383783
05/03/2012,39.69,-0.00301887
02/03/2012,39.81,-0.004261192
01/03/2012,39.98,-0.002498128
29/02/2012,40.08,0.000249532
28/02/2012,40.07,0.004251601
27/02/2012,39.9,0.00301205
24/02/2012,39.78,-0.001758132
23/02/2012,39.85,0.003771218
22/02/2012,39.7,-0.013510338
21/02/2012,40.24,0.003235846
17/02/2012,40.11,-0.005221944
16/02/2012,40.32,0.014741054
15/02/2012,39.73,-0.003517592
14/02/2012,39.87,-0.002254792
13/02/2012,39.96,0.003760817
10/02/2012,39.81,-0.005760817
09/02/2012,40.04,0.004756549
08/02/2012,39.85,0.001255493
07/02/2012,39.8,-0.005012542
06/02/2012,40,0.005012542
03/02/2012,39.8,0.002515725
02/02/2012,39.7,-0.015496436
01/02/2012,40.32,0.026641435
31/01/2012,39.26,0.002039776
30/01/2012,39.18,-0.006614117
27/01/2012,39.44,0.002030458
26/01/2012,39.36,0.043089978
25/01/2012,37.7,-0.001325381
24/01/2012,37.75,-0.001059042
23/01/2012,37.79,-0.003170412
20/01/2012,37.91,-0.006310828
19/01/2012,38.15,0.01213095
18/01/2012,37.69,0.014700251
17/01/2012,37.14,-0.013372759
13/01/2012,37.64,-0.004770749
12/01/2012,37.82,0.024355546
11/01/2012,36.91,0.001355565
10/01/2012,36.86,0.000814222
09/01/2012,36.83,-0.007843177
06/01/2012,37.12,0.023164955
05/01/2012,36.27,0.000551572
04/01/2012,36.25,-0.001929172
03/01/2012,36.32,0.016937792
30/12/2011,35.71,-0.002517132
29/12/2011,35.8,0.019461903
28/12/2011,35.11,-0.021694047
27/12/2011,35.88,0.002232144
23/12/2011,35.8,0.003637894
22/12/2011,35.67,0.00675108
21/12/2011,35.43,0.009357788
20/12/2011,35.1,0.01492565
19/12/2011,34.58,-0.001444878
16/12/2011,34.63,-0.005184343
15/12/2011,34.81,0.018556636
14/12/2011,34.17,-0.001462202
13/12/2011,34.22,-0.002626588
12/12/2011,34.31,-0.017622874
09/12/2011,34.92,0.016457712
08/12/2011,34.35,-0.020744045
07/12/2011,35.07,-0.001139926
06/12/2011,35.11,-0.002844143
05/12/2011,35.21,0.008270402
02/12/2011,34.92,-0.003145106
01/12/2011,35.03,-0.002281153
30/11/2011,35.11,0.032125466
29/11/2011,34,0.000882742
28/11/2011,33.97,0.023530497
25/11/2011,33.18,0.003925718
23/11/2011,33.05,-0.006634524
22/11/2011,33.27,-0.008082666
21/11/2011,33.54,-0.0109712
18/11/2011,33.91,-0.001178898
17/11/2011,33.95,-0.00967324
16/11/2011,34.28,-0.013617478
15/11/2011,34.75,-0.000287728
14/11/2011,34.76,-0.018526966
11/11/2011,35.41,0.026324839
10/11/2011,34.49,0.012545752
09/11/2011,34.06,-0.041127291
08/11/2011,35.49,0.017910927
07/11/2011,34.86,-0.000286821
04/11/2011,34.87,0.001434926
03/11/2011,34.82,0.025597675
02/11/2011,33.94,0.004133457
01/11/2011,33.8,-0.022525451
31/10/2011,34.57,-0.031043359
28/10/2011,35.66,-0.00196106
27/10/2011,35.73,0.028386805
26/10/2011,34.73,0.009256647
25/10/2011,34.41,-0.019853911
24/10/2011,35.1,0.008009196
21/10/2011,34.82,0.008363423
20/10/2011,34.53,0.012824425
19/10/2011,34.09,-0.00526625
18/10/2011,34.27,0.02391964
17/10/2011,33.46,-0.014832666
14/10/2011,33.96,0.014832666
13/10/2011,33.46,-0.004472946
12/10/2011,33.61,0.002681366
11/10/2011,33.52,0.005384398
10/10/2011,33.34,0.027057434
07/10/2011,32.45,-0.002154842
06/10/2011,32.52,0.025854111
05/10/2011,31.69,0.006013628
04/10/2011,31.5,0.041483589
03/10/2011,30.22,-0.026128201
30/09/2011,31.02,-0.018841368
29/09/2011,31.61,0.010494611
28/09/2011,31.28,-0.027744529
27/09/2011,32.16,0.022324461
26/09/2011,31.45,0.016025984
23/09/2011,30.95,-0.009966326
22/09/2011,31.26,-0.047174138
21/09/2011,32.77,-0.022330439
20/09/2011,33.51,-0.005950627
19/09/2011,33.71,-0.017642328
16/09/2011,34.31,0.002334404
15/09/2011,34.23,0.001169249
14/09/2011,34.19,0.008813218
13/09/2011,33.89,0.004732337
12/09/2011,33.73,-0.008854839
09/09/2011,34.03,-0.022949446
08/09/2011,34.82,-0.015389303
07/09/2011,35.36,0.014528101
06/09/2011,34.85,-0.00486619
02/09/2011,35.02,-0.018951211
01/09/2011,35.69,-0.006423706
31/08/2011,35.92,0.003625719
30/08/2011,35.79,0.003919378
29/08/2011,35.65,0.018115412
26/08/2011,35.01,0.011202185
25/08/2011,34.62,-0.014908533
24/08/2011,35.14,0.006853254
23/08/2011,34.9,0.033210159
22/08/2011,33.76,-0.007083855
19/08/2011,34,-0.012567753
18/08/2011,34.43,-0.036782479
17/08/2011,35.72,-0.002237137
16/08/2011,35.8,-0.013318732
15/08/2011,36.28,0.009694024
12/08/2011,35.93,0.010632445
11/08/2011,35.55,0.044579632
10/08/2011,34,-0.056880597
09/08/2011,35.99,0.09525461
08/08/2011,32.72,-0.079854614
05/08/2011,35.44,0.006795043
04/08/2011,35.2,-0.036813973
03/08/2011,36.52,-0.00082113
02/08/2011,36.55,-0.04310666
01/08/2011,38.16,-0.0166324
29/07/2011,38.8,0.005686239
28/07/2011,38.58,-0.017981476
27/07/2011,39.28,-0.007608457
26/07/2011,39.58,0.001264063
25/07/2011,39.53,0.005580938
22/07/2011,39.31,0.001272751
21/07/2011,39.26,0.014883518
20/07/2011,38.68,0.001552394
19/07/2011,38.62,0.009888189
18/07/2011,38.24,-0.030898442
15/07/2011,39.44,0.004065046
14/07/2011,39.28,-0.012145898
13/07/2011,39.76,0.00656071
12/07/2011,39.5,-0.01057678
11/07/2011,39.92,-0.010961744
08/07/2011,40.36,0.007211271
07/07/2011,40.07,0.010536977
06/07/2011,39.65,0.009120915
05/07/2011,39.29,0.003825072
01/07/2011,39.14,0.017526222
30/06/2011,38.46,0.00992953
29/06/2011,38.08,0.00026264
28/06/2011,38.07,0.007117468
27/06/2011,37.8,0.008234872
24/06/2011,37.49,-0.008499387
23/06/2011,37.81,-0.005012542
22/06/2011,38,-0.003152919
21/06/2011,38.12,0.009488738
20/06/2011,37.76,-0.001587722
17/06/2011,37.82,0.008763832
16/06/2011,37.49,-0.0013328
15/06/2011,37.54,-0.020825848
14/06/2011,38.33,0.009699906
13/06/2011,37.96,-0.003681308
10/06/2011,38.1,-0.014591192
09/06/2011,38.66,0.014066395
08/06/2011,38.12,-0.016391677
07/06/2011,38.75,0.019807789
06/06/2011,37.99,-0.001840895
03/06/2011,38.06,-0.014606415
02/06/2011,38.62,-0.002844217
01/06/2011,38.73,-0.019939311
31/05/2011,39.51,0.010942977
27/05/2011,39.08,0.007190581
26/05/2011,38.8,0.00724266
25/05/2011,38.52,0.001558847
24/05/2011,38.46,-0.004928035
23/05/2011,38.65,-0.010039987
20/05/2011,39.04,-0.00968654
19/05/2011,39.42,0.004067113
18/05/2011,39.26,0.020847493
17/05/2011,38.45,-0.001559252
16/05/2011,38.51,0.001299208
13/05/2011,38.46,-0.014711841
12/05/2011,39.03,0.010560304
11/05/2011,38.62,-0.002585985
10/05/2011,38.72,0.011951298
09/05/2011,38.26,0.006029642
06/05/2011,38.03,0.006860185
05/05/2011,37.77,0.001855042
04/05/2011,37.7,0
03/05/2011,37.7,0.006119482
02/05/2011,37.47,0.004279226
29/04/2011,37.31,-0.003478264
28/04/2011,37.44,0.011551505
27/04/2011,37.01,-0.006732219
26/04/2011,37.26,0.013510068
25/04/2011,36.76,-0.008127923
21/04/2011,37.06,0.007584002
20/04/2011,36.78,-0.002986292
19/04/2011,36.89,0.008165533
18/04/2011,36.59,-0.00545109
15/04/2011,36.79,0.009558997
14/04/2011,36.44,0.005227691
13/04/2011,36.25,0.006087457
12/04/2011,36.03,-0.0069147
11/04/2011,36.28,0.007469948
08/04/2011,36.01,-0.012693327
07/04/2011,36.47,-0.004923424
06/04/2011,36.65,0.013183382
05/04/2011,36.17,0.004988924
04/04/2011,35.99,0.006131569
01/04/2011,35.77,-0.002234014
31/03/2011,35.85,0.004192878
30/03/2011,35.7,0.009004
29/03/2011,35.38,0.007945558
28/03/2011,35.1,-0.011613216
25/03/2011,35.51,0.005931383
24/03/2011,35.3,0.002836881
23/03/2011,35.2,0.010279931
22/03/2011,34.84,-0.006579912
21/03/2011,35.07,0.022492298
18/03/2011,34.29,0.014984855
17/03/2011,33.78,-0.001183432
16/03/2011,33.82,-0.010588334
15/03/2011,34.18,-0.013657048
14/03/2011,34.65,-0.009764581
11/03/2011,34.99,0.002002575
10/03/2011,34.92,-0.027677565
09/03/2011,35.9,-0.009426186
08/03/2011,36.24,0.015573173
07/03/2011,35.68,-0.004195224
04/03/2011,35.83,-0.012205422
03/03/2011,36.27,0.012763769
02/03/2011,35.81,0.005319906
01/03/2011,35.62,-0.013385587
28/02/2011,36.1,0
25/02/2011,36.1,0.002773927
24/02/2011,36,0.003060233
23/02/2011,35.89,0.001952309
22/02/2011,35.82,-0.032411516
18/02/2011,37,0.002706362
17/02/2011,36.9,0.001898821
16/02/2011,36.83,-0.694097042
15/02/2011,73.73,-0.002032383
14/02/2011,73.88,-0.002298385
11/02/2011,74.05,-0.001079768
10/02/2011,74.13,0.004461577
09/02/2011,73.8,0.003393285
08/02/2011,73.55,0.001088287
07/02/2011,73.47,-0.003396973
04/02/2011,73.72,-0.003115056
03/02/2011,73.95,0.010057165
02/02/2011,73.21,0.009745462
01/02/2011,72.5,0.019077373
31/01/2011,71.13,0.002956708
28/01/2011,70.92,-0.020101179
27/01/2011,72.36,0.009581411
26/01/2011,71.67,0.022862977
25/01/2011,70.05,-0.002566297
