Date,Close,UTX
17/12/2013,107.62,-0.008420128
16/12/2013,108.53,0.010932108
13/12/2013,107.35,-0.006869689
12/12/2013,108.09,-0.005259528
11/12/2013,108.66,-0.021126264
10/12/2013,110.98,-0.001800505
09/12/2013,111.18,0.000539811
06/12/2013,111.12,0.018804206
05/12/2013,109.05,0.001009221
04/12/2013,108.94,-0.006860933
03/12/2013,109.69,-0.005636379
02/12/2013,110.31,-0.00497356
29/11/2013,110.86,-0.005846129
27/11/2013,111.51,0.005124758
26/11/2013,110.94,0.005694931
25/11/2013,110.31,0.000997687
22/11/2013,110.2,0.003909629
21/11/2013,109.77,0.008600236
20/11/2013,108.83,-0.002477861
19/11/2013,109.1,-0.000274939
18/11/2013,109.13,0.00496051
15/11/2013,108.59,-0.000920471
14/11/2013,108.69,0.011381108
13/11/2013,107.46,9.30622E-05
12/11/2013,107.45,-0.005846071
11/11/2013,108.08,-0.004339203
08/11/2013,108.55,0.011861876
07/11/2013,107.27,-0.012966746
06/11/2013,108.67,0.009151901
05/11/2013,107.68,-0.002782159
04/11/2013,107.98,0.004362158
01/11/2013,107.51,0.011789059
31/10/2013,106.25,0.002827523
30/10/2013,105.95,-0.004426244
29/10/2013,106.42,0.004048779
28/10/2013,105.99,-0.014332127
25/10/2013,107.52,0.004287452
24/10/2013,107.06,0.006277837
23/10/2013,106.39,0.00244683
22/10/2013,106.13,-0.013941746
21/10/2013,107.62,-0.001114413
18/10/2013,107.74,-0.002595478
17/10/2013,108.02,0.014828903
16/10/2013,106.43,0.005936973
15/10/2013,105.8,-0.010343299
14/10/2013,106.9,-0.00102847
11/10/2013,107.01,0.010238196
10/10/2013,105.92,0.02950971
09/10/2013,102.84,0.00077821
08/10/2013,102.76,-0.012283147
07/10/2013,104.03,-0.00230437
04/10/2013,104.27,0.00557801
03/10/2013,103.69,-0.012364177
02/10/2013,104.98,-0.022604089
01/10/2013,107.38,-0.004089225
30/09/2013,107.82,-0.014182022
27/09/2013,109.36,-0.002739478
26/09/2013,109.66,0.003654307
25/09/2013,109.26,-0.006750003
24/09/2013,110,0.005286677
23/09/2013,109.42,-0.001461187
20/09/2013,109.58,-0.021843995
19/09/2013,112,0.008878584
18/09/2013,111.01,0.005600737
17/09/2013,110.39,0.006270183
16/09/2013,109.7,0.012013533
13/09/2013,108.39,0.005179921
12/09/2013,107.83,0
11/09/2013,107.83,0.014666992
10/09/2013,106.26,0.016893255
09/09/2013,104.48,0.012036157
06/09/2013,103.23,-0.004349724
05/09/2013,103.68,0.003091193
04/09/2013,103.36,0.006795483
03/09/2013,102.66,0.025252871
30/08/2013,100.1,-0.003589952
29/08/2013,100.46,0.004789472
28/08/2013,99.98,0.00040016
27/08/2013,99.94,-0.023339667
26/08/2013,102.3,-0.00487568
23/08/2013,102.8,-0.00155521
22/08/2013,102.96,0.01231326
21/08/2013,101.7,-0.00685941
20/08/2013,102.4,-0.002243575
19/08/2013,102.63,-0.004375098
16/08/2013,103.08,0.00087349
15/08/2013,102.99,-0.019899719
14/08/2013,105.06,-0.016426311
13/08/2013,106.8,0.011867899
12/08/2013,105.54,-0.000757719
09/08/2013,105.62,-0.006041174
08/08/2013,106.26,0.002166848
07/08/2013,106.03,0.007858773
06/08/2013,105.2,-0.013595376
05/08/2013,106.64,-0.010540651
02/08/2013,107.77,0.005489663
01/08/2013,107.18,0.015135424
31/07/2013,105.57,0
30/07/2013,105.57,0.004747445
29/07/2013,105.07,0.0009522
26/07/2013,104.97,0.001716248
25/07/2013,104.79,-0.00190676
24/07/2013,104.99,-0.001237447
23/07/2013,105.12,0.029051891
22/07/2013,102.11,-0.003616994
19/07/2013,102.48,0.011186458
18/07/2013,101.34,0.004747783
17/07/2013,100.86,0.008663236
16/07/2013,99.99,-0.00249713
15/07/2013,100.24,0.004098571
12/07/2013,99.83,0.001403368
11/07/2013,99.69,0.019243049
10/07/2013,97.79,-0.002349217
09/07/2013,98.02,0.010666768
08/07/2013,96.98,0.004650931
05/07/2013,96.53,0.018823101
03/07/2013,94.73,0.009865884
02/07/2013,93.8,-0.009971441
01/07/2013,94.74,0.019182174
28/06/2013,92.94,-0.006114259
27/06/2013,93.51,0.005683966
26/06/2013,92.98,0.012990007
25/06/2013,91.78,0.003164732
24/06/2013,91.49,-0.007513511
21/06/2013,92.18,-0.001842519
20/06/2013,92.35,-0.019622138
19/06/2013,94.18,-0.020909614
18/06/2013,96.17,0.012451116
17/06/2013,94.98,0.010158818
14/06/2013,94.02,-0.002867614
13/06/2013,94.29,0.01722244
12/06/2013,92.68,-0.01073202
11/06/2013,93.68,-0.004898317
10/06/2013,94.14,-0.003816799
07/06/2013,94.5,0.018692133
06/06/2013,92.75,-0.002799313
05/06/2013,93.01,-0.013562064
04/06/2013,94.28,-0.01002594
03/06/2013,95.23,0.003471313
31/05/2013,94.9,-0.011107732
30/05/2013,95.96,0.008792186
29/05/2013,95.12,-0.00889639
28/05/2013,95.97,0.009737787
24/05/2013,95.04,-0.004723674
23/05/2013,95.49,-0.007927443
22/05/2013,96.25,-0.013416094
21/05/2013,97.55,0.003285761
20/05/2013,97.23,-0.001233426
17/05/2013,97.35,0.022647966
16/05/2013,95.17,-0.006702298
15/05/2013,95.81,-0.001251695
14/05/2013,95.93,0.010268322
13/05/2013,94.95,-0.003154577
10/05/2013,95.25,0.005157635
09/05/2013,94.76,0.004018193
08/05/2013,94.38,0.00541834
07/05/2013,93.87,0.004056368
06/05/2013,93.49,0.004072889
03/05/2013,93.11,0.014714103
02/05/2013,91.75,0.007658681
01/05/2013,91.05,-0.002632446
30/04/2013,91.29,-0.003608336
29/04/2013,91.62,0.005143087
26/04/2013,91.15,-0.010477014
25/04/2013,92.11,0.001194938
24/04/2013,92,-0.00962742
23/04/2013,92.89,-0.007934848
22/04/2013,93.63,0.004388554
19/04/2013,93.22,0.01807702
18/04/2013,91.55,-0.014100017
17/04/2013,92.85,-0.017720361
16/04/2013,94.51,0.010530332
15/04/2013,93.52,-0.022938483
12/04/2013,95.69,-0.001357632
11/04/2013,95.82,0.006701596
10/04/2013,95.18,0.007699242
09/04/2013,94.45,0.007865687
08/04/2013,93.71,0.011483893
05/04/2013,92.64,-0.005597431
04/04/2013,93.16,-0.000429277
03/04/2013,93.2,0.002255761
02/04/2013,92.99,0.000753053
01/04/2013,92.92,-0.005473585
28/03/2013,93.43,0.008815366
27/03/2013,92.61,-0.000431826
26/03/2013,92.65,-0.001617687
25/03/2013,92.8,-0.0084769
22/03/2013,93.59,0.012471939
21/03/2013,92.43,-0.010974933
20/03/2013,93.45,0.003644944
19/03/2013,93.11,0.003658278
18/03/2013,92.77,-0.005482411
15/03/2013,93.28,-0.001820811
14/03/2013,93.45,0.003967195
13/03/2013,93.08,-0.000644399
12/03/2013,93.14,0.002472455
11/03/2013,92.91,0.009082125
08/03/2013,92.07,0.003917733
07/03/2013,91.71,0.007002983
06/03/2013,91.07,0.000549179
05/03/2013,91.02,0.020983284
04/03/2013,89.13,-0.011157094
01/03/2013,90.13,-0.004649112
28/02/2013,90.55,-0.000220848
27/02/2013,90.57,0.015241993
26/02/2013,89.2,0.009348494
25/02/2013,88.37,-0.023706802
22/02/2013,90.49,0.012006815
21/02/2013,89.41,-0.008353337
20/02/2013,90.16,-0.009493393
19/02/2013,91.02,0.002640266
15/02/2013,90.78,0.012079717
14/02/2013,89.69,0.002120655
13/02/2013,89.5,-0.005348798
12/02/2013,89.98,0.004120503
11/02/2013,89.61,-0.00534225
08/02/2013,90.09,0.00155521
07/02/2013,89.95,0.006468905
06/02/2013,89.37,0.001231596
05/02/2013,89.26,-0.003131994
04/02/2013,89.54,-0.003344858
01/02/2013,89.84,0.025591837
31/01/2013,87.57,-0.017320861
30/01/2013,89.1,-0.007380107
29/01/2013,89.76,-0.000445534
28/01/2013,89.8,0.000111365
25/01/2013,89.79,0.009736521
24/01/2013,88.92,0.009605136
23/01/2013,88.07,0.006836075
22/01/2013,87.47,0.005962637
18/01/2013,86.95,0.006345565
17/01/2013,86.4,0.009652921
16/01/2013,85.57,-0.004547317
15/01/2013,85.96,0.001863065
14/01/2013,85.8,0.007252342
11/01/2013,85.18,0.002468411
10/01/2013,84.97,0.004955178
09/01/2013,84.55,0.01189782
08/01/2013,83.55,-0.012134339
07/01/2013,84.57,-0.004836341
04/01/2013,84.98,0.007915453
03/01/2013,84.31,0.003683683
02/01/2013,84,0.023975608
31/12/2012,82.01,0.014740471
28/12/2012,80.81,-0.015471821
27/12/2012,82.07,-0.00048727
26/12/2012,82.11,-0.00158199
24/12/2012,82.24,-0.003641223
21/12/2012,82.54,-0.007603682
20/12/2012,83.17,0.001684718
19/12/2012,83.03,0.009681789
18/12/2012,82.23,0.027618572
17/12/2012,79.99,0.000125023
14/12/2012,79.98,-0.004864369
13/12/2012,80.37,-0.007808182
12/12/2012,81,-0.002342932
11/12/2012,81.19,0.002219483
10/12/2012,81.01,0.000246914
07/12/2012,80.99,0.001482763
06/12/2012,80.87,0.007945417
05/12/2012,80.23,0.001122405
04/12/2012,80.14,0.004251601
03/12/2012,79.8,-0.003877186
30/11/2012,80.11,0.004378565
29/11/2012,79.76,-0.000501379
28/11/2012,79.8,0.012229869
27/11/2012,78.83,0.001904642
26/11/2012,78.68,0.000890076
23/11/2012,78.61,0.016416939
21/11/2012,77.33,0.008310657
20/11/2012,76.69,0.001435376
19/11/2012,76.58,0.017520042
16/11/2012,75.25,0.005463402
15/11/2012,74.84,0.002541977
14/11/2012,74.65,-0.030994898
13/11/2012,77,0.000649562
12/11/2012,76.95,0.014530002
09/11/2012,75.84,-0.004210533
08/11/2012,76.16,-0.019761433
07/11/2012,77.68,-0.02905374
06/11/2012,79.97,0.026225611
05/11/2012,77.9,-0.002179907
02/11/2012,78.07,-0.012601198
01/11/2012,79.06,0.01144905
31/10/2012,78.16,-0.00051164
26/10/2012,78.2,0.011705066
25/10/2012,77.29,-0.007861372
24/10/2012,77.9,0.010711853
23/10/2012,77.07,-0.009812861
22/10/2012,77.83,-0.002053652
19/10/2012,77.99,-0.015774402
18/10/2012,79.23,0.008746966
17/10/2012,78.54,0.012040622
16/10/2012,77.6,0.018862348
15/10/2012,76.15,0.002498193
12/10/2012,75.96,-0.001184133
11/10/2012,76.05,0.000394555
10/10/2012,76.02,-0.017085515
09/10/2012,77.33,-0.013359222
08/10/2012,78.37,-0.001784804
05/10/2012,78.51,-0.000254712
04/10/2012,78.53,-0.000381947
03/10/2012,78.56,0.002166296
02/10/2012,78.39,0.000510399
01/10/2012,78.35,0.000766088
28/09/2012,78.29,-0.000766088
27/09/2012,78.35,-0.002294749
26/09/2012,78.53,-0.003051496
25/09/2012,78.77,-0.015869351
24/09/2012,80.03,-0.008956398
21/09/2012,80.75,-0.00210305
20/09/2012,80.92,-0.009837758
19/09/2012,81.72,0.002941179
18/09/2012,81.48,-0.008189253
17/09/2012,82.15,-0.003645205
14/09/2012,82.45,0.023562263
13/09/2012,80.53,0.021336151
12/09/2012,78.83,0.000888381
11/09/2012,78.76,0.001906336
10/09/2012,78.61,-0.010125387
07/09/2012,79.41,0.000125937
06/09/2012,79.4,0.017405
05/09/2012,78.03,-0.004092601
04/09/2012,78.35,-0.018963906
31/08/2012,79.85,0.009942817
30/08/2012,79.06,-0.013942322
29/08/2012,80.17,-0.005845424
28/08/2012,80.64,0.000992556
27/08/2012,80.56,0.005976113
24/08/2012,80.08,0.011049836
23/08/2012,79.2,-0.005791279
22/08/2012,79.66,0.004907831
21/08/2012,79.27,-0.010166388
20/08/2012,80.08,-0.003614837
17/08/2012,80.37,0.020108759
16/08/2012,78.77,0.0099516
15/08/2012,77.99,0.002696285
14/08/2012,77.78,0.003993564
13/08/2012,77.47,-0.00540681
10/08/2012,77.89,0.011102619
09/08/2012,77.03,-0.005824882
08/08/2012,77.48,-0.008226267
07/08/2012,78.12,0.018996501
06/08/2012,76.65,-0.002085235
03/08/2012,76.81,0.031341408
02/08/2012,74.44,-0.004690754
01/08/2012,74.79,0.004690754
31/07/2012,74.44,-0.007094602
30/07/2012,74.97,0.009246297
27/07/2012,74.28,0.018341659
26/07/2012,72.93,0.004397424
25/07/2012,72.61,0.009270215
24/07/2012,71.94,-0.018455282
23/07/2012,73.28,-0.012880661
20/07/2012,74.23,-0.021193729
19/07/2012,75.82,0.012875999
18/07/2012,74.85,0.016841085
17/07/2012,73.6,0.005313002
16/07/2012,73.21,-0.005177123
13/07/2012,73.59,0.024067723
12/07/2012,71.84,-0.009283059
11/07/2012,72.51,-0.022365585
10/07/2012,74.15,-0.00242457
09/07/2012,74.33,0.003234068
06/07/2012,74.09,-0.01739407
05/07/2012,75.39,-0.004763804
03/07/2012,75.75,0.00941714
02/07/2012,75.04,-0.006508624
29/06/2012,75.53,0.039565006
28/06/2012,72.6,-0.021259999
27/06/2012,74.16,0.00717237
26/06/2012,73.63,-0.001628444
25/06/2012,73.75,-0.019470236
22/06/2012,75.2,0.005066002
21/06/2012,74.82,-0.014463199
20/06/2012,75.91,-0.006434268
19/06/2012,76.4,0.018494583
18/06/2012,75,0.006823225
15/06/2012,74.49,0.00470969
14/06/2012,74.14,0.008125722
13/06/2012,73.54,-0.010954197
12/06/2012,74.35,-0.003624895
11/06/2012,74.62,-0.011724088
08/06/2012,75.5,0.001325381
07/06/2012,75.4,0.023618919
06/06/2012,73.64,0.03820005
05/06/2012,70.88,-0.008009598
04/06/2012,71.45,-0.007945954
01/06/2012,72.02,-0.028606618
31/05/2012,74.11,0.005005083
30/05/2012,73.74,-0.018142001
29/05/2012,75.09,0.027954018
25/05/2012,73.02,-0.00655203
24/05/2012,73.5,-0.007590169
23/05/2012,74.06,0.001621622
22/05/2012,73.94,0.003251154
21/05/2012,73.7,0.018072781
18/05/2012,72.38,-0.013039784
17/05/2012,73.33,-0.01851029
16/05/2012,74.7,-0.019487592
15/05/2012,76.17,0.002892455
14/05/2012,75.95,-0.016065127
11/05/2012,77.18,-0.001424225
10/05/2012,77.29,0.003629298
09/05/2012,77.01,-0.023231488
08/05/2012,78.82,-0.001141191
07/05/2012,78.91,-0.007197455
04/05/2012,79.48,-0.017832008
03/05/2012,80.91,-0.007878903
02/05/2012,81.55,0.001472574
01/05/2012,81.43,-0.002575582
30/04/2012,81.64,-0.004399909
27/04/2012,82,0.009188426
26/04/2012,81.25,0.017882011
25/04/2012,79.81,-0.000501065
24/04/2012,79.85,0.001253133
23/04/2012,79.75,-0.015552413
20/04/2012,81,0.007434978
19/04/2012,80.4,-0.009901071
18/04/2012,81.2,-0.00049249
17/04/2012,81.24,0.016882228
16/04/2012,79.88,0.001002004
13/04/2012,79.8,-0.017022216
12/04/2012,81.17,0.019154815
11/04/2012,79.63,0.014547091
10/04/2012,78.48,-0.022053695
09/04/2012,80.23,-0.016931752
05/04/2012,81.6,-0.003913899
04/04/2012,81.92,-0.003412141
03/04/2012,82.2,-0.006426991
02/04/2012,82.73,-0.002535162
30/03/2012,82.94,0.007503363
29/03/2012,82.32,0.009765703
28/03/2012,81.52,-0.019316643
27/03/2012,83.11,-0.0046816
26/03/2012,83.5,0.020569388
23/03/2012,81.8,-0.003295298
22/03/2012,82.07,-0.007888869
21/03/2012,82.72,-0.006506831
20/03/2012,83.26,-0.016202404
19/03/2012,84.62,-0.010111785
16/03/2012,85.48,-0.01636052
15/03/2012,86.89,0.000921128
14/03/2012,86.81,0.002768487
13/03/2012,86.57,0.030255591
12/03/2012,83.99,0.005252489
09/03/2012,83.55,0.000239406
08/03/2012,83.53,0.01155943
07/03/2012,82.57,0.014394003
06/03/2012,81.39,-0.023076079
05/03/2012,83.29,-0.014896301
02/03/2012,84.54,0.004505046
01/03/2012,84.16,0.003451768
29/02/2012,83.87,0.004780695
28/02/2012,83.47,-0.001915022
27/02/2012,83.63,-0.004057285
24/02/2012,83.97,0.005732728
23/02/2012,83.49,-0.005494519
22/02/2012,83.95,-0.000119111
21/02/2012,83.96,0.002146179
17/02/2012,83.78,0.006706612
16/02/2012,83.22,0.007478023
15/02/2012,82.6,-0.024397288
14/02/2012,84.64,-0.002831526
13/02/2012,84.88,0.016391862
10/02/2012,83.5,-0.003347684
09/02/2012,83.78,0.024650837
08/02/2012,81.74,0.018022954
07/02/2012,80.28,-0.003605848
06/02/2012,80.57,-0.005939876
03/02/2012,81.05,0.012789645
02/02/2012,80.02,-0.002496257
01/02/2012,80.22,0.023586892
31/01/2012,78.35,0.009489684
30/01/2012,77.61,-0.000128841
27/01/2012,77.62,0.002709155
26/01/2012,77.41,-0.003095578
25/01/2012,77.65,-0.001672779
24/01/2012,77.78,0.011898744
23/01/2012,76.86,0.002214263
20/01/2012,76.69,-0.006498593
19/01/2012,77.19,-0.005297512
18/01/2012,77.6,0.00724266
17/01/2012,77.04,0.012539349
13/01/2012,76.08,-0.015132039
12/01/2012,77.24,0.007015749
11/01/2012,76.7,0.008773709
10/01/2012,76.03,0.025712467
09/01/2012,74.1,0.002702704
06/01/2012,73.9,-0.005801811
05/01/2012,74.33,-0.009639919
04/01/2012,75.05,0.005210085
03/01/2012,74.66,0.021252915
30/12/2011,73.09,-0.009938139
29/12/2011,73.82,0.009391018
28/12/2011,73.13,-0.012231737
27/12/2011,74.03,-0.002024156
23/12/2011,74.18,0.009073121
22/12/2011,73.51,-0.001495277
21/12/2011,73.62,-0.010539214
20/12/2011,74.4,0.036268087
19/12/2011,71.75,-0.008880314
16/12/2011,72.39,-0.015625318
15/12/2011,73.53,0.004907985
14/12/2011,73.17,-0.013978649
13/12/2011,74.2,-0.003766483
12/12/2011,74.48,-0.024273358
09/12/2011,76.31,0.025751357
08/12/2011,74.37,-0.024964781
07/12/2011,76.25,-0.000786576
06/12/2011,76.31,-0.004315142
05/12/2011,76.64,0.001305654
02/12/2011,76.54,-0.000522466
01/12/2011,76.58,-0.000261131
30/11/2011,76.6,0.048411646
29/11/2011,72.98,-0.002189982
28/11/2011,73.14,0.029132314
25/11/2011,71.04,0.000985846
23/11/2011,70.97,-0.028886886
22/11/2011,73.05,-0.013866454
21/11/2011,74.07,-0.02716907
18/11/2011,76.11,0.005533611
17/11/2011,75.69,-0.022986516
16/11/2011,77.45,-0.0239838
15/11/2011,79.33,0.003535804
14/11/2011,79.05,-0.00981881
11/11/2011,79.83,0.030008609
10/11/2011,77.47,0.013384645
09/11/2011,76.44,-0.031294808
08/11/2011,78.87,0.006742599
07/11/2011,78.34,0.006916897
04/11/2011,77.8,-0.00819257
03/11/2011,78.44,0.019698094
02/11/2011,76.91,0.022617664
01/11/2011,75.19,-0.03643414
31/10/2011,77.98,-0.019430416
28/10/2011,79.51,0.002644671
27/10/2011,79.3,0.041715626
26/10/2011,76.06,0.010308007
25/10/2011,75.28,-0.01803511
24/10/2011,76.65,0.014322563
21/10/2011,75.56,0.017489265
20/10/2011,74.25,0.01342302
19/10/2011,73.26,-0.011670644
18/10/2011,74.12,0.027354003
17/10/2011,72.12,-0.034345158
14/10/2011,74.64,0.014847081
13/10/2011,73.54,-0.009473613
12/10/2011,74.24,0.006757696
11/10/2011,73.74,-0.000135602
10/10/2011,73.75,0.031543143
07/10/2011,71.46,0.006739705
06/10/2011,70.98,0.019489912
05/10/2011,69.61,0.001006109
04/10/2011,69.54,0.002591794
03/10/2011,69.36,-0.014314587
30/09/2011,70.36,-0.028857584
29/09/2011,72.42,0.007901892
28/09/2011,71.85,-0.017931515
27/09/2011,73.15,0.022115621
26/09/2011,71.55,0.037450094
23/09/2011,68.92,0.008890243
22/09/2011,68.31,-0.091697107
21/09/2011,74.87,-0.015111634
20/09/2011,76.01,0.006070222
19/09/2011,75.55,0.000662032
16/09/2011,75.5,-0.001455893
15/09/2011,75.61,0.025857158
14/09/2011,73.68,0.016834723
13/09/2011,72.45,0.01838748
12/09/2011,71.13,0.008471038
09/09/2011,70.53,-0.029339908
08/09/2011,72.63,-0.004533286
07/09/2011,72.96,0.034298636
06/09/2011,70.5,-0.007630389
02/09/2011,71.04,-0.02790104
01/09/2011,73.05,-0.016293639
31/08/2011,74.25,0.006621198
30/08/2011,73.76,-0.001490212
29/08/2011,73.87,0.031770533
26/08/2011,71.56,0.011383722
25/08/2011,70.75,-0.009285379
24/08/2011,71.41,0.020943174
23/08/2011,69.93,0.032704026
22/08/2011,67.68,0.003404133
19/08/2011,67.45,-0.009884273
18/08/2011,68.12,-0.056089467
17/08/2011,72.05,-0.006915657
16/08/2011,72.55,-0.013553497
15/08/2011,73.54,0.014932807
12/08/2011,72.45,0.038122628
11/08/2011,69.74,0.033535728
10/08/2011,67.44,-0.059437678
09/08/2011,71.57,0.025901951
08/08/2011,69.74,-0.061181156
05/08/2011,74.14,-0.003097437
04/08/2011,74.37,-0.064311589
03/08/2011,79.31,0.00480284
02/08/2011,78.93,-0.042295633
01/08/2011,82.34,-0.00605402
29/07/2011,82.84,-0.000965251
28/07/2011,82.92,-0.009840473
27/07/2011,83.74,-0.028721372
26/07/2011,86.18,-0.013141399
25/07/2011,87.32,-0.004342368
22/07/2011,87.7,-0.005798436
21/07/2011,88.21,0.011286673
20/07/2011,87.22,-0.018178187
19/07/2011,88.82,0.013602567
18/07/2011,87.62,-0.0079573
15/07/2011,88.32,0.005677317
14/07/2011,87.82,-0.003977504
13/07/2011,88.17,-0.003283703
12/07/2011,88.46,-0.007545506
11/07/2011,89.13,-0.013595039
08/07/2011,90.35,-0.011445046
07/07/2011,91.39,0.010670581
06/07/2011,90.42,0.010115131
05/07/2011,89.51,-0.006902722
01/07/2011,90.13,0.018137533
30/06/2011,88.51,0.023318007
29/06/2011,86.47,-0.000924749
28/06/2011,86.55,0.014196189
27/06/2011,85.33,0.011788419
24/06/2011,84.33,-0.009324352
23/06/2011,85.12,-0.00375235
22/06/2011,85.44,-0.001403509
21/06/2011,85.56,0.000233781
20/06/2011,85.54,0.011404509
17/06/2011,84.57,0.002604785
16/06/2011,84.35,0.012886469
15/06/2011,83.27,-0.008966525
14/06/2011,84.02,0.014989189
13/06/2011,82.77,0.000846075
10/06/2011,82.7,-0.016668052
09/06/2011,84.09,0.012565234
08/06/2011,83.04,-0.002525709
07/06/2011,83.25,-0.005510316
06/06/2011,83.71,0.005630443
03/06/2011,83.24,-0.012535232
02/06/2011,84.29,-0.000118631
01/06/2011,84.3,-0.040337892
31/05/2011,87.77,0.016542594
27/05/2011,86.33,-0.000694766
26/05/2011,86.39,0.001505937
25/05/2011,86.26,0.007447091
24/05/2011,85.62,-0.00547436
23/05/2011,86.09,-0.016245533
20/05/2011,87.5,-0.00683374
19/05/2011,88.1,0.010841761
18/05/2011,87.15,-0.007658493
17/05/2011,87.82,-0.01199788
16/05/2011,88.88,-0.00112448
13/05/2011,88.98,-0.006608817
12/05/2011,89.57,0.000558378
11/05/2011,89.52,-0.003234264
10/05/2011,89.81,0.003234264
09/05/2011,89.52,0.003468923
06/05/2011,89.21,0.007651663
05/05/2011,88.53,-0.009555466
04/05/2011,89.38,-0.00524467
03/05/2011,89.85,-0.001668057
02/05/2011,90,0.00467759
29/04/2011,89.58,0.006383358
28/04/2011,89.01,0.013004084
27/04/2011,87.86,0
26/04/2011,87.86,0.015137904
25/04/2011,86.54,-0.006450149
21/04/2011,87.1,0.013873055
20/04/2011,85.9,0.042083947
19/04/2011,82.36,0.00804588
18/04/2011,81.7,-0.021193648
15/04/2011,83.45,-0.006331025
14/04/2011,83.98,-0.002735004
13/04/2011,84.21,0.002735004
12/04/2011,83.98,-0.011837259
11/04/2011,84.98,0.002002474
08/04/2011,84.81,-0.006464147
07/04/2011,85.36,-0.003508365
06/04/2011,85.66,0.003039871
05/04/2011,85.4,0.001992616
04/04/2011,85.23,-0.001055409
01/04/2011,85.32,0.007883785
31/03/2011,84.65,0.004973956
30/03/2011,84.23,0.001306801
29/03/2011,84.12,0.007757065
28/03/2011,83.47,-0.000598838
25/03/2011,83.52,0.009141271
24/03/2011,82.76,0.010934382
23/03/2011,81.86,0.012043896
22/03/2011,80.88,-0.007145528
21/03/2011,81.46,0.016087465
18/03/2011,80.16,0.00839341
17/03/2011,79.49,0.014700556
16/03/2011,78.33,-0.014952129
15/03/2011,79.51,-0.015351316
14/03/2011,80.74,-0.006665868
11/03/2011,81.28,0.004438972
10/03/2011,80.92,-0.024053415
09/03/2011,82.89,-0.004453814
08/03/2011,83.26,0.011840177
07/03/2011,82.28,-0.007024372
04/03/2011,82.86,-0.011877052
03/03/2011,83.85,0.021700671
02/03/2011,82.05,-0.000365564
01/03/2011,82.08,-0.017631178
28/02/2011,83.54,0.002037027
25/02/2011,83.37,0.007827122
24/02/2011,82.72,-0.00084587
23/02/2011,82.79,-0.009257656
22/02/2011,83.56,-0.01720396
18/02/2011,85.01,0.005544101
17/02/2011,84.54,-0.006132095
16/02/2011,85.06,0.001529502
15/02/2011,84.93,-0.00329141
14/02/2011,85.21,0.000117364
11/02/2011,85.2,0.005295688
10/02/2011,84.75,0.009127071
09/02/2011,83.98,0.001191469
08/02/2011,83.88,0.00262624
07/02/2011,83.66,0.013720278
04/02/2011,82.52,0.003642107
03/02/2011,82.22,0.000730016
02/02/2011,82.16,0.004024641
01/02/2011,81.83,0.006497908
31/01/2011,81.3,-0.001597739
28/01/2011,81.43,-0.014144852
