Date,Close,LLY
03/01/2014,51.1,0.007267046
02/01/2014,50.73,-0.005308181
31/12/2013,51,-0.00332779
30/12/2013,51.17,-0.001562195
27/12/2013,51.25,0.005086083
26/12/2013,50.99,0.004914981
24/12/2013,50.74,0.003751609
23/12/2013,50.55,0.006947919
20/12/2013,50.2,0.001195934
19/12/2013,50.14,-0.007352244
18/12/2013,50.51,0.025871292
17/12/2013,49.22,0.000609694
16/12/2013,49.19,-0.004057624
13/12/2013,49.39,0.003244781
12/12/2013,49.23,-0.015119732
11/12/2013,49.98,-0.010152371
10/12/2013,50.49,-0.005924188
09/12/2013,50.79,0.003155199
06/12/2013,50.63,0.013321601
05/12/2013,49.96,0.001803066
04/12/2013,49.87,0.001806323
03/12/2013,49.78,-0.009198225
02/12/2013,50.24,0.000398168
29/11/2013,50.22,-0.002783855
27/11/2013,50.36,-0.003567893
26/11/2013,50.54,-0.015705073
25/11/2013,51.34,0.002144877
22/11/2013,51.23,0.014550001
21/11/2013,50.49,-0.003558723
20/11/2013,50.67,-0.00531445
19/11/2013,50.94,-0.001765226
18/11/2013,51.03,0.000392003
15/11/2013,51.01,-0.000392003
14/11/2013,51.03,0.00945075
13/11/2013,50.55,0.009740659
12/11/2013,50.06,-0.004385098
11/11/2013,50.28,-0.006936902
08/11/2013,50.63,0.012321301
07/11/2013,50.01,-0.009552311
06/11/2013,50.49,0.002379537
05/11/2013,50.37,-0.000793808
04/11/2013,50.41,0.000595297
01/11/2013,50.38,0.011177761
31/10/2013,49.82,0.012319655
30/10/2013,49.21,-0.019918172
29/10/2013,50.2,-0.013454892
28/10/2013,50.88,0.004333274
25/10/2013,50.66,0.002173699
24/10/2013,50.55,0.004759081
23/10/2013,50.31,0.00318535
22/10/2013,50.15,0.010020124
21/10/2013,49.65,0.001814334
18/10/2013,49.56,-0.002820876
17/10/2013,49.7,0.016023059
16/10/2013,48.91,0.002046665
15/10/2013,48.81,-0.004497146
14/10/2013,49.03,0.003064041
11/10/2013,48.88,-0.005508532
10/10/2013,49.15,0.024509516
09/10/2013,47.96,-0.001874805
08/10/2013,48.05,0.008359505
07/10/2013,47.65,-0.015203875
04/10/2013,48.38,-0.008643808
03/10/2013,48.8,-0.035034789
02/10/2013,50.54,-0.002568918
01/10/2013,50.67,0.006732699
30/09/2013,50.33,-0.003372015
27/09/2013,50.5,-0.010636303
26/09/2013,51.04,-0.030296577
25/09/2013,52.61,0.003427269
24/09/2013,52.43,-0.011567399
23/09/2013,53.04,-0.016640563
20/09/2013,53.93,0.001298822
19/09/2013,53.86,-0.005554541
18/09/2013,54.16,0.006111696
17/09/2013,53.83,0.003535874
16/09/2013,53.64,0.006921737
13/09/2013,53.27,0.006780964
12/09/2013,52.91,0.002081166
11/09/2013,52.8,-0.00132488
10/09/2013,52.87,0.006261286
09/09/2013,52.54,0.002477371
06/09/2013,52.41,0.003823365
05/09/2013,52.21,0.000574768
04/09/2013,52.18,0.016813615
03/09/2013,51.31,-0.001752508
30/08/2013,51.4,-0.00097229
29/08/2013,51.45,-0.000388651
28/08/2013,51.47,0.003893328
27/08/2013,51.27,-0.015099009
26/08/2013,52.05,-0.010891481
23/08/2013,52.62,0.003045301
22/08/2013,52.46,0.000762777
21/08/2013,52.42,-0.007222993
20/08/2013,52.8,0.000189412
19/08/2013,52.79,-0.00132513
16/08/2013,52.86,-0.009976553
15/08/2013,53.39,-0.015057446
14/08/2013,54.2,-0.013924739
13/08/2013,54.96,0.016696104
12/08/2013,54.05,-0.002402293
09/08/2013,54.18,0.011322627
08/08/2013,53.57,-0.000932923
07/08/2013,53.62,0.005610637
06/08/2013,53.32,-0.010262241
05/08/2013,53.87,-0.000185615
02/08/2013,53.88,0.007077698
01/08/2013,53.5,0.007316419
31/07/2013,53.11,-0.003946261
30/07/2013,53.32,-0.004491026
29/07/2013,53.56,0.003741119
26/07/2013,53.36,0.014535414
25/07/2013,52.59,0.00076089
24/07/2013,52.55,0.030135562
23/07/2013,50.99,0.007085249
22/07/2013,50.63,0.00059271
19/07/2013,50.6,0.013529852
18/07/2013,49.92,-0.014912295
17/07/2013,50.67,-0.006491613
16/07/2013,51,-0.010532572
15/07/2013,51.54,0.001747743
12/07/2013,51.45,-0.001747743
11/07/2013,51.54,0.002331003
10/07/2013,51.42,-0.007169879
09/07/2013,51.79,0.012825671
08/07/2013,51.13,0.010815168
05/07/2013,50.58,0.008737149
03/07/2013,50.14,-0.007154244
02/07/2013,50.5,0.00675544
01/07/2013,50.16,0.020951612
28/06/2013,49.12,-0.012140983
27/06/2013,49.72,-0.001406894
26/06/2013,49.79,0.011514116
25/06/2013,49.22,0.003256006
24/06/2013,49.06,-0.017177345
21/06/2013,49.91,0.010068551
20/06/2013,49.41,-0.038901512
19/06/2013,51.37,-0.018897593
18/06/2013,52.35,-0.000191004
17/06/2013,52.36,0.005938146
14/06/2013,52.05,0.00384986
13/06/2013,51.85,0.00135096
12/06/2013,51.78,-0.003085232
11/06/2013,51.94,-0.013387081
10/06/2013,52.64,0.002853612
07/06/2013,52.49,0.007649684
06/06/2013,52.09,0.005389811
05/06/2013,51.81,-0.013229989
04/06/2013,52.5,-0.012116771
03/06/2013,53.14,-0.000376294
31/05/2013,53.16,-0.017158198
30/05/2013,54.08,0.006120765
29/05/2013,53.75,-0.01459071
28/05/2013,54.54,0.007361093
24/05/2013,54.14,-0.011021419
23/05/2013,54.74,-0.003282877
22/05/2013,54.92,-0.003997825
21/05/2013,55.14,0.00217865
20/05/2013,55.02,-0.015867625
17/05/2013,55.9,-0.000715308
16/05/2013,55.94,-0.013847194
15/05/2013,56.72,0.015099319
14/05/2013,55.87,-0.007311669
13/05/2013,56.28,0.026284141
10/05/2013,54.82,0.004754077
09/05/2013,54.56,0.000733407
08/05/2013,54.52,0.006440357
07/05/2013,54.17,-0.005522842
06/05/2013,54.47,-0.009501259
03/05/2013,54.99,0.005287641
02/05/2013,54.7,0.008445066
01/05/2013,54.24,-0.020799874
30/04/2013,55.38,-0.011311728
29/04/2013,56.01,-0.008002177
26/04/2013,56.46,0.000531491
25/04/2013,56.43,0.006756782
24/04/2013,56.05,-0.039872391
23/04/2013,58.33,0.012941256
22/04/2013,57.58,0.00278261
19/04/2013,57.42,0.019875775
18/04/2013,56.29,-0.020746173
17/04/2013,57.47,0.005058886
16/04/2013,57.18,0.012140556
15/04/2013,56.49,-0.017895214
12/04/2013,57.51,-0.008484165
11/04/2013,58,0.007094069
10/04/2013,57.59,0.014869512
09/04/2013,56.74,-0.001408947
08/04/2013,56.82,0.006001783
05/04/2013,56.48,-0.00793585
04/04/2013,56.93,0.001406223
03/04/2013,56.85,0.006175582
02/04/2013,56.5,-0.00194501
01/04/2013,56.61,-0.003174606
28/03/2013,56.79,0.007423152
27/03/2013,56.37,0.001420203
26/03/2013,56.29,0.011974051
25/03/2013,55.62,0.000899362
22/03/2013,55.57,0.008856813
21/03/2013,55.08,-0.003986235
20/03/2013,55.3,0.009265213
19/03/2013,54.79,0.002375515
18/03/2013,54.66,-0.008561852
15/03/2013,55.13,0.001088929
14/03/2013,55.07,0.000181604
13/03/2013,55.06,-0.000363174
12/03/2013,55.08,0.000181571
11/03/2013,55.07,-0.00163295
08/03/2013,55.16,-0.003438606
07/03/2013,55.35,0.004889985
06/03/2013,55.08,-0.008316808
05/03/2013,55.54,0.014143481
04/03/2013,54.76,-0.000365163
01/03/2013,54.78,0.002192983
28/02/2013,54.66,-0.002558013
27/02/2013,54.8,0.006774722
26/02/2013,54.43,0.012199782
25/02/2013,53.77,-0.009255897
22/02/2013,54.27,0.00461724
21/02/2013,54.02,-0.0049857
20/02/2013,54.29,0.002028211
19/02/2013,54.18,0.010949353
15/02/2013,53.59,0.00168083
14/02/2013,53.5,0.001122125
13/02/2013,53.44,-0.006713938
12/02/2013,53.8,-0.001857011
11/02/2013,53.9,0.003345106
08/02/2013,53.72,-0.001116279
07/02/2013,53.78,-0.002785259
06/02/2013,53.93,-0.003147277
05/02/2013,54.1,0.010218389
04/02/2013,53.55,-0.012065112
01/02/2013,54.2,0.009454144
31/01/2013,53.69,-0.008531209
30/01/2013,54.15,-0.00313451
29/01/2013,54.32,0.031416196
28/01/2013,52.64,-0.010770062
25/01/2013,53.21,0.000940115
24/01/2013,53.16,0.014399643
23/01/2013,52.4,-0.019652938
22/01/2013,53.44,-0.006156162
18/01/2013,53.77,0.008216666
17/01/2013,53.33,0.007528739
16/01/2013,52.93,-0.00677841
15/01/2013,53.29,0.009237506
14/01/2013,52.8,-0.005854044
11/01/2013,53.11,-0.00263257
10/01/2013,53.25,0.005272089
09/01/2013,52.97,0.020792356
08/01/2013,51.88,0.007545745
07/01/2013,51.49,-0.001358564
04/01/2013,51.56,0.036338911
03/01/2013,49.72,0.004232597
02/01/2013,49.51,0.003844991
31/12/2012,49.32,0.014706147
28/12/2012,48.6,-0.007584335
27/12/2012,48.97,-0.001836173
26/12/2012,49.06,0.000407747
24/12/2012,49.04,-0.010345969
21/12/2012,49.55,0.006072893
20/12/2012,49.25,0.006723057
19/12/2012,48.92,-0.012190318
18/12/2012,49.52,0.024117253
17/12/2012,48.34,0.011442963
14/12/2012,47.79,-0.009164821
13/12/2012,48.23,-0.015839064
12/12/2012,49,-0.032131278
11/12/2012,50.6,0.009531446
10/12/2012,50.12,0.00982464
07/12/2012,49.63,0.004645065
06/12/2012,49.4,-0.003637102
05/12/2012,49.58,0.007287482
04/12/2012,49.22,0.006113734
03/12/2012,48.92,-0.002449981
30/11/2012,49.04,0.009424368
29/11/2012,48.58,0.011177926
28/11/2012,48.04,0.007521974
27/11/2012,47.68,-0.00522959
26/11/2012,47.93,0.003971992
23/11/2012,47.74,0.00672554
21/11/2012,47.42,0.004862075
20/11/2012,47.19,0.00339631
19/11/2012,47.03,0.024102738
16/11/2012,45.91,-0.001088495
15/11/2012,45.96,-0.005641152
14/11/2012,46.22,-0.019709293
13/11/2012,47.14,-0.024309663
12/11/2012,48.3,0.017333628
09/11/2012,47.47,0
08/11/2012,47.47,-0.014846065
07/11/2012,48.18,-0.012376396
06/11/2012,48.78,0
05/11/2012,48.78,0.004726198
02/11/2012,48.55,-0.01126484
01/11/2012,49.1,0.00961841
31/10/2012,48.63,-0.031973586
26/10/2012,50.21,-0.017178821
25/10/2012,51.08,0.011419695
24/10/2012,50.5,-0.027538114
23/10/2012,51.91,-0.007102439
22/10/2012,52.28,-0.01103302
19/10/2012,52.86,-0.017812414
18/10/2012,53.81,0.002605137
17/10/2012,53.67,0.000186341
16/10/2012,53.66,0.02128341
15/10/2012,52.53,0.040401688
12/10/2012,50.45,-0.002968829
11/10/2012,50.6,0.007339119
10/10/2012,50.23,-0.030970723
09/10/2012,51.81,0.020080605
08/10/2012,50.78,0.051521342
05/10/2012,48.23,-0.010929071
04/10/2012,48.76,0.009271726
03/10/2012,48.31,0.00768835
02/10/2012,47.94,0.007747919
01/10/2012,47.57,0.003369134
28/09/2012,47.41,-0.004839568
27/09/2012,47.64,0.009278852
26/09/2012,47.2,-0.005282632
25/09/2012,47.45,0.001054296
24/09/2012,47.4,-0.001265022
21/09/2012,47.46,0.009314208
20/09/2012,47.02,0.00340861
19/09/2012,46.86,-0.001066439
18/09/2012,46.91,0.001706849
17/09/2012,46.83,0.002351685
14/09/2012,46.72,-0.009161671
13/09/2012,47.15,0.012807005
12/09/2012,46.55,0.001289768
11/09/2012,46.49,-0.000645092
10/09/2012,46.52,-0.0027906
07/09/2012,46.65,-0.003423928
06/09/2012,46.81,0.021594447
05/09/2012,45.81,0.01141615
04/09/2012,45.29,0.00842577
31/08/2012,44.91,0.000222692
30/08/2012,44.9,-0.005995355
29/08/2012,45.17,0.010235959
28/08/2012,44.71,0.002687572
27/08/2012,44.59,0.016506876
24/08/2012,43.86,0.033854381
23/08/2012,42.4,0.005439294
22/08/2012,42.17,-0.000948092
21/08/2012,42.21,-0.003075106
20/08/2012,42.34,-0.001887683
17/08/2012,42.42,-0.007749246
16/08/2012,42.75,-0.005365696
15/08/2012,42.98,0.005833642
14/08/2012,42.73,-0.001870471
13/08/2012,42.81,-0.01828543
10/08/2012,43.6,0.020389956
09/08/2012,42.72,-0.00303845
08/08/2012,42.85,0.00233645
07/08/2012,42.75,-0.022207713
06/08/2012,43.71,-0.010016018
03/08/2012,44.15,0.018978505
02/08/2012,43.32,-0.012388321
01/08/2012,43.86,-0.003868477
31/07/2012,44.03,-0.000454133
30/07/2012,44.05,-0.007238213
27/07/2012,44.37,0.017277084
26/07/2012,43.61,0.011299555
25/07/2012,43.12,0.026793612
24/07/2012,41.98,-0.0431252
23/07/2012,43.83,-0.007727311
20/07/2012,44.17,-0.005193644
19/07/2012,44.4,-0.002474414
18/07/2012,44.51,0.012433753
17/07/2012,43.96,0.002505411
16/07/2012,43.85,0.013546298
13/07/2012,43.26,0.009756175
12/07/2012,42.84,0.000934143
11/07/2012,42.8,-0.001400887
10/07/2012,42.86,-0.002097658
09/07/2012,42.95,0.006774935
06/07/2012,42.66,-0.004443932
05/07/2012,42.85,-0.007208495
03/07/2012,43.16,0.00394661
02/07/2012,42.99,0.001862632
29/06/2012,42.91,0.019057158
28/06/2012,42.1,0.00404618
27/06/2012,41.93,0.008622808
26/06/2012,41.57,0.002408479
25/06/2012,41.47,-0.014364623
22/06/2012,42.07,0.007395954
21/06/2012,41.76,-0.006682602
20/06/2012,42.04,-0.005929105
19/06/2012,42.29,0.005929105
18/06/2012,42.04,0.001190051
15/06/2012,41.99,0.004295949
14/06/2012,41.81,0.005756792
13/06/2012,41.57,-0.00168249
12/06/2012,41.64,0.003608809
11/06/2012,41.49,-0.000963623
08/06/2012,41.53,0.006280214
07/06/2012,41.27,0.006319904
06/06/2012,41.01,0.009555383
05/06/2012,40.62,0.011638116
04/06/2012,40.15,-0.000249035
01/06/2012,40.16,-0.019480335
31/05/2012,40.95,-0.000976324
30/05/2012,40.99,-0.007534365
29/05/2012,41.3,0.004611099
25/05/2012,41.11,-0.00121551
24/05/2012,41.16,0.011976191
23/05/2012,40.67,-0.008081347
22/05/2012,41,0.009065357
21/05/2012,40.63,0.004687316
18/05/2012,40.44,-0.002223046
17/05/2012,40.53,-0.005413399
16/05/2012,40.75,0.004180505
15/05/2012,40.58,-0.008587956
14/05/2012,40.93,-0.008030217
11/05/2012,41.26,-0.011805944
10/05/2012,41.75,0.010836951
09/05/2012,41.3,-0.007718321
08/05/2012,41.62,0.000240298
07/05/2012,41.61,0.007962402
04/05/2012,41.28,0.000242277
03/05/2012,41.27,-0.00507554
02/05/2012,41.48,0.005802724
01/05/2012,41.24,-0.003630647
30/04/2012,41.39,0.002176806
27/04/2012,41.3,0.010221554
26/04/2012,40.88,0.001958864
25/04/2012,40.8,0.020803128
24/04/2012,39.96,0.003760817
23/04/2012,39.81,-0.002508782
20/04/2012,39.91,0.004017078
19/04/2012,39.75,0.001258653
18/04/2012,39.7,-0.009027143
17/04/2012,40.06,0.011549212
16/04/2012,39.6,0.010662706
13/04/2012,39.18,-0.010157528
12/04/2012,39.58,0.00278305
11/04/2012,39.47,0.001267588
10/04/2012,39.42,-0.007581537
09/04/2012,39.72,-0.018953186
05/04/2012,40.48,0.003712416
04/04/2012,40.33,0.000247985
03/04/2012,40.32,-0.003960401
02/04/2012,40.48,0.00520125
30/03/2012,40.27,0.007727821
29/03/2012,39.96,-0.008720623
28/03/2012,40.31,0.001241157
27/03/2012,40.26,-0.000248355
26/03/2012,40.27,0.009982613
23/03/2012,39.87,0.001506024
22/03/2012,39.81,-0.003510535
21/03/2012,39.95,-0.001750657
20/03/2012,40.02,-0.007468295
19/03/2012,40.32,0.002980628
16/03/2012,40.2,-0.001988072
15/03/2012,40.28,0.000496648
14/03/2012,40.26,0.002237972
13/03/2012,40.17,0.009253536
12/03/2012,39.8,0.006048406
09/03/2012,39.56,0.009396895
08/03/2012,39.19,0.008456168
07/03/2012,38.86,0.005677435
06/03/2012,38.64,-0.012601427
05/03/2012,39.13,-0.008904778
02/03/2012,39.48,0.00329824
01/03/2012,39.35,0.00279934
29/02/2012,39.24,-0.004069182
28/02/2012,39.4,0.005599404
27/02/2012,39.18,0.003323536
24/02/2012,39.05,0.006680395
23/02/2012,38.79,-0.000773096
22/02/2012,38.82,0.001804822
21/02/2012,38.75,-0.013075433
17/02/2012,39.26,0.013849926
16/02/2012,38.72,0.00388149
15/02/2012,38.57,0.002076305
14/02/2012,38.49,-0.00930961
13/02/2012,38.85,-0.011770863
10/02/2012,39.31,-0.005327933
09/02/2012,39.52,-0.006557401
08/02/2012,39.78,0.007063602
07/02/2012,39.5,-0.003790276
06/02/2012,39.65,0.003537144
03/02/2012,39.51,-0.002275314
02/02/2012,39.6,-0.005037794
01/02/2012,39.8,0.001508675
31/01/2012,39.74,0.012406793
30/01/2012,39.25,0.001274697
27/01/2012,39.2,-0.006103783
26/01/2012,39.44,-0.011345136
25/01/2012,39.89,0.007044054
24/01/2012,39.61,0.005315795
23/01/2012,39.4,-0.010352321
20/01/2012,39.81,-0.009002311
19/01/2012,40.17,-0.000248911
18/01/2012,40.18,0.003740186
17/01/2012,40.03,0.002250845
13/01/2012,39.94,-0.005991031
12/01/2012,40.18,0.00499003
11/01/2012,39.98,-0.00871628
10/01/2012,40.33,0.012977472
09/01/2012,39.81,-0.001756808
06/01/2012,39.88,-0.010476524
05/01/2012,40.3,-0.010122294
04/01/2012,40.71,-0.026422577
03/01/2012,41.8,0.005758173
30/12/2011,41.56,0.001444739
29/12/2011,41.5,0.004830927
28/12/2011,41.3,-0.010836951
27/12/2011,41.75,0.002638208
23/12/2011,41.64,0.004332137
22/12/2011,41.46,-0.002649646
21/12/2011,41.57,0.010884132
20/12/2011,41.12,0.00928421
19/12/2011,40.74,0.00516797
16/12/2011,40.53,-0.016881135
15/12/2011,41.22,0.029044621
14/12/2011,40.04,0.009788006
13/12/2011,39.65,0.016785745
12/12/2011,38.99,-0.007155666
09/12/2011,39.27,0.00972372
08/12/2011,38.89,-0.0137898
07/12/2011,39.43,0.014561504
06/12/2011,38.86,0.038027396
05/12/2011,37.41,0.001069805
02/12/2011,37.37,-0.007199071
01/12/2011,37.64,-0.005563665
30/11/2011,37.85,0.046230695
29/11/2011,36.14,-0.003590668
28/11/2011,36.27,0.019207271
25/11/2011,35.58,-0.001965465
23/11/2011,35.65,-0.013651138
22/11/2011,36.14,-0.005518778
21/11/2011,36.34,-0.015021449
18/11/2011,36.89,0.002170964
17/11/2011,36.81,-0.000543183
16/11/2011,36.83,-0.022020224
15/11/2011,37.65,0
14/11/2011,37.65,-0.005298026
11/11/2011,37.85,0.016516092
10/11/2011,37.23,-0.016516092
09/11/2011,37.85,-0.029674223
08/11/2011,38.99,0.016550675
07/11/2011,38.35,0.010748563
04/11/2011,37.94,-0.00289512
03/11/2011,38.05,0.015093627
02/11/2011,37.48,0.006961206
01/11/2011,37.22,0.001613337
31/10/2011,37.16,-0.029694653
28/10/2011,38.28,0.010768325
27/10/2011,37.87,0.009818309
26/10/2011,37.5,0.002135612
25/10/2011,37.42,-0.02036838
24/10/2011,38.19,0.003147131
21/10/2011,38.07,-0.01408474
20/10/2011,38.61,-0.00232829
19/10/2011,38.7,0.005441133
18/10/2011,38.49,0.013602093
17/10/2011,37.97,-0.008392391
14/10/2011,38.29,0.007602606
13/10/2011,38,0.010316187
12/10/2011,37.61,-0.002390122
11/10/2011,37.7,-0.018657748
10/10/2011,38.41,0.012839165
07/10/2011,37.92,0.01836379
06/10/2011,37.23,0.005386493
05/10/2011,37.03,0.008134535
04/10/2011,36.73,0.010950014
03/10/2011,36.33,-0.017462927
30/09/2011,36.97,-0.007545172
29/09/2011,37.25,0.000268492
28/09/2011,37.24,0.00161247
27/09/2011,37.18,0.014630442
26/09/2011,36.64,0.015679045
23/09/2011,36.07,-0.013493252
22/09/2011,36.56,-0.014931728
21/09/2011,37.11,-0.020272767
20/09/2011,37.87,0.009285118
19/09/2011,37.52,-0.007699494
16/09/2011,37.81,0.009833966
15/09/2011,37.44,0.007237667
14/09/2011,37.17,0.012725229
13/09/2011,36.7,0.018147322
12/09/2011,36.04,-0.002494112
09/09/2011,36.13,-0.024064601
08/09/2011,37.01,0.001893172
07/09/2011,36.94,0.01940747
06/09/2011,36.23,-0.005779567
02/09/2011,36.44,-0.018758196
01/09/2011,37.13,-0.010182296
31/08/2011,37.51,0.00910558
30/08/2011,37.17,0.004854378
29/08/2011,36.99,0.033538053
26/08/2011,35.77,-0.003349152
25/08/2011,35.89,-0.013835306
24/08/2011,36.39,0.012999768
23/08/2011,35.92,0.014017611
22/08/2011,35.42,0.011642897
19/08/2011,35.01,0
18/08/2011,35.01,-0.020356937
17/08/2011,35.73,0.001120135
16/08/2011,35.69,-0.002239016
15/08/2011,35.77,0.025769513
12/08/2011,34.86,-0.012542924
11/08/2011,35.3,0.023213537
10/08/2011,34.49,-0.032799176
09/08/2011,35.64,0.023851216
08/08/2011,34.8,-0.040546094
05/08/2011,36.24,0.011098893
04/08/2011,35.84,-0.040196799
03/08/2011,37.31,0.004028473
02/08/2011,37.16,-0.02156346
01/08/2011,37.97,-0.008653522
29/07/2011,38.3,0.007863736
28/07/2011,38,0.000526454
27/07/2011,37.98,-0.012559035
26/07/2011,38.46,0.001561281
25/07/2011,38.4,-0.00778214
22/07/2011,38.7,-0.015893695
21/07/2011,39.32,0.029683429
20/07/2011,38.17,-0.002093694
19/07/2011,38.25,0.005242476
18/07/2011,38.05,-0.007331795
15/07/2011,38.33,-0.002084963
14/07/2011,38.41,0.022378188
13/07/2011,37.56,0.001865424
12/07/2011,37.49,0.005617241
11/07/2011,37.28,-0.011468321
08/07/2011,37.71,-0.003705669
07/07/2011,37.85,0.005032457
06/07/2011,37.66,0.010141533
05/07/2011,37.28,-0.010407032
01/07/2011,37.67,0.003723409
30/06/2011,37.53,0.0069519
29/06/2011,37.27,-0.002144198
28/06/2011,37.35,0.014020181
27/06/2011,36.83,0.001902433
24/06/2011,36.76,-0.01162961
23/06/2011,37.19,-0.013089542
22/06/2011,37.68,-0.002385687
21/06/2011,37.77,0.005575482
20/06/2011,37.56,0.006142361
17/06/2011,37.33,0.002951042
16/06/2011,37.22,0.00053749
15/06/2011,37.2,-0.010961211
14/06/2011,37.61,0.010423721
13/06/2011,37.22,0.004577899
10/06/2011,37.05,-0.017922106
09/06/2011,37.72,0.012001744
08/06/2011,37.27,0.000268348
07/06/2011,37.26,0.003764457
06/06/2011,37.12,0.001887556
03/06/2011,37.05,-0.012605772
02/06/2011,37.52,-0.01113184
01/06/2011,37.94,-0.014132661
31/05/2011,38.48,0.016507646
27/05/2011,37.85,-0.001847698
26/05/2011,37.92,-0.010232281
25/05/2011,38.31,-0.007800352
24/05/2011,38.61,0.005453851
23/05/2011,38.4,-0.001041125
20/05/2011,38.44,-0.00699938
19/05/2011,38.71,-0.001032791
18/05/2011,38.75,-0.00975868
17/05/2011,39.13,-0.000510986
16/05/2011,39.15,0.00512165
13/05/2011,38.95,0.004889985
12/05/2011,38.76,0.01246122
11/05/2011,38.28,-0.011428696
10/05/2011,38.72,0.004400162
09/05/2011,38.55,0.004159091
06/05/2011,38.39,0.005223308
05/05/2011,38.19,0.001834622
04/05/2011,38.12,0.000787298
03/05/2011,38.09,0.020690393
02/05/2011,37.31,0.008073241
29/04/2011,37.01,-0.008609147
28/04/2011,37.33,0.002682405
27/04/2011,37.23,0.011073712
26/04/2011,36.82,0.016153671
25/04/2011,36.23,-0.0008277
21/04/2011,36.26,0.00359166
20/04/2011,36.13,0.011972856
19/04/2011,35.7,0.002243411
18/04/2011,35.62,-0.0108894
15/04/2011,36.01,0.007246409
14/04/2011,35.75,0.001959961
13/04/2011,35.68,-0.00447428
12/04/2011,35.84,-0.000836703
11/04/2011,35.87,0.005030754
08/04/2011,35.69,-0.001120135
07/04/2011,35.73,0.000279916
06/04/2011,35.72,0.020077021
05/04/2011,35.01,-0.000571102
04/04/2011,35.03,0.001142531
01/04/2011,34.99,-0.00513114
31/03/2011,35.17,-0.000284293
30/03/2011,35.18,0.014314587
29/03/2011,34.68,0.007815932
28/03/2011,34.41,-0.002032226
25/03/2011,34.48,-0.003474236
24/03/2011,34.6,0.006960585
23/03/2011,34.36,-0.006093157
22/03/2011,34.57,0.005511254
21/03/2011,34.38,-0.002904446
18/03/2011,34.48,0.010202683
17/03/2011,34.13,0.014758237
16/03/2011,33.63,-0.013878859
15/03/2011,34.1,-0.018306482
14/03/2011,34.73,-0.003736173
11/03/2011,34.86,0.002585094
10/03/2011,34.77,-0.009161244
09/03/2011,35.09,0.00313972
08/03/2011,34.98,0.009190185
07/03/2011,34.66,0.001732602
04/03/2011,34.6,0.006087858
03/03/2011,34.39,0.003203731
02/03/2011,34.28,0.000583601
01/03/2011,34.26,-0.008718451
28/02/2011,34.56,0.013692858
25/02/2011,34.09,-0.00058651
24/02/2011,34.11,0.002054293
23/02/2011,34.04,-0.011391974
22/02/2011,34.43,-0.004925405
18/02/2011,34.6,-0.007486358
17/02/2011,34.86,0.005753756
16/02/2011,34.66,0.005496904
15/02/2011,34.47,-0.002607563
14/02/2011,34.56,0.001158078
11/02/2011,34.52,-0.031368412
10/02/2011,35.62,-0.0044818
09/02/2011,35.78,-0.00167551
08/02/2011,35.84,0.001116695
07/02/2011,35.8,0.007570483
04/02/2011,35.53,-0.00281057
03/02/2011,35.63,0.005911347
02/02/2011,35.42,0.005946499
01/02/2011,35.21,0.012575187
31/01/2011,34.77,0
28/01/2011,34.77,-0.019932323
27/01/2011,35.47,0.0147688
26/01/2011,34.95,0.006314602
