Date,Close,SYK
08/11/2013,73.33,0.005881163
07/11/2013,72.9,-0.011049836
06/11/2013,73.71,-0.004602066
05/11/2013,74.05,-0.003235812
04/11/2013,74.29,0.003505937
01/11/2013,74.03,0.002299007
31/10/2013,73.86,-0.003109161
30/10/2013,74.09,-0.005921158
29/10/2013,74.53,-0.000134165
28/10/2013,74.54,-0.000938652
25/10/2013,74.61,0.00793922
24/10/2013,74.02,0.000675721
23/10/2013,73.97,0.005966119
22/10/2013,73.53,0.005044663
21/10/2013,73.16,-0.004092217
18/10/2013,73.46,0.012465061
17/10/2013,72.55,0.014298848
16/10/2013,71.52,0.019483886
15/10/2013,70.14,-0.009506989
14/10/2013,70.81,0.008367063
11/10/2013,70.22,0.01145816
10/10/2013,69.42,0.014217561
09/10/2013,68.44,0.012201548
08/10/2013,67.61,0.001035886
07/10/2013,67.54,-0.002366165
04/10/2013,67.7,0.005331766
03/10/2013,67.34,-0.005922434
02/10/2013,67.74,-0.003242449
01/10/2013,67.96,0.005459254
30/09/2013,67.59,-0.000887312
27/09/2013,67.65,-0.01102547
26/09/2013,68.4,-0.005685561
25/09/2013,68.79,-0.029224254
24/09/2013,70.83,-0.005210179
23/09/2013,71.2,-0.001122965
20/09/2013,71.28,-0.004898197
19/09/2013,71.63,-0.002091905
18/09/2013,71.78,0.006008542
17/09/2013,71.35,0.007314704
16/09/2013,70.83,0.01007458
13/09/2013,70.12,0.008881307
12/09/2013,69.5,-0.001150417
11/09/2013,69.58,0.000575043
10/09/2013,69.54,0.005479466
09/09/2013,69.16,0.003331164
06/09/2013,68.93,0.016676805
05/09/2013,67.79,0.007700319
04/09/2013,67.27,0.00074355
03/09/2013,67.22,0.004921343
30/08/2013,66.89,-0.000298954
29/08/2013,66.91,0.004043435
28/08/2013,66.64,-0.006580939
27/08/2013,67.08,-0.019194447
26/08/2013,68.38,0.001317041
23/08/2013,68.29,-0.007149662
22/08/2013,68.78,0.012435242
21/08/2013,67.93,-0.004699671
20/08/2013,68.25,0.002787765
19/08/2013,68.06,0.001323238
16/08/2013,67.97,-0.013734874
15/08/2013,68.91,-0.021818003
14/08/2013,70.43,-0.006368998
13/08/2013,70.88,0.001694437
12/08/2013,70.76,-0.003526843
09/08/2013,71.01,0.001550279
08/08/2013,70.9,0.001552686
07/08/2013,70.79,-0.002539505
06/08/2013,70.97,-0.003235566
05/08/2013,71.2,-0.000982663
02/08/2013,71.27,0.000701804
01/08/2013,71.22,0.010728505
31/07/2013,70.46,0.000567859
30/07/2013,70.42,0.00099453
29/07/2013,70.35,-0.008351666
26/07/2013,70.94,0.000987237
25/07/2013,70.87,0.000564573
24/07/2013,70.83,-0.003101215
23/07/2013,71.05,0.001267517
22/07/2013,70.96,0.001128032
19/07/2013,70.88,0.012493064
18/07/2013,70,0.009040745
17/07/2013,69.37,0.010142075
16/07/2013,68.67,0.006574646
15/07/2013,68.22,0.011647754
12/07/2013,67.43,0.000741785
11/07/2013,67.38,0.015404477
10/07/2013,66.35,0.004228975
09/07/2013,66.07,-0.001512402
08/07/2013,66.17,0.014307702
05/07/2013,65.23,0.015916275
03/07/2013,64.2,-0.001867414
02/07/2013,64.32,-0.001708738
01/07/2013,64.43,-0.003872672
28/06/2013,64.68,-0.000618238
27/06/2013,64.72,0.000463643
26/06/2013,64.69,-0.003086899
25/06/2013,64.89,0.0020054
24/06/2013,64.76,-0.012887567
21/06/2013,65.6,0.013041995
20/06/2013,64.75,-0.025916085
19/06/2013,66.45,-0.018193165
18/06/2013,67.67,-0.002066726
17/06/2013,67.81,0.008887631
14/06/2013,67.21,-0.007559511
13/06/2013,67.72,0.02013641
12/06/2013,66.37,-0.006906934
11/06/2013,66.83,-0.006264937
10/06/2013,67.25,0.001488096
07/06/2013,67.15,0.011834458
06/06/2013,66.36,0.009539023
05/06/2013,65.73,-0.014649511
04/06/2013,66.7,-0.009103861
03/06/2013,67.31,0.013762371
31/05/2013,66.39,-0.01435646
30/05/2013,67.35,0.001783326
29/05/2013,67.23,-0.010063723
28/05/2013,67.91,0.013639945
24/05/2013,66.99,-0.003724954
23/05/2013,67.24,-0.006817871
22/05/2013,67.7,-0.02249255
21/05/2013,69.24,0.007392945
20/05/2013,68.73,-0.002470393
17/05/2013,68.9,-0.002319514
16/05/2013,69.06,-0.005343359
15/05/2013,69.43,0.00317369
14/05/2013,69.21,0.008852826
13/05/2013,68.6,0.005701353
10/05/2013,68.21,0.01774932
09/05/2013,67.01,0.008392077
08/05/2013,66.45,0.000903342
07/05/2013,66.39,0.00165825
06/05/2013,66.28,-0.000754091
03/05/2013,66.33,0.008326443
02/05/2013,65.78,0.007323804
01/05/2013,65.3,-0.004278735
30/04/2013,65.58,-0.001219141
29/04/2013,65.66,0.009179991
26/04/2013,65.06,-0.008875345
25/04/2013,65.64,0.013960494
24/04/2013,64.73,-0.003238994
23/04/2013,64.94,0.012239676
22/04/2013,64.15,-0.008227944
19/04/2013,64.68,0.015267472
18/04/2013,63.7,-0.010929071
17/04/2013,64.4,-0.010503649
16/04/2013,65.08,-0.003221603
15/04/2013,65.29,-0.018363062
12/04/2013,66.5,-0.005249356
11/04/2013,66.85,0.00164683
10/04/2013,66.74,0.00601144
09/04/2013,66.34,0.014576632
08/04/2013,65.38,0.005829131
05/04/2013,65,-0.009035975
04/04/2013,65.59,0.005197199
03/04/2013,65.25,-0.004739708
02/04/2013,65.56,0.003514405
01/04/2013,65.33,0.001378571
28/03/2013,65.24,0.005687511
27/03/2013,64.87,0.000154166
26/03/2013,64.86,0.004945914
25/03/2013,64.54,-0.00046472
22/03/2013,64.57,0.00046472
21/03/2013,64.54,-0.012778251
20/03/2013,65.37,0.009220904
19/03/2013,64.77,-0.000154381
18/03/2013,64.78,-0.017596659
15/03/2013,65.93,-0.013259197
14/03/2013,66.81,0.001947712
13/03/2013,66.68,-0.001648311
12/03/2013,66.79,0.008570837
11/03/2013,66.22,0.007579239
08/03/2013,65.72,0.004881035
07/03/2013,65.4,-0.008526239
06/03/2013,65.96,-0.000606244
05/03/2013,66,0.014191129
04/03/2013,65.07,0.00261599
01/03/2013,64.9,0.0158413
28/02/2013,63.88,0.003449901
27/02/2013,63.66,0.01407917
26/02/2013,62.77,0.010892307
25/02/2013,62.09,-0.009776502
22/02/2013,62.7,0.008488879
21/02/2013,62.17,-0.014531194
20/02/2013,63.08,-0.009623802
19/02/2013,63.69,-0.002509018
15/02/2013,63.85,-0.002658952
14/02/2013,64.02,0.002189211
13/02/2013,63.88,-0.002032998
12/02/2013,64.01,0.00171996
11/02/2013,63.9,0.0018797
08/02/2013,63.78,0.011511599
07/02/2013,63.05,-0.000158592
06/02/2013,63.06,0.004131581
05/02/2013,62.8,0.007993648
04/02/2013,62.3,-0.01180802
01/02/2013,63.04,0.006205764
31/01/2013,62.65,-0.011584673
30/01/2013,63.38,-0.006604836
29/01/2013,63.8,0.000313529
28/01/2013,63.78,0.003612664
25/01/2013,63.55,0.001574803
24/01/2013,63.45,0.025216785
23/01/2013,61.87,0.002589417
22/01/2013,61.71,0.00259614
18/01/2013,61.55,0.015224981
17/01/2013,60.62,0.019825722
16/01/2013,59.43,-0.002185058
15/01/2013,59.56,0.011652585
14/01/2013,58.87,0.000509727
11/01/2013,58.84,0
10/01/2013,58.84,0.00784853
09/01/2013,58.38,0.024448552
08/01/2013,56.97,-0.001753771
07/01/2013,57.07,0.005975413
04/01/2013,56.73,0.0104546
03/01/2013,56.14,0.004642037
02/01/2013,55.88,0.019151444
31/12/2012,54.82,0.006772241
28/12/2012,54.45,-0.012955204
27/12/2012,55.16,-0.004882911
26/12/2012,55.43,-0.0079066
24/12/2012,55.87,0
21/12/2012,55.87,-0.012451246
20/12/2012,56.57,0.01084166
19/12/2012,55.96,-0.006945091
18/12/2012,56.35,0.003377481
17/12/2012,56.16,0.006789378
14/12/2012,55.78,-0.007323423
13/12/2012,56.19,0.001068376
12/12/2012,56.13,0.005717364
11/12/2012,55.81,0.018445369
10/12/2012,54.79,0.004023414
07/12/2012,54.57,0.004039668
06/12/2012,54.35,-0.000183976
05/12/2012,54.36,0.000183976
04/12/2012,54.35,-0.001654564
03/12/2012,54.44,0.005156549
30/11/2012,54.16,0.002033085
29/11/2012,54.05,-0.010124339
28/11/2012,54.6,0.006984039
27/11/2012,54.22,-0.005701165
26/11/2012,54.53,0.000183402
23/11/2012,54.52,0.018885953
21/11/2012,53.5,-0.001867414
20/11/2012,53.6,0.011257155
19/11/2012,53,0.017126965
16/11/2012,52.1,0.00192123
15/11/2012,52,-0.006134989
14/11/2012,52.32,-0.00685717
13/11/2012,52.68,-0.006998988
12/11/2012,53.05,0.00985043
09/11/2012,52.53,0.002096237
08/11/2012,52.42,-0.003618018
07/11/2012,52.61,-0.016027495
06/11/2012,53.46,0.01412852
05/11/2012,52.71,0.001328904
02/11/2012,52.64,-0.00813551
01/11/2012,53.07,0.008895677
31/10/2012,52.6,0.007825214
26/10/2012,52.19,-0.004015686
25/10/2012,52.4,0.002292703
24/10/2012,52.28,0.000573998
23/10/2012,52.25,-0.013308181
22/10/2012,52.95,0.005871785
19/10/2012,52.64,-0.018259331
18/10/2012,53.61,0.014845711
17/10/2012,52.82,-0.012043804
16/10/2012,53.46,0.02193734
15/10/2012,52.3,0
12/10/2012,52.3,-0.003054603
11/10/2012,52.46,0.004585411
10/10/2012,52.22,-0.00971899
09/10/2012,52.73,-0.03026006
08/10/2012,54.35,-0.008428045
05/10/2012,54.81,-0.004550841
04/10/2012,55.06,0.011691766
03/10/2012,54.42,-0.00458338
02/10/2012,54.67,-0.004198236
01/10/2012,54.9,-0.013748408
28/09/2012,55.66,-0.002691309
27/09/2012,55.81,0.003949736
26/09/2012,55.59,-0.006991155
25/09/2012,55.98,-0.009069147
24/09/2012,56.49,0.003546732
21/09/2012,56.29,0.009280809
20/09/2012,55.77,-0.002149383
19/09/2012,55.89,-0.000715436
18/09/2012,55.93,-0.005349513
17/09/2012,56.23,0.003920176
14/09/2012,56.01,0.014748469
13/09/2012,55.19,0.014050044
12/09/2012,54.42,0.007747687
11/09/2012,54,0.00836825
10/09/2012,53.55,-0.011142177
07/09/2012,54.15,-0.000738416
06/09/2012,54.19,0.019942884
05/09/2012,53.12,-0.01309164
04/09/2012,53.82,0.010459565
31/08/2012,53.26,0.002820346
30/08/2012,53.11,-0.00881063
29/08/2012,53.58,-0.002609508
28/08/2012,53.72,0.000558607
27/08/2012,53.69,-0.000930839
24/08/2012,53.74,0.009535456
23/08/2012,53.23,-0.011022998
22/08/2012,53.82,-0.008879082
21/08/2012,54.3,-0.003676475
20/08/2012,54.5,0.002572112
17/08/2012,54.36,-0.002572112
16/08/2012,54.5,0.00718169
15/08/2012,54.11,0.005931435
14/08/2012,53.79,0.01102918
13/08/2012,53.2,0.002635048
10/08/2012,53.06,0.00510157
09/08/2012,52.79,-0.003781438
08/08/2012,52.99,-0.000188697
07/08/2012,53,0.001132717
06/08/2012,52.94,0.003595424
03/08/2012,52.75,0.0259256
02/08/2012,51.4,-0.027441039
01/08/2012,52.83,0.015258736
31/07/2012,52.03,-0.005940422
30/07/2012,52.34,-0.001336516
27/07/2012,52.41,0.021406661
26/07/2012,51.3,0.000584966
25/07/2012,51.27,0.010194168
24/07/2012,50.75,0
23/07/2012,50.75,-0.012337374
20/07/2012,51.38,-0.014683417
19/07/2012,52.14,-0.027056801
18/07/2012,53.57,-0.002796162
17/07/2012,53.72,0.015382033
16/07/2012,52.9,-0.002831526
13/07/2012,53.05,0.006239975
12/07/2012,52.72,-0.006428459
11/07/2012,53.06,0
10/07/2012,53.06,-0.011430837
09/07/2012,53.67,0.002425148
06/07/2012,53.54,-0.012436355
05/07/2012,54.21,-0.008632619
03/07/2012,54.68,0.000182899
02/07/2012,54.67,-0.007834603
29/06/2012,55.1,0.02406214
28/06/2012,53.79,-0.009988984
27/06/2012,54.33,0.009431415
26/06/2012,53.82,0.002045941
25/06/2012,53.71,-0.015885077
22/06/2012,54.57,0.015140614
21/06/2012,53.75,-0.021169682
20/06/2012,54.9,-0.005268429
19/06/2012,55.19,0.011297496
18/06/2012,54.57,0.007726308
15/06/2012,54.15,0.033997076
14/06/2012,52.34,0.016373283
13/06/2012,51.49,-0.00561636
12/06/2012,51.78,0.007171268
11/06/2012,51.41,0.001947041
08/06/2012,51.31,0.002341464
07/06/2012,51.19,-0.001171418
06/06/2012,51.25,0.009016133
05/06/2012,50.79,0.01888161
04/06/2012,49.84,-0.003405111
01/06/2012,50.01,-0.028387477
31/05/2012,51.45,-0.001941748
30/05/2012,51.55,-0.019973777
29/05/2012,52.59,0.014171053
25/05/2012,51.85,0.002510381
24/05/2012,51.72,0.008543741
23/05/2012,51.28,-0.008543741
22/05/2012,51.72,0.005622894
21/05/2012,51.43,0.023012128
18/05/2012,50.26,-0.014223867
17/05/2012,50.98,-0.014604485
16/05/2012,51.73,-0.005013508
15/05/2012,51.99,-0.012424895
14/05/2012,52.64,-0.010206099
11/05/2012,53.18,-0.003566405
10/05/2012,53.37,0.002250986
09/05/2012,53.25,-0.016760169
08/05/2012,54.15,0.00055417
07/05/2012,54.12,0.004630067
04/05/2012,53.87,-0.016386264
03/05/2012,54.76,0.00182782
02/05/2012,54.66,-0.003834571
01/05/2012,54.87,0.00548247
30/04/2012,54.57,0.000183268
27/04/2012,54.56,0.009206473
26/04/2012,54.06,0.007054048
25/04/2012,53.68,0.009734259
24/04/2012,53.16,0.008690778
23/04/2012,52.7,-0.023071454
20/04/2012,53.93,-0.00794168
19/04/2012,54.36,-0.020033451
18/04/2012,55.46,0.010330858
17/04/2012,54.89,0.011912539
16/04/2012,54.24,0.005175612
13/04/2012,53.96,-0.016541454
12/04/2012,54.86,0.018953553
11/04/2012,53.83,0.013465698
10/04/2012,53.11,-0.019392739
09/04/2012,54.15,-0.016120518
05/04/2012,55.03,0.004735892
04/04/2012,54.77,-0.014680826
03/04/2012,55.58,0.000539908
02/04/2012,55.55,0.001260921
30/03/2012,55.48,0.007235922
29/03/2012,55.08,0.000544811
28/03/2012,55.05,-0.005254111
27/03/2012,55.34,-0.00306721
26/03/2012,55.51,0.019464007
23/03/2012,54.44,0.004049334
22/03/2012,54.22,-0.011552343
21/03/2012,54.85,0.000547096
20/03/2012,54.82,-0.00236859
19/03/2012,54.95,0.000910332
16/03/2012,54.9,-0.001819837
15/03/2012,55,0.014098924
14/03/2012,54.23,0.016735236
13/03/2012,53.33,0.017592433
12/03/2012,52.4,-0.009496748
09/03/2012,52.9,0.002460491
08/03/2012,52.77,0.013738052
07/03/2012,52.05,0.00038432
06/03/2012,52.03,-0.014690715
05/03/2012,52.8,-0.007735158
02/03/2012,53.21,0.001316408
01/03/2012,53.14,-0.009365118
29/02/2012,53.64,-0.017005955
28/02/2012,54.56,-0.007304634
27/02/2012,54.96,0.003280484
24/02/2012,54.78,0.015823697
23/02/2012,53.92,0.008941937
22/02/2012,53.44,0.002060505
21/02/2012,53.33,-0.005050043
17/02/2012,53.6,-0.000932401
16/02/2012,53.65,0.001305605
15/02/2012,53.58,0.001120448
14/02/2012,53.52,-0.006518321
13/02/2012,53.87,0.006144699
10/02/2012,53.54,-0.007813993
09/02/2012,53.96,-0.014534337
08/02/2012,54.75,-0.0078232
07/02/2012,55.18,-0.008840833
06/02/2012,55.67,0.001078361
03/02/2012,55.61,0.011029856
02/02/2012,55,-0.003992021
01/02/2012,55.22,-0.003795757
31/01/2012,55.43,0.007424208
30/01/2012,55.02,0.002183407
27/01/2012,54.9,0.000546597
26/01/2012,54.87,-0.003456749
25/01/2012,55.06,0.039264303
24/01/2012,52.94,0.002648006
23/01/2012,52.8,-0.00641875
20/01/2012,53.14,0.00641875
19/01/2012,52.8,0.012003574
18/01/2012,52.17,0.003071609
17/01/2012,52.01,0.005398124
13/01/2012,51.73,-0.014584791
12/01/2012,52.49,-0.010046526
11/01/2012,53.02,0.014437941
10/01/2012,52.26,0.008841111
09/01/2012,51.8,0.005808342
06/01/2012,51.5,0.006037607
05/01/2012,51.19,-0.001171418
04/01/2012,51.25,0.003518377
03/01/2012,51.07,0.026991121
30/12/2011,49.71,0.00241692
29/12/2011,49.59,0.0056623
28/12/2011,49.31,-0.010891596
27/12/2011,49.85,-0.003204489
23/12/2011,50.01,0.005815719
22/12/2011,49.72,0.022783736
21/12/2011,48.6,0.017435062
20/12/2011,47.76,0.042341155
19/12/2011,45.78,-0.00934891
16/12/2011,46.21,-0.009047886
15/12/2011,46.63,-0.002997861
14/12/2011,46.77,-0.001709037
13/12/2011,46.85,-0.004684847
12/12/2011,47.07,-0.016435262
09/12/2011,47.85,0.015373579
08/12/2011,47.12,-0.02411271
07/12/2011,48.27,-0.005371914
06/12/2011,48.53,-0.011473185
05/12/2011,49.09,0.030402507
02/12/2011,47.62,-0.039325706
01/12/2011,49.53,0.014233669
30/11/2011,48.83,0.046315244
29/11/2011,46.62,-0.007266542
28/11/2011,46.96,0.031144386
25/11/2011,45.52,0.001099022
23/11/2011,45.47,-0.019384251
22/11/2011,46.36,0.00280808
21/11/2011,46.23,-0.033605885
18/11/2011,47.81,-0.002089428
17/11/2011,47.91,-0.017996142
16/11/2011,48.78,-0.015863664
15/11/2011,49.56,0.012588999
14/11/2011,48.94,-0.01097349
11/11/2011,49.48,0.024758298
10/11/2011,48.27,0.016080539
09/11/2011,47.5,-0.047486056
08/11/2011,49.81,0.015171728
07/11/2011,49.06,0.010243892
04/11/2011,48.56,-0.003289477
03/11/2011,48.72,0.019901154
02/11/2011,47.76,0.016040867
01/11/2011,47,-0.019176649
31/10/2011,47.91,-0.041097473
28/10/2011,49.92,0.011483958
27/10/2011,49.35,0.02088528
26/10/2011,48.33,0.001863933
25/10/2011,48.24,-0.035834453
24/10/2011,50,0.016739324
21/10/2011,49.17,0.018266285
20/10/2011,48.28,-0.023135437
19/10/2011,49.41,0.007312647
18/10/2011,49.05,0.010451986
17/10/2011,48.54,-0.030034725
14/10/2011,50.02,-0.003193615
13/10/2011,50.18,0.000398645
12/10/2011,50.16,0.001196888
11/10/2011,50.1,0.014273034
10/10/2011,49.39,0.031050094
07/10/2011,47.88,0.001253919
06/10/2011,47.82,0.003981147
05/10/2011,47.63,0.018220843
04/10/2011,46.77,0.030831795
03/10/2011,45.35,-0.038499564
30/09/2011,47.13,-0.022864132
29/09/2011,48.22,-0.005583718
28/09/2011,48.49,-0.013722694
27/09/2011,49.16,0.03920444
26/09/2011,47.27,0.023762223
23/09/2011,46.16,-0.001298983
22/09/2011,46.22,-0.021616679
21/09/2011,47.23,-0.026328307
20/09/2011,48.49,-0.000206207
19/09/2011,48.5,-0.017171313
16/09/2011,49.34,-0.005457315
15/09/2011,49.61,0.018308078
14/09/2011,48.71,0.022211603
13/09/2011,47.64,0.016294933
12/09/2011,46.87,-0.000213333
09/09/2011,46.88,-0.037677123
08/09/2011,48.68,-0.022345029
07/09/2011,49.78,0.040796884
06/09/2011,47.79,0.010940568
02/09/2011,47.27,-0.020312708
01/09/2011,48.24,-0.012361097
31/08/2011,48.84,0.023827917
30/08/2011,47.69,-0.007312265
29/08/2011,48.04,0.039703761
26/08/2011,46.17,0.000866739
25/08/2011,46.13,-0.019109546
24/08/2011,47.02,0.01889279
23/08/2011,46.14,0.050221617
22/08/2011,43.88,0.001824818
19/08/2011,43.8,-0.01742717
18/08/2011,44.57,-0.065141323
17/08/2011,47.57,-0.017710641
16/08/2011,48.42,-0.014963895
15/08/2011,49.15,0.012488646
12/08/2011,48.54,0.019975695
11/08/2011,47.58,0.032901921
10/08/2011,46.04,-0.062513775
09/08/2011,49.01,0.032769419
08/08/2011,47.43,-0.053567746
05/08/2011,50.04,0.007824295
04/08/2011,49.65,-0.047590577
03/08/2011,52.07,0.007711625
02/08/2011,51.67,-0.027299586
01/08/2011,53.1,-0.023083676
29/07/2011,54.34,0.00535106
28/07/2011,54.05,-0.007924118
27/07/2011,54.48,-0.011678965
26/07/2011,55.12,-0.019759939
25/07/2011,56.22,-0.01167122
22/07/2011,56.88,-0.01309948
21/07/2011,57.63,0.012572193
20/07/2011,56.91,-0.038774565
19/07/2011,59.16,0.015329886
18/07/2011,58.26,-0.002913705
15/07/2011,58.43,-0.003587601
14/07/2011,58.64,-0.01152946
13/07/2011,59.32,0.003208107
12/07/2011,59.13,0.00968654
11/07/2011,58.56,-0.026623308
08/07/2011,60.14,-0.007619716
07/07/2011,60.6,0.012453461
06/07/2011,59.85,0.00301205
05/07/2011,59.67,-0.010170992
01/07/2011,60.28,0.026731019
30/06/2011,58.69,0.009587473
29/06/2011,58.13,-0.009246641
28/06/2011,58.67,0.012520531
27/06/2011,57.94,0.009712182
24/06/2011,57.38,-0.014704875
23/06/2011,58.23,-0.002915204
22/06/2011,58.4,0.002056909
21/06/2011,58.28,0.004815971
20/06/2011,58,0.005012542
17/06/2011,57.71,-0.005012542
16/06/2011,58,0.000172429
15/06/2011,57.99,-0.015230893
14/06/2011,58.88,0.005791193
13/06/2011,58.54,0.006340523
10/06/2011,58.17,-0.013828645
09/06/2011,58.98,0.005781346
08/06/2011,58.64,-0.010854923
07/06/2011,59.28,0.01187864
06/06/2011,58.58,-0.027279011
03/06/2011,60.2,-0.013365433
02/06/2011,61.01,-0.004742058
01/06/2011,61.3,-0.017785432
31/05/2011,62.4,0.003853569
27/05/2011,62.16,-0.000804052
26/05/2011,62.21,-0.001285141
25/05/2011,62.29,-0.007198303
24/05/2011,62.74,-0.00492886
23/05/2011,63.05,-0.005851207
20/05/2011,63.42,-0.009103814
19/05/2011,64,0
18/05/2011,64,0.003129893
17/05/2011,63.8,0.000627156
16/05/2011,63.76,0.007556711
13/05/2011,63.28,0.001898134
12/05/2011,63.16,0.021120785
11/05/2011,61.84,0.01367654
10/05/2011,61,0.014697647
09/05/2011,60.11,0.007011715
06/05/2011,59.69,-0.000335008
05/05/2011,59.71,0.004027527
04/05/2011,59.47,0.002019863
03/05/2011,59.35,0.001855132
02/05/2011,59.24,0.004059545
29/04/2011,59,-0.003046203
28/04/2011,59.18,0.013439005
27/04/2011,58.39,0.001028102
26/04/2011,58.33,0.005328762
25/04/2011,58.02,-0.008409901
21/04/2011,58.51,0.001710572
20/04/2011,58.41,-0.045024758
19/04/2011,61.1,0.018000651
18/04/2011,60.01,-0.011432483
15/04/2011,60.7,0.013768153
14/04/2011,59.87,0.000501211
13/04/2011,59.84,0.002509831
12/04/2011,59.69,-0.00518006
11/04/2011,60,0.004845052
08/04/2011,59.71,-0.002341921
07/04/2011,59.85,-0.006827102
06/04/2011,60.26,-0.004305355
05/04/2011,60.52,-0.015900671
04/04/2011,61.49,0.009641385
01/04/2011,60.9,0.001643386
31/03/2011,60.8,0.000658111
30/03/2011,60.76,-0.005416509
29/03/2011,61.09,0.006239758
28/03/2011,60.71,-0.006730716
25/03/2011,61.12,-0.001144633
24/03/2011,61.19,-0.002611394
23/03/2011,61.35,-0.006336848
22/03/2011,61.74,-0.00468612
21/03/2011,62.03,0.008255814
18/03/2011,61.52,0.015232462
17/03/2011,60.59,0.004134629
16/03/2011,60.34,-0.017577455
15/03/2011,61.41,-0.015030586
14/03/2011,62.34,-0.010848862
11/03/2011,63.02,0.001588058
10/03/2011,62.92,-0.022628244
09/03/2011,64.36,-0.010971291
08/03/2011,65.07,0.027420319
07/03/2011,63.31,-0.005670199
04/03/2011,63.67,-0.01388153
03/03/2011,64.56,0.02350837
02/03/2011,63.06,0.009400213
01/03/2011,62.47,-0.012566776
28/02/2011,63.26,0.003166564
25/02/2011,63.06,0.024074345
24/02/2011,61.56,-0.003243597
23/02/2011,61.76,-0.002587324
22/02/2011,61.92,-0.017291497
18/02/2011,63,0.035873939
17/02/2011,60.78,-0.004104759
16/02/2011,61.03,0.012697013
15/02/2011,60.26,-0.003809528
14/02/2011,60.49,0.004473539
11/02/2011,60.22,0.004493642
10/02/2011,59.95,0.002505221
09/02/2011,59.8,0.001673641
08/02/2011,59.7,0.003691899
07/02/2011,59.48,0.016442442
04/02/2011,58.51,0.001710572
03/02/2011,58.41,0.003601753
02/02/2011,58.2,-0.005824927
01/02/2011,58.54,0.016882399
31/01/2011,57.56,0.006273984
28/01/2011,57.2,-0.015783868
27/01/2011,58.11,0.013164923
26/01/2011,57.35,-0.017629216
25/01/2011,58.37,0.013279492
24/01/2011,57.6,-0.000867679
