Date,Close,ADSK
11/12/2012,34.62,0.019248188
10/12/2012,33.96,0.005906692
07/12/2012,33.76,-0.001184133
06/12/2012,33.8,0.005934736
05/12/2012,33.6,0.015597197
04/12/2012,33.08,0.002724385
03/12/2012,32.99,-0.004234731
30/11/2012,33.13,-0.011404685
29/11/2012,33.51,0.012310619
28/11/2012,33.1,0.03630051
27/11/2012,31.92,-0.009975145
26/11/2012,32.24,0.013741628
23/11/2012,31.8,0.014571053
21/11/2012,31.34,0.015110398
20/11/2012,30.87,-0.014472033
19/11/2012,31.32,-0.005095552
16/11/2012,31.48,0.03162574
15/11/2012,30.5,0.001969151
14/11/2012,30.44,-0.006548812
13/11/2012,30.64,-0.01168086
12/11/2012,31,0.001937359
09/11/2012,30.94,0.006810469
08/11/2012,30.73,-0.026967926
07/11/2012,31.57,-0.026259715
06/11/2012,32.41,0.01335631
05/11/2012,31.98,-0.004990653
02/11/2012,32.14,-0.007748373
01/11/2012,32.39,0.016812351
31/10/2012,31.85,-0.014339398
26/10/2012,32.31,0.00652075
25/10/2012,32.1,0.020139133
24/10/2012,31.46,0.002864875
23/10/2012,31.37,0.013479023
22/10/2012,30.95,0.015630406
19/10/2012,30.47,-0.036098022
18/10/2012,31.59,-0.019125838
17/10/2012,32.2,-0.014796817
16/10/2012,32.68,0.02415726
15/10/2012,31.9,0.022187915
12/10/2012,31.2,0.006108362
11/10/2012,31.01,-0.000644745
10/10/2012,31.03,-0.014080233
09/10/2012,31.47,-0.030665732
08/10/2012,32.45,-0.019832839
05/10/2012,33.1,-0.002414002
04/10/2012,33.18,-0.017921627
03/10/2012,33.78,0.011013655
02/10/2012,33.41,0.000898338
01/10/2012,33.38,0.000899146
28/09/2012,33.35,0.001500375
27/09/2012,33.3,0.027398974
26/09/2012,32.4,-0.016225674
25/09/2012,32.93,-0.016564149
24/09/2012,33.48,-0.005955944
21/09/2012,33.68,0.002080548
20/09/2012,33.61,0.00148876
19/09/2012,33.56,0.002685366
18/09/2012,33.47,-0.003578888
17/09/2012,33.59,0.003578888
14/09/2012,33.47,0.022051943
13/09/2012,32.74,0.004898969
12/09/2012,32.58,0.012042758
11/09/2012,32.19,0.006857882
10/09/2012,31.97,-0.007789415
07/09/2012,32.22,-0.016926085
06/09/2012,32.77,0.045895365
05/09/2012,31.3,-0.003508216
04/09/2012,31.41,0.011527505
31/08/2012,31.05,0.020827307
30/08/2012,30.41,-0.016631722
29/08/2012,30.92,-0.009975948
28/08/2012,31.23,0.023324673
27/08/2012,30.51,0.012533146
24/08/2012,30.13,-0.169909408
23/08/2012,35.71,0.006179795
22/08/2012,35.49,0.025397285
21/08/2012,34.6,0.018670321
20/08/2012,33.96,-0.02930719
17/08/2012,34.97,0.008615791
16/08/2012,34.67,0.005495314
15/08/2012,34.48,0.009324077
14/08/2012,34.16,-0.015107783
13/08/2012,34.68,-0.009470583
10/08/2012,35.01,-0.004559712
09/08/2012,35.17,-0.003972763
08/08/2012,35.31,0.001700681
07/08/2012,35.25,0.016014068
06/08/2012,34.69,-0.008325009
03/08/2012,34.98,0.034907558
02/08/2012,33.78,-0.007667392
01/08/2012,34.04,0.003531493
31/07/2012,33.92,-0.005878912
30/07/2012,34.12,-0.013969959
27/07/2012,34.6,0.032606795
26/07/2012,33.49,0.047387744
25/07/2012,31.94,0.019283038
24/07/2012,31.33,-0.01457567
23/07/2012,31.79,-0.011571669
20/07/2012,32.16,-0.039328342
19/07/2012,33.45,0.037774823
18/07/2012,32.21,0.008730957
17/07/2012,31.93,0.017056636
16/07/2012,31.39,-0.010458026
13/07/2012,31.72,0.014608072
12/07/2012,31.26,0.023957119
11/07/2012,30.52,-0.004250456
10/07/2012,30.65,-0.024493651
09/07/2012,31.41,-0.028250466
06/07/2012,32.31,-0.069920946
05/07/2012,34.65,-0.001441961
03/07/2012,34.7,0.00549055
02/07/2012,34.51,-0.013813169
29/06/2012,34.99,0.063719575
28/06/2012,32.83,-0.021694132
27/06/2012,33.55,0.018045602
26/06/2012,32.95,0.004257914
25/06/2012,32.81,-0.03002327
22/06/2012,33.81,0.02273505
21/06/2012,33.05,-0.047853193
20/06/2012,34.67,0.000865676
19/06/2012,34.64,0.029293249
18/06/2012,33.64,0.008058542
15/06/2012,33.37,0.03942451
14/06/2012,32.08,0.011916102
13/06/2012,31.7,-0.018750549
12/06/2012,32.3,0.014343869
11/06/2012,31.84,-0.029095212
08/06/2012,32.78,0.003973718
07/06/2012,32.65,-0.013990496
06/06/2012,33.11,0.05717618
05/06/2012,31.27,0.01417093
04/06/2012,30.83,-0.000324307
01/06/2012,30.84,-0.037548159
31/05/2012,32.02,-0.004051743
30/05/2012,32.15,-0.019406123
29/05/2012,32.78,0.020339684
25/05/2012,32.12,0.008127585
24/05/2012,31.86,-0.009993837
23/05/2012,32.18,-0.007738779
22/05/2012,32.43,0.018046538
21/05/2012,31.85,0.051210674
18/05/2012,30.26,-0.137777158
17/05/2012,34.73,-0.032854838
16/05/2012,35.89,-0.015482753
15/05/2012,36.45,0.014368857
14/05/2012,35.93,-0.00886678
11/05/2012,36.25,0.001932901
10/05/2012,36.18,-0.016991365
09/05/2012,36.8,0.005176418
08/05/2012,36.61,-0.015987334
07/05/2012,37.2,-0.006964936
04/05/2012,37.46,-0.03823456
03/05/2012,38.92,-0.031363218
02/05/2012,40.16,-0.014093446
01/05/2012,40.73,0.033960817
30/04/2012,39.37,-0.006582302
27/04/2012,39.63,-0.014031801
26/04/2012,40.19,0.02315734
25/04/2012,39.27,0.014362904
24/04/2012,38.71,-0.008232617
23/04/2012,39.03,-0.034994131
20/04/2012,40.42,-0.003950622
19/04/2012,40.58,-0.020729922
18/04/2012,41.43,-0.008891083
17/04/2012,41.8,0.017131557
16/04/2012,41.09,-0.00388633
13/04/2012,41.25,0.019337281
12/04/2012,40.46,0.02097979
11/04/2012,39.62,0.004553512
10/04/2012,39.44,-0.027508611
09/04/2012,40.54,-0.021957457
05/04/2012,41.44,-0.007452853
04/04/2012,41.75,-0.015213034
03/04/2012,42.39,0.00118022
02/04/2012,42.34,0.000472478
30/03/2012,42.32,0.006638242
29/03/2012,42.04,0.003335719
28/03/2012,41.9,-0.006897399
27/03/2012,42.19,-0.004257339
26/03/2012,42.37,0.03091918
23/03/2012,41.08,-0.000486736
22/03/2012,41.1,-0.014493007
21/03/2012,41.7,0.014493007
20/03/2012,41.1,-0.007272759
19/03/2012,41.4,0.012150818
16/03/2012,40.9,0.020252606
15/03/2012,40.08,0.018381482
14/03/2012,39.35,0.017431869
13/03/2012,38.67,0.053105124
12/03/2012,36.67,-0.003810565
09/03/2012,36.81,0.007909492
08/03/2012,36.52,0.012675838
07/03/2012,36.06,0.009473462
06/03/2012,35.72,-0.025702672
05/03/2012,36.65,-0.011933963
02/03/2012,37.09,-0.023975576
01/03/2012,37.99,0.003691987
29/02/2012,37.85,-0.003691987
28/02/2012,37.99,-0.00078937
27/02/2012,38.02,0.010576513
24/02/2012,37.62,-0.015299692
23/02/2012,38.2,0.011585174
22/02/2012,37.76,-0.009226374
21/02/2012,38.11,-0.020774572
17/02/2012,38.91,-0.01580859
16/02/2012,39.53,0.022513102
15/02/2012,38.65,-0.003615706
14/02/2012,38.79,0.010886577
13/02/2012,38.37,0.022135291
10/02/2012,37.53,-0.022916846
09/02/2012,38.4,0.00104221
08/02/2012,38.36,0.000521512
07/02/2012,38.34,0.015243396
06/02/2012,37.76,-0.002380639
03/02/2012,37.85,0.027589804
02/02/2012,36.82,-0.004876737
01/02/2012,37,0.027398974
31/01/2012,36,0.00250313
30/01/2012,35.91,-0.019032432
27/01/2012,36.6,0.001367054
26/01/2012,36.55,0.008793681
25/01/2012,36.23,0.011660321
24/01/2012,35.81,0.0326409
23/01/2012,34.66,-0.010903982
20/01/2012,35.04,-0.011068653
19/01/2012,35.43,0.031248063
18/01/2012,34.34,0.065587411
17/01/2012,32.16,0.007490672
13/01/2012,31.92,-0.011834458
12/01/2012,32.3,0.003722089
11/01/2012,32.18,-0.010817599
10/01/2012,32.53,0.045598215
09/01/2012,31.08,0.003868477
06/01/2012,30.96,0.004532219
05/01/2012,30.82,0.019990834
04/01/2012,30.21,-0.019666317
03/01/2012,30.81,0.015701991
30/12/2011,30.33,-0.002305287
29/12/2011,30.4,0.016249736
28/12/2011,29.91,-0.028672256
27/12/2011,30.78,-0.000974184
23/12/2011,30.81,0.011424965
22/12/2011,30.46,0.004936656
21/12/2011,30.31,-0.038192344
20/12/2011,31.49,0.041828111
19/12/2011,30.2,-0.03257617
16/12/2011,31.2,0.004175371
15/12/2011,31.07,-0.005776653
14/12/2011,31.25,-0.045355702
13/12/2011,32.7,-0.02237771
12/12/2011,33.44,-0.028013036
09/12/2011,34.39,0.013761014
08/12/2011,33.92,-0.025612576
07/12/2011,34.8,0.000574878
06/12/2011,34.78,0.020038423
05/12/2011,34.09,0.003526304
02/12/2011,33.97,-0.008792554
01/12/2011,34.27,0.005853104
30/11/2011,34.07,0.078747197
29/11/2011,31.49,-0.003487085
28/11/2011,31.6,0.058648727
25/11/2011,29.8,-0.008021433
23/11/2011,30.04,-0.04364092
22/11/2011,31.38,-0.031987675
21/11/2011,32.4,-0.033387016
18/11/2011,33.5,-0.027963559
17/11/2011,34.45,-0.032274685
16/11/2011,35.58,0.044247379
15/11/2011,34.04,0.012712662
14/11/2011,33.61,-0.017402002
11/11/2011,34.2,0.044239132
10/11/2011,32.72,0.00551641
09/11/2011,32.54,-0.088470054
08/11/2011,35.55,0.024200469
07/11/2011,34.7,-0.00917964
04/11/2011,35.02,-0.003989746
03/11/2011,35.16,0.046872209
02/11/2011,33.55,0.017438806
01/11/2011,32.97,-0.048255625
31/10/2011,34.6,-0.034931849
28/10/2011,35.83,0.005878253
27/10/2011,35.62,0.084309706
26/10/2011,32.74,0.011365504
25/10/2011,32.37,-0.020789498
24/10/2011,33.05,0.039184405
21/10/2011,31.78,0.01617799
20/10/2011,31.27,0.009963123
19/10/2011,30.96,-0.029596432
18/10/2011,31.89,0.020273105
17/10/2011,31.25,-0.03675614
14/10/2011,32.42,0.045110945
13/10/2011,30.99,-0.000967586
12/10/2011,31.02,0.033101498
11/10/2011,30.01,0.024967559
10/10/2011,29.27,0.034054715
07/10/2011,28.29,0.010661082
06/10/2011,27.99,0.028262751
05/10/2011,27.21,0.042415816
04/10/2011,26.08,0.024452994
03/10/2011,25.45,-0.087960501
30/09/2011,27.79,-0.052569917
29/09/2011,29.29,0.020349038
28/09/2011,28.7,-0.026475674
27/09/2011,29.47,0.040510992
26/09/2011,28.3,-0.00141243
23/09/2011,28.34,0.024286908
22/09/2011,27.66,-0.032019811
21/09/2011,28.56,0.015881753
20/09/2011,28.11,-0.02390272
19/09/2011,28.79,-0.022665805
16/09/2011,29.45,0.001359158
15/09/2011,29.41,0.03283516
14/09/2011,28.46,0.027428255
13/09/2011,27.69,0.035658989
12/09/2011,26.72,0.050269551
09/09/2011,25.41,-0.033665396
08/09/2011,26.28,-0.027028672
07/09/2011,27,0.032752786
06/09/2011,26.13,-0.009522068
02/09/2011,26.38,-0.031713159
01/09/2011,27.23,-0.035002671
31/08/2011,28.2,0.017889565
30/08/2011,27.7,-0.012556219
29/08/2011,28.05,0.051950232
26/08/2011,26.63,0.04100977
25/08/2011,25.56,-0.034983387
24/08/2011,26.47,0.045998447
23/08/2011,25.28,0.039948826
22/08/2011,24.29,0.036901462
19/08/2011,23.41,-0.124358739
18/08/2011,26.51,-0.084587973
17/08/2011,28.85,-0.020583917
16/08/2011,29.45,-0.021498981
15/08/2011,30.09,0.030709348
12/08/2011,29.18,0.014845776
11/08/2011,28.75,0.020735236
10/08/2011,28.16,-0.061960627
09/08/2011,29.96,0.065518084
08/08/2011,28.06,-0.097058149
05/08/2011,30.92,-0.020804079
04/08/2011,31.57,-0.072681551
03/08/2011,33.95,0.015136066
02/08/2011,33.44,-0.028303776
01/08/2011,34.4,0
29/07/2011,34.4,0.001745709
28/07/2011,34.34,-0.016175974
27/07/2011,34.9,-0.046741403
26/07/2011,36.57,0.002464067
25/07/2011,36.48,-0.016043852
22/07/2011,37.07,0.023748898
21/07/2011,36.2,0.009157827
20/07/2011,35.87,-0.012742555
19/07/2011,36.33,0.027911385
18/07/2011,35.33,-0.022944487
15/07/2011,36.15,-0.005517255
14/07/2011,36.35,-0.024726161
13/07/2011,37.26,0.000805477
12/07/2011,37.23,-0.046190315
11/07/2011,38.99,-0.02856976
08/07/2011,40.12,-0.006707266
07/07/2011,40.39,0.025578125
06/07/2011,39.37,0.01278136
05/07/2011,38.87,0.004383145
01/07/2011,38.7,0.002587324
30/06/2011,38.6,0.001555613
29/06/2011,38.54,0.009384845
28/06/2011,38.18,0.019839296
27/06/2011,37.43,0.019968284
24/06/2011,36.69,-0.012997746
23/06/2011,37.17,0.019011979
22/06/2011,36.47,-0.015508405
21/06/2011,37.04,0.036847721
20/06/2011,35.7,0.000280151
17/06/2011,35.69,-0.020796535
16/06/2011,36.44,-0.00356116
15/06/2011,36.57,-0.036250445
14/06/2011,37.92,0.009539023
13/06/2011,37.56,-0.009011458
10/06/2011,37.9,-0.004738098
09/06/2011,38.08,-0.004192878
08/06/2011,38.24,-0.03343073
07/06/2011,39.54,-0.01854225
06/06/2011,40.28,-0.013806925
03/06/2011,40.84,-0.012652237
02/06/2011,41.36,-0.001932368
01/06/2011,41.44,-0.036488293
31/05/2011,42.98,0.011230815
27/05/2011,42.5,-0.004226351
26/05/2011,42.68,0.007053874
25/05/2011,42.38,0.00686637
24/05/2011,42.09,-0.004267432
23/05/2011,42.27,-0.001890807
20/05/2011,42.35,-0.047045798
19/05/2011,44.39,0.002481111
18/05/2011,44.28,0.018002081
17/05/2011,43.49,-0.020483192
16/05/2011,44.39,-0.026235386
13/05/2011,45.57,-0.009174376
12/05/2011,45.99,0.017326895
11/05/2011,45.2,0.001106807
10/05/2011,45.15,0.019231362
09/05/2011,44.29,-0.000451467
06/05/2011,44.31,0.020059939
05/05/2011,43.43,-0.007341166
04/05/2011,43.75,-0.010685563
03/05/2011,44.22,-0.009901071
02/05/2011,44.66,-0.0071397
29/04/2011,44.98,-0.000444543
28/04/2011,45,-0.002441462
27/04/2011,45.11,0.002663709
26/04/2011,44.99,-0.012370381
25/04/2011,45.55,0.014818362
21/04/2011,44.88,0.011879552
20/04/2011,44.35,0.04425705
19/04/2011,42.43,-0.000942285
18/04/2011,42.47,-0.014493007
15/04/2011,43.09,0.009092031
14/04/2011,42.7,0.001640689
13/04/2011,42.63,0.00635371
12/04/2011,42.36,-0.011501124
11/04/2011,42.85,0.001401215
08/04/2011,42.79,-0.00860971
07/04/2011,43.16,-0.007156905
06/04/2011,43.47,-0.011209085
05/04/2011,43.96,-0.000909504
04/04/2011,44,0.003871119
01/04/2011,43.83,-0.006368
31/03/2011,44.11,0.011629364
30/03/2011,43.6,0.004597709
29/03/2011,43.4,0.009957243
28/03/2011,42.97,-0.006957356
25/03/2011,43.27,-0.012402548
24/03/2011,43.81,0.051281281
23/03/2011,41.62,0.002646459
22/03/2011,41.51,0.013094271
21/03/2011,40.97,0.039074275
18/03/2011,39.4,0.021550347
17/03/2011,38.56,0.002336753
16/03/2011,38.47,-0.020072727
15/03/2011,39.25,-0.028383169
14/03/2011,40.38,0.006708933
11/03/2011,40.11,0.005249356
10/03/2011,39.9,-0.010967209
09/03/2011,40.34,-0.008393039
08/03/2011,40.68,0.014110891
07/03/2011,40.11,-0.014848083
04/03/2011,40.71,-0.011236073
03/03/2011,41.17,0.020118441
02/03/2011,40.35,-0.021089551
01/03/2011,41.21,-0.020178441
28/02/2011,42.05,-0.016509809
25/02/2011,42.75,0.055797112
24/02/2011,40.43,0.020995523
23/02/2011,39.59,-0.06147118
22/02/2011,42.1,-0.0304117
18/02/2011,43.4,-0.00597291
17/02/2011,43.66,-0.004114292
16/02/2011,43.84,0.026113558
15/02/2011,42.71,0.008700819
14/02/2011,42.34,-0.008232435
11/02/2011,42.69,-0.001404495
10/02/2011,42.75,0.012001556
09/02/2011,42.24,-0.016203243
08/02/2011,42.93,-0.01364972
07/02/2011,43.52,-0.00389864
04/02/2011,43.69,-0.00137237
03/02/2011,43.75,0.007801783
02/02/2011,43.41,0.029217925
01/02/2011,42.16,0.035735333
31/01/2011,40.68,0.017607398
28/01/2011,39.97,-0.019817344
27/01/2011,40.77,-0.002694429
