Date,Close,ADSK
26/01/2011,40.88,0.013545337
25/01/2011,40.33,-0.017695227
24/01/2011,41.05,-0.010902591
21/01/2011,41.5,0.004588826
20/01/2011,41.31,-0.004347833
19/01/2011,41.49,-0.012931215
18/01/2011,42.03,0.014137051
14/01/2011,41.44,0.008725213
13/01/2011,41.08,0.013478944
12/01/2011,40.53,-0.006639641
11/01/2011,40.8,-0.001714216
10/01/2011,40.87,0.002695089
07/01/2011,40.76,-0.012192299
06/01/2011,41.26,0.000484848
05/01/2011,41.24,0.067971501
04/01/2011,38.53,-0.01902371
03/01/2011,39.27,0.027625353
31/12/2010,38.2,-0.015326966
30/12/2010,38.79,-0.011279279
29/12/2010,39.23,0.005623737
28/12/2010,39.01,-0.003071413
27/12/2010,39.13,-0.004589503
23/12/2010,39.31,-0.007855102
22/12/2010,39.62,-0.000756907
21/12/2010,39.65,0.006578971
20/12/2010,39.39,0.006622541
17/12/2010,39.13,0.010791472
16/12/2010,38.71,0.010387006
15/12/2010,38.31,-0.015797299
14/12/2010,38.92,0.009552157
13/12/2010,38.55,-0.014422089
10/12/2010,39.11,0.026426408
09/12/2010,38.09,0.006849342
08/12/2010,37.83,0.014913725
07/12/2010,37.27,-0.00828328
06/12/2010,37.58,-0.010850973
03/12/2010,37.99,0.009255652
02/12/2010,37.64,0.028839083
01/12/2010,36.57,0.035628594
30/11/2010,35.29,-0.00649628
29/11/2010,35.52,0.009049836
26/11/2010,35.2,-0.006512836
24/11/2010,35.43,0.028921128
23/11/2010,34.42,-0.011266911
22/11/2010,34.81,0.030331867
19/11/2010,33.77,-0.071142371
18/11/2010,36.26,0.027398974
17/11/2010,35.28,0.021777365
16/11/2010,34.52,-0.017231903
15/11/2010,35.12,-0.00369476
12/11/2010,35.25,-0.028801096
11/11/2010,36.28,0.011644157
10/11/2010,35.86,0.015739504
09/11/2010,35.3,-0.003111302
08/11/2010,35.41,-0.007596042
05/11/2010,35.68,-0.00447428
04/11/2010,35.84,0.014898378
03/11/2010,35.31,0
02/11/2010,35.31,0.011392889
01/11/2010,34.91,-0.036285798
29/10/2010,36.2,0.021782486
28/10/2010,35.42,-0.005911347
27/10/2010,35.63,0
26/10/2010,35.63,0.005629061
25/10/2010,35.43,0.016792767
22/10/2010,34.84,0.017955884
21/10/2010,34.22,0.006155669
20/10/2010,34.01,0.037141136
19/10/2010,32.77,-0.011830868
18/10/2010,33.16,-0.004813487
15/10/2010,33.32,-0.000899955
14/10/2010,33.35,-0.003292923
13/10/2010,33.46,0.023587426
12/10/2010,32.68,0.025411966
11/10/2010,31.86,0.013588454
08/10/2010,31.43,-0.016096292
07/10/2010,31.94,0.015778175
06/10/2010,31.44,-0.039599874
05/10/2010,32.71,0.041510094
04/10/2010,31.38,-0.015808107
01/10/2010,31.88,-0.002819109
30/09/2010,31.97,0.00093882
29/09/2010,31.94,-0.012445711
28/09/2010,32.34,0.017153079
27/09/2010,31.79,-0.005646188
24/09/2010,31.97,0.023739048
23/09/2010,31.22,-0.013995139
22/09/2010,31.66,-0.043572473
21/09/2010,33.07,-0.011126261
20/09/2010,33.44,0.026668247
17/09/2010,32.56,-0.005207547
16/09/2010,32.73,0.007359739
15/09/2010,32.49,0.00555557
14/09/2010,32.31,0.010891659
13/09/2010,31.96,0.031789072
10/09/2010,30.96,0.018911552
09/09/2010,30.38,0.0102565
08/09/2010,30.07,0.019476774
07/09/2010,29.49,-0.017812603
03/09/2010,30.02,0.023593949
02/09/2010,29.32,0.016853365
01/09/2010,28.83,0.038901652
31/08/2010,27.73,0.00723854
30/08/2010,27.53,-0.030408353
27/08/2010,28.38,0.035141658
26/08/2010,27.4,-0.00437
25/08/2010,27.52,0.004005103
24/08/2010,27.41,0.001825818
23/08/2010,27.36,-0.027043292
20/08/2010,28.11,0.017223246
19/08/2010,27.63,-0.021483103
18/08/2010,28.23,0.011400195
17/08/2010,27.91,0.008997721
16/08/2010,27.66,-0.016493741
13/08/2010,28.12,0.024114899
12/08/2010,27.45,-0.01697711
11/08/2010,27.92,-0.02406344
10/08/2010,28.6,-0.01492306
09/08/2010,29.03,0.0089966
06/08/2010,28.77,-0.051814535
05/08/2010,30.3,-0.018313134
04/08/2010,30.86,0.012062086
03/08/2010,30.49,-0.008165977
02/08/2010,30.74,0.039819461
30/07/2010,29.54,0.010207642
29/07/2010,29.24,0.018989005
28/07/2010,28.69,-0.015906283
27/07/2010,29.15,-0.020374219
26/07/2010,29.75,0.030719139
23/07/2010,28.85,0.028477931
22/07/2010,28.04,0.053849302
21/07/2010,26.57,-0.001880053
20/07/2010,26.62,0.041416962
19/07/2010,25.54,0.007467121
16/07/2010,25.35,-0.043233286
15/07/2010,26.47,-0.000377715
14/07/2010,26.48,0.011012073
13/07/2010,26.19,0.043306943
12/07/2010,25.08,0.005998818
09/07/2010,24.93,0.012919033
08/07/2010,24.61,-0.004864217
07/07/2010,24.73,0.027882085
06/07/2010,24.05,-0.010752792
02/07/2010,24.31,-0.010638398
01/07/2010,24.57,0.008583744
30/06/2010,24.36,-0.008990661
29/06/2010,24.58,-0.056163434
28/06/2010,26,-0.022062515
25/06/2010,26.58,0.012112184
24/06/2010,26.26,-0.058067707
23/06/2010,27.83,-0.02133035
22/06/2010,28.43,-0.019850904
21/06/2010,29,-0.008241805
18/06/2010,29.24,0.025282732
17/06/2010,28.51,0.000350816
16/06/2010,28.5,-0.001402525
15/06/2010,28.54,0.03748431
14/06/2010,27.49,-0.00326857
11/06/2010,27.58,0.006547859
10/06/2010,27.4,0.035664998
09/06/2010,26.44,0.005309076
08/06/2010,26.3,-0.014720024
07/06/2010,26.69,-0.045054314
04/06/2010,27.92,-0.071187215
03/06/2010,29.98,0.024992858
02/06/2010,29.24,0.023530497
01/06/2010,28.56,-0.024214258
28/05/2010,29.26,-0.011215071
27/05/2010,29.59,0.031934044
26/05/2010,28.66,-0.010758389
25/05/2010,28.97,-0.015413903
24/05/2010,29.42,0.00170097
21/05/2010,29.37,0.037818904
20/05/2010,28.28,-0.070641676
19/05/2010,30.35,0.006611594
18/05/2010,30.15,-0.018728985
17/05/2010,30.72,-0.001626281
14/05/2010,30.77,-0.050382903
13/05/2010,32.36,-0.012590371
12/05/2010,32.77,0.035723631
11/05/2010,31.62,-0.024368591
10/05/2010,32.4,0.074963038
07/05/2010,30.06,-0.01649658
06/05/2010,30.56,-0.036940124
05/05/2010,31.71,-0.047422679
04/05/2010,33.25,-0.048145488
03/05/2010,34.89,0.026133891
30/04/2010,33.99,-0.019808396
29/04/2010,34.67,0.015697997
28/04/2010,34.13,0.008237764
27/04/2010,33.85,-0.02537689
26/04/2010,34.72,0.014505621
23/04/2010,34.22,0.017094433
22/04/2010,33.64,0.036015392
21/04/2010,32.45,0.008976999
20/04/2010,32.16,0.028384119
19/04/2010,31.26,-0.009234264
16/04/2010,31.55,-0.010405265
15/04/2010,31.88,0.005662173
14/04/2010,31.7,0
13/04/2010,31.7,0.00855383
12/04/2010,31.43,0.009590866
09/04/2010,31.13,0.00128576
08/04/2010,31.09,0.014253562
07/04/2010,30.65,-0.008447094
06/04/2010,30.91,0.023900303
05/04/2010,30.18,0.034381546
01/04/2010,29.16,-0.007516264
31/03/2010,29.38,-0.000680504
30/03/2010,29.4,-0.005427422
29/03/2010,29.56,0.002031833
26/03/2010,29.5,0.000339041
25/03/2010,29.49,0.002036661
24/03/2010,29.43,-0.009469127
23/03/2010,29.71,0.007093426
22/03/2010,29.5,0.013308506
19/03/2010,29.11,-0.010592957
18/03/2010,29.42,-0.003393285
17/03/2010,29.52,0.007139245
16/03/2010,29.31,0.001707359
15/03/2010,29.26,0.003423488
12/03/2010,29.16,0.004468129
11/03/2010,29.03,-0.005153765
10/03/2010,29.18,0.004120885
09/03/2010,29.06,0.005175102
08/03/2010,28.91,0.002077563
05/03/2010,28.85,0.013259092
04/03/2010,28.47,-0.004905406
03/03/2010,28.61,0.004203159
02/03/2010,28.49,0.012005794
01/03/2010,28.15,0.009637769
26/02/2010,27.88,-0.001791794
25/02/2010,27.93,0.001433178
24/02/2010,27.89,0.083334842
23/02/2010,25.66,-0.016235378
22/02/2010,26.08,0.003456888
19/02/2010,25.99,0.002696977
18/02/2010,25.92,0.001544402
17/02/2010,25.88,0.025040432
16/02/2010,25.24,0.0412513
12/02/2010,24.22,0.001652893
11/02/2010,24.18,0.024702952
10/02/2010,23.59,0.001697073
09/02/2010,23.55,0.019293203
08/02/2010,23.1,0.001299545
05/02/2010,23.07,0.005215136
04/02/2010,22.95,-0.04556888
03/02/2010,24.02,0.002918493
02/02/2010,23.95,0.005862663
01/02/2010,23.81,0.000840336
29/01/2010,23.79,0
28/01/2010,23.79,-0.028182553
27/01/2010,24.47,0.003684753
26/01/2010,24.38,-0.015062365
25/01/2010,24.75,-0.014042357
22/01/2010,25.1,-0.023233965
21/01/2010,25.69,-0.016599493
20/01/2010,26.12,-0.001912412
19/01/2010,26.17,0.003444979
15/01/2010,26.08,-0.019742479
14/01/2010,26.6,0.013245227
13/01/2010,26.25,0.013809195
12/01/2010,25.89,-0.013809195
11/01/2010,26.25,-0.00038088
08/01/2010,26.26,0.030153038
07/01/2010,25.48,0.005509656
06/01/2010,25.34,0.002370606
05/01/2010,25.28,-0.015309426
04/01/2010,25.67,0.010180198
31/12/2009,25.41,-0.004319661
30/12/2009,25.52,0.000391926
29/12/2009,25.51,0.002747794
28/12/2009,25.44,-0.017147731
24/12/2009,25.88,0.022666074
23/12/2009,25.3,0.011928571
22/12/2009,25,-0.00079968
21/12/2009,25.02,0.016522641
18/12/2009,24.61,0.01721354
17/12/2009,24.19,-0.013549786
16/12/2009,24.52,0.002858895
15/12/2009,24.45,-0.004488887
14/12/2009,24.56,0.038602012
11/12/2009,23.63,0.008073126
10/12/2009,23.44,-0.012717424
09/12/2009,23.74,-0.031511728
08/12/2009,24.5,-0.008939515
07/12/2009,24.72,-0.00926119
04/12/2009,24.95,0.042577041
03/12/2009,23.91,0
02/12/2009,23.91,-0.002088992
01/12/2009,23.96,0.021515278
30/11/2009,23.45,-0.007223316
27/11/2009,23.62,-0.017209239
25/11/2009,24.03,0.006261761
24/11/2009,23.88,-0.019901154
23/11/2009,24.36,0.022836782
20/11/2009,23.81,-0.010029336
19/11/2009,24.05,-0.006217637
18/11/2009,24.2,-0.109484233
17/11/2009,27,-0.016164937
16/11/2009,27.44,0.006948282
13/11/2009,27.25,0.00995767
12/11/2009,26.98,-0.025975486
11/11/2009,27.69,0.003255564
10/11/2009,27.6,0.000362384
09/11/2009,27.59,0.040686085
06/11/2009,26.49,0.014065999
05/11/2009,26.12,0.026771725
04/11/2009,25.43,0.007895817
03/11/2009,25.23,0
02/11/2009,25.23,0.011961865
30/10/2009,24.93,-0.036238703
29/10/2009,25.85,0.01441677
28/10/2009,25.48,-0.011705167
27/10/2009,25.78,-0.012719385
26/10/2009,26.11,-0.017840671
23/10/2009,26.58,-0.018636395
22/10/2009,27.08,0.005554541
21/10/2009,26.93,0.046360886
20/10/2009,25.71,-0.010062004
19/10/2009,25.97,0.018655807
16/10/2009,25.49,0
15/10/2009,25.49,0.010252456
14/10/2009,25.23,0.005564402
13/10/2009,25.09,0.002793855
12/10/2009,25.02,0.022227628
09/10/2009,24.47,0.022732948
08/10/2009,23.92,0.002511512
07/10/2009,23.86,0.004199922
06/10/2009,23.76,0.03207459
05/10/2009,23.01,0.017094433
02/10/2009,22.62,-0.010116647
01/10/2009,22.85,-0.040734463
30/09/2009,23.8,-0.016667052
29/09/2009,24.2,0.005801923
28/09/2009,24.06,0.018880359
25/09/2009,23.61,0.003819228
24/09/2009,23.52,-0.008045777
23/09/2009,23.71,-0.007981559
22/09/2009,23.9,-0.007087793
21/09/2009,24.07,0.02226515
18/09/2009,23.54,-0.000849257
17/09/2009,23.56,-0.021415893
16/09/2009,24.07,0.024391453
15/09/2009,23.49,-0.01814013
14/09/2009,23.92,-0.011224396
11/09/2009,24.19,0.017094433
10/09/2009,23.78,0.037271395
09/09/2009,22.91,0.00437446
08/09/2009,22.81,-0.013499008
04/09/2009,23.12,0.024519617
03/09/2009,22.56,-0.008826183
02/09/2009,22.76,0.002639685
01/09/2009,22.7,-0.031652328
31/08/2009,23.43,-0.020697677
28/08/2009,23.92,-0.014113974
27/08/2009,24.26,0.002889579
26/08/2009,24.19,-0.003713642
25/08/2009,24.28,0.01076615
24/08/2009,24.02,-0.020194381
21/08/2009,24.51,0.009840178
20/08/2009,24.27,0.004128825
19/08/2009,24.17,-0.007830248
18/08/2009,24.36,0.021577601
17/08/2009,23.84,-0.06259662
14/08/2009,25.38,0.047608829
13/08/2009,24.2,-0.021664448
12/08/2009,24.73,0.030380005
11/08/2009,23.99,0.005014637
10/08/2009,23.87,0.004618946
07/08/2009,23.76,0.085634914
06/08/2009,21.81,0.002295158
05/08/2009,21.76,-0.00732604
04/08/2009,21.92,0.001369551
03/08/2009,21.89,0.003661331
31/07/2009,21.81,0.000917431
30/07/2009,21.79,-0.005948313
29/07/2009,21.92,-0.026560193
28/07/2009,22.51,0.027473018
27/07/2009,21.9,-0.018100042
24/07/2009,22.3,0.015364062
23/07/2009,21.96,0.038055636
22/07/2009,21.14,0.03857759
21/07/2009,20.34,0.051966294
20/07/2009,19.31,0.028363246
17/07/2009,18.77,0.004806418
16/07/2009,18.68,0.011847204
15/07/2009,18.46,0.023014714
14/07/2009,18.04,0.004444452
13/07/2009,17.96,0.009510561
10/07/2009,17.79,0.002250986
09/07/2009,17.75,0.04258411
08/07/2009,17.01,-0.039198102
07/07/2009,17.69,-0.026772374
06/07/2009,18.17,0.003307611
02/07/2009,18.11,-0.029917924
01/07/2009,18.66,-0.017003598
30/06/2009,18.98,-0.029077853
29/06/2009,19.54,-0.010689845
26/06/2009,19.75,-0.016570803
25/06/2009,20.08,0.012024193
24/06/2009,19.84,0.005053068
23/06/2009,19.74,-0.003034904
22/06/2009,19.8,-0.036692267
19/06/2009,20.54,-0.008725213
18/06/2009,20.72,-0.011993428
17/06/2009,20.97,-0.000476758
16/06/2009,20.98,-0.015606843
15/06/2009,21.31,-0.042716023
12/06/2009,22.24,-0.007168489
11/06/2009,22.4,0.00447428
10/06/2009,22.3,-0.007149271
09/06/2009,22.46,0.019330788
08/06/2009,22.03,-0.006334863
05/06/2009,22.17,-0.000901713
04/06/2009,22.19,0.004969516
03/06/2009,22.08,-0.006320563
02/06/2009,22.22,-0.019608471
01/06/2009,22.66,0.054410518
29/05/2009,21.46,0.012661365
28/05/2009,21.19,0.001416765
27/05/2009,21.16,0.001892148
26/05/2009,21.12,0.020086759
22/05/2009,20.7,0.094682358
21/05/2009,18.83,-0.016329043
20/05/2009,19.14,-0.014523077
19/05/2009,19.42,-0.003084835
18/05/2009,19.48,0.024949319
15/05/2009,19,0.00845671
14/05/2009,18.84,0.018211537
13/05/2009,18.5,-0.047502334
12/05/2009,19.4,-0.020408872
11/05/2009,19.8,0.005063302
08/05/2009,19.7,0.011743816
07/05/2009,19.47,-0.05008558
06/05/2009,20.47,0.001466634
05/05/2009,20.44,-0.001466634
04/05/2009,20.47,0.041901391
01/05/2009,19.63,-0.015668756
30/04/2009,19.94,0.024880694
29/04/2009,19.45,0.039323546
28/04/2009,18.7,-0.016441633
27/04/2009,19.01,-0.034637735
24/04/2009,19.68,0.060751662
23/04/2009,18.52,-0.015537414
22/04/2009,18.81,0.035718083
21/04/2009,18.15,0.034186574
20/04/2009,17.54,-0.05382714
17/04/2009,18.51,0.00704801
16/04/2009,18.38,-0.000543922
15/04/2009,18.39,-0.005963693
14/04/2009,18.5,-0.013956211
13/04/2009,18.76,-0.028378152
09/04/2009,19.3,0.045582878
08/04/2009,18.44,0.040957579
07/04/2009,17.7,-0.031695731
06/04/2009,18.27,0.015444322
03/04/2009,17.99,0.000556019
02/04/2009,17.98,0.049596941
01/04/2009,17.11,0.01768914
31/03/2009,16.81,0.098706781
30/03/2009,15.23,-0.053687013
27/03/2009,16.07,-0.005584873
26/03/2009,16.16,0.054686225
25/03/2009,15.3,0.029852963
24/03/2009,14.85,0.017663503
23/03/2009,14.59,0.085828203
20/03/2009,13.39,-0.035220075
19/03/2009,13.87,-0.009329095
18/03/2009,14,0.058083211
17/03/2009,13.21,0.025298398
16/03/2009,12.88,0.003889542
13/03/2009,12.83,0.007039528
12/03/2009,12.74,0.03433471
11/03/2009,12.31,-0.018511595
10/03/2009,12.54,0.062520357
09/03/2009,11.78,-0.020168751
06/03/2009,12.02,-0.002492731
05/03/2009,12.05,-0.037463665
04/03/2009,12.51,0.05927661
03/03/2009,11.79,-0.005919679
02/03/2009,11.86,-0.067642888
27/02/2009,12.69,-0.102519605
26/02/2009,14.06,-0.016925651
25/02/2009,14.3,-0.020761991
24/02/2009,14.6,0.014488008
23/02/2009,14.39,-0.058701505
20/02/2009,15.26,-0.037934474
19/02/2009,15.85,-0.028608916
18/02/2009,16.31,-0.015815415
17/02/2009,16.57,-0.058029757
13/02/2009,17.56,0.000569638
12/02/2009,17.55,0.005714301
11/02/2009,17.45,0.014430265
10/02/2009,17.2,-0.05651221
09/02/2009,18.2,-0.018508966
06/02/2009,18.54,0.040170463
05/02/2009,17.81,0.022715344
04/02/2009,17.41,0.012716934
03/02/2009,17.19,0.039150908
02/02/2009,16.53,-0.001813237
30/01/2009,16.56,-0.022097047
29/01/2009,16.93,-0.018724947
28/01/2009,17.25,0.019906981
27/01/2009,16.91,0.028796231
26/01/2009,16.43,0.010400828
23/01/2009,16.26,0.008027212
22/01/2009,16.13,-0.038910684
21/01/2009,16.77,0.064657789
20/01/2009,15.72,-0.026366876
16/01/2009,16.14,0.041751795
15/01/2009,15.48,-0.135709252
14/01/2009,17.73,-0.040348109
13/01/2009,18.46,-0.017186245
12/01/2009,18.78,0.01664468
09/01/2009,18.47,-0.038762485
08/01/2009,19.2,-0.044315884
07/01/2009,20.07,-0.038127785
06/01/2009,20.85,-0.001437815
05/01/2009,20.88,
