Date,Close,UNP
22/11/2013,162.02,0.007682814
21/11/2013,160.78,0.013840835
20/11/2013,158.57,0.002968392
19/11/2013,158.1,-0.007561473
18/11/2013,159.3,-0.001192007
15/11/2013,159.49,0.007489257
14/11/2013,158.3,0.001580528
13/11/2013,158.05,0.008833587
12/11/2013,156.66,0.005440536
11/11/2013,155.81,0.004954168
08/11/2013,155.04,0.005821868
07/11/2013,154.14,-0.000713382
06/11/2013,154.25,0.006765133
05/11/2013,153.21,-0.003583416
04/11/2013,153.76,0.006459423
01/11/2013,152.77,0.009008181
31/10/2013,151.4,0.005364429
30/10/2013,150.59,0.00013282
29/10/2013,150.57,-0.010044359
28/10/2013,152.09,-0.001773691
25/10/2013,152.36,-0.011680013
24/10/2013,154.15,-0.004853593
23/10/2013,154.9,0.001098085
22/10/2013,154.73,0.005378622
21/10/2013,153.9,0.011764842
18/10/2013,152.1,0.006199321
17/10/2013,151.16,-0.038925516
16/10/2013,157.16,0.00542318
15/10/2013,156.31,-0.006059272
14/10/2013,157.26,-0.000699234
11/10/2013,157.37,0.001526232
10/10/2013,157.13,0.03049923
09/10/2013,152.41,0.001575941
08/10/2013,152.17,-0.00367334
07/10/2013,152.73,-0.007631384
04/10/2013,153.9,-0.009570689
03/10/2013,155.38,-0.004815264
02/10/2013,156.13,-0.003516515
01/10/2013,156.68,0.008589246
30/09/2013,155.34,-0.008014662
27/09/2013,156.59,-0.008647603
26/09/2013,157.95,0.003107069
25/09/2013,157.46,-0.01124104
24/09/2013,159.24,0.000125604
23/09/2013,159.22,-0.002070459
20/09/2013,159.55,-0.008239233
19/09/2013,160.87,0.008552663
18/09/2013,159.5,0.012999489
17/09/2013,157.44,0.006883392
16/09/2013,156.36,0.010350129
13/09/2013,154.75,-0.001614205
12/09/2013,155,-0.014411779
11/09/2013,157.25,0
10/09/2013,157.25,0.003950559
09/09/2013,156.63,0.010977481
06/09/2013,154.92,-0.007716088
05/09/2013,156.12,0.005201823
04/09/2013,155.31,0.010160256
03/09/2013,153.74,0.001301745
30/08/2013,153.54,-0.003965035
29/08/2013,154.15,0.000973552
28/08/2013,154,0.002665888
27/08/2013,153.59,-0.01896097
26/08/2013,156.53,-0.009727023
23/08/2013,158.06,-0.003410601
22/08/2013,158.6,0.023799254
21/08/2013,154.87,-0.010086495
20/08/2013,156.44,-0.000255656
19/08/2013,156.48,-0.009223691
16/08/2013,157.93,0.007308348
15/08/2013,156.78,-0.011478707
14/08/2013,158.59,-0.010038355
13/08/2013,160.19,0.006387797
12/08/2013,159.17,-0.00388764
09/08/2013,159.79,-0.004744967
08/08/2013,160.55,0.0091982
07/08/2013,159.08,-0.005766595
06/08/2013,160,-0.012237318
05/08/2013,161.97,-0.008606434
02/08/2013,163.37,0.003679406
01/08/2013,162.77,0.026015906
31/07/2013,158.59,-0.000819388
30/07/2013,158.72,0.009495545
29/07/2013,157.22,-0.013770668
26/07/2013,159.4,-0.004256924
25/07/2013,160.08,0.004256924
24/07/2013,159.4,-0.014078598
23/07/2013,161.66,-0.009971154
22/07/2013,163.28,-0.000489836
19/07/2013,163.36,0.012318461
18/07/2013,161.36,0.010466081
17/07/2013,159.68,0.002884919
16/07/2013,159.22,-0.00363614
15/07/2013,159.8,-0.00592733
12/07/2013,160.75,0.008684569
11/07/2013,159.36,0.010915279
10/07/2013,157.63,-0.011228985
09/07/2013,159.41,0.020022211
08/07/2013,156.25,-0.007841177
05/07/2013,157.48,0.013939736
03/07/2013,155.3,0.000644122
02/07/2013,155.2,-0.001416522
01/07/2013,155.42,0.007361996
28/06/2013,154.28,-0.00684713
27/06/2013,155.34,-0.006160974
26/06/2013,156.3,0.018597979
25/06/2013,153.42,0.026953673
24/06/2013,149.34,-0.022184137
21/06/2013,152.69,-0.003203978
20/06/2013,153.18,-0.016060441
19/06/2013,155.66,-0.014604386
18/06/2013,157.95,0.012614846
17/06/2013,155.97,-0.006709505
14/06/2013,157.02,0.000445902
13/06/2013,156.95,0.016898915
12/06/2013,154.32,-0.003234783
11/06/2013,154.82,-0.014492078
10/06/2013,157.08,-0.00666225
07/06/2013,158.13,0.023223383
06/06/2013,154.5,0.018355132
05/06/2013,151.69,-0.026220558
04/06/2013,155.72,-0.001091108
03/06/2013,155.89,0.008180136
31/05/2013,154.62,-0.016357528
30/05/2013,157.17,0.006639029
29/05/2013,156.13,-0.010259114
28/05/2013,157.74,0.005913227
24/05/2013,156.81,0.004730257
23/05/2013,156.07,-0.009692099
22/05/2013,157.59,-0.005505472
21/05/2013,158.46,-0.007356442
20/05/2013,159.63,-0.00175252
17/05/2013,159.91,0.018110607
16/05/2013,157.04,-0.006284338
15/05/2013,158.03,0.006921322
14/05/2013,156.94,0.019560526
13/05/2013,153.9,-0.002595719
10/05/2013,154.3,0.004091313
09/05/2013,153.67,-0.011066283
08/05/2013,155.38,0.010740964
07/05/2013,153.72,0.015207425
06/05/2013,151.4,0.013097285
03/05/2013,149.43,0.015239675
02/05/2013,147.17,0.010244592
01/05/2013,145.67,-0.015598178
30/04/2013,147.96,0.003656311
29/04/2013,147.42,-0.000678104
26/04/2013,147.52,-0.004733897
25/04/2013,148.22,0.006226333
24/04/2013,147.3,-0.000882163
23/04/2013,147.43,-6.78265E-05
22/04/2013,147.44,0.010842617
19/04/2013,145.85,0.023517438
18/04/2013,142.46,0.039518385
17/04/2013,136.94,-0.019309947
16/04/2013,139.61,0.0279642
15/04/2013,135.76,-0.039784332
12/04/2013,141.27,-0.000919801
11/04/2013,141.4,0.000707464
10/04/2013,141.3,0.011173301
09/04/2013,139.73,0.000787543
08/04/2013,139.62,0.007765354
05/04/2013,138.54,0.000577617
04/04/2013,138.46,-0.002740716
03/04/2013,138.84,-0.014160288
02/04/2013,140.82,0.005126026
01/04/2013,140.1,-0.016353768
28/03/2013,142.41,0.011156732
27/03/2013,140.83,0.009632267
26/03/2013,139.48,0.016554395
25/03/2013,137.19,-0.014113794
22/03/2013,139.14,0.005549364
21/03/2013,138.37,-0.005477491
20/03/2013,139.13,-0.003229166
19/03/2013,139.58,-0.004503385
18/03/2013,140.21,-0.010500274
15/03/2013,141.69,0.004881682
14/03/2013,141,0.010265274
13/03/2013,139.56,0.004020683
12/03/2013,139,-0.004951749
11/03/2013,139.69,0.007112354
08/03/2013,138.7,0.012186427
07/03/2013,137.02,-0.014059221
06/03/2013,138.96,-0.000863185
05/03/2013,139.08,0.005262601
04/03/2013,138.35,0.012949403
01/03/2013,136.57,-0.00394622
28/02/2013,137.11,0.002921629
27/02/2013,136.71,0.020469955
26/02/2013,133.94,0.005690342
25/02/2013,133.18,-0.021100337
22/02/2013,136.02,0.0130982
21/02/2013,134.25,-0.003494817
20/02/2013,134.72,-0.020643525
19/02/2013,137.53,0.005102796
15/02/2013,136.83,0.004835174
14/02/2013,136.17,0.006483483
13/02/2013,135.29,0.004593281
12/02/2013,134.67,0.009325294
11/02/2013,133.42,0.002025735
08/02/2013,133.15,0.00867439
07/02/2013,132,-0.009350091
06/02/2013,133.24,0.000750807
05/02/2013,133.14,0.008675044
04/02/2013,131.99,-0.014815086
01/02/2013,133.96,0.018838625
31/01/2013,131.46,0.002208431
30/01/2013,131.17,-0.027001227
29/01/2013,134.76,0.014124212
28/01/2013,132.87,-0.014198415
25/01/2013,134.77,0.006924565
24/01/2013,133.84,-0.011218959
23/01/2013,135.35,0.012115955
22/01/2013,133.72,0.009240891
18/01/2013,132.49,0.006208379
17/01/2013,131.67,0.002357147
16/01/2013,131.36,-0.000608828
15/01/2013,131.44,0.000761093
14/01/2013,131.34,0.002821091
11/01/2013,130.97,-0.000915821
10/01/2013,131.09,0.001526834
09/01/2013,130.89,0.005439168
08/01/2013,130.18,-0.000691112
07/01/2013,130.27,-0.004748056
04/01/2013,130.89,0.01733947
03/01/2013,128.64,0.001400234
02/01/2013,128.46,0.02156036
31/12/2012,125.72,0.017492222
28/12/2012,123.54,-0.008704117
27/12/2012,124.62,-0.000721935
26/12/2012,124.71,-0.006314717
24/12/2012,125.5,-0.001433235
21/12/2012,125.68,-0.003494841
20/12/2012,126.12,0.002778993
19/12/2012,125.77,-0.010991294
18/12/2012,127.16,0.011627578
17/12/2012,125.69,0.011281473
14/12/2012,124.28,-0.003293572
13/12/2012,124.69,-8.01957E-05
12/12/2012,124.7,0.008941217
11/12/2012,123.59,-0.013182411
10/12/2012,125.23,0.010273788
07/12/2012,123.95,0.006637551
06/12/2012,123.13,0.002195212
05/12/2012,122.86,0.003996254
04/12/2012,122.37,0.007711277
03/12/2012,121.43,-0.011056171
30/11/2012,122.78,-0.003090187
29/11/2012,123.16,0.003008744
28/11/2012,122.79,0.004407451
27/11/2012,122.25,0.003113226
26/11/2012,121.87,-0.000902194
23/11/2012,121.98,0.016032076
21/11/2012,120.04,8.3309E-05
20/11/2012,120.03,0.00266956
19/11/2012,119.71,0.01812331
16/11/2012,117.56,-0.003651034
15/11/2012,117.99,0.004502025
14/11/2012,117.46,-0.032333833
13/11/2012,121.32,-0.003702337
12/11/2012,121.77,0.012561111
09/11/2012,120.25,-0.00646554
08/11/2012,121.03,-0.009129479
07/11/2012,122.14,-0.021223964
06/11/2012,124.76,0.008209302
05/11/2012,123.74,-0.001937672
02/11/2012,123.98,-0.015923521
01/11/2012,125.97,0.023615555
31/10/2012,123.03,-0.00470322
26/10/2012,123.61,0.016065585
25/10/2012,121.64,0.006350275
24/10/2012,120.87,-0.019255788
23/10/2012,123.22,-0.009048373
22/10/2012,124.34,0.004594744
19/10/2012,123.77,-0.01260504
18/10/2012,125.34,0.012928273
17/10/2012,123.73,0.002670661
16/10/2012,123.4,0.020219246
15/10/2012,120.93,-0.000991818
12/10/2012,121.05,0.001074513
11/10/2012,120.92,-8.26959E-05
10/10/2012,120.93,-0.002725135
09/10/2012,121.26,-0.011316234
08/10/2012,122.64,0.003921574
05/10/2012,122.16,0.004841432
04/10/2012,121.57,0.007679324
03/10/2012,120.64,0.012847428
02/10/2012,119.1,0.004797383
01/10/2012,118.53,-0.001433209
28/09/2012,118.7,0.001601956
27/09/2012,118.51,-0.003453653
26/09/2012,118.92,-0.012202408
25/09/2012,120.38,-0.006045817
24/09/2012,121.11,0.01447131
21/09/2012,119.37,-0.013149324
20/09/2012,120.95,-0.03333642
19/09/2012,125.05,-0.012476818
18/09/2012,126.62,-0.002287699
17/09/2012,126.91,-0.011905835
14/09/2012,128.43,0.015378883
13/09/2012,126.47,0.012171504
12/09/2012,124.94,0.006020971
11/09/2012,124.19,0.010767155
10/09/2012,122.86,0.004977367
07/09/2012,122.25,0.008296076
06/09/2012,121.24,0.016717651
05/09/2012,119.23,-0.025095524
04/09/2012,122.26,0.006729611
31/08/2012,121.44,0.000329435
30/08/2012,121.4,-0.011303257
29/08/2012,122.78,-0.00584702
28/08/2012,123.5,-0.001213838
27/08/2012,123.65,-0.002745923
24/08/2012,123.99,0.001614336
23/08/2012,123.79,-0.007244075
22/08/2012,124.69,-0.000240568
21/08/2012,124.72,0.003212338
20/08/2012,124.32,-0.005534847
17/08/2012,125.01,0.000720202
16/08/2012,124.92,0.009733416
15/08/2012,123.71,0.016545469
14/08/2012,121.68,-8.21794E-05
13/08/2012,121.69,-0.002626181
10/08/2012,122.01,0.005918636
09/08/2012,121.29,-0.005836672
08/08/2012,122,-0.010193768
07/08/2012,123.25,-0.001135258
06/08/2012,123.39,-0.009276879
03/08/2012,124.54,0.022246594
02/08/2012,121.8,0.001725626
01/08/2012,121.59,-0.008353857
31/07/2012,122.61,-0.004313333
30/07/2012,123.14,0.005374168
27/07/2012,122.48,0.013728688
26/07/2012,120.81,0.028717339
25/07/2012,117.39,0.005124275
24/07/2012,116.79,-0.00427205
23/07/2012,117.29,-0.019503341
20/07/2012,119.6,-0.026159845
19/07/2012,122.77,0.0345562
18/07/2012,118.6,0.002194649
17/07/2012,118.34,0.003216253
16/07/2012,117.96,-0.00160942
13/07/2012,118.15,0.015867932
12/07/2012,116.29,-0.001975861
11/07/2012,116.52,0.000515066
10/07/2012,116.46,-0.013052009
09/07/2012,117.99,0.010564979
06/07/2012,116.75,-0.012766131
05/07/2012,118.25,-0.005902209
03/07/2012,118.95,0.003284075
02/07/2012,118.56,-0.006305986
29/06/2012,119.31,0.034014275
28/06/2012,115.32,0.004606501
27/06/2012,114.79,0.000958731
26/06/2012,114.68,0.006561416
25/06/2012,113.93,-0.02213536
22/06/2012,116.48,0.008795435
21/06/2012,115.46,-0.015725351
20/06/2012,117.29,-0.009503678
19/06/2012,118.41,0.001859679
18/06/2012,118.19,0.028492445
15/06/2012,114.87,0.010765497
14/06/2012,113.64,0.011861695
13/06/2012,112.3,0.001158284
12/06/2012,112.17,0.023086966
11/06/2012,109.61,-0.009353076
08/06/2012,110.64,0.003259101
07/06/2012,110.28,0.000907194
06/06/2012,110.18,0.028539173
05/06/2012,107.08,0.005900827
04/06/2012,106.45,-0.015473836
01/06/2012,108.11,-0.0299781
31/05/2012,111.4,0.0139205
30/05/2012,109.86,-0.024546074
29/05/2012,112.59,0.006326033
25/05/2012,111.88,-0.008987025
24/05/2012,112.89,0.003549564
23/05/2012,112.49,0.009916551
22/05/2012,111.38,0.010832386
21/05/2012,110.18,0.027699033
18/05/2012,107.17,-0.009195254
17/05/2012,108.16,-0.034887259
16/05/2012,112,-0.00365403
15/05/2012,112.41,0.011992268
14/05/2012,111.07,-0.009944091
11/05/2012,112.18,-0.002048177
10/05/2012,112.41,0.004636656
09/05/2012,111.89,-0.010579287
08/05/2012,113.08,-0.004852023
07/05/2012,113.63,0.00026405
04/05/2012,113.6,-0.004041119
03/05/2012,114.06,-0.008555268
02/05/2012,115.04,0.002001306
01/05/2012,114.81,0.020858842
30/04/2012,112.44,-0.012813324
27/04/2012,113.89,0.004576264
26/04/2012,113.37,-0.001057921
25/04/2012,113.49,0.026518227
24/04/2012,110.52,0.013848618
23/04/2012,109,0.016092089
20/04/2012,107.26,0.014650901
19/04/2012,105.7,-0.036688582
18/04/2012,109.65,0.004112412
17/04/2012,109.2,0.01021685
16/04/2012,108.09,0.000462685
13/04/2012,108.04,-0.007009805
12/04/2012,108.8,0.027960815
11/04/2012,105.8,0.007780664
10/04/2012,104.98,-0.011365911
09/04/2012,106.18,-0.02299594
05/04/2012,108.65,0.002488137
04/04/2012,108.38,0.005829841
03/04/2012,107.75,-0.017023646
02/04/2012,109.6,0.019532591
30/03/2012,107.48,0.000744602
29/03/2012,107.4,-0.004737364
28/03/2012,107.91,-0.023808468
27/03/2012,110.51,-0.007392749
26/03/2012,111.33,0.022160565
23/03/2012,108.89,-0.010505738
22/03/2012,110.04,-0.020418969
21/03/2012,112.31,0.004193626
20/03/2012,111.84,-0.010407032
19/03/2012,113.01,-0.001238062
16/03/2012,113.15,0.000618839
15/03/2012,113.08,0.048653102
14/03/2012,107.71,-0.02457712
13/03/2012,110.39,0.020500398
12/03/2012,108.15,0.004726827
09/03/2012,107.64,-0.015029558
08/03/2012,109.27,0.013173236
07/03/2012,107.84,0.009690721
06/03/2012,106.8,-0.02542314
05/03/2012,109.55,-0.012157653
02/03/2012,110.89,-0.005754894
01/03/2012,111.53,0.011543099
29/02/2012,110.25,-0.017710716
28/02/2012,112.22,-0.004623052
27/02/2012,112.74,0.001064963
24/02/2012,112.62,0.005966977
23/02/2012,111.95,-0.001160559
22/02/2012,112.08,0.002680248
21/02/2012,111.78,0.007092547
17/02/2012,110.99,0.019193749
16/02/2012,108.88,-0.004855935
15/02/2012,109.41,-0.033788819
14/02/2012,113.17,-8.83587E-05
13/02/2012,113.18,0.013789641
10/02/2012,111.63,-0.010426508
09/02/2012,112.8,-0.013647581
08/02/2012,114.35,-0.002881721
07/02/2012,114.68,-0.003221175
06/02/2012,115.05,-0.009171201
03/02/2012,116.11,0.011956476
02/02/2012,114.73,-0.000958313
01/02/2012,114.84,0.004625799
31/01/2012,114.31,-0.002882727
30/01/2012,114.64,-0.002265401
27/01/2012,114.9,0.010674701
26/01/2012,113.68,0.000439928
25/01/2012,113.63,0.02152725
24/01/2012,111.21,-8.99159E-05
23/01/2012,111.22,-0.014460664
20/01/2012,112.84,0.005866162
19/01/2012,112.18,0.021262062
18/01/2012,109.82,0.002918113
17/01/2012,109.5,-0.002098254
13/01/2012,109.73,-0.011957747
12/01/2012,111.05,-0.008339734
11/01/2012,111.98,0.005552087
10/01/2012,111.36,0.016934976
09/01/2012,109.49,0.018063342
06/01/2012,107.53,-0.004268752
05/01/2012,107.99,-0.007288864
04/01/2012,108.78,0.007196267
03/01/2012,108,0.019258331
30/12/2011,105.94,0.005584756
29/12/2011,105.35,0.008388191
28/12/2011,104.47,-0.011610332
27/12/2011,105.69,0.001515008
23/12/2011,105.53,0.012491223
22/12/2011,104.22,0.011580905
21/12/2011,103.02,0.017824387
20/12/2011,101.2,0.027143737
19/12/2011,98.49,-0.014014445
16/12/2011,99.88,0.01097308
15/12/2011,98.79,0.001722304
14/12/2011,98.62,-0.015794302
13/12/2011,100.19,-0.004083874
12/12/2011,100.6,-0.011366567
09/12/2011,101.75,0.013655466
08/12/2011,100.37,-0.021194544
07/12/2011,102.52,-0.003116481
06/12/2011,102.84,-0.016873562
05/12/2011,104.59,0.018333204
02/12/2011,102.69,-0.002334404
01/12/2011,102.93,-0.004652524
30/11/2011,103.41,0.041261281
29/11/2011,99.23,0.007079318
28/11/2011,98.53,0.034801385
25/11/2011,95.16,-0.008788506
23/11/2011,96,-0.023167059
22/11/2011,98.25,-0.001627174
21/11/2011,98.41,-0.036222468
18/11/2011,102.04,0.01103677
17/11/2011,100.92,-0.010742724
16/11/2011,102.01,-0.013340672
15/11/2011,103.38,0.003973836
14/11/2011,102.97,0.000874423
11/11/2011,102.88,0.024600276
10/11/2011,100.38,0.020328767
09/11/2011,98.36,-0.039568668
08/11/2011,102.33,0.006372258
07/11/2011,101.68,0.004336691
04/11/2011,101.24,-0.002466336
03/11/2011,101.49,0.024941437
02/11/2011,98.99,0.022061971
01/11/2011,96.83,-0.027904051
31/10/2011,99.57,-0.024307958
28/10/2011,102.02,-0.005961415
27/10/2011,102.63,0.047081598
26/10/2011,97.91,0.023039399
25/10/2011,95.68,-0.017919585
24/10/2011,97.41,0.004630352
21/10/2011,96.96,0.02474676
20/10/2011,94.59,0.039131913
19/10/2011,90.96,-0.015707129
18/10/2011,92.4,0.034013515
17/10/2011,89.31,-0.029348973
14/10/2011,91.97,0.020431291
13/10/2011,90.11,-0.018472213
12/10/2011,91.79,-0.005649119
11/10/2011,92.31,0.003363901
10/10/2011,92,0.035401927
07/10/2011,88.8,-0.008187115
06/10/2011,89.53,0.035238927
05/10/2011,86.43,0.034607974
04/10/2011,83.49,0.044827491
03/10/2011,79.83,-0.022787364
30/09/2011,81.67,-0.042549411
29/09/2011,85.22,0.023147808
28/09/2011,83.27,-0.028297632
27/09/2011,85.66,0.022908075
26/09/2011,83.72,0.007312866
23/09/2011,83.11,0.008094276
22/09/2011,82.44,-0.00761287
21/09/2011,83.07,-0.061962074
20/09/2011,88.38,-0.014044386
19/09/2011,89.63,-0.022177772
16/09/2011,91.64,0.00437446
15/09/2011,91.24,0.027557299
14/09/2011,88.76,0.014640221
13/09/2011,87.47,0.037032643
12/09/2011,84.29,-0.009446286
09/09/2011,85.09,-0.035784058
08/09/2011,88.19,-0.017200132
07/09/2011,89.72,0.013465194
06/09/2011,88.52,0.002828216
02/09/2011,88.27,-0.034735764
01/09/2011,91.39,-0.008498635
31/08/2011,92.17,-0.006273003
30/08/2011,92.75,0.020807984
29/08/2011,90.84,0.014302589
26/08/2011,89.55,0.012246656
25/08/2011,88.46,-0.006759827
24/08/2011,89.06,0.007099021
23/08/2011,88.43,0.028096568
22/08/2011,85.98,0.003378578
19/08/2011,85.69,-0.00419239
18/08/2011,86.05,-0.066098895
17/08/2011,91.93,0.00436063
16/08/2011,91.53,-0.025030976
15/08/2011,93.85,0.012113564
12/08/2011,92.72,0.008013037
11/08/2011,91.98,0.035973111
10/08/2011,88.73,-0.034994159
09/08/2011,91.89,0.049525008
08/08/2011,87.45,-0.055817066
05/08/2011,92.47,-0.003346832
04/08/2011,92.78,-0.057589448
03/08/2011,98.28,0.007045518
02/08/2011,97.59,-0.037410094
01/08/2011,101.31,-0.011482535
29/07/2011,102.48,-0.006710456
28/07/2011,103.17,0.009446435
27/07/2011,102.2,-0.014763283
26/07/2011,103.72,-0.010931166
25/07/2011,104.86,0.010160156
22/07/2011,103.8,-0.005763705
21/07/2011,104.4,0.044760936
20/07/2011,99.83,-0.007186377
19/07/2011,100.55,0.000497389
18/07/2011,100.5,-0.002385213
15/07/2011,100.74,0.000297841
14/07/2011,100.71,-0.014197222
13/07/2011,102.15,0.008454632
12/07/2011,101.29,-0.009726461
11/07/2011,102.28,-0.019557212
08/07/2011,104.3,-0.018523446
07/07/2011,106.25,-0.003194891
06/07/2011,106.59,0.008195609
05/07/2011,105.72,-0.009789235
01/07/2011,106.76,0.022353649
30/06/2011,104.4,0.013500687
29/06/2011,103,0.012406743
28/06/2011,101.73,0.017052064
27/06/2011,100.01,-0.000299925
24/06/2011,100.04,-0.015768661
23/06/2011,101.63,-0.002358723
22/06/2011,101.87,-0.009476892
21/06/2011,102.84,0.010164278
20/06/2011,101.8,0.017739923
17/06/2011,100.01,0.012273796
16/06/2011,98.79,-0.006457494
15/06/2011,99.43,-0.022376748
14/06/2011,101.68,0.010280834
13/06/2011,100.64,0.010387628
10/06/2011,99.6,-0.016825525
09/06/2011,101.29,0.01542089
08/06/2011,99.74,-0.009281041
07/06/2011,100.67,0.005378499
06/06/2011,100.13,-0.010036354
03/06/2011,101.14,-0.010621658
02/06/2011,102.22,0.013393937
01/06/2011,100.86,-0.039941178
31/05/2011,104.97,0.013813169
27/05/2011,103.53,0.002805051
26/05/2011,103.24,0.006413393
25/05/2011,102.58,0.009796317
24/05/2011,101.58,-9.84397E-05
23/05/2011,101.59,-0.003929664
20/05/2011,101.99,-0.007813303
19/05/2011,102.79,0.007421184
18/05/2011,102.03,0.02219891
17/05/2011,99.79,-0.012052539
16/05/2011,101,0.005360879
13/05/2011,100.46,-0.01942
12/05/2011,102.43,-0.00029284
11/05/2011,102.46,-0.019618895
10/05/2011,104.49,0.0195213
09/05/2011,102.47,0.001269469
06/05/2011,102.34,0.006174977
05/05/2011,101.71,0.011371062
04/05/2011,100.56,-0.032096689
03/05/2011,103.84,0.002120892
02/05/2011,103.62,0.001448646
29/04/2011,103.47,0.005524073
28/04/2011,102.9,0.010747539
27/04/2011,101.8,0.018039938
26/04/2011,99.98,0.030259187
25/04/2011,97,0.009737982
21/04/2011,96.06,-0.000104096
20/04/2011,96.07,-0.012927425
19/04/2011,97.32,0.005770832
18/04/2011,96.76,-0.015485107
15/04/2011,98.27,0.008995256
14/04/2011,97.39,0.005044017
13/04/2011,96.9,0.003722089
12/04/2011,96.54,0.012403098
11/04/2011,95.35,-0.003245906
08/04/2011,95.66,-0.008639138
07/04/2011,96.49,-0.00928416
06/04/2011,97.39,-0.004201041
05/04/2011,97.8,-0.008248099
04/04/2011,98.61,0.003453884
01/04/2011,98.27,-0.000610376
31/03/2011,98.33,0.004689101
30/03/2011,97.87,-0.009558747
29/03/2011,98.81,0.012116424
28/03/2011,97.62,0.000307361
25/03/2011,97.59,0.023010966
24/03/2011,95.37,0.015320708
23/03/2011,93.92,-0.007531194
22/03/2011,94.63,-0.020293583
21/03/2011,96.57,0.016180738
18/03/2011,95.02,0.01292254
17/03/2011,93.8,0.025153806
16/03/2011,91.47,-0.016803474
15/03/2011,93.02,-0.0109057
14/03/2011,94.04,-0.00773268
11/03/2011,94.77,0.007520027
10/03/2011,94.06,-0.010996093
09/03/2011,95.1,-0.012850827
08/03/2011,96.33,0.018545243
07/03/2011,94.56,-0.00842465
04/03/2011,95.36,-0.001885805
03/03/2011,95.54,0.013169868
02/03/2011,94.29,0.017330344
01/03/2011,92.67,-0.029138599
28/02/2011,95.41,0.014569514
25/02/2011,94.03,0.003408973
24/02/2011,93.71,0.012563924
23/02/2011,92.54,-0.019052273
22/02/2011,94.32,-0.029459981
18/02/2011,97.14,-0.006975818
17/02/2011,97.82,0.001636996
16/02/2011,97.66,-0.003373374
15/02/2011,97.99,-0.005495638
14/02/2011,98.53,-0.00496078
11/02/2011,99.02,0.015366913
10/02/2011,97.51,0.017170467
09/02/2011,95.85,0.007645217
08/02/2011,95.12,0.005376074
07/02/2011,94.61,0.003812352
04/02/2011,94.25,0.006920443
03/02/2011,93.6,-0.006071276
02/02/2011,94.17,-0.013291335
01/02/2011,95.43,0.008418444
31/01/2011,94.63,0.011585398
28/01/2011,93.54,-0.019060297
27/01/2011,95.34,0.012878886
