Date,Close,PBCT
16/12/2013,14.67,0.008213599
13/12/2013,14.55,-0.003430535
12/12/2013,14.6,-0.006825965
11/12/2013,14.7,-0.003395589
10/12/2013,14.75,-0.005409073
09/12/2013,14.83,-0.000674082
06/12/2013,14.84,0.010159248
05/12/2013,14.69,-0.014865139
04/12/2013,14.91,-0.001340483
03/12/2013,14.93,-0.015947182
02/12/2013,15.17,0.001979545
29/11/2013,15.14,-0.00395518
27/11/2013,15.2,0.008589415
26/11/2013,15.07,0.002657809
25/11/2013,15.03,0.006675592
22/11/2013,14.93,0.007394992
21/11/2013,14.82,0.004734537
20/11/2013,14.75,-0.000677736
19/11/2013,14.76,0.000677736
18/11/2013,14.75,0
15/11/2013,14.75,0.000678196
14/11/2013,14.74,0.006124551
13/11/2013,14.65,0.009602269
12/11/2013,14.51,-0.007552387
11/11/2013,14.62,0.000684229
08/11/2013,14.61,0.018653391
07/11/2013,14.34,-0.000697107
06/11/2013,14.35,0.00839753
05/11/2013,14.23,-0.006304749
04/11/2013,14.32,-0.002092781
01/11/2013,14.35,-0.006252191
31/10/2013,14.44,-0.006213344
30/10/2013,14.53,-0.009589115
29/10/2013,14.67,-0.002042902
28/10/2013,14.7,-0.000680041
25/10/2013,14.71,0.010249492
24/10/2013,14.56,0.000687049
23/10/2013,14.55,0.00758886
22/10/2013,14.44,0.002773927
21/10/2013,14.4,0.002085506
18/10/2013,14.37,-0.047563313
17/10/2013,15.07,0.010673884
16/10/2013,14.91,0.014184635
15/10/2013,14.7,-0.010152371
14/10/2013,14.85,0.00472495
11/10/2013,14.78,0.005427422
10/10/2013,14.7,0.025492252
09/10/2013,14.33,0.00419581
08/10/2013,14.27,-0.006983269
07/10/2013,14.37,-0.020661892
04/10/2013,14.67,0.009589115
03/10/2013,14.53,-0.002749143
02/10/2013,14.57,0.002061148
01/10/2013,14.54,0.01106512
30/09/2013,14.38,0.006978395
27/09/2013,14.28,-0.007673564
26/09/2013,14.39,0
25/09/2013,14.39,0.004876359
24/09/2013,14.32,0.005602256
23/09/2013,14.24,-0.004903688
20/09/2013,14.31,0.000699056
19/09/2013,14.3,-0.018705083
18/09/2013,14.57,-0.006158076
17/09/2013,14.66,0.006158076
16/09/2013,14.57,0.006196233
13/09/2013,14.48,0
12/09/2013,14.48,0
11/09/2013,14.48,0.007625687
10/09/2013,14.37,-0.000695652
09/09/2013,14.38,0.007678921
06/09/2013,14.27,-0.014608955
05/09/2013,14.48,0.00554018
04/09/2013,14.4,0.009068775
03/09/2013,14.27,0.003510007
30/08/2013,14.22,-0.004910568
29/08/2013,14.29,0.000700035
28/08/2013,14.28,0.000700525
27/08/2013,14.27,-0.031726799
26/08/2013,14.73,-0.00945953
23/08/2013,14.87,-0.002686368
22/08/2013,14.91,0.017591793
21/08/2013,14.65,-0.011537284
20/08/2013,14.82,0.011537284
19/08/2013,14.65,-0.018932276
16/08/2013,14.93,0.010097696
15/08/2013,14.78,-0.009427679
14/08/2013,14.92,-0.001339585
13/08/2013,14.94,0.001339585
12/08/2013,14.92,0.002012748
09/08/2013,14.89,-0.000671366
08/08/2013,14.9,-0.001341382
07/08/2013,14.92,-0.006680052
06/08/2013,15.02,-0.010596126
05/08/2013,15.18,-0.013089192
02/08/2013,15.38,0.00195249
01/08/2013,15.35,0.023065273
31/07/2013,15,0.004008021
30/07/2013,14.94,-0.015277614
29/07/2013,15.17,-0.003947374
26/07/2013,15.23,-0.009800797
25/07/2013,15.38,-0.001299545
24/07/2013,15.4,-0.009693129
23/07/2013,15.55,-0.003851096
22/07/2013,15.61,0.008362866
19/07/2013,15.48,-0.005797118
18/07/2013,15.57,0.017493157
17/07/2013,15.3,0.007874056
16/07/2013,15.18,-0.007874056
15/07/2013,15.3,0.006557401
12/07/2013,15.2,0.013245227
11/07/2013,15,-0.009950331
10/07/2013,15.15,-0.009852296
09/07/2013,15.3,0
08/07/2013,15.3,0.006557401
05/07/2013,15.2,0.013912116
03/07/2013,14.99,0
02/07/2013,14.99,0.00200334
01/07/2013,14.96,0.00401876
28/06/2013,14.9,-0.003350087
27/06/2013,14.95,0.00873368
26/06/2013,14.82,0.007450085
25/06/2013,14.71,0.010936541
24/06/2013,14.55,0.00758886
21/06/2013,14.44,0.013245227
20/06/2013,14.25,0.007749246
19/06/2013,14.14,-0.010552331
18/06/2013,14.29,0.026951986
17/06/2013,13.91,0.010842173
14/06/2013,13.76,-0.007241161
13/06/2013,13.86,0.016000341
12/06/2013,13.64,-0.016000341
11/06/2013,13.86,-0.008620743
10/06/2013,13.98,0.004301082
07/06/2013,13.92,0.009382963
06/06/2013,13.79,0.01020417
05/06/2013,13.65,-0.008752791
04/06/2013,13.77,-0.007235922
03/06/2013,13.87,0.006509969
31/05/2013,13.78,-0.007950891
30/05/2013,13.89,0.001440922
29/05/2013,13.87,0
28/05/2013,13.87,0.004335267
24/05/2013,13.81,0.000724375
23/05/2013,13.8,-0.015816289
22/05/2013,14.02,-0.015570024
21/05/2013,14.24,0.007047246
20/05/2013,14.14,0.016399655
17/05/2013,13.91,0.007939414
16/05/2013,13.8,-0.002894358
15/05/2013,13.84,0.017493157
14/05/2013,13.6,0.004421525
13/05/2013,13.54,0.002218116
10/05/2013,13.51,0.005939141
09/05/2013,13.43,-0.00667906
08/05/2013,13.52,-0.011764842
07/05/2013,13.68,0.008073438
06/05/2013,13.57,0.016345089
03/05/2013,13.35,0.009029407
02/05/2013,13.23,0.011402632
01/05/2013,13.08,-0.00609758
30/04/2013,13.16,0.004569696
29/04/2013,13.1,-0.002287458
26/04/2013,13.13,-0.00152207
25/04/2013,13.15,0.003046461
24/04/2013,13.11,0.002290952
23/04/2013,13.08,0.007674635
22/04/2013,12.98,0.007733991
19/04/2013,12.88,0.009360443
18/04/2013,12.76,-0.003129893
17/04/2013,12.8,-0.020874357
16/04/2013,13.07,0.007680529
15/04/2013,12.97,-0.025125037
12/04/2013,13.3,-0.006744124
11/04/2013,13.39,-0.000746547
10/04/2013,13.4,0.01579574
09/04/2013,13.19,0.001517451
08/04/2013,13.17,0.009919959
05/04/2013,13.04,-0.004590674
04/04/2013,13.1,0.006125593
03/04/2013,13.02,-0.006888661
02/04/2013,13.11,-0.015140335
01/04/2013,13.31,-0.008230499
28/03/2013,13.42,0.000745434
27/03/2013,13.41,-0.001490313
26/03/2013,13.43,0.007473876
25/03/2013,13.33,-0.004491026
22/03/2013,13.39,-0.008181526
21/03/2013,13.5,0.000741015
20/03/2013,13.49,0.00148368
19/03/2013,13.47,-0.00370508
18/03/2013,13.52,-0.002216477
15/03/2013,13.55,0.008895537
14/03/2013,13.43,0.009726975
13/03/2013,13.3,0.002258187
12/03/2013,13.27,-0.003009784
11/03/2013,13.31,0.00150376
08/03/2013,13.29,0.003769322
07/03/2013,13.24,0.000755572
06/03/2013,13.23,0.00151286
05/03/2013,13.21,0
04/03/2013,13.21,-0.002268432
01/03/2013,13.24,0.01063032
28/02/2013,13.1,0.006893938
27/02/2013,13.01,0.010819271
26/02/2013,12.87,0.00155521
25/02/2013,12.85,-0.006979478
22/02/2013,12.94,0.003095978
21/02/2013,12.9,-0.006952519
20/02/2013,12.99,-0.006139697
19/02/2013,13.07,0.009223739
15/02/2013,12.95,0.003093583
14/02/2013,12.91,0.003880486
13/02/2013,12.86,0.00624027
12/02/2013,12.78,0.014978601
11/02/2013,12.59,0.003182182
08/02/2013,12.55,0.0023933
07/02/2013,12.52,-0.003189795
06/02/2013,12.56,0.002391392
05/02/2013,12.53,0.010429296
04/02/2013,12.4,-0.008831852
01/02/2013,12.51,0.015304366
31/01/2013,12.32,-0.002432105
30/01/2013,12.35,-0.016861098
29/01/2013,12.56,0.003988837
28/01/2013,12.51,0.003202565
25/01/2013,12.47,-0.003202565
24/01/2013,12.51,0.0016
23/01/2013,12.49,-0.003995211
22/01/2013,12.54,0.01203384
18/01/2013,12.39,-0.02549939
17/01/2013,12.71,0.005522696
16/01/2013,12.64,-0.001581028
15/01/2013,12.66,0
14/01/2013,12.66,0.005544569
11/01/2013,12.59,-0.001587302
10/01/2013,12.61,0.003177127
09/01/2013,12.57,0.000795862
08/01/2013,12.56,0
07/01/2013,12.56,-0.003179653
04/01/2013,12.6,0.009569451
03/01/2013,12.48,0.003210276
02/01/2013,12.44,0.028538423
31/12/2012,12.09,0.009975145
28/12/2012,11.97,-0.008319516
27/12/2012,12.07,0
26/12/2012,12.07,-0.004958688
24/12/2012,12.13,-0.000824063
21/12/2012,12.14,-0.016340233
20/12/2012,12.34,0.00162206
19/12/2012,12.32,-0.006472515
18/12/2012,12.4,0.007284532
17/12/2012,12.31,0.012260064
14/12/2012,12.16,-0.00082203
13/12/2012,12.17,-0.007368024
12/12/2012,12.26,-0.001629992
11/12/2012,12.28,0.009820046
10/12/2012,12.16,0.008257685
07/12/2012,12.06,-0.006611594
06/12/2012,12.14,-0.004110158
05/12/2012,12.19,0.007410491
04/12/2012,12.1,0
03/12/2012,12.1,-0.007410491
30/11/2012,12.19,0.009064751
29/11/2012,12.08,0.001657001
28/11/2012,12.06,-0.004137366
27/11/2012,12.11,0.006628028
26/11/2012,12.03,0.01086513
23/11/2012,11.9,0.017804625
21/11/2012,11.69,-0.005119465
20/11/2012,11.75,-0.003398474
19/11/2012,11.79,0.010230268
16/11/2012,11.67,0.00343348
15/11/2012,11.63,0.020852189
14/11/2012,11.39,-0.008741314
13/11/2012,11.49,-0.012110875
12/11/2012,11.63,0.002582868
09/11/2012,11.6,-0.010291686
08/11/2012,11.72,-0.015241616
07/11/2012,11.9,-0.018318581
06/11/2012,12.12,0.014962873
05/11/2012,11.94,-0.006677821
02/11/2012,12.02,-0.012401978
01/11/2012,12.17,0.011570377
31/10/2012,12.03,-0.00992564
26/10/2012,12.15,-0.007380107
25/10/2012,12.24,0.008203491
24/10/2012,12.14,-0.007386164
23/10/2012,12.23,-0.015416127
22/10/2012,12.42,0.010522153
19/10/2012,12.29,0.020551484
18/10/2012,12.04,0.004995847
17/10/2012,11.98,0.002507314
16/10/2012,11.95,-0.010819914
15/10/2012,12.08,0.003316753
12/10/2012,12.04,-0.014839514
11/10/2012,12.22,0.003278691
10/10/2012,12.18,-0.00817666
09/10/2012,12.28,-0.008917773
08/10/2012,12.39,-0.007237667
05/10/2012,12.48,0.003210276
04/10/2012,12.44,0.01620781
03/10/2012,12.24,0.009852296
02/10/2012,12.12,0.006622541
01/10/2012,12.04,-0.008271346
28/09/2012,12.14,-0.001646091
27/09/2012,12.16,0.008257685
26/09/2012,12.06,-0.004137366
25/09/2012,12.11,-0.004120319
24/09/2012,12.16,0.013245227
21/09/2012,12,-0.007472015
20/09/2012,12.09,-0.003303058
19/09/2012,12.13,0.00413053
18/09/2012,12.08,-0.007422714
17/09/2012,12.17,-0.022746716
14/09/2012,12.45,0.000803536
13/09/2012,12.44,0.024411302
12/09/2012,12.14,0.008271346
11/09/2012,12.04,0
10/09/2012,12.04,-0.012381504
07/09/2012,12.19,0.002464067
06/09/2012,12.16,0.015748357
05/09/2012,11.97,0
04/09/2012,11.97,0
31/08/2012,11.97,-0.000835073
30/08/2012,11.98,-0.005826067
29/08/2012,12.05,0.009170552
28/08/2012,11.94,-0.002509412
27/08/2012,11.97,-0.008319516
24/08/2012,12.07,0.005816385
23/08/2012,12,-0.005816385
22/08/2012,12.07,0.001658375
21/08/2012,12.05,-0.009087217
20/08/2012,12.16,0
17/08/2012,12.16,0.001646091
16/08/2012,12.14,0.008271346
15/08/2012,12.04,0.010856057
14/08/2012,11.91,-0.003352895
13/08/2012,11.95,0.00083717
10/08/2012,11.94,-0.001673641
09/08/2012,11.96,0.001673641
08/08/2012,11.94,0.006722714
07/08/2012,11.86,0.017865214
06/08/2012,11.65,0.008620743
03/08/2012,11.55,0.017467693
02/08/2012,11.35,-0.001760564
01/08/2012,11.37,-0.007884404
31/07/2012,11.46,-0.00087222
30/07/2012,11.47,-0.01299282
27/07/2012,11.62,0.010380716
26/07/2012,11.5,0.002612104
25/07/2012,11.47,-0.003481292
24/07/2012,11.51,0.012237915
23/07/2012,11.37,-0.012237915
20/07/2012,11.51,-0.04002237
19/07/2012,11.98,-0.004995847
18/07/2012,12.04,-0.014020848
17/07/2012,12.21,0.009876623
16/07/2012,12.09,0.003314005
13/07/2012,12.05,0.023510739
12/07/2012,11.77,-0.005929708
11/07/2012,11.84,0.017036187
10/07/2012,11.64,-0.009405798
09/07/2012,11.75,-0.01184447
06/07/2012,11.89,0.005059033
05/07/2012,11.83,-0.002532716
03/07/2012,11.86,0.003378382
02/07/2012,11.82,0.017926216
29/06/2012,11.61,0.013004084
28/06/2012,11.46,-0.00087222
27/06/2012,11.47,0.011398633
26/06/2012,11.34,-0.006153866
25/06/2012,11.41,-0.027659499
22/06/2012,11.73,0.011144565
21/06/2012,11.6,-0.013698844
20/06/2012,11.76,-0.00508907
19/06/2012,11.82,0.01020417
18/06/2012,11.7,-0.002560821
15/06/2012,11.73,0.011144565
14/06/2012,11.6,0.008658063
13/06/2012,11.5,0.001740644
12/06/2012,11.48,0.006116227
11/06/2012,11.41,-0.025953014
08/06/2012,11.71,0.013757741
07/06/2012,11.55,0.013072082
06/06/2012,11.4,0.004395611
05/06/2012,11.35,-0.000880669
04/06/2012,11.36,-0.002637364
01/06/2012,11.39,-0.020852189
31/05/2012,11.63,0.001721171
30/05/2012,11.61,-0.028864483
29/05/2012,11.95,0.001675042
25/05/2012,11.93,0
24/05/2012,11.93,-0.002511512
23/05/2012,11.96,0.005029348
22/05/2012,11.9,0.010135222
21/05/2012,11.78,0.011096998
18/05/2012,11.65,-0.004282662
17/05/2012,11.7,-0.009357788
16/05/2012,11.81,-0.005909684
15/05/2012,11.88,-0.003361348
14/05/2012,11.92,-0.009185868
11/05/2012,12.03,-0.003319505
10/05/2012,12.07,0.004983399
09/05/2012,12.01,-0.014876307
08/05/2012,12.19,-0.004093334
07/05/2012,12.24,0.004093334
04/05/2012,12.19,-0.008983319
03/05/2012,12.3,-0.007290433
02/05/2012,12.39,0.002424244
01/05/2012,12.36,0.002430135
30/04/2012,12.33,-0.002430135
27/04/2012,12.36,-0.012861914
26/04/2012,12.52,0.005606743
25/04/2012,12.45,0.00402415
24/04/2012,12.4,0.00809721
23/04/2012,12.3,-0.008903337
20/04/2012,12.41,-0.001610306
19/04/2012,12.43,-0.02855071
18/04/2012,12.79,-0.005458103
17/04/2012,12.86,0.010160306
16/04/2012,12.73,0.019033088
13/04/2012,12.49,-0.019818326
12/04/2012,12.74,0.011843802
11/04/2012,12.59,0.007174204
10/04/2012,12.5,-0.026836654
09/04/2012,12.84,-0.02081
05/04/2012,13.11,-0.007598821
04/04/2012,13.21,-0.020232987
03/04/2012,13.48,0.01344307
02/04/2012,13.3,0.005277057
30/03/2012,13.23,0.005305052
29/03/2012,13.16,-0.014334459
28/03/2012,13.35,0.00224972
27/03/2012,13.32,-0.005241495
26/03/2012,13.39,0.007496287
23/03/2012,13.29,0.006795043
22/03/2012,13.2,-0.003780723
21/03/2012,13.25,-0.012003145
20/03/2012,13.41,-0.003721627
19/03/2012,13.46,0.011958289
16/03/2012,13.3,0.001504891
15/03/2012,13.28,0.024391453
14/03/2012,12.96,0.00852388
13/03/2012,12.85,0.02282665
12/03/2012,12.56,0.001593626
09/03/2012,12.54,0.007202912
08/03/2012,12.45,-0.00080289
07/03/2012,12.46,0.009677495
06/03/2012,12.34,-0.016077517
05/03/2012,12.54,-0.014252023
02/03/2012,12.72,0
01/03/2012,12.72,0.01027271
29/02/2012,12.59,-0.002380009
28/02/2012,12.62,0.001586043
27/02/2012,12.6,0.011173301
24/02/2012,12.46,-0.005602256
23/02/2012,12.53,0.011236073
22/02/2012,12.39,-0.029425582
21/02/2012,12.76,-0.001566171
17/02/2012,12.78,0.006279455
16/02/2012,12.7,0.007111843
15/02/2012,12.61,0.002381899
14/02/2012,12.58,0.00159109
13/02/2012,12.56,0.004788517
10/02/2012,12.5,-0.001598721
09/02/2012,12.52,-0.00159617
08/02/2012,12.54,0.003995211
07/02/2012,12.49,-0.00080032
06/02/2012,12.5,-0.007174204
03/02/2012,12.59,0.024930925
02/02/2012,12.28,0.002445986
01/02/2012,12.25,-0.00650938
31/01/2012,12.33,-0.012092046
30/01/2012,12.48,-0.019048195
27/01/2012,12.72,0.007100622
26/01/2012,12.63,-0.008671714
25/01/2012,12.74,-0.00235202
24/01/2012,12.77,-0.010128641
23/01/2012,12.9,0
20/01/2012,12.9,-0.037280848
19/01/2012,13.39,-0.000746547
18/01/2012,13.4,-0.012606767
17/01/2012,13.57,-0.00661038
13/01/2012,13.66,0.009562412
12/01/2012,13.53,0.008908745
11/01/2012,13.41,-0.002234638
10/01/2012,13.44,0.002234638
09/01/2012,13.41,-0.000745434
06/01/2012,13.42,0.015772013
05/01/2012,13.21,0.003792193
04/01/2012,13.16,0.016086138
03/01/2012,12.95,0.007751977
30/12/2011,12.85,-0.004658394
29/12/2011,12.91,0.01561312
28/12/2011,12.71,-0.010176213
27/12/2011,12.84,0.007818648
23/12/2011,12.74,-0.004698521
22/12/2011,12.8,0.025317808
21/12/2011,12.48,0.00160385
20/12/2011,12.46,0.022728251
19/12/2011,12.18,-0.019512814
16/12/2011,12.42,0.008084118
15/12/2011,12.32,0.002438035
14/12/2011,12.29,-0.004060095
13/12/2011,12.34,-0.02005683
12/12/2011,12.59,0.007174204
09/12/2011,12.5,0.023473356
08/12/2011,12.21,-0.036192129
07/12/2011,12.66,0.003957267
06/12/2011,12.61,-0.002376239
05/12/2011,12.64,0.011938065
02/12/2011,12.49,-0.0016
01/12/2011,12.51,0.004807702
30/11/2011,12.45,0.054468908
29/11/2011,11.79,-0.010965947
28/11/2011,11.92,0.00842465
25/11/2011,11.82,0.02051354
23/11/2011,11.58,-0.033124047
22/11/2011,11.97,-0.001669449
21/11/2011,11.99,-0.015722293
18/11/2011,12.18,-0.011428696
17/11/2011,12.32,-0.016103408
16/11/2011,12.52,-0.011909629
15/11/2011,12.67,0.01270867
14/11/2011,12.51,-0.022135291
11/11/2011,12.79,0.011797227
10/11/2011,12.64,0.011938065
09/11/2011,12.49,-0.028415487
08/11/2011,12.85,0.023623146
07/11/2011,12.55,0.012024193
04/11/2011,12.4,-0.010429296
03/11/2011,12.53,0.012851583
02/11/2011,12.37,0.020417206
01/11/2011,12.12,-0.050674291
31/10/2011,12.75,-0.020955365
28/10/2011,13.02,0.008484432
27/10/2011,12.91,0.041919938
26/10/2011,12.38,0.020400544
25/10/2011,12.13,-0.018783729
24/10/2011,12.36,0.009756175
21/10/2011,12.24,-0.008136741
20/10/2011,12.34,0.014694142
19/10/2011,12.16,-0.011447386
18/10/2011,12.3,0.040652632
17/10/2011,11.81,-0.017625299
14/10/2011,12.02,-0.014044014
13/10/2011,12.19,-0.004909993
12/10/2011,12.25,0.012320484
11/10/2011,12.1,0.007465817
10/10/2011,12.01,0.034734538
07/10/2011,11.6,-0.023851216
06/10/2011,11.88,0.027305451
05/10/2011,11.56,0.002598529
04/10/2011,11.53,0.0344101
03/10/2011,11.14,-0.023071121
30/09/2011,11.4,-0.029388459
29/09/2011,11.74,0.019785592
28/09/2011,11.51,-0.024035492
27/09/2011,11.79,0.006808537
26/09/2011,11.71,0.012892314
23/09/2011,11.56,0.015693435
22/09/2011,11.38,-0.017422043
21/09/2011,11.58,-0.049694435
20/09/2011,12.17,-0.001642036
19/09/2011,12.19,-0.016273752
16/09/2011,12.39,-0.002418381
15/09/2011,12.42,-0.000804829
14/09/2011,12.43,0.017857617
13/09/2011,12.21,0.017348638
12/09/2011,12,0.02960047
09/09/2011,11.65,-0.008547061
08/09/2011,11.75,-0.00509339
07/09/2011,11.81,0.050357861
06/09/2011,11.23,-0.015024587
02/09/2011,11.4,-0.017391743
01/09/2011,11.6,-0.012848142
31/08/2011,11.75,0.018900906
30/08/2011,11.53,0.006962604
29/08/2011,11.45,0.041914294
26/08/2011,10.98,0.008230499
25/08/2011,10.89,-0.020000667
24/08/2011,11.11,0.020000667
23/08/2011,10.89,0.029825137
22/08/2011,10.57,0.000946522
19/08/2011,10.56,-0.015970278
18/08/2011,10.73,-0.047324572
17/08/2011,11.25,-0.010610179
16/08/2011,11.37,-0.013106348
15/08/2011,11.52,0.041654227
12/08/2011,11.05,-0.018826195
11/08/2011,11.26,0.047281534
10/08/2011,10.74,-0.05788234
09/08/2011,11.38,0.056021874
08/08/2011,10.76,-0.09141616
05/08/2011,11.79,-0.012642393
04/08/2011,11.94,-0.041826515
03/08/2011,12.45,0.005638356
02/08/2011,12.38,-0.008846057
01/08/2011,12.49,-0.015097625
29/07/2011,12.68,-0.000788333
28/07/2011,12.69,-0.024904011
27/07/2011,13.01,-0.008419491
26/07/2011,13.12,-0.004562746
25/07/2011,13.18,-0.007558615
22/07/2011,13.28,-0.023810649
21/07/2011,13.6,0.007380107
20/07/2011,13.5,0.002224695
19/07/2011,13.47,0.005210283
18/07/2011,13.4,-0.011869576
15/07/2011,13.56,0.000737735
14/07/2011,13.55,-0.016831718
13/07/2011,13.78,0.012413449
12/07/2011,13.61,0.011082492
11/07/2011,13.46,-0.01474953
08/07/2011,13.66,-0.008020459
07/07/2011,13.77,0.004366819
06/07/2011,13.71,0.003653639
05/07/2011,13.66,0.005873732
01/07/2011,13.58,0.010362787
30/06/2011,13.44,0.01348335
29/06/2011,13.26,0.007570059
28/06/2011,13.16,0.023060207
27/06/2011,12.86,0
24/06/2011,12.86,-0.006974069
23/06/2011,12.95,-0.005390849
22/06/2011,13.02,-0.006888661
21/06/2011,13.11,0
20/06/2011,13.11,0.00305577
17/06/2011,13.07,0.013867711
16/06/2011,12.89,0.009353147
15/06/2011,12.77,-0.005466628
14/06/2011,12.84,-0.005436907
13/06/2011,12.91,0.013255555
10/06/2011,12.74,0.003932368
09/06/2011,12.69,0.000788333
08/06/2011,12.68,-0.0078555
07/06/2011,12.78,0.000782779
06/06/2011,12.77,-0.004687509
03/06/2011,12.83,-0.015468213
02/06/2011,13.03,0.00307456
01/06/2011,12.99,-0.027336554
31/05/2011,13.35,0.010542266
27/05/2011,13.21,0.011419995
26/05/2011,13.06,-0.017457749
25/05/2011,13.29,0
24/05/2011,13.29,-0.00150376
23/05/2011,13.31,-0.007485065
20/05/2011,13.41,-0.006688988
19/05/2011,13.5,0.009676294
18/05/2011,13.37,-0.002241316
17/05/2011,13.4,0.007490672
16/05/2011,13.3,0.010582109
13/05/2011,13.16,-0.007570059
12/05/2011,13.26,-0.012739026
11/05/2011,13.43,-0.009633272
10/05/2011,13.56,0.005917177
09/05/2011,13.48,-0.002223046
06/05/2011,13.51,0.000740467
05/05/2011,13.5,-0.021254006
04/05/2011,13.79,0.007278053
03/05/2011,13.69,0.009541357
02/05/2011,13.56,-0.01027155
29/04/2011,13.7,0.00438918
28/04/2011,13.64,0.011057982
27/04/2011,13.49,0.000741565
26/04/2011,13.48,0.01344307
25/04/2011,13.3,0.007547206
21/04/2011,13.2,0.027651531
20/04/2011,12.84,0.007818648
19/04/2011,12.74,-0.006259801
18/04/2011,12.82,-0.010089337
15/04/2011,12.95,0.010869672
14/04/2011,12.81,-0.003895603
13/04/2011,12.86,0.000777907
12/04/2011,12.85,-0.017740535
11/04/2011,13.08,0.015408625
08/04/2011,12.88,-0.016172859
07/04/2011,13.09,-0.00076365
06/04/2011,13.1,0.019268419
05/04/2011,12.85,0.014106817
04/04/2011,12.67,-0.001577287
01/04/2011,12.69,0.00870603
31/03/2011,12.58,0.000795229
30/03/2011,12.57,-0.002383791
29/03/2011,12.6,0.003179653
28/03/2011,12.56,-0.006349228
25/03/2011,12.64,0.021592202
24/03/2011,12.37,0.013838235
23/03/2011,12.2,-0.018676954
22/03/2011,12.43,0.005647453
21/03/2011,12.36,-0.008058061
18/03/2011,12.46,0.00886745
17/03/2011,12.35,0.010582109
16/03/2011,12.22,-0.006525309
15/03/2011,12.3,-0.010513643
14/03/2011,12.43,-0.00960776
11/03/2011,12.55,-0.000796495
10/03/2011,12.56,-0.010297121
09/03/2011,12.69,-0.000787712
08/03/2011,12.7,0.021489088
07/03/2011,12.43,-0.019124089
04/03/2011,12.67,-0.010208177
03/03/2011,12.8,0.006269613
02/03/2011,12.72,-0.010946161
01/03/2011,12.86,-0.02457881
28/02/2011,13.18,0.005325231
25/02/2011,13.11,0.015373093
24/02/2011,12.91,-0.014610025
23/02/2011,13.1,-0.01063032
22/02/2011,13.24,-0.011265609
18/02/2011,13.39,0.002242992
17/02/2011,13.36,-0.011904903
16/02/2011,13.52,0.008169373
15/02/2011,13.41,0.007485065
14/02/2011,13.31,0.013615944
11/02/2011,13.13,0.002287458
10/02/2011,13.1,-0.013646914
09/02/2011,13.28,-0.006006024
08/02/2011,13.36,0.015843409
07/02/2011,13.15,-0.003037208
04/02/2011,13.19,-0.001515152
03/02/2011,13.21,0.002273589
02/02/2011,13.18,-0.001516301
01/02/2011,13.2,0.022214625
31/01/2011,12.91,-0.003865486
28/01/2011,12.96,-0.028149443
27/01/2011,13.33,0.000750469
26/01/2011,13.32,-0.002998503
25/01/2011,13.36,0.012048339
24/01/2011,13.2,0
21/01/2011,13.2,-0.03644881
