Date,Close,ESS
17/09/2013,151.3,-0.003957789
16/09/2013,151.9,0.007931304
13/09/2013,150.7,0.005389414
12/09/2013,149.89,-0.004725624
11/09/2013,150.6,0.00666225
10/09/2013,149.6,0.005698021
09/09/2013,148.75,0.029610568
06/09/2013,144.41,0.016055071
05/09/2013,142.11,-0.010569517
04/09/2013,143.62,0.014941879
03/09/2013,141.49,-0.012781073
30/08/2013,143.31,-0.007923311
29/08/2013,144.45,-0.00207469
28/08/2013,144.75,-0.00900938
27/08/2013,146.06,-0.00981068
26/08/2013,147.5,0.001017467
23/08/2013,147.35,0
22/08/2013,147.35,0.00851939
21/08/2013,146.1,-0.007704671
20/08/2013,147.23,0.017609828
19/08/2013,144.66,-0.001933702
16/08/2013,144.94,-0.035647876
15/08/2013,150.2,-0.017947169
14/08/2013,152.92,-0.007686833
13/08/2013,154.1,-0.015837581
12/08/2013,156.56,-0.006874629
09/08/2013,157.64,0.009753065
08/08/2013,156.11,-0.008420028
07/08/2013,157.43,-0.002790995
06/08/2013,157.87,-0.004928608
05/08/2013,158.65,0.003789079
02/08/2013,158.05,-0.018058049
01/08/2013,160.93,-0.002234499
31/07/2013,161.29,-0.016967272
30/07/2013,164.05,0.0031748
29/07/2013,163.53,-0.017337971
26/07/2013,166.39,0.011363072
25/07/2013,164.51,0.006892583
24/07/2013,163.38,-0.024606023
23/07/2013,167.45,-0.012757924
22/07/2013,169.6,0.004905882
19/07/2013,168.77,0.00071128
18/07/2013,168.65,0.000830466
17/07/2013,168.51,0.011339343
16/07/2013,166.61,0.003908956
15/07/2013,165.96,0.000421877
12/07/2013,165.89,-0.010732483
11/07/2013,167.68,0.028245853
10/07/2013,163.01,0.001534825
09/07/2013,162.76,0.019230169
08/07/2013,159.66,0.007039627
05/07/2013,158.54,-0.004719513
03/07/2013,159.29,-0.00893728
02/07/2013,160.72,0.009816567
01/07/2013,159.15,0.001446223
28/06/2013,158.92,-0.007397689
27/06/2013,160.1,0.023765497
26/06/2013,156.34,-0.001022887
25/06/2013,156.5,0.019290298
24/06/2013,153.51,0.005945593
21/06/2013,152.6,0.027706652
20/06/2013,148.43,-0.026460791
19/06/2013,152.41,-0.02084288
18/06/2013,155.62,0.001157333
17/06/2013,155.44,-0.008073344
14/06/2013,156.7,-0.00248574
13/06/2013,157.09,0.028343677
12/06/2013,152.7,-0.008737097
11/06/2013,154.04,-0.012643698
10/06/2013,156,0.000320564
07/06/2013,155.95,-0.001409714
06/06/2013,156.17,0.011074738
05/06/2013,154.45,-0.009600899
04/06/2013,155.94,-0.012807209
03/06/2013,157.95,0.0051414
31/05/2013,157.14,-0.007544335
30/05/2013,158.33,-0.01753003
29/05/2013,161.13,-0.014846116
28/05/2013,163.54,-0.002198877
24/05/2013,163.9,-0.002498402
23/05/2013,164.31,-0.020541035
22/05/2013,167.72,-0.016263406
21/05/2013,170.47,0.008778963
20/05/2013,168.98,0.004329396
17/05/2013,168.25,0.009375162
16/05/2013,166.68,0.005353879
15/05/2013,165.79,0.006232058
14/05/2013,164.76,0.005477465
13/05/2013,163.86,0.011539534
10/05/2013,161.98,0.017939935
09/05/2013,159.1,0.002391292
08/05/2013,158.72,0.006130142
07/05/2013,157.75,0.018231754
06/05/2013,154.9,0.000839603
03/05/2013,154.77,-0.000193817
02/05/2013,154.8,-0.007722046
01/05/2013,156,-0.006708219
30/04/2013,157.05,0.013010085
29/04/2013,155.02,0.014817011
26/04/2013,152.74,0.001244718
25/04/2013,152.55,-0.002880149
24/04/2013,152.99,-0.00573553
23/04/2013,153.87,-0.000844512
22/04/2013,154,-0.007826436
19/04/2013,155.21,0.007761503
18/04/2013,154.01,-0.00025969
17/04/2013,154.05,-0.018395168
16/04/2013,156.91,0.012182762
15/04/2013,155.01,-0.019991086
12/04/2013,158.14,0.009019943
11/04/2013,156.72,0.008007987
10/04/2013,155.47,-0.002120346
09/04/2013,155.8,-0.010153668
08/04/2013,157.39,0.004904312
05/04/2013,156.62,0.005698751
04/04/2013,155.73,0.024901329
03/04/2013,151.9,-0.003154991
02/04/2013,152.38,0.005791776
01/04/2013,151.5,0.006091121
28/03/2013,150.58,-0.001791461
27/03/2013,150.85,0.003719205
26/03/2013,150.29,0.00533726
25/03/2013,149.49,-0.003205773
22/03/2013,149.97,-0.002131487
21/03/2013,150.29,-0.008282856
20/03/2013,151.54,-0.003359798
19/03/2013,152.05,0.001579675
18/03/2013,151.81,-0.005124847
15/03/2013,152.59,0.009680363
14/03/2013,151.12,0.007572271
13/03/2013,149.98,0.002269542
12/03/2013,149.64,-0.001669282
11/03/2013,149.89,-0.00106688
08/03/2013,150.05,0.002869825
07/03/2013,149.62,-0.007789394
06/03/2013,150.79,-6.63152E-05
05/03/2013,150.8,0.015234826
04/03/2013,148.52,-0.004836119
01/03/2013,149.24,0.001676559
28/02/2013,148.99,-0.005021267
27/02/2013,149.74,-0.000734337
26/02/2013,149.85,0.002739819
25/02/2013,149.44,-0.013558629
22/02/2013,151.48,0.001453393
21/02/2013,151.26,-0.007574047
20/02/2013,152.41,-0.008103031
19/02/2013,153.65,0.012838324
15/02/2013,151.69,-0.005260056
14/02/2013,152.49,-0.002358028
13/02/2013,152.85,0.001309329
12/02/2013,152.65,0.005188675
11/02/2013,151.86,0
08/02/2013,151.86,0.009062407
07/02/2013,150.49,-0.004772962
06/02/2013,151.21,-0.008888362
05/02/2013,152.56,-0.006728753
04/02/2013,153.59,-0.004482419
01/02/2013,154.28,0.003246124
31/01/2013,153.78,0.002474121
30/01/2013,153.4,-0.010698757
29/01/2013,155.05,0.003359393
28/01/2013,154.53,0.001683938
25/01/2013,154.27,-0.001036605
24/01/2013,154.43,6.47564E-05
23/01/2013,154.42,0.003893075
22/01/2013,153.82,0.006653211
18/01/2013,152.8,0.00091665
17/01/2013,152.66,-0.001047532
16/01/2013,152.82,-0.002091777
15/01/2013,153.14,0.008459344
14/01/2013,151.85,0.004885143
11/01/2013,151.11,-0.000992162
10/01/2013,151.26,0.006766195
09/01/2013,150.24,0.003734333
08/01/2013,149.68,0.003413087
07/01/2013,149.17,0.001677346
04/01/2013,148.92,0.00107498
03/01/2013,148.76,0.003434231
02/01/2013,148.25,0.010851242
31/12/2012,146.65,0.003962837
28/12/2012,146.07,-0.011706388
27/12/2012,147.79,0.006653113
26/12/2012,146.81,-0.004010746
24/12/2012,147.4,0.007969255
21/12/2012,146.23,-0.002936258
20/12/2012,146.66,0.018998369
19/12/2012,143.9,-0.004230095
18/12/2012,144.51,0.00603854
17/12/2012,143.64,0.002649008
14/12/2012,143.26,-0.000837287
13/12/2012,143.38,-0.003133598
12/12/2012,143.83,0.005577648
11/12/2012,143.03,0.004554859
10/12/2012,142.38,-0.001684211
07/12/2012,142.62,0.000631247
06/12/2012,142.53,0.012780403
05/12/2012,140.72,-0.011657202
04/12/2012,142.37,0.005988253
03/12/2012,141.52,0.007304738
30/11/2012,140.49,-0.000213516
29/11/2012,140.52,0.008145811
28/11/2012,139.38,-0.004795486
27/11/2012,140.05,-0.000285572
26/11/2012,140.09,-0.001070167
23/11/2012,140.24,0.007802753
21/11/2012,139.15,-0.006232782
20/11/2012,140.02,0.002860823
19/11/2012,139.62,0.008198536
16/11/2012,138.48,0.002892684
15/11/2012,138.08,-0.005993014
14/11/2012,138.91,-0.018756121
13/11/2012,141.54,-0.000353195
12/11/2012,141.59,-0.008229341
09/11/2012,142.76,-0.003426457
08/11/2012,143.25,-0.012556094
07/11/2012,145.06,-0.008990213
06/11/2012,146.37,-0.002047503
05/11/2012,146.67,-0.011321771
02/11/2012,148.34,0.003579271
01/11/2012,147.81,-0.014707629
31/10/2012,150,0.033832589
26/10/2012,145.01,6.89631E-05
25/10/2012,145,-0.006256251
24/10/2012,145.91,0.000548434
23/10/2012,145.83,-0.008127072
22/10/2012,147.02,-0.007589141
19/10/2012,148.14,-0.00498284
18/10/2012,148.88,0.019397014
17/10/2012,146.02,-0.004646087
16/10/2012,146.7,0.007526549
15/10/2012,145.6,0.000687049
12/10/2012,145.5,-0.003909872
11/10/2012,146.07,-0.003144227
10/10/2012,146.53,0.005405973
09/10/2012,145.74,-0.005678918
08/10/2012,146.57,-0.008627478
05/10/2012,147.84,0.001082837
04/10/2012,147.68,0.001355197
03/10/2012,147.48,-0.005814363
02/10/2012,148.34,0.014394599
01/10/2012,146.22,-0.013720245
28/09/2012,148.24,-0.004375196
27/09/2012,148.89,0.002488149
26/09/2012,148.52,-0.004903123
25/09/2012,149.25,-0.012120553
24/09/2012,151.07,-0.00304032
21/09/2012,151.53,-0.000791609
20/09/2012,151.65,-0.01583181
19/09/2012,154.07,-0.001815706
18/09/2012,154.35,-0.002523538
17/09/2012,154.74,-0.004513516
14/09/2012,155.44,0.00199633
13/09/2012,155.13,0.014937283
12/09/2012,152.83,-0.005155828
11/09/2012,153.62,0.001433132
10/09/2012,153.4,-0.008438869
07/09/2012,154.7,0.004275449
06/09/2012,154.04,0.003576891
05/09/2012,153.49,0.001564844
04/09/2012,153.25,0.008321642
31/08/2012,151.98,0.003361348
30/08/2012,151.47,-0.006121058
29/08/2012,152.4,-0.003929278
28/08/2012,153,0.001569859
27/08/2012,152.76,0.000589333
24/08/2012,152.67,0.004069315
23/08/2012,152.05,0.00263418
22/08/2012,151.65,0.007279979
21/08/2012,150.55,0.00459373
20/08/2012,149.86,-0.006915841
17/08/2012,150.9,0.002056454
16/08/2012,150.59,-0.003049996
15/08/2012,151.05,0.003647824
14/08/2012,150.5,-0.006490519
13/08/2012,151.48,-0.001385362
10/08/2012,151.69,0.00270654
09/08/2012,151.28,0.003111658
08/08/2012,150.81,-0.017679801
07/08/2012,153.5,-0.01365231
06/08/2012,155.61,-0.002118441
03/08/2012,155.94,-0.002113963
02/08/2012,156.27,-0.000831548
01/08/2012,156.4,-0.006119346
31/07/2012,157.36,-0.002031489
30/07/2012,157.68,0.002667176
27/07/2012,157.26,0.005036188
26/07/2012,156.47,-0.009414229
25/07/2012,157.95,0.009030842
24/07/2012,156.53,-0.000638651
23/07/2012,156.63,-0.001212315
20/07/2012,156.82,-0.003818742
19/07/2012,157.42,-0.009546461
18/07/2012,158.93,-0.008770337
17/07/2012,160.33,0.004438201
16/07/2012,159.62,-0.000313195
13/07/2012,159.67,0.014700116
12/07/2012,157.34,0.01137756
11/07/2012,155.56,-0.002952695
10/07/2012,156.02,-0.009441254
09/07/2012,157.5,0.004008021
06/07/2012,156.87,0.006587597
05/07/2012,155.84,-6.41663E-05
03/07/2012,155.85,0.00282722
02/07/2012,155.41,0.009633799
29/06/2012,153.92,0.021075526
28/06/2012,150.71,0.010874386
27/06/2012,149.08,-0.013591149
26/06/2012,151.12,0.006039908
25/06/2012,150.21,0.006612588
22/06/2012,149.22,-0.004613387
21/06/2012,149.91,-0.012792221
20/06/2012,151.84,-0.004074932
19/06/2012,152.46,0.000393623
18/06/2012,152.4,0
15/06/2012,152.4,0.003747169
14/06/2012,151.83,0.014930107
13/06/2012,149.58,-0.002603907
12/06/2012,149.97,0.004209688
11/06/2012,149.34,-0.024800398
08/06/2012,153.09,0.010902512
07/06/2012,151.43,-0.013446793
06/06/2012,153.48,0.01894295
05/06/2012,150.6,0.024398831
04/06/2012,146.97,-0.006713483
01/06/2012,147.96,-0.016755301
31/05/2012,150.46,0.009415448
30/05/2012,149.05,-0.024193392
29/05/2012,152.7,0.009210591
25/05/2012,151.3,-0.004879023
24/05/2012,152.04,0.000263123
23/05/2012,152,0.001777895
22/05/2012,151.73,0.003168529
21/05/2012,151.25,0.009566272
18/05/2012,149.81,-0.001734027
17/05/2012,150.07,-0.02487625
16/05/2012,153.85,-0.009638161
15/05/2012,155.34,-0.004880565
14/05/2012,156.1,-0.011275082
11/05/2012,157.87,0.002092515
10/05/2012,157.54,-0.003232044
09/05/2012,158.05,-0.000126534
08/05/2012,158.07,-0.000569206
07/05/2012,158.16,0.013302554
04/05/2012,156.07,-0.001408631
03/05/2012,156.29,-0.010691886
02/05/2012,157.97,-0.004862502
01/05/2012,158.74,0.004862502
30/04/2012,157.97,-0.004862502
27/04/2012,158.74,0.001386875
26/04/2012,158.52,0.002779534
25/04/2012,158.08,0.000126526
24/04/2012,158.06,0.011261452
23/04/2012,156.29,-0.003831667
20/04/2012,156.89,0.01677579
19/04/2012,154.28,0.002531072
18/04/2012,153.89,-0.001298786
17/04/2012,154.09,0.002078868
16/04/2012,153.77,0.018973161
13/04/2012,150.88,0.000662998
12/04/2012,150.78,0.012144007
11/04/2012,148.96,0.012633169
10/04/2012,147.09,-0.017054102
09/04/2012,149.62,-0.006926896
05/04/2012,150.66,-0.000398168
04/04/2012,150.72,-0.006415154
03/04/2012,151.69,0.003764741
02/04/2012,151.12,-0.002577406
30/03/2012,151.51,0.010616515
29/03/2012,149.91,0.00891158
28/03/2012,148.58,-0.007509758
27/03/2012,149.7,0.000334057
26/03/2012,149.65,0.018342951
23/03/2012,146.93,0.007926246
22/03/2012,145.77,-0.009422438
21/03/2012,147.15,-0.008660992
20/03/2012,148.43,0.002901193
19/03/2012,148,0.004808841
16/03/2012,147.29,0.003059874
15/03/2012,146.84,-0.002448648
14/03/2012,147.2,-0.010407609
13/03/2012,148.74,0.019072761
12/03/2012,145.93,-0.003966631
09/03/2012,146.51,0.021664984
08/03/2012,143.37,0.001745262
07/03/2012,143.12,0.009689046
06/03/2012,141.74,-0.008850237
05/03/2012,143,0.019132922
02/03/2012,140.29,-0.00384178
01/03/2012,140.83,0.005982498
29/02/2012,139.99,0.009906757
28/02/2012,138.61,-0.015463119
27/02/2012,140.77,-0.003049972
24/02/2012,141.2,0.009749926
23/02/2012,139.83,0.011725488
22/02/2012,138.2,-0.01165397
21/02/2012,139.82,-0.027232723
17/02/2012,143.68,0.009440299
16/02/2012,142.33,0.005283377
15/02/2012,141.58,-0.003173375
14/02/2012,142.03,-0.005126596
13/02/2012,142.76,0.00210364
10/02/2012,142.46,-0.008944853
09/02/2012,143.74,-0.010587968
08/02/2012,145.27,-0.00679178
07/02/2012,146.26,-0.001639569
06/02/2012,146.5,-0.01765886
03/02/2012,149.11,0.013503682
02/02/2012,147.11,-0.001222826
01/02/2012,147.29,0.022590133
31/01/2012,144,0.002990578
30/01/2012,143.57,-0.004794506
27/01/2012,144.26,-0.009245909
26/01/2012,145.6,0.009661911
25/01/2012,144.2,0.016501563
24/01/2012,141.84,0.012557364
23/01/2012,140.07,0.014164237
20/01/2012,138.1,-0.006351977
19/01/2012,138.98,-0.013294456
18/01/2012,140.84,-0.004604549
17/01/2012,141.49,0.002547592
13/01/2012,141.13,0.030138578
12/01/2012,136.94,-0.012193503
11/01/2012,138.62,-0.009548839
10/01/2012,139.95,0.003435692
09/01/2012,139.47,-0.003650031
06/01/2012,139.98,-0.00420603
05/01/2012,140.57,0.0184519
04/01/2012,138,-0.016600575
03/01/2012,140.31,-0.0014244
30/12/2011,140.51,-0.000498061
29/12/2011,140.58,-0.003763006
28/12/2011,141.11,-0.01623766
27/12/2011,143.42,0.00889455
23/12/2011,142.15,0.002606278
22/12/2011,141.78,0.013491648
21/12/2011,139.88,0.004155031
20/12/2011,139.3,0.024269156
19/12/2011,135.96,-0.011554059
16/12/2011,137.54,0.011848307
15/12/2011,135.92,0.022168579
14/12/2011,132.94,0.007853839
13/12/2011,131.9,-0.002196222
12/12/2011,132.19,-0.018958269
09/12/2011,134.72,0.018882623
08/12/2011,132.2,-0.019402084
07/12/2011,134.79,0.020688842
06/12/2011,132.03,-0.006492549
05/12/2011,132.89,-0.004355015
02/12/2011,133.47,-0.003515205
01/12/2011,133.94,0.008171266
30/11/2011,132.85,0.053176889
29/11/2011,125.97,0.008450305
28/11/2011,124.91,0.015409123
25/11/2011,123,0.005380302
23/11/2011,122.34,-0.02923973
22/11/2011,125.97,-0.009402353
21/11/2011,127.16,-0.028070386
18/11/2011,130.78,0.00099453
17/11/2011,130.65,-0.030305349
16/11/2011,134.67,-0.014961402
15/11/2011,136.7,0.015407035
14/11/2011,134.61,-0.018839324
11/11/2011,137.17,0.021442814
10/11/2011,134.26,0.009805101
09/11/2011,132.95,-0.041113791
08/11/2011,138.53,0.004340599
07/11/2011,137.93,-0.00028996
04/11/2011,137.97,0.013205605
03/11/2011,136.16,-0.016534118
02/11/2011,138.43,0.007977994
01/11/2011,137.33,-0.03877811
31/10/2011,142.76,0.000560538
28/10/2011,142.68,-0.026079713
27/10/2011,146.45,0.038633654
26/10/2011,140.9,0.010631187
25/10/2011,139.41,-0.005294046
24/10/2011,140.15,0.033298931
21/10/2011,135.56,0.022378974
20/10/2011,132.56,-0.005941878
19/10/2011,133.35,0.006394605
18/10/2011,132.5,0.035177577
17/10/2011,127.92,-0.003667438
14/10/2011,128.39,0.024361645
13/10/2011,125.3,-0.01630686
12/10/2011,127.36,0.027946566
11/10/2011,123.85,-0.038179831
10/10/2011,128.67,0.058901734
07/10/2011,121.31,-0.020479645
06/10/2011,123.82,0.030254408
05/10/2011,120.13,-0.008042161
04/10/2011,121.1,0.055168846
03/10/2011,114.6,-0.046377216
30/09/2011,120.04,-0.026065196
29/09/2011,123.21,0.024483642
28/09/2011,120.23,-0.031681117
27/09/2011,124.1,-0.001529853
26/09/2011,124.29,0.002577944
23/09/2011,123.97,0.006392901
22/09/2011,123.18,-0.033842016
21/09/2011,127.42,-0.067222876
20/09/2011,136.28,-0.01478595
19/09/2011,138.31,-0.029282896
16/09/2011,142.42,0.004503878
15/09/2011,141.78,0.004736832
14/09/2011,141.11,-0.000637597
13/09/2011,141.2,0.002126906
12/09/2011,140.9,0.002914107
09/09/2011,140.49,-0.025787482
08/09/2011,144.16,0.00048569
07/09/2011,144.09,0.034310862
06/09/2011,139.23,-0.002797205
02/09/2011,139.62,-0.009977278
01/09/2011,141.02,-0.017781682
31/08/2011,143.55,0.010222747
30/08/2011,142.09,0.002748513
29/08/2011,141.7,0.022841821
26/08/2011,138.5,0.020276386
25/08/2011,135.72,-0.023304288
24/08/2011,138.92,0.018453121
23/08/2011,136.38,0.033931893
22/08/2011,131.83,-0.002651416
19/08/2011,132.18,-0.015911473
18/08/2011,134.3,-0.040351296
17/08/2011,139.83,0.002362798
16/08/2011,139.5,-0.006145949
15/08/2011,140.36,0.026714461
12/08/2011,136.66,-0.011495216
11/08/2011,138.24,0.055321866
10/08/2011,130.8,-0.006477447
09/08/2011,131.65,0.086424593
08/08/2011,120.75,-0.05298131
05/08/2011,127.32,-0.019984336
04/08/2011,129.89,-0.051393374
03/08/2011,136.74,-0.016464561
02/08/2011,139.01,-0.017188313
01/08/2011,141.42,0.007523635
29/07/2011,140.36,0.014351567
28/07/2011,138.36,-0.005118419
27/07/2011,139.07,-0.0270977
26/07/2011,142.89,6.99864E-05
25/07/2011,142.88,-0.004260229
22/07/2011,143.49,0.004960362
21/07/2011,142.78,0.001962984
20/07/2011,142.5,0.009164675
19/07/2011,141.2,0.012542924
18/07/2011,139.44,-0.003865154
15/07/2011,139.98,0.008249392
14/07/2011,138.83,-0.008177951
13/07/2011,139.97,-0.016228255
12/07/2011,142.26,0.002251936
11/07/2011,141.94,-0.007440197
08/07/2011,143,0.001329555
07/07/2011,142.81,0.008932713
06/07/2011,141.54,0.018612153
05/07/2011,138.93,0.009691961
01/07/2011,137.59,0.016857626
30/06/2011,135.29,0.007865876
29/06/2011,134.23,0.003731905
28/06/2011,133.73,0.003295636
27/06/2011,133.29,-0.005014042
24/06/2011,133.96,0.006064936
23/06/2011,133.15,-0.019706903
22/06/2011,135.8,-0.01396681
21/06/2011,137.71,0.010365056
20/06/2011,136.29,0.012477551
17/06/2011,134.6,0.01105644
16/06/2011,133.12,0.006330089
15/06/2011,132.28,-0.020724192
14/06/2011,135.05,0.012742823
13/06/2011,133.34,-0.001274124
10/06/2011,133.51,-0.020388444
09/06/2011,136.26,-0.001979545
08/06/2011,136.53,-0.004676662
07/06/2011,137.17,0.017651411
06/06/2011,134.77,-0.006287235
03/06/2011,135.62,0.015006596
02/06/2011,133.6,-0.003362604
01/06/2011,134.05,-0.026210733
31/05/2011,137.61,0.019445159
27/05/2011,134.96,0.002671021
26/05/2011,134.6,0.009030249
25/05/2011,133.39,0.009036887
24/05/2011,132.19,0.007212573
23/05/2011,131.24,-0.011213938
20/05/2011,132.72,-0.016292117
19/05/2011,134.9,0.002226346
18/05/2011,134.6,0.001189414
17/05/2011,134.44,0.00589356
16/05/2011,133.65,0.000149656
13/05/2011,133.63,-0.003436429
12/05/2011,134.09,-0.004984202
11/05/2011,134.76,-0.013854312
10/05/2011,136.64,0.019360687
09/05/2011,134.02,0.007865504
06/05/2011,132.97,-0.005848847
05/05/2011,133.75,0.002545293
04/05/2011,133.41,-0.008137106
03/05/2011,134.5,-0.007555032
02/05/2011,135.52,0.000295203
29/04/2011,135.48,-0.011375852
28/04/2011,137.03,0.023106627
27/04/2011,133.9,0.009153039
26/04/2011,132.68,0.012742891
25/04/2011,131,0.014687488
21/04/2011,129.09,0.006372418
20/04/2011,128.27,0.011210968
19/04/2011,126.84,0.009585371
18/04/2011,125.63,-0.007691431
15/04/2011,126.6,0.021719155
14/04/2011,123.88,0.003153174
13/04/2011,123.49,-0.002587951
12/04/2011,123.81,-0.009245554
11/04/2011,124.96,-0.000799936
08/04/2011,125.06,-0.000799297
07/04/2011,125.16,-0.005100425
06/04/2011,125.8,0
05/04/2011,125.8,0.005819764
04/04/2011,125.07,0.000959923
01/04/2011,124.95,0.007632092
31/03/2011,124,0.0160966
30/03/2011,122.02,0.010297055
29/03/2011,120.77,-0.00643779
28/03/2011,121.55,-0.004105096
25/03/2011,122.05,0.014691582
24/03/2011,120.27,0.004667064
23/03/2011,119.71,-0.011709638
22/03/2011,121.12,-0.003214774
21/03/2011,121.51,0.003875494
18/03/2011,121.04,0.004969366
17/03/2011,120.44,0.011188227
16/03/2011,119.1,-0.005860209
15/03/2011,119.8,0.00762499
14/03/2011,118.89,-0.003442633
11/03/2011,119.3,0.016650852
10/03/2011,117.33,-0.012450929
09/03/2011,118.8,-0.000504923
08/03/2011,118.86,0.017911433
07/03/2011,116.75,-0.010819205
04/03/2011,118.02,-0.007176357
03/03/2011,118.87,0.004806688
02/03/2011,118.3,-0.017429635
01/03/2011,120.38,-0.02785239
28/02/2011,123.78,0.021889146
25/02/2011,121.1,0.030093214
24/02/2011,117.51,8.51028E-05
23/02/2011,117.5,-0.00187059
22/02/2011,117.72,0.004939123
18/02/2011,117.14,0.012196321
17/02/2011,115.72,-0.00362288
16/02/2011,116.14,-0.002407982
15/02/2011,116.42,-0.00103022
14/02/2011,116.54,0.005506811
11/02/2011,115.9,0.002072898
10/02/2011,115.66,0.00294398
09/02/2011,115.32,0.010372723
08/02/2011,114.13,0.002280703
07/02/2011,113.87,0.011926463
04/02/2011,112.52,-0.039042951
03/02/2011,117,0.01273026
02/02/2011,115.52,-0.004060305
01/02/2011,115.99,-8.62106E-05
31/01/2011,116,0.011618964
28/01/2011,114.66,-0.015662502
27/01/2011,116.47,0.008449783
