Date,Close,VIAB
24/10/2013,84.39,0.000237023
23/10/2013,84.37,-0.00331322
22/10/2013,84.65,0.009376367
21/10/2013,83.86,0.002626867
18/10/2013,83.64,0.006236528
17/10/2013,83.12,0.007850756
16/10/2013,82.47,-0.00096958
15/10/2013,82.55,-0.003506866
14/10/2013,82.84,0.010191789
11/10/2013,82,0.011652999
10/10/2013,81.05,0.010916868
09/10/2013,80.17,-0.005225192
08/10/2013,80.59,-0.021482444
07/10/2013,82.34,-0.010390331
04/10/2013,83.2,0.012700503
03/10/2013,82.15,-0.00824347
02/10/2013,82.83,-0.017947359
01/10/2013,84.33,0.008933417
30/09/2013,83.58,-0.010000083
27/09/2013,84.42,0.007252008
26/09/2013,83.81,0.01079665
25/09/2013,82.91,-0.000361773
24/09/2013,82.94,-0.005291018
23/09/2013,83.38,0.002882539
20/09/2013,83.14,-0.000721414
19/09/2013,83.2,0
18/09/2013,83.2,0.000721414
17/09/2013,83.14,0.00470192
16/09/2013,82.75,0.005817493
13/09/2013,82.27,-0.003397649
12/09/2013,82.55,0.006075353
11/09/2013,82.05,0.015970855
10/09/2013,80.75,0.004468172
09/09/2013,80.39,0.00124471
06/09/2013,80.29,0.004744079
05/09/2013,79.91,-0.002374853
04/09/2013,80.1,0.002374853
03/09/2013,79.91,0.004389547
30/08/2013,79.56,0.001887149
29/08/2013,79.41,0
28/08/2013,79.41,0.013821307
27/08/2013,78.32,-0.015079802
26/08/2013,79.51,0.001006669
23/08/2013,79.43,-0.002012326
22/08/2013,79.59,0.021077469
21/08/2013,77.93,-0.003970038
20/08/2013,78.24,0.007183202
19/08/2013,77.68,-0.010628181
16/08/2013,78.51,0.004340063
15/08/2013,78.17,-0.017625512
14/08/2013,79.56,-0.002259888
13/08/2013,79.74,0.001882885
12/08/2013,79.59,-0.007011422
09/08/2013,80.15,0.000624025
08/08/2013,80.1,0.008399723
07/08/2013,79.43,0.007328817
06/08/2013,78.85,0.001269036
05/08/2013,78.75,-0.005319161
02/08/2013,79.17,0.062679276
01/08/2013,74.36,0.02161438
31/07/2013,72.77,0.008695107
30/07/2013,72.14,-0.00193879
29/07/2013,72.28,-0.010459771
26/07/2013,73.04,0.002330205
25/07/2013,72.87,0.003574378
24/07/2013,72.61,-0.015171479
23/07/2013,73.72,0.00544071
22/07/2013,73.32,-0.01408474
19/07/2013,74.36,0.003772573
18/07/2013,74.08,0.019216946
17/07/2013,72.67,0.010096206
16/07/2013,71.94,-0.005268278
15/07/2013,72.32,0.004295718
12/07/2013,72.01,0.016522358
11/07/2013,70.83,0.009646833
10/07/2013,70.15,0.015370553
09/07/2013,69.08,-0.010655248
08/07/2013,69.82,0.007331306
05/07/2013,69.31,0.012631747
03/07/2013,68.44,0.013237434
02/07/2013,67.54,-0.003694676
01/07/2013,67.79,-0.003534093
28/06/2013,68.03,0.005453621
27/06/2013,67.66,0.008013101
26/06/2013,67.12,0.022601535
25/06/2013,65.62,0.006421059
24/06/2013,65.2,-0.007943824
21/06/2013,65.72,0.007177247
20/06/2013,65.25,-0.02452439
19/06/2013,66.87,-0.010857547
18/06/2013,67.6,0.004744967
17/06/2013,67.28,0.007609138
14/06/2013,66.77,-0.002692194
13/06/2013,66.95,0.025566781
12/06/2013,65.26,-0.026611791
11/06/2013,67.02,-0.007728933
10/06/2013,67.54,-0.003989662
07/06/2013,67.81,0.022218166
06/06/2013,66.32,0.001660002
05/06/2013,66.21,-0.012457947
04/06/2013,67.04,0.001642159
03/06/2013,66.93,0.015660612
31/05/2013,65.89,-0.030785456
30/05/2013,67.95,-0.007039184
29/05/2013,68.43,-0.013499008
28/05/2013,69.36,0.005783706
24/05/2013,68.96,-0.001883376
23/05/2013,69.09,-0.006779687
22/05/2013,69.56,-0.00028748
21/05/2013,69.58,0.008225748
20/05/2013,69.01,-0.010235799
17/05/2013,69.72,0.013719617
16/05/2013,68.77,-0.012284279
15/05/2013,69.62,0.013302683
14/05/2013,68.7,0.001894078
13/05/2013,68.57,-0.006251383
10/05/2013,69,0.005522467
09/05/2013,68.62,0.00058309
08/05/2013,68.58,0.012471734
07/05/2013,67.73,0.004142631
06/05/2013,67.45,0.002672211
03/05/2013,67.27,-0.003709478
02/05/2013,67.52,0.024285409
01/05/2013,65.9,0.02941162
30/04/2013,63.99,0.005327496
29/04/2013,63.65,0.000471439
26/04/2013,63.62,-0.013582287
25/04/2013,64.49,-0.007877097
24/04/2013,65,-0.00842594
23/04/2013,65.55,-0.014689444
22/04/2013,66.52,0.005124352
19/04/2013,66.18,0.017222098
18/04/2013,65.05,-0.007809549
17/04/2013,65.56,-0.00956364
16/04/2013,66.19,0.03333386
15/04/2013,64.02,-0.038006413
12/04/2013,66.5,0.005277057
11/04/2013,66.15,0.006825965
10/04/2013,65.7,0.016884515
09/04/2013,64.6,-0.013683048
08/04/2013,65.49,0.037969397
05/04/2013,63.05,0.001428458
04/04/2013,62.96,0.01327064
03/04/2013,62.13,0.006782972
02/04/2013,61.71,-0.000162035
01/04/2013,61.72,0.003896109
28/03/2013,61.48,0.001953762
27/03/2013,61.36,0.000325998
26/03/2013,61.34,0.000489197
25/03/2013,61.31,-0.010223213
22/03/2013,61.94,0.011365604
21/03/2013,61.24,-0.009264593
20/03/2013,61.81,0.006329649
19/03/2013,61.42,-0.017750991
18/03/2013,62.52,-0.009867978
15/03/2013,63.14,-0.011495284
14/03/2013,63.87,0.024086095
13/03/2013,62.35,0.006436064
12/03/2013,61.95,0.001615509
11/03/2013,61.85,-0.000969619
08/03/2013,61.91,0.017269898
07/03/2013,60.85,0.008416586
06/03/2013,60.34,-0.005783706
05/03/2013,60.69,0.018962644
04/03/2013,59.55,-0.001510194
01/03/2013,59.64,0.019299736
28/02/2013,58.5,0.011000455
27/02/2013,57.86,0.010074777
26/02/2013,57.28,-0.000523606
25/02/2013,57.31,-0.029401241
22/02/2013,59.02,0.016399411
21/02/2013,58.06,-0.012664896
20/02/2013,58.8,-0.022865825
19/02/2013,60.16,0.011703862
15/02/2013,59.46,-0.008207064
14/02/2013,59.95,0.006694586
13/02/2013,59.55,0.007247019
12/02/2013,59.12,-0.003208649
11/02/2013,59.31,0.000505945
08/02/2013,59.28,0.006600684
07/02/2013,58.89,-0.005250245
06/02/2013,59.2,-0.002530579
05/02/2013,59.35,0.003375531
04/02/2013,59.15,-0.023227713
01/02/2013,60.54,0.003143356
31/01/2013,60.35,0.017045867
30/01/2013,59.33,0.009653729
29/01/2013,58.76,0.000510682
28/01/2013,58.73,-0.0049257
25/01/2013,59.02,0.0078245
24/01/2013,58.56,-0.007485574
23/01/2013,59,0.001187145
22/01/2013,58.93,0.017978397
18/01/2013,57.88,0.00502296
17/01/2013,57.59,0.007319656
16/01/2013,57.17,-0.011305451
15/01/2013,57.82,0.001038242
14/01/2013,57.76,-0.0003462
11/01/2013,57.78,-0.012384059
10/01/2013,58.5,0.012037979
09/01/2013,57.8,0.013236
08/01/2013,57.04,0.013235877
07/01/2013,56.29,-0.021441946
04/01/2013,57.51,0.018603555
03/01/2013,56.45,0.007825044
02/01/2013,56.01,0.060156065
31/12/2012,52.74,0.014899989
28/12/2012,51.96,-0.012432024
27/12/2012,52.61,-0.001519468
26/12/2012,52.69,-0.00888055
24/12/2012,53.16,0.001317647
21/12/2012,53.09,-0.007506134
20/12/2012,53.49,0.001309513
19/12/2012,53.42,-0.007088259
18/12/2012,53.8,0.007837323
17/12/2012,53.38,0.00714423
14/12/2012,53,-0.006582064
13/12/2012,53.35,-0.015068651
12/12/2012,54.16,-0.006991749
11/12/2012,54.54,0.005884533
10/12/2012,54.22,0.012434047
07/12/2012,53.55,0.019612169
06/12/2012,52.51,0.021560027
05/12/2012,51.39,0.0019478
04/12/2012,51.29,0.004886162
03/12/2012,51.04,-0.011105813
30/11/2012,51.61,0.004271851
29/11/2012,51.39,0.008795131
28/11/2012,50.94,0.011054199
27/11/2012,50.38,0.00497464
26/11/2012,50.13,-0.006957587
23/11/2012,50.48,0.015371098
21/11/2012,49.71,-0.005216705
20/11/2012,49.97,-0.00856835
19/11/2012,50.4,0.018826913
16/11/2012,49.46,0.004661068
15/11/2012,49.23,0.025510538
14/11/2012,47.99,-0.017147409
13/11/2012,48.82,-0.00571897
12/11/2012,49.1,-0.00122125
09/11/2012,49.16,-0.005477243
08/11/2012,49.43,-0.01685095
07/11/2012,50.27,-0.006740708
06/11/2012,50.61,-0.001579467
05/11/2012,50.69,-0.005312359
02/11/2012,50.96,-0.01576982
01/11/2012,51.77,0.00931503
31/10/2012,51.29,-0.023888634
26/10/2012,52.53,-0.017549276
25/10/2012,53.46,-0.006711435
24/10/2012,53.82,0.002232144
23/10/2012,53.7,-0.028455339
22/10/2012,55.25,0.010553227
19/10/2012,54.67,-0.016328374
18/10/2012,55.57,0.003966828
17/10/2012,55.35,0.004526943
16/10/2012,55.1,0.012601756
15/10/2012,54.41,0.0014714
12/10/2012,54.33,0.000552334
11/10/2012,54.3,-0.005875889
10/10/2012,54.62,-0.028872449
09/10/2012,56.22,-0.007442884
08/10/2012,56.64,0.012972194
05/10/2012,55.91,0.004661177
04/10/2012,55.65,0.024373706
03/10/2012,54.31,0.004428869
02/10/2012,54.07,0.008357371
01/10/2012,53.62,0.000559649
28/09/2012,53.59,-0.01039549
27/09/2012,54.15,0.013572766
26/09/2012,53.42,-0.019648454
25/09/2012,54.48,-0.013310434
24/09/2012,55.21,0.016435724
21/09/2012,54.31,-0.001288067
20/09/2012,54.38,0.015380642
19/09/2012,53.55,0.034191365
18/09/2012,51.75,-0.013817146
17/09/2012,52.47,0.006500979
14/09/2012,52.13,-0.002490661
13/09/2012,52.26,0.028138074
12/09/2012,50.81,-0.001966182
11/09/2012,50.91,0.002950725
10/09/2012,50.76,-0.001968117
07/09/2012,50.86,0.020459548
06/09/2012,49.83,0.017205161
05/09/2012,48.98,-0.007728328
04/09/2012,49.36,-0.013082606
31/08/2012,50.01,0.002001602
30/08/2012,49.91,-0.008379937
29/08/2012,50.33,0.001391789
28/08/2012,50.26,-0.000397852
27/08/2012,50.28,-0.006541802
24/08/2012,50.61,0.008731947
23/08/2012,50.17,-0.008534338
22/08/2012,50.6,-0.000395179
21/08/2012,50.62,-0.007870958
20/08/2012,51.02,0
17/08/2012,51.02,0.021395428
16/08/2012,49.94,0.006025325
15/08/2012,49.64,0.007278641
14/08/2012,49.28,-0.001216792
13/08/2012,49.34,-0.002024702
10/08/2012,49.44,-0.007054348
09/08/2012,49.79,0.013955126
08/08/2012,49.1,0.000203687
07/08/2012,49.09,0.005720138
06/08/2012,48.81,0.033541317
03/08/2012,47.2,0.029454994
02/08/2012,45.83,-0.008690039
01/08/2012,46.23,-0.010329337
31/07/2012,46.71,0.00021411
30/07/2012,46.7,-0.001497807
27/07/2012,46.77,0.015731388
26/07/2012,46.04,0.01664515
25/07/2012,45.28,0
24/07/2012,45.28,-0.007042283
23/07/2012,45.6,-0.017607237
20/07/2012,46.41,-0.005157974
19/07/2012,46.65,-0.020579914
18/07/2012,47.62,0.013956666
17/07/2012,46.96,-0.000638638
16/07/2012,46.99,-0.006786877
13/07/2012,47.31,0.022011787
12/07/2012,46.28,-0.009676454
11/07/2012,46.73,-0.002778076
10/07/2012,46.86,-0.01587839
09/07/2012,47.61,-0.001049648
06/07/2012,47.66,-0.001886595
05/07/2012,47.75,-0.017644464
03/07/2012,48.6,0.016807118
02/07/2012,47.79,0.016243369
29/06/2012,47.02,0.008757933
28/06/2012,46.61,-0.00705508
27/06/2012,46.94,0.016539954
26/06/2012,46.17,-0.002595719
25/06/2012,46.29,-0.022429649
22/06/2012,47.34,-0.002320921
21/06/2012,47.45,-0.019823289
20/06/2012,48.4,0.010801933
19/06/2012,47.88,0.00881063
18/06/2012,47.46,-0.004415018
15/06/2012,47.67,0.019060297
14/06/2012,46.77,0.01312835
13/06/2012,46.16,-0.03533034
12/06/2012,47.82,0.016233096
11/06/2012,47.05,-0.012461878
08/06/2012,47.64,0.005472546
07/06/2012,47.38,0.015098639
06/06/2012,46.67,0.022097953
05/06/2012,45.65,-0.002188185
04/06/2012,45.75,-0.011085865
01/06/2012,46.26,-0.031282474
31/05/2012,47.73,-0.002510987
30/05/2012,47.85,-0.021092593
29/05/2012,48.87,0.0179627
25/05/2012,48,-0.008298803
24/05/2012,48.4,0.024894079
23/05/2012,47.21,0.007014589
22/05/2012,46.88,-0.00042653
21/05/2012,46.9,0.021988383
18/05/2012,45.88,-0.017714872
17/05/2012,46.7,-0.011708489
16/05/2012,47.25,0.005517841
15/05/2012,46.99,-0.015625318
14/05/2012,47.73,0.000838399
11/05/2012,47.69,-0.004184982
10/05/2012,47.89,0.016421422
09/05/2012,47.11,0.002976193
08/05/2012,46.97,-0.020649701
07/05/2012,47.95,-0.006237026
04/05/2012,48.25,-0.01583255
03/05/2012,49.02,0.032973438
02/05/2012,47.43,0.01743983
01/05/2012,46.61,0.004731192
30/04/2012,46.39,-0.020905198
27/04/2012,47.37,-0.001476638
26/04/2012,47.44,0.010808625
25/04/2012,46.93,0.017193632
24/04/2012,46.13,-0.005620421
23/04/2012,46.39,-0.019003454
20/04/2012,47.28,0.000423101
19/04/2012,47.26,-0.000423101
18/04/2012,47.28,0.002753364
17/04/2012,47.15,0.01603455
16/04/2012,46.4,-0.008156302
13/04/2012,46.78,-0.006392521
12/04/2012,47.08,0.014548823
11/04/2012,46.4,0.003454235
10/04/2012,46.24,-0.010969031
09/04/2012,46.75,-0.010850016
05/04/2012,47.26,0.018364813
04/04/2012,46.4,-0.012209641
03/04/2012,46.97,-0.003612797
02/04/2012,47.14,-0.006765353
30/03/2012,47.46,0.002531647
29/03/2012,47.34,0.003597507
28/03/2012,47.17,-0.010124533
27/03/2012,47.65,0.012246775
26/03/2012,47.07,0.009177313
23/03/2012,46.64,-0.000857265
22/03/2012,46.68,-0.009593934
21/03/2012,47.13,-0.011392528
20/03/2012,47.67,-0.016436446
19/03/2012,48.46,0.017485874
16/03/2012,47.62,0.01097984
15/03/2012,47.1,-0.008035569
14/03/2012,47.48,-0.011517246
13/03/2012,48.03,0.010254354
12/03/2012,47.54,-0.005244951
09/03/2012,47.79,-0.010615148
08/03/2012,48.3,0.018176621
07/03/2012,47.43,0.004013949
06/03/2012,47.24,-0.025704059
05/03/2012,48.47,-0.000206292
02/03/2012,48.48,-0.007193536
01/03/2012,48.83,0.024252406
29/02/2012,47.66,0.010546396
28/02/2012,47.16,0.0055284
27/02/2012,46.9,-0.01165885
24/02/2012,47.45,-0.000842638
23/02/2012,47.49,-0.005878665
22/02/2012,47.77,-0.012688678
21/02/2012,48.38,-0.006387165
17/02/2012,48.69,-0.004303726
16/02/2012,48.9,0.008832347
15/02/2012,48.47,-0.011691242
14/02/2012,49.04,-0.007111683
13/02/2012,49.39,0.00344793
10/02/2012,49.22,-0.003245439
09/02/2012,49.38,0.000202532
08/02/2012,49.37,0.011612639
07/02/2012,48.8,0.001640689
06/02/2012,48.72,0.007416598
03/02/2012,48.36,0.035143017
02/02/2012,46.69,-0.005979091
01/02/2012,46.97,-0.001489204
31/01/2012,47.04,-0.018117201
30/01/2012,47.9,0.001671542
27/01/2012,47.82,-0.003965361
26/01/2012,48.01,-0.007056899
25/01/2012,48.35,0.007265211
24/01/2012,48,0.005221944
23/01/2012,47.75,0.002516252
20/01/2012,47.63,-0.019749109
19/01/2012,48.58,0.010761693
18/01/2012,48.06,0.010458158
17/01/2012,47.56,0.014187639
13/01/2012,46.89,-0.021102281
12/01/2012,47.89,0.012819341
11/01/2012,47.28,0.007430243
10/01/2012,46.93,0.007056589
09/01/2012,46.6,-0.018075984
06/01/2012,47.45,0.010167425
05/01/2012,46.97,0.023043983
04/01/2012,45.9,-0.000217841
03/01/2012,45.91,0.010950613
30/12/2011,45.41,-0.012039108
29/12/2011,45.96,0.019776518
28/12/2011,45.06,-0.004207735
27/12/2011,45.25,-0.000662764
23/12/2011,45.28,0.010434105
22/12/2011,44.81,0.024396963
21/12/2011,43.73,0.000686263
20/12/2011,43.7,0.037775534
19/12/2011,42.08,-0.016030518
16/12/2011,42.76,-0.005131805
15/12/2011,42.98,0.014058338
14/12/2011,42.38,-0.014523563
13/12/2011,43,-0.004871834
12/12/2011,43.21,-0.020841244
09/12/2011,44.12,0.024550964
08/12/2011,43.05,-0.022736081
07/12/2011,44.04,0.028326592
06/12/2011,42.81,0.016011644
05/12/2011,42.13,-0.011798155
02/12/2011,42.63,-0.011428696
01/12/2011,43.12,-0.037327957
30/11/2011,44.76,0.048991257
29/11/2011,42.62,-0.003279459
28/11/2011,42.76,0.027262563
25/11/2011,41.61,-0.003598421
23/11/2011,41.76,-0.029958603
22/11/2011,43.03,-0.01109325
21/11/2011,43.51,-0.021374165
18/11/2011,44.45,-0.005384801
17/11/2011,44.69,-0.006912727
16/11/2011,45,-0.005982072
15/11/2011,45.27,0.004871577
14/11/2011,45.05,0.003335189
11/11/2011,44.9,0.029151313
10/11/2011,43.61,0.078935013
09/11/2011,40.3,-0.047252885
08/11/2011,42.25,0.004507184
07/11/2011,42.06,0.020901662
04/11/2011,41.19,-0.004360472
03/11/2011,41.37,-0.032111214
02/11/2011,42.72,0.013669786
01/11/2011,42.14,-0.03977731
31/10/2011,43.85,-0.023440334
28/10/2011,44.89,-0.015473341
27/10/2011,45.59,0.035726059
26/10/2011,43.99,0.021135636
25/10/2011,43.07,-0.021362935
24/10/2011,44,0.009591304
21/10/2011,43.58,0.030047678
20/10/2011,42.29,-0.010818544
19/10/2011,42.75,-0.009081446
18/10/2011,43.14,0.023215957
17/10/2011,42.15,-0.026917951
14/10/2011,43.3,0.017942926
13/10/2011,42.53,-0.007029082
12/10/2011,42.83,0.001401869
11/10/2011,42.77,0.004687142
10/10/2011,42.57,0.058776436
07/10/2011,40.14,-0.006951369
06/10/2011,40.42,0.031413564
05/10/2011,39.17,0.028747286
04/10/2011,38.06,0.037477619
03/10/2011,36.66,-0.055186416
30/09/2011,38.74,-0.057430848
29/09/2011,41.03,0.007829744
28/09/2011,40.71,-0.017772835
27/09/2011,41.44,0.020971264
26/09/2011,40.58,-0.002461237
23/09/2011,40.68,-0.013914542
22/09/2011,41.25,-0.095860992
21/09/2011,45.4,-0.028017904
20/09/2011,46.69,-0.007255687
19/09/2011,47.03,0.002768021
16/09/2011,46.9,0.011364977
15/09/2011,46.37,0.022463053
14/09/2011,45.34,0.013545228
13/09/2011,44.73,0.019185782
12/09/2011,43.88,0.008238033
09/09/2011,43.52,-0.035661644
08/09/2011,45.1,-0.022581251
07/09/2011,46.13,0.025245551
06/09/2011,44.98,-0.007089086
02/09/2011,45.3,-0.036414947
01/09/2011,46.98,-0.026466573
31/08/2011,48.24,0.012096081
30/08/2011,47.66,0.008005099
29/08/2011,47.28,0.036618349
26/08/2011,45.58,0.03937869
25/08/2011,43.82,-0.020330495
24/08/2011,44.72,0.012827902
23/08/2011,44.15,0.058531683
22/08/2011,41.64,0.018664946
19/08/2011,40.87,-0.029888945
18/08/2011,42.11,-0.076987427
17/08/2011,45.48,0.008168717
16/08/2011,45.11,-0.015398456
15/08/2011,45.81,-0.005659571
12/08/2011,46.07,-0.003466959
11/08/2011,46.23,0.075689948
10/08/2011,42.86,-0.026477891
09/08/2011,44.01,0.0718209
08/08/2011,40.96,-0.092509742
05/08/2011,44.93,0.018645941
04/08/2011,44.1,-0.062836393
03/08/2011,46.96,0.027197878
02/08/2011,45.7,-0.053675575
01/08/2011,48.22,-0.004139079
29/07/2011,48.42,-0.009455363
28/07/2011,48.88,-0.008352906
27/07/2011,49.29,-0.028599089
26/07/2011,50.72,0.0003944
25/07/2011,50.7,-0.003937013
22/07/2011,50.9,-0.007827829
21/07/2011,51.3,0.025467767
20/07/2011,50.01,-0.005980879
19/07/2011,50.31,0.018051032
18/07/2011,49.41,-0.025181187
15/07/2011,50.67,0.004946098
14/07/2011,50.42,-0.000793021
13/07/2011,50.46,0.007159935
12/07/2011,50.1,-0.011510347
11/07/2011,50.68,-0.028592826
08/07/2011,52.15,-0.00287219
07/07/2011,52.3,0.006522179
06/07/2011,51.96,0.000192474
05/07/2011,51.95,0.001155624
01/07/2011,51.89,0.017300461
30/06/2011,51,0.009258413
29/06/2011,50.53,0.006153866
28/06/2011,50.22,0.029913306
27/06/2011,48.74,0.016967094
24/06/2011,47.92,0.000835073
23/06/2011,47.88,-0.015953928
22/06/2011,48.65,-0.005534502
21/06/2011,48.92,0.024207244
20/06/2011,47.75,0.006302542
17/06/2011,47.45,0.00804067
16/06/2011,47.07,-0.010566455
15/06/2011,47.57,-0.010871945
14/06/2011,48.09,0.01952818
13/06/2011,47.16,-0.020359608
10/06/2011,48.13,-0.016893686
09/06/2011,48.95,0.011712864
08/06/2011,48.38,-0.003713642
07/06/2011,48.56,-0.013093477
06/06/2011,49.2,-0.006281046
03/06/2011,49.51,-0.01722109
02/06/2011,50.37,-0.005148526
01/06/2011,50.63,0.004354718
31/05/2011,50.41,0.006767542
27/05/2011,50.07,0.002399521
26/05/2011,49.95,0
25/05/2011,49.95,0.00020022
24/05/2011,49.94,-0.001000701
23/05/2011,49.99,-0.025672816
20/05/2011,51.29,-0.002725858
19/05/2011,51.43,0.007416115
18/05/2011,51.05,0.029016344
17/05/2011,49.59,0.007286007
16/05/2011,49.23,-0.01391853
13/05/2011,49.92,-0.011155494
12/05/2011,50.48,-0.007499542
11/05/2011,50.86,-0.014444912
10/05/2011,51.6,0.007977472
09/05/2011,51.19,0.017141588
06/05/2011,50.32,0.000994135
05/05/2011,50.27,-0.000994135
04/05/2011,50.32,-0.005944143
03/05/2011,50.62,-0.002170696
02/05/2011,50.73,-0.008440525
29/04/2011,51.16,0.010413691
28/04/2011,50.63,0.035789907
27/04/2011,48.85,0.010288157
26/04/2011,48.35,0.005184045
25/04/2011,48.1,-0.003320883
21/04/2011,48.26,0.009995918
20/04/2011,47.78,0.004825353
19/04/2011,47.55,0.00315956
18/04/2011,47.4,-0.005050516
15/04/2011,47.64,0.012887049
14/04/2011,47.03,-0.006358648
13/04/2011,47.33,-0.001899737
12/04/2011,47.42,0.002322391
11/04/2011,47.31,-0.001056301
08/04/2011,47.36,0.004443981
07/04/2011,47.15,-0.004443981
06/04/2011,47.36,-0.00295172
05/04/2011,47.5,-0.000210504
04/04/2011,47.51,0.007606206
01/04/2011,47.15,0.013451681
31/03/2011,46.52,-0.010265274
30/03/2011,47,0.015653799
29/03/2011,46.27,0.017221134
28/03/2011,45.48,0.012834874
25/03/2011,44.9,-0.004666157
24/03/2011,45.11,0.011594333
23/03/2011,44.59,-0.00581397
22/03/2011,44.85,0.003797614
21/03/2011,44.68,0.01647335
18/03/2011,43.95,0.006162293
17/03/2011,43.68,0.009199697
16/03/2011,43.28,-0.008741717
15/03/2011,43.66,-0.01093405
14/03/2011,44.14,-0.023509423
11/03/2011,45.19,-0.008373782
10/03/2011,45.57,-0.013080631
09/03/2011,46.17,-0.001298701
08/03/2011,46.23,0.001515316
07/03/2011,46.16,-0.008198536
04/03/2011,46.54,0.00884866
03/03/2011,46.13,0.039350789
02/03/2011,44.35,-0.004050411
01/03/2011,44.53,-0.002915127
28/02/2011,44.66,0.000447928
25/02/2011,44.64,0.015805251
24/02/2011,43.94,0.003876416
23/02/2011,43.77,-0.010680706
22/02/2011,44.24,-0.028082969
18/02/2011,45.5,-0.003291281
17/02/2011,45.65,0.000438212
16/02/2011,45.63,0.004172621
15/02/2011,45.44,0.003969134
14/02/2011,45.26,0.002654869
11/02/2011,45.14,0.008677327
10/02/2011,44.75,-0.005571045
09/02/2011,45,0.01342302
08/02/2011,44.4,0.003836178
07/02/2011,44.23,0.008400549
04/02/2011,43.86,0.00709304
03/02/2011,43.55,-0.00959788
02/02/2011,43.97,0.024169665
01/02/2011,42.92,0.032440396
31/01/2011,41.55,0.000240703
28/01/2011,41.54,-0.023082524
27/01/2011,42.51,0.007556116
26/01/2011,42.19,-0.00732085
