Date,Close,CTXS
29/05/2013,64.24,-0.004504162
28/05/2013,64.53,0.017193296
24/05/2013,63.43,-0.003462389
23/05/2013,63.65,-0.011869576
22/05/2013,64.41,-0.029976247
21/05/2013,66.37,0.002715753
20/05/2013,66.19,-0.00977231
17/05/2013,66.84,0.000149622
16/05/2013,66.83,0.025152841
15/05/2013,65.17,-0.009620598
14/05/2013,65.8,0
13/05/2013,65.8,-0.011483958
10/05/2013,66.56,0.015290586
09/05/2013,65.55,0.015063304
08/05/2013,64.57,0.006993579
07/05/2013,64.12,-0.000779484
06/05/2013,64.17,0.010653399
03/05/2013,63.49,0.01188321
02/05/2013,62.74,0.008483444
01/05/2013,62.21,0.000804052
30/04/2013,62.16,0.000160888
29/04/2013,62.15,0.005647453
26/04/2013,61.8,-0.018278527
25/04/2013,62.94,-0.072313272
24/04/2013,67.66,-0.002361973
23/04/2013,67.82,0.009928214
22/04/2013,67.15,-0.000297796
19/04/2013,67.17,-0.002379183
18/04/2013,67.33,-0.025514581
17/04/2013,69.07,-0.028966854
16/04/2013,71.1,0.03056071
15/04/2013,68.96,-0.020524581
12/04/2013,70.39,0.018062418
11/04/2013,69.13,0.005512053
10/04/2013,68.75,0.022505914
09/04/2013,67.22,-0.012124945
08/04/2013,68.04,-0.01256041
05/04/2013,68.9,-0.011974463
04/04/2013,69.73,-0.010272597
03/04/2013,70.45,-0.014934062
02/04/2013,71.51,0.001119351
01/04/2013,71.43,-0.010029336
28/03/2013,72.15,0.010449416
27/03/2013,71.4,0.005758847
26/03/2013,70.99,0.012473585
25/03/2013,70.11,-0.012755275
22/03/2013,71.01,-0.013984286
21/03/2013,72.01,-0.007608808
20/03/2013,72.56,0.017517478
19/03/2013,71.3,-0.012405205
18/03/2013,72.19,-0.021921689
15/03/2013,73.79,-0.018262895
14/03/2013,75.15,0.008016075
13/03/2013,74.55,0.0067295
12/03/2013,74.05,-0.008069983
11/03/2013,74.65,0.002951438
08/03/2013,74.43,0.002286638
07/03/2013,74.26,-0.00094219
06/03/2013,74.33,0.006614049
05/03/2013,73.84,0.012949135
04/03/2013,72.89,0.021213967
01/03/2013,71.36,0.006467055
28/02/2013,70.9,-0.001972665
27/02/2013,71.04,0.003949229
26/02/2013,70.76,-0.006339389
25/02/2013,71.21,-0.023592546
22/02/2013,72.91,0.020927934
21/02/2013,71.4,-0.010726578
20/02/2013,72.17,-0.017716593
19/02/2013,73.46,0.011500674
15/02/2013,72.62,0.008435368
14/02/2013,72.01,-0.00526317
13/02/2013,72.39,-0.016440979
12/02/2013,73.59,0.016302848
11/02/2013,72.4,-0.007019504
08/02/2013,72.91,0.014227742
07/02/2013,71.88,-0.010655328
06/02/2013,72.65,-0.009043635
05/02/2013,73.31,0.008630782
04/02/2013,72.68,-0.018404173
01/02/2013,74.03,0.011821593
31/01/2013,73.16,0.088254756
30/01/2013,66.98,-0.025791718
29/01/2013,68.73,-0.03825213
28/01/2013,71.41,-0.00195859
25/01/2013,71.55,0.030077455
24/01/2013,69.43,0.008388826
23/01/2013,68.85,0.018766128
22/01/2013,67.57,-0.001183257
18/01/2013,67.65,-0.014090942
17/01/2013,68.61,-0.003782373
16/01/2013,68.87,-0.012266551
15/01/2013,69.72,-0.014099785
14/01/2013,70.71,-0.010690776
11/01/2013,71.47,0.0139488
10/01/2013,70.48,-0.003823555
09/01/2013,70.75,0.032902903
08/01/2013,68.46,0.004391751
07/01/2013,68.16,0.023904338
04/01/2013,66.55,0.010270442
03/01/2013,65.87,-0.034321483
02/01/2013,68.17,0.038124058
31/12/2012,65.62,0.020320896
28/12/2012,64.3,-0.012825641
27/12/2012,65.13,-0.00566487
26/12/2012,65.5,0.003058106
24/12/2012,65.3,-0.012932854
21/12/2012,66.15,0.008806616
20/12/2012,65.57,-0.013331511
19/12/2012,66.45,-0.011669791
18/12/2012,67.23,0.015741274
17/12/2012,66.18,0.017683388
14/12/2012,65.02,0.011446374
13/12/2012,64.28,0.004678006
12/12/2012,63.98,-0.024700237
11/12/2012,65.58,0.047144675
10/12/2012,62.56,0.008507957
07/12/2012,62.03,0.03244059
06/12/2012,60.05,0.002501043
05/12/2012,59.9,-0.018525174
04/12/2012,61.02,0.012699107
03/12/2012,60.25,-0.014990809
30/11/2012,61.16,-0.022472856
29/11/2012,62.55,0.027554417
28/11/2012,60.85,0.009411446
27/11/2012,60.28,-0.030872195
26/11/2012,62.17,0.006454759
23/11/2012,61.77,-0.00210237
21/11/2012,61.9,0.0285125
20/11/2012,60.16,-0.016485701
19/11/2012,61.16,0.032402935
16/11/2012,59.21,0.024620837
15/11/2012,57.77,0.007471149
14/11/2012,57.34,-0.010236925
13/11/2012,57.93,-0.023205273
12/11/2012,59.29,-0.014733232
09/11/2012,60.17,-0.00646072
08/11/2012,60.56,-0.02511138
07/11/2012,62.1,-0.035746333
06/11/2012,64.36,0.022628244
05/11/2012,62.92,0.002386826
02/11/2012,62.77,-0.015021233
01/11/2012,63.72,0.030918798
31/10/2012,61.78,-0.016693807
26/10/2012,62.82,-0.004288784
25/10/2012,63.09,-0.015570024
24/10/2012,64.08,0.004222385
23/10/2012,63.81,-0.001409444
22/10/2012,63.9,-0.004060602
19/10/2012,64.16,-0.011621731
18/10/2012,64.91,-0.00215451
17/10/2012,65.05,-0.053864927
16/10/2012,68.65,0.027467763
15/10/2012,66.79,-0.013532811
12/10/2012,67.7,0.001182383
11/10/2012,67.62,-0.015845402
10/10/2012,68.7,0.008184787
09/10/2012,68.14,-0.035465732
08/10/2012,70.6,-0.013645847
05/10/2012,71.57,-0.042134532
04/10/2012,74.65,-0.007473677
03/10/2012,75.21,-0.003715996
02/10/2012,75.49,-0.005284726
01/10/2012,75.89,-0.008397897
28/09/2012,76.53,0.009320711
27/09/2012,75.82,0.021463198
26/09/2012,74.21,-0.014182737
25/09/2012,75.27,-0.022723773
24/09/2012,77,-0.052986665
21/09/2012,81.19,-0.00049255
20/09/2012,81.23,-0.001230315
19/09/2012,81.33,0.00715699
18/09/2012,80.75,-0.00568043
17/09/2012,81.21,-0.006505086
14/09/2012,81.74,0.017649332
13/09/2012,80.31,0.000373622
12/09/2012,80.28,0.001246417
11/09/2012,80.18,-0.001993522
10/09/2012,80.34,-0.003106943
07/09/2012,80.59,-0.014291237
06/09/2012,81.75,0.051840684
05/09/2012,77.62,-0.004883701
04/09/2012,78,0.003982278
31/08/2012,77.69,0.009180901
30/08/2012,76.98,-0.012778489
29/08/2012,77.97,0.01199937
28/08/2012,77.04,-0.001686013
27/08/2012,77.17,0.002205359
24/08/2012,77,-0.00064914
23/08/2012,77.05,-0.008143262
22/08/2012,77.68,0.005421467
21/08/2012,77.26,0.006492686
20/08/2012,76.76,-0.017050271
17/08/2012,78.08,0.015878472
16/08/2012,76.85,0.023567676
15/08/2012,75.06,-0.005447433
14/08/2012,75.47,-0.006734921
13/08/2012,75.98,-0.003678407
10/08/2012,76.26,0.009353866
09/08/2012,75.55,0.031052969
08/08/2012,73.24,-0.015176443
07/08/2012,74.36,0.022714339
06/08/2012,72.69,0.00344519
03/08/2012,72.44,0.042727684
02/08/2012,69.41,0.001153236
01/08/2012,69.33,-0.047188531
31/07/2012,72.68,-0.007812004
30/07/2012,73.25,-0.06039171
27/07/2012,77.81,0.047236302
26/07/2012,74.22,-0.01192005
25/07/2012,75.11,-0.021729965
24/07/2012,76.76,-0.013072082
23/07/2012,77.77,-0.037602209
20/07/2012,80.75,-0.023014849
19/07/2012,82.63,0.013892497
18/07/2012,81.49,0.062144367
17/07/2012,76.58,0.002745997
16/07/2012,76.37,-0.003398696
13/07/2012,76.63,0.008650119
12/07/2012,75.97,0.010453287
11/07/2012,75.18,-0.012688513
10/07/2012,76.14,-0.005500996
09/07/2012,76.56,-0.01155782
06/07/2012,77.45,-0.078561749
05/07/2012,83.78,-0.021724585
03/07/2012,85.62,0.019221157
02/07/2012,83.99,0.000595486
29/06/2012,83.94,0.071856152
28/06/2012,78.12,-0.030259495
27/06/2012,80.52,0.008982096
26/06/2012,79.8,0.019870299
25/06/2012,78.23,-0.0241219
22/06/2012,80.14,0.026425458
21/06/2012,78.05,-0.03574056
20/06/2012,80.89,-0.000988509
19/06/2012,80.97,0.006442842
18/06/2012,80.45,0.004110363
15/06/2012,80.12,0.042972124
14/06/2012,76.75,0.011795681
13/06/2012,75.85,-0.012056233
12/06/2012,76.77,0.020928701
11/06/2012,75.18,-0.025477412
08/06/2012,77.12,0.015814222
07/06/2012,75.91,-0.013607432
06/06/2012,76.95,0.043424468
05/06/2012,73.68,0.019183926
04/06/2012,72.28,0.020829718
01/06/2012,70.79,-0.031836984
31/05/2012,73.08,-0.011969675
30/05/2012,73.96,-0.02536513
29/05/2012,75.86,0.005684462
25/05/2012,75.43,-0.003440977
24/05/2012,75.69,-0.048230079
23/05/2012,79.43,0.009868501
22/05/2012,78.65,0.011509078
21/05/2012,77.75,0.038413322
18/05/2012,74.82,-0.005597776
17/05/2012,75.24,-0.025068574
16/05/2012,77.15,-0.021161418
15/05/2012,78.8,0.007771235
14/05/2012,78.19,-0.016111988
11/05/2012,79.46,0.014067782
10/05/2012,78.35,-0.043824502
09/05/2012,81.86,0.003548924
08/05/2012,81.57,-0.016655908
07/05/2012,82.94,0.001085711
04/05/2012,82.85,-0.030665583
03/05/2012,85.43,-0.020965614
02/05/2012,87.24,-0.000687522
01/05/2012,87.3,0.019548364
30/04/2012,85.61,-0.00198378
27/04/2012,85.78,-0.011359807
26/04/2012,86.76,0.117134905
25/04/2012,77.17,0.034943235
24/04/2012,74.52,-0.030787924
23/04/2012,76.85,-0.012028859
20/04/2012,77.78,-0.005385319
19/04/2012,78.2,0.000255787
18/04/2012,78.18,0.002689723
17/04/2012,77.97,0.031397095
16/04/2012,75.56,0.005840208
13/04/2012,75.12,0.003467132
12/04/2012,74.86,0.010879162
11/04/2012,74.05,0.004602066
10/04/2012,73.71,-0.027563961
09/04/2012,75.77,-0.032589707
05/04/2012,78.28,0.003326938
04/04/2012,78.02,-0.018540214
03/04/2012,79.48,-0.005896022
02/04/2012,79.95,0.013093477
30/03/2012,78.91,0.00673917
29/03/2012,78.38,-0.000255135
28/03/2012,78.4,-0.012170536
27/03/2012,79.36,-0.014262721
26/03/2012,80.5,0.03565936
23/03/2012,77.68,-0.009991117
22/03/2012,78.46,-0.000127445
21/03/2012,78.47,0.021381546
20/03/2012,76.81,-0.017934808
19/03/2012,78.2,0
16/03/2012,78.2,-0.012580381
15/03/2012,79.19,0.012069002
14/03/2012,78.24,-0.018614023
13/03/2012,79.71,0.031736558
12/03/2012,77.22,0.012378815
09/03/2012,76.27,0.013463773
08/03/2012,75.25,0.046652915
07/03/2012,71.82,0
06/03/2012,71.82,-0.023258463
05/03/2012,73.51,-0.025783622
02/03/2012,75.43,-0.010943481
01/03/2012,76.26,0.02013313
29/02/2012,74.74,-0.001470687
28/02/2012,74.85,-0.005196894
27/02/2012,75.24,0.00106383
24/02/2012,75.16,0.018531482
23/02/2012,73.78,0.00611789
22/02/2012,73.33,-0.003946926
21/02/2012,73.62,-0.015500007
17/02/2012,74.77,-0.010377954
16/02/2012,75.55,0.018569767
15/02/2012,74.16,0.00391813
14/02/2012,73.87,0.003390064
13/02/2012,73.62,0.029778875
10/02/2012,71.46,-0.00725045
09/02/2012,71.98,0.009351733
08/02/2012,71.31,0.00873245
07/02/2012,70.69,0.017697051
06/02/2012,69.45,0.009694064
03/02/2012,68.78,0.022049989
02/02/2012,67.28,0.011210042
01/02/2012,66.53,0.020193505
31/01/2012,65.2,0.002457004
30/01/2012,65.04,-0.001536335
27/01/2012,65.14,0.00215153
26/01/2012,65,-0.039368631
25/01/2012,67.61,-0.00339609
24/01/2012,67.84,-0.004118864
23/01/2012,68.12,0
20/01/2012,68.12,-0.018327786
19/01/2012,69.38,0.02658255
18/01/2012,67.56,0.028373892
17/01/2012,65.67,0.012565289
13/01/2012,64.85,-0.009056782
12/01/2012,65.44,0.005670079
11/01/2012,65.07,0.014863256
10/01/2012,64.11,0.028638932
09/01/2012,62.3,0.004504512
06/01/2012,62.02,-0.025942411
05/01/2012,63.65,0.028363915
04/01/2012,61.87,-0.001453606
03/01/2012,61.96,0.020215882
30/12/2011,60.72,-0.010159026
29/12/2011,61.34,0.009171371
28/12/2011,60.78,-0.019550965
27/12/2011,61.98,-0.000967586
23/12/2011,62.04,0.011673284
22/12/2011,61.32,0.047763294
21/12/2011,58.46,-0.080805595
20/12/2011,63.38,0.029786029
19/12/2011,61.52,-0.040769978
16/12/2011,64.08,0.002969448
15/12/2011,63.89,-0.00062588
14/12/2011,63.93,-0.037456412
13/12/2011,66.37,-0.035958598
12/12/2011,68.8,-0.035131415
09/12/2011,71.26,0.020414659
08/12/2011,69.82,-0.032688174
07/12/2011,72.14,-0.014996498
06/12/2011,73.23,0.003008755
05/12/2011,73.01,0.031019943
02/12/2011,70.78,-0.008020869
01/12/2011,71.35,-0.00056046
30/11/2011,71.39,0.073817088
29/11/2011,66.31,-0.0308859
28/11/2011,68.39,0.059026616
25/11/2011,64.47,-0.015544753
23/11/2011,65.48,-0.040259833
22/11/2011,68.17,-0.011086912
21/11/2011,68.93,-0.023088428
18/11/2011,70.54,-0.026716744
17/11/2011,72.45,-0.038450655
16/11/2011,75.29,-0.008727905
15/11/2011,75.95,0.018202854
14/11/2011,74.58,0.007942426
11/11/2011,73.99,0.039983269
10/11/2011,71.09,0.004370205
09/11/2011,70.78,-0.048265262
08/11/2011,74.28,0.00933259
07/11/2011,73.59,-0.008659234
04/11/2011,74.23,-0.004033348
03/11/2011,74.53,0.04066547
02/11/2011,71.56,0.020470821
01/11/2011,70.11,-0.038062521
31/10/2011,72.83,-0.007387174
28/10/2011,73.37,-0.026628792
27/10/2011,75.35,0.159829236
26/10/2011,64.22,-0.016524197
25/10/2011,65.29,-0.012632388
24/10/2011,66.12,0.025736715
21/10/2011,64.44,0.006695237
20/10/2011,64.01,-0.002652315
19/10/2011,64.18,-0.004973588
18/10/2011,64.5,0.036149465
17/10/2011,62.21,-0.012936378
14/10/2011,63.02,0.010848862
13/10/2011,62.34,0.003535276
12/10/2011,62.12,0.015084221
11/10/2011,61.19,0.053540767
10/10/2011,58,0.05420133
07/10/2011,54.94,-0.012660686
06/10/2011,55.64,-0.005734783
05/10/2011,55.96,0
04/10/2011,55.96,0.055289078
03/10/2011,52.95,-0.029402937
30/09/2011,54.53,-0.041841097
29/09/2011,56.86,-0.013104058
28/09/2011,57.61,-0.005884406
27/09/2011,57.95,0.041757145
26/09/2011,55.58,0.045269919
23/09/2011,53.12,0.0176626
22/09/2011,52.19,-0.05244228
21/09/2011,55,0.002913331
20/09/2011,54.84,-0.021824295
19/09/2011,56.05,-0.038328254
16/09/2011,58.24,0.008449054
15/09/2011,57.75,0.020291058
14/09/2011,56.59,0.025956886
13/09/2011,55.14,0.007646132
12/09/2011,54.72,0.021053409
09/09/2011,53.58,-0.049696275
08/09/2011,56.31,-0.028880978
07/09/2011,57.96,0.031904547
06/09/2011,56.14,-0.021324273
02/09/2011,57.35,-0.034616205
01/09/2011,59.37,-0.017696622
31/08/2011,60.43,0.035712065
30/08/2011,58.31,0.009996636
29/08/2011,57.73,0.044632873
26/08/2011,55.21,0.025684773
25/08/2011,53.81,-0.02332735
24/08/2011,55.08,0.011320187
23/08/2011,54.46,0.050655656
22/08/2011,51.77,0.028606966
19/08/2011,50.31,-0.032270327
18/08/2011,51.96,-0.121965535
17/08/2011,58.7,-0.016222052
16/08/2011,59.66,-0.038795135
15/08/2011,62.02,0.020689831
12/08/2011,60.75,-0.016164937
11/08/2011,61.74,0.040828743
10/08/2011,59.27,-0.043416904
09/08/2011,61.9,0.061978527
08/08/2011,58.18,-0.101727247
05/08/2011,64.41,-0.014335506
04/08/2011,65.34,-0.080678234
03/08/2011,70.83,0.021549175
02/08/2011,69.32,-0.022113748
01/08/2011,70.87,-0.016374307
29/07/2011,72.04,-0.010769122
28/07/2011,72.82,0.026156193
27/07/2011,70.94,-0.049098895
26/07/2011,74.51,0.000402712
25/07/2011,74.48,-0.010551016
22/07/2011,75.27,0.018639494
21/07/2011,73.88,-0.018905169
20/07/2011,75.29,-0.028026979
19/07/2011,77.43,0.029489064
18/07/2011,75.18,-0.017013269
15/07/2011,76.47,0.027442565
14/07/2011,74.4,-0.019697203
13/07/2011,75.88,-0.006436804
12/07/2011,76.37,-0.036260079
11/07/2011,79.19,-0.046749587
08/07/2011,82.98,0.003500939
07/07/2011,82.69,0.005700094
06/07/2011,82.22,0.01420896
05/07/2011,81.06,0.003460211
01/07/2011,80.78,0.009702775
30/06/2011,80,0.021479032
29/06/2011,78.3,-0.012690526
28/06/2011,79.3,0.004550058
27/06/2011,78.94,0.034801811
24/06/2011,76.24,-0.011865319
23/06/2011,77.15,0.013703314
22/06/2011,76.1,-0.014480717
21/06/2011,77.21,0.031844796
20/06/2011,74.79,0.008054816
17/06/2011,74.19,-0.02160084
16/06/2011,75.81,-0.021014935
15/06/2011,77.42,-0.051848552
14/06/2011,81.54,0.021570193
13/06/2011,79.8,-0.002628122
10/06/2011,80.01,-0.018328686
09/06/2011,81.49,0.014586167
08/06/2011,80.31,-0.020581169
07/06/2011,81.98,-0.002071529
06/06/2011,82.15,-0.017018092
03/06/2011,83.56,-0.029944475
02/06/2011,86.1,0.014860158
01/06/2011,84.83,-0.032360029
31/05/2011,87.62,0.005263772
27/05/2011,87.16,0.008873582
26/05/2011,86.39,0.046801172
25/05/2011,82.44,0.009628937
24/05/2011,81.65,-0.005496197
23/05/2011,82.1,-0.026206572
20/05/2011,84.28,0.01482217
19/05/2011,83.04,0.002773592
18/05/2011,82.81,0.015209881
17/05/2011,81.56,0.005162888
16/05/2011,81.14,-0.031421278
13/05/2011,83.73,-0.002981339
12/05/2011,83.98,0.019721659
11/05/2011,82.34,-0.018649401
10/05/2011,83.89,0.027187079
09/05/2011,81.64,-0.001468789
06/05/2011,81.76,0.008105165
05/05/2011,81.1,0.006308389
04/05/2011,80.59,-0.010123543
03/05/2011,81.41,-0.014027186
02/05/2011,82.56,-0.021330947
29/04/2011,84.34,-0.012138503
28/04/2011,85.37,0.09246779
27/04/2011,77.83,0.008257046
26/04/2011,77.19,-0.008770855
25/04/2011,77.87,0.019450821
21/04/2011,76.37,0.006436804
20/04/2011,75.88,0.044325974
19/04/2011,72.59,-0.002064268
18/04/2011,72.74,-0.023370629
15/04/2011,74.46,0.005251476
14/04/2011,74.07,-0.009940974
13/04/2011,74.81,0.015627423
12/04/2011,73.65,-0.01629556
11/04/2011,74.86,0.019423324
08/04/2011,73.42,-0.009354098
07/04/2011,74.11,0.012628316
06/04/2011,73.18,-0.033195281
05/04/2011,75.65,0.003177548
04/04/2011,75.41,0.001991107
01/04/2011,75.26,0.024207745
31/03/2011,73.46,0.016747131
30/03/2011,72.24,0.030927402
29/03/2011,70.04,0.006158272
28/03/2011,69.61,-0.00758501
25/03/2011,70.14,-0.002847382
24/03/2011,70.34,0.035010085
23/03/2011,67.92,0.016028838
22/03/2011,66.84,-0.022047205
21/03/2011,68.33,0.025043911
18/03/2011,66.64,-0.016667052
17/03/2011,67.76,0.000295203
16/03/2011,67.74,-0.023345093
15/03/2011,69.34,-0.02450265
14/03/2011,71.06,-0.009523882
11/03/2011,71.74,0.018855209
10/03/2011,70.4,-0.033522692
09/03/2011,72.8,0.004267334
08/03/2011,72.49,0.017955803
07/03/2011,71.2,-0.009505243
04/03/2011,71.88,0.019385352
03/03/2011,70.5,0.008547061
02/03/2011,69.9,0.018773115
01/03/2011,68.6,-0.022485813
28/02/2011,70.16,-0.010915127
25/02/2011,70.93,0.038662572
24/02/2011,68.24,0.011792589
23/02/2011,67.44,-0.028648554
22/02/2011,69.4,-0.045491192
18/02/2011,72.63,0.00317176
17/02/2011,72.4,-0.000276205
16/02/2011,72.42,0.00720624
15/02/2011,71.9,-0.012027518
14/02/2011,72.77,0.041526516
11/02/2011,69.81,0.017047509
10/02/2011,68.63,0.051730517
09/02/2011,65.17,-0.00764296
08/02/2011,65.67,-0.010000083
07/02/2011,66.33,-0.001054773
04/02/2011,66.4,0.018544383
03/02/2011,65.18,-0.009163167
02/02/2011,65.78,0.01100592
01/02/2011,65.06,0.029322126
31/01/2011,63.18,-0.009138239
28/01/2011,63.76,-0.016642425
