Date,Close,FLR
27/04/2011,67.72,-0.01465872
26/04/2011,68.72,-0.007249561
25/04/2011,69.22,-0.002597029
21/04/2011,69.4,0.01626997
20/04/2011,68.28,0.012823523
19/04/2011,67.41,0.008491671
18/04/2011,66.84,-0.027884081
15/04/2011,68.73,0.028183348
14/04/2011,66.82,-0.010273298
13/04/2011,67.51,-0.006054807
12/04/2011,67.92,-0.033872105
11/04/2011,70.26,-0.006242926
08/04/2011,70.7,-0.015160313
07/04/2011,71.78,-0.011496768
06/04/2011,72.61,-0.012998746
05/04/2011,73.56,0.000543922
04/04/2011,73.52,0.008194528
01/04/2011,72.92,-0.010096961
31/03/2011,73.66,-0.020026205
30/03/2011,75.15,0.032319763
29/03/2011,72.76,0.003579792
28/03/2011,72.5,-0.020343387
25/03/2011,73.99,0.005420802
24/03/2011,73.59,0.029791198
23/03/2011,71.43,-0.0040517
22/03/2011,71.72,-0.004590674
21/03/2011,72.05,0.038771127
18/03/2011,69.31,0.002889758
17/03/2011,69.11,0.021204275
16/03/2011,67.66,-0.017144533
15/03/2011,68.83,-0.001741908
14/03/2011,68.95,0.001451379
11/03/2011,68.85,0.040761478
10/03/2011,66.1,-0.05030188
09/03/2011,69.51,-0.005022612
08/03/2011,69.86,0.006750474
07/03/2011,69.39,-0.027293805
04/03/2011,71.31,-0.001961334
03/03/2011,71.45,0.026951986
02/03/2011,69.55,0.009534889
01/03/2011,68.89,-0.02678284
28/02/2011,70.76,0.022871208
25/02/2011,69.16,0.006527912
24/02/2011,68.71,0.004668134
23/02/2011,68.39,-0.03137851
22/02/2011,70.57,-0.05781161
18/02/2011,74.77,-0.011436295
17/02/2011,75.63,0.007432018
16/02/2011,75.07,0.023723986
15/02/2011,73.31,-0.012201887
14/02/2011,74.21,0.009341434
11/02/2011,73.52,0.029119562
10/02/2011,71.41,0.019657
