Date,Close,ETN
17/03/2011,51.35,0.020659859
16/03/2011,50.3,-0.014212636
15/03/2011,51.02,-0.00994645
14/03/2011,51.53,-0.001745032
11/03/2011,51.62,0.007388717
10/03/2011,51.24,-0.027525556
09/03/2011,52.67,-0.020483663
08/03/2011,53.76,0.013671905
07/03/2011,53.03,-0.024586822
04/03/2011,54.35,-0.027045845
03/03/2011,55.84,0.032026027
02/03/2011,54.08,0.009848635
01/03/2011,53.55,-0.726930456
28/02/2011,110.78,0.035371838
25/02/2011,106.93,0.019166899
24/02/2011,104.9,-0.005892993
23/02/2011,105.52,-0.017845876
22/02/2011,107.42,-0.032062836
18/02/2011,110.92,0.000450877
17/02/2011,110.87,-0.004858746
16/02/2011,111.41,0.013737225
15/02/2011,109.89,-0.016068228
14/02/2011,111.67,-0.006871653
11/02/2011,112.44,0.00454607
10/02/2011,111.93,0.010327423
09/02/2011,110.78,-0.003244415
