Date,Close,STX
20/10/2010,15.21,-0.002626397
19/10/2010,15.25,-0.042996677
18/10/2010,15.92,0.026091203
15/10/2010,15.51,0.200670695
14/10/2010,12.69,-0.00471699
13/10/2010,12.75,0.015014111
12/10/2010,12.56,0.020917899
11/10/2010,12.3,0.008163311
08/10/2010,12.2,0.027421743
07/10/2010,11.87,0.032537117
06/10/2010,11.49,-0.037579144
05/10/2010,11.93,0.038449845
04/10/2010,11.48,-0.018127385
01/10/2010,11.69,-0.007669403
30/09/2010,11.78,-0.019336458
29/09/2010,12.01,0.027005861
28/09/2010,11.69,0.012048339
27/09/2010,11.55,-0.006042314
24/09/2010,11.62,0.04668395
23/09/2010,11.09,-0.000901307
22/09/2010,11.1,-0.029296369
21/09/2010,11.43,0.0123241
20/09/2010,11.29,0.011581421
17/09/2010,11.16,-0.012466769
16/09/2010,11.3,-0.007933052
15/09/2010,11.39,0.024890174
14/09/2010,11.11,-0.011633241
13/09/2010,11.24,0.04457309
10/09/2010,10.75,-0.025713079
09/09/2010,11.03,-0.000906208
08/09/2010,11.04,0.018282045
07/09/2010,10.84,-0.030883472
03/09/2010,11.18,0.017140699
