Date,Close,STZ
28/02/2013,44.24,-0.00922495
27/02/2013,44.65,-0.001342883
26/02/2013,44.71,0.016689607
25/02/2013,43.97,0.000227454
22/02/2013,43.96,0.023010679
21/02/2013,42.96,0.027373111
20/02/2013,41.8,-0.034794295
19/02/2013,43.28,-0.002538365
15/02/2013,43.39,-0.008262613
14/02/2013,43.75,0.316512759
13/02/2013,31.88,0.012308819
12/02/2013,31.49,0.005413164
11/02/2013,31.32,-0.016780511
08/02/2013,31.85,0.008196767
07/02/2013,31.59,0.006988593
06/02/2013,31.37,0.014772266
05/02/2013,30.91,-0.020493833
04/02/2013,31.55,-0.035189681
01/02/2013,32.68,0.009840178
31/01/2013,32.36,-0.190988055
30/01/2013,39.17,-0.006362154
29/01/2013,39.42,0.019467828
28/01/2013,38.66,0.004147232
25/01/2013,38.5,0.019143105
24/01/2013,37.77,-0.003172088
23/01/2013,37.89,-0.005527057
22/01/2013,38.1,-0.016658376
18/01/2013,38.74,0.004916558
17/01/2013,38.55,-0.002590675
16/01/2013,38.65,0.059703313
15/01/2013,36.41,0.030111001
14/01/2013,35.33,-0.008455518
11/01/2013,35.63,-0.001402328
10/01/2013,35.68,-0.003916089
09/01/2013,35.82,-0.006677821
08/01/2013,36.06,-0.009659244
07/01/2013,36.41,-0.009294763
04/01/2013,36.75,0.001633987
03/01/2013,36.69,-0.023435416
02/01/2013,37.56,0.05951036
31/12/2012,35.39,0.029245203
28/12/2012,34.37,-0.013582061
27/12/2012,34.84,0.001436163
26/12/2012,34.79,-0.008016075
24/12/2012,35.07,-0.003700018
21/12/2012,35.2,-0.019412623
20/12/2012,35.89,0.012617579
19/12/2012,35.44,-0.008429384
18/12/2012,35.74,0.005330353
17/12/2012,35.55,0.007057192
14/12/2012,35.3,0.002836881
13/12/2012,35.2,-0.012141897
12/12/2012,35.63,-0.003641971
11/12/2012,35.76,0.000279681
10/12/2012,35.75,-0.006968669
07/12/2012,36,0
06/12/2012,36,0.010330959
05/12/2012,35.63,-0.006434489
04/12/2012,35.86,-0.001950133
03/12/2012,35.93,0.001392564
30/11/2012,35.88,0.003350087
29/11/2012,35.76,0.011248713
28/11/2012,35.36,0.015389303
27/11/2012,34.82,0.01213537
26/11/2012,34.4,-0.020429426
23/11/2012,35.11,0.020720166
21/11/2012,34.39,-0.008108935
20/11/2012,34.67,0.00144321
19/11/2012,34.62,0.013961832
16/11/2012,34.14,0.017134836
15/11/2012,33.56,-0.008013101
14/11/2012,33.83,-0.013505784
13/11/2012,34.29,-0.018205964
12/11/2012,34.92,-0.014216901
09/11/2012,35.42,0.015936592
08/11/2012,34.86,-0.025769513
07/11/2012,35.77,-0.016359716
06/11/2012,36.36,0.017758513
05/11/2012,35.72,-0.002516428
02/11/2012,35.81,0.000838106
01/11/2012,35.78,0.012373611
31/10/2012,35.34,-0.005924689
26/10/2012,35.55,-0.007287028
25/10/2012,35.81,0.022879123
24/10/2012,35,-0.007684683
23/10/2012,35.27,-0.007626078
22/10/2012,35.54,-0.003090324
19/10/2012,35.65,-0.018068594
18/10/2012,36.3,-0.016935668
17/10/2012,36.92,0.031364332
16/10/2012,35.78,0.006167667
15/10/2012,35.56,0.015873349
12/10/2012,35,-0.005698021
11/10/2012,35.2,-0.003403293
10/10/2012,35.32,0.015406867
09/10/2012,34.78,-0.044151695
08/10/2012,36.35,0.004135085
05/10/2012,36.2,0.041743229
04/10/2012,34.72,0.012170536
03/10/2012,34.3,0.026290098
02/10/2012,33.41,0.022398031
01/10/2012,32.67,0.009843205
28/09/2012,32.35,-0.007698267
27/09/2012,32.6,0.012967147
26/09/2012,32.18,0.0003108
25/09/2012,32.17,-0.021221771
24/09/2012,32.86,-0.012099361
21/09/2012,33.26,-0.014032175
20/09/2012,33.73,0.017043319
19/09/2012,33.16,0.010915815
18/09/2012,32.8,-0.004259209
17/09/2012,32.94,0.023031879
14/09/2012,32.19,-0.017552414
13/09/2012,32.76,0.008275909
12/09/2012,32.49,-0.009496166
11/09/2012,32.8,0.001220256
10/09/2012,32.76,-0.026804797
07/09/2012,33.65,-0.012110619
06/09/2012,34.06,0.026779345
05/09/2012,33.16,-0.001807774
04/09/2012,33.22,0.008464379
31/08/2012,32.94,0.003649639
30/08/2012,32.82,-0.000913659
29/08/2012,32.85,0.012559516
28/08/2012,32.44,-0.000308214
27/08/2012,32.45,-0.008286069
24/08/2012,32.72,0.013538668
23/08/2012,32.28,0.001550148
22/08/2012,32.23,0.000931243
21/08/2012,32.2,0.007481332
20/08/2012,31.96,-0.016754968
17/08/2012,32.5,0.017694083
16/08/2012,31.93,0.008807858
15/08/2012,31.65,0.031127172
14/08/2012,30.68,0.030781845
13/08/2012,29.75,-0.006366247
10/08/2012,29.94,0.003010539
09/08/2012,29.85,0.002012073
08/08/2012,29.79,0.004036332
07/08/2012,29.67,-0.008056438
06/08/2012,29.91,-0.00033428
03/08/2012,29.92,0.0284765
02/08/2012,29.08,0.000687995
01/08/2012,29.06,0.029686133
31/07/2012,28.21,-0.015476918
30/07/2012,28.65,-0.012831804
27/07/2012,29.02,0.010739753
26/07/2012,28.71,0.033649358
25/07/2012,27.76,-0.024552025
24/07/2012,28.45,0.005286356
23/07/2012,28.3,-0.0049348
20/07/2012,28.44,-0.024658308
19/07/2012,29.15,-0.006837633
18/07/2012,29.35,0.005809003
17/07/2012,29.18,0.00205832
16/07/2012,29.12,-0.005820938
13/07/2012,29.29,0.01895628
12/07/2012,28.74,0.039749733
11/07/2012,27.62,-0.001808646
10/07/2012,27.67,-0.001805381
09/07/2012,27.72,-0.026345418
06/07/2012,28.46,-0.004557414
05/07/2012,28.59,0.011963549
03/07/2012,28.25,-0.019629092
02/07/2012,28.81,0.062665926
29/06/2012,27.06,0.217983201
28/06/2012,21.76,0.000459664
27/06/2012,21.75,-0.020027979
26/06/2012,22.19,0.014983254
25/06/2012,21.86,0.120933005
22/06/2012,19.37,-0.006688988
21/06/2012,19.5,-0.017285636
20/06/2012,19.84,-0.002516991
19/06/2012,19.89,0.01112246
18/06/2012,19.67,0.000508518
15/06/2012,19.66,0.004077478
14/06/2012,19.58,0.024296879
13/06/2012,19.11,0.005246602
12/06/2012,19.01,0.015907016
11/06/2012,18.71,-0.023244575
08/06/2012,19.15,0.002090957
07/06/2012,19.11,-0.018663061
06/06/2012,19.47,0.018139912
05/06/2012,19.12,0.022746286
04/06/2012,18.69,-0.003738322
01/06/2012,18.76,-0.027859883
31/05/2012,19.29,-0.003622255
30/05/2012,19.36,-0.007718073
29/05/2012,19.51,0.008751665
25/05/2012,19.34,0.009872774
24/05/2012,19.15,0.007863736
23/05/2012,19,0.012179129
22/05/2012,18.77,-0.012705306
21/05/2012,19.01,0.011640343
18/05/2012,18.79,-0.0031881
17/05/2012,18.85,-0.015267472
16/05/2012,19.14,0.004188488
15/05/2012,19.06,-0.013548931
14/05/2012,19.32,-0.032088315
11/05/2012,19.95,-0.010967209
10/05/2012,20.17,-0.005438827
09/05/2012,20.28,-0.015170342
08/05/2012,20.59,-0.006776405
07/05/2012,20.73,-0.003851714
04/05/2012,20.81,-0.036796604
03/05/2012,21.59,0.004177309
02/05/2012,21.5,-0.009720049
01/05/2012,21.71,0.005079669
30/04/2012,21.6,-0.007839561
27/04/2012,21.77,-0.008234264
26/04/2012,21.95,0.008693718
25/04/2012,21.76,0.012485711
24/04/2012,21.49,0.012172435
23/04/2012,21.23,-0.000470921
20/04/2012,21.24,0.006613156
19/04/2012,21.1,-0.010372559
18/04/2012,21.32,-0.013047715
17/04/2012,21.6,0.004175371
16/04/2012,21.51,-0.003712301
13/04/2012,21.59,0.004642534
12/04/2012,21.49,0.013114942
11/04/2012,21.21,0.001887683
10/04/2012,21.17,-0.017790731
09/04/2012,21.55,-0.002780354
05/04/2012,21.61,-0.133242133
04/04/2012,24.69,0.007725186
03/04/2012,24.5,0.022704794
02/04/2012,23.95,0.01514543
30/03/2012,23.59,-0.001270917
29/03/2012,23.62,-0.00548872
28/03/2012,23.75,-0.000841751
27/03/2012,23.77,-0.00042061
26/03/2012,23.78,0.010568689
23/03/2012,23.53,0.006823054
22/03/2012,23.37,0.023815804
21/03/2012,22.82,0.011458918
20/03/2012,22.56,-0.007067167
19/03/2012,22.72,-0.002198286
16/03/2012,22.77,0.003519581
15/03/2012,22.69,0.002206045
14/03/2012,22.64,-0.008357207
13/03/2012,22.83,0.01145387
12/03/2012,22.57,0.010242797
09/03/2012,22.34,0.005836156
08/03/2012,22.21,0.017257467
07/03/2012,21.83,0.00045819
06/03/2012,21.82,-0.017715658
05/03/2012,22.21,-0.00090009
02/03/2012,22.23,-0.012516927
01/03/2012,22.51,0.030216504
29/02/2012,21.84,0.008275909
28/02/2012,21.66,0.008344972
27/02/2012,21.48,-0.004181191
24/02/2012,21.57,0.001856149
23/02/2012,21.53,-0.01475361
22/02/2012,21.85,0.000915751
21/02/2012,21.83,-0.017707614
17/02/2012,22.22,0.009495889
16/02/2012,22.01,0.024840284
15/02/2012,21.47,0.000465875
14/02/2012,21.46,-0.006039507
13/02/2012,21.59,0.006505599
10/02/2012,21.45,-0.012048339
09/02/2012,21.71,0.003691744
08/02/2012,21.63,-0.011948672
07/02/2012,21.89,0.003202931
06/02/2012,21.82,-0.002288854
03/02/2012,21.87,0.008725658
02/02/2012,21.68,0.013934271
01/02/2012,21.38,0.022706747
31/01/2012,20.9,0.005758173
30/01/2012,20.78,-0.006714654
27/01/2012,20.92,0
26/01/2012,20.92,-0.010934266
25/01/2012,21.15,0.0099787
24/01/2012,20.94,-0.006663518
23/01/2012,21.08,0.002374734
20/01/2012,21.03,0.000475624
19/01/2012,21.02,0.011964728
18/01/2012,20.77,0.005310174
17/01/2012,20.66,-0.001934237
13/01/2012,20.7,-0.014388737
12/01/2012,21,0.000952835
11/01/2012,20.98,0.013435903
10/01/2012,20.7,0.033901552
09/01/2012,20.01,0.017646034
06/01/2012,19.66,-0.003554205
05/01/2012,19.73,-0.035353445
04/01/2012,20.44,-0.014088161
03/01/2012,20.73,0.002898553
30/12/2011,20.67,-0.000483676
29/12/2011,20.68,0.009718249
28/12/2011,20.48,-0.024597334
27/12/2011,20.99,0.011499887
23/12/2011,20.75,0.007740726
22/12/2011,20.59,0.00927062
21/12/2011,20.4,0.043583156
20/12/2011,19.53,0.00102459
19/12/2011,19.51,-0.00102459
16/12/2011,19.53,0.001537279
15/12/2011,19.5,0.007205384
14/12/2011,19.36,-0.003609182
13/12/2011,19.43,-0.006157023
12/12/2011,19.55,-0.012201473
09/12/2011,19.79,0.024553663
08/12/2011,19.31,0
07/12/2011,19.31,-0.00361851
06/12/2011,19.38,-0.002061856
05/12/2011,19.42,0.018187043
02/12/2011,19.07,-0.005230137
01/12/2011,19.17,-0.015528262
30/11/2011,19.47,0.048944259
29/11/2011,18.54,0.007036565
28/11/2011,18.41,0.023633966
25/11/2011,17.98,-0.002222223
23/11/2011,18.02,-0.018147322
22/11/2011,18.35,-0.023695239
21/11/2011,18.79,-0.029367606
18/11/2011,19.35,-0.007722046
17/11/2011,19.5,-0.014762294
16/11/2011,19.79,-0.027412631
15/11/2011,20.34,-0.000982801
14/11/2011,20.36,-0.005388208
11/11/2011,20.47,0.03732705
10/11/2011,19.72,0.001522457
09/11/2011,19.69,-0.037382873
08/11/2011,20.44,0.012306333
07/11/2011,20.19,0.012459668
04/11/2011,19.94,-0.003004509
03/11/2011,20,0.017654935
02/11/2011,19.65,-0.003556011
01/11/2011,19.72,-0.025038864
31/10/2011,20.22,-0.01716149
28/10/2011,20.57,0
27/10/2011,20.57,0.02560455
26/10/2011,20.05,0.013052394
25/10/2011,19.79,-0.007551005
24/10/2011,19.94,-0.010476524
21/10/2011,20.15,0.002484473
20/10/2011,20.1,-0.000497389
19/10/2011,20.11,-0.006443641
18/10/2011,20.24,0.014431701
17/10/2011,19.95,-0.017391743
14/10/2011,20.3,0
13/10/2011,20.3,0.002960042
12/10/2011,20.24,-0.018600634
11/10/2011,20.62,-0.009172162
10/10/2011,20.81,0.02137041
07/10/2011,20.37,-0.001471671
06/10/2011,20.4,0.08594243
05/10/2011,18.72,0.024879596
04/10/2011,18.26,0.040228888
03/10/2011,17.54,-0.025887771
30/09/2011,18,-0.021435281
29/09/2011,18.39,0.029243463
28/09/2011,17.86,-0.023243991
27/09/2011,18.28,0.006035684
26/09/2011,18.17,0.030737262
23/09/2011,17.62,-0.009601881
22/09/2011,17.79,-0.013955013
21/09/2011,18.04,-0.036466626
20/09/2011,18.71,-0.00479873
19/09/2011,18.8,-0.017923516
16/09/2011,19.14,-0.002087683
15/09/2011,19.18,0.00732604
14/09/2011,19.04,0.022305758
13/09/2011,18.62,0.004845232
12/09/2011,18.53,0.008672141
09/09/2011,18.37,-0.01459091
08/09/2011,18.64,-0.033239673
07/09/2011,19.27,0.025757009
06/09/2011,18.78,-0.018987912
02/09/2011,19.14,-0.010912033
01/09/2011,19.35,-0.021473218
31/08/2011,19.77,0.002025317
30/08/2011,19.73,-0.007070737
29/08/2011,19.87,0.041619158
26/08/2011,19.06,0.017999427
25/08/2011,18.72,-0.030512625
24/08/2011,19.3,-0.004652373
23/08/2011,19.39,0.013499686
22/08/2011,19.13,0.008926287
19/08/2011,18.96,-0.002107482
18/08/2011,19,-0.008907578
17/08/2011,19.17,-0.008311736
16/08/2011,19.33,0.004147232
15/08/2011,19.25,0.019937701
12/08/2011,18.87,0.020343314
11/08/2011,18.49,0.047628049
10/08/2011,17.63,-0.030169886
09/08/2011,18.17,0.088563589
08/08/2011,16.63,-0.097876174
05/08/2011,18.34,0.010413906
04/08/2011,18.15,-0.069690516
03/08/2011,19.46,-0.00461421
02/08/2011,19.55,-0.032212146
01/08/2011,20.19,-0.009857152
29/07/2011,20.39,-0.003915815
28/07/2011,20.47,-0.001952172
27/07/2011,20.51,-0.023133562
26/07/2011,20.99,-0.009955048
25/07/2011,21.2,-0.012189556
22/07/2011,21.46,-0.000931532
21/07/2011,21.48,0.030248053
20/07/2011,20.84,-0.004786989
19/07/2011,20.94,0.030055583
18/07/2011,20.32,-0.020940624
15/07/2011,20.75,0.007255171
14/07/2011,20.6,-0.0053256
13/07/2011,20.71,0.002417212
12/07/2011,20.66,-0.008194792
11/07/2011,20.83,-0.02606165
08/07/2011,21.38,-0.017617516
07/07/2011,21.76,0.005992182
06/07/2011,21.63,-0.00828734
05/07/2011,21.81,0
01/07/2011,21.81,0.046454517
30/06/2011,20.82,-0.007178782
29/06/2011,20.97,0.008139858
28/06/2011,20.8,0.000962001
27/06/2011,20.78,-0.001923078
24/06/2011,20.82,-0.011461444
23/06/2011,21.06,-0.022071805
22/06/2011,21.53,-0.004171501
21/06/2011,21.62,0.019617631
20/06/2011,21.2,0.00330735
17/06/2011,21.13,0.00094697
16/06/2011,21.11,0.002371355
15/06/2011,21.06,-0.024391453
14/06/2011,21.58,0.019181875
13/06/2011,21.17,0.008062647
10/06/2011,21,-0.012775191
09/06/2011,21.27,0.004712544
08/06/2011,21.17,-0.002359048
07/06/2011,21.22,0.016631412
06/06/2011,20.87,-0.000479042
03/06/2011,20.88,-0.017094433
02/06/2011,21.24,-0.02050398
01/06/2011,21.68,-0.01283244
31/05/2011,21.96,0.01283244
27/05/2011,21.68,0.008337241
26/05/2011,21.5,-0.016147986
25/05/2011,21.85,0.005967426
24/05/2011,21.72,-0.003676475
23/05/2011,21.8,-0.002290952
20/05/2011,21.85,-0.0226254
19/05/2011,22.35,-0.015979035
18/05/2011,22.71,-0.003077602
17/05/2011,22.78,0.011035204
16/05/2011,22.53,-0.007957602
13/05/2011,22.71,-0.011383661
12/05/2011,22.97,0.025128058
11/05/2011,22.4,-0.016382921
10/05/2011,22.77,0.019512814
09/05/2011,22.33,-0.000447728
06/05/2011,22.34,0.001343785
05/05/2011,22.31,-0.013357278
04/05/2011,22.61,-0.010121098
03/05/2011,22.84,0.010121098
02/05/2011,22.61,0.009777856
29/04/2011,22.39,-0.001784918
28/04/2011,22.43,-0.015922495
27/04/2011,22.79,0.010143417
26/04/2011,22.56,0.017438403
25/04/2011,22.17,-0.002702704
21/04/2011,22.23,-0.007618231
20/04/2011,22.4,-0.008888947
19/04/2011,22.6,0.023730686
18/04/2011,22.07,0.001814059
15/04/2011,22.03,0.00866201
14/04/2011,21.84,0.010124339
13/04/2011,21.62,0.000925498
12/04/2011,21.6,0.003710579
11/04/2011,21.52,-0.000464576
08/04/2011,21.53,-0.012003838
07/04/2011,21.79,0.066897121
06/04/2011,20.38,-0.010737048
05/04/2011,20.6,-0.000970403
04/04/2011,20.62,0.005836592
01/04/2011,20.5,0.010789707
31/03/2011,20.28,0.024458419
30/03/2011,19.79,0.025071664
29/03/2011,19.3,0.003113651
28/03/2011,19.24,-0.009312018
25/03/2011,19.42,0.018187043
24/03/2011,19.07,0.007368454
23/03/2011,18.93,0.017048895
22/03/2011,18.61,0.004847841
21/03/2011,18.52,0.00813233
18/03/2011,18.37,0.005458529
17/03/2011,18.27,0.007140926
16/03/2011,18.14,-0.025042136
15/03/2011,18.6,-0.022855101
14/03/2011,19.03,-0.017192401
11/03/2011,19.36,-0.004637988
10/03/2011,19.45,-0.031379093
09/03/2011,20.07,0.00449439
08/03/2011,19.98,0.015128882
07/03/2011,19.68,-0.009608165
04/03/2011,19.87,-0.006021092
03/03/2011,19.99,0.01817314
02/03/2011,19.63,-0.010641094
01/03/2011,19.84,-0.023905521
28/02/2011,20.32,-0.000983768
25/02/2011,20.34,0.011372187
24/02/2011,20.11,-0.014317697
23/02/2011,20.4,0.012827014
22/02/2011,20.14,-0.039430759
18/02/2011,20.95,-0.00523686
17/02/2011,21.06,0.021114028
16/02/2011,20.62,0.011707451
15/02/2011,20.38,0
14/02/2011,20.38,0.012839683
11/02/2011,20.12,0.003485191
10/02/2011,20.05,0.004498883
09/02/2011,19.96,-0.000500877
08/02/2011,19.97,0
07/02/2011,19.97,0.010571455
04/02/2011,19.76,0.0035488
03/02/2011,19.69,0.017935403
02/02/2011,19.34,-0.004642773
01/02/2011,19.43,0.01086686
31/01/2011,19.22,0.004171018
28/01/2011,19.14,-0.017607912
27/01/2011,19.48,0.011877237
26/01/2011,19.25,0.017291497
25/01/2011,18.92,-0.011560822
