Date,Close,AEP
04/04/2014,50.78,0.004144061
03/04/2014,50.57,0.003168947
02/04/2014,50.41,0.000198393
01/04/2014,50.4,-0.005145469
31/03/2014,50.66,0.013113639
28/03/2014,50,0.004008021
27/03/2014,49.8,0.009685306
26/03/2014,49.32,-0.001013274
25/03/2014,49.37,0.012432648
24/03/2014,48.76,-0.002662572
21/03/2014,48.89,0.002867679
20/03/2014,48.75,-0.003889861
19/03/2014,48.94,-0.024622838
18/03/2014,50.16,-0.002588354
17/03/2014,50.29,0.003585661
14/03/2014,50.11,0.003999205
13/03/2014,49.91,0.008248714
12/03/2014,49.5,0.016293639
11/03/2014,48.7,-0.010417825
10/03/2014,49.21,-0.00243556
07/03/2014,49.33,0.001623048
06/03/2014,49.25,-0.00869307
05/03/2014,49.68,-0.007420068
04/03/2014,50.05,0.006615239
03/03/2014,49.72,-0.00960776
28/02/2014,50.2,0.008000043
27/02/2014,49.8,-0.009393494
26/02/2014,50.27,0.004186192
25/02/2014,50.06,-0.00019974
24/02/2014,50.07,-0.009738723
21/02/2014,50.56,0.00436076
20/02/2014,50.34,0.003781475
19/02/2014,50.15,-0.004774228
18/02/2014,50.39,0.005572154
14/02/2014,50.11,0.008215656
13/02/2014,49.7,0.014592882
12/02/2014,48.98,0.006965814
11/02/2014,48.64,0.00805041
10/02/2014,48.25,0.004570012
07/02/2014,48.03,0.008993054
06/02/2014,47.6,-0.00732604
05/02/2014,47.95,-0.011404997
04/02/2014,48.5,0.003925219
03/02/2014,48.31,-0.010296631
31/01/2014,48.81,0.011746657
30/01/2014,48.24,0.013565897
29/01/2014,47.59,0.00168244
28/01/2014,47.51,0.006970141
27/01/2014,47.18,0.008728102
24/01/2014,46.77,-0.018220843
23/01/2014,47.63,0.00231214
22/01/2014,47.52,0.003795071
21/01/2014,47.34,0.012113632
17/01/2014,46.77,0.004070707
16/01/2014,46.58,0.002794799
15/01/2014,46.45,-0.001290878
14/01/2014,46.51,-0.003434217
13/01/2014,46.67,-0.011292333
10/01/2014,47.2,0.01968399
09/01/2014,46.28,0.003896952
08/01/2014,46.1,-0.006055382
07/01/2014,46.38,0.006489315
06/01/2014,46.08,-0.00065083
03/01/2014,46.11,-0.000433651
02/01/2014,46.13,-0.013136832
31/12/2013,46.74,0.002141787
30/12/2013,46.64,0.003006229
27/12/2013,46.5,0.001721912
26/12/2013,46.42,-0.003655525
24/12/2013,46.59,0.003870973
23/12/2013,46.41,-0.006657385
20/12/2013,46.72,0.007304007
19/12/2013,46.38,-0.002799011
18/12/2013,46.51,0.014946666
17/12/2013,45.82,-0.003268333
16/12/2013,45.97,0.003704919
13/12/2013,45.8,-0.001963137
12/12/2013,45.89,0.002399914
11/12/2013,45.78,-0.008266308
10/12/2013,46.16,-0.012058716
09/12/2013,46.72,-0.008100663
06/12/2013,47.1,0.013250888
05/12/2013,46.48,-0.008142321
04/12/2013,46.86,-0.000213379
03/12/2013,46.87,0.005133701
02/12/2013,46.63,-0.009179272
29/11/2013,47.06,-0.000212472
27/11/2013,47.07,-0.007829899
26/11/2013,47.44,-0.002316034
25/11/2013,47.55,-0.003149609
22/11/2013,47.7,0.001468583
21/11/2013,47.63,0.0025226
20/11/2013,47.51,-0.010469107
19/11/2013,48.01,-0.006436231
18/11/2013,48.32,0.009983444
15/11/2013,47.84,0.005239455
14/11/2013,47.59,0.005689616
13/11/2013,47.32,-0.001056078
12/11/2013,47.37,0.005716116
11/11/2013,47.1,0.018211537
08/11/2013,46.25,0
07/11/2013,46.25,-0.010538865
06/11/2013,46.74,0.003643772
05/11/2013,46.57,-0.013225449
04/11/2013,47.19,0.003183702
01/11/2013,47.04,0.004260765
31/10/2013,46.84,-0.005535462
30/10/2013,47.1,-0.003602844
29/10/2013,47.27,-0.000634451
28/10/2013,47.3,0.000422922
25/10/2013,47.28,0.011915035
24/10/2013,46.72,0.004290011
23/10/2013,46.52,0.027900676
22/10/2013,45.24,0.013351333
21/10/2013,44.64,-0.00402415
18/10/2013,44.82,0.00424819
17/10/2013,44.63,0.019457627
16/10/2013,43.77,0.006647589
15/10/2013,43.48,-0.013478217
14/10/2013,44.07,-0.004527968
11/10/2013,44.27,0.002940846
10/10/2013,44.14,0.010476069
09/10/2013,43.68,0.004359305
08/10/2013,43.49,0.008080386
07/10/2013,43.14,-0.004625355
04/10/2013,43.34,0.00023076
03/10/2013,43.33,-0.0126134
02/10/2013,43.88,0.003652972
01/10/2013,43.72,0.00849896
30/09/2013,43.35,-0.002073972
27/09/2013,43.44,-0.004593485
26/09/2013,43.64,-0.00343132
25/09/2013,43.79,-0.009545527
24/09/2013,44.21,-0.002710641
23/09/2013,44.33,0.013627283
20/09/2013,43.73,-0.02126777
19/09/2013,44.67,-0.003129193
18/09/2013,44.81,0.036590834
17/09/2013,43.2,0.008835212
16/09/2013,42.82,0.004681656
13/09/2013,42.62,0.016560587
12/09/2013,41.92,-0.00689412
11/09/2013,42.21,-0.015981539
10/09/2013,42.89,0.005142601
09/09/2013,42.67,0.002581252
06/09/2013,42.56,0.009917437
05/09/2013,42.14,-0.001659751
04/09/2013,42.21,0.001185256
03/09/2013,42.16,-0.015066198
30/08/2013,42.8,0.002573402
29/08/2013,42.69,-0.007467946
28/08/2013,43.01,0.005595725
27/08/2013,42.77,0.002809648
26/08/2013,42.65,-0.011886866
23/08/2013,43.16,0.01094944
22/08/2013,42.69,0.007524136
21/08/2013,42.37,-0.010564719
20/08/2013,42.82,0.003274857
19/08/2013,42.68,-0.014653129
16/08/2013,43.31,-0.010793537
15/08/2013,43.78,-0.013386473
14/08/2013,44.37,0.00135318
13/08/2013,44.31,-0.008539378
12/08/2013,44.69,-0.006912727
09/08/2013,45,-0.0114893
08/08/2013,45.52,0.001099022
07/08/2013,45.47,-0.007012959
06/08/2013,45.79,-0.013018192
05/08/2013,46.39,-0.004087346
02/08/2013,46.58,0.000644261
01/08/2013,46.55,0.004305712
31/07/2013,46.35,-0.004305712
30/07/2013,46.55,-0.003217161
29/07/2013,46.7,0.004937222
26/07/2013,46.47,0.014304535
25/07/2013,45.81,-0.012365924
24/07/2013,46.38,-0.015404669
23/07/2013,47.1,0.000212337
22/07/2013,47.09,-0.001061233
19/07/2013,47.14,-0.001695634
18/07/2013,47.22,0.002756867
17/07/2013,47.09,-0.00296862
16/07/2013,47.23,-0.005700427
15/07/2013,47.5,0.020202707
12/07/2013,46.55,0.006681779
11/07/2013,46.24,0.017892688
10/07/2013,45.42,0.01889155
09/07/2013,44.57,0
08/07/2013,44.57,0.006527879
05/07/2013,44.28,-0.004056801
03/07/2013,44.46,-0.000449741
02/07/2013,44.48,0.000224845
01/07/2013,44.47,-0.006946807
28/06/2013,44.78,0.006721961
27/06/2013,44.48,-0.002694209
26/06/2013,44.6,0.015591774
25/06/2013,43.91,0.007773244
24/06/2013,43.57,-0.004808252
21/06/2013,43.78,0.013568105
20/06/2013,43.19,-0.036375913
19/06/2013,44.79,-0.024480217
18/06/2013,45.9,0.007215512
17/06/2013,45.57,0.001317523
14/06/2013,45.51,-0.00896867
13/06/2013,45.92,0.015803665
12/06/2013,45.2,-0.003533573
11/06/2013,45.36,-0.012052299
10/06/2013,45.91,-0.005214003
07/06/2013,46.15,0.010455334
06/06/2013,45.67,0.001314636
05/06/2013,45.61,-0.009600772
04/06/2013,46.05,-0.00195249
03/06/2013,46.14,0.006959576
31/05/2013,45.82,-0.00587533
30/05/2013,46.09,-0.002167318
29/05/2013,46.19,-0.007978479
28/05/2013,46.56,-0.024399216
24/05/2013,47.71,-0.011876377
23/05/2013,48.28,-0.006400352
22/05/2013,48.59,-0.015722631
21/05/2013,49.36,-0.002226046
20/05/2013,49.47,-0.003430535
17/05/2013,49.64,0.011956774
16/05/2013,49.05,-0.007312647
15/05/2013,49.41,0.010989122
14/05/2013,48.87,0.004100887
13/05/2013,48.67,-0.003077241
10/05/2013,48.82,-0.000204813
09/05/2013,48.83,-0.026075252
08/05/2013,50.12,-0.018777111
07/05/2013,51.07,0.012016297
06/05/2013,50.46,-0.012212088
03/05/2013,51.08,-0.001760392
02/05/2013,51.17,-0.001171875
01/05/2013,51.23,-0.003896362
30/04/2013,51.43,0.002335995
29/04/2013,51.31,0.015120563
26/04/2013,50.54,-0.004343541
25/04/2013,50.76,-0.002754281
24/04/2013,50.9,0.005121146
23/04/2013,50.64,0.005346018
22/04/2013,50.37,0.008573475
19/04/2013,49.94,0.009253737
18/04/2013,49.48,0.002225595
17/04/2013,49.37,-0.003437472
16/04/2013,49.54,0.009532574
15/04/2013,49.07,-0.018375075
12/04/2013,49.98,0.001000901
11/04/2013,49.93,0.005825064
10/04/2013,49.64,0.012976662
