Date,Close,MET
04/04/2014,52.84,-0.020232987
03/04/2014,53.92,0.005206408
02/04/2014,53.64,0.003735529
01/04/2014,53.44,0.012048339
31/03/2014,52.8,0.004555817
28/03/2014,52.56,0.003812433
27/03/2014,52.36,-0.023032923
26/03/2014,53.58,-0.012795724
25/03/2014,54.27,0.014103036
24/03/2014,53.51,0.001683345
21/03/2014,53.42,-0.004296261
20/03/2014,53.65,0.010304541
19/03/2014,53.1,0.014224991
18/03/2014,52.35,0.009982805
17/03/2014,51.83,0.002317946
14/03/2014,51.71,-0.00057999
13/03/2014,51.74,-0.018194507
12/03/2014,52.69,-0.0054888
11/03/2014,52.98,-0.007146918
10/03/2014,53.36,0.003943297
07/03/2014,53.15,0.014784196
06/03/2014,52.37,0.005360917
05/03/2014,52.09,0.017428791
04/03/2014,51.19,0.022122174
03/03/2014,50.07,-0.011911993
28/02/2014,50.67,0.0027668
27/02/2014,50.53,0.011144394
26/02/2014,49.97,-0.011144394
25/02/2014,50.53,-0.00670614
24/02/2014,50.87,0.006904061
21/02/2014,50.52,-0.003753832
20/02/2014,50.71,-0.000985513
19/02/2014,50.76,-0.006088598
18/02/2014,51.07,0.013404498
14/02/2014,50.39,0.007569757
13/02/2014,50.01,0.002602865
12/02/2014,49.88,0.002408672
11/02/2014,49.76,0.024411302
10/02/2014,48.56,-0.011262533
07/02/2014,49.11,0.010644932
06/02/2014,48.59,0.018905726
05/02/2014,47.68,-0.002095119
04/02/2014,47.78,0.015183759
03/02/2014,47.06,-0.041416803
31/01/2014,49.05,-0.014773111
30/01/2014,49.78,0.018858918
29/01/2014,48.85,-0.015841111
28/01/2014,49.63,0.014409179
27/01/2014,48.92,-0.011988359
24/01/2014,49.51,-0.03804699
23/01/2014,51.43,-0.020401015
22/01/2014,52.49,-0.003423358
21/01/2014,52.67,-0.005490878
17/01/2014,52.96,-0.009396799
16/01/2014,53.46,-0.015958773
15/01/2014,54.32,0.01353
14/01/2014,53.59,0.011636768
13/01/2014,52.97,-0.02110847
10/01/2014,54.1,-0.008283526
09/01/2014,54.55,0.006621323
08/01/2014,54.19,0.015247599
07/01/2014,53.37,-0.003927074
06/01/2014,53.58,-0.004283459
03/01/2014,53.81,0.011588915
02/01/2014,53.19,-0.013631058
31/12/2013,53.92,0.007819813
30/12/2013,53.5,-0.008561377
27/12/2013,53.96,-0.001111317
26/12/2013,54.02,0.006500162
24/12/2013,53.67,0.009359859
23/12/2013,53.17,0.000940822
20/12/2013,53.12,0.016130912
19/12/2013,52.27,0.007103803
18/12/2013,51.9,0.022604236
17/12/2013,50.74,-0.011171111
16/12/2013,51.31,0.002341464
13/12/2013,51.19,0
12/12/2013,51.19,-0.004677459
11/12/2013,51.43,-0.008133275
10/12/2013,51.85,0.002897153
09/12/2013,51.7,0.000580439
06/12/2013,51.67,0.012071798
05/12/2013,51.05,-0.004300241
04/12/2013,51.27,-0.00136439
03/12/2013,51.34,-0.016803872
02/12/2013,52.21,0.000383142
29/11/2013,52.19,-0.004015686
27/11/2013,52.4,-0.002477844
26/11/2013,52.53,0.001714776
25/11/2013,52.44,-0.00399658
22/11/2013,52.65,-0.005681833
21/11/2013,52.95,0.017335418
20/11/2013,52.04,-0.005366054
19/11/2013,52.32,0.002679427
18/11/2013,52.18,0.003263272
15/11/2013,52.01,0.011992407
14/11/2013,51.39,0.026820776
13/11/2013,50.03,0.014495925
12/11/2013,49.31,-0.011894103
11/11/2013,49.9,-0.00479809
08/11/2013,50.14,0.052196438
07/11/2013,47.59,-0.007744675
06/11/2013,47.96,-0.002290952
05/11/2013,48.07,0
04/11/2013,48.07,0.015725243
01/11/2013,47.32,0.000211349
31/10/2013,47.31,-0.035098608
30/10/2013,49,-0.004073325
29/10/2013,49.2,0.012475875
28/10/2013,48.59,-0.000822876
25/10/2013,48.63,0.001234568
24/10/2013,48.57,0.006402996
23/10/2013,48.26,-0.018477225
22/10/2013,49.16,-0.008507242
21/10/2013,49.58,0.002625469
18/10/2013,49.45,0.003443739
17/10/2013,49.28,-0.000405762
16/10/2013,49.3,0.019664706
15/10/2013,48.34,-0.006803449
14/10/2013,48.67,-0.001437224
11/10/2013,48.74,0.013009992
10/10/2013,48.11,0.036621724
09/10/2013,46.38,-0.001508133
08/10/2013,46.45,-0.010067559
07/10/2013,46.92,-0.016277709
04/10/2013,47.69,0.016277709
03/10/2013,46.92,-0.003828977
02/10/2013,47.1,-0.006981939
01/10/2013,47.43,0.010171734
30/09/2013,46.95,-0.005522529
27/09/2013,47.21,-0.00780677
26/09/2013,47.58,-0.005658613
25/09/2013,47.85,0.015585825
24/09/2013,47.11,-0.005292698
23/09/2013,47.36,-0.002741172
20/09/2013,47.49,0.00867088
19/09/2013,47.08,-0.032392342
18/09/2013,48.63,-0.025379496
17/09/2013,49.88,0.010682355
16/09/2013,49.35,0.010592888
13/09/2013,48.83,-0.009173441
12/09/2013,49.28,-0.005463942
11/09/2013,49.55,-0.001411717
10/09/2013,49.62,0.023448928
09/09/2013,48.47,0.010160792
06/09/2013,47.98,-0.008715556
05/09/2013,48.4,0.000413309
04/09/2013,48.38,0.027025841
03/09/2013,47.09,0.01929734
30/08/2013,46.19,-0.005397832
29/08/2013,46.44,0.010389704
28/08/2013,45.96,0.002396254
27/08/2013,45.85,-0.044157755
26/08/2013,47.92,-0.007070106
23/08/2013,48.26,-0.007843177
22/08/2013,48.64,0.01679318
21/08/2013,47.83,-0.001044823
20/08/2013,47.88,0.005655057
19/08/2013,47.61,-0.013974573
16/08/2013,48.28,0.006858595
15/08/2013,47.95,-0.015314869
14/08/2013,48.69,-0.017306754
13/08/2013,49.54,0.013412109
12/08/2013,48.88,-0.018044078
09/08/2013,49.77,0.000200944
08/08/2013,49.76,0.005238779
07/08/2013,49.5,-0.001614857
06/08/2013,49.58,-0.018979693
05/08/2013,50.53,-0.005329135
02/08/2013,50.8,-0.013102759
01/08/2013,51.47,0.061086162
31/07/2013,48.42,0.003931717
30/07/2013,48.23,-0.007848037
29/07/2013,48.61,-0.006561434
26/07/2013,48.93,0.001226994
25/07/2013,48.87,-0.004084139
24/07/2013,49.07,-0.005689916
23/07/2013,49.35,0.001622389
22/07/2013,49.27,0.012869139
19/07/2013,48.64,-0.004103412
18/07/2013,48.84,0.020896592
17/07/2013,47.83,-0.004797173
16/07/2013,48.06,-0.00993797
15/07/2013,48.54,-0.01106342
12/07/2013,49.08,0.010651473
11/07/2013,48.56,-0.001029124
10/07/2013,48.61,-0.003491122
09/07/2013,48.78,0.015078257
08/07/2013,48.05,0.01109146
05/07/2013,47.52,0.026656872
03/07/2013,46.27,-0.006462754
02/07/2013,46.57,0.000644399
01/07/2013,46.54,0.016901811
28/06/2013,45.76,-0.007402603
27/06/2013,46.1,0.015300845
26/06/2013,45.4,0.012857637
25/06/2013,44.82,0.019146885
24/06/2013,43.97,-0.024043401
21/06/2013,45.04,-0.001774623
20/06/2013,45.12,-0.00221386
19/06/2013,45.22,-0.004192878
18/06/2013,45.41,0.01129455
17/06/2013,44.9,0.020930212
14/06/2013,43.97,-0.021152904
13/06/2013,44.91,0.009845683
12/06/2013,44.47,-0.000224845
11/06/2013,44.48,-0.024868067
10/06/2013,45.6,0.011912782
07/06/2013,45.06,0.030189272
06/06/2013,43.72,0.016838133
05/06/2013,42.99,-0.022312599
04/06/2013,43.96,-0.01018454
03/06/2013,44.41,0.004513661
31/05/2013,44.21,-0.002936196
30/05/2013,44.34,0.009289746
29/05/2013,43.93,0.015831465
28/05/2013,43.24,0.028144447
24/05/2013,42.04,-0.010647208
23/05/2013,42.49,0.005427742
22/05/2013,42.26,-0.013164271
21/05/2013,42.82,-0.011147352
