Date,Close,AES
03/12/2013,14.88,0.027940489
02/12/2013,14.47,-0.00688708
29/11/2013,14.57,0.00688708
27/11/2013,14.47,0.002768168
26/11/2013,14.43,-0.006906105
25/11/2013,14.53,-0.006174977
22/11/2013,14.62,-0.000683761
21/11/2013,14.63,0.002737852
20/11/2013,14.59,-0.007511131
19/11/2013,14.7,-0.017532479
18/11/2013,14.96,-0.021164811
15/11/2013,15.28,0.005249356
14/11/2013,15.2,0.005938652
13/11/2013,15.11,0.016683737
12/11/2013,14.86,0.020394997
11/11/2013,14.56,0.024332101
08/11/2013,14.21,0.036550109
07/11/2013,13.7,-0.025226563
06/11/2013,14.05,0.006426298
05/11/2013,13.96,-0.011396135
04/11/2013,14.12,0.009249443
01/11/2013,13.99,-0.007122537
31/10/2013,14.09,-0.01058958
30/10/2013,14.24,-0.004204631
29/10/2013,14.3,-0.003490405
28/10/2013,14.35,0.002791349
25/10/2013,14.31,0.016913722
24/10/2013,14.07,0.001422475
23/10/2013,14.05,-0.017637141
22/10/2013,14.3,0.005610113
21/10/2013,14.22,0.000703482
18/10/2013,14.21,0.010612056
17/10/2013,14.06,0.022295062
16/10/2013,13.75,0.015390557
15/10/2013,13.54,-0.0197447
14/10/2013,13.81,0.008727328
11/10/2013,13.69,0.010279092
10/10/2013,13.55,0.024655713
09/10/2013,13.22,-0.006033201
08/10/2013,13.3,0.000752163
07/10/2013,13.29,-0.006749182
04/10/2013,13.38,0.009763502
03/10/2013,13.25,-0.007518832
02/10/2013,13.35,-0.00224467
01/10/2013,13.38,0.006749182
30/09/2013,13.29,-0.013453118
27/09/2013,13.47,-0.008869238
26/09/2013,13.59,0.005904076
25/09/2013,13.51,-0.000739919
24/09/2013,13.52,0.000739919
23/09/2013,13.51,0.009669097
20/09/2013,13.38,-0.015573173
19/09/2013,13.59,-0.004405293
18/09/2013,13.65,0.024472857
17/09/2013,13.32,-0.00224972
16/09/2013,13.35,0.006010537
13/09/2013,13.27,-0.008255206
12/09/2013,13.38,-0.003729956
11/09/2013,13.43,-0.010370463
10/09/2013,13.57,0.020849601
09/09/2013,13.29,0.015163293
06/09/2013,13.09,0.029459495
05/09/2013,12.71,0.005522696
04/09/2013,12.64,-0.004735605
03/09/2013,12.7,-0.000787092
30/08/2013,12.71,-0.005492364
29/08/2013,12.78,-0.00624027
28/08/2013,12.86,0.010160306
27/08/2013,12.73,-0.017134376
26/08/2013,12.95,0.003093583
23/08/2013,12.91,0.002326484
22/08/2013,12.88,0.020392864
21/08/2013,12.62,-0.005531425
20/08/2013,12.69,0.015885958
19/08/2013,12.49,-0.013519093
16/08/2013,12.66,-0.011778699
15/08/2013,12.81,-0.013953715
14/08/2013,12.99,0.001540832
13/08/2013,12.97,-0.008445348
12/08/2013,13.08,-0.000764234
09/08/2013,13.09,-0.003051108
08/08/2013,13.13,0.020000667
07/08/2013,12.87,0.008583744
06/08/2013,12.76,-0.001566171
05/08/2013,12.78,0.009434032
02/08/2013,12.66,0
01/08/2013,12.66,0.017530329
31/07/2013,12.44,0.00483482
30/07/2013,12.38,-0.001614205
29/07/2013,12.4,-0.00643089
26/07/2013,12.48,0.00240674
25/07/2013,12.45,0.002412546
24/07/2013,12.42,-0.027007201
23/07/2013,12.76,0.006289329
22/07/2013,12.68,-0.01176023
19/07/2013,12.83,0.006254907
18/07/2013,12.75,0.000784621
17/07/2013,12.74,-0.00235202
16/07/2013,12.77,-0.007800352
15/07/2013,12.87,0.021202208
12/07/2013,12.6,0.005571045
11/07/2013,12.53,0.021783838
10/07/2013,12.26,0.018938401
09/07/2013,12.03,0.009185868
08/07/2013,11.92,0.005046268
05/07/2013,11.86,0.002532716
03/07/2013,11.83,0.001692048
02/07/2013,11.81,-0.00759177
01/07/2013,11.9,-0.007534569
28/06/2013,11.99,0.002505221
27/06/2013,11.96,0.004189365
26/06/2013,11.91,0.020356937
25/06/2013,11.67,0.022531282
24/06/2013,11.41,-0.006116227
21/06/2013,11.48,0.004364913
20/06/2013,11.43,-0.0216365
19/06/2013,11.68,-0.04109593
18/06/2013,12.17,-0.00655203
17/06/2013,12.25,-0.008939515
14/06/2013,12.36,-0.002424244
13/06/2013,12.39,0.017094433
12/06/2013,12.18,-0.010616678
11/06/2013,12.31,0.00407001
10/06/2013,12.26,-0.020186394
07/06/2013,12.51,0.018556402
06/06/2013,12.28,0.017248888
05/06/2013,12.07,-0.017248888
04/06/2013,12.28,-0.000814001
03/06/2013,12.29,0.007349972
31/05/2013,12.2,-0.008975988
30/05/2013,12.31,-0.004862246
29/05/2013,12.37,-0.00403389
28/05/2013,12.42,-0.01913934
24/05/2013,12.66,-0.018779895
23/05/2013,12.9,0.004662013
22/05/2013,12.84,-0.012384059
21/05/2013,13,0.005399165
20/05/2013,12.93,-0.004629638
17/05/2013,12.99,0.010058112
16/05/2013,12.86,-0.016962627
15/05/2013,13.08,-0.003815342
14/05/2013,13.13,0.009181396
13/05/2013,13.01,-0.02279734
10/05/2013,13.31,0.006784798
09/05/2013,13.22,-0.050158006
08/05/2013,13.9,-0.004307257
07/05/2013,13.96,0.009355952
06/05/2013,13.83,0.000723327
03/05/2013,13.82,-0.000723327
02/05/2013,13.83,0.002171554
01/05/2013,13.8,-0.004338402
30/04/2013,13.86,0.01453514
29/04/2013,13.66,0.014006864
26/04/2013,13.47,0.000742666
25/04/2013,13.46,0.016479774
24/04/2013,13.24,0.006820792
23/04/2013,13.15,0.01764526
22/04/2013,12.92,0.003877477
19/04/2013,12.87,0.019616164
18/04/2013,12.62,-0.001583532
17/04/2013,12.64,-0.018032633
16/04/2013,12.87,0.01408474
15/04/2013,12.69,-0.031797948
12/04/2013,13.1,0.013062037
11/04/2013,12.93,0.006206381
10/04/2013,12.85,0.016477423
09/04/2013,12.64,0.003963541
08/04/2013,12.59,0.012789943
05/04/2013,12.43,-0.008012863
04/04/2013,12.53,0.005602256
03/04/2013,12.46,-0.004004811
02/04/2013,12.51,0
01/04/2013,12.51,-0.004784698
28/03/2013,12.57,0.002389487
27/03/2013,12.54,0.01203384
26/03/2013,12.39,0.007290433
25/03/2013,12.3,-0.008903337
22/03/2013,12.41,-0.000805477
21/03/2013,12.42,-0.020717873
20/03/2013,12.68,0.018305326
19/03/2013,12.45,0.004830927
18/03/2013,12.39,-0.008838949
15/03/2013,12.5,-0.005584378
14/03/2013,12.57,-0.005553366
13/03/2013,12.64,0.007145723
12/03/2013,12.55,0.003192341
11/03/2013,12.51,0.014493007
08/03/2013,12.33,0.000811359
07/03/2013,12.32,-0.003241494
06/03/2013,12.36,0.01467019
05/03/2013,12.18,0.013223333
04/03/2013,12.02,0.007515693
01/03/2013,11.93,0.026328485
28/02/2013,11.62,-0.001719691
27/02/2013,11.64,0.061107986
26/02/2013,10.95,0.004576667
25/02/2013,10.9,-0.02982598
22/02/2013,11.23,0.015253773
21/02/2013,11.06,-0.027643312
20/02/2013,11.37,0
19/02/2013,11.37,0.017746695
15/02/2013,11.17,-0.003574624
14/02/2013,11.21,-0.011530061
13/02/2013,11.34,0.002649008
12/02/2013,11.31,0.009773512
11/02/2013,11.2,0.011675032
08/02/2013,11.07,-0.003606857
07/02/2013,11.11,0.004510608
06/02/2013,11.06,0.006349228
05/02/2013,10.99,0.006389798
04/02/2013,10.92,-0.011834458
01/02/2013,11.05,0.019187432
31/01/2013,10.84,-0.003683245
30/01/2013,10.88,0.0166825
29/01/2013,10.7,-0.013921339
28/01/2013,10.85,-0.021878721
25/01/2013,11.09,0
24/01/2013,11.09,-0.010762436
23/01/2013,11.21,-0.008881053
22/01/2013,11.31,0.015145056
18/01/2013,11.14,0.006303488
17/01/2013,11.07,0.01089929
16/01/2013,10.95,-0.004555817
15/01/2013,11,-0.00272356
14/01/2013,11.03,-0.00722677
11/01/2013,11.11,0.001801802
10/01/2013,11.09,0.017281012
09/01/2013,10.9,0.004597709
08/01/2013,10.85,0
07/01/2013,10.85,-0.031748698
04/01/2013,11.2,0.023487981
03/01/2013,10.94,-0.005469476
02/01/2013,11,0.027651531
31/12/2012,10.7,0.017916557
28/12/2012,10.51,-0.012293299
27/12/2012,10.64,-0.012144007
26/12/2012,10.77,-0.002781643
24/12/2012,10.8,-0.009216655
21/12/2012,10.9,-0.010949014
20/12/2012,11.02,0.010032004
19/12/2012,10.91,-0.012750628
18/12/2012,11.05,0.013667639
17/12/2012,10.9,0.0147877
14/12/2012,10.74,-0.002789402
13/12/2012,10.77,0.002789402
12/12/2012,10.74,0.001863933
11/12/2012,10.72,0
10/12/2012,10.72,-0.012975159
07/12/2012,10.86,0.001843318
06/12/2012,10.84,-0.001843318
05/12/2012,10.86,0.012975159
04/12/2012,10.72,0.014091356
03/12/2012,10.57,-0.009416265
30/11/2012,10.67,0.023709029
29/11/2012,10.42,0.00192123
28/11/2012,10.4,0.022363596
27/11/2012,10.17,-0.00294551
26/11/2012,10.2,0.009852296
23/11/2012,10.1,0.01295484
21/11/2012,9.97,0.005027663
20/11/2012,9.92,-0.005027663
19/11/2012,9.97,0.008056438
16/11/2012,9.89,0.017338527
15/11/2012,9.72,-0.006153866
14/11/2012,9.78,0.004098366
13/11/2012,9.74,-0.017303231
12/11/2012,9.91,-0.005032723
09/11/2012,9.96,-0.018896634
08/11/2012,10.15,0.007912999
07/11/2012,10.07,-0.039907972
06/11/2012,10.48,0.010551657
05/11/2012,10.37,-0.027581396
02/11/2012,10.66,0.011320876
01/11/2012,10.54,0.008575565
31/10/2012,10.45,0
26/10/2012,10.45,0
25/10/2012,10.45,-0.003820444
24/10/2012,10.49,-0.022621134
23/10/2012,10.73,-0.007428075
22/10/2012,10.81,-0.021053409
19/10/2012,11.04,-0.009914457
18/10/2012,11.15,0.00449439
17/10/2012,11.1,0.012692827
16/10/2012,10.96,0.020277192
15/10/2012,10.74,0.012178136
12/10/2012,10.61,-0.008446789
11/10/2012,10.7,0.005623258
10/10/2012,10.64,-0.013072082
09/10/2012,10.78,-0.004627496
08/10/2012,10.83,-0.008275909
05/10/2012,10.92,-0.007299302
04/10/2012,11,0.008215473
03/10/2012,10.91,0.002753558
02/10/2012,10.88,0.007380107
01/10/2012,10.8,-0.01561814
28/09/2012,10.97,0.007319337
27/09/2012,10.89,0
26/09/2012,10.89,-0.014585491
25/09/2012,11.05,-0.017048417
24/09/2012,11.24,0.010733556
21/09/2012,11.12,-0.007168489
20/09/2012,11.2,0.005371544
19/09/2012,11.14,-0.002689379
18/09/2012,11.17,-0.020381742
17/09/2012,11.4,-0.014802186
14/09/2012,11.57,0.006068506
13/09/2012,11.5,0.021090413
12/09/2012,11.26,-0.021090413
11/09/2012,11.5,0.003484324
10/09/2012,11.46,0.006126934
07/09/2012,11.39,0.00175747
06/09/2012,11.37,0.00706093
05/09/2012,11.29,0
04/09/2012,11.29,-0.008818399
31/08/2012,11.39,0
30/08/2012,11.39,-0.011348878
29/08/2012,11.52,0.008718451
28/08/2012,11.42,-0.012184659
27/08/2012,11.56,0.004334641
24/08/2012,11.51,0.011358794
23/08/2012,11.38,-0.025164018
22/08/2012,11.67,0.005154651
21/08/2012,11.61,-0.005154651
20/08/2012,11.67,0
17/08/2012,11.67,-0.010230268
16/08/2012,11.79,0.011087534
15/08/2012,11.66,-0.003424661
14/08/2012,11.7,-0.013582552
13/08/2012,11.86,0.006768215
10/08/2012,11.78,0.001699236
09/08/2012,11.76,0.003407158
08/08/2012,11.72,0.01634445
07/08/2012,11.53,-0.015490843
06/08/2012,11.71,-0.045082759
03/08/2012,12.25,0.011494379
02/08/2012,12.11,0.009124908
01/08/2012,12,-0.004987542
31/07/2012,12.06,-0.004137366
30/07/2012,12.11,0.010792965
27/07/2012,11.98,0.000835073
26/07/2012,11.97,0.015151805
25/07/2012,11.79,-0.025953738
24/07/2012,12.1,-0.02851517
23/07/2012,12.45,-0.025378047
20/07/2012,12.77,-0.003907781
19/07/2012,12.82,0.016516302
18/07/2012,12.61,-0.004746844
17/07/2012,12.67,0.002370606
16/07/2012,12.64,-0.006309169
13/07/2012,12.72,0.009478744
12/07/2012,12.6,-0.011834458
11/07/2012,12.75,0.007874056
10/07/2012,12.65,-0.001579779
09/07/2012,12.67,-0.013328304
06/07/2012,12.84,0.00077912
05/07/2012,12.83,0.001560063
03/07/2012,12.81,0.007050558
02/07/2012,12.72,-0.008610621
29/06/2012,12.83,0.016503322
28/06/2012,12.62,0.013562234
27/06/2012,12.45,0.021925361
26/06/2012,12.18,0.014055626
25/06/2012,12.01,-0.005811556
22/06/2012,12.08,-0.00413053
21/06/2012,12.13,-0.0260389
20/06/2012,12.45,-0.019093659
19/06/2012,12.69,0.00870603
18/06/2012,12.58,-0.003966685
15/06/2012,12.63,0.000792079
14/06/2012,12.62,0.022436839
13/06/2012,12.34,0.000810701
12/06/2012,12.33,0.002436055
11/06/2012,12.3,-0.020121403
08/06/2012,12.55,0.015255214
07/06/2012,12.36,-0.007255171
06/06/2012,12.45,0.035148694
05/06/2012,12.02,0.016778917
04/06/2012,11.82,-0.001690617
01/06/2012,11.84,-0.020895035
31/05/2012,12.09,-0.018845293
30/05/2012,12.32,-0.023266192
29/05/2012,12.61,0.004769484
25/05/2012,12.55,0.013638398
24/05/2012,12.38,0.013826979
23/05/2012,12.21,-0.017052788
22/05/2012,12.42,0.015416127
21/05/2012,12.23,0.023160671
18/05/2012,11.95,-0.002507314
17/05/2012,11.98,-0.01244313
16/05/2012,12.13,-0.004934221
15/05/2012,12.19,-0.00245801
14/05/2012,12.22,-0.011391498
11/05/2012,12.36,-0.000808734
10/05/2012,12.37,0.027870656
09/05/2012,12.03,0.001663894
08/05/2012,12.01,-0.004983399
07/05/2012,12.07,-0.000828157
04/05/2012,12.08,-0.010704096
03/05/2012,12.21,-0.008156652
02/05/2012,12.31,-0.021696311
01/05/2012,12.58,0.004780886
30/04/2012,12.52,0.005606743
27/04/2012,12.45,0.002412546
26/04/2012,12.42,0.016234123
25/04/2012,12.22,0.006568168
24/04/2012,12.14,0.007441126
23/04/2012,12.05,-0.017277271
20/04/2012,12.26,0.01148495
19/04/2012,12.12,-0.010668956
18/04/2012,12.25,-0.007320081
17/04/2012,12.34,-0.008071069
16/04/2012,12.44,0.003220615
13/04/2012,12.4,-0.020750944
12/04/2012,12.66,0.014320054
11/04/2012,12.48,-0.001601281
10/04/2012,12.5,-0.028393075
09/04/2012,12.86,-0.00465478
05/04/2012,12.92,-0.019165017
04/04/2012,13.17,-0.006056037
03/04/2012,13.25,0.015975996
02/04/2012,13.04,-0.002297971
30/03/2012,13.07,0.003832891
29/03/2012,13.02,0
28/03/2012,13.02,-0.011454879
27/03/2012,13.17,0.004566218
26/03/2012,13.11,0.014598799
23/03/2012,12.92,0.00465478
22/03/2012,12.86,-0.017726861
21/03/2012,13.09,-0.004573179
20/03/2012,13.15,0.002283975
19/03/2012,13.12,-0.003803732
16/03/2012,13.17,0.001519757
15/03/2012,13.15,0.011472401
14/03/2012,13,-0.024317308
13/03/2012,13.32,0.003760817
12/03/2012,13.27,0.006046882
09/03/2012,13.19,0.000758438
08/03/2012,13.18,0.012213892
07/03/2012,13.02,0.003076926
06/03/2012,12.98,-0.030351343
05/03/2012,13.38,-0.008187616
02/03/2012,13.49,-0.002960772
01/03/2012,13.53,-0.00221484
29/02/2012,13.56,0.008888947
28/02/2012,13.44,-0.019160498
27/02/2012,13.7,-0.007272759
24/02/2012,13.8,0.002176279
23/02/2012,13.77,-0.003624506
22/02/2012,13.82,0.002898553
21/02/2012,13.78,0.005822433
17/02/2012,13.7,-0.005822433
16/02/2012,13.78,0.025727255
15/02/2012,13.43,-0.003716095
14/02/2012,13.48,0.027069322
13/02/2012,13.12,0.018462063
10/02/2012,12.88,-0.007733991
09/02/2012,12.98,0.003086422
08/02/2012,12.94,0.004647568
07/02/2012,12.88,0.007794272
06/02/2012,12.78,-0.010895049
03/02/2012,12.92,-0.006941794
02/02/2012,13.01,0.003850602
01/02/2012,12.96,0.015552413
31/01/2012,12.76,0.000784006
30/01/2012,12.75,-0.004694844
27/01/2012,12.81,-0.010097173
26/01/2012,12.94,-0.013052009
25/01/2012,13.11,0.028628648
24/01/2012,12.74,-0.015576639
23/01/2012,12.94,-0.009230835
20/01/2012,13.06,0.010777625
19/01/2012,12.92,0.010112883
18/01/2012,12.79,-0.007012105
17/01/2012,12.88,0.018018506
13/01/2012,12.65,0.00793655
12/01/2012,12.55,-0.008726751
11/01/2012,12.66,-0.003154577
10/01/2012,12.7,0.018276234
09/01/2012,12.47,0.01943381
06/01/2012,12.23,-0.007332008
05/01/2012,12.32,0.023820428
04/01/2012,12.03,-0.007453451
03/01/2012,12.12,0.023373351
30/12/2011,11.84,-0.003372684
29/12/2011,11.88,0.01355953
28/12/2011,11.72,-0.016081599
27/12/2011,11.91,0.003364175
23/12/2011,11.87,0.005914677
22/12/2011,11.8,0.017956874
21/12/2011,11.59,-0.008591118
20/12/2011,11.69,0.018127385
19/12/2011,11.48,-0.001740644
16/12/2011,11.5,-0.006068506
15/12/2011,11.57,0.005199318
14/12/2011,11.51,-0.013805224
13/12/2011,11.67,-0.004275338
12/12/2011,11.72,-0.011874609
09/12/2011,11.86,0.029955171
08/12/2011,11.51,-0.045018217
07/12/2011,12.04,-0.002488595
06/12/2011,12.07,-0.000828157
05/12/2011,12.08,0.011657085
02/12/2011,11.94,-0.01413745
01/12/2011,12.11,0.002480365
30/11/2011,12.08,0.036245012
29/11/2011,11.65,0.019939976
28/11/2011,11.42,0.029322403
25/11/2011,11.09,-0.002701487
23/11/2011,11.12,-0.01162284
22/11/2011,11.25,-0.021108963
21/11/2011,11.49,-0.022376149
18/11/2011,11.75,0.022376149
17/11/2011,11.49,-0.01811175
16/11/2011,11.7,-0.01020417
15/11/2011,11.82,0.01020417
14/11/2011,11.7,-0.006814336
11/11/2011,11.78,0.025796787
10/11/2011,11.48,0.006116227
09/11/2011,11.41,-0.060366817
08/11/2011,12.12,0.015800745
07/11/2011,11.93,0.001677853
04/11/2011,11.91,0.028098911
03/11/2011,11.58,0.025362094
02/11/2011,11.29,0.031491581
01/11/2011,10.94,-0.025272103
31/10/2011,11.22,-0.03760828
28/10/2011,11.65,0.012089957
27/10/2011,11.51,0.048963941
26/10/2011,10.96,0.012856008
25/10/2011,10.82,-0.037192495
24/10/2011,11.23,0.003568246
21/10/2011,11.19,0.033624249
20/10/2011,10.82,0.002776494
19/10/2011,10.79,0.008376038
18/10/2011,10.7,0.042966036
17/10/2011,10.25,-0.025049479
14/10/2011,10.51,0.01148338
13/10/2011,10.39,-0.00767022
12/10/2011,10.47,0.025146393
11/10/2011,10.21,-0.013618888
10/10/2011,10.35,0.032403424
07/10/2011,10.02,-0.013875346
06/10/2011,10.16,0.040166042
05/10/2011,9.76,0.03333642
04/10/2011,9.44,0
03/10/2011,9.44,-0.03333642
30/09/2011,9.76,-0.049960439
29/09/2011,10.26,0.030680289
28/09/2011,9.95,-0.023834296
27/09/2011,10.19,0.011846141
26/09/2011,10.07,0.020060853
23/09/2011,9.87,0.004060919
22/09/2011,9.83,-0.052513303
21/09/2011,10.36,-0.034158919
20/09/2011,10.72,-0.019400147
19/09/2011,10.93,-0.011823694
16/09/2011,11.06,0.015490059
15/09/2011,10.89,0.027934777
14/09/2011,10.59,0.020029282
13/09/2011,10.38,-0.001924928
12/09/2011,10.4,0.006753523
09/09/2011,10.33,-0.03332055
08/09/2011,10.68,-0.016713481
07/09/2011,10.86,0.030857988
06/09/2011,10.53,0.020144566
02/09/2011,10.32,-0.030536724
01/09/2011,10.64,-0.020465831
31/08/2011,10.86,0.019526422
30/08/2011,10.65,-0.020446809
29/08/2011,10.87,0.049020181
26/08/2011,10.35,0.01166194
25/08/2011,10.23,-0.041173839
24/08/2011,10.66,0.017984394
23/08/2011,10.47,0.029071815
22/08/2011,10.17,-0.000982801
19/08/2011,10.18,-0.026176967
18/08/2011,10.45,-0.043077821
17/08/2011,10.91,0.002753558
16/08/2011,10.88,-0.012785562
15/08/2011,11.02,0.047384619
12/08/2011,10.51,0.007640916
11/08/2011,10.43,0.074624368
10/08/2011,9.68,-0.022472856
09/08/2011,9.9,0.030771659
08/08/2011,9.6,-0.119633175
05/08/2011,10.82,0.006490519
04/08/2011,10.75,-0.083828021
03/08/2011,11.69,-0.003415887
02/08/2011,11.73,-0.0376456
01/08/2011,12.18,-0.010616678
29/07/2011,12.31,-0.012111573
28/07/2011,12.46,-0.019865572
27/07/2011,12.71,-0.007056086
26/07/2011,12.8,-0.00623055
25/07/2011,12.88,0.015649772
22/07/2011,12.68,-0.0078555
21/07/2011,12.78,0.015773198
20/07/2011,12.58,0.003982482
19/07/2011,12.53,0.019339845
18/07/2011,12.29,-0.020137612
15/07/2011,12.54,-0.003184716
14/07/2011,12.58,-0.009493742
13/07/2011,12.7,0.003944778
12/07/2011,12.65,-0.007874056
11/07/2011,12.75,-0.024022852
08/07/2011,13.06,-0.005345564
07/07/2011,13.13,0.01226069
06/07/2011,12.97,0.0100737
05/07/2011,12.84,-0.010844413
01/07/2011,12.98,0.018663061
30/06/2011,12.74,0.011049836
29/06/2011,12.6,0.011173301
28/06/2011,12.46,0.020268225
27/06/2011,12.21,0.007398307
24/06/2011,12.12,-0.007398307
23/06/2011,12.21,-0.01059073
22/06/2011,12.34,-0.012082306
21/06/2011,12.49,0.017771065
20/06/2011,12.27,0
17/06/2011,12.27,0.008183352
16/06/2011,12.17,0.008250872
15/06/2011,12.07,-0.018876227
14/06/2011,12.3,-0.005674924
13/06/2011,12.37,0.004862246
10/06/2011,12.31,-0.010505147
09/06/2011,12.44,0.007261024
08/06/2011,12.35,0.001620746
07/06/2011,12.33,0.002436055
06/06/2011,12.3,-0.012924251
03/06/2011,12.46,-0.006400022
02/06/2011,12.54,-0.015823115
01/06/2011,12.74,-0.017121041
31/05/2011,12.96,0.015552413
27/05/2011,12.76,0.003926193
26/05/2011,12.71,-0.002357565
25/05/2011,12.74,0.02142089
24/05/2011,12.47,-0.004001606
23/05/2011,12.52,-0.039159271
20/05/2011,13.02,0.006936444
19/05/2011,12.93,0.021102776
18/05/2011,12.66,0.020750944
17/05/2011,12.4,-0.010429296
16/05/2011,12.53,0.007208682
13/05/2011,12.44,-0.011191164
12/05/2011,12.58,-0.0188982
11/05/2011,12.82,-0.017781682
10/05/2011,13.05,-0.006872879
09/05/2011,13.14,0.01611082
06/05/2011,12.93,0
05/05/2011,12.93,-0.009237941
04/05/2011,13.05,-0.015963851
03/05/2011,13.26,0.005293018
02/05/2011,13.19,-0.003783584
29/04/2011,13.24,0.003025721
28/04/2011,13.2,0.014498537
27/04/2011,13.01,0.008490981
26/04/2011,12.9,0.000775494
25/04/2011,12.89,-0.009266476
21/04/2011,13.01,0.010042572
20/04/2011,12.88,0.032349961
19/04/2011,12.47,-0.004800009
18/04/2011,12.53,-0.02366041
15/04/2011,12.83,0.00390473
14/04/2011,12.78,0.002350177
13/04/2011,12.75,0.008664883
12/04/2011,12.64,-0.018809332
11/04/2011,12.88,-0.029076264
08/04/2011,13.26,0.00302115
07/04/2011,13.22,-0.000756144
06/04/2011,13.23,0.024484773
05/04/2011,12.91,-0.007716088
04/04/2011,13.01,-0.006130287
01/04/2011,13.09,0.006899222
31/03/2011,13,-0.00537017
30/03/2011,13.07,0.017754229
29/03/2011,12.84,0.01966245
28/03/2011,12.59,-0.009486237
25/03/2011,12.71,0.011076063
24/03/2011,12.57,0.008789509
23/03/2011,12.46,-0.000802246
22/03/2011,12.47,-0.011957097
21/03/2011,12.62,0.024870917
18/03/2011,12.31,-0.035119331
17/03/2011,12.75,0.043275983
16/03/2011,12.21,-0.029057734
15/03/2011,12.57,-0.013433628
14/03/2011,12.74,-0.02786558
11/03/2011,13.1,-0.000763068
10/03/2011,13.11,-0.020385757
09/03/2011,13.38,0.009763502
08/03/2011,13.25,0.021358554
07/03/2011,12.97,-0.009209582
04/03/2011,13.09,-0.001526718
03/03/2011,13.11,0.023149182
02/03/2011,12.81,0.006264703
01/03/2011,12.73,0.028687226
28/02/2011,12.37,0.008932256
25/02/2011,12.26,0.015618895
24/02/2011,12.07,-0.014802902
23/02/2011,12.25,-0.007320081
22/02/2011,12.34,-0.042829702
18/02/2011,12.88,0.003110422
17/02/2011,12.84,0.024439529
16/02/2011,12.53,0
15/02/2011,12.53,-0.000797766
14/02/2011,12.54,0.007202912
11/02/2011,12.45,-0.003207701
10/02/2011,12.49,0.011272261
09/02/2011,12.35,-0.012872261
08/02/2011,12.51,-0.003192341
07/02/2011,12.55,0.010412589
04/02/2011,12.42,-0.011209085
03/02/2011,12.56,0
02/02/2011,12.56,-0.007930256
01/02/2011,12.66,0.020750944
31/01/2011,12.4,0.002422286
28/01/2011,12.37,-0.022383029
27/01/2011,12.65,0.001582279
26/01/2011,12.63,-0.015711242
25/01/2011,12.83,-0.00853711
24/01/2011,12.94,0.00620157
