Date,Close,BMS
19/02/2013,37.24,0.003496977
15/02/2013,37.11,0.003779702
14/02/2013,36.97,-0.007545172
13/02/2013,37.25,0.004843928
12/02/2013,37.07,0.008941937
11/02/2013,36.74,0.004911333
08/02/2013,36.56,0.001642486
07/02/2013,36.5,0
06/02/2013,36.5,0.009082215
05/02/2013,36.17,0.008607578
04/02/2013,35.86,-0.013296595
01/02/2013,36.34,0.018328755
31/01/2013,35.68,-0.002239643
30/01/2013,35.76,-0.004464293
29/01/2013,35.92,0.003625719
28/01/2013,35.79,0.000838574
25/01/2013,35.76,0
24/01/2013,35.76,-0.001676446
23/01/2013,35.82,0.001676446
22/01/2013,35.76,-0.003907345
18/01/2013,35.9,0.010359885
17/01/2013,35.53,0.008479418
16/01/2013,35.23,0.003696862
15/01/2013,35.1,0.004568826
14/01/2013,34.94,0.008623221
11/01/2013,34.64,0
10/01/2013,34.64,0.006952519
09/01/2013,34.4,0.013756986
08/01/2013,33.93,-0.002649008
07/01/2013,34.02,-0.001175088
04/01/2013,34.06,0.003234821
03/01/2013,33.95,-0.001471671
02/01/2013,34,0.016009829
31/12/2012,33.46,0.01354015
28/12/2012,33.01,-0.013838969
27/12/2012,33.47,-0.003281136
26/12/2012,33.58,0.003878865
24/12/2012,33.45,0.00900907
21/12/2012,33.15,-0.014970339
20/12/2012,33.65,0.009855239
19/12/2012,33.32,0.006020488
18/12/2012,33.12,0.007272759
17/12/2012,32.88,0.00824558
14/12/2012,32.61,-0.009461386
13/12/2012,32.92,-0.007565477
12/12/2012,33.17,-0.008405934
11/12/2012,33.45,0.003893969
10/12/2012,33.32,0.001201201
07/12/2012,33.28,0.000601142
06/12/2012,33.26,0.013317388
05/12/2012,32.82,-0.004863231
04/12/2012,32.98,-0.003934034
03/12/2012,33.11,-0.014690715
30/11/2012,33.6,-0.000297575
29/11/2012,33.61,-0.002377416
28/11/2012,33.69,0.005655619
27/11/2012,33.5,-0.005952399
26/11/2012,33.7,0.001187649
23/11/2012,33.66,0.008053735
21/11/2012,33.39,0.006912124
20/11/2012,33.16,-0.001506705
19/11/2012,33.21,0.025927943
16/11/2012,32.36,-0.000926641
15/11/2012,32.39,-0.006769257
14/11/2012,32.61,-0.001838236
13/11/2012,32.67,-0.013378126
12/11/2012,33.11,0.003024806
09/11/2012,33.01,-0.000302893
08/11/2012,33.02,-0.015923425
07/11/2012,33.55,-0.007128037
06/11/2012,33.79,0.008320999
05/11/2012,33.51,0.001493206
02/11/2012,33.46,-0.00029882
01/11/2012,33.47,0.012627949
31/10/2012,33.05,-0.001209556
26/10/2012,33.09,-0.002716163
25/10/2012,33.18,0.019477183
24/10/2012,32.54,0.007093322
23/10/2012,32.31,-0.008014839
22/10/2012,32.57,0.004616103
19/10/2012,32.42,-0.011652999
18/10/2012,32.8,-0.007593051
17/10/2012,33.05,0.006374282
16/10/2012,32.84,0.020612943
15/10/2012,32.17,0.015033168
12/10/2012,31.69,-0.001261432
11/10/2012,31.73,0.008545708
10/10/2012,31.46,-0.011063808
09/10/2012,31.81,0.000628931
08/10/2012,31.79,-0.005646188
05/10/2012,31.97,0.007535357
04/10/2012,31.73,0.003156568
03/10/2012,31.63,0.00602507
02/10/2012,31.44,-0.001589068
01/10/2012,31.49,0.000635324
28/09/2012,31.47,-0.002538878
27/09/2012,31.55,0.004447275
26/09/2012,31.41,-0.006030807
25/09/2012,31.6,-0.008194184
24/09/2012,31.86,0.002828856
21/09/2012,31.77,-0.002514934
20/09/2012,31.85,0.010732426
19/09/2012,31.51,0.012132971
18/09/2012,31.13,0.00515299
17/09/2012,30.97,-0.011876243
14/09/2012,31.34,0.004797706
13/09/2012,31.19,0.02269877
12/09/2012,30.49,0.000984414
11/09/2012,30.46,-0.000656383
10/09/2012,30.48,-0.006214247
07/09/2012,30.67,-0.002930167
06/09/2012,30.76,0.015067432
05/09/2012,30.3,0.004631169
04/09/2012,30.16,-0.003310165
31/08/2012,30.26,0.001984784
30/08/2012,30.2,-0.002315199
29/08/2012,30.27,0.007627296
28/08/2012,30.04,-0.009607495
27/08/2012,30.33,-0.002305287
24/08/2012,30.4,0.0056078
23/08/2012,30.23,-0.015427846
22/08/2012,30.7,0.002935902
21/08/2012,30.61,-0.002935902
20/08/2012,30.7,-0.002602474
17/08/2012,30.78,0.007827829
16/08/2012,30.54,0.011195375
15/08/2012,30.2,-0.01185004
14/08/2012,30.56,0.004591677
13/08/2012,30.42,0.004612858
10/08/2012,30.28,0.01062427
09/08/2012,29.96,-0.004994184
08/08/2012,30.11,-0.00826861
07/08/2012,30.36,0.002308327
06/08/2012,30.29,-0.005268369
03/08/2012,30.45,0.014888612
02/08/2012,30,-0.006644543
01/08/2012,30.2,-0.01804807
31/07/2012,30.75,-0.001624696
30/07/2012,30.8,-0.003241494
27/07/2012,30.9,0.00486619
26/07/2012,30.75,0.006852694
25/07/2012,30.54,-0.009450942
24/07/2012,30.83,-0.005498963
23/07/2012,31,-0.00418478
20/07/2012,31.13,-0.006404121
19/07/2012,31.33,0.022596184
18/07/2012,30.63,0.010832208
17/07/2012,30.3,0.000330087
16/07/2012,30.29,0.004632702
13/07/2012,30.15,0.003322262
12/07/2012,30.05,-0.010592618
11/07/2012,30.37,-0.000987329
10/07/2012,30.4,-0.00884237
09/07/2012,30.67,-0.004229712
06/07/2012,30.8,-0.021202208
05/07/2012,31.46,-0.004440223
03/07/2012,31.6,0.011777949
02/07/2012,31.23,-0.003516066
29/06/2012,31.34,0.007687418
28/06/2012,31.1,-0.004171352
27/06/2012,31.23,-0.0028777
26/06/2012,31.32,-0.005413164
25/06/2012,31.49,-0.005068113
22/06/2012,31.65,0.004750603
21/06/2012,31.5,-0.016997576
20/06/2012,32.04,0
19/06/2012,32.04,-0.000312061
18/06/2012,32.05,-0.003426261
15/06/2012,32.16,0.001555936
14/06/2012,32.11,0.010330347
13/06/2012,31.78,-0.006273546
12/06/2012,31.98,0.011953587
11/06/2012,31.6,-0.004420595
08/06/2012,31.74,0.023913143
07/06/2012,30.99,0.007124382
06/06/2012,30.77,0.02267969
05/06/2012,30.08,0.006671139
04/06/2012,29.88,-0.007667982
01/06/2012,30.11,-0.00826861
31/05/2012,30.36,0.004952957
30/05/2012,30.21,-0.016089659
29/05/2012,30.7,0.010149048
25/05/2012,30.39,-0.008192738
24/05/2012,30.64,-0.002607563
23/05/2012,30.72,0.007843177
22/05/2012,30.48,0.002628122
21/05/2012,30.4,0.016249736
18/05/2012,29.91,-0.005667626
17/05/2012,30.08,-0.016158637
16/05/2012,30.57,-0.009765703
15/05/2012,30.87,-0.004202366
14/05/2012,31,-0.016952269
11/05/2012,31.53,-0.005377207
10/05/2012,31.7,-0.002205767
09/05/2012,31.77,0.002521275
08/05/2012,31.69,0.020402365
07/05/2012,31.05,-0.006100517
04/05/2012,31.24,-0.02995652
03/05/2012,32.19,-0.008660741
02/05/2012,32.47,-0.000923503
01/05/2012,32.5,0.003390356
30/04/2012,32.39,-0.001542496
27/04/2012,32.44,-0.002770511
26/04/2012,32.53,0.009575363
25/04/2012,32.22,0.018165235
24/04/2012,31.64,0.001898134
23/04/2012,31.58,-0.016332021
20/04/2012,32.1,0.010333582
19/04/2012,31.77,0.000629723
18/04/2012,31.75,-0.002516516
17/04/2012,31.83,0.015514004
16/04/2012,31.34,0.005118373
13/04/2012,31.18,-0.008304104
12/04/2012,31.44,0.011194743
11/04/2012,31.09,0.005483
10/04/2012,30.92,-0.019219041
09/04/2012,31.52,-0.016674918
05/04/2012,32.05,-0.004669269
04/04/2012,32.2,-0.01203904
03/04/2012,32.59,-0.012805053
02/04/2012,33.01,0.022052961
30/03/2012,32.29,-0.011393503
29/03/2012,32.66,0.011393503
28/03/2012,32.29,0.004656224
27/03/2012,32.14,0.004365458
26/03/2012,32,0.011946071
23/03/2012,31.62,0.003484876
22/03/2012,31.51,-0.00758777
21/03/2012,31.75,0.009175828
20/03/2012,31.46,0.000317914
19/03/2012,31.45,-0.009808653
16/03/2012,31.76,-0.009401511
15/03/2012,32.06,0.005944019
14/03/2012,31.87,0.000313824
13/03/2012,31.86,0.008827296
12/03/2012,31.58,-0.005998439
09/03/2012,31.77,0
08/03/2012,31.77,0.009170025
07/03/2012,31.48,0.001271456
06/03/2012,31.44,-0.005392559
05/03/2012,31.61,0.004756629
02/03/2012,31.46,-0.004756629
01/03/2012,31.61,0.007621504
29/02/2012,31.37,-0.008254015
28/02/2012,31.63,0.004753614
27/02/2012,31.48,0.012144604
24/02/2012,31.1,-0.004491506
23/02/2012,31.24,0.000320154
22/02/2012,31.23,-0.01745799
21/02/2012,31.78,-0.005960802
17/02/2012,31.97,0.006590327
16/02/2012,31.76,0.012674441
15/02/2012,31.36,0.001276324
14/02/2012,31.32,-0.009849166
13/02/2012,31.63,0.001898735
10/02/2012,31.57,-0.023169477
09/02/2012,32.31,0.025706745
08/02/2012,31.49,0.00413684
07/02/2012,31.36,-0.00413684
06/02/2012,31.49,-0.006962053
03/02/2012,31.71,0.008551121
02/02/2012,31.44,-0.002541297
01/02/2012,31.52,0.007643349
31/01/2012,31.28,-0.008594673
30/01/2012,31.55,-0.00095042
27/01/2012,31.58,-0.014461113
26/01/2012,32.04,0.007833347
25/01/2012,31.79,0.058287782
24/01/2012,29.99,-0.000333389
23/01/2012,30,0.000333389
20/01/2012,29.99,-0.016534768
19/01/2012,30.49,0.013538262
18/01/2012,30.08,0.010023472
17/01/2012,29.78,-0.003686949
13/01/2012,29.89,-0.017904988
12/01/2012,30.43,0.000328677
11/01/2012,30.42,0
10/01/2012,30.42,-0.002626397
09/01/2012,30.5,0.003613077
06/01/2012,30.39,0.004286899
05/01/2012,30.26,-0.00066072
04/01/2012,30.28,-0.000660284
03/01/2012,30.3,0.007287213
30/12/2011,30.08,0.001663617
29/12/2011,30.03,0.006347107
28/12/2011,29.84,-0.008010724
27/12/2011,30.08,0.00466512
23/12/2011,29.94,0.006366247
22/12/2011,29.75,0.006407036
21/12/2011,29.56,-0.003377241
20/12/2011,29.66,0.01700143
19/12/2011,29.16,-0.004448254
16/12/2011,29.29,0.008227678
15/12/2011,29.05,0.00690849
14/12/2011,28.85,-0.005875255
13/12/2011,29.02,-0.005155536
12/12/2011,29.17,-0.018342906
09/12/2011,29.71,0.022465206
08/12/2011,29.05,-0.020780853
07/12/2011,29.66,0.000674536
06/12/2011,29.64,0.000674992
05/12/2011,29.62,0.016338008
02/12/2011,29.14,-0.001028983
01/12/2011,29.17,-0.010910439
30/11/2011,29.49,0.038014252
29/11/2011,28.39,0.001762736
28/11/2011,28.34,0.025734086
25/11/2011,27.62,0.003263829
23/11/2011,27.53,-0.020493257
22/11/2011,28.1,0.011093333
21/11/2011,27.79,-0.006813725
18/11/2011,27.98,-0.000714541
17/11/2011,28,-0.016646391
16/11/2011,28.47,-0.009786866
15/11/2011,28.75,0.00663063
14/11/2011,28.56,-0.010449416
11/11/2011,28.86,0.019241454
10/11/2011,28.31,-0.003878024
09/11/2011,28.42,-0.030153038
08/11/2011,29.29,0.012712764
07/11/2011,28.92,0.008333382
04/11/2011,28.68,0.014752638
03/11/2011,28.26,0.013179176
02/11/2011,27.89,0.007919408
01/11/2011,27.67,-0.015776591
31/10/2011,28.11,-0.013778702
28/10/2011,28.5,-0.002803085
27/10/2011,28.58,0.019788632
26/10/2011,28.02,-0.117069005
25/10/2011,31.5,-0.015435808
24/10/2011,31.99,0.012899345
21/10/2011,31.58,0.027610101
20/10/2011,30.72,0.000325574
19/10/2011,30.71,-0.007784665
18/10/2011,30.95,0.022546291
17/10/2011,30.26,-0.023192286
14/10/2011,30.97,0.010712649
13/10/2011,30.64,-0.001304632
12/10/2011,30.68,0.00851069
11/10/2011,30.42,0
10/10/2011,30.42,0.026650478
07/10/2011,29.62,-0.013414017
06/10/2011,30.02,0.013076465
05/10/2011,29.63,0.012224261
04/10/2011,29.27,0.036177858
03/10/2011,28.23,-0.037543512
30/09/2011,29.31,-0.032558674
29/09/2011,30.28,0.016650401
28/09/2011,29.78,-0.029447951
27/09/2011,30.67,0.02844107
26/09/2011,29.81,0.015892135
23/09/2011,29.34,0.004440656
22/09/2011,29.21,-0.03399284
21/09/2011,30.22,-0.009550542
20/09/2011,30.51,-0.006533836
19/09/2011,30.71,-0.017431042
16/09/2011,31.25,0.015804232
15/09/2011,30.76,0.014077823
14/09/2011,30.33,0.02402518
13/09/2011,29.61,0.012232568
12/09/2011,29.25,-0.00851069
09/09/2011,29.5,-0.02245779
08/09/2011,30.17,-0.012516632
07/09/2011,30.55,0.022844894
06/09/2011,29.86,-0.002675587
02/09/2011,29.94,-0.023110966
01/09/2011,30.64,-0.013614473
31/08/2011,31.06,0.013614473
30/08/2011,30.64,0.006220351
29/08/2011,30.45,0.027973852
26/08/2011,29.61,0.010183387
25/08/2011,29.31,-0.018925878
24/08/2011,29.87,0.019608471
23/08/2011,29.29,0.023839443
22/08/2011,28.6,0
19/08/2011,28.6,-0.010780838
18/08/2011,28.91,-0.043985439
17/08/2011,30.21,0.006642336
16/08/2011,30.01,-0.007304149
15/08/2011,30.23,0.023089532
12/08/2011,29.54,0.004750603
11/08/2011,29.4,0.005457039
10/08/2011,29.24,-0.047747343
09/08/2011,30.67,0.048773862
08/08/2011,29.21,-0.039931492
05/08/2011,30.4,0.008921255
04/08/2011,30.13,-0.037777205
03/08/2011,31.29,0.008988825
02/08/2011,31.01,-0.018530882
01/08/2011,31.59,-0.000316506
29/07/2011,31.6,-0.011328
28/07/2011,31.96,-0.005616239
27/07/2011,32.14,-0.045911696
26/07/2011,33.65,-0.005334927
25/07/2011,33.83,-0.003540871
22/07/2011,33.95,-0.005580863
21/07/2011,34.14,0.017730961
20/07/2011,33.54,-0.001787311
19/07/2011,33.6,-0.00297177
18/07/2011,33.7,-0.015020162
15/07/2011,34.21,0.01472347
14/07/2011,33.71,-0.007388832
13/07/2011,33.96,0.002063376
12/07/2011,33.89,0.003843316
11/07/2011,33.76,-0.005022909
08/07/2011,33.93,-0.009386986
07/07/2011,34.25,0.008797711
06/07/2011,33.95,0.004132237
05/07/2011,33.81,-0.007367059
01/07/2011,34.06,0.008254764
30/06/2011,33.78,0.02003356
29/06/2011,33.11,0.001208825
28/06/2011,33.07,0.019234298
27/06/2011,32.44,0.010224721
24/06/2011,32.11,-0.004350535
23/06/2011,32.25,0.003416683
22/06/2011,32.14,0.000933852
21/06/2011,32.11,0.003744154
20/06/2011,31.99,0.007845639
17/06/2011,31.74,0.009496748
16/06/2011,31.44,-0.005392559
15/06/2011,31.61,-0.033595695
14/06/2011,32.69,0.015724079
13/06/2011,32.18,-0.013273848
10/06/2011,32.61,-0.014007537
09/06/2011,33.07,0.024798454
08/06/2011,32.26,0.002482931
07/06/2011,32.18,0.024218828
06/06/2011,31.41,-0.004764182
03/06/2011,31.56,-0.016965534
02/06/2011,32.1,-0.002178311
01/06/2011,32.17,-0.029102988
31/05/2011,33.12,0.005146069
27/05/2011,32.95,0.007310419
26/05/2011,32.71,0.000917572
25/05/2011,32.68,0.002450982
24/05/2011,32.6,-0.0039798
23/05/2011,32.73,-0.008518457
20/05/2011,33.01,-0.008446506
19/05/2011,33.29,0.0054217
18/05/2011,33.11,0.017672611
17/05/2011,32.53,-0.011309917
16/05/2011,32.9,0.010081038
13/05/2011,32.57,-0.010992477
12/05/2011,32.93,0.008233009
11/05/2011,32.66,-0.001835424
10/05/2011,32.72,0.014778594
09/05/2011,32.24,0.005910734
06/05/2011,32.05,0.004377743
05/05/2011,31.91,0.018981905
04/05/2011,31.31,-0.004143432
03/05/2011,31.44,0.005421796
02/05/2011,31.27,-0.002236065
29/04/2011,31.34,-0.007312066
28/04/2011,31.57,-0.018516142
27/04/2011,32.16,-0.005272147
26/04/2011,32.33,0.014330463
25/04/2011,31.87,-0.003758226
21/04/2011,31.99,-0.009024489
20/04/2011,32.28,0.010275663
19/04/2011,31.95,0.013549916
18/04/2011,31.52,-0.016674918
15/04/2011,32.05,0.005318329
14/04/2011,31.88,0.001255493
13/04/2011,31.84,-0.001882649
12/04/2011,31.9,-0.009360443
11/04/2011,32.2,-0.006500565
08/04/2011,32.41,-0.008296253
07/04/2011,32.68,-0.013675946
06/04/2011,33.13,0.000301887
05/04/2011,33.12,0.003932844
04/04/2011,32.99,-0.003630866
01/04/2011,33.11,0.009102005
31/03/2011,32.81,0.003358269
30/03/2011,32.7,0.011688844
29/03/2011,32.32,0.00776522
28/03/2011,32.07,-0.00559703
25/03/2011,32.25,0.008094689
24/03/2011,31.99,-0.002185793
23/03/2011,32.06,0.000936184
22/03/2011,32.03,-0.00684508
21/03/2011,32.25,0.015310407
18/03/2011,31.76,0.012355614
17/03/2011,31.37,0.001914487
16/03/2011,31.31,-0.017099847
15/03/2011,31.85,-0.008130126
14/03/2011,32.11,-0.003109455
11/03/2011,32.21,-0.00124108
10/03/2011,32.25,-0.018738069
09/03/2011,32.86,0.00825062
08/03/2011,32.59,0.004613264
07/03/2011,32.44,-0.008594282
04/03/2011,32.72,-0.01124461
03/03/2011,33.09,0.022617101
02/03/2011,32.35,0.008693007
01/03/2011,32.07,-0.024030731
28/02/2011,32.85,0.006106889
25/02/2011,32.65,0.006760935
24/02/2011,32.43,-0.00307882
23/02/2011,32.53,-0.007655833
22/02/2011,32.78,-0.011224143
18/02/2011,33.15,0.003323768
17/02/2011,33.04,0.001817632
16/02/2011,32.98,0.007914805
15/02/2011,32.72,-0.009126927
14/02/2011,33.02,-0.002721913
11/02/2011,33.11,0.00332779
10/02/2011,33,-0.007246409
09/02/2011,33.24,0.009977407
08/02/2011,32.91,0.006401485
07/02/2011,32.7,0.000611808
04/02/2011,32.68,0.007987754
03/02/2011,32.42,0.019938355
02/02/2011,31.78,-0.008147961
01/02/2011,32.04,-0.015792246
31/01/2011,32.55,0.005545301
28/01/2011,32.37,-0.01624059
27/01/2011,32.9,-0.000607718
26/01/2011,32.92,0.00823552
25/01/2011,32.65,-0.00061237
