Date,Close,FMC
20/02/2013,58.23,-0.018545831
19/02/2013,59.32,-0.002525466
15/02/2013,59.47,0.007765063
14/02/2013,59.01,0.003395013
13/02/2013,58.81,0.011630027
12/02/2013,58.13,-0.01823966
11/02/2013,59.2,-0.010418511
08/02/2013,59.82,0.00083619
07/02/2013,59.77,-0.034208236
06/02/2013,61.85,-0.012053179
05/02/2013,62.6,0.00769728
04/02/2013,62.12,-0.004817739
01/02/2013,62.42,0.015336486
31/01/2013,61.47,-0.001138119
30/01/2013,61.54,-0.004054169
29/01/2013,61.79,0.00665749
28/01/2013,61.38,-0.00795136
25/01/2013,61.87,0.009581884
24/01/2013,61.28,0.006548812
23/01/2013,60.88,-0.008016403
22/01/2013,61.37,0.01246122
18/01/2013,60.61,-0.003623192
17/01/2013,60.83,0
16/01/2013,60.83,-0.005410293
15/01/2013,61.16,-0.002449581
14/01/2013,61.31,-0.001466873
11/01/2013,61.4,-0.007463932
10/01/2013,61.86,0.004211897
09/01/2013,61.6,0.019507216
08/01/2013,60.41,0.007643773
07/01/2013,59.95,0.013772472
04/01/2013,59.13,0.003727554
03/01/2013,58.91,-0.008620015
02/01/2013,59.42,0.015262294
31/12/2012,58.52,0.02159165
28/12/2012,57.27,-0.011631066
27/12/2012,57.94,0.004150819
26/12/2012,57.7,-0.015136168
24/12/2012,58.58,0.009777932
21/12/2012,58.01,-0.009948624
20/12/2012,58.59,0.009776255
19/12/2012,58.02,-0.002581979
18/12/2012,58.17,0.014545711
17/12/2012,57.33,0.009463793
14/12/2012,56.79,-0.000176072
13/12/2012,56.8,0
12/12/2012,56.8,0.046670932
11/12/2012,54.21,0.00870779
10/12/2012,53.74,0.012357394
07/12/2012,53.08,0.000376861
06/12/2012,53.06,-0.017190259
05/12/2012,53.98,0.00222552
04/12/2012,53.86,-0.000556845
03/12/2012,53.89,-0.028717108
30/11/2012,55.46,-0.000720981
29/11/2012,55.5,0.000180196
28/11/2012,55.49,0.000540784
27/11/2012,55.46,-0.000720981
26/11/2012,55.5,0.012692827
23/11/2012,54.8,0.016930842
21/11/2012,53.88,-0.004813933
20/11/2012,54.14,0.007415681
19/11/2012,53.74,0.039861037
16/11/2012,51.64,0.003880486
15/11/2012,51.44,0.000777907
14/11/2012,51.4,-0.016593088
13/11/2012,52.26,-0.010469307
12/11/2012,52.81,-0.007733699
09/11/2012,53.22,0.007165786
08/11/2012,52.84,-0.012413174
07/11/2012,53.5,-0.020901529
06/11/2012,54.63,-0.003471908
05/11/2012,54.82,0.012851288
02/11/2012,54.12,-0.01011131
01/11/2012,54.67,0.021259697
31/10/2012,53.52,-0.014100419
26/10/2012,54.28,0.012979971
25/10/2012,53.58,0.00149421
24/10/2012,53.5,-0.012260975
23/10/2012,54.16,-0.014663019
22/10/2012,54.96,-0.003088385
19/10/2012,55.13,-0.014764402
18/10/2012,55.95,-0.00428037
17/10/2012,56.19,0.012355784
16/10/2012,55.5,0.021122417
15/10/2012,54.34,0.013151991
12/10/2012,53.63,-0.006504995
11/10/2012,53.98,0.003711957
10/10/2012,53.78,-0.02097593
09/10/2012,54.92,-0.015179186
08/10/2012,55.76,-0.008037911
05/10/2012,56.21,0.008755528
04/10/2012,55.72,0.011189433
03/10/2012,55.1,-0.003623192
02/10/2012,55.3,-0.018454344
01/10/2012,56.33,0.017008735
28/09/2012,55.38,-0.006479504
27/09/2012,55.74,0.003054535
26/09/2012,55.57,-0.012518046
25/09/2012,56.27,-0.012187734
24/09/2012,56.96,-0.012561226
21/09/2012,57.68,-0.005360089
20/09/2012,57.99,-0.000344828
19/09/2012,58.01,0.000862292
18/09/2012,57.96,-0.004990975
17/09/2012,58.25,-0.005136998
14/09/2012,58.55,-0.00034153
13/09/2012,58.57,0.021398573
12/09/2012,57.33,0.001571092
11/09/2012,57.24,0.00983154
10/09/2012,56.68,0.01296298
07/09/2012,55.95,0.008075414
06/09/2012,55.5,0.022411433
05/09/2012,54.27,0.010558587
04/09/2012,53.7,-0.011479482
31/08/2012,54.32,0.008875798
30/08/2012,53.84,-0.003892859
29/08/2012,54.05,0.008173926
28/08/2012,53.61,-0.001304875
27/08/2012,53.68,-0.009824901
24/08/2012,54.21,-0.005151805
23/08/2012,54.49,-0.020345843
22/08/2012,55.61,0.01997887
21/08/2012,54.51,-0.007675476
20/08/2012,54.93,0
17/08/2012,54.93,-0.011763777
16/08/2012,55.58,0.018522411
15/08/2012,54.56,0.014399363
14/08/2012,53.78,-0.010542963
13/08/2012,54.35,-0.004772403
10/08/2012,54.61,0.006982755
09/08/2012,54.23,-0.008263751
08/08/2012,54.68,-0.009827195
07/08/2012,55.22,0.019751922
06/08/2012,54.14,0.003144948
03/08/2012,53.97,0.029330924
02/08/2012,52.41,-0.008738657
01/08/2012,52.87,-0.034027639
31/07/2012,54.7,-0.002556145
30/07/2012,54.84,-0.007629465
27/07/2012,55.26,0.000905223
26/07/2012,55.21,0.021234552
25/07/2012,54.05,0.008920334
24/07/2012,53.57,-0.004470114
23/07/2012,53.81,-0.013291685
20/07/2012,54.53,-0.010398707
19/07/2012,55.1,0.003636368
18/07/2012,54.9,0.003832471
17/07/2012,54.69,0.018640385
16/07/2012,53.68,0.000372648
13/07/2012,53.66,0.036823291
12/07/2012,51.72,0.012647313
11/07/2012,51.07,-0.0249457
10/07/2012,52.36,-0.015163293
09/07/2012,53.16,0.011160619
06/07/2012,52.57,-0.021267387
05/07/2012,53.7,-0.006311512
03/07/2012,54.04,0.00836203
02/07/2012,53.59,0.002054731
29/06/2012,53.48,0.032496921
28/06/2012,51.77,0.008925166
27/06/2012,51.31,0.0196818
26/06/2012,50.31,0.013406904
25/06/2012,49.64,-0.014797311
22/06/2012,50.38,0.003380061
21/06/2012,50.21,-0.041546687
20/06/2012,52.34,-0.004384718
19/06/2012,52.57,0.035233997
18/06/2012,50.75,0.008707753
15/06/2012,50.31,0.005980879
14/06/2012,50.01,-0.009552311
13/06/2012,50.49,-0.021164811
12/06/2012,51.57,0.01602849
11/06/2012,50.75,-0.02298504
08/06/2012,51.93,0.020426739
07/06/2012,50.88,0.009280351
06/06/2012,50.41,0.0232802
05/06/2012,49.25,0.005905729
04/06/2012,48.96,-0.00122474
01/06/2012,49.02,-0.039008846
31/05/2012,50.97,-0.015380426
30/05/2012,51.76,-0.014957134
29/05/2012,52.54,0.022131183
25/05/2012,51.39,-0.704562609
24/05/2012,103.96,0.015119497
23/05/2012,102.4,0.014855898
22/05/2012,100.89,0.006563269
21/05/2012,100.23,0.040622473
18/05/2012,96.24,-0.010748347
17/05/2012,97.28,-0.033857006
16/05/2012,100.63,-0.026574099
15/05/2012,103.34,-0.006270218
14/05/2012,103.99,-0.019050009
11/05/2012,105.99,0.003497003
10/05/2012,105.62,0.002654533
09/05/2012,105.34,-0.00293853
08/05/2012,105.65,-0.002835541
07/05/2012,105.95,-0.001131969
04/05/2012,106.07,-0.015621664
03/05/2012,107.74,-0.008686867
02/05/2012,108.68,-0.007608085
01/05/2012,109.51,-0.008547061
30/04/2012,110.45,-0.01438227
27/04/2012,112.05,0.016739052
26/04/2012,110.19,0.012694814
25/04/2012,108.8,0.038221213
24/04/2012,104.72,-0.006472515
23/04/2012,105.4,-0.016373754
20/04/2012,107.14,0.004208957
19/04/2012,106.69,-0.004862095
18/04/2012,107.21,-0.006785989
17/04/2012,107.94,0.024762098
16/04/2012,105.3,0.004950505
13/04/2012,104.78,-0.002763881
12/04/2012,105.07,0.02525192
11/04/2012,102.45,0.000878863
10/04/2012,102.36,-0.02222099
09/04/2012,104.66,-0.015642353
05/04/2012,106.31,-0.001503901
04/04/2012,106.47,-0.011486329
03/04/2012,107.7,-0.000278513
02/04/2012,107.73,0.01751063
30/03/2012,105.86,0.004259958
29/03/2012,105.41,0.012889852
28/03/2012,104.06,-0.015542625
27/03/2012,105.69,0.044103463
26/03/2012,101.13,0.016651265
23/03/2012,99.46,0.020416127
22/03/2012,97.45,-0.020114453
21/03/2012,99.43,0.002315865
20/03/2012,99.2,-0.010229755
19/03/2012,100.22,0.003198084
16/03/2012,99.9,-0.0010005
15/03/2012,100,0.006521217
14/03/2012,99.35,-0.006621212
13/03/2012,100.01,0.01714443
12/03/2012,98.31,-0.008205486
09/03/2012,99.12,-0.000100883
08/03/2012,99.13,0.023062247
07/03/2012,96.87,0.001239542
06/03/2012,96.75,-0.030636969
05/03/2012,99.76,-0.002402885
02/03/2012,100,-0.002297359
01/03/2012,100.23,0.012650771
29/02/2012,98.97,-0.010253407
28/02/2012,99.99,0.007730574
27/02/2012,99.22,0.006674107
24/02/2012,98.56,-0.000101456
23/02/2012,98.57,-0.000507125
22/02/2012,98.62,0.001116015
21/02/2012,98.51,0.019372307
17/02/2012,96.62,0.014910865
16/02/2012,95.19,0.012154671
15/02/2012,94.04,0.016511579
14/02/2012,92.5,-0.013316348
13/02/2012,93.74,0.027689418
10/02/2012,91.18,-0.017611065
09/02/2012,92.8,-0.02448233
08/02/2012,95.1,0.021791986
07/02/2012,93.05,-0.007814631
06/02/2012,93.78,-0.012925278
03/02/2012,95,0.018271169
02/02/2012,93.28,0.000858001
01/02/2012,93.2,0.005595022
31/01/2012,92.68,-0.001832588
30/01/2012,92.85,-0.001184005
27/01/2012,92.96,0.015830321
26/01/2012,91.5,-0.013460907
25/01/2012,92.74,0.010187581
24/01/2012,91.8,0.004914015
23/01/2012,91.35,-0.001968505
20/01/2012,91.53,-0.00294551
19/01/2012,91.8,0.008093668
18/01/2012,91.06,0.009156664
17/01/2012,90.23,0.001108893
13/01/2012,90.13,-0.003986275
12/01/2012,90.49,0.011783151
11/01/2012,89.43,0.004258187
10/01/2012,89.05,0.012202162
09/01/2012,87.97,0
06/01/2012,87.97,0.011662606
05/01/2012,86.95,-0.004818734
04/01/2012,87.37,-0.001943857
03/01/2012,87.54,0.017283527
30/12/2011,86.04,-0.002901412
29/12/2011,86.29,0.009899341
28/12/2011,85.44,-0.026791441
27/12/2011,87.76,0.004453842
23/12/2011,87.37,0.008852159
22/12/2011,86.6,0.007650437
21/12/2011,85.94,-0.007419464
20/12/2011,86.58,0.03934084
19/12/2011,83.24,-0.014905183
16/12/2011,84.49,0.013464606
15/12/2011,83.36,0.022074881
14/12/2011,81.54,-0.007818266
13/12/2011,82.18,-0.012816038
12/12/2011,83.24,-0.018213705
09/12/2011,84.77,0.018814558
08/12/2011,83.19,-0.030192313
07/12/2011,85.74,0.007257436
06/12/2011,85.12,0.008494624
05/12/2011,84.4,0.0220421
02/12/2011,82.56,-0.010242905
01/12/2011,83.41,-0.006095758
30/11/2011,83.92,0.050215154
29/11/2011,79.81,0.008051371
28/11/2011,79.17,0.030523016
25/11/2011,76.79,0.003260943
23/11/2011,76.54,-0.013367275
22/11/2011,77.57,-0.015224499
21/11/2011,78.76,-0.018367607
18/11/2011,80.22,0.017352378
17/11/2011,78.84,-0.028385776
16/11/2011,81.11,-0.014929303
15/11/2011,82.33,0.000607497
14/11/2011,82.28,-0.013999746
11/11/2011,83.44,0.018018506
10/11/2011,81.95,0.023707741
09/11/2011,80.03,-0.053521224
08/11/2011,84.43,0.003916222
07/11/2011,84.1,0.007159935
04/11/2011,83.5,-0.0037057
03/11/2011,83.81,0.033362711
02/11/2011,81.06,0.034003652
01/11/2011,78.35,-0.006868508
31/10/2011,78.89,-0.043773649
28/10/2011,82.42,-0.00881808
27/10/2011,83.15,0.063296559
26/10/2011,78.05,0.027669493
25/10/2011,75.92,-0.029717362
24/10/2011,78.21,0.029980832
21/10/2011,75.9,0.017946643
20/10/2011,74.55,0.003493688
19/10/2011,74.29,-0.034399476
18/10/2011,76.89,0.031308283
17/10/2011,74.52,-0.03234819
14/10/2011,76.97,0.027395365
13/10/2011,74.89,-0.006919522
12/10/2011,75.41,0.015636804
11/10/2011,74.24,0.000404176
10/10/2011,74.21,0.043937384
07/10/2011,71.02,-0.005476388
06/10/2011,71.41,0.029127583
05/10/2011,69.36,0.03133951
04/10/2011,67.22,0.020895161
03/10/2011,65.83,-0.049346999
30/09/2011,69.16,-0.035649589
29/09/2011,71.67,-0.00750629
28/09/2011,72.21,-0.034035412
27/09/2011,74.71,0.058852668
26/09/2011,70.44,0.023121587
23/09/2011,68.83,0.001599419
22/09/2011,68.72,-0.058362255
21/09/2011,72.85,-0.047972757
20/09/2011,76.43,-0.003004771
19/09/2011,76.66,-0.006889855
16/09/2011,77.19,0.009763796
15/09/2011,76.44,0.02195565
14/09/2011,74.78,0.033588037
13/09/2011,72.31,0.026485118
12/09/2011,70.42,-0.010031875
09/09/2011,71.13,-0.026361127
08/09/2011,73.03,-0.014140276
07/09/2011,74.07,0.032380384
06/09/2011,71.71,-0.011645771
02/09/2011,72.55,-0.028802426
01/09/2011,74.67,-0.016733458
31/08/2011,75.93,0.002505441
30/08/2011,75.74,0.018926328
29/08/2011,74.32,0.024379825
26/08/2011,72.53,0.030091137
25/08/2011,70.38,-0.010881193
24/08/2011,71.15,0.012872375
23/08/2011,70.24,0.050963652
22/08/2011,66.75,-0.005080704
19/08/2011,67.09,-0.016116265
18/08/2011,68.18,-0.066937372
17/08/2011,72.9,-0.008060704
16/08/2011,73.49,-0.0277777
15/08/2011,75.56,0.006106484
12/08/2011,75.1,0.008021433
11/08/2011,74.5,0.047415271
10/08/2011,71.05,-0.04566878
09/08/2011,74.37,0.056423094
08/08/2011,70.29,-0.099582008
05/08/2011,77.65,-0.001029734
04/08/2011,77.73,-0.065599325
03/08/2011,83,0.005436437
02/08/2011,82.55,-0.067902028
01/08/2011,88.35,0.008867725
29/07/2011,87.57,-0.009207226
28/07/2011,88.38,-0.002824701
27/07/2011,88.63,-0.030556235
26/07/2011,91.38,-0.006000782
25/07/2011,91.93,0.002723165
22/07/2011,91.68,-0.01278873
21/07/2011,92.86,0.040772638
20/07/2011,89.15,0.010146648
19/07/2011,88.25,0.025128968
18/07/2011,86.06,-0.015679362
15/07/2011,87.42,0.009308807
14/07/2011,86.61,-0.01033779
13/07/2011,87.51,0.006189841
12/07/2011,86.97,0.000575076
11/07/2011,86.92,-0.020384467
08/07/2011,88.71,-0.006964755
07/07/2011,89.33,0.010804832
06/07/2011,88.37,0.003741289
05/07/2011,88.04,0.005809665
01/07/2011,87.53,0.017401764
30/06/2011,86.02,0.004777729
29/06/2011,85.61,0.014353188
28/06/2011,84.39,0.015524553
27/06/2011,83.09,-0.000120344
24/06/2011,83.1,0.018583155
23/06/2011,81.57,-0.005745386
22/06/2011,82.04,0
21/06/2011,82.04,0.019446767
20/06/2011,80.46,0.015278945
17/06/2011,79.24,0.000504923
16/06/2011,79.2,0.002275314
15/06/2011,79.02,-0.012200642
14/06/2011,79.99,0.033173278
13/06/2011,77.38,-0.011946959
10/06/2011,78.31,-0.016087496
09/06/2011,79.58,0.017748945
08/06/2011,78.18,-0.010180795
07/06/2011,78.98,-0.001644633
06/06/2011,79.11,-0.007179324
03/06/2011,79.68,-0.02184794
02/06/2011,81.44,-0.000859159
01/06/2011,81.51,-0.034249097
31/05/2011,84.35,0.010966852
27/05/2011,83.43,0.004083599
26/05/2011,83.09,0.001686341
25/05/2011,82.95,0.008839435
24/05/2011,82.22,-0.001458435
23/05/2011,82.34,-0.019126102
20/05/2011,83.93,-0.002142348
19/05/2011,84.11,0.004289295
18/05/2011,83.75,0.014553146
17/05/2011,82.54,-0.01240158
16/05/2011,83.57,-0.001673841
13/05/2011,83.71,-0.004648122
12/05/2011,84.1,-0.006636668
11/05/2011,84.66,-0.018606821
10/05/2011,86.25,0.008032172
09/05/2011,85.56,0.009984226
06/05/2011,84.71,0.016665068
05/05/2011,83.31,-0.000480019
04/05/2011,83.35,-0.01109598
03/05/2011,84.28,-0.03440372
02/05/2011,87.23,-0.011965273
29/04/2011,88.28,0.005452081
28/04/2011,87.8,0.004337411
27/04/2011,87.42,-0.006953576
26/04/2011,88.03,0.008556324
25/04/2011,87.28,-0.006850906
21/04/2011,87.88,0.011214215
20/04/2011,86.9,0.022106776
19/04/2011,85,0.004480611
18/04/2011,84.62,-0.008589804
15/04/2011,85.35,0.008826183
14/04/2011,84.6,0.008904778
13/04/2011,83.85,0.001551591
12/04/2011,83.72,-0.007378351
11/04/2011,84.34,-0.0103799
08/04/2011,85.22,-0.007947681
07/04/2011,85.9,-0.005109161
06/04/2011,86.34,-0.006349961
05/04/2011,86.89,0
04/04/2011,86.89,0.008901278
01/04/2011,86.12,0.013914285
31/03/2011,84.93,0.002829857
30/03/2011,84.69,0.009610325
29/03/2011,83.88,0.013804913
28/03/2011,82.73,-0.008904993
25/03/2011,83.47,0.009751477
24/03/2011,82.66,0.012784006
23/03/2011,81.61,0.02280431
22/03/2011,79.77,0.001505458
21/03/2011,79.65,0.034876116
18/03/2011,76.92,0.01203258
17/03/2011,76,0.011247224
16/03/2011,75.15,0
15/03/2011,75.15,-0.00464654
14/03/2011,75.5,-0.004888693
11/03/2011,75.87,0.009934514
10/03/2011,75.12,-0.013618244
09/03/2011,76.15,-0.01821781
08/03/2011,77.55,0.012848142
07/03/2011,76.56,-0.018377636
04/03/2011,77.98,-0.013754674
03/03/2011,79.06,0.026141929
02/03/2011,77.02,0.012805611
01/03/2011,76.04,-0.018243925
28/02/2011,77.44,0.018243925
25/02/2011,76.04,0.011374279
24/02/2011,75.18,-0.008608755
23/02/2011,75.83,-0.022170966
22/02/2011,77.53,-0.045634336
18/02/2011,81.15,-0.007611134
17/02/2011,81.77,0.004658013
16/02/2011,81.39,0.016101413
15/02/2011,80.09,-0.018555703
14/02/2011,81.59,0
11/02/2011,81.59,0.00171737
10/02/2011,81.45,0.001474383
09/02/2011,81.33,-0.014283341
08/02/2011,82.5,0.017361972
07/02/2011,81.08,0.010788126
04/02/2011,80.21,0.009142778
03/02/2011,79.48,0.00277183
02/02/2011,79.26,0.002020713
01/02/2011,79.1,0.039190372
31/01/2011,76.06,0.013901065
28/01/2011,75.01,-0.019930707
27/01/2011,76.52,0.001700347
26/01/2011,76.39,-0.006133788
25/01/2011,76.86,0
