Date,Close,VRTX
19/04/2013,85.6,0.481849213
18/04/2013,52.87,-0.021888443
17/04/2013,54.04,-0.0064558
16/04/2013,54.39,0.006085773
15/04/2013,54.06,-0.030603481
12/04/2013,55.74,0.016460533
11/04/2013,54.83,-0.000182365
10/04/2013,54.84,0.041703735
09/04/2013,52.6,-0.002658061
08/04/2013,52.74,-0.009247966
05/04/2013,53.23,0.005274075
04/04/2013,52.95,0.006061773
03/04/2013,52.63,-0.02440061
02/04/2013,53.93,-0.001297137
01/04/2013,54,-0.017803535
28/03/2013,54.97,0.002550092
27/03/2013,54.83,0.008976885
26/03/2013,54.34,0.001473297
25/03/2013,54.26,0.009629704
22/03/2013,53.74,0.028309118
21/03/2013,52.24,-0.00458366
20/03/2013,52.48,0.011113354
19/03/2013,51.9,0.010264446
18/03/2013,51.37,-0.018133213
15/03/2013,52.31,-0.009134221
14/03/2013,52.79,0.000378931
13/03/2013,52.77,0.006845435
12/03/2013,52.41,-0.002667685
11/03/2013,52.55,-0.004935469
08/03/2013,52.81,0.051283328
07/03/2013,50.17,0.013242569
06/03/2013,49.51,0.024122184
05/03/2013,48.33,0.042694565
04/03/2013,46.31,0.003027684
01/03/2013,46.17,-0.013980226
28/02/2013,46.82,-0.003198638
27/02/2013,46.97,0.061236902
26/02/2013,44.18,-0.015274331
25/02/2013,44.86,-0.023136429
22/02/2013,45.91,0.02402849
21/02/2013,44.82,-0.013738306
20/02/2013,45.44,-0.023489553
19/02/2013,46.52,0.019755337
15/02/2013,45.61,-0.00109565
14/02/2013,45.66,-0.017799471
13/02/2013,46.48,0.012774884
12/02/2013,45.89,0.004148931
11/02/2013,45.7,-0.006543099
08/02/2013,46,0.007637789
07/02/2013,45.65,-0.00458967
06/02/2013,45.86,0.005685561
05/02/2013,45.6,0.021501438
04/02/2013,44.63,-0.017986496
01/02/2013,45.44,0.014631163
31/01/2013,44.78,0.002907304
30/01/2013,44.65,-0.038229611
29/01/2013,46.39,0.010183167
28/01/2013,45.92,-0.020050257
25/01/2013,46.85,-0.00998203
24/01/2013,47.32,0.017480727
23/01/2013,46.5,-0.012183543
22/01/2013,47.07,0.016277935
18/01/2013,46.31,-0.010311584
17/01/2013,46.79,0.00729304
16/01/2013,46.45,-0.013471817
15/01/2013,47.08,-0.005507322
14/01/2013,47.34,0.000633914
11/01/2013,47.31,0.010838487
10/01/2013,46.8,-0.030512625
09/01/2013,48.25,-0.00516797
08/01/2013,48.5,0.025264941
07/01/2013,47.29,0.030923658
04/01/2013,45.85,0.015384919
03/01/2013,45.15,0.033786998
02/01/2013,43.65,0.040917455
31/12/2012,41.9,0.023178247
28/12/2012,40.94,-0.019831363
27/12/2012,41.76,0.000239492
26/12/2012,41.75,-0.017569303
24/12/2012,42.49,-0.012861162
21/12/2012,43.04,-0.00694608
20/12/2012,43.34,0.007410872
19/12/2012,43.02,-0.007180112
18/12/2012,43.33,0.03570969
17/12/2012,41.81,0.000478469
14/12/2012,41.79,-0.008577608
13/12/2012,42.15,-0.002369669
12/12/2012,42.25,0.009751534
11/12/2012,41.84,0.038742816
10/12/2012,40.25,0.034630024
07/12/2012,38.88,-0.005642487
06/12/2012,39.1,-0.002043946
05/12/2012,39.18,-0.007881063
04/12/2012,39.49,0.010436648
03/12/2012,39.08,-0.018004797
30/11/2012,39.79,0.001257387
29/11/2012,39.74,0.00529836
28/11/2012,39.53,-0.011319452
27/11/2012,39.98,-0.012922645
26/11/2012,40.5,-0.023427133
23/11/2012,41.46,0.008477706
21/11/2012,41.11,-0.025220503
20/11/2012,42.16,0.017466648
19/11/2012,41.43,0.005081681
16/11/2012,41.22,0.013678767
15/11/2012,40.66,-0.036227096
14/11/2012,42.16,-0.044987878
13/11/2012,44.1,0.002270149
12/11/2012,44,-0.022695053
09/11/2012,45.01,0.008926638
08/11/2012,44.61,-0.0204134
07/11/2012,45.53,-0.013525512
06/11/2012,46.15,-0.005617992
05/11/2012,46.41,0.030630266
02/11/2012,45.01,-0.114692531
01/11/2012,50.48,0.044559822
31/10/2012,48.28,-0.026166661
26/10/2012,49.56,-0.011036532
25/10/2012,50.11,0.012247919
24/10/2012,49.5,-0.00262282
23/10/2012,49.63,-0.00482413
22/10/2012,49.87,-0.007391903
19/10/2012,50.24,-0.046474777
18/10/2012,52.63,-0.024771392
17/10/2012,53.95,0.012308995
16/10/2012,53.29,0.000938703
15/10/2012,53.24,-0.005432251
12/10/2012,53.53,-0.060701541
11/10/2012,56.88,-0.002107482
10/10/2012,57,-0.025633548
09/10/2012,58.48,-0.000170984
08/10/2012,58.49,-0.015775071
05/10/2012,59.42,0.000505008
04/10/2012,59.39,0.027829367
03/10/2012,57.76,0.008344972
02/10/2012,57.28,0.014773396
01/10/2012,56.44,0.009792654
28/09/2012,55.89,0.004123717
27/09/2012,55.66,0.016119157
26/09/2012,54.77,-0.026841204
25/09/2012,56.26,-0.042796581
24/09/2012,58.72,-0.005434796
21/09/2012,59.04,0.015533299
20/09/2012,58.13,0.003964497
19/09/2012,57.9,0.00780238
18/09/2012,57.45,-0.001565354
17/09/2012,57.54,-0.009341012
14/09/2012,58.08,0.032726694
13/09/2012,56.21,0.008396655
12/09/2012,55.74,-0.005546127
11/09/2012,56.05,-0.0104713
10/09/2012,56.64,-0.008088667
07/09/2012,57.1,-0.005936808
06/09/2012,57.44,0.043589574
05/09/2012,54.99,0.008400342
04/09/2012,54.53,0.022251984
31/08/2012,53.33,0.000937998
30/08/2012,53.28,-0.000750469
29/08/2012,53.32,-0.014337831
28/08/2012,54.09,0.010780774
27/08/2012,53.51,-0.000933968
24/08/2012,53.56,-0.005771216
23/08/2012,53.87,-0.014741376
22/08/2012,54.67,0.00073193
21/08/2012,54.63,-0.004565801
20/08/2012,54.88,0.00182382
17/08/2012,54.78,0.005491502
16/08/2012,54.48,0.001101928
15/08/2012,54.42,0.016489489
14/08/2012,53.53,0.040215043
13/08/2012,51.42,-0.004656586
10/08/2012,51.66,0.002907824
09/08/2012,51.51,0.013682778
08/08/2012,50.81,-0.013682778
07/08/2012,51.51,-0.008313243
06/08/2012,51.94,0.051354095
03/08/2012,49.34,-0.005658867
02/08/2012,49.62,0.009313694
01/08/2012,49.16,0.013310322
31/07/2012,48.51,-0.029452723
30/07/2012,49.96,0.012893007
27/07/2012,49.32,0.004878058
26/07/2012,49.08,0
25/07/2012,49.08,0.014571833
24/07/2012,48.37,-0.028532606
23/07/2012,49.77,-0.029693393
20/07/2012,51.27,-0.016059163
19/07/2012,52.1,-0.028570669
18/07/2012,53.61,0.016930427
17/07/2012,52.71,0.0058986
16/07/2012,52.4,-0.021709206
13/07/2012,53.55,0.0114566
12/07/2012,52.94,0.003405869
11/07/2012,52.76,-0.026189301
10/07/2012,54.16,0.000369344
09/07/2012,54.14,-0.009558896
06/07/2012,54.66,-0.015431004
05/07/2012,55.51,0.000901145
03/07/2012,55.46,-0.001801478
02/07/2012,55.56,-0.00645858
29/06/2012,55.92,0.088573267
28/06/2012,51.18,-0.177326688
27/06/2012,61.11,0.024684431
26/06/2012,59.62,0.020161632
25/06/2012,58.43,-0.036630439
22/06/2012,60.61,0.050937328
21/06/2012,57.6,-0.026554023
20/06/2012,59.15,0.032998354
19/06/2012,57.23,-0.009391373
18/06/2012,57.77,0.021521258
15/06/2012,56.54,0.010668664
14/06/2012,55.94,0.008617648
13/06/2012,55.46,-0.008796395
12/06/2012,55.95,0.018945086
11/06/2012,54.9,-0.037186981
08/06/2012,56.98,0.003692312
07/06/2012,56.77,-0.018672561
06/06/2012,57.84,-0.012371292
05/06/2012,58.56,0.014794696
04/06/2012,57.7,-0.031727034
01/06/2012,59.56,-0.008026799
31/05/2012,60.04,-0.002329064
30/05/2012,60.18,0.040351296
29/05/2012,57.8,-0.115088135
25/05/2012,64.85,0.011788565
24/05/2012,64.09,0.002343202
23/05/2012,63.94,0.013382865
22/05/2012,63.09,0.015816289
21/05/2012,62.1,0.01231383
18/05/2012,61.34,0.001141832
17/05/2012,61.27,-0.021634683
16/05/2012,62.61,-0.012223345
15/05/2012,63.38,-0.020612847
14/05/2012,64.7,0.042304288
11/05/2012,62.02,0.029950688
10/05/2012,60.19,-0.002654722
09/05/2012,60.35,-0.061219016
08/05/2012,64.16,0.098870125
07/05/2012,58.12,0.44057179
04/05/2012,37.41,-0.018538667
03/05/2012,38.11,-0.006538535
02/05/2012,38.36,-0.002343446
01/05/2012,38.45,-0.00077993
30/04/2012,38.48,-0.003631651
27/04/2012,38.62,0.028896153
26/04/2012,37.52,-0.003989898
25/04/2012,37.67,0.029089043
24/04/2012,36.59,-0.002184003
23/04/2012,36.67,0.002457339
20/04/2012,36.58,-0.002184599
19/04/2012,36.66,0.030464832
18/04/2012,35.56,-0.023896664
17/04/2012,36.42,0.025867108
16/04/2012,35.49,-0.018979079
13/04/2012,36.17,-0.041695265
12/04/2012,37.71,0.018196916
11/04/2012,37.03,0.012773648
10/04/2012,36.56,-0.041521968
09/04/2012,38.11,-0.049651959
05/04/2012,40.05,-0.012900204
04/04/2012,40.57,-0.029867462
03/04/2012,41.8,0.032088315
02/04/2012,40.48,-0.013007914
30/03/2012,41.01,0.011526798
29/03/2012,40.54,0.002469747
28/03/2012,40.44,-0.012532416
27/03/2012,40.95,0.00048852
26/03/2012,40.93,-0.009967264
23/03/2012,41.34,0.017077751
22/03/2012,40.64,-0.01101198
21/03/2012,41.09,0.004145842
20/03/2012,40.92,-0.017442303
19/03/2012,41.64,-0.030742549
16/03/2012,42.94,0.003032072
15/03/2012,42.81,0.035425076
14/03/2012,41.32,-0.009633986
13/03/2012,41.72,0.002399809
12/03/2012,41.62,-0.004076255
09/03/2012,41.79,0.003115641
08/03/2012,41.66,0.022576514
07/03/2012,40.73,0.025865655
06/03/2012,39.69,-0.017730518
05/03/2012,40.4,-0.008135137
02/03/2012,40.73,0.008877987
01/03/2012,40.37,0.036578678
29/02/2012,38.92,0.017364697
28/02/2012,38.25,-0.011437608
27/02/2012,38.69,0.00778416
24/02/2012,38.39,-0.006491
23/02/2012,38.64,0.027283959
22/02/2012,37.6,-0.004511086
21/02/2012,37.77,-0.038181498
17/02/2012,39.24,0.045622404
16/02/2012,37.49,0.027310066
15/02/2012,36.48,0.00964062
14/02/2012,36.13,-0.000553403
13/02/2012,36.15,0.000553403
10/02/2012,36.13,-0.024874865
09/02/2012,37.04,0.007044191
08/02/2012,36.78,-0.021783838
07/02/2012,37.59,-0.017144031
06/02/2012,38.24,0.038927869
03/02/2012,36.78,-0.042582271
02/02/2012,38.38,0.014434052
01/02/2012,37.83,0.023536791
31/01/2012,36.95,0.061673887
30/01/2012,34.74,-0.035071468
27/01/2012,35.98,0.007252473
26/01/2012,35.72,0.007305455
25/01/2012,35.46,0.013342994
24/01/2012,34.99,-0.024560162
23/01/2012,35.86,-0.012470717
20/01/2012,36.31,-0.018013588
19/01/2012,36.97,-0.01343384
18/01/2012,37.47,0.025954417
17/01/2012,36.51,-0.008183352
13/01/2012,36.81,-0.00703847
12/01/2012,37.07,-0.006721359
11/01/2012,37.32,0.027160822
10/01/2012,36.32,0.017778246
09/01/2012,35.68,0.046760275
06/01/2012,34.05,0.027692703
05/01/2012,33.12,0.028170877
04/01/2012,32.2,-0.000931243
03/01/2012,32.23,-0.02995334
30/12/2011,33.21,0.013642776
29/12/2011,32.76,0.00981603
28/12/2011,32.44,-0.024662538
27/12/2011,33.25,0.012407483
23/12/2011,32.84,-0.005466154
22/12/2011,33.02,0.000908953
21/12/2011,32.99,-0.012351415
20/12/2011,33.4,0.005704865
19/12/2011,33.21,-0.020858921
16/12/2011,33.91,0.075947105
15/12/2011,31.43,0.028725551
14/12/2011,30.54,0.063534877
13/12/2011,28.66,-0.023790124
12/12/2011,29.35,-0.000681199
09/12/2011,29.37,0.027966608
08/12/2011,28.56,-0.037454988
07/12/2011,29.65,-0.000337211
06/12/2011,29.66,0.002024975
05/12/2011,29.6,0.011894788
02/12/2011,29.25,-0.004774907
01/12/2011,29.39,0.013703537
30/11/2011,28.99,0.058965943
29/11/2011,27.33,0.003298519
28/11/2011,27.24,0.023775265
25/11/2011,26.6,-0.012700955
23/11/2011,26.94,-0.035731107
22/11/2011,27.92,0.012977832
21/11/2011,27.56,-0.026142939
18/11/2011,28.29,-0.025132213
17/11/2011,29.01,-0.008580797
16/11/2011,29.26,-0.01492565
15/11/2011,29.7,-0.011049836
14/11/2011,30.03,-0.044292489
11/11/2011,31.39,-0.018621337
10/11/2011,31.98,0.03564986
09/11/2011,30.86,0.013374853
08/11/2011,30.45,-0.08706611
07/11/2011,33.22,-0.097715473
04/11/2011,36.63,0
03/11/2011,36.63,-0.007343974
02/11/2011,36.9,-0.023568311
01/11/2011,37.78,-0.046796699
31/10/2011,39.59,-0.049042721
28/10/2011,41.58,-0.023765377
27/10/2011,42.58,-0.007254039
26/10/2011,42.89,-0.010206537
25/10/2011,43.33,-0.015571645
24/10/2011,44.01,0.052956979
21/10/2011,41.74,-0.012854259
20/10/2011,42.28,0.051193713
19/10/2011,40.17,-0.018987132
18/10/2011,40.94,0.020980654
17/10/2011,40.09,-0.076563708
14/10/2011,43.28,-0.013768001
13/10/2011,43.88,0.08659711
12/10/2011,40.24,0.007232854
11/10/2011,39.95,-0.011448607
10/10/2011,40.41,-0.095062686
07/10/2011,44.44,-0.004266314
06/10/2011,44.63,-0.010919329
05/10/2011,45.12,0.041403946
04/10/2011,43.29,0.066866631
03/10/2011,40.49,-0.093534878
30/09/2011,44.46,-0.001123974
29/09/2011,44.51,-0.026165573
28/09/2011,45.69,-0.043051942
27/09/2011,47.7,-0.024436917
26/09/2011,48.88,-0.037149137
23/09/2011,50.73,0.028390551
22/09/2011,49.31,-0.075555486
21/09/2011,53.18,0.021477591
20/09/2011,52.05,0.036588254
19/09/2011,50.18,-0.006752757
16/09/2011,50.52,0.007949167
15/09/2011,50.12,-0.008542815
14/09/2011,50.55,0.006748735
13/09/2011,50.21,0.049607068
12/09/2011,47.78,0.042104734
09/09/2011,45.81,-0.037699903
08/09/2011,47.57,0.01333212
07/09/2011,46.94,0.029620585
06/09/2011,45.57,0.021739987
02/09/2011,44.59,-0.011594333
01/09/2011,45.11,-0.00354061
31/08/2011,45.27,0
30/08/2011,45.27,0.029591937
29/08/2011,43.95,-0.029371016
26/08/2011,45.26,-0.003308705
25/08/2011,45.41,-0.024364921
24/08/2011,46.53,-0.009624713
23/08/2011,46.98,0.03244931
22/08/2011,45.48,-0.021964567
19/08/2011,46.49,0.026150978
18/08/2011,45.29,-0.02958667
17/08/2011,46.65,0.010559305
16/08/2011,46.16,-0.003244298
15/08/2011,46.31,0.040093476
12/08/2011,44.49,0.025496487
11/08/2011,43.37,0.037350202
10/08/2011,41.78,-0.061947206
09/08/2011,44.45,0.105485508
08/08/2011,40,-0.072320662
05/08/2011,43,-0.027298403
04/08/2011,44.19,-0.080616985
03/08/2011,47.9,-0.023724682
02/08/2011,49.05,-0.037808284
01/08/2011,50.94,-0.017899311
29/07/2011,51.86,0.077763523
28/07/2011,47.98,0.001251304
27/07/2011,47.92,-0.033449307
26/07/2011,49.55,0.002020203
25/07/2011,49.45,-0.030471341
22/07/2011,50.98,-0.003720024
21/07/2011,51.17,0.019138396
20/07/2011,50.2,-0.014240747
19/07/2011,50.92,0.026869962
18/07/2011,49.57,-0.022145543
15/07/2011,50.68,0.006930035
14/07/2011,50.33,-0.022786293
13/07/2011,51.49,0.001554908
12/07/2011,51.41,0.022424228
11/07/2011,50.27,-0.007925542
08/07/2011,50.67,0.010714388
07/07/2011,50.13,-0.000797607
06/07/2011,50.17,-0.039473667
05/07/2011,52.19,0.009433124
01/07/2011,51.7,-0.005593611
30/06/2011,51.99,-0.0053712
29/06/2011,52.27,0.029905141
28/06/2011,50.73,0.040427828
27/06/2011,48.72,0.002671875
24/06/2011,48.59,0.011800158
23/06/2011,48.02,0.017011856
22/06/2011,47.21,0.029230536
21/06/2011,45.85,0.015163459
20/06/2011,45.16,0.003327052
17/06/2011,45.01,-0.012803707
16/06/2011,45.59,-0.018042007
15/06/2011,46.42,-0.00772536
14/06/2011,46.78,-0.00978523
13/06/2011,47.24,-0.02011803
10/06/2011,48.2,0.002700739
09/06/2011,48.07,-0.100271658
08/06/2011,53.14,-0.019197309
07/06/2011,54.17,-0.003685281
06/06/2011,54.37,-0.007147469
03/06/2011,54.76,0.004759299
02/06/2011,54.5,0.027531501
01/06/2011,53.02,-0.018129643
31/05/2011,53.99,0.008369806
27/05/2011,53.54,-0.013726797
26/05/2011,54.28,-0.023487652
25/05/2011,55.57,-0.012340316
24/05/2011,56.26,0.008030738
23/05/2011,55.81,0.01461988
20/05/2011,55,0.00382549
19/05/2011,54.79,-0.011432844
18/05/2011,55.42,-0.019477074
17/05/2011,56.51,-0.013359313
16/05/2011,57.27,-0.003660135
13/05/2011,57.48,-0.009178348
12/05/2011,58.01,0.030809368
11/05/2011,56.25,-0.014122035
10/05/2011,57.05,-0.01046217
09/05/2011,57.65,0.055455869
06/05/2011,54.54,0.025063969
05/05/2011,53.19,-0.039083315
04/05/2011,55.31,0.01035902
03/05/2011,54.74,-0.00564716
02/05/2011,55.05,0
29/04/2011,55.05,-0.008861619
28/04/2011,55.54,0
27/04/2011,55.54,0.048322143
26/04/2011,52.92,0.096747342
25/04/2011,48.04,-0.027308955
21/04/2011,49.37,0.028558695
20/04/2011,47.98,0.024473795
19/04/2011,46.82,-0.003624351
18/04/2011,46.99,-0.021682778
15/04/2011,48.02,0.008994936
14/04/2011,47.59,0.004000426
13/04/2011,47.4,-0.011953587
12/04/2011,47.97,-0.005198057
11/04/2011,48.22,0.001245072
08/04/2011,48.16,0.026297929
07/04/2011,46.91,0.010500471
06/04/2011,46.42,-0.006869928
05/04/2011,46.74,-0.015918833
04/04/2011,47.49,-0.002103493
01/04/2011,47.59,-0.007118958
31/03/2011,47.93,-0.011409729
30/03/2011,48.48,-0.008626055
29/03/2011,48.9,0.032421792
28/03/2011,47.34,0.01618434
25/03/2011,46.58,-0.007059608
24/03/2011,46.91,0.017851856
23/03/2011,46.08,-0.001734606
22/03/2011,46.16,0.019027365
21/03/2011,45.29,0.020072039
18/03/2011,44.39,-0.003597935
17/03/2011,44.55,0.006756782
16/03/2011,44.25,-0.032461721
15/03/2011,45.71,0.005924318
14/03/2011,45.44,-0.021983691
11/03/2011,46.45,0.036168326
10/03/2011,44.8,-0.0570468
09/03/2011,47.43,0.013371737
08/03/2011,46.8,-0.058510775
07/03/2011,49.62,-0.028803262
04/03/2011,51.07,0.022174736
03/03/2011,49.95,0.054935132
02/03/2011,47.28,0.026576789
01/03/2011,46.04,-0.013590976
28/02/2011,46.67,0.040000962
25/02/2011,44.84,0.028502269
24/02/2011,43.58,-0.008909254
23/02/2011,43.97,0.140148644
22/02/2011,38.22,-0.024296879
18/02/2011,39.16,-0.017466588
17/02/2011,39.85,0.005031457
16/02/2011,39.65,0.004043473
15/02/2011,39.49,0.013255356
14/02/2011,38.97,0.013173379
11/02/2011,38.46,0.007830894
10/02/2011,38.16,0.000786473
09/02/2011,38.13,-0.009137252
08/02/2011,38.48,0.003905746
07/02/2011,38.33,-0.029054621
04/02/2011,39.46,0.016867254
03/02/2011,38.8,-0.004371873
02/02/2011,38.97,0.003084043
01/02/2011,38.85,-0.001029071
31/01/2011,38.89,-0.003080875
28/01/2011,39.01,-0.009693953
