Date,Close,YUM
17/10/2013,67.39,0.013896376
16/10/2013,66.46,0.009980425
15/10/2013,65.8,-0.017176857
14/10/2013,66.94,-0.000895924
11/10/2013,67,0.015947382
10/10/2013,65.94,-0.008155913
09/10/2013,66.48,-0.075171099
08/10/2013,71.67,0.003354301
07/10/2013,71.43,-0.001398993
04/10/2013,71.53,0.015355658
03/10/2013,70.44,-0.003684289
02/10/2013,70.7,-0.012370132
01/10/2013,71.58,0.002657902
30/09/2013,71.39,-0.010312243
27/09/2013,72.13,-0.003321802
26/09/2013,72.37,0.010696775
25/09/2013,71.6,-0.006404031
24/09/2013,72.06,0.003475363
23/09/2013,71.81,-0.003891596
20/09/2013,72.09,-0.008838616
19/09/2013,72.73,-0.012162774
18/09/2013,73.62,0.012025288
17/09/2013,72.74,0.00123805
16/09/2013,72.65,0.001653121
13/09/2013,72.53,0.001932101
12/09/2013,72.39,0.002489628
11/09/2013,72.21,0.009461598
10/09/2013,71.53,0.000699252
09/09/2013,71.48,0.026509455
06/09/2013,69.61,-0.003298676
05/09/2013,69.84,0.003011403
04/09/2013,69.63,-0.005299733
03/09/2013,70,-0.000285673
30/08/2013,70.02,-0.007540763
29/08/2013,70.55,-0.003254797
28/08/2013,70.78,-0.008301138
27/08/2013,71.37,-0.009205086
26/08/2013,72.03,-0.007468914
23/08/2013,72.57,-0.002477293
22/08/2013,72.75,0.007450366
21/08/2013,72.21,-0.005937194
20/08/2013,72.64,0.007739121
19/08/2013,72.08,-0.001109262
16/08/2013,72.16,-0.004286807
15/08/2013,72.47,-0.008108338
14/08/2013,73.06,0.001232624
13/08/2013,72.97,-0.020347962
12/08/2013,74.47,0.000940418
09/08/2013,74.4,0.00404041
08/08/2013,74.1,0.002973377
07/08/2013,73.88,-0.001622938
06/08/2013,74,-0.011020136
05/08/2013,74.82,0.005763705
02/08/2013,74.39,0.006608696
01/08/2013,73.9,0.013349878
31/07/2013,72.92,-0.001781188
30/07/2013,73.05,-0.00641334
29/07/2013,73.52,-0.006507615
26/07/2013,74,0.026011049
25/07/2013,72.1,0.00905614
24/07/2013,71.45,0.014378596
23/07/2013,70.43,-0.014658472
22/07/2013,71.47,-0.008498832
19/07/2013,72.08,-0.001663433
18/07/2013,72.2,0.011142177
17/07/2013,71.4,-0.002378122
16/07/2013,71.57,-0.002651226
15/07/2013,71.76,0.015730661
12/07/2013,70.64,-0.012520386
11/07/2013,71.53,-0.011536718
10/07/2013,72.36,-0.008805781
09/07/2013,73,0.00701082
08/07/2013,72.49,0.011515909
05/07/2013,71.66,0.007564121
03/07/2013,71.12,0.014445797
02/07/2013,70.1,-0.001710377
01/07/2013,70.22,0.01261123
28/06/2013,69.34,-0.003742627
27/06/2013,69.6,0.005474729
26/06/2013,69.22,0.012794592
25/06/2013,68.34,0.003518034
24/06/2013,68.1,-0.012839394
21/06/2013,68.98,-0.005926157
20/06/2013,69.39,-0.030094535
19/06/2013,71.51,-0.009879716
18/06/2013,72.22,0.008621942
17/06/2013,71.6,0.0068671
14/06/2013,71.11,-0.007006755
13/06/2013,71.61,-0.001256019
12/06/2013,71.7,-0.00083647
11/06/2013,71.76,-0.009845465
10/06/2013,72.47,-0.014384795
07/06/2013,73.52,0.033188887
06/06/2013,71.12,0.044419807
05/06/2013,68.03,-0.012126674
04/06/2013,68.86,-0.002175964
03/06/2013,69.01,0.018426962
31/05/2013,67.75,-0.012468075
30/05/2013,68.6,-0.013609592
29/05/2013,69.54,-0.007021595
28/05/2013,70.03,0.011778361
24/05/2013,69.21,-0.001299545
23/05/2013,69.3,-0.007618811
22/05/2013,69.83,-0.004999653
21/05/2013,70.18,-0.003981803
20/05/2013,70.46,0.004266825
17/05/2013,70.16,0.007582839
16/05/2013,69.63,-0.004156222
15/05/2013,69.92,-0.003284075
14/05/2013,70.15,0.017689395
13/05/2013,68.92,-0.020678508
10/05/2013,70.36,0.018504437
09/05/2013,69.07,-0.007356687
08/05/2013,69.58,0.013893132
07/05/2013,68.62,0.003503653
06/05/2013,68.38,-0.007720921
03/05/2013,68.91,0.012117821
02/05/2013,68.08,0.007075501
01/05/2013,67.6,-0.007662873
30/04/2013,68.12,0.007662873
29/04/2013,67.6,0.011007102
26/04/2013,66.86,-0.005072367
25/04/2013,67.2,-0.021347885
24/04/2013,68.65,0.067797041
23/04/2013,64.15,-0.0171552
22/04/2013,65.26,0.003376826
19/04/2013,65.04,0.000615195
18/04/2013,65,-0.018746263
17/04/2013,66.23,-0.006321514
16/04/2013,66.65,0.008891627
15/04/2013,66.06,-0.025998775
12/04/2013,67.8,0.008442618
11/04/2013,67.23,0.007015478
10/04/2013,66.76,-0.00044927
09/04/2013,66.79,-0.008052534
08/04/2013,67.33,0.005361145
05/04/2013,66.97,-0.011284455
04/04/2013,67.73,0.002809198
03/04/2013,67.54,-0.037915792
02/04/2013,70.15,-0.014435575
01/04/2013,71.17,-0.010761057
28/03/2013,71.94,0.008655645
27/03/2013,71.32,0.002948819
26/03/2013,71.11,0.005782401
25/03/2013,70.7,0.014388737
22/03/2013,69.69,0.003305788
21/03/2013,69.46,0.000143978
20/03/2013,69.45,0.008822098
19/03/2013,68.84,-0.003914467
18/03/2013,69.11,-0.015648873
15/03/2013,70.2,0.004998225
14/03/2013,69.85,0.007183939
13/03/2013,69.35,0.008980362
12/03/2013,68.73,0.013033794
11/03/2013,67.84,0.001770434
08/03/2013,67.72,0.006964539
07/03/2013,67.25,0.005068586
06/03/2013,66.91,0.009158536
05/03/2013,66.3,0.012597875
04/03/2013,65.47,0.003979191
01/03/2013,65.21,-0.004131921
28/02/2013,65.48,0.001528351
27/02/2013,65.38,0.007831134
26/02/2013,64.87,0.002160495
25/02/2013,64.73,-0.01106172
22/02/2013,65.45,0.006130287
21/02/2013,65.05,0.007561181
20/02/2013,64.56,-0.00909728
19/02/2013,65.15,0.017965482
15/02/2013,63.99,0.001563967
14/02/2013,63.89,-0.008106046
13/02/2013,64.41,-0.0052648
12/02/2013,64.75,0.003093583
11/02/2013,64.55,-0.011551919
08/02/2013,65.3,0.026850375
07/02/2013,63.57,0.010118663
06/02/2013,62.93,0.013599122
05/02/2013,62.08,-0.029521268
04/02/2013,63.94,-0.030648429
01/02/2013,65.93,0.015129806
31/01/2013,64.94,0.010837697
30/01/2013,64.24,0
29/01/2013,64.24,-0.00543353
28/01/2013,64.59,-0.000619099
25/01/2013,64.63,-0.026867743
24/01/2013,66.39,0.004377696
23/01/2013,66.1,0.012329862
22/01/2013,65.29,0.002146582
18/01/2013,65.15,-0.003829955
17/01/2013,65.4,-0.008374621
16/01/2013,65.95,-0.006348268
15/01/2013,66.37,0.003320257
14/01/2013,66.15,-0.010825546
11/01/2013,66.87,0.009314971
10/01/2013,66.25,0.021821267
09/01/2013,64.82,-0.003388268
08/01/2013,65.04,-0.042886283
07/01/2013,67.89,-0.006313801
04/01/2013,68.32,0.010890468
03/01/2013,67.58,0.006234249
02/01/2013,67.16,0.011380776
31/12/2012,66.4,0.025626784
28/12/2012,64.72,-0.011368996
27/12/2012,65.46,0.006436804
26/12/2012,65.04,0.000461361
24/12/2012,65.01,0.017534781
21/12/2012,63.88,-0.040045237
20/12/2012,66.49,-0.010026272
19/12/2012,67.16,-0.027753048
18/12/2012,69.05,-0.000289603
17/12/2012,69.07,0.017084449
14/12/2012,67.9,0.00147384
13/12/2012,67.8,0.002362671
12/12/2012,67.64,0.001775674
11/12/2012,67.52,0.018988385
10/12/2012,66.25,-0.000754432
07/12/2012,66.3,-0.009307979
06/12/2012,66.92,0.015359435
05/12/2012,65.9,0.000151757
04/12/2012,65.89,-0.013566684
03/12/2012,66.79,-0.004332568
30/11/2012,67.08,-0.104510423
29/11/2012,74.47,0.007818859
28/11/2012,73.89,0.001218769
27/11/2012,73.8,0.00230618
26/11/2012,73.63,-0.005012542
23/11/2012,74,0.006371607
21/11/2012,73.53,0.015625318
20/11/2012,72.39,-0.012765255
19/11/2012,73.32,0.01969625
16/11/2012,71.89,0.010909199
15/11/2012,71.11,-0.002808596
14/11/2012,71.31,-0.019304814
13/11/2012,72.7,-0.000824969
12/11/2012,72.76,0.010916988
09/11/2012,71.97,0.011599599
08/11/2012,71.14,-0.010348295
07/11/2012,71.88,-0.017514066
06/11/2012,73.15,0.01182632
05/11/2012,72.29,0.002354409
02/11/2012,72.12,-0.009659244
01/11/2012,72.82,0.037925206
31/10/2012,70.11,0.002999788
26/10/2012,69.9,-0.004140202
25/10/2012,70.19,0.003711109
24/10/2012,69.93,-0.001143347
23/10/2012,70.01,-0.002567762
22/10/2012,70.19,0.00142572
19/10/2012,70.09,-0.028135208
18/10/2012,72.09,0.010317994
17/10/2012,71.35,0.00562194
16/10/2012,70.95,0.001833957
15/10/2012,70.82,0.019534377
12/10/2012,69.45,-0.006887673
11/10/2012,69.93,-0.01504428
10/10/2012,70.99,0.072278403
09/10/2012,66.04,-0.013536077
08/10/2012,66.94,0.014141954
05/10/2012,66,-0.007095976
04/10/2012,66.47,0.000752502
03/10/2012,66.42,-0.000451569
02/10/2012,66.45,-0.014491925
01/10/2012,67.42,0.016148676
28/09/2012,66.34,-0.019258638
27/09/2012,67.63,0.016248401
26/09/2012,66.54,-0.002701487
25/09/2012,66.72,-0.022526145
24/09/2012,68.24,-0.00409477
21/09/2012,68.52,0.004827747
20/09/2012,68.19,0.005293352
19/09/2012,67.83,0.015151805
18/09/2012,66.81,0.004049499
17/09/2012,66.54,-0.000300526
14/09/2012,66.56,-0.009718249
13/09/2012,67.21,0.006268677
12/09/2012,66.79,-0.000897935
11/09/2012,66.85,0.010828802
10/09/2012,66.13,0.005762831
07/09/2012,65.75,0.025727368
06/09/2012,64.08,0.011615262
05/09/2012,63.34,0.005699825
04/09/2012,62.98,-0.011681269
31/08/2012,63.72,0.005665738
30/08/2012,63.36,-0.008486614
29/08/2012,63.9,0.0018797
28/08/2012,63.78,-0.00219264
27/08/2012,63.92,-0.001719422
24/08/2012,64.03,-0.009945692
23/08/2012,64.67,-0.00954147
22/08/2012,65.29,-0.004736811
21/08/2012,65.6,0.006423023
20/08/2012,65.18,-0.014016073
17/08/2012,66.1,-0.000453755
16/08/2012,66.13,0.00348406
15/08/2012,65.9,-0.005297023
14/08/2012,66.25,-0.010809293
13/08/2012,66.97,0.002092676
10/08/2012,66.83,0.003297365
09/08/2012,66.61,0.000450484
08/08/2012,66.58,-0.007928832
07/08/2012,67.11,-0.003124305
06/08/2012,67.32,-0.003114574
03/08/2012,67.53,0.028082032
02/08/2012,65.66,0.016894888
01/08/2012,64.56,-0.004327673
31/07/2012,64.84,-0.02377436
30/07/2012,66.4,-0.00495757
27/07/2012,66.73,0.02457648
26/07/2012,65.11,0.024880773
25/07/2012,63.51,0.011879446
24/07/2012,62.76,-0.005719749
23/07/2012,63.12,-0.028580067
20/07/2012,64.95,-0.013913534
19/07/2012,65.86,0.004718067
18/07/2012,65.55,0.01754431
17/07/2012,64.41,0.005761012
16/07/2012,64.04,-0.010562385
13/07/2012,64.72,0.02471579
12/07/2012,63.14,0.019026875
11/07/2012,61.95,-0.017600454
10/07/2012,63.05,-0.006639291
09/07/2012,63.47,-0.022588389
06/07/2012,64.92,0.002622042
05/07/2012,64.75,0.02438764
03/07/2012,63.19,-0.011955467
02/07/2012,63.95,-0.007322616
29/06/2012,64.42,0.008261289
28/06/2012,63.89,-0.011515845
27/06/2012,64.63,-0.01276057
26/06/2012,65.46,0.002447233
25/06/2012,65.3,-0.012327985
22/06/2012,66.11,0.016778917
21/06/2012,65.01,-0.018592428
20/06/2012,66.23,-0.015283486
19/06/2012,67.25,0.02179718
18/06/2012,65.8,0.012386426
15/06/2012,64.99,0.008809268
14/06/2012,64.42,0.024514113
13/06/2012,62.86,-0.010129875
12/06/2012,63.5,0.000787712
11/06/2012,63.45,-0.017807406
08/06/2012,64.59,-0.033194278
07/06/2012,66.77,0.000449405
06/06/2012,66.74,0.03569084
05/06/2012,64.4,0.002643242
04/06/2012,64.23,-0.00729081
01/06/2012,64.7,-0.083863718
31/05/2012,70.36,0.000284293
30/05/2012,70.34,-0.016216953
29/05/2012,71.49,0.015364317
25/05/2012,70.4,-0.001277593
24/05/2012,70.49,-0.002833264
23/05/2012,70.69,0.002975139
22/05/2012,70.48,0.019629544
21/05/2012,69.11,0.024609415
18/05/2012,67.43,-0.008711757
17/05/2012,68.02,-0.030691465
16/05/2012,70.14,0.005432465
15/05/2012,69.76,-0.000716486
14/05/2012,69.81,-0.026713482
11/05/2012,71.7,0.004753259
10/05/2012,71.36,0.012976205
09/05/2012,70.44,-0.019262458
08/05/2012,71.81,-0.007906276
07/05/2012,72.38,0.017139694
04/05/2012,71.15,-0.011875794
03/05/2012,72,-0.023200986
02/05/2012,73.69,0.001901658
01/05/2012,73.55,0.011211493
30/04/2012,72.73,-0.008079469
27/04/2012,73.32,0.005881968
26/04/2012,72.89,0.001922549
25/04/2012,72.75,0.007034997
24/04/2012,72.24,-0.021093783
23/04/2012,73.78,-0.002031007
20/04/2012,73.93,0.034680784
19/04/2012,71.41,-0.02119927
18/04/2012,72.94,-0.003421614
17/04/2012,73.19,0.012926473
16/04/2012,72.25,-0.008407465
13/04/2012,72.86,0.027692579
12/04/2012,70.87,0.010781776
11/04/2012,70.11,0.023523705
10/04/2012,68.48,-0.02195351
09/04/2012,70,-0.009667405
05/04/2012,70.68,0.00881063
04/04/2012,70.06,-0.009234988
03/04/2012,70.71,0.010091764
02/04/2012,70,-0.016716638
30/03/2012,71.18,0.012582339
29/03/2012,70.29,-0.001563722
28/03/2012,70.4,-0.003120127
27/03/2012,70.62,-0.011544546
26/03/2012,71.44,0.01126138
23/03/2012,70.64,-0.001131862
22/03/2012,70.72,0.011376687
21/03/2012,69.92,-0.00413902
20/03/2012,70.21,0.016515059
19/03/2012,69.06,0.009602867
16/03/2012,68.4,-0.003211213
15/03/2012,68.62,-0.000291418
14/03/2012,68.64,0.000145698
13/03/2012,68.63,0.02508246
12/03/2012,66.93,-0.007146078
09/03/2012,67.41,0.00625002
08/03/2012,66.99,0.007191042
07/03/2012,66.51,0.01560756
06/03/2012,65.48,-0.013349713
05/03/2012,66.36,0.001809955
02/03/2012,66.24,0.000301978
01/03/2012,66.22,-0.000301978
29/02/2012,66.24,0.004236012
28/02/2012,65.96,0.006082744
27/02/2012,65.56,0.000305111
24/02/2012,65.54,-0.004415018
23/02/2012,65.83,-0.00106278
22/02/2012,65.9,0.006088299
21/02/2012,65.5,0.003824096
17/02/2012,65.25,0.008001274
16/02/2012,64.73,0.015726288
15/02/2012,63.72,-0.004072049
14/02/2012,63.98,-0.009334231
13/02/2012,64.58,-0.002474483
10/02/2012,64.74,-0.002622447
09/02/2012,64.91,0.007267137
08/02/2012,64.44,-0.006342352
07/02/2012,64.85,0.02593085
06/02/2012,63.19,-0.010233892
03/02/2012,63.84,0.000940292
02/02/2012,63.78,-0.006251974
01/02/2012,64.18,0.013332485
31/01/2012,63.33,-0.005511391
30/01/2012,63.68,0.013119606
27/01/2012,62.85,0.00590443
26/01/2012,62.48,-0.002717176
25/01/2012,62.65,0.006083912
24/01/2012,62.27,0
23/01/2012,62.27,-0.003366737
20/01/2012,62.48,0.000160064
19/01/2012,62.47,-0.003036844
18/01/2012,62.66,0.01236467
17/01/2012,61.89,0.01072135
13/01/2012,61.23,0.006061121
12/01/2012,60.86,-0.000985384
11/01/2012,60.92,0.015383646
10/01/2012,59.99,0.006186793
09/01/2012,59.62,-0.003850344
06/01/2012,59.85,0.007210562
05/01/2012,59.42,0.00760203
04/01/2012,58.97,0.00680622
03/01/2012,58.57,-0.007484301
30/12/2011,59.01,-0.009613026
29/12/2011,59.58,0.010121544
28/12/2011,58.98,-0.005410903
27/12/2011,59.3,0.004563517
23/12/2011,59.03,0.010901147
22/12/2011,58.39,-0.000855945
21/12/2011,58.44,0.001884046
20/12/2011,58.33,0.012593973
19/12/2011,57.6,-0.001734606
16/12/2011,57.7,0.003472226
15/12/2011,57.5,0.002263429
14/12/2011,57.37,-0.015737463
13/12/2011,58.28,-0.011600267
12/12/2011,58.96,0.01710613
09/12/2011,57.96,0.008142098
08/12/2011,57.49,-0.00900439
07/12/2011,58.01,0.011791363
06/12/2011,57.33,0.004195077
05/12/2011,57.09,0.014822929
02/12/2011,56.25,-0.000710858
01/12/2011,56.29,0.004451178
30/11/2011,56.04,0.020734539
29/11/2011,54.89,0.006396805
28/11/2011,54.54,0.033939487
25/11/2011,52.72,-0.008687496
23/11/2011,53.18,-0.024701785
22/11/2011,54.51,0.018889451
21/11/2011,53.49,-0.006521965
18/11/2011,53.84,0.001300995
17/11/2011,53.77,-0.013301508
16/11/2011,54.49,-0.016742884
15/11/2011,55.41,0.002168023
14/11/2011,55.29,-0.009361004
11/11/2011,55.81,0.019358361
10/11/2011,54.74,-0.001277955
09/11/2011,54.81,-0.014849965
08/11/2011,55.63,0.018139442
07/11/2011,54.63,0.011969575
04/11/2011,53.98,-0.001110906
03/11/2011,54.04,0.016606408
02/11/2011,53.15,0.010021829
01/11/2011,52.62,-0.017892934
31/10/2011,53.57,-0.010584074
28/10/2011,54.14,-0.004607029
27/10/2011,54.39,0.024945448
26/10/2011,53.05,0.003966385
25/10/2011,52.84,-0.011852269
24/10/2011,53.47,-0.005036854
21/10/2011,53.74,0.029841686
20/10/2011,52.16,0.010406723
19/10/2011,51.62,-0.012704694
18/10/2011,52.28,0.02224248
17/10/2011,51.13,-0.019560999
14/10/2011,52.14,-0.008973807
13/10/2011,52.61,0.030492521
12/10/2011,51.03,-0.016519664
11/10/2011,51.88,0.019070436
10/10/2011,50.9,0.033156622
07/10/2011,49.24,-0.001826114
06/10/2011,49.33,0.024834524
05/10/2011,48.12,-0.027061922
04/10/2011,49.44,0.020227475
03/10/2011,48.45,-0.019215636
30/09/2011,49.39,-0.00303245
29/09/2011,49.54,-0.059365191
28/09/2011,52.57,-0.014915787
27/09/2011,53.36,0.014345282
26/09/2011,52.6,0.018032332
23/09/2011,51.66,0.013446563
22/09/2011,50.97,-0.030527873
21/09/2011,52.55,-0.03716928
20/09/2011,54.54,-0.004208221
19/09/2011,54.77,0.016940195
16/09/2011,53.85,0.003720935
15/09/2011,53.65,0.006545138
14/09/2011,53.3,0.020279289
13/09/2011,52.23,0.003260143
12/09/2011,52.06,0.010232737
09/09/2011,51.53,-0.035084628
08/09/2011,53.37,-0.00765286
07/09/2011,53.78,0.023707601
06/09/2011,52.52,-0.002472189
02/09/2011,52.65,-0.022536165
01/09/2011,53.85,-0.009610128
31/08/2011,54.37,0.006458183
30/08/2011,54.02,0.000370302
29/08/2011,54,0.023041199
26/08/2011,52.77,0.020291661
25/08/2011,51.71,-0.025583679
24/08/2011,53.05,0.027131966
23/08/2011,51.63,0.033080394
22/08/2011,49.95,0.010869672
19/08/2011,49.41,0.009762128
18/08/2011,48.93,-0.04807947
17/08/2011,51.34,0.00605648
16/08/2011,51.03,-0.011107977
15/08/2011,51.6,0.005051497
12/08/2011,51.34,-0.002140287
11/08/2011,51.45,0.063800213
10/08/2011,48.27,-0.04198974
09/08/2011,50.34,0.051356028
08/08/2011,47.82,-0.058679168
05/08/2011,50.71,0.006330387
04/08/2011,50.39,-0.013012802
03/08/2011,51.05,0.001372146
02/08/2011,50.98,-0.032422755
01/08/2011,52.66,-0.003033753
29/07/2011,52.82,0.00265403
28/07/2011,52.68,0.005329286
27/07/2011,52.4,-0.025064913
26/07/2011,53.73,-0.002045181
25/07/2011,53.84,-0.013467596
22/07/2011,54.57,0.00128358
21/07/2011,54.5,0.002940098
20/07/2011,54.34,-0.014977449
19/07/2011,55.16,0.005635866
18/07/2011,54.85,-0.011960998
15/07/2011,55.51,-0.015373917
14/07/2011,56.37,0.014113678
13/07/2011,55.58,0.00631714
12/07/2011,55.23,-0.005056901
11/07/2011,55.51,-0.001799856
08/07/2011,55.61,0.000359712
07/07/2011,55.59,-0.010023352
06/07/2011,56.15,-0.007982304
05/07/2011,56.6,-0.002646671
01/07/2011,56.75,0.026968328
30/06/2011,55.24,0.000181045
29/06/2011,55.23,-0.002531647
28/06/2011,55.37,0.017673777
27/06/2011,54.4,0.010347469
24/06/2011,53.84,-0.010347469
23/06/2011,54.4,-0.00623055
22/06/2011,54.74,-0.013608121
21/06/2011,55.49,0.016718543
20/06/2011,54.57,-0.004753208
17/06/2011,54.83,0.007322017
16/06/2011,54.43,0.007376025
15/06/2011,54.03,0.00092584
14/06/2011,53.98,0.017755816
13/06/2011,53.03,0.0043466
10/06/2011,52.8,-0.016901811
09/06/2011,53.7,0.002610481
08/06/2011,53.56,-0.010955453
07/06/2011,54.15,0.004998622
06/06/2011,53.88,-0.009972382
03/06/2011,54.42,-0.001285465
02/06/2011,54.49,0.000550711
01/06/2011,54.46,-0.01566802
31/05/2011,55.32,-0.002347207
27/05/2011,55.45,-0.011119196
26/05/2011,56.07,0.00375235
25/05/2011,55.86,0.003407158
24/05/2011,55.67,-0.002511663
23/05/2011,55.81,-0.008030738
20/05/2011,56.26,-0.007614025
19/05/2011,56.69,0.01905498
18/05/2011,55.62,0.017410668
17/05/2011,54.66,0.010667749
16/05/2011,54.08,-0.014320054
13/05/2011,54.86,0.00237248
12/05/2011,54.73,0.002561289
11/05/2011,54.59,-0.005298268
10/05/2011,54.88,0.009888379
09/05/2011,54.34,0.012965546
06/05/2011,53.64,0.007297254
05/05/2011,53.25,-0.003374581
04/05/2011,53.43,-0.010055951
03/05/2011,53.97,0.008746683
02/05/2011,53.5,-0.002613405
29/04/2011,53.64,0.015215847
28/04/2011,52.83,0.01008284
27/04/2011,52.3,0.002297091
26/04/2011,52.18,-0.019359117
25/04/2011,53.2,-0.008423073
21/04/2011,53.65,0.039929259
20/04/2011,51.55,0.01288577
19/04/2011,50.89,0.01007217
18/04/2011,50.38,-0.014581539
15/04/2011,51.12,0.008644455
14/04/2011,50.68,0.01390843
13/04/2011,49.98,0.002403847
12/04/2011,49.86,-0.002203747
11/04/2011,49.97,0.007835299
08/04/2011,49.58,0.003232326
07/04/2011,49.42,-0.013665808
06/04/2011,50.1,0.002798323
05/04/2011,49.96,-0.018050674
04/04/2011,50.87,-0.010364814
01/04/2011,51.4,0.000389181
31/03/2011,51.38,-0.006788892
30/03/2011,51.73,0.008347132
29/03/2011,51.3,-0.003308361
28/03/2011,51.47,-0.007162938
25/03/2011,51.84,-0.001156738
24/03/2011,51.9,0.015730007
23/03/2011,51.09,0.005298805
22/03/2011,50.82,-0.00842564
21/03/2011,51.25,0.004889985
18/03/2011,51,0.000196098
17/03/2011,50.99,0.002749413
16/03/2011,50.85,-0.001964637
15/03/2011,50.95,-0.018474031
14/03/2011,51.9,-0.013017029
11/03/2011,52.58,-0.005121893
10/03/2011,52.85,0.003601558
09/03/2011,52.66,0.009731973
08/03/2011,52.15,0.025440735
07/03/2011,50.84,-0.002553778
04/03/2011,50.97,0.00610058
03/03/2011,50.66,0.023568097
02/03/2011,49.48,-0.007449949
01/03/2011,49.85,-0.009582824
28/02/2011,50.33,0.006378335
25/02/2011,50.01,0.012880033
24/02/2011,49.37,0.002027576
23/02/2011,49.27,-0.00909189
22/02/2011,49.72,-0.028746156
18/02/2011,51.17,-0.004095569
17/02/2011,51.38,0.003900161
16/02/2011,51.18,0.008831379
15/02/2011,50.73,0.008512374
14/02/2011,50.3,0.010592684
11/02/2011,49.77,0.000602954
10/02/2011,49.74,0.004836769
09/02/2011,49.5,-0.001816531
08/02/2011,49.59,0.003838776
07/02/2011,49.4,0.002026343
04/02/2011,49.3,0.001420887
03/02/2011,49.23,0.030943063
02/02/2011,47.73,0.00651605
01/02/2011,47.42,0.014015944
31/01/2011,46.76,0.007728677
28/01/2011,46.4,-0.025323196
27/01/2011,47.59,-0.003775172
