Date,Close,WEC
21/09/2010,57.73,-0.00673287
20/09/2010,58.12,0.025617851
17/09/2010,56.65,-0.005808342
16/09/2010,56.98,-0.006123718
15/09/2010,57.33,-0.007818648
14/09/2010,57.78,0.001732202
13/09/2010,57.68,0.009406096
10/09/2010,57.14,0.001225812
09/09/2010,57.07,0.007563135
08/09/2010,56.64,-0.007037327
07/09/2010,57.04,-0.005943034
03/09/2010,57.38,0.00646912
02/09/2010,57.01,0.000526362
01/09/2010,56.98,0.022002307
31/08/2010,55.74,0.001615944
30/08/2010,55.65,-0.01551248
27/08/2010,56.52,0.020014964
26/08/2010,55.4,-0.00844797
25/08/2010,55.87,0.000358038
24/08/2010,55.85,0.002689379
23/08/2010,55.7,0.001257523
20/08/2010,55.63,0.001259106
19/08/2010,55.56,-0.011097304
18/08/2010,56.18,0.001959912
17/08/2010,56.07,0.012743599
16/08/2010,55.36,0.002532105
13/08/2010,55.22,0.003083343
12/08/2010,55.05,-0.002539914
11/08/2010,55.19,-0.016710478
10/08/2010,56.12,0.00303382
09/08/2010,55.95,0.001967976
06/08/2010,55.84,0.006828418
05/08/2010,55.46,0.004517944
04/08/2010,55.21,0.001812908
03/08/2010,55.11,-0.004706743
02/08/2010,55.37,0.019882096
