Date,Close,PKI
06/08/2013,36.3,-0.001651528
05/08/2013,36.36,-0.001374193
02/08/2013,36.41,0.037497398
01/08/2013,35.07,0.028341978
31/07/2013,34.09,-0.008470914
30/07/2013,34.38,0.003496507
29/07/2013,34.26,0.00409477
26/07/2013,34.12,0.004700361
25/07/2013,33.96,0.004722559
24/07/2013,33.8,0.002369669
23/07/2013,33.72,-0.012964236
22/07/2013,34.16,0.002344667
19/07/2013,34.08,0.010916173
18/07/2013,33.71,0.012537478
17/07/2013,33.29,-0.002699867
16/07/2013,33.38,-0.017226443
15/07/2013,33.96,0.004426745
12/07/2013,33.81,-0.005309747
11/07/2013,33.99,0.004718381
10/07/2013,33.83,0.00474075
09/07/2013,33.67,0.015866221
08/07/2013,33.14,0.009702926
05/07/2013,32.82,0.013188352
03/07/2013,32.39,-0.004313007
02/07/2013,32.53,-0.006434831
01/07/2013,32.74,0.007357483
28/06/2013,32.5,-0.011320298
27/06/2013,32.87,0.003352129
26/06/2013,32.76,0.000610687
25/06/2013,32.74,0
24/06/2013,32.74,-0.022649315
21/06/2013,33.49,0.022038628
20/06/2013,32.76,-0.02710193
19/06/2013,33.66,-0.022037031
18/06/2013,34.41,0.01640822
17/06/2013,33.85,0.024220051
14/06/2013,33.04,-0.011435575
13/06/2013,33.42,0.02514903
12/06/2013,32.59,0.009557649
11/06/2013,32.28,-0.016590242
10/06/2013,32.82,0.004274816
07/06/2013,32.68,0.01138649
06/06/2013,32.31,0.011204599
05/06/2013,31.95,-0.002500783
04/06/2013,32.03,0.005321659
03/06/2013,31.86,0.017094433
31/05/2013,31.32,-0.013950765
30/05/2013,31.76,0.000314911
29/05/2013,31.75,-0.008780238
28/05/2013,32.03,0.009410358
24/05/2013,31.73,-0.000945031
23/05/2013,31.76,-0.001887387
22/05/2013,31.82,-0.022375079
21/05/2013,32.54,0.009572406
20/05/2013,32.23,0.001241851
17/05/2013,32.19,0.006545138
16/05/2013,31.98,-0.021652563
15/05/2013,32.68,0.008604847
14/05/2013,32.4,-0.000617094
13/05/2013,32.42,-0.008293704
10/05/2013,32.69,0.012621377
09/05/2013,32.28,0.00217088
08/05/2013,32.21,0.015644875
07/05/2013,31.71,0.022644884
06/05/2013,31,0.002583981
03/05/2013,30.92,0.012038538
02/05/2013,30.55,-0.008799144
01/05/2013,30.82,0.005531168
30/04/2013,30.65,0.001632653
29/04/2013,30.6,0.008203491
26/04/2013,30.35,-0.127292863
25/04/2013,34.47,0.015789802
24/04/2013,33.93,0.002065202
23/04/2013,33.86,0.017878903
22/04/2013,33.26,0.005124352
19/04/2013,33.09,-0.013507634
18/04/2013,33.54,-0.01626533
17/04/2013,34.09,-0.015427464
16/04/2013,34.62,0.020131971
15/04/2013,33.93,-0.028473742
12/04/2013,34.91,-0.001145148
11/04/2013,34.95,0.006890639
10/04/2013,34.71,0.014217561
09/04/2013,34.22,0.018284201
08/04/2013,33.6,0.007168489
05/04/2013,33.36,-0.01014026
04/04/2013,33.7,0.002674196
03/04/2013,33.61,-0.007115358
02/04/2013,33.85,0.012186211
01/04/2013,33.44,-0.005963047
28/03/2013,33.64,0.013165959
27/03/2013,33.2,-0.012273766
26/03/2013,33.61,0.007166349
25/03/2013,33.37,-0.019291294
22/03/2013,34.02,-0.008779688
21/03/2013,34.32,-0.020191052
20/03/2013,35.02,0.000571265
19/03/2013,35,0.00257474
18/03/2013,34.91,-0.009692208
15/03/2013,35.25,-0.000283648
14/03/2013,35.26,-0.003680117
13/03/2013,35.39,-0.001976006
12/03/2013,35.46,-0.011217168
11/03/2013,35.86,0.008401058
08/03/2013,35.56,0.007338447
07/03/2013,35.3,0.011969365
06/03/2013,34.88,0.001721665
05/03/2013,34.82,0.012716934
04/03/2013,34.38,-0.008111284
01/03/2013,34.66,0.014238218
28/02/2013,34.17,-0.004671541
27/02/2013,34.33,0.014671625
26/02/2013,33.83,0.031224392
25/02/2013,32.79,-0.013630379
22/02/2013,33.24,0.007549485
21/02/2013,32.99,-0.010853287
20/02/2013,33.35,-0.02604468
19/02/2013,34.23,0.00292569
15/02/2013,34.13,-0.011651748
14/02/2013,34.53,-0.001157743
13/02/2013,34.57,0.001447388
12/02/2013,34.52,-0.002892684
11/02/2013,34.62,-0.003748022
08/02/2013,34.75,0.007510145
07/02/2013,34.49,0.000289981
06/02/2013,34.48,0.012255771
05/02/2013,34.06,0.016279773
04/02/2013,33.51,-0.006840175
01/02/2013,33.74,-0.043497724
31/01/2013,35.24,0.00769125
30/01/2013,34.97,-0.008542193
29/01/2013,35.27,-0.003113944
28/01/2013,35.38,-0.007882924
25/01/2013,35.66,0.011280435
24/01/2013,35.26,-0.000850461
23/01/2013,35.29,-0.004523615
22/01/2013,35.45,0.008498635
18/01/2013,35.15,0.018665294
17/01/2013,34.5,0.014598799
16/01/2013,34,-0.004694844
15/01/2013,34.16,-0.00146263
14/01/2013,34.21,-0.006990998
11/01/2013,34.45,-0.007230689
10/01/2013,34.7,0.00984659
09/01/2013,34.36,0.039779659
08/01/2013,33.02,-0.001513089
07/01/2013,33.07,-0.003019326
04/01/2013,33.17,0.03590995
03/01/2013,32,-0.002808552
02/01/2013,32.09,0.01096674
31/12/2012,31.74,0.022623237
28/12/2012,31.03,-0.011853414
27/12/2012,31.4,0.001593626
26/12/2012,31.35,-0.00889177
24/12/2012,31.63,0.003483772
21/12/2012,31.52,-0.016674918
20/12/2012,32.05,0.008145408
19/12/2012,31.79,-0.01560581
18/12/2012,32.29,0.011838144
17/12/2012,31.91,0.015156589
14/12/2012,31.43,0.00127348
13/12/2012,31.39,-0.000955262
12/12/2012,31.42,-0.00697751
11/12/2012,31.64,0.014645279
10/12/2012,31.18,0.012911735
07/12/2012,30.78,-0.003567379
06/12/2012,30.89,-0.006775312
05/12/2012,31.1,-0.005131506
04/12/2012,31.26,-0.004786989
03/12/2012,31.41,-0.007611835
30/11/2012,31.65,0.007293516
29/11/2012,31.42,0.007667769
28/11/2012,31.18,0.007080815
27/11/2012,30.96,-0.007401482
26/11/2012,31.19,-0.009254893
23/11/2012,31.48,0.01859624
21/11/2012,30.9,0
20/11/2012,30.9,0.010409983
19/11/2012,30.58,0.012835457
16/11/2012,30.19,0.004315359
15/11/2012,30.06,-0.002657809
14/11/2012,30.14,-0.012529013
13/11/2012,30.52,0.001967859
12/11/2012,30.46,-0.008173987
09/11/2012,30.71,0.001303356
08/11/2012,30.67,-0.016491886
07/11/2012,31.18,-0.007667769
06/11/2012,31.42,-0.001907791
05/11/2012,31.48,0.006373508
02/11/2012,31.28,-0.011127122
01/11/2012,31.63,0.022379451
31/10/2012,30.93,-0.011571971
26/10/2012,31.29,0.09339447
25/10/2012,28.5,0.004924386
24/10/2012,28.36,0.018505866
23/10/2012,27.84,-0.022377066
22/10/2012,28.47,-0.003506315
19/10/2012,28.57,-0.029657346
18/10/2012,29.43,-0.035056169
17/10/2012,30.48,0.00559304
16/10/2012,30.31,0.015963093
15/10/2012,29.83,0.00470431
12/10/2012,29.69,0.005403593
11/10/2012,29.53,0.004752215
10/10/2012,29.39,-0.010829209
09/10/2012,29.71,-0.019664023
08/10/2012,30.3,-0.003294896
05/10/2012,30.4,0.006600684
04/10/2012,30.2,0.013333531
03/10/2012,29.8,0.010796326
02/10/2012,29.48,0.002377315
01/10/2012,29.41,-0.002038044
28/09/2012,29.47,-0.002710947
27/09/2012,29.55,0.00645054
26/09/2012,29.36,-0.008478938
25/09/2012,29.61,-0.007067167
24/09/2012,29.82,-0.007683352
21/09/2012,30.05,-0.003322262
20/09/2012,30.15,0.002324424
19/09/2012,30.08,-0.003318954
18/09/2012,30.18,0.002986563
17/09/2012,30.09,-0.008933062
14/09/2012,30.36,0.032131278
13/09/2012,29.4,0.023052801
12/09/2012,28.73,-0.001738828
11/09/2012,28.78,0.011532541
10/09/2012,28.45,-0.003508776
07/09/2012,28.55,0.009148551
06/09/2012,28.29,0.025417513
05/09/2012,27.58,0.000725426
04/09/2012,27.56,0.009478744
31/08/2012,27.3,0.012903405
30/08/2012,26.95,0.005208345
29/08/2012,26.81,-0.006691475
28/08/2012,26.99,-0.008118126
27/08/2012,27.21,-0.002935782
24/08/2012,27.29,-0.004387576
23/08/2012,27.41,-0.004368409
22/08/2012,27.53,-0.000363174
21/08/2012,27.54,0.012790235
20/08/2012,27.19,-0.006598264
17/08/2012,27.37,0.002560821
16/08/2012,27.3,-0.009478744
15/08/2012,27.56,0.001815871
14/08/2012,27.51,-0.010846093
13/08/2012,27.81,-0.000359518
10/08/2012,27.82,-0.005019731
09/08/2012,27.96,-0.001429593
08/08/2012,28,-0.000714031
07/08/2012,28.02,0.02456771
06/08/2012,27.34,0.020695491
03/08/2012,26.78,0.075602741
02/08/2012,24.83,-0.022696575
01/08/2012,25.4,-0.005888143
31/07/2012,25.55,-0.00273598
30/07/2012,25.62,-0.004672906
27/07/2012,25.74,0.033981934
26/07/2012,24.88,0.019891056
25/07/2012,24.39,0.021131924
24/07/2012,23.88,-0.021541844
23/07/2012,24.4,-0.01827462
20/07/2012,24.85,-0.016364364
19/07/2012,25.26,0.006752757
18/07/2012,25.09,0.023388163
17/07/2012,24.51,0.005318073
16/07/2012,24.38,-0.005725987
13/07/2012,24.52,0.013549786
12/07/2012,24.19,-0.002477293
11/07/2012,24.25,-0.007804517
10/07/2012,24.44,-0.018646669
09/07/2012,24.9,-0.019093659
06/07/2012,25.38,-0.028739842
05/07/2012,26.12,-0.006106889
03/07/2012,26.28,0.015337724
02/07/2012,25.88,0.003095978
29/06/2012,25.8,0.02870258
28/06/2012,25.07,-0.004775178
27/06/2012,25.19,0.014394491
26/06/2012,24.83,0.00040282
25/06/2012,24.82,-0.032893792
22/06/2012,25.65,0.001170275
21/06/2012,25.62,-0.028853704
20/06/2012,26.37,-0.001515726
19/06/2012,26.41,0.028809367
18/06/2012,25.66,0.00390473
15/06/2012,25.56,0.00509905
14/06/2012,25.43,-0.007833961
13/06/2012,25.63,-0.008547061
12/06/2012,25.85,0.011673284
11/06/2012,25.55,-0.018228156
08/06/2012,26.02,-0.002303264
07/06/2012,26.08,0
06/06/2012,26.08,0.021706279
05/06/2012,25.52,0.006289329
04/06/2012,25.36,-0.017201362
01/06/2012,25.8,-0.030536724
31/05/2012,26.6,-0.001877935
30/05/2012,26.65,-0.013047715
29/05/2012,27,0.022472856
25/05/2012,26.4,-0.004535155
24/05/2012,26.52,0.010995371
23/05/2012,26.23,0.000762777
22/05/2012,26.21,0
21/05/2012,26.21,0.024721228
18/05/2012,25.57,-0.01436639
17/05/2012,25.94,-0.006149135
16/05/2012,26.1,-0.012942701
15/05/2012,26.44,-0.010160012
14/05/2012,26.71,-0.014495701
11/05/2012,27.1,-0.000368936
10/05/2012,27.11,0.003695496
09/05/2012,27.01,-0.013240355
08/05/2012,27.37,-0.005828796
07/05/2012,27.53,0.006194226
04/05/2012,27.36,-0.022050414
03/05/2012,27.97,-0.003925072
02/05/2012,28.08,0.005356199
01/05/2012,27.93,0.011885607
30/04/2012,27.6,0.001813237
27/04/2012,27.55,0.026109223
26/04/2012,26.84,0.00373274
25/04/2012,26.74,0.032690102
24/04/2012,25.88,-0.014576399
23/04/2012,26.26,-0.009475151
20/04/2012,26.51,0.00453687
19/04/2012,26.39,-0.006421174
18/04/2012,26.56,-0.008622359
17/04/2012,26.79,0.024179493
16/04/2012,26.15,-0.004197678
13/04/2012,26.26,-0.024079418
12/04/2012,26.9,0.017626558
11/04/2012,26.43,0.01678788
10/04/2012,25.99,-0.028822625
09/04/2012,26.75,-0.022182056
05/04/2012,27.35,-0.000365564
04/04/2012,27.36,-0.01235032
03/04/2012,27.7,-0.009700094
02/04/2012,27.97,0.011145181
30/03/2012,27.66,-0.000361468
29/03/2012,27.67,0.003257921
28/03/2012,27.58,-0.009742094
27/03/2012,27.85,0.000359131
26/03/2012,27.84,0.018488836
23/03/2012,27.33,0.010297995
22/03/2012,27.05,-0.004058297
21/03/2012,27.16,-0.002206695
20/03/2012,27.22,-0.004398834
19/03/2012,27.34,0.001464129
16/03/2012,27.3,-0.000366233
15/03/2012,27.31,0.010675603
14/03/2012,27.02,-0.00700722
13/03/2012,27.21,0.028328394
12/03/2012,26.45,-0.011652077
09/03/2012,26.76,0.00562115
08/03/2012,26.61,0.015146068
07/03/2012,26.21,0.013443644
06/03/2012,25.86,-0.027085386
05/03/2012,26.57,-0.006377812
02/03/2012,26.74,-0.009305855
01/03/2012,26.99,-0.000370439
29/02/2012,27,-0.008482441
28/02/2012,27.23,0.003310652
27/02/2012,27.14,-0.003677827
24/02/2012,27.24,0.021897331
23/02/2012,26.65,-0.00784904
22/02/2012,26.86,0.010102986
21/02/2012,26.59,-0.013819081
17/02/2012,26.96,0.003716095
16/02/2012,26.86,0.017274181
15/02/2012,26.4,0.012195273
14/02/2012,26.08,0.000383509
13/02/2012,26.07,0.006928434
10/02/2012,25.89,-0.02291051
09/02/2012,26.49,0.007578665
08/02/2012,26.29,0.004192878
07/02/2012,26.18,0.006899222
06/02/2012,26,-0.008807256
03/02/2012,26.23,0.060505491
02/02/2012,24.69,-0.01087624
01/02/2012,24.96,0.040054394
31/01/2012,23.98,0.006694586
30/01/2012,23.82,-0.007111513
27/01/2012,23.99,0.007531416
26/01/2012,23.81,-0.012935711
25/01/2012,24.12,0.01167653
24/01/2012,23.84,0.026350866
23/01/2012,23.22,-0.005154651
20/01/2012,23.34,-0.002139954
19/01/2012,23.39,0.009881928
18/01/2012,23.16,0.020061728
17/01/2012,22.7,0.016881787
13/01/2012,22.32,-0.002237638
12/01/2012,22.37,0.015315615
11/01/2012,22.03,0.012331739
10/01/2012,21.76,0.024187226
09/01/2012,21.24,0.005665738
06/01/2012,21.12,0.028333228
05/01/2012,20.53,0.007824001
04/01/2012,20.37,-0.011227846
03/01/2012,20.6,0.029558802
30/12/2011,20,0.007528266
29/12/2011,19.85,0.015228721
28/12/2011,19.55,-0.019752478
27/12/2011,19.94,0.006036236
23/12/2011,19.82,0.009632521
22/12/2011,19.63,0.014883518
21/12/2011,19.34,-0.001549987
20/12/2011,19.37,0.049745706
19/12/2011,18.43,-0.007567604
16/12/2011,18.57,-0.005370582
15/12/2011,18.67,0.035435705
14/12/2011,18.02,-0.00498202
13/12/2011,18.11,-0.021846855
12/12/2011,18.51,-0.02402037
09/12/2011,18.96,0.017558312
08/12/2011,18.63,-0.034813642
07/12/2011,19.29,0.009898492
06/12/2011,19.1,-0.003136437
05/12/2011,19.16,0.008385793
02/12/2011,19,0.002635048
01/12/2011,18.95,0.001584368
30/11/2011,18.92,0.055418851
29/11/2011,17.9,-0.011663559
28/11/2011,18.11,0.034834983
25/11/2011,17.49,-0.003994299
23/11/2011,17.56,-0.020293819
22/11/2011,17.92,-0.023712167
21/11/2011,18.35,-0.026352695
18/11/2011,18.84,0.002657456
17/11/2011,18.79,-0.022106163
16/11/2011,19.21,-0.020098589
15/11/2011,19.6,0.007682496
14/11/2011,19.45,-0.005639595
11/11/2011,19.56,0.010794245
10/11/2011,19.35,-0.000516662
09/11/2011,19.36,-0.051835503
08/11/2011,20.39,0.01432477
07/11/2011,20.1,0.02723315
04/11/2011,19.56,-0.053259662
03/11/2011,20.63,0.041064389
02/11/2011,19.8,0.004555817
01/11/2011,19.71,-0.047557253
31/10/2011,20.67,-0.044472797
28/10/2011,21.61,0.039165185
27/10/2011,20.78,0.068202588
26/10/2011,19.41,-0.00872024
25/10/2011,19.58,-0.022223137
24/10/2011,20.02,0.031974305
21/10/2011,19.39,0.021371676
20/10/2011,18.98,0.010593319
19/10/2011,18.78,-0.012172683
18/10/2011,19.01,0.021266086
17/10/2011,18.61,-0.031731906
14/10/2011,19.21,0.024237224
13/10/2011,18.75,-0.012718772
12/10/2011,18.99,0.011652674
11/10/2011,18.77,0.020452812
10/10/2011,18.39,0.025331751
07/10/2011,17.93,-0.086499999
06/10/2011,19.55,0.028536307
05/10/2011,19,-0.019286498
04/10/2011,19.37,0.049203259
03/10/2011,18.44,-0.040908759
30/09/2011,19.21,-0.01907766
29/09/2011,19.58,0.026916739
28/09/2011,19.06,-0.046639249
27/09/2011,19.97,0.018191507
26/09/2011,19.61,0.019048195
23/09/2011,19.24,0.021009176
22/09/2011,18.84,-0.034944885
21/09/2011,19.51,-0.043136076
20/09/2011,20.37,-0.009770473
19/09/2011,20.57,-0.022591684
16/09/2011,21.04,-0.001899336
15/09/2011,21.08,-0.000948317
14/09/2011,21.1,0.0264121
13/09/2011,20.55,0.011255318
12/09/2011,20.32,0.001970444
09/09/2011,20.28,-0.022911068
08/09/2011,20.75,-0.060766355
07/09/2011,22.05,0.031792588
06/09/2011,21.36,-0.012561226
02/09/2011,21.63,-0.032297554
01/09/2011,22.34,-0.023447214
31/08/2011,22.87,0.00570052
30/08/2011,22.74,-0.00175747
29/08/2011,22.78,0.039396321
26/08/2011,21.9,0.022161572
25/08/2011,21.42,-0.021247913
24/08/2011,21.88,0.012416807
23/08/2011,21.61,0.036281954
22/08/2011,20.84,-0.003831422
19/08/2011,20.92,-0.010934266
18/08/2011,21.15,-0.058759443
17/08/2011,22.43,-0.007992938
16/08/2011,22.61,-0.007929557
15/08/2011,22.79,0.011474089
12/08/2011,22.53,0.014305117
11/08/2011,22.21,0.015426803
10/08/2011,21.87,-0.012270093
09/08/2011,22.14,0.019612943
08/08/2011,21.71,-0.035742325
05/08/2011,22.5,0.050591786
04/08/2011,21.39,-0.059881833
03/08/2011,22.71,-0.014860413
02/08/2011,23.05,-0.026965041
01/08/2011,23.68,-0.03240832
29/07/2011,24.46,0
28/07/2011,24.46,-0.018230199
27/07/2011,24.91,-0.035492684
26/07/2011,25.81,-0.027514154
25/07/2011,26.53,-0.010498784
22/07/2011,26.81,-0.002607563
21/07/2011,26.88,0.019155515
20/07/2011,26.37,-0.003029158
19/07/2011,26.45,0.022558785
18/07/2011,25.86,-0.012680285
15/07/2011,26.19,-0.000763359
14/07/2011,26.21,-0.009870999
13/07/2011,26.47,0.006443077
12/07/2011,26.3,-0.008707229
11/07/2011,26.53,-0.027144258
08/07/2011,27.26,-0.010582109
07/07/2011,27.55,0.001452961
06/07/2011,27.51,0.013540921
05/07/2011,27.14,-0.011721746
01/07/2011,27.46,0.020232436
30/06/2011,26.91,0.003350087
29/06/2011,26.82,0.002987306
28/06/2011,26.74,0.020019554
27/06/2011,26.21,0.008814006
24/06/2011,25.98,-0.007668749
23/06/2011,26.18,-0.003431843
22/06/2011,26.27,-0.009848564
21/06/2011,26.53,0.018642351
20/06/2011,26.04,0.005004823
17/06/2011,25.91,0.00541797
16/06/2011,25.77,-0.001550989
15/06/2011,25.81,-0.011173301
14/06/2011,26.1,0.011173301
13/06/2011,25.81,-0.010406723
10/06/2011,26.08,-0.018614023
09/06/2011,26.57,0.008314485
08/06/2011,26.35,0.004945797
07/06/2011,26.22,0.004204096
06/06/2011,26.11,-0.011045627
03/06/2011,26.4,-0.022102417
02/06/2011,26.99,-0.00848557
01/06/2011,27.22,-0.01711934
31/05/2011,27.69,-0.000722022
27/05/2011,27.71,0.005790823
26/05/2011,27.55,0.009482201
25/05/2011,27.29,0.00551168
24/05/2011,27.14,-0.005878048
23/05/2011,27.3,-0.021381499
20/05/2011,27.89,-0.012117041
19/05/2011,28.23,0
18/05/2011,28.23,0.016789107
17/05/2011,27.76,-0.015371169
16/05/2011,28.19,0.004978673
13/05/2011,28.05,-0.009226467
12/05/2011,28.31,0.007801458
11/05/2011,28.09,-0.004617305
10/05/2011,28.22,0.006398884
09/05/2011,28.04,0.003572708
06/05/2011,27.94,0.005023333
05/05/2011,27.8,-0.006811283
04/05/2011,27.99,-0.011720965
03/05/2011,28.32,-0.004931324
02/05/2011,28.46,0.006698421
29/04/2011,28.27,0.009239582
28/04/2011,28.01,0.007525569
27/04/2011,27.8,0.008307796
26/04/2011,27.57,0.02423026
25/04/2011,26.91,-0.007035763
21/04/2011,27.1,0.004808591
20/04/2011,26.97,0.025916944
19/04/2011,26.28,-0.002660081
18/04/2011,26.35,-0.013569752
15/04/2011,26.71,0.017753063
14/04/2011,26.24,-0.009859769
13/04/2011,26.5,-0.001131435
12/04/2011,26.53,-0.004888147
11/04/2011,26.66,-0.002248034
08/04/2011,26.72,0.000374322
07/04/2011,26.71,-0.000748503
06/04/2011,26.73,-0.006711435
05/04/2011,26.91,0.003350087
04/04/2011,26.82,0.016541731
01/04/2011,26.38,0.004178544
31/03/2011,26.27,-0.004557547
30/03/2011,26.39,0.008371434
29/03/2011,26.17,0.009598845
28/03/2011,25.92,-0.003850602
25/03/2011,26.02,-0.000768344
24/03/2011,26.04,0.00809721
23/03/2011,25.83,-0.000387072
22/03/2011,25.84,-0.001933115
21/03/2011,25.89,0.011264442
18/03/2011,25.6,-0.005453851
17/03/2011,25.74,0.005453851
16/03/2011,25.6,-0.020108953
15/03/2011,26.12,-0.014820716
14/03/2011,26.51,-0.01757383
11/03/2011,26.98,0.00445766
10/03/2011,26.86,-0.023184111
09/03/2011,27.49,-0.007610111
08/03/2011,27.7,0.013447413
07/03/2011,27.33,-0.015971301
04/03/2011,27.77,-0.009319064
03/03/2011,28.03,0.02163806
02/03/2011,27.43,0.012841857
01/03/2011,27.08,0.021650715
28/02/2011,26.5,0
25/02/2011,26.5,-0.045009441
24/02/2011,27.72,0.066753575
23/02/2011,25.93,-0.022121421
22/02/2011,26.51,-0.01757383
18/02/2011,26.98,0.002597886
17/02/2011,26.91,-0.001856321
16/02/2011,26.96,0.005579334
15/02/2011,26.81,-0.010758776
14/02/2011,27.1,0.002586368
11/02/2011,27.03,0.004449396
10/02/2011,26.91,0.008209001
09/02/2011,26.69,-0.000749064
08/02/2011,26.71,0.009781869
07/02/2011,26.45,-0.007157687
04/02/2011,26.64,0.025856954
03/02/2011,25.96,0.001156292
02/02/2011,25.93,-0.002695938
01/02/2011,26,0.016285742
31/01/2011,25.58,0.000391007
28/01/2011,25.57,-0.01706129
27/01/2011,26.01,0.016670283
26/01/2011,25.58,0.017350593
