Date,Close,GM
10/02/2011,35.88,-0.014663425
09/02/2011,36.41,-0.013097049
08/02/2011,36.89,0.005163757
07/02/2011,36.7,0.003001776
04/02/2011,36.59,0.014590761
03/02/2011,36.06,0.01059391
02/02/2011,35.68,-0.021351151
01/02/2011,36.45,-0.001096792
31/01/2011,36.49,-0.00300999
28/01/2011,36.6,-0.055015865
27/01/2011,38.67,0.020376881
26/01/2011,37.89,-0.013370235
25/01/2011,38.4,0.019990145
24/01/2011,37.64,0.010683862
21/01/2011,37.24,0.00161247
20/01/2011,37.18,-0.005899722
19/01/2011,37.4,-0.016704618
18/01/2011,38.03,-0.004460194
14/01/2011,38.2,-0.001830784
13/01/2011,38.27,-0.009103978
12/01/2011,38.62,-0.003360479
11/01/2011,38.75,0.004915286
10/01/2011,38.56,-0.010833224
07/01/2011,38.98,0.002054443
06/01/2011,38.9,0.02156768
05/01/2011,38.07,0.004475458
04/01/2011,37.9,0.022412891
03/01/2011,37.06,0.005411269
31/12/2010,36.86,0.001085776
30/12/2010,36.82,0.021966836
29/12/2010,36.02,0.019624964
28/12/2010,35.32,0.020595694
27/12/2010,34.6,-0.00605102
23/12/2010,34.81,-0.003155029
22/12/2010,34.92,0.031120732
21/12/2010,33.85,0.00266233
20/12/2010,33.76,-0.007083855
17/12/2010,34,0.011536883
16/12/2010,33.61,0
15/12/2010,33.61,-0.008296344
14/12/2010,33.89,0.002659183
13/12/2010,33.8,-0.000295814
10/12/2010,33.81,0.00207254
09/12/2010,33.74,-0.02082492
08/12/2010,34.45,-0.006654154
07/12/2010,34.68,0.005783706
06/12/2010,34.48,-0.002028104
03/12/2010,34.55,-0.003755602
02/12/2010,34.68,-0.002879357
01/12/2010,34.78,0.016816865
30/11/2010,34.2,0.011764842
29/11/2010,33.8,0
26/11/2010,33.8,0.009512557
24/11/2010,33.48,0.006893479
23/11/2010,33.25,-0.024655935
22/11/2010,34.08,-0.005267791
19/11/2010,34.26,0.002045289
18/11/2010,34.19,
