Date,Close,MO
04/04/2014,37.57,-0.000532198
03/04/2014,37.59,0.000266064
02/04/2014,37.58,0.005068705
01/04/2014,37.39,-0.001069233
31/03/2014,37.43,0.008316614
28/03/2014,37.12,-0.00295898
27/03/2014,37.23,-0.000537057
26/03/2014,37.25,0.009169428
25/03/2014,36.91,0.005978279
24/03/2014,36.69,0.00656278
21/03/2014,36.45,0.002747254
20/03/2014,36.35,0.009119864
19/03/2014,36.02,-0.015700639
18/03/2014,36.59,0.005755806
17/03/2014,36.38,0.00110011
14/03/2014,36.34,0.010233805
13/03/2014,35.97,-0.004715027
12/03/2014,36.14,-0.017010012
11/03/2014,36.76,-0.002716655
10/03/2014,36.86,0.001357405
07/03/2014,36.81,-0.002170964
06/03/2014,36.89,-0.001625136
05/03/2014,36.95,-0.00324237
04/03/2014,37.07,0.016866559
03/03/2014,36.45,0.005226253
28/02/2014,36.26,0.010813914
27/02/2014,35.87,0.012060166
26/02/2014,35.44,-0.00366146
25/02/2014,35.57,0.005355897
24/02/2014,35.38,0.000282686
21/02/2014,35.37,-0.004513407
20/02/2014,35.53,0.010468337
19/02/2014,35.16,-0.008496228
18/02/2014,35.46,-0.003097285
14/02/2014,35.57,0.008186355
13/02/2014,35.28,0.009970172
12/02/2014,34.93,-0.005994024
11/02/2014,35.14,-0.001421869
10/02/2014,35.19,-0.003121013
07/02/2014,35.3,0.016855134
06/02/2014,34.71,0.020667305
05/02/2014,34,-0.012567753
04/02/2014,34.43,0.009337681
03/02/2014,34.11,-0.032023507
31/01/2014,35.22,-0.003684289
30/01/2014,35.35,-0.030094219
29/01/2014,36.43,-0.011463008
28/01/2014,36.85,0.000542888
27/01/2014,36.83,-0.012680596
24/01/2014,37.3,-0.001874917
23/01/2014,37.37,-0.003472689
22/01/2014,37.5,0.003472689
21/01/2014,37.37,0.009139849
17/01/2014,37.03,-0.007264932
16/01/2014,37.3,0.010781776
15/01/2014,36.9,-0.002165675
14/01/2014,36.98,-0.002970166
13/01/2014,37.09,-0.004572974
10/01/2014,37.26,0.00026842
09/01/2014,37.25,0.003226677
08/01/2014,37.13,-0.004031722
07/01/2014,37.28,0
06/01/2014,37.28,-0.011733468
03/01/2014,37.72,-0.004760654
02/01/2014,37.9,-0.012845897
31/12/2013,38.39,0.000781759
30/12/2013,38.36,0.001304291
27/12/2013,38.31,0.001567398
26/12/2013,38.25,0.00445435
24/12/2013,38.08,-0.00157439
23/12/2013,38.14,-0.011211172
20/12/2013,38.57,0.009115833
19/12/2013,38.22,0.001571092
18/12/2013,38.16,0.018781137
17/12/2013,37.45,0.005623258
16/12/2013,37.24,0.003766483
13/12/2013,37.1,-0.002691792
12/12/2013,37.2,-0.01255526
11/12/2013,37.67,0.009334646
10/12/2013,37.32,-0.009865431
09/12/2013,37.69,0.00612111
06/12/2013,37.46,0.01343745
05/12/2013,36.96,-0.007278641
04/12/2013,37.23,0.001612904
03/12/2013,37.17,0.005936337
02/12/2013,36.95,-0.000811579
29/11/2013,36.98,-0.004586545
27/11/2013,37.15,0.004045859
26/11/2013,37,-0.003237995
25/11/2013,37.12,-0.004032806
22/11/2013,37.27,0.003494158
21/11/2013,37.14,-0.012575417
20/11/2013,37.61,-0.005832466
19/11/2013,37.83,-0.005272883
18/11/2013,38.03,0.000789162
15/11/2013,38,0.007926065
14/11/2013,37.7,0.0031881
13/11/2013,37.58,0.007210607
12/11/2013,37.31,-0.003745323
11/11/2013,37.45,-0.002666668
08/11/2013,37.55,0.001332445
07/11/2013,37.5,-0.00849713
06/11/2013,37.82,0.007431032
05/11/2013,37.54,0.002934509
04/11/2013,37.43,0.002675229
01/11/2013,37.33,0.002682405
31/10/2013,37.23,0.004576667
30/10/2013,37.06,-0.009934301
29/10/2013,37.43,0.016702975
28/10/2013,36.81,0.015330166
25/10/2013,36.25,0.008032172
24/10/2013,35.96,-0.011611963
23/10/2013,36.38,-0.000824289
22/10/2013,36.41,0.010769122
21/10/2013,36.02,0.004451872
18/10/2013,35.86,0.00671519
17/10/2013,35.62,-0.00196326
16/10/2013,35.69,0.010138076
15/10/2013,35.33,-0.011538048
14/10/2013,35.74,0.005611687
11/10/2013,35.54,0.001689665
10/10/2013,35.48,0.02946016
09/10/2013,34.45,-0.006654154
08/10/2013,34.68,-0.00201642
07/10/2013,34.75,0.002881846
04/10/2013,34.65,-0.001441961
03/10/2013,34.7,-0.001439885
02/10/2013,34.75,0.001151742
01/10/2013,34.71,0.010425811
30/09/2013,34.35,-0.010425811
27/09/2013,34.71,-0.008320232
26/09/2013,35,0.006018072
25/09/2013,34.79,-0.008301178
24/09/2013,35.08,-0.004834362
23/09/2013,35.25,-0.008474627
20/09/2013,35.55,-0.007007737
19/09/2013,35.8,0.000279369
18/09/2013,35.79,0.012087287
17/09/2013,35.36,0.006525771
16/09/2013,35.13,0.008289314
13/09/2013,34.84,0.008648079
12/09/2013,34.54,-0.024876193
11/09/2013,35.41,0.012217797
10/09/2013,34.98,0.011211847
09/09/2013,34.59,0.005508059
06/09/2013,34.4,0.00437
05/09/2013,34.25,0.002338499
04/09/2013,34.17,0.010000083
03/09/2013,33.83,-0.001476887
30/08/2013,33.88,-0.00176939
29/08/2013,33.94,0.010068193
28/08/2013,33.6,-0.011540297
27/08/2013,33.99,-0.001763669
26/08/2013,34.05,-0.006732061
23/08/2013,34.28,0.021227212
22/08/2013,33.56,0.002984186
21/08/2013,33.46,-0.009222139
20/08/2013,33.77,-0.004726744
19/08/2013,33.93,-0.010554188
16/08/2013,34.29,-0.008132487
15/08/2013,34.57,-0.014074626
14/08/2013,35.06,-0.004553224
13/08/2013,35.22,0.00170503
12/08/2013,35.16,-0.00595493
09/08/2013,35.37,-0.005638583
08/08/2013,35.57,0.010456503
07/08/2013,35.2,-0.005665738
06/08/2013,35.4,-0.005914677
05/08/2013,35.61,-0.00196381
02/08/2013,35.68,0.003931485
01/08/2013,35.54,0.013597943
