Date,Close,LLL
16/07/2013,90.25,-0.006736263
15/07/2013,90.86,0.007068728
12/07/2013,90.22,0.000221705
11/07/2013,90.2,0.004110432
10/07/2013,89.83,0.014125795
09/07/2013,88.57,0.018114993
08/07/2013,86.98,-0.00126386
05/07/2013,87.09,0.017256784
03/07/2013,85.6,0.006328393
02/07/2013,85.06,-0.019558249
01/07/2013,86.74,0.011595677
28/06/2013,85.74,-0.003376611
27/06/2013,86.03,0.016289105
26/06/2013,84.64,0.01715962
25/06/2013,83.2,0.00373292
24/06/2013,82.89,-0.015324136
21/06/2013,84.17,0.000475342
20/06/2013,84.13,-0.013576739
19/06/2013,85.28,-0.017666661
18/06/2013,86.8,0.00404041
17/06/2013,86.45,0.004753908
14/06/2013,86.04,0.002793298
13/06/2013,85.8,-0.001863065
12/06/2013,85.96,-0.001162656
11/06/2013,86.06,-0.005793088
10/06/2013,86.56,-0.002884007
07/06/2013,86.81,0.018485674
06/06/2013,85.22,0.009668746
05/06/2013,84.4,-0.015402103
04/06/2013,85.71,-0.00952167
03/06/2013,86.53,0.016781655
31/05/2013,85.09,-0.017590296
30/05/2013,86.6,0.023247353
29/05/2013,84.61,-0.01093164
28/05/2013,85.54,0.004100047
24/05/2013,85.19,0.001409609
23/05/2013,85.07,-0.008661103
22/05/2013,85.81,-0.018016424
21/05/2013,87.37,0.007006288
20/05/2013,86.76,0.014044686
17/05/2013,85.55,0.009159294
16/05/2013,84.77,-0.003767813
15/05/2013,85.09,0.00968359
14/05/2013,84.27,0.005354287
13/05/2013,83.82,0.000477327
10/05/2013,83.78,-0.003574411
09/05/2013,84.08,-0.004035614
08/05/2013,84.42,0.006655599
07/05/2013,83.86,0.003823183
06/05/2013,83.54,0.00143747
03/05/2013,83.42,0.013395482
02/05/2013,82.31,0.016043452
01/05/2013,81,-0.003081667
30/04/2013,81.25,0.0020945
29/04/2013,81.08,-0.003816094
26/04/2013,81.39,-0.011240192
25/04/2013,82.31,-0.003517074
24/04/2013,82.6,0.015248847
23/04/2013,81.35,0.000983889
22/04/2013,81.27,-0.001352598
19/04/2013,81.38,0.014730724
18/04/2013,80.19,-0.001495327
17/04/2013,80.31,-0.029083589
16/04/2013,82.68,0.013393601
15/04/2013,81.58,-0.010607915
12/04/2013,82.45,-0.0102565
11/04/2013,83.3,-0.000839983
10/04/2013,83.37,0.018522411
09/04/2013,81.84,0.000122197
08/04/2013,81.83,-0.006941512
05/04/2013,82.4,0.014547045
04/04/2013,81.21,0.001478743
03/04/2013,81.09,0.013158085
02/04/2013,80.03,-0.005234309
01/04/2013,80.45,-0.005825139
28/03/2013,80.92,0.009436375
27/03/2013,80.16,0.000873635
26/03/2013,80.09,0.003376903
25/03/2013,79.82,-0.007613141
22/03/2013,80.43,0.001742161
21/03/2013,80.29,-0.011393312
20/03/2013,81.21,0.002218936
19/03/2013,81.03,0.004452698
18/03/2013,80.67,-0.005686047
15/03/2013,81.13,0.017783221
14/03/2013,79.7,0.011737372
13/03/2013,78.77,0.017287069
12/03/2013,77.42,0.001421832
11/03/2013,77.31,0.001682957
08/03/2013,77.18,0.006238648
07/03/2013,76.7,0.004835663
06/03/2013,76.33,-0.006268794
05/03/2013,76.81,0.012708982
04/03/2013,75.84,-0.007356838
01/03/2013,76.4,0.00170302
28/02/2013,76.27,-0.002618831
27/02/2013,76.47,0.007613584
26/02/2013,75.89,0.00753922
25/02/2013,75.32,-0.020500061
22/02/2013,76.88,0.005478036
21/02/2013,76.46,-0.007037694
20/02/2013,77,-0.008148529
19/02/2013,77.63,-0.000515132
15/02/2013,77.67,-0.000900843
14/02/2013,77.74,-0.004235935
13/02/2013,78.07,-0.003707733
12/02/2013,78.36,0.003067487
11/02/2013,78.12,0.005777024
08/02/2013,77.67,0.008663661
07/02/2013,77,0.011494379
06/02/2013,76.12,0.004740594
05/02/2013,75.76,0.011950746
04/02/2013,74.86,-0.004797451
01/02/2013,75.22,-0.009263001
31/01/2013,75.92,-0.028437935
30/01/2013,78.11,0.002820515
29/01/2013,77.89,0.002056292
28/01/2013,77.73,-0.012528929
25/01/2013,78.71,-0.000254065
24/01/2013,78.73,-0.0020302
23/01/2013,78.89,0.000887705
22/01/2013,78.82,0.000126879
18/01/2013,78.81,-0.007080571
17/01/2013,79.37,0.01255167
16/01/2013,78.38,-0.006105336
15/01/2013,78.86,0.013147167
14/01/2013,77.83,-0.00064222
11/01/2013,77.88,-0.007802048
10/01/2013,78.49,0.008058886
09/01/2013,77.86,0.014358956
08/01/2013,76.75,-0.00558697
07/01/2013,77.18,-0.006843593
04/01/2013,77.71,0.003738804
03/01/2013,77.42,-0.001677744
02/01/2013,77.55,0.01206475
31/12/2012,76.62,0.011947887
28/12/2012,75.71,-0.013773419
27/12/2012,76.76,-0.002991872
26/12/2012,76.99,-0.00776301
24/12/2012,77.59,-0.0023172
21/12/2012,77.77,-0.001798562
20/12/2012,77.91,0.020488269
19/12/2012,76.33,-0.009128911
18/12/2012,77.03,0.015041811
17/12/2012,75.88,0.00793865
14/12/2012,75.28,-0.003050603
13/12/2012,75.51,-0.008308653
12/12/2012,76.14,-0.006153866
11/12/2012,76.61,-0.000521989
10/12/2012,76.65,0
07/12/2012,76.65,0.005101051
06/12/2012,76.26,0.001049593
05/12/2012,76.18,0.002497208
04/12/2012,75.99,-0.005904367
03/12/2012,76.44,-0.005349351
30/11/2012,76.85,-0.007777097
29/11/2012,77.45,0.003103585
28/11/2012,77.21,0.009630475
27/11/2012,76.47,-0.003524578
26/11/2012,76.74,0.005357039
23/11/2012,76.33,0.009213016
21/11/2012,75.63,0.002382845
20/11/2012,75.45,0.007984074
19/11/2012,74.85,0.011826505
16/11/2012,73.97,0.022144153
15/11/2012,72.35,-0.004413192
14/11/2012,72.67,-0.023527297
13/11/2012,74.4,0.001614205
12/11/2012,74.28,-0.002554623
09/11/2012,74.47,0.009986588
08/11/2012,73.73,-0.00904617
07/11/2012,74.4,-0.040305732
06/11/2012,77.46,0.021003968
05/11/2012,75.85,0
02/11/2012,75.85,0.013271595
01/11/2012,74.85,0.014127379
31/10/2012,73.8,0.005162354
26/10/2012,73.42,-0.005026843
25/10/2012,73.79,0.009394854
24/10/2012,73.1,0.006725713
23/10/2012,72.61,-0.009867149
22/10/2012,73.33,-0.003811084
19/10/2012,73.61,-0.016571615
18/10/2012,74.84,0.005627778
17/10/2012,74.42,0.01040058
16/10/2012,73.65,0.012295237
15/10/2012,72.75,0.00592819
12/10/2012,72.32,0.003046672
11/10/2012,72.1,-0.000554631
10/10/2012,72.14,-0.008007774
09/10/2012,72.72,-0.006578971
08/10/2012,73.2,-0.003545619
05/10/2012,73.46,0.003135867
04/10/2012,73.23,0.003282728
03/10/2012,72.99,-0.001642711
02/10/2012,73.11,-0.003686263
01/10/2012,73.38,0.023021211
28/09/2012,71.71,-0.010542475
27/09/2012,72.47,0.003594143
26/09/2012,72.21,0.003329175
25/09/2012,71.97,-0.003329175
24/09/2012,72.21,-0.003456145
21/09/2012,72.46,0.003179213
20/09/2012,72.23,-0.001659981
19/09/2012,72.35,-0.000828958
18/09/2012,72.41,-0.00811503
17/09/2012,73,-0.001368926
14/09/2012,73.1,0.007414561
13/09/2012,72.56,0.006359762
12/09/2012,72.1,0.008076913
11/09/2012,71.52,0.000839278
10/09/2012,71.46,0.000839983
07/09/2012,71.4,0.006886402
06/09/2012,70.91,0.021812826
05/09/2012,69.38,0.00462295
04/09/2012,69.06,-0.016942257
31/08/2012,70.24,0.005138464
30/08/2012,69.88,-0.002572533
29/08/2012,70.06,0.008313076
28/08/2012,69.48,-0.000863185
27/08/2012,69.54,-0.00630736
24/08/2012,69.98,0.003865707
23/08/2012,69.71,0.002297861
22/08/2012,69.55,-0.001005964
21/08/2012,69.62,0.002588812
20/08/2012,69.44,0.003895828
17/08/2012,69.17,0.001881196
16/08/2012,69.04,0.004354775
15/08/2012,68.74,-0.007969324
14/08/2012,69.29,0
13/08/2012,69.29,-0.015750612
10/08/2012,70.39,-0.000284091
09/08/2012,70.41,0.009274519
08/08/2012,69.76,0.005462138
07/08/2012,69.38,0.008540256
06/08/2012,68.79,-0.014432347
03/08/2012,69.79,0.017489786
02/08/2012,68.58,-0.018635426
01/08/2012,69.87,-0.014493007
31/07/2012,70.89,0.007646596
30/07/2012,70.35,0.006989544
27/07/2012,69.86,0.004447321
26/07/2012,69.55,-0.001005964
25/07/2012,69.62,0.019581451
24/07/2012,68.27,-0.005259325
23/07/2012,68.63,-0.028866799
20/07/2012,70.64,-0.012240744
19/07/2012,71.51,0.006734977
18/07/2012,71.03,-0.022413411
17/07/2012,72.64,0.01107431
16/07/2012,71.84,-0.006521008
13/07/2012,72.31,0.013785639
12/07/2012,71.32,-0.003499199
11/07/2012,71.57,-0.001117163
10/07/2012,71.65,-0.010136864
09/07/2012,72.38,-0.004823936
06/07/2012,72.73,-0.016499999
05/07/2012,73.94,-0.006873806
03/07/2012,74.45,0.005387218
02/07/2012,74.05,0.000540322
29/06/2012,74.01,0.035202315
28/06/2012,71.45,-0.00669552
27/06/2012,71.93,0.008656854
26/06/2012,71.31,-0.007265646
25/06/2012,71.83,-0.019029808
22/06/2012,73.21,0.010711445
21/06/2012,72.43,-0.013984324
20/06/2012,73.45,0.002590145
19/06/2012,73.26,0.002049601
18/06/2012,73.11,0.018916684
15/06/2012,71.74,0.005451128
14/06/2012,71.35,0.025263904
13/06/2012,69.57,-0.009869207
12/06/2012,70.26,0.015346303
11/06/2012,69.19,-0.006195539
08/06/2012,69.62,-0.000430818
07/06/2012,69.65,0.004172368
06/06/2012,69.36,0.02822031
05/06/2012,67.43,0.003416775
04/06/2012,67.2,0.001340183
01/06/2012,67.11,-0.015964862
31/05/2012,68.19,0.008542025
30/05/2012,67.61,-0.004280133
29/05/2012,67.9,0.010511608
25/05/2012,67.19,-0.007266288
24/05/2012,67.68,-0.004422829
23/05/2012,67.98,-0.005135365
22/05/2012,68.33,0.003371696
21/05/2012,68.1,0.007665132
18/05/2012,67.58,-0.004429359
17/05/2012,67.88,-0.008216009
16/05/2012,68.44,-0.015369304
15/05/2012,69.5,-0.012156031
14/05/2012,70.35,-0.002555368
11/05/2012,70.53,-0.006641726
10/05/2012,71,0.007634704
09/05/2012,70.46,-0.009745152
08/05/2012,71.15,-0.003647591
07/05/2012,71.41,-0.008228203
04/05/2012,72,-0.00554018
03/05/2012,72.4,-0.008253142
02/05/2012,73,-0.010492704
01/05/2012,73.77,0.003122669
30/04/2012,73.54,0.000680133
27/04/2012,73.49,-0.001359804
26/04/2012,73.59,0.049585425
25/04/2012,70.03,0.002573636
24/04/2012,69.85,0.006175075
23/04/2012,69.42,-0.00703369
20/04/2012,69.91,0.006313696
19/04/2012,69.47,-0.006885696
18/04/2012,69.95,-0.004991098
17/04/2012,70.3,0.017361796
16/04/2012,69.09,0.001013685
13/04/2012,69.02,-0.007793372
12/04/2012,69.56,0.019305339
11/04/2012,68.23,0.012090976
10/04/2012,67.41,-0.015602318
09/04/2012,68.47,-0.007710811
05/04/2012,69,-0.015102768
04/04/2012,70.05,-0.012766131
03/04/2012,70.95,-0.008840302
02/04/2012,71.58,0.011380523
30/03/2012,70.77,-0.001270917
29/03/2012,70.86,-0.001410239
28/03/2012,70.96,-0.005340842
27/03/2012,71.34,0.00915306
26/03/2012,70.69,0.016114431
23/03/2012,69.56,-0.000574878
22/03/2012,69.6,-0.001866074
21/03/2012,69.73,-0.005006805
20/03/2012,70.08,-0.006258911
19/03/2012,70.52,-0.00678352
16/03/2012,71,0.003244695
15/03/2012,70.77,0.002405038
14/03/2012,70.6,0.00867777
13/03/2012,69.99,0.019622618
12/03/2012,68.63,0.00643183
09/03/2012,68.19,0.000586768
08/03/2012,68.15,0.006181945
07/03/2012,67.73,0.000443033
06/03/2012,67.7,-0.015681423
05/03/2012,68.77,-0.000872093
02/03/2012,68.83,-0.010981182
01/03/2012,69.59,-0.009439429
29/02/2012,70.25,-0.000426955
28/02/2012,70.28,0.000569314
27/02/2012,70.24,-0.000569314
24/02/2012,70.28,-0.004259555
23/02/2012,70.58,0.002127509
22/02/2012,70.43,-0.004391875
21/02/2012,70.74,-0.00296422
17/02/2012,70.95,0.002540222
16/02/2012,70.77,0.003255257
15/02/2012,70.54,-0.003679076
14/02/2012,70.8,0.001271995
13/02/2012,70.71,0.008093761
10/02/2012,70.14,-0.004693843
09/02/2012,70.47,-0.003541331
08/02/2012,70.72,0.00666811
07/02/2012,70.25,0.002565566
06/02/2012,70.07,-0.007818648
03/02/2012,70.62,0.01282617
02/02/2012,69.72,-0.008284578
01/02/2012,70.3,-0.006239385
31/01/2012,70.74,0.016246616
30/01/2012,69.6,-0.004444133
27/01/2012,69.91,-0.002286042
26/01/2012,70.07,-0.007677035
25/01/2012,70.61,0.00383115
24/01/2012,70.34,-0.000994671
23/01/2012,70.41,-0.001277411
20/01/2012,70.5,-0.001842274
19/01/2012,70.63,0.007532189
18/01/2012,70.1,-0.000713013
17/01/2012,70.15,0.012046611
13/01/2012,69.31,-0.008333382
12/01/2012,69.89,0.009777217
11/01/2012,69.21,0.018078929
10/01/2012,67.97,0.015717999
09/01/2012,66.91,-0.002388417
06/01/2012,67.07,-0.005353173
05/01/2012,67.43,-0.000444807
04/01/2012,67.46,-0.000740905
03/01/2012,67.51,0.012370677
30/12/2011,66.68,-0.005533552
29/12/2011,67.05,0.005233657
28/12/2011,66.7,-0.007914624
27/12/2011,67.23,-0.002377062
23/12/2011,67.39,0.00894327
22/12/2011,66.79,0.011747123
21/12/2011,66.01,0.004555125
20/12/2011,65.71,0.025587093
19/12/2011,64.05,-0.006225701
16/12/2011,64.45,-0.017838394
15/12/2011,65.61,0.015358926
14/12/2011,64.61,-0.009396973
13/12/2011,65.22,0.000613497
12/12/2011,65.18,-0.014923377
09/12/2011,66.16,0.021851278
08/12/2011,64.73,-0.034915508
07/12/2011,67.03,0.000149198
06/12/2011,67.02,-0.004020555
05/12/2011,67.29,0.015727127
02/12/2011,66.24,0.003478264
01/12/2011,66.01,-0.004383651
30/11/2011,66.3,0.024119624
29/11/2011,64.72,0.001701075
28/11/2011,64.61,0.020641859
25/11/2011,63.29,0.011121818
23/11/2011,62.59,-0.018677339
22/11/2011,63.77,-0.02171638
21/11/2011,65.17,-0.023355626
18/11/2011,66.71,-0.002395569
17/11/2011,66.87,-0.016463108
16/11/2011,67.98,-0.012426152
15/11/2011,68.83,-0.003625557
14/11/2011,69.08,-0.007786629
11/11/2011,69.62,0.016948331
10/11/2011,68.45,-0.00291758
09/11/2011,68.65,-0.03323612
08/11/2011,70.97,0.006928271
07/11/2011,70.48,0.027328035
04/11/2011,68.58,-0.004510083
03/11/2011,68.89,0.040132727
02/11/2011,66.18,0.003026637
01/11/2011,65.98,-0.0269155
31/10/2011,67.78,-0.028506875
28/10/2011,69.74,0.009798349
27/10/2011,69.06,0.019298845
26/10/2011,67.74,-0.015672236
25/10/2011,68.81,-0.015001002
24/10/2011,69.85,-0.00741695
21/10/2011,70.37,0.022417953
20/10/2011,68.81,-0.001887478
19/10/2011,68.94,-0.004053277
18/10/2011,69.22,0.012355706
17/10/2011,68.37,-0.010331121
14/10/2011,69.08,0.013554095
13/10/2011,68.15,-0.005268562
12/10/2011,68.51,0.017225306
11/10/2011,67.34,-0.00281753
10/10/2011,67.53,0.042810742
07/10/2011,64.7,-0.000309071
06/10/2011,64.72,0.01353369
05/10/2011,63.85,0.024254181
04/10/2011,62.32,0.037271395
03/10/2011,60.04,-0.03163939
30/09/2011,61.97,-0.022182351
29/09/2011,63.36,0.019764749
28/09/2011,62.12,-0.025430487
27/09/2011,63.72,0.015499282
26/09/2011,62.74,0.04215776
23/09/2011,60.15,0.020321465
22/09/2011,58.94,-0.034189939
21/09/2011,60.99,-0.05393777
20/09/2011,64.37,-0.018470588
19/09/2011,65.57,-0.024108445
16/09/2011,67.17,0.014999531
15/09/2011,66.17,0.014614357
14/09/2011,65.21,0.009243634
13/09/2011,64.61,0.003721512
12/09/2011,64.37,0.008267733
09/09/2011,63.84,-0.02215256
08/09/2011,65.27,-0.01414795
07/09/2011,66.2,0.032080105
06/09/2011,64.11,-0.009006272
02/09/2011,64.69,-0.030298428
01/09/2011,66.68,-0.016952079
31/08/2011,67.82,0.00873756
30/08/2011,67.23,0.020740148
29/08/2011,65.85,0.019010231
26/08/2011,64.61,0.014341633
25/08/2011,63.69,-0.026341777
24/08/2011,65.39,0.020393106
23/08/2011,64.07,0.004223045
22/08/2011,63.8,0.012459746
19/08/2011,63.01,-0.020732641
18/08/2011,64.33,-0.048545858
17/08/2011,67.53,-0.001775411
16/08/2011,67.65,-0.028848154
15/08/2011,69.63,0.009378901
12/08/2011,68.98,0.024507793
11/08/2011,67.31,0.046682744
10/08/2011,64.24,-0.061137273
09/08/2011,68.29,0.0411027
08/08/2011,65.54,-0.064834098
05/08/2011,69.93,-0.005561512
04/08/2011,70.32,-0.040002546
03/08/2011,73.19,-0.014109582
02/08/2011,74.23,-0.031559235
01/08/2011,76.61,-0.032238071
29/07/2011,79.12,-0.009685001
28/07/2011,79.89,0.009685001
27/07/2011,79.12,-0.02212452
26/07/2011,80.89,-0.014725999
25/07/2011,82.09,-0.009818856
22/07/2011,82.9,-0.008528068
21/07/2011,83.61,0.017372858
20/07/2011,82.17,0.007819221
19/07/2011,81.53,0.006521896
18/07/2011,81,-0.012635879
15/07/2011,82.03,-0.004136259
14/07/2011,82.37,-0.019238299
13/07/2011,83.97,-0.002378971
12/07/2011,84.17,-0.001424671
11/07/2011,84.29,-0.011676726
08/07/2011,85.28,-0.012700433
07/07/2011,86.37,-0.001041486
06/07/2011,86.46,-0.003579061
05/07/2011,86.77,-0.017592412
01/07/2011,88.31,0.00978615
30/06/2011,87.45,0.005964004
29/06/2011,86.93,0.013433902
28/06/2011,85.77,0.014089701
27/06/2011,84.57,0.000354799
24/06/2011,84.54,-0.004602593
23/06/2011,84.93,-0.014958792
22/06/2011,86.21,0.045443491
21/06/2011,82.38,0.000121396
20/06/2011,82.37,0.00608867
17/06/2011,81.87,0.000977637
16/06/2011,81.79,0.009705832
15/06/2011,81,-0.001357103
14/06/2011,81.11,0.013779623
13/06/2011,80,0.014098924
10/06/2011,78.88,-0.015722605
09/06/2011,80.13,0.010286092
08/06/2011,79.31,-0.003398581
07/06/2011,79.58,0.002390389
06/06/2011,79.39,-0.001007176
03/06/2011,79.47,-0.010888037
02/06/2011,80.34,-0.000746547
01/06/2011,80.4,-0.015427643
31/05/2011,81.65,0.000612557
27/05/2011,81.6,0.003683245
26/05/2011,81.3,-0.005886698
25/05/2011,81.78,-0.010582109
24/05/2011,82.65,-0.001330029
23/05/2011,82.76,-0.009260996
20/05/2011,83.53,-0.010953794
19/05/2011,84.45,-0.000591891
18/05/2011,84.5,0.004982808
17/05/2011,84.08,-0.002494507
16/05/2011,84.29,0.009416602
13/05/2011,83.5,-0.002631266
12/05/2011,83.72,0.007192551
11/05/2011,83.12,-0.008624874
10/05/2011,83.84,0.007422517
09/05/2011,83.22,0.002165284
06/05/2011,83.04,0.005312739
05/05/2011,82.6,0.015003026
04/05/2011,81.37,-0.007956465
03/05/2011,82.02,0.012390516
02/05/2011,81.01,0.010173785
29/04/2011,80.19,-0.002490972
28/04/2011,80.39,0.00336428
27/04/2011,80.12,0.001373884
26/04/2011,80.01,0.016381415
25/04/2011,78.71,0.013043663
21/04/2011,77.69,0.009570689
20/04/2011,76.95,0.016641936
19/04/2011,75.68,0.0096927
18/04/2011,74.95,-0.015752526
15/04/2011,76.14,0.009368677
14/04/2011,75.43,-0.02073021
13/04/2011,77.01,-0.019800081
12/04/2011,78.55,-0.01000705
11/04/2011,79.34,-0.002266147
08/04/2011,79.52,-0.006393002
07/04/2011,80.03,0.002126463
06/04/2011,79.86,0.011967139
05/04/2011,78.91,0.00776036
04/04/2011,78.3,-0.010165272
01/04/2011,79.1,0.010037566
31/03/2011,78.31,-0.004840774
30/03/2011,78.69,-0.000762195
29/03/2011,78.75,0.002033813
28/03/2011,78.59,-0.013020853
25/03/2011,79.62,0.001005278
24/03/2011,79.54,0.001761672
23/03/2011,79.4,-0.005025136
22/03/2011,79.8,0.001379397
21/03/2011,79.69,0.014536058
18/03/2011,78.54,0.013072082
17/03/2011,77.52,0.010764646
16/03/2011,76.69,-0.019498326
15/03/2011,78.2,-0.013968481
14/03/2011,79.3,-0.004780485
11/03/2011,79.68,0.002513196
10/03/2011,79.48,-0.013248538
09/03/2011,80.54,0.004604575
08/03/2011,80.17,0.021942873
07/03/2011,78.43,-0.009769792
04/03/2011,79.2,-0.018762276
03/03/2011,80.7,0.024079418
02/03/2011,78.78,0.005983849
01/03/2011,78.31,-0.012436709
28/02/2011,79.29,-0.008289422
25/02/2011,79.95,-0.002747941
24/02/2011,80.17,0.009021487
23/02/2011,79.45,0.002142003
22/02/2011,79.28,-0.019609696
18/02/2011,80.85,0.006203494
17/02/2011,80.35,0.008122506
16/02/2011,79.7,-0.004631666
15/02/2011,80.07,0.008151026
14/02/2011,79.42,-0.007776284
11/02/2011,80.04,0
10/02/2011,80.04,-0.001373369
09/02/2011,80.15,-0.001246883
08/02/2011,80.25,0.011782538
07/02/2011,79.31,0.00924701
04/02/2011,78.58,0.004591845
03/02/2011,78.22,-0.003191017
02/02/2011,78.47,-0.005464842
01/02/2011,78.9,0.008272398
31/01/2011,78.25,0.024057032
28/01/2011,76.39,-0.02597213
27/01/2011,78.4,0.01348335
