Date,Close,CMG
29/11/2013,523.86,-0.00217379
27/11/2013,525,0
26/11/2013,525,-0.013827764
25/11/2013,532.31,-0.009665524
22/11/2013,537.48,-0.003232101
21/11/2013,539.22,0.014119464
20/11/2013,531.66,-0.012151726
19/11/2013,538.16,0.001208549
18/11/2013,537.51,-0.017446592
15/11/2013,546.97,0.005591779
14/11/2013,543.92,0.011724591
13/11/2013,537.58,0.0040261
12/11/2013,535.42,-0.001903234
11/11/2013,536.44,0.002314211
08/11/2013,535.2,0.019204152
07/11/2013,525.02,-0.027447362
06/11/2013,539.63,-0.006317677
05/11/2013,543.05,0.014598258
04/11/2013,535.18,0.014264718
01/11/2013,527.6,0.0011948
31/10/2013,526.97,0.004984221
30/10/2013,524.35,-0.006804299
29/10/2013,527.93,0.000151547
28/10/2013,527.85,0.000663287
25/10/2013,527.5,0.008624764
24/10/2013,522.97,0.004177212
23/10/2013,520.79,0.001518078
22/10/2013,520,0.020889756
21/10/2013,509.25,-0.000961737
18/10/2013,509.74,0.149241938
17/10/2013,439.07,0.002280139
16/10/2013,438.07,0.010233202
15/10/2013,433.61,-0.019209617
14/10/2013,442.02,-0.003590668
11/10/2013,443.61,0.017601764
10/10/2013,435.87,0.016656642
09/10/2013,428.67,0.002218616
08/10/2013,427.72,-0.013192313
07/10/2013,433.4,-0.001659904
04/10/2013,434.12,0.017708627
03/10/2013,426.5,-0.001499461
02/10/2013,427.14,0.00344743
01/10/2013,425.67,-0.007326212
30/09/2013,428.8,0.02311969
27/09/2013,419,-0.003192988
26/09/2013,420.34,0.01136471
25/09/2013,415.59,-0.007598766
24/09/2013,418.76,0.008441297
23/09/2013,415.24,0.000385394
20/09/2013,415.08,-0.015822888
19/09/2013,421.7,-0.010684946
18/09/2013,426.23,0.001925697
17/09/2013,425.41,0.004594351
16/09/2013,423.46,-0.00442979
13/09/2013,425.34,0.00873698
12/09/2013,421.64,-0.004354418
11/09/2013,423.48,0.011494925
10/09/2013,418.64,0.016716433
09/09/2013,411.7,0.007754056
06/09/2013,408.52,-0.000489452
05/09/2013,408.72,-0.002419267
04/09/2013,409.71,0.011809469
03/09/2013,404.9,-0.008043631
30/08/2013,408.17,0.003411256
29/08/2013,406.78,0.009211875
28/08/2013,403.05,0.007396097
27/08/2013,400.08,-0.005011417
26/08/2013,402.09,-0.00173939
23/08/2013,402.79,-0.010520694
22/08/2013,407.05,0.009999466
21/08/2013,403,-0.011227063
20/08/2013,407.55,0.009739336
19/08/2013,403.6,0.004121465
16/08/2013,401.94,0.001145105
15/08/2013,401.48,-0.007840064
14/08/2013,404.64,-0.004192465
13/08/2013,406.34,0.00832813
12/08/2013,402.97,-0.006850443
09/08/2013,405.74,-0.005309486
08/08/2013,407.9,0.008395032
07/08/2013,404.49,-0.003455173
06/08/2013,405.89,-0.015669053
05/08/2013,412.3,0.000509468
02/08/2013,412.09,-0.004165159
01/08/2013,413.81,0.003728457
31/07/2013,412.27,0.011932064
30/07/2013,407.38,0.007243017
29/07/2013,404.44,-0.003529517
26/07/2013,405.87,0.003999413
25/07/2013,404.25,0.010268996
24/07/2013,400.12,0.006796009
23/07/2013,397.41,-0.010985959
22/07/2013,401.8,-0.017687351
19/07/2013,408.97,0.082059966
18/07/2013,376.75,0.002604583
17/07/2013,375.77,-0.0089019
16/07/2013,379.13,-0.013258068
15/07/2013,384.19,-0.005399385
12/07/2013,386.27,0.00816225
11/07/2013,383.13,0.002875218
10/07/2013,382.03,-0.011192787
09/07/2013,386.33,0.00077684
08/07/2013,386.03,-0.00077684
05/07/2013,386.33,0.004826164
03/07/2013,384.47,0.034236148
02/07/2013,371.53,0.021190288
01/07/2013,363.74,-0.001675617
28/06/2013,364.35,0.000549073
27/06/2013,364.15,0.001319008
26/06/2013,363.67,0.013035901
25/06/2013,358.96,0.002231148
24/06/2013,358.16,-0.009669428
21/06/2013,361.64,0.00215917
20/06/2013,360.86,-0.01651749
19/06/2013,366.87,-0.015658914
18/06/2013,372.66,0.013453481
17/06/2013,367.68,-0.001195977
14/06/2013,368.12,-0.008951449
13/06/2013,371.43,0.019684712
12/06/2013,364.19,-0.001536478
11/06/2013,364.75,0.00049361
10/06/2013,364.57,-0.003368159
07/06/2013,365.8,0.018680786
06/06/2013,359.03,0.016852911
05/06/2013,353.03,-0.015152444
04/06/2013,358.42,-0.001171124
03/06/2013,358.84,-0.006001352
31/05/2013,361,-0.02421956
30/05/2013,369.85,0.000162241
29/05/2013,369.79,-0.00221502
28/05/2013,370.61,0.006333932
24/05/2013,368.27,-0.000488652
23/05/2013,368.45,-0.007031807
22/05/2013,371.05,-0.017048297
21/05/2013,377.43,0.001484821
20/05/2013,376.87,0.004547699
17/05/2013,375.16,0.008243717
16/05/2013,372.08,-0.007737138
15/05/2013,374.97,-0.001811836
14/05/2013,375.65,0.02190733
13/05/2013,367.51,-0.006779503
10/05/2013,370.01,0.006942777
09/05/2013,367.45,0.003052688
08/05/2013,366.33,0.014407332
07/05/2013,361.09,-0.035075085
06/05/2013,373.98,0.017887248
03/05/2013,367.35,0.005869923
02/05/2013,365.2,0.008303823
01/05/2013,362.18,-0.002784787
30/04/2013,363.19,-0.001100746
29/04/2013,363.59,0.005128782
26/04/2013,361.73,-0.003091449
25/04/2013,362.85,0.000165371
24/04/2013,362.79,0.004198553
23/04/2013,361.27,-0.004308804
22/04/2013,362.83,-0.009381755
19/04/2013,366.25,0.109205593
18/04/2013,328.36,-0.034658564
17/04/2013,339.94,-0.006538558
16/04/2013,342.17,0.014720435
15/04/2013,337.17,-0.01396029
12/04/2013,341.91,0.031432687
11/04/2013,331.33,-0.036217804
10/04/2013,343.55,0.032181654
09/04/2013,332.67,-0.014414503
08/04/2013,337.5,0.028551902
05/04/2013,328,0.014866052
04/04/2013,323.16,-0.001947601
03/04/2013,323.79,0.002164235
02/04/2013,323.09,0.006302901
01/04/2013,321.06,-0.014870507
28/03/2013,325.87,0.016335481
27/03/2013,320.59,0.006540573
26/03/2013,318.5,0.005446517
25/03/2013,316.77,-0.004598433
22/03/2013,318.23,-0.003732459
21/03/2013,319.42,-0.009348192
20/03/2013,322.42,0.016227981
19/03/2013,317.23,-0.009162573
18/03/2013,320.15,-0.003741236
15/03/2013,321.35,-0.004068265
14/03/2013,322.66,0.000868163
13/03/2013,322.38,0.012265497
12/03/2013,318.45,-0.012389567
11/03/2013,322.42,0.001800516
08/03/2013,321.84,-0.017433527
07/03/2013,327.5,-0.004569696
06/03/2013,329,-0.000729217
05/03/2013,329.24,0.022981042
04/03/2013,321.76,0.00629776
01/03/2013,319.74,0.009269072
28/02/2013,316.79,0.001832544
27/02/2013,316.21,0.014012522
26/02/2013,311.81,0.001926102
25/02/2013,311.21,-0.013722452
22/02/2013,315.51,0.023668605
21/02/2013,308.13,-0.00440401
20/02/2013,309.49,-0.011437141
19/02/2013,313.05,-0.003634976
15/02/2013,314.19,-0.011172593
14/02/2013,317.72,0.002237173
13/02/2013,317.01,-0.017200824
12/02/2013,322.51,-0.003250425
11/02/2013,323.56,0.0088161
08/02/2013,320.72,0.007102992
07/02/2013,318.45,-0.012513621
06/02/2013,322.46,0.055634535
05/02/2013,305.01,-0.01684045
04/02/2013,310.19,-0.008091231
01/02/2013,312.71,0.018395923
31/01/2013,307.01,-0.004387611
30/01/2013,308.36,-0.005336623
29/01/2013,310.01,-0.005404549
28/01/2013,311.69,0.026693394
25/01/2013,303.48,0.012800705
24/01/2013,299.62,0.019819983
23/01/2013,293.74,-0.001666752
22/01/2013,294.23,-0.002681376
18/01/2013,295.02,0.016024944
17/01/2013,290.33,0.032877084
16/01/2013,280.94,-0.056667876
15/01/2013,297.32,0.004550902
14/01/2013,295.97,-0.013524377
11/01/2013,300,0.005314095
10/01/2013,298.41,0.014786577
09/01/2013,294.03,-0.01260599
08/01/2013,297.76,-0.00612708
07/01/2013,299.59,-0.001967421
04/01/2013,300.18,-0.002561843
03/01/2013,300.95,-0.000365442
02/01/2013,301.06,0.012029818
31/12/2012,297.46,0.023572921
28/12/2012,290.53,-0.016352673
27/12/2012,295.32,0.021529025
26/12/2012,289.03,-0.01732135
24/12/2012,294.08,0.005318799
21/12/2012,292.52,0.01283326
20/12/2012,288.79,-0.000346212
19/12/2012,288.89,-0.015695351
18/12/2012,293.46,0.023374733
17/12/2012,286.68,0.033446985
14/12/2012,277.25,-0.001441701
13/12/2012,277.65,0.007737402
12/12/2012,275.51,0.005313354
11/12/2012,274.05,0.00413186
10/12/2012,272.92,0.015918198
07/12/2012,268.61,0.007848747
06/12/2012,266.51,0.005795154
05/12/2012,264.97,-0.024382359
04/12/2012,271.51,0.028997286
03/12/2012,263.75,-0.000113738
30/11/2012,263.78,-0.011383892
29/11/2012,266.8,0.001087548
28/11/2012,266.51,0.018633374
27/11/2012,261.59,-0.034121974
26/11/2012,270.67,-0.013467846
23/11/2012,274.34,-0.004074214
21/11/2012,275.46,0.0257405
20/11/2012,268.46,-0.006682532
19/11/2012,270.26,0.028143391
16/11/2012,262.76,0.009406256
15/11/2012,260.3,0.014550214
14/11/2012,256.54,-0.021555966
13/11/2012,262.13,-0.005440482
12/11/2012,263.56,0.015447275
09/11/2012,259.52,-0.007064996
08/11/2012,261.36,-0.043060076
07/11/2012,272.86,-0.024723004
06/11/2012,279.69,0.053197589
05/11/2012,265.2,0.010919126
02/11/2012,262.32,-0.003539018
01/11/2012,263.25,0.033685444
31/10/2012,254.53,0.011896198
26/10/2012,251.52,0.014053441
25/10/2012,248.01,0.02114864
24/10/2012,242.82,0.027472191
23/10/2012,236.24,-0.005319386
22/10/2012,237.5,-0.02289382
19/10/2012,243,-0.162685582
18/10/2012,285.93,-0.014133897
17/10/2012,290,-0.006530355
16/10/2012,291.9,-0.011038542
15/10/2012,295.14,0.015949519
12/10/2012,290.47,0.01425054
11/10/2012,286.36,-0.000907536
10/10/2012,286.62,-0.000418585
09/10/2012,286.74,0.000627944
08/10/2012,286.56,0.01984241
05/10/2012,280.93,-0.045508252
04/10/2012,294.01,-0.022399537
03/10/2012,300.67,-0.007587466
02/10/2012,302.96,-0.042552738
01/10/2012,316.13,-0.004450273
28/09/2012,317.54,-0.008685482
27/09/2012,320.31,0.004693963
26/09/2012,318.81,-0.01451106
25/09/2012,323.47,-0.029096174
24/09/2012,333.02,-0.01009838
21/09/2012,336.4,-0.007374643
20/09/2012,338.89,-0.012783474
19/09/2012,343.25,0.004994242
18/09/2012,341.54,-0.015341111
17/09/2012,346.82,0.030356364
14/09/2012,336.45,-0.012846245
13/09/2012,340.8,0.008575396
12/09/2012,337.89,0.016050464
11/09/2012,332.51,-0.000901822
10/09/2012,332.81,0.019601331
07/09/2012,326.35,0.076451289
06/09/2012,302.33,0.046581445
05/09/2012,288.57,0.008980846
04/09/2012,285.99,-0.009223392
31/08/2012,288.64,-0.004804129
30/08/2012,290.03,-0.01100702
29/08/2012,293.24,-0.002826448
28/08/2012,294.07,0.003815888
27/08/2012,292.95,-0.00697341
24/08/2012,295,0.010255801
23/08/2012,291.99,-0.017012584
22/08/2012,297,0.000101015
21/08/2012,296.97,-0.00681245
20/08/2012,299,-0.000334392
17/08/2012,299.1,-0.002304264
16/08/2012,299.79,0.006055859
15/08/2012,297.98,0.003866786
14/08/2012,296.83,0.013772267
13/08/2012,292.77,-0.008909199
10/08/2012,295.39,-0.006108796
09/08/2012,297.2,-0.002855945
08/08/2012,298.05,-0.021114219
07/08/2012,304.41,0.042272571
06/08/2012,291.81,-0.019815394
03/08/2012,297.65,0.047754249
02/08/2012,283.77,0.010984449
01/08/2012,280.67,-0.040703699
31/07/2012,292.33,0.004113398
30/07/2012,291.13,-0.016859785
27/07/2012,296.08,0.02123164
26/07/2012,289.86,-0.022581715
25/07/2012,296.48,0.007346129
24/07/2012,294.31,-0.038984148
23/07/2012,306.01,-0.035220899
20/07/2012,316.98,-0.242229603
19/07/2012,403.86,0.014465536
18/07/2012,398.06,-0.00213308
17/07/2012,398.91,0.011522346
16/07/2012,394.34,0.005008209
13/07/2012,392.37,0.022787428
12/07/2012,383.53,0.008010514
11/07/2012,380.47,0.001525593
10/07/2012,379.89,-0.017767461
09/07/2012,386.7,0.008335654
06/07/2012,383.49,0.001644158
05/07/2012,382.86,0.006524924
03/07/2012,380.37,-0.00809085
02/07/2012,383.46,0.009195648
29/06/2012,379.95,0.007927112
28/06/2012,376.95,-0.038587905
27/06/2012,391.78,-0.058565527
26/06/2012,415.41,0.008606779
25/06/2012,411.85,-0.008775273
22/06/2012,415.48,0.013130988
21/06/2012,410.06,-0.017981054
20/06/2012,417.5,0.002302049
19/06/2012,416.54,0.005006027
18/06/2012,414.46,0.029405603
15/06/2012,402.45,0.010490917
14/06/2012,398.25,0.006170916
13/06/2012,395.8,-0.011030401
12/06/2012,400.19,0.004608419
11/06/2012,398.35,-0.022317202
08/06/2012,407.34,0.008084836
07/06/2012,404.06,-0.017540651
06/06/2012,411.21,0.023050033
05/06/2012,401.84,0.011891044
04/06/2012,397.09,-0.000125908
01/06/2012,397.14,-0.039328207
31/05/2012,413.07,0.001138469
30/05/2012,412.6,-0.01235669
29/05/2012,417.73,0.042321295
25/05/2012,400.42,-0.002967472
24/05/2012,401.61,-0.010748531
23/05/2012,405.95,0.025927517
22/05/2012,395.56,0.005653528
21/05/2012,393.33,0.003055537
18/05/2012,392.13,-0.006025723
17/05/2012,394.5,-0.025106759
16/05/2012,404.53,0.003714899
15/05/2012,403.03,0.007746474
14/05/2012,399.92,-0.020615205
11/05/2012,408.25,0.00181426
10/05/2012,407.51,0.014160797
09/05/2012,401.78,-0.004098315
08/05/2012,403.43,-0.008957604
07/05/2012,407.06,-0.002012419
04/05/2012,407.88,-0.016678804
03/05/2012,414.74,-0.019247436
02/05/2012,422.8,0.006906482
01/05/2012,419.89,0.013764545
30/04/2012,414.15,-0.012620735
27/04/2012,419.41,0.011197144
26/04/2012,414.74,0.004228438
25/04/2012,412.99,0.024834273
24/04/2012,402.86,-0.035072489
23/04/2012,417.24,-0.004829657
20/04/2012,419.26,-0.027106266
19/04/2012,430.78,-0.016872501
18/04/2012,438.11,0.013049557
17/04/2012,432.43,0.000717136
16/04/2012,432.12,-0.018980077
13/04/2012,440.4,0.016437723
12/04/2012,433.22,0.024677609
11/04/2012,422.66,0.014393538
10/04/2012,416.62,-0.022992246
09/04/2012,426.31,0.003124672
05/04/2012,424.98,0.018859969
04/04/2012,417.04,-0.012439098
03/04/2012,422.26,0.009183325
02/04/2012,418.4,0.00095648
30/03/2012,418,-0.006248381
29/03/2012,420.62,0.001260839
28/03/2012,420.09,-0.003042334
27/03/2012,421.37,-0.00787173
26/03/2012,424.7,0.021876356
23/03/2012,415.51,-0.006285708
22/03/2012,418.13,0.004842741
21/03/2012,416.11,0.007816875
20/03/2012,412.87,-0.002539945
19/03/2012,413.92,0.007298506
16/03/2012,410.91,0.009364486
15/03/2012,407.08,0.017545179
14/03/2012,400,-0.000124992
13/03/2012,400.05,0.006344292
12/03/2012,397.52,-0.00150822
09/03/2012,398.12,-0.000150697
08/03/2012,398.18,0.015387255
07/03/2012,392.1,0.012317323
06/03/2012,387.3,-0.014559133
05/03/2012,392.98,-0.003581547
02/03/2012,394.39,0.000735583
01/03/2012,394.1,0.009894002
29/02/2012,390.22,-0.004449111
28/02/2012,391.96,0.007863266
27/02/2012,388.89,0.003787151
24/02/2012,387.42,0.001601612
23/02/2012,386.8,0.004794308
22/02/2012,384.95,0.003565252
21/02/2012,383.58,-0.002915606
17/02/2012,384.7,0.006938495
16/02/2012,382.04,0.016654515
15/02/2012,375.73,-0.008507081
14/02/2012,378.94,0.003939772
13/02/2012,377.45,0.002652873
10/02/2012,376.45,-0.00010625
09/02/2012,376.49,0.006582215
08/02/2012,374.02,0
07/02/2012,374.02,0.006410536
06/02/2012,371.63,-0.001505741
03/02/2012,372.19,0.025497633
02/02/2012,362.82,-0.020703657
01/02/2012,370.41,0.008458773
31/01/2012,367.29,-0.001088465
30/01/2012,367.69,0.002532509
27/01/2012,366.76,0.00259361
26/01/2012,365.81,0.007325638
25/01/2012,363.14,0.007019124
24/01/2012,360.6,0.000388317
23/01/2012,360.46,0.011355357
20/01/2012,356.39,-0.004758715
19/01/2012,358.09,0.003552899
18/01/2012,356.82,0.009687488
17/01/2012,353.38,-0.003502828
13/01/2012,354.62,0.019936864
12/01/2012,347.62,5.75357E-05
11/01/2012,347.6,0.018818072
10/01/2012,341.12,0.004053702
09/01/2012,339.74,-0.026748026
06/01/2012,348.95,-0.004374998
05/01/2012,350.48,0.00494831
04/01/2012,348.75,0.02168138
03/01/2012,341.27,0.010397584
30/12/2011,337.74,-0.008931394
29/12/2011,340.77,0.001850465
28/12/2011,340.14,0.00335719
27/12/2011,339,0.010914808
23/12/2011,335.32,0.012211922
22/12/2011,331.25,-0.00844724
21/12/2011,334.06,0.007029378
20/12/2011,331.72,0.042963389
19/12/2011,317.77,-0.001980603
16/12/2011,318.4,-0.000376813
15/12/2011,318.52,-0.008098476
14/12/2011,321.11,-0.025822959
13/12/2011,329.51,-0.031985765
12/12/2011,340.22,0.004772997
09/12/2011,338.6,0.011465359
08/12/2011,334.74,-0.005986704
07/12/2011,336.75,0.015924189
06/12/2011,331.43,-0.014319339
05/12/2011,336.21,0.017159563
02/12/2011,330.49,0.022800247
01/12/2011,323.04,0.004592003
30/11/2011,321.56,0.027076812
29/11/2011,312.97,0.010987709
28/11/2011,309.55,0.028840275
25/11/2011,300.75,0.000998004
23/11/2011,300.45,-0.026051438
22/11/2011,308.38,0.009121179
21/11/2011,305.58,-0.017774209
18/11/2011,311.06,-0.008164356
17/11/2011,313.61,-0.009710046
16/11/2011,316.67,-0.033505688
15/11/2011,327.46,0.001314
14/11/2011,327.03,-0.015143298
11/11/2011,332.02,0.018665993
10/11/2011,325.88,-0.021132679
09/11/2011,332.84,-0.020901298
08/11/2011,339.87,0.002091219
07/11/2011,339.16,0.000560365
04/11/2011,338.97,0.004346098
03/11/2011,337.5,0.023625035
02/11/2011,329.62,0.004378237
01/11/2011,328.18,-0.023906001
31/10/2011,336.12,-0.015586571
28/10/2011,341.4,-0.006190524
27/10/2011,343.52,0.031553396
26/10/2011,332.85,-0.003987832
25/10/2011,334.18,-0.02456269
24/10/2011,342.49,0.02662958
21/10/2011,333.49,0.079805347
20/10/2011,307.91,-0.007635354
19/10/2011,310.27,-0.03040925
18/10/2011,319.85,0.000187606
17/10/2011,319.79,-0.003153346
14/10/2011,320.8,0.010938662
13/10/2011,317.31,0.010486228
12/10/2011,314,0.012981992
11/10/2011,309.95,0.006798343
10/10/2011,307.85,0.044028092
07/10/2011,294.59,-0.014825569
06/10/2011,298.99,-0.006002219
05/10/2011,300.79,-0.000996877
04/10/2011,301.09,0.02826103
03/10/2011,292.7,-0.034419582
30/09/2011,302.95,-0.033082599
29/09/2011,313.14,-0.018728798
28/09/2011,319.06,-0.004846258
27/09/2011,320.61,-0.027168812
26/09/2011,329.44,0.027511967
23/09/2011,320.5,-0.016831039
22/09/2011,325.94,-0.022179644
21/09/2011,333.25,0.000180061
20/09/2011,333.19,-0.008814842
19/09/2011,336.14,0.055287696
16/09/2011,318.06,0.00602326
15/09/2011,316.15,0.000759422
14/09/2011,315.91,0.014346991
13/09/2011,311.41,0.011822607
12/09/2011,307.75,0.008418767
09/09/2011,305.17,-0.020016564
08/09/2011,311.34,0.008548026
07/09/2011,308.69,-0.005620896
06/09/2011,310.43,0.016008655
02/09/2011,305.5,-0.011941509
01/09/2011,309.17,-0.013493314
31/08/2011,313.37,0.006916676
30/08/2011,311.21,0.019336812
29/08/2011,305.25,0.021088958
26/08/2011,298.88,0.032785362
25/08/2011,289.24,-0.024655509
24/08/2011,296.46,0.006429585
23/08/2011,294.56,0.07527859
22/08/2011,273.2,-0.02233294
19/08/2011,279.37,-0.018196185
18/08/2011,284.5,-0.084030959
17/08/2011,309.44,-0.020629839
16/08/2011,315.89,-0.011926444
15/08/2011,319.68,0.006212954
12/08/2011,317.7,0.004479644
11/08/2011,316.28,0.053645743
10/08/2011,299.76,-0.00929745
09/08/2011,302.56,0.036553728
08/08/2011,291.7,-0.065737665
05/08/2011,311.52,0.000385282
04/08/2011,311.4,-0.044529948
03/08/2011,325.58,0.015258022
02/08/2011,320.65,-0.02129053
01/08/2011,327.55,0.009108676
29/07/2011,324.58,0.001294818
28/07/2011,324.16,0.004390176
27/07/2011,322.74,-0.026479059
26/07/2011,331.4,-0.009191186
25/07/2011,334.46,-0.003164276
22/07/2011,335.52,0.021997452
21/07/2011,328.22,-0.005469143
20/07/2011,330.02,-0.011119094
19/07/2011,333.71,0.017289232
18/07/2011,327.99,0.010389465
15/07/2011,324.6,-9.24172E-05
14/07/2011,324.63,-0.001692803
13/07/2011,325.18,0.01696454
12/07/2011,319.71,-0.00306059
11/07/2011,320.69,-0.014272909
08/07/2011,325.3,-0.009758563
07/07/2011,328.49,0.010865846
06/07/2011,324.94,0.010798539
05/07/2011,321.45,0.017986266
01/07/2011,315.72,0.024139269
30/06/2011,308.19,0.01217676
29/06/2011,304.46,-0.000853607
28/06/2011,304.72,0.010755985
27/06/2011,301.46,0.02761185
24/06/2011,293.25,0.00845852
23/06/2011,290.78,0.021974321
22/06/2011,284.46,-0.002773343
21/06/2011,285.25,0.03278398
20/06/2011,276.05,0.02598216
17/06/2011,268.97,-0.010503444
16/06/2011,271.81,-0.01999666
15/06/2011,277.3,0.001913116
14/06/2011,276.77,0.021437087
13/06/2011,270.9,-0.003574262
10/06/2011,271.87,-0.021829368
09/06/2011,277.87,0.002738839
08/06/2011,277.11,-0.015007176
07/06/2011,281.3,0.001992741
06/06/2011,280.74,-0.020344465
03/06/2011,286.51,0.002516164
02/06/2011,285.79,0.000805111
01/06/2011,285.56,-0.012216709
31/05/2011,289.07,-0.013298937
27/05/2011,292.94,0.007056999
26/05/2011,290.88,0.023549324
25/05/2011,284.11,0.012538239
24/05/2011,280.57,-0.009789048
23/05/2011,283.33,0.012215627
20/05/2011,279.89,-0.004384956
19/05/2011,281.12,0.008466302
18/05/2011,278.75,0.015327633
17/05/2011,274.51,0.006652071
16/05/2011,272.69,-0.027881536
13/05/2011,280.4,0.016251167
12/05/2011,275.88,0.005743591
11/05/2011,274.3,0.016356149
10/05/2011,269.85,0.012829774
09/05/2011,266.41,-0.00632357
06/05/2011,268.1,0.008728772
05/05/2011,265.77,0.019913255
04/05/2011,260.53,0.000460706
03/05/2011,260.41,-0.025290927
02/05/2011,267.08,0.001086407
29/04/2011,266.79,0.004319823
28/04/2011,265.64,0.009987976
27/04/2011,263,-0.007349353
26/04/2011,264.94,-0.028685536
25/04/2011,272.65,-0.016911031
21/04/2011,277.3,-0.038207689
20/04/2011,288.1,0.029053897
19/04/2011,279.85,-0.012499719
18/04/2011,283.37,-0.006191752
15/04/2011,285.13,0.007816391
14/04/2011,282.91,0.005671562
13/04/2011,281.31,0.025234866
12/04/2011,274.3,0.021706736
11/04/2011,268.41,-0.003087513
08/04/2011,269.24,-0.020076418
07/04/2011,274.7,-0.003851329
06/04/2011,275.76,-0.008162131
05/04/2011,278.02,0.014893468
04/04/2011,273.91,-0.000328521
01/04/2011,274,0.00596667
31/03/2011,272.37,0.000624346
30/03/2011,272.2,0.022589755
29/03/2011,266.12,0.031142801
28/03/2011,257.96,0.004740634
25/03/2011,256.74,0.022690645
24/03/2011,250.98,0.016065893
23/03/2011,246.98,0.012590058
22/03/2011,243.89,-0.014693278
21/03/2011,247.5,0.002791772
18/03/2011,246.81,-0.01946016
17/03/2011,251.66,-0.025732965
16/03/2011,258.22,0.00085235
15/03/2011,258,0.010716128
14/03/2011,255.25,0.009803035
11/03/2011,252.76,-0.001818254
10/03/2011,253.22,0.007173603
09/03/2011,251.41,0.006945027
08/03/2011,249.67,-0.011508798
07/03/2011,252.56,-0.009614701
04/03/2011,255,0.03248268
03/03/2011,246.85,0.016460437
02/03/2011,242.82,0.006901282
01/03/2011,241.15,-0.015839064
28/02/2011,245,-0.013621096
25/02/2011,248.36,0.012397355
24/02/2011,245.3,0.00453534
23/02/2011,244.19,-0.031085573
22/02/2011,251.9,-0.032226204
18/02/2011,260.15,-0.020507101
17/02/2011,265.54,0.005778507
16/02/2011,264.01,-0.005929132
15/02/2011,265.58,-0.027372515
14/02/2011,272.95,0.01558147
11/02/2011,268.73,0.046071799
10/02/2011,256.63,0.016184507
09/02/2011,252.51,0.021010437
08/02/2011,247.26,-0.001172167
07/02/2011,247.55,0.005021677
04/02/2011,246.31,0.029207275
03/02/2011,239.22,0.044098404
02/02/2011,228.9,0.031058397
01/02/2011,221.9,0.013520464
31/01/2011,218.92,-0.002326909
28/01/2011,219.43,-0.027375572
27/01/2011,225.52,0.035107156
26/01/2011,217.74,-0.019330645
