Date,Close,MAR
25/09/2013,42.81,-0.005822772
24/09/2013,43.06,0.001394376
23/09/2013,43,-0.003945694
20/09/2013,43.17,-0.00945252
19/09/2013,43.58,-0.005492005
18/09/2013,43.82,0.010783631
17/09/2013,43.35,0.005319777
16/09/2013,43.12,0.006047937
13/09/2013,42.86,0.006319506
12/09/2013,42.59,-0.008649966
11/09/2013,42.96,0.031928927
10/09/2013,41.61,0.013306111
09/09/2013,41.06,0.010773855
06/09/2013,40.62,-0.003685961
05/09/2013,40.77,-0.003916774
04/09/2013,40.93,0.015511822
03/09/2013,40.3,0.007722046
30/08/2013,39.99,-0.006480581
29/08/2013,40.25,0.002487563
28/08/2013,40.15,-0.006702272
27/08/2013,40.42,-0.019841435
26/08/2013,41.23,0.001699236
23/08/2013,41.16,-0.003879733
22/08/2013,41.32,0.035220978
21/08/2013,39.89,-0.004003008
20/08/2013,40.05,-0.00498133
19/08/2013,40.25,-0.003719781
16/08/2013,40.4,-0.012055749
15/08/2013,40.89,-0.004635851
14/08/2013,41.08,0.012492508
13/08/2013,40.57,-0.003936044
12/08/2013,40.73,-0.005142659
09/08/2013,40.94,-0.013344854
08/08/2013,41.49,0.012612343
07/08/2013,40.97,-0.017181306
06/08/2013,41.68,-0.01168767
05/08/2013,42.17,-0.005910881
02/08/2013,42.42,0.020000667
01/08/2013,41.58,0.000240529
31/07/2013,41.57,0.004339448
30/07/2013,41.39,0.010443325
29/07/2013,40.96,-0.007297527
26/07/2013,41.26,0.009741918
25/07/2013,40.86,0.012064655
24/07/2013,40.37,-0.014264875
23/07/2013,40.95,-0.012618464
22/07/2013,41.47,-0.003610547
19/07/2013,41.62,-0.009326864
18/07/2013,42.01,0.016077131
17/07/2013,41.34,-0.00362188
16/07/2013,41.49,-0.002166848
15/07/2013,41.58,-0.003601012
12/07/2013,41.73,-0.01072588
11/07/2013,42.18,0.005944614
10/07/2013,41.93,0.00454166
09/07/2013,41.74,0.000479272
08/07/2013,41.72,0.007699749
05/07/2013,41.4,0.026929412
03/07/2013,40.3,0.001738483
02/07/2013,40.23,-0.002234638
01/07/2013,40.32,-0.001239311
28/06/2013,40.37,0.002976931
27/06/2013,40.25,0.020075957
26/06/2013,39.45,0.002538072
25/06/2013,39.35,0.01639801
24/06/2013,38.71,-0.005667197
21/06/2013,38.93,-0.003077715
20/06/2013,39.05,-0.034481836
19/06/2013,40.42,-0.009847445
18/06/2013,40.82,0.003927349
17/06/2013,40.66,-0.002701709
14/06/2013,40.77,-0.007818266
13/06/2013,41.09,0.012243052
12/06/2013,40.59,-0.006140262
11/06/2013,40.84,-0.01554939
10/06/2013,41.48,-0.004330052
07/06/2013,41.66,0.015725496
06/06/2013,41.01,0.01523371
05/06/2013,40.39,-0.00049505
04/06/2013,40.41,-0.043342942
03/06/2013,42.2,0.004512536
31/05/2013,42.01,-0.012066868
30/05/2013,42.52,0.004478499
29/05/2013,42.33,-0.021038644
28/05/2013,43.23,0.010697776
24/05/2013,42.77,0.004452263
23/05/2013,42.58,-0.004452263
22/05/2013,42.77,-0.01646414
21/05/2013,43.48,0.002763705
20/05/2013,43.36,-0.008497008
17/05/2013,43.73,0.012425378
16/05/2013,43.19,-0.017898596
15/05/2013,43.97,0.000227454
14/05/2013,43.96,0.007535142
13/05/2013,43.63,-0.007762596
10/05/2013,43.97,0.016972885
09/05/2013,43.23,-0.005996328
08/05/2013,43.49,-0.001149029
07/05/2013,43.54,0.009925067
06/05/2013,43.11,0.002322342
03/05/2013,43.01,0.003960401
02/05/2013,42.84,0.008438869
01/05/2013,42.48,-0.013561115
30/04/2013,43.06,0.034013671
29/04/2013,41.62,0.001202068
26/04/2013,41.57,-0.00168249
25/04/2013,41.64,0.005055988
24/04/2013,41.43,-0.010564324
23/04/2013,41.87,0.012980952
22/04/2013,41.33,-0.000241926
19/04/2013,41.34,0.012903405
18/04/2013,40.81,-0.007810633
17/04/2013,41.13,-0.014961669
16/04/2013,41.75,0.025225689
15/04/2013,40.71,-0.045145721
12/04/2013,42.59,0.008962324
11/04/2013,42.21,0.005225665
10/04/2013,41.99,0.009331327
09/04/2013,41.6,0.007237667
08/04/2013,41.3,0.015617692
05/04/2013,40.66,-0.015617692
04/04/2013,41.3,0.007290433
03/04/2013,41,-0.01115704
02/04/2013,41.46,-0.004091954
01/04/2013,41.63,-0.014309808
28/03/2013,42.23,0.014550048
27/03/2013,41.62,0.007960481
26/03/2013,41.29,0.037758958
25/03/2013,39.76,-0.002261023
22/03/2013,39.85,0.005788364
21/03/2013,39.62,-0.010045288
20/03/2013,40.02,0.011813635
19/03/2013,39.55,-0.00881063
18/03/2013,39.9,-0.011215071
15/03/2013,40.35,-0.001733317
14/03/2013,40.42,0.005955353
13/03/2013,40.18,0.00499003
12/03/2013,39.98,-0.006482197
11/03/2013,40.24,-0.001241773
08/03/2013,40.29,0.023353227
07/03/2013,39.36,-0.000508001
06/03/2013,39.38,-0.002029427
05/03/2013,39.46,0.006610754
04/03/2013,39.2,-0.009394509
01/03/2013,39.57,0.003037208
28/02/2013,39.45,0.003809528
27/02/2013,39.3,0.01978736
26/02/2013,38.53,-0.001815118
25/02/2013,38.6,-0.022795199
22/02/2013,39.49,0.008391658
21/02/2013,39.16,-0.014199022
20/02/2013,39.72,-0.027562266
19/02/2013,40.83,-0.009749041
15/02/2013,41.23,0.001699236
14/02/2013,41.16,-0.000485791
13/02/2013,41.18,-0.005086604
12/02/2013,41.39,0.00411573
11/02/2013,41.22,0.006083484
08/02/2013,40.97,0.012279133
07/02/2013,40.47,-0.004683849
06/02/2013,40.66,0.017616136
05/02/2013,39.95,0.004515813
04/02/2013,39.77,-0.01299044
01/02/2013,40.29,0.00772397
31/01/2013,39.98,-0.003994014
30/01/2013,40.14,-0.001742378
29/01/2013,40.21,0.002739387
28/01/2013,40.1,0.013557828
25/01/2013,39.56,0.015026387
24/01/2013,38.97,-0.004608303
23/01/2013,39.15,-0.002296212
22/01/2013,39.24,-0.000764234
18/01/2013,39.27,-0.000254615
17/01/2013,39.28,0.01152234
16/01/2013,38.83,-0.008462674
15/01/2013,39.16,0.011041324
14/01/2013,38.73,-0.003865486
11/01/2013,38.88,-0.003594356
10/01/2013,39.02,0.003080085
09/01/2013,38.9,0
08/01/2013,38.9,-0.002823773
07/01/2013,39.01,-0.005623737
04/01/2013,39.23,0.003319293
03/01/2013,39.1,0.007959986
02/01/2013,38.79,0.039973768
31/12/2012,37.27,0.021424548
28/12/2012,36.48,-0.010905233
27/12/2012,36.88,0.004620201
26/12/2012,36.71,-0.01110671
24/12/2012,37.12,-0.007514797
21/12/2012,37.4,-0.007458745
20/12/2012,37.68,0.012283198
19/12/2012,37.22,-0.00535907
18/12/2012,37.42,0.015621109
17/12/2012,36.84,0.020014376
14/12/2012,36.11,0.013662557
13/12/2012,35.62,-0.008386966
12/12/2012,35.92,0.003625719
11/12/2012,35.79,0.005603825
10/12/2012,35.59,0.004505781
07/12/2012,35.43,-0.000846382
06/12/2012,35.46,0.005372556
05/12/2012,35.27,-0.007344666
04/12/2012,35.53,-0.010081295
03/12/2012,35.89,-0.011083516
30/11/2012,36.29,-0.009325356
29/11/2012,36.63,0.039537444
28/11/2012,35.21,0.016321049
27/11/2012,34.64,-0.002018746
26/11/2012,34.71,-0.015153971
23/11/2012,35.24,0.011989867
21/11/2012,34.82,-0.001721665
20/11/2012,34.88,-0.016209654
19/11/2012,35.45,0.029194976
16/11/2012,34.43,0.009337681
15/11/2012,34.11,-0.007884404
14/11/2012,34.38,-0.021580466
13/11/2012,35.13,-0.005110744
12/11/2012,35.31,-0.006492613
09/11/2012,35.54,0.007342592
08/11/2012,35.28,-0.020480447
07/11/2012,36.01,-0.020885618
06/11/2012,36.77,0.003541756
05/11/2012,36.64,-0.001363699
02/11/2012,36.69,-0.007332008
01/11/2012,36.96,0.013072082
31/10/2012,36.48,-0.009277011
26/10/2012,36.82,0.009551171
25/10/2012,36.47,0.000822932
24/10/2012,36.44,-0.012273439
23/10/2012,36.89,-0.028065453
22/10/2012,37.94,0.010865351
19/10/2012,37.53,-0.035596535
18/10/2012,38.89,0.002574667
17/10/2012,38.79,-0.002574667
16/10/2012,38.89,0.00929999
15/10/2012,38.53,0.009649312
12/10/2012,38.16,-0.00026202
11/10/2012,38.17,-0.005486624
10/10/2012,38.38,-0.001822205
09/10/2012,38.45,-0.007255798
08/10/2012,38.73,0.011425728
05/10/2012,38.29,-0.016833234
04/10/2012,38.94,-0.001539646
03/10/2012,39,0.009532469
02/10/2012,38.63,-0.008762943
01/10/2012,38.97,-0.003330348
28/09/2012,39.1,-0.012201473
27/09/2012,39.58,0.014505917
26/09/2012,39.01,-0.003326938
25/09/2012,39.14,-0.027219422
24/09/2012,40.22,-0.005207699
21/09/2012,40.43,-0.007883756
20/09/2012,40.75,-0.003674223
19/09/2012,40.9,-0.004147865
18/09/2012,41.07,-0.002188983
17/09/2012,41.16,-0.010633256
14/09/2012,41.6,0.015016024
13/09/2012,40.98,0.03627727
12/09/2012,39.52,0.00456506
11/09/2012,39.34,0.009449694
10/09/2012,38.97,-0.009957953
07/09/2012,39.36,0.015619316
06/09/2012,38.75,0.035460051
05/09/2012,37.4,-0.0061309
04/09/2012,37.63,-0.001327845
31/08/2012,37.68,0.003722419
30/08/2012,37.54,-0.001597019
29/08/2012,37.6,0.009083685
28/08/2012,37.26,-0.002680248
27/08/2012,37.36,0.01049384
24/08/2012,36.97,-0.004049135
23/08/2012,37.12,-0.003227544
22/08/2012,37.24,0.001074691
21/08/2012,37.2,-0.009364617
20/08/2012,37.55,-0.013227706
17/08/2012,38.05,0.006327466
16/08/2012,37.81,0.027347549
15/08/2012,36.79,0.003539827
14/08/2012,36.66,-0.007337986
13/08/2012,36.93,-0.000270746
10/08/2012,36.94,-0.009430219
09/08/2012,37.29,0.001341742
08/08/2012,37.24,-0.023355626
07/08/2012,38.12,0.020406167
06/08/2012,37.35,-0.005340467
03/08/2012,37.55,0.033304824
02/08/2012,36.32,-0.00082565
01/08/2012,36.35,-0.00192387
31/07/2012,36.42,-0.002194186
30/07/2012,36.5,-0.010628251
27/07/2012,36.89,0.022756294
26/07/2012,36.06,0.020168751
25/07/2012,35.34,0.00881063
24/07/2012,35.03,-0.021743056
23/07/2012,35.8,-0.028907725
20/07/2012,36.85,-0.011869576
19/07/2012,37.29,0.015948439
18/07/2012,36.7,0
17/07/2012,36.7,0.015930027
16/07/2012,36.12,-0.004419897
13/07/2012,36.28,0.019482943
12/07/2012,35.58,-0.06659164
11/07/2012,38.03,-0.003674545
10/07/2012,38.17,-0.020485612
09/07/2012,38.96,-0.011230338
06/07/2012,39.4,-0.004558124
05/07/2012,39.58,0.008372496
03/07/2012,39.25,0
02/07/2012,39.25,0.001274697
29/06/2012,39.2,0.043269716
28/06/2012,37.54,-0.016380815
27/06/2012,38.16,0.007628605
26/06/2012,37.87,0.00237938
25/06/2012,37.78,-0.026640385
22/06/2012,38.8,0.004132237
21/06/2012,38.64,-0.029830128
20/06/2012,39.81,0.004784096
19/06/2012,39.62,0.031797551
18/06/2012,38.38,0.010476785
15/06/2012,37.98,0.008726751
14/06/2012,37.65,0.018226181
13/06/2012,36.97,-0.01423416
12/06/2012,37.5,0.017213981
11/06/2012,36.86,-0.02518215
08/06/2012,37.8,0.006902071
07/06/2012,37.54,-0.000266347
06/06/2012,37.55,0.022624181
05/06/2012,36.71,0.010405351
04/06/2012,36.33,-0.004394404
01/06/2012,36.49,-0.059059714
31/05/2012,38.71,0.010909199
30/05/2012,38.29,-0.021956196
29/05/2012,39.14,0.012856953
25/05/2012,38.64,0.006491
24/05/2012,38.39,0.007320294
23/05/2012,38.11,0.006053447
22/05/2012,37.88,-0.003426015
21/05/2012,38.01,0.031536553
18/05/2012,36.83,-0.005145577
17/05/2012,37.02,-0.041016465
16/05/2012,38.57,-0.012111989
15/05/2012,39.04,0.009005593
14/05/2012,38.69,-0.016660644
11/05/2012,39.34,0.002545178
10/05/2012,39.24,0.001530222
09/05/2012,39.18,0.009230835
08/05/2012,38.82,-0.012034456
07/05/2012,39.29,0.00025455
04/05/2012,39.28,-0.020411443
03/05/2012,40.09,0.002497504
02/05/2012,39.99,0.008538475
01/05/2012,39.65,0.014224268
30/04/2012,39.09,-0.011193198
27/04/2012,39.53,-0.006052982
26/04/2012,39.77,0.019038524
25/04/2012,39.02,0.016016876
24/04/2012,38.4,-0.002860488
23/04/2012,38.51,-0.010076303
20/04/2012,38.9,-0.014039797
19/04/2012,39.45,0.041931609
18/04/2012,37.83,-0.002112491
17/04/2012,37.91,0.015953542
16/04/2012,37.31,0
13/04/2012,37.31,-0.006944472
12/04/2012,37.57,0.006140721
11/04/2012,37.34,0.023575133
10/04/2012,36.47,-0.027584226
09/04/2012,37.49,-0.007705631
05/04/2012,37.78,0.003181339
04/04/2012,37.66,-0.01737343
03/04/2012,38.32,0.007333715
02/04/2012,38.04,0.005007258
30/03/2012,37.85,0.005563665
29/03/2012,37.64,-0.01083377
28/03/2012,38.05,-0.013055016
27/03/2012,38.55,-0.001814177
26/03/2012,38.62,0.023579819
23/03/2012,37.72,0.000265146
22/03/2012,37.71,-0.004497957
21/03/2012,37.88,0.006355954
20/03/2012,37.64,-0.011621895
19/03/2012,38.08,-0.00157439
16/03/2012,38.14,-0.00627289
15/03/2012,38.38,-0.000260518
14/03/2012,38.39,0.000781759
13/03/2012,38.36,0.023207793
12/03/2012,37.48,-0.001599574
09/03/2012,37.54,0.021540951
08/03/2012,36.74,0.023128784
07/03/2012,35.9,0.003348217
06/03/2012,35.78,-0.008072417
05/03/2012,36.07,0.008911226
02/03/2012,35.75,0
01/03/2012,35.75,0.013234038
29/02/2012,35.28,-0.003678035
28/02/2012,35.41,0.014507437
27/02/2012,34.9,0.004882962
24/02/2012,34.73,0.012458513
23/02/2012,34.3,-0.004073325
22/02/2012,34.44,0.003490405
21/02/2012,34.32,-0.017617784
17/02/2012,34.93,0.003154124
16/02/2012,34.82,0.002588068
15/02/2012,34.73,-0.0114516
14/02/2012,35.13,-0.022795415
13/02/2012,35.94,0.006140125
10/02/2012,35.72,-0.009196108
09/02/2012,36.05,-0.004704589
08/02/2012,36.22,0.001381406
07/02/2012,36.17,0.000553097
06/02/2012,36.15,0.000553403
03/02/2012,36.13,0.026930099
02/02/2012,35.17,0.00113798
01/02/2012,35.13,0.019546469
31/01/2012,34.45,-0.005788728
30/01/2012,34.65,0.002311472
27/01/2012,34.57,-0.001734104
26/01/2012,34.63,-0.015188714
25/01/2012,35.16,0.006276768
24/01/2012,34.94,0.002866153
23/01/2012,34.84,0
20/01/2012,34.84,0.005179868
19/01/2012,34.66,0.020992024
18/01/2012,33.94,0.009175734
17/01/2012,33.63,0.002977965
13/01/2012,33.53,-0.009498439
12/01/2012,33.85,0.024825561
11/01/2012,33.02,0.009738361
10/01/2012,32.7,0.016340737
09/01/2012,32.17,0.013456626
06/01/2012,31.74,0.008543004
05/01/2012,31.47,0.032292118
04/01/2012,30.47,0.015545211
03/01/2012,30,0.028056598
30/12/2011,29.17,-0.003422317
29/12/2011,29.27,0.004108188
28/12/2011,29.15,-0.029075747
27/12/2011,30.01,0.01004697
23/12/2011,29.71,0.009129396
22/12/2011,29.44,0.015403351
21/12/2011,28.99,0.012495824
20/12/2011,28.63,0.022607816
19/12/2011,27.99,-0.020159834
16/12/2011,28.56,0.009145333
15/12/2011,28.3,0.000353419
14/12/2011,28.29,-0.019254927
13/12/2011,28.84,-0.028036024
12/12/2011,29.66,-0.008727816
09/12/2011,29.92,0.016512591
08/12/2011,29.43,-0.035712121
07/12/2011,30.5,-0.015615151
06/12/2011,30.98,-0.010915036
05/12/2011,31.32,0.012853647
02/12/2011,30.92,0.011057023
01/12/2011,30.58,-0.00130719
30/11/2011,30.62,0.044407229
29/11/2011,29.29,0.000341472
28/11/2011,29.28,0.047561411
25/11/2011,27.92,-0.002146691
23/11/2011,27.98,-0.031313024
22/11/2011,28.87,-0.045700963
21/11/2011,30.22,-0.022899267
18/11/2011,30.92,0.01367654
17/11/2011,30.5,-0.003273325
16/11/2011,30.6,-0.020058906
15/11/2011,31.22,0.001602821
14/11/2011,31.17,-0.014333738
11/11/2011,31.62,0.043632709
10/11/2011,30.27,0.001322314
09/11/2011,30.23,-0.046219246
08/11/2011,31.66,-0.005355187
07/11/2011,31.83,0.006935715
04/11/2011,31.61,-0.018492926
03/11/2011,32.2,0.022614029
02/11/2011,31.48,0.027372503
01/11/2011,30.63,-0.028007625
31/10/2011,31.5,-0.039831027
28/10/2011,32.78,-0.015738824
27/10/2011,33.3,0.048294791
26/10/2011,31.73,0.019733295
25/10/2011,31.11,-0.023508071
24/10/2011,31.85,0.028341333
21/10/2011,30.96,0.026842856
20/10/2011,30.14,0.011009286
19/10/2011,29.81,-0.022882776
18/10/2011,30.5,0.038434137
17/10/2011,29.35,-0.043340116
14/10/2011,30.65,0.016447739
13/10/2011,30.15,-0.002649886
12/10/2011,30.23,0.032271708
11/10/2011,29.27,-0.011886708
10/10/2011,29.62,0.050192227
07/10/2011,28.17,-0.02142312
06/10/2011,28.78,0.021068195
05/10/2011,28.18,0.039078779
04/10/2011,27.1,0.034537967
03/10/2011,26.18,-0.039690721
30/09/2011,27.24,-0.052210641
29/09/2011,28.7,0.031861102
28/09/2011,27.8,-0.022760584
27/09/2011,28.44,0.026725268
26/09/2011,27.69,0.018957914
23/09/2011,27.17,0.013711536
22/09/2011,26.8,-0.035554414
21/09/2011,27.77,-0.029800006
20/09/2011,28.61,-0.004533574
19/09/2011,28.74,-0.015878829
16/09/2011,29.2,0.013099119
15/09/2011,28.82,0.018561205
14/09/2011,28.29,0.037454864
13/09/2011,27.25,0.045419704
12/09/2011,26.04,-0.00153492
09/09/2011,26.08,-0.027606215
08/09/2011,26.81,-0.030850776
07/09/2011,27.65,0.040219403
06/09/2011,26.56,-0.026747508
02/09/2011,27.28,-0.052483934
01/09/2011,28.75,-0.018266922
31/08/2011,29.28,0.007197975
30/08/2011,29.07,-0.000343938
29/08/2011,29.08,0.05513764
26/08/2011,27.52,0.00875918
25/08/2011,27.28,-0.041642772
24/08/2011,28.44,0.043844608
23/08/2011,27.22,0.041633615
22/08/2011,26.11,-0.004966581
19/08/2011,26.24,-0.020743719
18/08/2011,26.79,-0.077196038
17/08/2011,28.94,0.013217584
16/08/2011,28.56,-0.009062453
15/08/2011,28.82,0.021038644
12/08/2011,28.22,0.003194324
11/08/2011,28.13,0.047688745
10/08/2011,26.82,-0.053360507
09/08/2011,28.29,0.02795881
08/08/2011,27.51,-0.069840688
05/08/2011,29.5,0.00577938
04/08/2011,29.33,-0.059561101
03/08/2011,31.13,0.021757637
02/08/2011,30.46,-0.04994636
01/08/2011,32.02,-0.014879382
29/07/2011,32.5,-0.006746422
28/07/2011,32.72,-0.019970406
27/07/2011,33.38,-0.026021575
26/07/2011,34.26,-0.015064016
25/07/2011,34.78,-0.009443481
22/07/2011,35.11,0.007432853
21/07/2011,34.85,0.017366572
20/07/2011,34.25,-0.002915454
19/07/2011,34.35,0.003207467
18/07/2011,34.24,-0.020237753
15/07/2011,34.94,0.007180844
14/07/2011,34.69,-0.068243095
13/07/2011,37.14,0.00865338
12/07/2011,36.82,0.009551171
11/07/2011,36.47,-0.019011979
08/07/2011,37.17,-0.010171394
07/07/2011,37.55,0.025078839
06/07/2011,36.62,-0.000546001
05/07/2011,36.64,-0.004900636
01/07/2011,36.82,0.036790209
30/06/2011,35.49,0.007920833
29/06/2011,35.21,-0.010172453
28/06/2011,35.57,0.042791884
27/06/2011,34.08,0.003527341
24/06/2011,33.96,-0.00821119
23/06/2011,34.24,-0.00378954
22/06/2011,34.37,0.001747234
21/06/2011,34.31,0.035299527
20/06/2011,33.12,-0.000905387
17/06/2011,33.15,-0.006015056
16/06/2011,33.35,-0.003890473
15/06/2011,33.48,-0.033483304
14/06/2011,34.62,0.024858715
13/06/2011,33.77,-0.0020707
10/06/2011,33.84,-0.022210147
09/06/2011,34.6,-0.005188827
08/06/2011,34.78,-0.021616314
07/06/2011,35.54,-0.017847657
06/06/2011,36.18,-0.001932901
03/06/2011,36.25,-0.02209884
02/06/2011,37.06,0.005682602
01/06/2011,36.85,-0.025717999
31/05/2011,37.81,-0.001321528
27/05/2011,37.86,0.001321528
26/05/2011,37.81,0.02952442
25/05/2011,36.71,0.005189142
24/05/2011,36.52,0.006042314
23/05/2011,36.3,-0.023415173
20/05/2011,37.16,0.000269143
19/05/2011,37.15,0.015735539
18/05/2011,36.57,0.019326941
17/05/2011,35.87,0.001394895
16/05/2011,35.82,-0.018805864
13/05/2011,36.5,-0.001915972
12/05/2011,36.57,0.006584386
11/05/2011,36.33,-0.022589068
10/05/2011,37.16,0.02203871
09/05/2011,36.35,0.001651983
06/05/2011,36.29,0.021727874
05/05/2011,35.51,0.012468283
04/05/2011,35.07,-0.007103312
03/05/2011,35.32,-0.005083321
02/05/2011,35.5,0.005649733
29/04/2011,35.3,-0.004804305
28/04/2011,35.47,0.007925317
27/04/2011,35.19,-0.00255428
26/04/2011,35.28,-0.00508907
25/04/2011,35.46,-0.011495991
21/04/2011,35.87,0.01658506
20/04/2011,35.28,0.0102565
19/04/2011,34.92,0.001146132
18/04/2011,34.88,0.022616215
15/04/2011,34.1,0.001173709
14/04/2011,34.06,-0.003809528
13/04/2011,34.19,-0.004086404
12/04/2011,34.33,0.00437893
11/04/2011,34.18,-0.011345576
08/04/2011,34.57,-0.013504012
07/04/2011,35.04,-0.013324081
06/04/2011,35.51,0.010758881
05/04/2011,35.13,-0.003126335
04/04/2011,35.24,-0.004812465
01/04/2011,35.41,-0.004789416
31/03/2011,35.58,-0.007001849
30/03/2011,35.83,0.002235262
29/03/2011,35.75,0.012667305
28/03/2011,35.3,-0.064715559
25/03/2011,37.66,0.012289762
24/03/2011,37.2,0.000806777
23/03/2011,37.17,0.005124758
22/03/2011,36.98,-0.043393051
21/03/2011,38.62,0.016973903
18/03/2011,37.97,0.022371106
17/03/2011,37.13,0.004048042
16/03/2011,36.98,-0.012362426
15/03/2011,37.44,-0.013002704
14/03/2011,37.93,-0.005783402
11/03/2011,38.15,-0.00887271
10/03/2011,38.49,-0.018533349
09/03/2011,39.21,0.006396338
08/03/2011,38.96,0.026265975
07/03/2011,37.95,-0.001316656
04/03/2011,38,-0.019028334
03/03/2011,38.73,0.018239172
02/03/2011,38.03,0.002369357
01/03/2011,37.94,-0.032925852
28/02/2011,39.21,-0.002547123
25/02/2011,39.31,0.021600223
24/02/2011,38.47,0.004428821
23/02/2011,38.3,-0.018880685
22/02/2011,39.03,-0.04728836
18/02/2011,40.92,-0.00097704
17/02/2011,40.96,-0.0106849
16/02/2011,41.4,-0.001448226
15/02/2011,41.46,0.01115704
14/02/2011,41,-0.005351509
11/02/2011,41.22,0.030044121
10/02/2011,40,0.007528266
09/02/2011,39.7,-0.001258653
08/02/2011,39.75,-0.005269113
07/02/2011,39.96,-0.0010005
04/02/2011,40,-0.000749719
03/02/2011,40.03,-0.003989035
02/02/2011,40.19,-0.004468726
01/02/2011,40.37,0.02203946
31/01/2011,39.49,0.022795199
28/01/2011,38.6,-0.040614719
