Date,Close,SRE
05/12/2013,87.38,-0.006956748
04/12/2013,87.99,-0.003516936
03/12/2013,88.3,0.002721707
02/12/2013,88.06,-0.004305956
29/11/2013,88.44,-0.000904159
27/11/2013,88.52,0.001809137
26/11/2013,88.36,-0.010917999
25/11/2013,89.33,-0.001789509
22/11/2013,89.49,-0.00356944
21/11/2013,89.81,0.005470901
20/11/2013,89.32,-0.013234915
19/11/2013,90.51,-0.005289269
18/11/2013,90.99,-0.001866594
15/11/2013,91.16,0.012806534
14/11/2013,90,0.005682783
13/11/2013,89.49,0.007402456
12/11/2013,88.83,-0.009077218
11/11/2013,89.64,0.000111564
08/11/2013,89.63,-0.005673932
07/11/2013,90.14,-0.02009842
06/11/2013,91.97,0.016333605
05/11/2013,90.48,-0.015898586
04/11/2013,91.93,0.00228696
01/11/2013,91.72,0.006343672
31/10/2013,91.14,-0.007433353
30/10/2013,91.82,-0.003044804
29/10/2013,92.1,0.010258739
28/10/2013,91.16,-0.000548336
25/10/2013,91.21,0.012577394
24/10/2013,90.07,-0.006087793
23/10/2013,90.62,-0.001543721
22/10/2013,90.76,0.011079218
21/10/2013,89.76,-0.007436629
18/10/2013,90.43,0.01022572
17/10/2013,89.51,0.020542483
16/10/2013,87.69,0.023421896
15/10/2013,85.66,-0.016096694
14/10/2013,87.05,-0.005270406
11/10/2013,87.51,0.002975511
10/10/2013,87.25,0.023424077
09/10/2013,85.23,-0.002343843
08/10/2013,85.43,-0.000351103
07/10/2013,85.46,-0.00035098
04/10/2013,85.49,0.00093622
03/10/2013,85.41,-0.002455711
02/10/2013,85.62,0.003158451
01/10/2013,85.35,-0.002924834
30/09/2013,85.6,-0.011845453
27/09/2013,86.62,-0.004837047
26/09/2013,87.04,0.003683245
25/09/2013,86.72,-0.01135138
24/09/2013,87.71,-0.003641748
23/09/2013,88.03,0.014647247
20/09/2013,86.75,-0.012372709
19/09/2013,87.83,-0.010645627
18/09/2013,88.77,0.030771659
17/09/2013,86.08,0.010040948
16/09/2013,85.22,0.006356702
13/09/2013,84.68,0.003786091
12/09/2013,84.36,0.004871972
11/09/2013,83.95,0.003938658
10/09/2013,83.62,0.001196602
09/09/2013,83.52,-0.000957396
06/09/2013,83.6,0.009615459
05/09/2013,82.8,-0.00554018
04/09/2013,83.26,-0.001680068
03/09/2013,83.4,-0.012156031
30/08/2013,84.42,0.005344748
29/08/2013,83.97,-0.005463196
28/08/2013,84.43,0.007967222
27/08/2013,83.76,0.002630007
26/08/2013,83.54,-0.00549124
23/08/2013,84,0.007888173
22/08/2013,83.34,0.010615299
21/08/2013,82.46,-0.009054206
20/08/2013,83.21,0.013429516
19/08/2013,82.1,-0.009335098
16/08/2013,82.87,-0.011040554
15/08/2013,83.79,-0.020085741
14/08/2013,85.49,-0.004784419
13/08/2013,85.9,-0.002906134
12/08/2013,86.15,-0.003244875
09/08/2013,86.43,-0.012303956
08/08/2013,87.5,-0.004219656
07/08/2013,87.87,0.002392755
06/08/2013,87.66,0.002398494
05/08/2013,87.45,-0.013064656
02/08/2013,88.6,0.001242306
01/08/2013,88.49,0.009766146
31/07/2013,87.63,0.005377895
30/07/2013,87.16,0.000918274
29/07/2013,87.08,-0.001835705
26/07/2013,87.24,0.001491254
25/07/2013,87.11,0.013289616
24/07/2013,85.96,-0.010300421
23/07/2013,86.85,0.00832471
22/07/2013,86.13,-0.00832471
19/07/2013,86.85,0.010416761
18/07/2013,85.95,0.013116478
17/07/2013,84.83,0.005674445
16/07/2013,84.35,-0.013073621
15/07/2013,85.46,0.019854115
12/07/2013,83.78,0.008269958
11/07/2013,83.09,0.017482538
10/07/2013,81.65,0.008486614
09/07/2013,80.96,0.007189817
08/07/2013,80.38,0.008119463
05/07/2013,79.73,-0.007497224
03/07/2013,80.33,-0.000871026
02/07/2013,80.4,-0.001863933
01/07/2013,80.55,-0.014910017
28/06/2013,81.76,-0.00828263
27/06/2013,82.44,0.000849463
26/06/2013,82.37,0.016895603
25/06/2013,80.99,0.00942818
24/06/2013,80.23,0.008009053
21/06/2013,79.59,0.011118245
20/06/2013,78.71,-0.029049244
19/06/2013,81.03,-0.012631231
18/06/2013,82.06,0.016836035
17/06/2013,80.69,0.00422256
14/06/2013,80.35,0.004615489
13/06/2013,79.98,0.02046301
12/06/2013,78.36,-0.014946447
11/06/2013,79.54,-0.003012807
10/06/2013,79.78,-0.005125972
07/06/2013,80.19,0.001747379
06/06/2013,80.05,0.014343477
05/06/2013,78.91,-0.015217548
04/06/2013,80.12,-0.015358241
03/06/2013,81.36,0.000737735
31/05/2013,81.3,-0.004663157
30/05/2013,81.68,0.01132738
29/05/2013,80.76,-0.016578018
28/05/2013,82.11,0.031045719
24/05/2013,79.6,0.001634501
23/05/2013,79.47,-0.027062227
22/05/2013,81.65,-0.026229823
21/05/2013,83.82,-0.009262624
20/05/2013,84.6,0.001774623
17/05/2013,84.45,0.017439525
16/05/2013,82.99,-0.00660544
15/05/2013,83.54,0.014954451
14/05/2013,82.3,0.009154779
13/05/2013,81.55,-0.000612933
10/05/2013,81.6,-0.003425499
09/05/2013,81.88,-0.011414817
08/05/2013,82.82,-0.00613905
07/05/2013,83.33,0.006984614
06/05/2013,82.75,-0.013801599
03/05/2013,83.9,0.007657372
02/05/2013,83.26,0.014030225
01/05/2013,82.1,-0.009093727
30/04/2013,82.85,0.004475904
29/04/2013,82.48,0.008523125
26/04/2013,81.78,0.003184326
25/04/2013,81.52,-0.000490557
24/04/2013,81.56,0
23/04/2013,81.56,-0.006355436
22/04/2013,82.08,-0.005709789
19/04/2013,82.55,0.015873349
18/04/2013,81.25,0.000246184
17/04/2013,81.23,-0.000861379
16/04/2013,81.3,0.003943806
15/04/2013,80.98,-0.017747238
12/04/2013,82.43,0
11/04/2013,82.43,0.004255067
10/04/2013,82.08,0.003539395
09/04/2013,81.79,-0.009006877
08/04/2013,82.53,0.011822918
05/04/2013,81.56,0.004916431
04/04/2013,81.16,0.009657126
03/04/2013,80.38,-0.002609183
02/04/2013,80.59,0.008223321
01/04/2013,79.93,-0.000125102
28/03/2013,79.94,0.004764899
27/03/2013,79.56,-0.007762653
26/03/2013,80.18,0.012045315
25/03/2013,79.22,-0.007921082
22/03/2013,79.85,0.007290128
21/03/2013,79.27,-0.007916106
20/03/2013,79.9,0.009431066
19/03/2013,79.15,0.004939533
18/03/2013,78.76,-0.003295731
15/03/2013,79.02,-0.002780237
14/03/2013,79.24,0.004046541
13/03/2013,78.92,0.001521684
12/03/2013,78.8,-0.005315795
11/03/2013,79.22,0.007221163
08/03/2013,78.65,0.002163814
07/03/2013,78.48,-0.0095112
06/03/2013,79.23,-0.003779294
05/03/2013,79.53,0.006939653
04/03/2013,78.98,0.006733177
01/03/2013,78.45,0.008834319
28/02/2013,77.76,0.000771903
27/02/2013,77.7,0.008400696
26/02/2013,77.05,0.017280179
25/02/2013,75.73,-0.01390004
22/02/2013,76.79,0.012580431
21/02/2013,75.83,-0.001844533
20/02/2013,75.97,-0.006429203
19/02/2013,76.46,0.01104693
15/02/2013,75.62,0.003576873
14/02/2013,75.35,-0.012922121
13/02/2013,76.33,0.006572053
12/02/2013,75.83,0.000923544
11/02/2013,75.76,-0.005003302
08/02/2013,76.14,0.006059826
07/02/2013,75.68,-0.000792498
06/02/2013,75.74,-0.000659935
05/02/2013,75.79,0.003833702
04/02/2013,75.5,-0.003041727
01/02/2013,75.73,0.009019825
31/01/2013,75.05,-0.000399654
30/01/2013,75.08,0.002133334
29/01/2013,74.92,0.004548503
28/01/2013,74.58,0.002954212
25/01/2013,74.36,0.005258557
24/01/2013,73.97,0.003792501
23/01/2013,73.69,-0.004333114
22/01/2013,74.01,0.01114142
18/01/2013,73.19,0.007130155
17/01/2013,72.67,0.006211629
16/01/2013,72.22,-0.006624369
15/01/2013,72.7,0.006209058
14/01/2013,72.25,0.005830111
11/01/2013,71.83,-0.000417566
10/01/2013,71.86,0.006842169
09/01/2013,71.37,0.0074538
08/01/2013,70.84,-0.0141568
07/01/2013,71.85,-0.002085506
04/01/2013,72,0.00055571
03/01/2013,71.96,-0.00305259
02/01/2013,72.18,0.01732855
31/12/2012,70.94,0.010628599
28/12/2012,70.19,-0.007805333
27/12/2012,70.74,-0.003527838
26/12/2012,70.99,-0.010091186
24/12/2012,71.71,-0.003480201
21/12/2012,71.96,0.000138976
20/12/2012,71.95,-0.004299292
19/12/2012,72.26,-0.005382664
18/12/2012,72.65,-0.00123805
17/12/2012,72.74,0.01719399
14/12/2012,71.5,0.000839513
13/12/2012,71.44,0.001120448
12/12/2012,71.36,-0.002379454
11/12/2012,71.53,0.004343264
10/12/2012,71.22,-0.001683502
07/12/2012,71.34,-0.00224027
06/12/2012,71.5,0.016925651
05/12/2012,70.3,0.029740896
04/12/2012,68.24,-0.006135885
03/12/2012,68.66,0.003501608
30/11/2012,68.42,0.009398013
29/11/2012,67.78,0.004435909
28/11/2012,67.48,0.012976541
27/11/2012,66.61,-0.002548918
26/11/2012,66.78,0.010991604
23/11/2012,66.05,-0.003777866
21/11/2012,66.3,-0.004064128
20/11/2012,66.57,0.009963851
19/11/2012,65.91,-0.002575954
16/11/2012,66.08,0.013560046
15/11/2012,65.19,-0.007792843
14/11/2012,65.7,-0.007430469
13/11/2012,66.19,0.006365587
12/11/2012,65.77,-0.000304044
09/11/2012,65.79,-0.004095569
08/11/2012,66.06,-0.014129199
07/11/2012,67,-0.025929561
06/11/2012,68.76,0.007591277
05/11/2012,68.24,-0.012957887
02/11/2012,69.13,0.002027223
01/11/2012,68.99,-0.010955854
31/10/2012,69.75,0.011100813
26/10/2012,68.98,0.004795475
25/10/2012,68.65,0.014525969
24/10/2012,67.66,-0.001476887
23/10/2012,67.76,-0.004858309
22/10/2012,68.09,0.004563193
19/10/2012,67.78,-0.008374397
18/10/2012,68.35,-0.000146295
17/10/2012,68.36,0.007046418
16/10/2012,67.88,0.005021425
15/10/2012,67.54,0.009820046
12/10/2012,66.88,-0.001941893
11/10/2012,67.01,0.003737763
10/10/2012,66.76,0.000299625
09/10/2012,66.74,-0.002543959
08/10/2012,66.91,0.003443375
05/10/2012,66.68,0.004358615
04/10/2012,66.39,0.004983023
03/10/2012,66.06,0.014485273
02/10/2012,65.11,0.007244733
01/10/2012,64.64,0.002323241
28/09/2012,64.49,0.006690029
27/09/2012,64.06,-0.00124805
26/09/2012,64.14,-0.013626721
25/09/2012,65.02,0.000153811
24/09/2012,65.01,0.007255918
21/09/2012,64.54,-0.003866084
20/09/2012,64.79,0.000926498
19/09/2012,64.73,0.000772738
18/09/2012,64.68,-0.011834458
17/09/2012,65.45,-0.005181359
14/09/2012,65.79,-0.021502971
13/09/2012,67.22,0.013931766
12/09/2012,66.29,-0.00451536
11/09/2012,66.59,0.000300391
10/09/2012,66.57,-0.000600691
07/09/2012,66.61,-0.002698652
06/09/2012,66.79,0.015845801
05/09/2012,65.74,-0.005914933
04/09/2012,66.13,-0.001057961
31/08/2012,66.2,-0.003016594
30/08/2012,66.4,-0.006455025
29/08/2012,66.83,0.001347608
28/08/2012,66.74,-0.007315103
27/08/2012,67.23,0.000743992
24/08/2012,67.18,0.003429512
23/08/2012,66.95,-0.011878388
22/08/2012,67.75,0
21/08/2012,67.75,-0.015815237
20/08/2012,68.83,0.001308425
17/08/2012,68.74,-0.00261514
16/08/2012,68.92,-0.005354184
15/08/2012,69.29,-0.000577117
14/08/2012,69.33,0.010585178
13/08/2012,68.6,-0.006248658
10/08/2012,69.03,0.002175333
09/08/2012,68.88,-0.000145169
08/08/2012,68.89,-0.008240018
07/08/2012,69.46,-0.003736173
06/08/2012,69.72,-0.00714595
03/08/2012,70.22,0.014198876
02/08/2012,69.23,-0.012203152
01/08/2012,70.08,-0.004697852
31/07/2012,70.41,-0.006370801
30/07/2012,70.86,0
27/07/2012,70.86,0.016792767
26/07/2012,69.68,0.023376745
25/07/2012,68.07,-0.010231016
24/07/2012,68.77,-0.009551447
23/07/2012,69.43,-0.017985069
20/07/2012,70.69,0.003684811
19/07/2012,70.43,0.002416662
18/07/2012,70.26,0.01073202
17/07/2012,69.51,0.012303839
16/07/2012,68.66,-0.005374405
13/07/2012,69.03,0.00902218
12/07/2012,68.41,-0.00073062
11/07/2012,68.46,0.00527242
10/07/2012,68.1,-0.005710536
09/07/2012,68.49,-0.003207
06/07/2012,68.71,-0.001018256
05/07/2012,68.78,-0.007387591
03/07/2012,69.29,-0.001586272
02/07/2012,69.4,0.007521007
29/06/2012,68.88,0.010067934
28/06/2012,68.19,0.003231495
27/06/2012,67.97,0.003832552
26/06/2012,67.71,0.016379163
25/06/2012,66.61,-0.008818531
22/06/2012,67.2,-0.009773512
21/06/2012,67.86,-0.009678914
20/06/2012,68.52,-0.010741866
19/06/2012,69.26,0.007681754
18/06/2012,68.73,0.012886399
15/06/2012,67.85,0.005319948
14/06/2012,67.49,0.006391698
13/06/2012,67.06,0.001641669
12/06/2012,66.95,0.006443418
11/06/2012,66.52,-0.003151973
08/06/2012,66.73,0.008276324
07/06/2012,66.18,0.012314865
06/06/2012,65.37,0.019931135
05/06/2012,64.08,-0.004049219
04/06/2012,64.34,0.004205286
01/06/2012,64.07,-0.014564869
31/05/2012,65.01,0.007100987
30/05/2012,64.55,-0.002784655
29/05/2012,64.73,0.005887839
25/05/2012,64.35,0.004672906
24/05/2012,64.05,0.009884759
23/05/2012,63.42,-0.009416265
22/05/2012,64.02,-0.000312354
21/05/2012,64.04,0.009413311
18/05/2012,63.44,-0.004403908
17/05/2012,63.72,-0.003133816
16/05/2012,63.92,-0.005149422
15/05/2012,64.25,-0.007597525
14/05/2012,64.74,-0.00231428
11/05/2012,64.89,-0.001232096
10/05/2012,64.97,0.01207819
09/05/2012,64.19,-0.008531813
08/05/2012,64.74,-0.004623217
07/05/2012,65.04,0.001846723
04/05/2012,64.92,0.007266013
03/05/2012,64.45,0.008883406
02/05/2012,63.88,-0.018303598
01/05/2012,65.06,0.004930673
30/04/2012,64.74,-0.000926355
27/04/2012,64.8,0.01382976
26/04/2012,63.91,-0.003280484
25/04/2012,64.12,0.000467982
24/04/2012,64.09,0.009878559
23/04/2012,63.46,-0.016410464
20/04/2012,64.51,0.015622877
19/04/2012,63.51,0.00094518
18/04/2012,63.45,-0.009099529
17/04/2012,64.03,0.013363928
16/04/2012,63.18,0.012582789
13/04/2012,62.39,-0.007982162
12/04/2012,62.89,0.003344751
11/04/2012,62.68,0.010908032
10/04/2012,62,-0.004666514
09/04/2012,62.29,-0.00224503
05/04/2012,62.43,0.004334223
04/04/2012,62.16,-0.001928641
03/04/2012,62.28,0.018474031
02/04/2012,61.14,0.019488643
30/03/2012,59.96,0.011911893
29/03/2012,59.25,0.015135056
28/03/2012,58.36,-0.011753819
27/03/2012,59.05,0.007308607
26/03/2012,58.62,0.008394054
23/03/2012,58.13,-0.002920212
22/03/2012,58.3,-0.00938974
21/03/2012,58.85,0.002552107
20/03/2012,58.7,0.008726208
19/03/2012,58.19,-0.008896551
16/03/2012,58.71,-0.007635568
15/03/2012,59.16,0.00135318
14/03/2012,59.08,-0.014618424
13/03/2012,59.95,0.004849102
12/03/2012,59.66,0.008247122
09/03/2012,59.17,0.012242969
08/03/2012,58.45,0.002741136
07/03/2012,58.29,-0.000514536
06/03/2012,58.32,-0.009896003
05/03/2012,58.9,0.000169794
02/03/2012,58.89,-0.006938009
01/03/2012,59.3,0.001012317
29/02/2012,59.24,0.014623624
28/02/2012,58.38,0.008255981
27/02/2012,57.9,-0.002415043
24/02/2012,58.04,0.00639532
23/02/2012,57.67,-0.010350274
22/02/2012,58.27,0.000514977
21/02/2012,58.24,-0.001372684
17/02/2012,58.32,0.00619197
16/02/2012,57.96,0.008838113
15/02/2012,57.45,-0.000696015
14/02/2012,57.49,-0.000521694
13/02/2012,57.52,0.000347766
10/02/2012,57.5,-0.01158481
09/02/2012,58.17,-0.002403847
08/02/2012,58.31,-0.000514359
07/02/2012,58.34,0.015198911
06/02/2012,57.46,-0.01451304
03/02/2012,58.3,0.01190593
02/02/2012,57.61,-0.003292612
01/02/2012,57.8,0.015693435
31/01/2012,56.9,-0.001229472
30/01/2012,56.97,-0.012212294
27/01/2012,57.67,-0.008804545
26/01/2012,58.18,0.017162595
25/01/2012,57.19,0.017106492
24/01/2012,56.22,0
23/01/2012,56.22,-0.00142197
20/01/2012,56.3,0.011792168
19/01/2012,55.64,0.001798885
18/01/2012,55.54,-0.006818616
17/01/2012,55.92,0.008981558
13/01/2012,55.42,-0.001802777
12/01/2012,55.52,0.000180131
11/01/2012,55.51,-0.009680965
10/01/2012,56.05,0.003037615
09/01/2012,55.88,0.000537009
06/01/2012,55.85,0.005566044
05/01/2012,55.54,0.004873216
04/01/2012,55.27,0.007992776
03/01/2012,54.83,-0.003095696
30/12/2011,55,-0.006162789
29/12/2011,55.34,0.015845883
28/12/2011,54.47,-0.009501259
27/12/2011,54.99,0.006751234
23/12/2011,54.62,0.009381104
22/12/2011,54.11,-0.004057549
21/12/2011,54.33,0.022711326
20/12/2011,53.11,0.019968335
19/12/2011,52.06,-0.01487158
16/12/2011,52.84,0.001515152
15/12/2011,52.76,0.01585667
14/12/2011,51.93,-0.01585667
13/12/2011,52.76,0.01547161
12/12/2011,51.95,-0.011102717
09/12/2011,52.53,0.009948427
08/12/2011,52.01,-0.019421783
07/12/2011,53.03,-0.010318073
06/12/2011,53.58,0.005051933
05/12/2011,53.31,0.007342592
02/12/2011,52.92,-0.00508907
01/12/2011,53.19,0
30/11/2011,53.19,0.029186621
29/11/2011,51.66,0.005824128
28/11/2011,51.36,0.00938974
25/11/2011,50.88,0.002558301
23/11/2011,50.75,-0.01467019
22/11/2011,51.5,-0.01100716
21/11/2011,52.07,-0.021093419
18/11/2011,53.18,0.017833901
17/11/2011,52.24,-0.007057731
16/11/2011,52.61,-0.013217715
15/11/2011,53.31,0.00075061
14/11/2011,53.27,-0.013240287
11/11/2011,53.98,0.017378743
10/11/2011,53.05,0.005102534
09/11/2011,52.78,-0.029312282
08/11/2011,54.35,0.010542963
07/11/2011,53.78,0.003725787
04/11/2011,53.58,0.001120448
03/11/2011,53.52,0.009763502
02/11/2011,53,0.019048195
01/11/2011,52,-0.032727786
31/10/2011,53.73,-0.007786469
28/10/2011,54.15,-0.009557139
27/10/2011,54.67,0.008818723
26/10/2011,54.19,0.006108302
25/10/2011,53.86,-0.009424444
24/10/2011,54.37,-0.002938478
21/10/2011,54.53,0.018135212
20/10/2011,53.55,0.007497692
19/10/2011,53.15,0.003770033
18/10/2011,52.95,0.011969365
17/10/2011,52.32,0.001147447
14/10/2011,52.26,0.00961361
13/10/2011,51.76,0.00853711
12/10/2011,51.32,-0.008923435
11/10/2011,51.78,-0.004047418
10/10/2011,51.99,0.020599251
07/10/2011,50.93,-0.001373492
06/10/2011,51,0.019402707
05/10/2011,50.02,0.004809629
04/10/2011,49.78,-0.001003915
03/10/2011,49.83,-0.032964595
30/09/2011,51.5,0.001749102
29/09/2011,51.41,0.017067604
28/09/2011,50.54,-0.00925659
27/09/2011,51.01,0.006687672
26/09/2011,50.67,0.009717479
23/09/2011,50.18,0.009209274
22/09/2011,49.72,-0.03186811
21/09/2011,51.33,-0.033901552
20/09/2011,53.1,0.010031313
19/09/2011,52.57,-0.01416588
16/09/2011,53.32,0.020080235
15/09/2011,52.26,0.015037877
14/09/2011,51.48,0.011134015
13/09/2011,50.91,0.010068193
12/09/2011,50.4,0.001787311
09/09/2011,50.31,-0.027640689
08/09/2011,51.72,-0.008087855
07/09/2011,52.14,0.025642431
06/09/2011,50.82,-0.01639381
02/09/2011,51.66,-0.015938888
01/09/2011,52.49,-0.000571374
31/08/2011,52.52,0.006303144
30/08/2011,52.19,0.002301938
29/08/2011,52.07,0.019979328
26/08/2011,51.04,0.009844537
25/08/2011,50.54,-0.014145619
24/08/2011,51.26,0.023488695
23/08/2011,50.07,0.024667648
22/08/2011,48.85,0.001844074
19/08/2011,48.76,-0.010810916
18/08/2011,49.29,-0.013301284
17/08/2011,49.95,0.013707129
16/08/2011,49.27,-0.004455252
15/08/2011,49.49,0.035163487
12/08/2011,47.78,-0.003968674
11/08/2011,47.97,0.048258723
10/08/2011,45.71,-0.042823927
09/08/2011,47.71,0.045452625
08/08/2011,45.59,-0.061462948
05/08/2011,48.48,0.011827091
04/08/2011,47.91,-0.036278187
03/08/2011,49.68,0.000805477
02/08/2011,49.64,-0.015789276
01/08/2011,50.43,-0.005142416
29/07/2011,50.69,-0.006880987
28/07/2011,51.04,-0.007806441
27/07/2011,51.44,-0.007360095
26/07/2011,51.82,-0.004812792
25/07/2011,52.07,-0.003259518
22/07/2011,52.24,-0.011419995
21/07/2011,52.84,0.018142386
20/07/2011,51.89,-0.001348098
19/07/2011,51.96,0.007921981
18/07/2011,51.55,-0.010612738
15/07/2011,52.1,0.004231589
14/07/2011,51.88,-0.003079294
13/07/2011,52.04,-0.00345291
12/07/2011,52.22,0.00345291
11/07/2011,52.04,-0.014877253
08/07/2011,52.82,-0.006792479
07/07/2011,53.18,-0.001127608
06/07/2011,53.24,0.003952202
05/07/2011,53.03,-0.007327417
01/07/2011,53.42,0.010160012
30/06/2011,52.88,0.011028824
29/06/2011,52.3,0.004407404
28/06/2011,52.07,-0.003642293
27/06/2011,52.26,0.00671981
24/06/2011,51.91,-0.000577756
23/06/2011,51.94,-0.011866168
22/06/2011,52.56,-0.010598131
21/06/2011,53.12,-0.002819816
20/06/2011,53.27,0.001126972
17/06/2011,53.21,0.007167137
16/06/2011,52.83,0.004363091
15/06/2011,52.6,-0.006254166
14/06/2011,52.93,0.004544602
13/06/2011,52.69,0.001899697
10/06/2011,52.59,-0.008897361
09/06/2011,53.06,0.002453063
08/06/2011,52.93,0.001134216
07/06/2011,52.87,-0.001512002
06/06/2011,52.95,-0.006963423
03/06/2011,53.32,-0.008032172
02/06/2011,53.75,-0.008521726
01/06/2011,54.21,-0.017553934
31/05/2011,55.17,0.008921315
27/05/2011,54.68,0.002563634
26/05/2011,54.54,-0.000366636
25/05/2011,54.56,-0.002562696
24/05/2011,54.7,-0.000913659
23/05/2011,54.75,-0.011079943
20/05/2011,55.36,0.005433812
19/05/2011,55.06,0.003092317
18/05/2011,54.89,-0.001092498
17/05/2011,54.95,-0.000909504
16/05/2011,55,-0.001998003
13/05/2011,55.11,-0.001269381
12/05/2011,55.18,0.003449218
11/05/2011,54.99,-0.007247722
10/05/2011,55.39,0.006702317
09/05/2011,55.02,0.00291227
06/05/2011,54.86,0.009155896
05/05/2011,54.36,-0.007696575
04/05/2011,54.78,-0.013057857
03/05/2011,55.5,0.005420067
02/05/2011,55.2,0.001813237
29/04/2011,55.1,-0.000181472
28/04/2011,55.11,0.004000005
27/04/2011,54.89,0.010438699
26/04/2011,54.32,0.007576494
25/04/2011,53.91,0.008569352
21/04/2011,53.45,-0.000374111
20/04/2011,53.47,0.009583837
19/04/2011,52.96,-0.004333497
18/04/2011,53.19,-0.010845282
15/04/2011,53.77,0.018015124
14/04/2011,52.81,0.006458989
13/04/2011,52.47,-0.001904037
12/04/2011,52.57,-0.008146299
11/04/2011,53,-0.008641797
08/04/2011,53.46,0.000187073
07/04/2011,53.45,-0.012087548
06/04/2011,54.1,0.006676583
05/04/2011,53.74,-0.003158386
04/04/2011,53.91,0.001856666
01/04/2011,53.81,0.00577767
31/03/2011,53.5,-0.004662013
30/03/2011,53.75,0.01840082
29/03/2011,52.77,0.007418008
28/03/2011,52.38,-0.002097836
25/03/2011,52.49,0.000571701
24/03/2011,52.46,0.008038321
23/03/2011,52.04,-0.006512185
22/03/2011,52.38,0.002867797
21/03/2011,52.23,0.01601887
18/03/2011,51.4,0.002922554
17/03/2011,51.25,0.012368863
16/03/2011,50.62,-0.025742451
15/03/2011,51.94,-0.020202707
14/03/2011,53,-0.014237783
11/03/2011,53.76,0.005595986
10/03/2011,53.46,-0.011345793
09/03/2011,54.07,0.000740056
08/03/2011,54.03,0.00799038
07/03/2011,53.6,-0.00074599
04/03/2011,53.64,-0.002048609
03/03/2011,53.75,0.008594971
02/03/2011,53.29,0.00376011
01/03/2011,53.09,-0.002633561
28/02/2011,53.23,-0.003750239
25/02/2011,53.43,0.008457902
24/02/2011,52.98,0.002835273
23/02/2011,52.83,-0.009232284
22/02/2011,53.32,0.000375164
18/02/2011,53.3,0.006210616
17/02/2011,52.97,-0.006773309
16/02/2011,53.33,0.003192791
15/02/2011,53.16,0.001317647
14/02/2011,53.09,-0.003384734
11/02/2011,53.27,-0.003373317
10/02/2011,53.45,0.000935892
09/02/2011,53.4,0.000561956
08/02/2011,53.37,0.010358883
07/02/2011,52.82,0.013341155
04/02/2011,52.12,0.002689723
03/02/2011,51.98,-0.011096345
02/02/2011,52.56,-0.006636983
01/02/2011,52.91,0.01600339
31/01/2011,52.07,0.003848379
28/01/2011,51.87,-0.008829232
27/01/2011,52.33,-0.002290514
26/01/2011,52.45,-0.002475484
