Date,Close,LB
19/12/2013,60.92,-0.010613211
18/12/2013,61.57,0.013243061
17/12/2013,60.76,0.004123037
16/12/2013,60.51,-0.010848233
13/12/2013,61.17,0.006067084
12/12/2013,60.8,-0.003120127
11/12/2013,60.99,-0.012869771
10/12/2013,61.78,-0.005005258
09/12/2013,62.09,-0.019932096
06/12/2013,63.34,0.018483636
05/12/2013,62.18,-0.017061723
04/12/2013,63.25,-0.036480568
03/12/2013,65.6,0.002136427
02/12/2013,65.46,0.007205857
29/11/2013,64.99,-0.004145879
27/11/2013,65.26,0.004299761
26/11/2013,64.98,0.010830989
25/11/2013,64.28,0.005303397
22/11/2013,63.94,-0.01305177
21/11/2013,64.78,0.005728013
20/11/2013,64.41,0.006073366
19/11/2013,64.02,-0.004364097
18/11/2013,64.3,-0.005583141
15/11/2013,64.66,-0.002625687
14/11/2013,64.83,0.008986735
13/11/2013,64.25,0.018853661
12/11/2013,63.05,-0.009628359
11/11/2013,63.66,0.011533424
08/11/2013,62.93,0.017957834
07/11/2013,61.81,-0.01954564
06/11/2013,63.03,0.002223635
05/11/2013,62.89,-0.002223635
04/11/2013,63.03,0.007484707
01/11/2013,62.56,-0.000798914
31/10/2013,62.61,0.007535106
30/10/2013,62.14,0.002900888
29/10/2013,61.96,0.011361914
28/10/2013,61.26,-0.004560268
25/10/2013,61.54,-0.006478805
24/10/2013,61.94,0.017261461
23/10/2013,60.88,-0.003443473
22/10/2013,61.09,0.012850259
21/10/2013,60.31,0.018069757
18/10/2013,59.23,0.023401871
17/10/2013,57.86,0.012171946
16/10/2013,57.16,0.01072915
15/10/2013,56.55,-0.016485817
14/10/2013,57.49,0.02073888
11/10/2013,56.31,-0.005136846
10/10/2013,56.6,-0.041528459
09/10/2013,59,0.00697341
08/10/2013,58.59,-0.032409855
07/10/2013,60.52,-0.025449987
04/10/2013,62.08,0.007275111
03/10/2013,61.63,0
02/10/2013,61.63,-0.003725002
01/10/2013,61.86,0.012361901
30/09/2013,61.1,-0.000163653
27/09/2013,61.11,0.012680285
26/09/2013,60.34,0.014691416
25/09/2013,59.46,-0.007372688
24/09/2013,59.9,0.004182357
23/09/2013,59.65,-0.005683733
20/09/2013,59.99,-0.006811223
19/09/2013,60.4,-0.010212574
18/09/2013,61.02,0.017524006
17/09/2013,59.96,0.016988046
16/09/2013,58.95,0.006467007
13/09/2013,58.57,0.017568485
12/09/2013,57.55,-0.019785592
11/09/2013,58.7,0.007695634
10/09/2013,58.25,0.008793918
09/09/2013,57.74,0.022594884
06/09/2013,56.45,-0.007940051
05/09/2013,56.9,-0.021558554
04/09/2013,58.14,0.01228708
03/09/2013,57.43,0.001219619
30/08/2013,57.36,-0.001741857
29/08/2013,57.46,0.004535155
28/08/2013,57.2,0.005082826
27/08/2013,56.91,-0.02704273
26/08/2013,58.47,-0.012576644
23/08/2013,59.21,0.01035575
22/08/2013,58.6,-0.021106735
21/08/2013,59.85,-0.01344307
20/08/2013,60.66,0.027069322
19/08/2013,59.04,-0.000677277
16/08/2013,59.08,-0.016618091
15/08/2013,60.07,-0.011750239
14/08/2013,60.78,-0.00949737
13/08/2013,61.36,0.00277438
12/08/2013,61.19,-0.001306549
09/08/2013,61.27,0.016787754
08/08/2013,60.25,0.050201949
07/08/2013,57.3,0.005951357
06/08/2013,56.96,-0.008913805
05/08/2013,57.47,-0.016052817
02/08/2013,58.4,0.014661755
01/08/2013,57.55,0.031418045
31/07/2013,55.77,0.008101584
30/07/2013,55.32,-0.001625576
29/07/2013,55.41,0.03171959
26/07/2013,53.68,0.008042688
25/07/2013,53.25,0.011521518
24/07/2013,52.64,-0.01001804
23/07/2013,53.17,0.004901971
22/07/2013,52.91,0.007969682
19/07/2013,52.49,-0.00152294
18/07/2013,52.57,0.012248957
17/07/2013,51.93,0.002313477
16/07/2013,51.81,-0.005005786
15/07/2013,52.07,0.004812792
12/07/2013,51.82,-0.009793645
11/07/2013,52.33,0.033420635
10/07/2013,50.61,0.00079067
09/07/2013,50.57,0.003962755
08/07/2013,50.37,0.013994631
05/07/2013,49.67,0.009507506
03/07/2013,49.2,-0.011920537
02/07/2013,49.79,0.00402496
01/07/2013,49.59,0.006879833
28/06/2013,49.25,0.001219017
27/06/2013,49.19,-0.010918022
26/06/2013,49.73,0
25/06/2013,49.73,0.008887152
24/06/2013,49.29,-0.044054743
21/06/2013,51.51,0.006427133
20/06/2013,51.18,-0.012427344
19/06/2013,51.82,-0.009602532
18/06/2013,52.32,0.025553074
17/06/2013,51,0.004126148
14/06/2013,50.79,-0.00393005
13/06/2013,50.99,0.01940655
12/06/2013,50.01,-0.001199041
11/06/2013,50.07,-0.012109329
10/06/2013,50.68,-0.003938564
07/06/2013,50.88,0.004333274
06/06/2013,50.66,-0.019547143
05/06/2013,51.66,-0.005405419
04/06/2013,51.94,0.023571755
03/06/2013,50.73,0.014294466
31/05/2013,50.01,0.007829007
30/05/2013,49.62,0.014821102
29/05/2013,48.89,-0.019244998
28/05/2013,49.84,0.001003714
24/05/2013,49.79,-0.02773004
23/05/2013,51.19,-0.005454913
22/05/2013,51.47,-0.009282604
21/05/2013,51.95,0.002698537
20/05/2013,51.81,0.029776931
17/05/2013,50.29,-0.003969047
16/05/2013,50.49,-0.007301463
15/05/2013,50.86,0.003150849
14/05/2013,50.7,-0.002954212
13/05/2013,50.85,-0.015416443
10/05/2013,51.64,-0.008484432
09/05/2013,52.08,-0.021465351
08/05/2013,53.21,0.010960049
07/05/2013,52.63,0.0318529
06/05/2013,50.98,-0.003720024
03/05/2013,51.17,0.016154804
02/05/2013,50.35,0.004179526
01/05/2013,50.14,-0.005370475
30/04/2013,50.41,0.009367283
29/04/2013,49.94,-0.010953012
26/04/2013,50.49,0.003969047
25/04/2013,50.29,0.031306202
24/04/2013,48.74,0.009275548
23/04/2013,48.29,0.000828672
22/04/2013,48.25,-0.003517124
19/04/2013,48.42,0.011215071
18/04/2013,47.88,-0.013484283
17/04/2013,48.53,-0.016755602
16/04/2013,49.35,0.008138397
15/04/2013,48.95,-0.029786867
12/04/2013,50.43,0.003575689
11/04/2013,50.25,0.042274126
10/04/2013,48.17,0.016114192
09/04/2013,47.4,0.010817796
08/04/2013,46.89,0.014824635
05/04/2013,46.2,0.008914071
04/04/2013,45.79,0.014740119
03/04/2013,45.12,-0.019315789
02/04/2013,46,0.029339261
01/04/2013,44.67,0.000223889
28/03/2013,44.66,0.012165052
27/03/2013,44.12,-0.000679733
26/03/2013,44.15,-0.013275029
25/03/2013,44.74,0.015315615
22/03/2013,44.06,0.024119695
21/03/2013,43.01,-0.018657687
20/03/2013,43.82,0.005951036
19/03/2013,43.56,-0.024938948
18/03/2013,44.66,-0.012240055
15/03/2013,45.21,0.00732604
14/03/2013,44.88,0.007155666
13/03/2013,44.56,-0.00403136
12/03/2013,44.74,-0.009122324
11/03/2013,45.15,-0.003095978
08/03/2013,45.29,0.009316838
07/03/2013,44.87,-0.004003564
06/03/2013,45.05,-0.004429686
05/03/2013,45.25,0.005317983
04/03/2013,45.01,-0.000222148
01/03/2013,45.02,-0.011044954
28/02/2013,45.52,0.022662601
27/02/2013,44.5,0.019744202
26/02/2013,43.63,0.018039342
25/02/2013,42.85,-0.014595417
22/02/2013,43.48,-0.000689734
21/02/2013,43.51,-0.011426084
20/02/2013,44.01,-0.014213437
19/02/2013,44.64,0.013077977
15/02/2013,44.06,0.000226989
14/02/2013,44.05,-0.015095476
13/02/2013,44.72,-0.002679769
12/02/2013,44.84,-0.009323042
11/02/2013,45.26,-0.012078768
08/02/2013,45.81,0.002841843
07/02/2013,45.68,-0.033580426
06/02/2013,47.24,-0.01596002
05/02/2013,48,0.01215693
04/02/2013,47.42,0.003591427
01/02/2013,47.25,-0.016164937
31/01/2013,48.02,-0.001456664
30/01/2013,48.09,-0.003943141
29/01/2013,48.28,0.006858595
28/01/2013,47.95,-0.006858595
25/01/2013,48.28,0.012295664
24/01/2013,47.69,0.016277709
23/01/2013,46.92,-0.007431821
22/01/2013,47.27,0.007644972
18/01/2013,46.91,-0.000639318
17/01/2013,46.94,0.00705508
16/01/2013,46.61,0.003869308
15/01/2013,46.43,0.020233476
14/01/2013,45.5,0.024923408
11/01/2013,44.38,0.00180424
10/01/2013,44.3,0.004071483
09/01/2013,44.12,0.001133916
08/01/2013,44.07,-0.013298968
07/01/2013,44.66,-0.004914015
04/01/2013,44.88,0.003795071
03/01/2013,44.71,-0.058425038
02/01/2013,47.4,0.007198845
31/12/2012,47.06,0.024958266
28/12/2012,45.9,-0.011049836
27/12/2012,46.41,0.012357881
26/12/2012,45.84,-0.032832045
24/12/2012,47.37,0.002748126
21/12/2012,47.24,-0.029821833
20/12/2012,48.67,0.00908159
19/12/2012,48.23,-0.002278141
18/12/2012,48.34,-0.062156705
17/12/2012,51.44,0.020028158
14/12/2012,50.42,0.004173712
13/12/2012,50.21,0.000796972
12/12/2012,50.17,-0.009324539
11/12/2012,50.64,-0.000394867
10/12/2012,50.66,-0.010212186
07/12/2012,51.18,-0.002146971
06/12/2012,51.29,0.001170503
05/12/2012,51.23,-0.001365454
04/12/2012,51.3,-0.004861458
03/12/2012,51.55,-0.011571971
30/11/2012,52.15,0.010990181
29/11/2012,51.58,0.015434516
28/11/2012,50.79,0.033636805
27/11/2012,49.11,-0.006494847
26/11/2012,49.43,0.014057479
23/11/2012,48.74,0.011763628
21/11/2012,48.17,-0.003522955
20/11/2012,48.34,0.000620797
19/11/2012,48.31,0.04465878
16/11/2012,46.2,0.015267472
15/11/2012,45.5,-0.023888215
14/11/2012,46.6,-0.015121149
13/11/2012,47.31,0.018775888
12/11/2012,46.43,-0.001076311
09/11/2012,46.48,0.000645647
08/11/2012,46.45,-0.019190354
07/11/2012,47.35,-0.021932994
06/11/2012,48.4,0.001447328
05/11/2012,48.33,0.006018489
02/11/2012,48.04,0.009831687
01/11/2012,47.57,-0.006704404
31/10/2012,47.89,0.006073953
26/10/2012,47.6,-0.013977488
25/10/2012,48.27,0.011878852
24/10/2012,47.7,-0.001885015
23/10/2012,47.79,-0.005425723
22/10/2012,48.05,-0.011381395
19/10/2012,48.6,-0.008400828
18/10/2012,49.01,0.005319161
17/10/2012,48.75,-0.017688781
16/10/2012,49.62,0.025927756
15/10/2012,48.35,0.001863162
12/10/2012,48.26,-0.007843177
11/10/2012,48.64,-0.001027433
10/10/2012,48.69,-0.008385365
09/10/2012,49.1,-0.024940955
08/10/2012,50.34,-0.00436076
05/10/2012,50.56,0.006548292
04/10/2012,50.23,-0.000199064
03/10/2012,50.24,0.016861098
02/10/2012,49.4,-0.003031837
01/10/2012,49.55,0.005869868
28/09/2012,49.26,-0.007684568
27/09/2012,49.64,0.007481584
26/09/2012,49.27,-0.001014302
25/09/2012,49.32,-0.016090452
24/09/2012,50.12,-0.031811047
21/09/2012,51.74,-0.000193255
20/09/2012,51.75,0.034401427
19/09/2012,50,0.008435479
18/09/2012,49.58,-0.013024931
17/09/2012,50.23,-0.001591407
14/09/2012,50.31,0.01018888
13/09/2012,49.8,0.021720127
12/09/2012,48.73,0.0061754
11/09/2012,48.43,-0.008430193
10/09/2012,48.84,0.006779687
07/09/2012,48.51,-0.006165248
06/09/2012,48.81,0.009882724
05/09/2012,48.33,-0.00268623
04/09/2012,48.46,-0.002884816
31/08/2012,48.6,0.014508026
30/08/2012,47.9,0.002717677
29/08/2012,47.77,0.002725083
28/08/2012,47.64,-0.004189365
27/08/2012,47.84,-0.020482768
24/08/2012,48.83,0.021947051
23/08/2012,47.77,-0.00563617
22/08/2012,48.04,-0.000208138
21/08/2012,48.05,-0.042975761
20/08/2012,50.16,0.013043227
17/08/2012,49.51,0.013215604
