Date,Close,NFX
21/05/2013,24.66,0.01676588
20/05/2013,24.25,0.028017722
17/05/2013,23.58,0.011945535
16/05/2013,23.3,-0.020811964
15/05/2013,23.79,0.000841043
14/05/2013,23.77,0.019970921
13/05/2013,23.3,-0.014909754
10/05/2013,23.65,0.046741524
09/05/2013,22.57,-0.013641576
08/05/2013,22.88,-0.011299555
07/05/2013,23.14,0.009989225
06/05/2013,22.91,0.005690538
03/05/2013,22.78,0.031663738
02/05/2013,22.07,0.016446236
01/05/2013,21.71,-0.003678165
30/04/2013,21.79,-0.010045747
29/04/2013,22.01,-0.017117535
26/04/2013,22.39,0.021671277
25/04/2013,21.91,0.027766707
24/04/2013,21.31,0.071476344
23/04/2013,19.84,-0.005529041
22/04/2013,19.95,-0.004501133
19/04/2013,20.04,-0.036741826
18/04/2013,20.79,0.017467693
17/04/2013,20.43,0.01678223
16/04/2013,20.09,-0.003974173
15/04/2013,20.17,-0.073115909
12/04/2013,21.7,-0.041964199
11/04/2013,22.63,-0.001324796
10/04/2013,22.66,-0.002644338
09/04/2013,22.72,0.015524818
08/04/2013,22.37,0.010334848
05/04/2013,22.14,0.030729315
04/04/2013,21.47,-0.023931193
03/04/2013,21.99,-0.004989804
02/04/2013,22.1,0.007722046
01/04/2013,21.93,-0.022097855
28/03/2013,22.42,0.001785715
27/03/2013,22.38,-0.01155055
26/03/2013,22.64,0.003983187
25/03/2013,22.55,-0.013653592
22/03/2013,22.86,-0.004364913
21/03/2013,22.96,-0.018127385
20/03/2013,23.38,-0.000427625
19/03/2013,23.39,-0.008514313
18/03/2013,23.59,-0.021803799
15/03/2013,24.11,-0.002485503
14/03/2013,24.17,0.013747353
13/03/2013,23.84,0.013088639
12/03/2013,23.53,-0.014346238
11/03/2013,23.87,0.006303866
08/03/2013,23.72,0.016578488
07/03/2013,23.33,0.007745306
06/03/2013,23.15,0.018309143
05/03/2013,22.73,0.010614872
04/03/2013,22.49,-0.025028749
01/03/2013,23.06,-0.002598529
28/02/2013,23.12,-0.005176888
27/02/2013,23.24,-0.01282617
26/02/2013,23.54,-0.010564222
25/02/2013,23.79,-0.04640537
22/02/2013,24.92,0.019858809
21/02/2013,24.43,-0.013013604
20/02/2013,24.75,-0.098061213
19/02/2013,27.3,0.005509656
15/02/2013,27.15,-0.034748339
14/02/2013,28.11,-0.058047382
13/02/2013,29.79,0.012158204
12/02/2013,29.43,-0.000679348
11/02/2013,29.45,-0.008116379
08/02/2013,29.69,0.00236048
07/02/2013,29.62,-0.005051366
06/02/2013,29.77,-0.002013423
05/02/2013,29.83,0.019635025
04/02/2013,29.25,-0.01020417
01/02/2013,29.55,0.001693481
31/01/2013,29.5,-0.006756782
30/01/2013,29.7,0.013218291
29/01/2013,29.31,0.019290987
28/01/2013,28.75,-0.004857747
25/01/2013,28.89,0.011838578
24/01/2013,28.55,-0.003496507
23/01/2013,28.65,-0.016958358
22/01/2013,29.14,0.017307459
18/01/2013,28.64,0.003147406
17/01/2013,28.55,0.00491574
16/01/2013,28.41,0.013109134
15/01/2013,28.04,0.010396222
14/01/2013,27.75,-0.00896867
11/01/2013,28,-0.006762795
10/01/2013,28.19,0.03244697
09/01/2013,27.29,0.000366502
08/01/2013,27.28,-0.016000341
07/01/2013,27.72,-0.011121191
04/01/2013,28.03,0.01872579
03/01/2013,27.51,0.009129149
02/01/2013,27.26,0.017765086
31/12/2012,26.78,0.03766852
28/12/2012,25.79,-0.018821374
27/12/2012,26.28,0.00038059
26/12/2012,26.27,-0.010978721
24/12/2012,26.56,-0.015318813
21/12/2012,26.97,-0.007020166
20/12/2012,27.16,0.007020166
19/12/2012,26.97,-0.006651909
18/12/2012,27.15,0.029150046
17/12/2012,26.37,0.023404099
14/12/2012,25.76,-0.004261095
13/12/2012,25.87,-0.025192172
12/12/2012,26.53,-0.003386645
11/12/2012,26.62,0.023181734
10/12/2012,26.01,0.00849426
07/12/2012,25.79,0.031110995
06/12/2012,25,-0.006776984
05/12/2012,25.17,0.036823906
04/12/2012,24.26,-0.006163981
03/12/2012,24.41,0.002871797
30/11/2012,24.34,0.007836707
29/11/2012,24.15,0.008316056
28/11/2012,23.95,-0.006658368
27/11/2012,24.11,-0.001657688
26/11/2012,24.15,0.000414164
23/11/2012,24.14,0.006650066
21/11/2012,23.98,0.004178861
20/11/2012,23.88,-0.023179846
19/11/2012,24.44,0.007392231
16/11/2012,24.26,-0.000412116
15/11/2012,24.27,-0.00329083
14/11/2012,24.35,-0.023941091
13/11/2012,24.94,-0.002002805
12/11/2012,24.99,-0.007971346
09/11/2012,25.19,0.006771585
08/11/2012,25.02,-0.019395027
07/11/2012,25.51,-0.036185626
06/11/2012,26.45,-0.003773589
05/11/2012,26.55,0.008320774
02/11/2012,26.33,-0.023274324
01/11/2012,26.95,-0.006288166
31/10/2012,27.12,0.001476015
26/10/2012,27.08,-0.005523859
25/10/2012,27.23,-0.008411094
24/10/2012,27.46,-0.193427417
23/10/2012,33.32,-0.018731037
22/10/2012,33.95,-0.005580863
19/10/2012,34.14,-0.014539366
18/10/2012,34.64,0.004919703
17/10/2012,34.47,0.013434782
16/10/2012,34.01,0.021697983
15/10/2012,33.28,0.0045174
12/10/2012,33.13,-0.006918361
11/10/2012,33.36,0.012366317
10/10/2012,32.95,0.010065664
09/10/2012,32.62,0.059360859
08/10/2012,30.74,0.006527438
05/10/2012,30.54,0.005911347
04/10/2012,30.36,0.00826861
03/10/2012,30.11,-0.035560752
02/10/2012,31.2,-0.005752652
01/10/2012,31.38,0.001913876
28/09/2012,31.32,-0.007633625
27/09/2012,31.56,0.00891158
26/09/2012,31.28,-0.021193265
25/09/2012,31.95,-0.011204599
24/09/2012,32.31,-0.022644786
21/09/2012,33.05,0.014629947
20/09/2012,32.57,-0.026660167
19/09/2012,33.45,-0.024218549
18/09/2012,34.27,-0.017929919
17/09/2012,34.89,-0.009129878
14/09/2012,35.21,0.023855133
13/09/2012,34.38,0.018494583
12/09/2012,33.75,-0.007085946
11/09/2012,33.99,0.017510464
10/09/2012,33.4,0.001798023
07/09/2012,33.34,0.009038929
06/09/2012,33.04,0.018943432
05/09/2012,32.42,-0.017428969
04/09/2012,32.99,0.010972375
31/08/2012,32.63,0.030809968
30/08/2012,31.64,0.004117187
29/08/2012,31.51,-0.008846819
28/08/2012,31.79,0
27/08/2012,31.79,0.002519686
24/08/2012,31.71,0.011417821
23/08/2012,31.35,-0.024575906
22/08/2012,32.13,0.003741819
21/08/2012,32.01,-0.006539024
20/08/2012,32.22,-0.004026643
17/08/2012,32.35,-0.018680684
16/08/2012,32.96,0.018989851
15/08/2012,32.34,0.012132673
14/08/2012,31.95,0.004391475
13/08/2012,31.81,-0.009386802
10/08/2012,32.11,-0.00837344
09/08/2012,32.38,0.026918683
08/08/2012,31.52,-0.004747596
07/08/2012,31.67,0.048190407
06/08/2012,30.18,0.004649626
03/08/2012,30.04,0.022556082
02/08/2012,29.37,-0.040699413
01/08/2012,30.59,0.001963351
31/07/2012,30.53,-0.016244672
30/07/2012,31.03,-0.006744847
27/07/2012,31.24,0.009003276
26/07/2012,30.96,0.035506688
25/07/2012,29.88,-0.019553233
24/07/2012,30.47,-0.030383721
23/07/2012,31.41,-0.02017087
20/07/2012,32.05,-0.018547672
19/07/2012,32.65,0.036810145
18/07/2012,31.47,0.002863964
17/07/2012,31.38,0.034363187
16/07/2012,30.32,0.009943735
13/07/2012,30.02,0.033189636
12/07/2012,29.04,0.013171768
11/07/2012,28.66,0.016535117
10/07/2012,28.19,-0.036228274
09/07/2012,29.23,-0.000683995
06/07/2012,29.25,-0.025317808
05/07/2012,30,0.0010005
03/07/2012,29.97,0.018862129
02/07/2012,29.41,0.003405998
29/06/2012,29.31,0.06374275
28/06/2012,27.5,0.046901041
27/06/2012,26.24,0.029783675
26/06/2012,25.47,-0.013260725
25/06/2012,25.81,-0.027891015
22/06/2012,26.54,0.03919057
21/06/2012,25.52,-0.060071269
20/06/2012,27.1,-0.018644298
19/06/2012,27.61,0.038771701
18/06/2012,26.56,-0.015318813
15/06/2012,26.97,0.013062324
14/06/2012,26.62,-0.005619045
13/06/2012,26.77,-0.030533915
12/06/2012,27.6,0.001450327
11/06/2012,27.56,-0.057803263
08/06/2012,29.2,0.006872879
07/06/2012,29,-0.006530355
06/06/2012,29.19,0.026381259
05/06/2012,28.43,0.013099851
04/06/2012,28.06,-0.009576239
01/06/2012,28.33,-0.055941845
31/05/2012,29.96,-0.019828806
30/05/2012,30.56,-0.050409396
29/05/2012,32.14,0.034180543
25/05/2012,31.06,0.044100598
24/05/2012,29.72,-0.00536914
23/05/2012,29.88,0.021651725
22/05/2012,29.24,-0.006476927
21/05/2012,29.43,0.04127515
18/05/2012,28.24,-0.00635371
17/05/2012,28.42,-0.039667211
16/05/2012,29.57,-0.011098147
15/05/2012,29.9,-0.052763785
14/05/2012,31.52,-0.023205808
11/05/2012,32.26,-0.01842804
10/05/2012,32.86,-0.005462836
09/05/2012,33.04,-0.015019808
08/05/2012,33.54,-0.0109712
07/05/2012,33.91,-0.014055868
04/05/2012,34.39,-0.016152644
03/05/2012,34.95,-0.01364045
02/05/2012,35.43,-0.022328586
01/05/2012,36.23,0.009150209
30/04/2012,35.9,-0.001391789
27/04/2012,35.95,0.005578815
26/04/2012,35.75,0.01607253
25/04/2012,35.18,0.04268321
24/04/2012,33.71,0.037170014
23/04/2012,32.48,0
20/04/2012,32.48,-0.00583271
19/04/2012,32.67,-0.002445736
18/04/2012,32.75,-0.030965949
17/04/2012,33.78,0.044182678
16/04/2012,32.32,-0.017178337
13/04/2012,32.88,-0.025226563
12/04/2012,33.72,0.043333548
11/04/2012,32.29,-0.024473537
10/04/2012,33.09,-0.033579147
09/04/2012,34.22,-0.0259605
05/04/2012,35.12,-0.009634532
04/04/2012,35.46,0.007359218
03/04/2012,35.2,-0.00056802
02/04/2012,35.22,0.015450951
30/03/2012,34.68,0.01774592
29/03/2012,34.07,-0.012252195
28/03/2012,34.49,-0.008085519
27/03/2012,34.77,-0.017674348
26/03/2012,35.39,-0.011518599
23/03/2012,35.8,0.035540343
22/03/2012,34.55,-0.017785896
21/03/2012,35.17,-0.007647679
20/03/2012,35.44,-0.016788307
19/03/2012,36.04,-0.006361521
16/03/2012,36.27,0.007472015
15/03/2012,36,0.009769792
14/03/2012,35.65,-0.00475725
13/03/2012,35.82,0.017744445
12/03/2012,35.19,-0.010178205
09/03/2012,35.55,-0.000281254
08/03/2012,35.56,0.02275411
07/03/2012,34.76,0.015364848
06/03/2012,34.23,-0.023387814
05/03/2012,35.04,-0.012197003
02/03/2012,35.47,-0.016496949
01/03/2012,36.06,0.001665279
29/02/2012,36,-0.001387925
28/02/2012,36.05,-0.001108955
27/02/2012,36.09,-0.014032422
24/02/2012,36.6,-0.009788006
23/02/2012,36.96,0.002166848
22/02/2012,36.88,-0.135934955
21/02/2012,42.25,0.005934736
17/02/2012,42,0.014871946
16/02/2012,41.38,0.037173511
15/02/2012,39.87,0.011097214
14/02/2012,39.43,0.032739101
13/02/2012,38.16,-0.000523972
10/02/2012,38.18,-0.002354481
09/02/2012,38.27,0.002616433
08/02/2012,38.17,-0.0028777
07/02/2012,38.28,-0.01349268
06/02/2012,38.8,0.013231481
03/02/2012,38.29,0.018450708
02/02/2012,37.59,0.007208682
01/02/2012,37.32,-0.013044242
31/01/2012,37.81,-0.021455559
30/01/2012,38.63,-0.029335097
27/01/2012,39.78,0.006051456
26/01/2012,39.54,-0.043065303
25/01/2012,41.28,0.034252455
24/01/2012,39.89,-0.003753289
23/01/2012,40.04,0.032490167
20/01/2012,38.76,-0.012817402
19/01/2012,39.26,-0.001781398
18/01/2012,39.33,0.020031486
17/01/2012,38.55,0.010168253
13/01/2012,38.16,-0.00366205
12/01/2012,38.3,0
11/01/2012,38.3,-0.030597579
10/01/2012,39.49,0.014539218
09/01/2012,38.92,0.019196439
06/01/2012,38.18,-0.01326935
05/01/2012,38.69,-0.012840443
04/01/2012,39.19,-0.010407506
03/01/2012,39.6,0.048373584
30/12/2011,37.73,-0.00581397
29/12/2011,37.95,0.019960743
28/12/2011,37.2,-0.013086046
27/12/2011,37.69,0.00265675
23/12/2011,37.59,-0.011637264
22/12/2011,38.03,0.025837101
21/12/2011,37.06,-0.014997603
20/12/2011,37.62,0.047077119
19/12/2011,35.89,-0.030729441
16/12/2011,37.01,0.001081373
15/12/2011,36.97,-0.017429051
14/12/2011,37.62,-0.036538511
13/12/2011,39.02,-0.032028964
12/12/2011,40.29,-0.038705087
09/12/2011,41.88,0.011285988
08/12/2011,41.41,-0.041623412
07/12/2011,43.17,-0.003468613
06/12/2011,43.32,-0.016256798
05/12/2011,44.03,-0.035036497
02/12/2011,45.6,-0.006993035
01/12/2011,45.92,0.002616661
30/11/2011,45.8,0.080443079
29/11/2011,42.26,0.025645504
28/11/2011,41.19,0.066498845
25/11/2011,38.54,-0.008011414
23/11/2011,38.85,-0.028921346
22/11/2011,39.99,-0.019562342
21/11/2011,40.78,-0.002204532
18/11/2011,40.87,0.006628231
17/11/2011,40.6,-0.043616117
16/11/2011,42.41,-0.012186699
15/11/2011,42.93,-0.004879759
14/11/2011,43.14,-0.01996624
11/11/2011,44.01,0.036561222
10/11/2011,42.43,0.053491275
09/11/2011,40.22,-0.062874407
08/11/2011,42.83,0.015766887
07/11/2011,42.16,-0.017866014
04/11/2011,42.92,0.014314453
03/11/2011,42.31,0.029258682
02/11/2011,41.09,0.058634027
01/11/2011,38.75,-0.038227664
31/10/2011,40.26,-0.042311198
28/10/2011,42,0.030950246
27/10/2011,40.72,0.065455772
26/10/2011,38.14,0.025223692
25/10/2011,37.19,0.001076137
24/10/2011,37.15,0.011369911
21/10/2011,36.73,0.025366676
20/10/2011,35.81,-0.160632202
19/10/2011,42.05,0.021878502
18/10/2011,41.14,0.015432027
17/10/2011,40.51,-0.02847254
14/10/2011,41.68,0.021339316
13/10/2011,40.8,-0.038937868
12/10/2011,42.42,0.001887683
11/10/2011,42.34,-0.018486545
10/10/2011,43.13,0.059219975
07/10/2011,40.65,-0.040969585
06/10/2011,42.35,0.026074913
05/10/2011,41.26,0.052493085
04/10/2011,39.15,0.056212276
03/10/2011,37.01,-0.06991112
30/09/2011,39.69,-0.028072891
29/09/2011,40.82,-0.012658397
28/09/2011,41.34,-0.048628887
27/09/2011,43.4,0.027328572
26/09/2011,42.23,0.046283245
23/09/2011,40.32,-0.01158933
22/09/2011,40.79,-0.082547724
21/09/2011,44.3,-0.072268164
20/09/2011,47.62,-0.018517121
19/09/2011,48.51,-0.009233676
16/09/2011,48.96,-0.000204228
15/09/2011,48.97,0.016263869
14/09/2011,48.18,0.028847142
13/09/2011,46.81,0.010954894
12/09/2011,46.3,-0.0276908
09/09/2011,47.6,-0.048790164
08/09/2011,49.98,0.002403847
07/09/2011,49.86,0.057370796
06/09/2011,47.08,-0.019144373
02/09/2011,47.99,-0.044025859
01/09/2011,50.15,-0.01778703
31/08/2011,51.05,0.013409785
30/08/2011,50.37,0.018433702
29/08/2011,49.45,0.027679881
26/08/2011,48.1,0.03232562
25/08/2011,46.57,-0.037095929
24/08/2011,48.33,0.016691395
23/08/2011,47.53,0.042550467
22/08/2011,45.55,-0.025789705
19/08/2011,46.74,-0.036344721
18/08/2011,48.47,-0.096865696
17/08/2011,53.4,0.00412836
16/08/2011,53.18,-0.055234371
15/08/2011,56.2,0.030716055
12/08/2011,54.5,0.0147877
11/08/2011,53.7,0.079825475
10/08/2011,49.58,-0.050344882
09/08/2011,52.14,0.055805508
08/08/2011,49.31,-0.118976582
05/08/2011,55.54,-0.049698577
04/08/2011,58.37,-0.092393475
03/08/2011,64.02,-0.007934697
02/08/2011,64.53,-0.036218201
01/08/2011,66.91,-0.007593277
29/07/2011,67.42,-0.009154058
28/07/2011,68.04,-0.014879924
27/07/2011,69.06,-0.041690427
26/07/2011,72,-0.000555401
25/07/2011,72.04,-0.012004284
22/07/2011,72.91,0.000823271
21/07/2011,72.85,0.017307459
20/07/2011,71.6,0.003778078
19/07/2011,71.33,0.032920679
18/07/2011,69.02,-0.010951118
15/07/2011,69.78,0.042148469
14/07/2011,66.9,-0.017484517
13/07/2011,68.08,0.007223441
12/07/2011,67.59,0.008021433
11/07/2011,67.05,-0.040768302
08/07/2011,69.84,-0.008554372
07/07/2011,70.44,0.007981798
06/07/2011,69.88,-0.006276768
05/07/2011,70.32,0.015333108
01/07/2011,69.25,0.017921365
30/06/2011,68.02,-0.002496147
29/06/2011,68.19,0.023143
28/06/2011,66.63,0.025229302
27/06/2011,64.97,0.002311427
24/06/2011,64.82,-0.013636923
23/06/2011,65.71,-0.002280156
22/06/2011,65.86,0
21/06/2011,65.86,0.045508279
20/06/2011,62.93,-0.012161565
17/06/2011,63.7,-0.000627746
16/06/2011,63.74,-0.004851719
15/06/2011,64.05,-0.036033028
14/06/2011,66.4,0.013494254
13/06/2011,65.51,-0.034506874
10/06/2011,67.81,-0.009101648
09/06/2011,68.43,0.001023467
08/06/2011,68.36,-0.005106891
07/06/2011,68.71,-0.030105485
06/06/2011,70.81,-0.027028672
03/06/2011,72.75,0.000549979
02/06/2011,72.71,0.012037503
01/06/2011,71.84,-0.037565026
31/05/2011,74.59,0.005916381
27/05/2011,74.15,0.005951593
26/05/2011,73.71,-0.001084746
25/05/2011,73.79,0.012408968
24/05/2011,72.88,0.00041172
23/05/2011,72.85,-0.027751358
20/05/2011,74.9,0.02186617
19/05/2011,73.28,0.003691302
18/05/2011,73.01,0.050277367
17/05/2011,69.43,-0.00416817
16/05/2011,69.72,-0.005007522
13/05/2011,70.07,0.004290624
12/05/2011,69.77,0.00892606
11/05/2011,69.15,-0.028090533
10/05/2011,71.12,0.006772035
09/05/2011,70.64,0.043988573
06/05/2011,67.6,0.021229681
05/05/2011,66.18,-0.010521666
04/05/2011,66.88,-0.007299846
03/05/2011,67.37,-0.039437632
02/05/2011,70.08,-0.010221554
29/04/2011,70.8,0.013365761
28/04/2011,69.86,0.00214946
27/04/2011,69.71,-0.006862071
26/04/2011,70.19,-0.003271463
25/04/2011,70.42,-0.017873954
21/04/2011,71.69,-0.010683418
20/04/2011,72.46,0.010543938
19/04/2011,71.7,0.024996006
18/04/2011,69.93,-0.016592595
15/04/2011,71.1,0.013023967
14/04/2011,70.18,-0.007382203
13/04/2011,70.7,0.002974717
12/04/2011,70.49,-0.029356316
11/04/2011,72.59,-0.045379715
08/04/2011,75.96,0.009390982
07/04/2011,75.25,0.002394892
06/04/2011,75.07,-0.007696429
05/04/2011,75.65,0.005700287
04/04/2011,75.22,-0.008735992
01/04/2011,75.88,-0.001711766
31/03/2011,76.01,-0.000789058
30/03/2011,76.07,-0.004982963
29/03/2011,76.45,0.026912209
28/03/2011,74.42,-0.016789202
25/03/2011,75.68,0.039210142
24/03/2011,72.77,-0.006437937
23/03/2011,73.24,-0.031449978
22/03/2011,75.58,0.00464161
21/03/2011,75.23,0.043050982
18/03/2011,72.06,0.017498872
17/03/2011,70.81,0.033750601
16/03/2011,68.46,-0.017663699
15/03/2011,69.68,-0.019611258
14/03/2011,71.06,0.009473383
11/03/2011,70.39,0.027801575
10/03/2011,68.46,-0.041067363
09/03/2011,71.33,0.016538648
08/03/2011,70.16,-0.02602665
07/03/2011,72.01,0
04/03/2011,72.01,0.019208442
03/03/2011,70.64,0.00696075
02/03/2011,70.15,-0.005969318
01/03/2011,70.57,-0.030973458
28/02/2011,72.79,0.008969908
25/02/2011,72.14,0.039875211
24/02/2011,69.32,0.018343796
23/02/2011,68.06,0.031038003
22/02/2011,65.98,-0.03791994
18/02/2011,68.53,-0.009729257
17/02/2011,69.2,-0.033675129
16/02/2011,71.57,0.001118412
15/02/2011,71.49,-0.007663941
14/02/2011,72.04,0.015810053
11/02/2011,70.91,0.001411234
10/02/2011,70.81,0.004529378
09/02/2011,70.49,-0.019527206
08/02/2011,71.88,-0.016009174
07/02/2011,73.04,-0.022472856
04/02/2011,74.7,0.002949459
03/02/2011,74.48,-0.003350985
02/02/2011,74.73,0.008196217
01/02/2011,74.12,0.012899901
31/01/2011,73.17,0.058099454
28/01/2011,69.04,-0.000289645
27/01/2011,69.06,-0.012089957
