Date,Close,GILD
04/04/2014,72.2,-0.024625047
03/04/2014,74,0.000540687
02/04/2014,73.96,0.00433605
01/04/2014,73.64,0.038482257
31/03/2014,70.86,0.033142693
28/03/2014,68.55,-0.04087451
27/03/2014,71.41,-0.019003277
26/03/2014,72.78,-0.003429123
25/03/2014,73.03,0.012400269
24/03/2014,72.13,0.000832178
21/03/2014,72.07,-0.046892059
20/03/2014,75.53,-0.013283552
19/03/2014,76.54,-0.015942273
18/03/2014,77.77,0.030285567
17/03/2014,75.45,0.005315627
14/03/2014,75.05,-0.038682466
13/03/2014,78.01,-0.021683472
12/03/2014,79.72,-0.001504137
11/03/2014,79.84,-0.004872878
10/03/2014,80.23,0.008134705
07/03/2014,79.58,-0.004263329
06/03/2014,79.92,-0.036246981
05/03/2014,82.87,-0.00084434
04/03/2014,82.94,0.01812812
03/03/2014,81.45,-0.016317946
28/02/2014,82.79,-0.010334146
27/02/2014,83.65,-0.001910905
26/02/2014,83.81,-0.001669051
25/02/2014,83.95,0.00453678
24/02/2014,83.57,0.011795996
21/02/2014,82.59,-0.002660219
20/02/2014,82.81,0.001329225
19/02/2014,82.7,-0.01333273
18/02/2014,83.81,0.03151394
14/02/2014,81.21,-0.016365778
13/02/2014,82.55,0.006684923
12/02/2014,82,0.002442004
11/02/2014,81.8,0.010075033
10/02/2014,80.98,0.027923933
07/02/2014,78.75,0.028987537
06/02/2014,76.5,-0.021339316
05/02/2014,78.15,-0.048333063
04/02/2014,82.02,0.039669485
03/02/2014,78.83,-0.022825169
31/01/2014,80.65,-0.010729584
30/01/2014,81.52,0.020698514
29/01/2014,79.85,-0.010216884
28/01/2014,80.67,0.02269263
27/01/2014,78.86,-0.022072629
24/01/2014,80.62,-0.018800087
23/01/2014,82.15,-0.000365119
22/01/2014,82.18,0.00732783
21/01/2014,81.58,0.039760207
17/01/2014,78.4,0.006397974
16/01/2014,77.9,0.034875865
15/01/2014,75.23,0.003195316
14/01/2014,74.99,0.024979359
13/01/2014,73.14,-0.023377864
10/01/2014,74.87,0.007642325
09/01/2014,74.3,0.011369911
08/01/2014,73.46,0.009299848
07/01/2014,72.78,-0.006300528
06/01/2014,73.24,-0.014638375
03/01/2014,74.32,-0.011904106
02/01/2014,75.21,0.001463642
31/12/2013,75.1,0.000266347
30/12/2013,75.08,0.008426453
27/12/2013,74.45,-0.010023472
26/12/2013,75.2,0.003196593
24/12/2013,74.96,-0.000400133
23/12/2013,74.99,0.004410298
20/12/2013,74.66,0.016611902
19/12/2013,73.43,-0.002176575
18/12/2013,73.59,0.0488717
17/12/2013,70.08,-0.018940496
16/12/2013,71.42,0.000280073
13/12/2013,71.4,0.015952904
12/12/2013,70.27,-0.004826812
11/12/2013,70.61,-0.030681531
10/12/2013,72.81,-0.032164935
09/12/2013,75.19,0.016088294
06/12/2013,73.99,0.010871149
05/12/2013,73.19,0.009886116
04/12/2013,72.47,0.000690179
03/12/2013,72.42,-0.028585041
02/12/2013,74.52,-0.00388402
29/11/2013,74.81,0.002408995
27/11/2013,74.63,0.003489936
26/11/2013,74.37,-0.003087872
25/11/2013,74.6,0.004433406
22/11/2013,74.27,0.036193121
21/11/2013,71.63,0.007707977
20/11/2013,71.08,0.020179738
19/11/2013,69.66,0.009954637
18/11/2013,68.97,-0.01325095
15/11/2013,69.89,0.01310597
14/11/2013,68.98,0.006982862
13/11/2013,68.5,0.013077844
12/11/2013,67.61,0.001480166
11/11/2013,67.51,0.00207592
08/11/2013,67.37,0.026166906
07/11/2013,65.63,-0.026018461
06/11/2013,67.36,-0.031850757
05/11/2013,69.54,0.002880186
04/11/2013,69.34,-0.023235312
01/11/2013,70.97,-0.002954628
31/10/2013,71.18,-0.020716765
30/10/2013,72.67,0.044601892
29/10/2013,69.5,0.011140967
28/10/2013,68.73,-0.013727547
25/10/2013,69.68,-0.002150384
24/10/2013,69.83,0.011812295
23/10/2013,69.01,0.013421062
22/10/2013,68.09,0.016287005
21/10/2013,66.99,-0.018047827
18/10/2013,68.21,0.012539812
17/10/2013,67.36,0.025713769
16/10/2013,65.65,0.03172413
15/10/2013,63.6,-0.004236297
14/10/2013,63.87,0.018647822
11/10/2013,62.69,-0.000797257
10/10/2013,62.74,0.063158112
09/10/2013,58.9,-0.008116379
08/10/2013,59.38,-0.03946034
07/10/2013,61.77,-0.020351636
04/10/2013,63.04,0.021323453
03/10/2013,61.71,-0.011119283
02/10/2013,62.4,-0.006389798
01/10/2013,62.8,-0.001114029
30/09/2013,62.87,-0.010600526
27/09/2013,63.54,0.011714555
26/09/2013,62.8,0.017185037
25/09/2013,61.73,-0.016229166
24/09/2013,62.74,0.002553465
23/09/2013,62.58,-0.020247449
20/09/2013,63.86,-0.007177438
19/09/2013,64.32,0.000622084
18/09/2013,64.28,0.025046596
17/09/2013,62.69,-0.005250191
16/09/2013,63.02,-0.008060099
13/09/2013,63.53,0.005366174
12/09/2013,63.19,0.004123063
11/09/2013,62.93,0.001112966
10/09/2013,62.86,0.003186746
09/09/2013,62.66,0.024884141
06/09/2013,61.12,0.000818398
